,CACC US Equity
2020-04-21,20.3188
2020-04-22,20.3188
2020-04-23,20.3188
2020-04-24,20.3188
2020-04-25,20.3188
2020-04-26,20.3188
2020-04-27,20.3188
2020-04-28,20.3188
2020-04-29,20.3188
2020-04-30,20.3188
2020-05-01,20.3188
2020-05-02,20.3188
2020-05-03,20.3188
2020-05-04,20.3188
2020-05-05,20.3188
2020-05-06,20.3188
2020-05-07,20.3188
2020-05-08,20.3188
2020-05-09,20.3188
2020-05-10,20.3188
2020-05-11,20.3188
2020-05-12,20.3188
2020-05-13,20.3188
2020-05-14,20.3188
2020-05-15,20.3188
2020-05-16,20.3188
2020-05-17,20.3188
2020-05-18,20.3188
2020-05-19,20.3188
2020-05-20,20.3188
2020-05-21,20.3188
2020-05-22,20.3188
2020-05-23,20.3188
2020-05-24,20.3188
2020-05-25,20.3188
2020-05-26,20.3188
2020-05-27,20.3188
2020-05-28,20.3188
2020-05-29,20.3188
2020-05-30,20.3188
2020-05-31,20.3188
2020-06-01,20.3188
2020-06-02,20.3188
2020-06-03,20.3188
2020-06-04,20.3188
2020-06-05,20.3188
2020-06-06,20.3188
2020-06-07,20.3188
2020-06-08,20.3188
2020-06-09,20.3188
2020-06-10,20.3188
2020-06-11,20.3188
2020-06-12,20.3188
2020-06-13,20.3188
2020-06-14,20.3188
2020-06-15,20.3188
2020-06-16,20.3188
2020-06-17,20.3188
2020-06-18,20.3188
2020-06-19,20.3188
2020-06-20,20.3188
2020-06-21,20.3188
2020-06-22,20.3188
2020-06-23,20.3188
2020-06-24,20.3188
2020-06-25,20.3188
2020-06-26,20.3188
2020-06-27,20.3188
2020-06-28,20.3188
2020-06-29,20.3188
2020-06-30,15.8817
2020-07-01,15.8817
2020-07-02,15.8817
2020-07-03,15.8817
2020-07-04,15.8817
2020-07-05,15.8817
2020-07-06,15.8817
2020-07-07,15.8817
2020-07-08,15.8817
2020-07-09,15.8817
2020-07-10,15.8817
2020-07-11,15.8817
2020-07-12,15.8817
2020-07-13,15.8817
2020-07-14,15.8817
2020-07-15,15.8817
2020-07-16,15.8817
2020-07-17,15.8817
2020-07-18,15.8817
2020-07-19,15.8817
2020-07-20,15.8817
2020-07-21,15.8817
2020-07-22,15.8817
2020-07-23,15.8817
2020-07-24,15.8817
2020-07-25,15.8817
2020-07-26,15.8817
2020-07-27,15.8817
2020-07-28,15.8817
2020-07-29,15.8817
2020-07-30,15.8817
2020-07-31,15.8817
2020-08-01,15.8817
2020-08-02,15.8817
2020-08-03,15.8817
2020-08-04,15.8817
2020-08-05,15.8817
2020-08-06,15.8817
2020-08-07,15.8817
2020-08-08,15.8817
2020-08-09,15.8817
2020-08-10,15.8817
2020-08-11,15.8817
2020-08-12,15.8817
2020-08-13,15.8817
2020-08-14,15.8817
2020-08-15,15.8817
2020-08-16,15.8817
2020-08-17,15.8817
2020-08-18,15.8817
2020-08-19,15.8817
2020-08-20,15.8817
2020-08-21,15.8817
2020-08-22,15.8817
2020-08-23,15.8817
2020-08-24,15.8817
2020-08-25,15.8817
2020-08-26,15.8817
2020-08-27,15.8817
2020-08-28,15.8817
2020-08-29,15.8817
2020-08-30,15.8817
2020-08-31,15.8817
2020-09-01,15.8817
2020-09-02,15.8817
2020-09-03,15.8817
2020-09-04,15.8817
2020-09-05,15.8817
2020-09-06,15.8817
2020-09-07,15.8817
2020-09-08,15.8817
2020-09-09,15.8817
2020-09-10,15.8817
2020-09-11,15.8817
2020-09-12,15.8817
2020-09-13,15.8817
2020-09-14,15.8817
2020-09-15,15.8817
2020-09-16,15.8817
2020-09-17,15.8817
2020-09-18,15.8817
2020-09-19,15.8817
2020-09-20,15.8817
2020-09-21,15.8817
2020-09-22,15.8817
2020-09-23,15.8817
2020-09-24,15.8817
2020-09-25,15.8817
2020-09-26,15.8817
2020-09-27,15.8817
2020-09-28,15.8817
2020-09-29,15.8817
2020-09-30,17.7605
2020-10-01,17.7605
2020-10-02,17.7605
2020-10-03,17.7605
2020-10-04,17.7605
2020-10-05,17.7605
2020-10-06,17.7605
2020-10-07,17.7605
2020-10-08,17.7605
2020-10-09,17.7605
2020-10-10,17.7605
2020-10-11,17.7605
2020-10-12,17.7605
2020-10-13,17.7605
2020-10-14,17.7605
2020-10-15,17.7605
2020-10-16,17.7605
2020-10-17,17.7605
2020-10-18,17.7605
2020-10-19,17.7605
2020-10-20,17.7605
2020-10-21,17.7605
2020-10-22,17.7605
2020-10-23,17.7605
2020-10-24,17.7605
2020-10-25,17.7605
2020-10-26,17.7605
2020-10-27,17.7605
2020-10-28,17.7605
2020-10-29,17.7605
2020-10-30,17.7605
2020-10-31,17.7605
2020-11-01,17.7605
2020-11-02,17.7605
2020-11-03,17.7605
2020-11-04,17.7605
2020-11-05,17.7605
2020-11-06,17.7605
2020-11-07,17.7605
2020-11-08,17.7605
2020-11-09,17.7605
2020-11-10,17.7605
2020-11-11,17.7605
2020-11-12,17.7605
2020-11-13,17.7605
2020-11-14,17.7605
2020-11-15,17.7605
2020-11-16,17.7605
2020-11-17,17.7605
2020-11-18,17.7605
2020-11-19,17.7605
2020-11-20,17.7605
2020-11-21,17.7605
2020-11-22,17.7605
2020-11-23,17.7605
2020-11-24,17.7605
2020-11-25,17.7605
2020-11-26,17.7605
2020-11-27,17.7605
2020-11-28,17.7605
2020-11-29,17.7605
2020-11-30,17.7605
2020-12-01,17.7605
2020-12-02,17.7605
2020-12-03,17.7605
2020-12-04,17.7605
2020-12-05,17.7605
2020-12-06,17.7605
2020-12-07,17.7605
2020-12-08,17.7605
2020-12-09,17.7605
2020-12-10,17.7605
2020-12-11,17.7605
2020-12-12,17.7605
2020-12-13,17.7605
2020-12-14,17.7605
2020-12-15,17.7605
2020-12-16,17.7605
2020-12-17,17.7605
2020-12-18,17.7605
2020-12-19,17.7605
2020-12-20,17.7605
2020-12-21,17.7605
2020-12-22,17.7605
2020-12-23,17.7605
2020-12-24,17.7605
2020-12-25,17.7605
2020-12-26,17.7605
2020-12-27,17.7605
2020-12-28,17.7605
2020-12-29,17.7605
2020-12-30,17.7605
2020-12-31,18.0772
2021-01-01,18.0772
2021-01-02,18.0772
2021-01-03,18.0772
2021-01-04,18.0772
2021-01-05,18.0772
2021-01-06,18.0772
2021-01-07,18.0772
2021-01-08,18.0772
2021-01-09,18.0772
2021-01-10,18.0772
2021-01-11,18.0772
2021-01-12,18.0772
2021-01-13,18.0772
2021-01-14,18.0772
2021-01-15,18.0772
2021-01-16,18.0772
2021-01-17,18.0772
2021-01-18,18.0772
2021-01-19,18.0772
2021-01-20,18.0772
2021-01-21,18.0772
2021-01-22,18.0772
2021-01-23,18.0772
2021-01-24,18.0772
2021-01-25,18.0772
2021-01-26,18.0772
2021-01-27,18.0772
2021-01-28,18.0772
2021-01-29,18.0772
2021-01-30,18.0772
2021-01-31,18.0772
2021-02-01,18.0772
2021-02-02,18.0772
2021-02-03,18.0772
2021-02-04,18.0772
2021-02-05,18.0772
2021-02-06,18.0772
2021-02-07,18.0772
2021-02-08,18.0772
2021-02-09,18.0772
2021-02-10,18.0772
2021-02-11,18.0772
2021-02-12,18.0772
2021-02-13,18.0772
2021-02-14,18.0772
2021-02-15,18.0772
2021-02-16,18.0772
2021-02-17,18.0772
2021-02-18,18.0772
2021-02-19,18.0772
2021-02-20,18.0772
2021-02-21,18.0772
2021-02-22,18.0772
2021-02-23,18.0772
2021-02-24,18.0772
2021-02-25,18.0772
2021-02-26,18.0772
2021-02-27,18.0772
2021-02-28,18.0772
2021-03-01,18.0772
2021-03-02,18.0772
2021-03-03,18.0772
2021-03-04,18.0772
2021-03-05,18.0772
2021-03-06,18.0772
2021-03-07,18.0772
2021-03-08,18.0772
2021-03-09,18.0772
2021-03-10,18.0772
2021-03-11,18.0772
2021-03-12,18.0772
2021-03-13,18.0772
2021-03-14,18.0772
2021-03-15,18.0772
2021-03-16,18.0772
2021-03-17,18.0772
2021-03-18,18.0772
2021-03-19,18.0772
2021-03-20,18.0772
2021-03-21,18.0772
2021-03-22,18.0772
2021-03-23,18.0772
2021-03-24,18.0772
2021-03-25,18.0772
2021-03-26,18.0772
2021-03-27,18.0772
2021-03-28,18.0772
2021-03-29,18.0772
2021-03-30,18.0772
2021-03-31,32.6068
2021-04-01,32.6068
2021-04-02,32.6068
2021-04-03,32.6068
2021-04-04,32.6068
2021-04-05,32.6068
2021-04-06,32.6068
2021-04-07,32.6068
2021-04-08,32.6068
2021-04-09,32.6068
2021-04-10,32.6068
2021-04-11,32.6068
2021-04-12,32.6068
2021-04-13,32.6068
2021-04-14,32.6068
2021-04-15,32.6068
2021-04-16,32.6068
2021-04-17,32.6068
2021-04-18,32.6068
2021-04-19,32.6068
2021-04-20,32.6068
2021-04-21,32.6068
2021-04-22,32.6068
2021-04-23,32.6068
2021-04-24,32.6068
2021-04-25,32.6068
2021-04-26,32.6068
2021-04-27,32.6068
2021-04-28,32.6068
2021-04-29,32.6068
2021-04-30,32.6068
2021-05-01,32.6068
2021-05-02,32.6068
2021-05-03,32.6068
2021-05-04,32.6068
2021-05-05,32.6068
2021-05-06,32.6068
2021-05-07,32.6068
2021-05-08,32.6068
2021-05-09,32.6068
2021-05-10,32.6068
2021-05-11,32.6068
2021-05-12,32.6068
2021-05-13,32.6068
2021-05-14,32.6068
2021-05-15,32.6068
2021-05-16,32.6068
2021-05-17,32.6068
2021-05-18,32.6068
2021-05-19,32.6068
2021-05-20,32.6068
2021-05-21,32.6068
2021-05-22,32.6068
2021-05-23,32.6068
2021-05-24,32.6068
2021-05-25,32.6068
2021-05-26,32.6068
2021-05-27,32.6068
2021-05-28,32.6068
2021-05-29,32.6068
2021-05-30,32.6068
2021-05-31,32.6068
2021-06-01,32.6068
2021-06-02,32.6068
2021-06-03,32.6068
2021-06-04,32.6068
2021-06-05,32.6068
2021-06-06,32.6068
2021-06-07,32.6068
2021-06-08,32.6068
2021-06-09,32.6068
2021-06-10,32.6068
2021-06-11,32.6068
2021-06-12,32.6068
2021-06-13,32.6068
2021-06-14,32.6068
2021-06-15,32.6068
2021-06-16,32.6068
2021-06-17,32.6068
2021-06-18,32.6068
2021-06-19,32.6068
2021-06-20,32.6068
2021-06-21,32.6068
2021-06-22,32.6068
2021-06-23,32.6068
2021-06-24,32.6068
2021-06-25,32.6068
2021-06-26,32.6068
2021-06-27,32.6068
2021-06-28,32.6068
2021-06-29,32.6068
2021-06-30,40.3356
2021-07-01,40.3356
2021-07-02,40.3356
2021-07-03,40.3356
2021-07-04,40.3356
2021-07-05,40.3356
2021-07-06,40.3356
2021-07-07,40.3356
2021-07-08,40.3356
2021-07-09,40.3356
2021-07-10,40.3356
2021-07-11,40.3356
2021-07-12,40.3356
2021-07-13,40.3356
2021-07-14,40.3356
2021-07-15,40.3356
2021-07-16,40.3356
2021-07-17,40.3356
2021-07-18,40.3356
2021-07-19,40.3356
2021-07-20,40.3356
2021-07-21,40.3356
2021-07-22,40.3356
2021-07-23,40.3356
2021-07-24,40.3356
2021-07-25,40.3356
2021-07-26,40.3356
2021-07-27,40.3356
2021-07-28,40.3356
2021-07-29,40.3356
2021-07-30,40.3356
2021-07-31,40.3356
2021-08-01,40.3356
2021-08-02,40.3356
2021-08-03,40.3356
2021-08-04,40.3356
2021-08-05,40.3356
2021-08-06,40.3356
2021-08-07,40.3356
2021-08-08,40.3356
2021-08-09,40.3356
2021-08-10,40.3356
2021-08-11,40.3356
2021-08-12,40.3356
2021-08-13,40.3356
2021-08-14,40.3356
2021-08-15,40.3356
2021-08-16,40.3356
2021-08-17,40.3356
2021-08-18,40.3356
2021-08-19,40.3356
2021-08-20,40.3356
2021-08-21,40.3356
2021-08-22,40.3356
2021-08-23,40.3356
2021-08-24,40.3356
2021-08-25,40.3356
2021-08-26,40.3356
2021-08-27,40.3356
2021-08-28,40.3356
2021-08-29,40.3356
2021-08-30,40.3356
2021-08-31,40.3356
2021-09-01,40.3356
2021-09-02,40.3356
2021-09-03,40.3356
2021-09-04,40.3356
2021-09-05,40.3356
2021-09-06,40.3356
2021-09-07,40.3356
2021-09-08,40.3356
2021-09-09,40.3356
2021-09-10,40.3356
2021-09-11,40.3356
2021-09-12,40.3356
2021-09-13,40.3356
2021-09-14,40.3356
2021-09-15,40.3356
2021-09-16,40.3356
2021-09-17,40.3356
2021-09-18,40.3356
2021-09-19,40.3356
2021-09-20,40.3356
2021-09-21,40.3356
2021-09-22,40.3356
2021-09-23,40.3356
2021-09-24,40.3356
2021-09-25,40.3356
2021-09-26,40.3356
2021-09-27,40.3356
2021-09-28,40.3356
2021-09-29,40.3356
2021-09-30,42.5592
2021-10-01,42.5592
2021-10-02,42.5592
2021-10-03,42.5592
2021-10-04,42.5592
2021-10-05,42.5592
2021-10-06,42.5592
2021-10-07,42.5592
2021-10-08,42.5592
2021-10-09,42.5592
2021-10-10,42.5592
2021-10-11,42.5592
2021-10-12,42.5592
2021-10-13,42.5592
2021-10-14,42.5592
2021-10-15,42.5592
2021-10-16,42.5592
2021-10-17,42.5592
2021-10-18,42.5592
2021-10-19,42.5592
2021-10-20,42.5592
2021-10-21,42.5592
2021-10-22,42.5592
2021-10-23,42.5592
2021-10-24,42.5592
2021-10-25,42.5592
2021-10-26,42.5592
2021-10-27,42.5592
2021-10-28,42.5592
2021-10-29,42.5592
2021-10-30,42.5592
2021-10-31,42.5592
2021-11-01,42.5592
2021-11-02,42.5592
2021-11-03,42.5592
2021-11-04,42.5592
2021-11-05,42.5592
2021-11-06,42.5592
2021-11-07,42.5592
2021-11-08,42.5592
2021-11-09,42.5592
2021-11-10,42.5592
2021-11-11,42.5592
2021-11-12,42.5592
2021-11-13,42.5592
2021-11-14,42.5592
2021-11-15,42.5592
2021-11-16,42.5592
2021-11-17,42.5592
2021-11-18,42.5592
2021-11-19,42.5592
2021-11-20,42.5592
2021-11-21,42.5592
2021-11-22,42.5592
2021-11-23,42.5592
2021-11-24,42.5592
2021-11-25,42.5592
2021-11-26,42.5592
2021-11-27,42.5592
2021-11-28,42.5592
2021-11-29,42.5592
2021-11-30,42.5592
2021-12-01,42.5592
2021-12-02,42.5592
2021-12-03,42.5592
2021-12-04,42.5592
2021-12-05,42.5592
2021-12-06,42.5592
2021-12-07,42.5592
2021-12-08,42.5592
2021-12-09,42.5592
2021-12-10,42.5592
2021-12-11,42.5592
2021-12-12,42.5592
2021-12-13,42.5592
2021-12-14,42.5592
2021-12-15,42.5592
2021-12-16,42.5592
2021-12-17,42.5592
2021-12-18,42.5592
2021-12-19,42.5592
2021-12-20,42.5592
2021-12-21,42.5592
2021-12-22,42.5592
2021-12-23,42.5592
2021-12-24,42.5592
2021-12-25,42.5592
2021-12-26,42.5592
2021-12-27,42.5592
2021-12-28,42.5592
2021-12-29,42.5592
2021-12-30,42.5592
2021-12-31,46.4439
2022-01-01,46.4439
2022-01-02,46.4439
2022-01-03,46.4439
2022-01-04,46.4439
2022-01-05,46.4439
2022-01-06,46.4439
2022-01-07,46.4439
2022-01-08,46.4439
2022-01-09,46.4439
2022-01-10,46.4439
2022-01-11,46.4439
2022-01-12,46.4439
2022-01-13,46.4439
2022-01-14,46.4439
2022-01-15,46.4439
2022-01-16,46.4439
2022-01-17,46.4439
2022-01-18,46.4439
2022-01-19,46.4439
2022-01-20,46.4439
2022-01-21,46.4439
2022-01-22,46.4439
2022-01-23,46.4439
2022-01-24,46.4439
2022-01-25,46.4439
2022-01-26,46.4439
2022-01-27,46.4439
2022-01-28,46.4439
2022-01-29,46.4439
2022-01-30,46.4439
2022-01-31,46.4439
2022-02-01,46.4439
2022-02-02,46.4439
2022-02-03,46.4439
2022-02-04,46.4439
2022-02-05,46.4439
2022-02-06,46.4439
2022-02-07,46.4439
2022-02-08,46.4439
2022-02-09,46.4439
2022-02-10,46.4439
2022-02-11,46.4439
2022-02-12,46.4439
2022-02-13,46.4439
2022-02-14,46.4439
2022-02-15,46.4439
2022-02-16,46.4439
2022-02-17,46.4439
2022-02-18,46.4439
2022-02-19,46.4439
2022-02-20,46.4439
2022-02-21,46.4439
2022-02-22,46.4439
2022-02-23,46.4439
2022-02-24,46.4439
2022-02-25,46.4439
2022-02-26,46.4439
2022-02-27,46.4439
2022-02-28,46.4439
2022-03-01,46.4439
2022-03-02,46.4439
2022-03-03,46.4439
2022-03-04,46.4439
2022-03-05,46.4439
2022-03-06,46.4439
2022-03-07,46.4439
2022-03-08,46.4439
2022-03-09,46.4439
2022-03-10,46.4439
2022-03-11,46.4439
2022-03-12,46.4439
2022-03-13,46.4439
2022-03-14,46.4439
2022-03-15,46.4439
2022-03-16,46.4439
2022-03-17,46.4439
2022-03-18,46.4439
2022-03-19,46.4439
2022-03-20,46.4439
2022-03-21,46.4439
2022-03-22,46.4439
2022-03-23,46.4439
2022-03-24,46.4439
2022-03-25,46.4439
2022-03-26,46.4439
2022-03-27,46.4439
2022-03-28,46.4439
2022-03-29,46.4439
2022-03-30,46.4439
2022-03-31,48.542
2022-04-01,48.542
2022-04-02,48.542
2022-04-03,48.542
2022-04-04,48.542
2022-04-05,48.542
2022-04-06,48.542
2022-04-07,48.542
2022-04-08,48.542
2022-04-09,48.542
2022-04-10,48.542
2022-04-11,48.542
2022-04-12,48.542
2022-04-13,48.542
2022-04-14,48.542
2022-04-15,48.542
2022-04-16,48.542
2022-04-17,48.542
2022-04-18,48.542
2022-04-19,48.542
2022-04-20,48.542
2022-04-21,48.542
2022-04-22,48.542
2022-04-23,48.542
2022-04-24,48.542
2022-04-25,48.542
2022-04-26,48.542
2022-04-27,48.542
2022-04-28,48.542
2022-04-29,48.542
2022-04-30,48.542
2022-05-01,48.542
2022-05-02,48.542
2022-05-03,48.542
2022-05-04,48.542
2022-05-05,48.542
2022-05-06,48.542
2022-05-07,48.542
2022-05-08,48.542
2022-05-09,48.542
2022-05-10,48.542
2022-05-11,48.542
2022-05-12,48.542
2022-05-13,48.542
2022-05-14,48.542
2022-05-15,48.542
2022-05-16,48.542
2022-05-17,48.542
2022-05-18,48.542
2022-05-19,48.542
2022-05-20,48.542
2022-05-21,48.542
2022-05-22,48.542
2022-05-23,48.542
2022-05-24,48.542
2022-05-25,48.542
2022-05-26,48.542
2022-05-27,48.542
2022-05-28,48.542
2022-05-29,48.542
2022-05-30,48.542
2022-05-31,48.542
2022-06-01,48.542
2022-06-02,48.542
2022-06-03,48.542
2022-06-04,48.542
2022-06-05,48.542
2022-06-06,48.542
2022-06-07,48.542
2022-06-08,48.542
2022-06-09,48.542
2022-06-10,48.542
2022-06-11,48.542
2022-06-12,48.542
2022-06-13,48.542
2022-06-14,48.542
2022-06-15,48.542
2022-06-16,48.542
2022-06-17,48.542
2022-06-18,48.542
2022-06-19,48.542
2022-06-20,48.542
2022-06-21,48.542
2022-06-22,48.542
2022-06-23,48.542
2022-06-24,48.542
2022-06-25,48.542
2022-06-26,48.542
2022-06-27,48.542
2022-06-28,48.542
2022-06-29,48.542
2022-06-30,40.3414
2022-07-01,40.3414
2022-07-02,40.3414
2022-07-03,40.3414
2022-07-04,40.3414
2022-07-05,40.3414
2022-07-06,40.3414
2022-07-07,40.3414
2022-07-08,40.3414
2022-07-09,40.3414
2022-07-10,40.3414
2022-07-11,40.3414
2022-07-12,40.3414
2022-07-13,40.3414
2022-07-14,40.3414
2022-07-15,40.3414
2022-07-16,40.3414
2022-07-17,40.3414
2022-07-18,40.3414
2022-07-19,40.3414
2022-07-20,40.3414
2022-07-21,40.3414
2022-07-22,40.3414
2022-07-23,40.3414
2022-07-24,40.3414
2022-07-25,40.3414
2022-07-26,40.3414
2022-07-27,40.3414
2022-07-28,40.3414
2022-07-29,40.3414
2022-07-30,40.3414
2022-07-31,40.3414
2022-08-01,40.3414
2022-08-02,40.3414
2022-08-03,40.3414
2022-08-04,40.3414
2022-08-05,40.3414
2022-08-06,40.3414
2022-08-07,40.3414
2022-08-08,40.3414
2022-08-09,40.3414
2022-08-10,40.3414
2022-08-11,40.3414
2022-08-12,40.3414
2022-08-13,40.3414
2022-08-14,40.3414
2022-08-15,40.3414
2022-08-16,40.3414
2022-08-17,40.3414
2022-08-18,40.3414
2022-08-19,40.3414
2022-08-20,40.3414
2022-08-21,40.3414
2022-08-22,40.3414
2022-08-23,40.3414
2022-08-24,40.3414
2022-08-25,40.3414
2022-08-26,40.3414
2022-08-27,40.3414
2022-08-28,40.3414
2022-08-29,40.3414
2022-08-30,40.3414
2022-08-31,40.3414
2022-09-01,40.3414
2022-09-02,40.3414
2022-09-03,40.3414
2022-09-04,40.3414
2022-09-05,40.3414
2022-09-06,40.3414
2022-09-07,40.3414
2022-09-08,40.3414
2022-09-09,40.3414
2022-09-10,40.3414
2022-09-11,40.3414
2022-09-12,40.3414
2022-09-13,40.3414
2022-09-14,40.3414
2022-09-15,40.3414
2022-09-16,40.3414
2022-09-17,40.3414
2022-09-18,40.3414
2022-09-19,40.3414
2022-09-20,40.3414
2022-09-21,40.3414
2022-09-22,40.3414
2022-09-23,40.3414
2022-09-24,40.3414
2022-09-25,40.3414
2022-09-26,40.3414
2022-09-27,40.3414
2022-09-28,40.3414
2022-09-29,40.3414
2022-09-30,35.3429
2022-10-01,35.3429
2022-10-02,35.3429
2022-10-03,35.3429
2022-10-04,35.3429
2022-10-05,35.3429
2022-10-06,35.3429
2022-10-07,35.3429
2022-10-08,35.3429
2022-10-09,35.3429
2022-10-10,35.3429
2022-10-11,35.3429
2022-10-12,35.3429
2022-10-13,35.3429
2022-10-14,35.3429
2022-10-15,35.3429
2022-10-16,35.3429
2022-10-17,35.3429
2022-10-18,35.3429
2022-10-19,35.3429
2022-10-20,35.3429
2022-10-21,35.3429
2022-10-22,35.3429
2022-10-23,35.3429
2022-10-24,35.3429
2022-10-25,35.3429
2022-10-26,35.3429
2022-10-27,35.3429
2022-10-28,35.3429
2022-10-29,35.3429
2022-10-30,35.3429
2022-10-31,35.3429
2022-11-01,35.3429
2022-11-02,35.3429
2022-11-03,35.3429
2022-11-04,35.3429
2022-11-05,35.3429
2022-11-06,35.3429
2022-11-07,35.3429
2022-11-08,35.3429
2022-11-09,35.3429
2022-11-10,35.3429
2022-11-11,35.3429
2022-11-12,35.3429
2022-11-13,35.3429
2022-11-14,35.3429
2022-11-15,35.3429
2022-11-16,35.3429
2022-11-17,35.3429
2022-11-18,35.3429
2022-11-19,35.3429
2022-11-20,35.3429
2022-11-21,35.3429
2022-11-22,35.3429
2022-11-23,35.3429
2022-11-24,35.3429
2022-11-25,35.3429
2022-11-26,35.3429
2022-11-27,35.3429
2022-11-28,35.3429
2022-11-29,35.3429
2022-11-30,35.3429
2022-12-01,35.3429
2022-12-02,35.3429
2022-12-03,35.3429
2022-12-04,35.3429
2022-12-05,35.3429
2022-12-06,35.3429
2022-12-07,35.3429
2022-12-08,35.3429
2022-12-09,35.3429
2022-12-10,35.3429
2022-12-11,35.3429
2022-12-12,35.3429
2022-12-13,35.3429
2022-12-14,35.3429
2022-12-15,35.3429
2022-12-16,35.3429
2022-12-17,35.3429
2022-12-18,35.3429
2022-12-19,35.3429
2022-12-20,35.3429
2022-12-21,35.3429
2022-12-22,35.3429
2022-12-23,35.3429
2022-12-24,35.3429
2022-12-25,35.3429
2022-12-26,35.3429
2022-12-27,35.3429
2022-12-28,35.3429
2022-12-29,35.3429
2022-12-30,35.3429
2022-12-31,31.0771
2023-01-01,31.0771
2023-01-02,31.0771
2023-01-03,31.0771
2023-01-04,31.0771
2023-01-05,31.0771
2023-01-06,31.0771
2023-01-07,31.0771
2023-01-08,31.0771
2023-01-09,31.0771
2023-01-10,31.0771
2023-01-11,31.0771
2023-01-12,31.0771
2023-01-13,31.0771
2023-01-14,31.0771
2023-01-15,31.0771
2023-01-16,31.0771
2023-01-17,31.0771
2023-01-18,31.0771
2023-01-19,31.0771
2023-01-20,31.0771
2023-01-21,31.0771
2023-01-22,31.0771
2023-01-23,31.0771
2023-01-24,31.0771
2023-01-25,31.0771
2023-01-26,31.0771
2023-01-27,31.0771
2023-01-28,31.0771
2023-01-29,31.0771
2023-01-30,31.0771
2023-01-31,31.0771
2023-02-01,31.0771
2023-02-02,31.0771
2023-02-03,31.0771
2023-02-04,31.0771
2023-02-05,31.0771
2023-02-06,31.0771
2023-02-07,31.0771
2023-02-08,31.0771
2023-02-09,31.0771
2023-02-10,31.0771
2023-02-11,31.0771
2023-02-12,31.0771
2023-02-13,31.0771
2023-02-14,31.0771
2023-02-15,31.0771
2023-02-16,31.0771
2023-02-17,31.0771
2023-02-18,31.0771
2023-02-19,31.0771
2023-02-20,31.0771
2023-02-21,31.0771
2023-02-22,31.0771
2023-02-23,31.0771
2023-02-24,31.0771
2023-02-25,31.0771
2023-02-26,31.0771
2023-02-27,31.0771
2023-02-28,31.0771
2023-03-01,31.0771
2023-03-02,31.0771
2023-03-03,31.0771
2023-03-04,31.0771
2023-03-05,31.0771
2023-03-06,31.0771
2023-03-07,31.0771
2023-03-08,31.0771
2023-03-09,31.0771
2023-03-10,31.0771
2023-03-11,31.0771
2023-03-12,31.0771
2023-03-13,31.0771
2023-03-14,31.0771
2023-03-15,31.0771
2023-03-16,31.0771
