,CG US Equity
,RETURN_COM_EQY
2020-01-01,57.1358
2020-01-02,57.1358
2020-01-03,57.1358
2020-01-04,57.1358
2020-01-05,57.1358
2020-01-06,57.1358
2020-01-07,57.1358
2020-01-08,57.1358
2020-01-09,57.1358
2020-01-10,57.1358
2020-01-11,57.1358
2020-01-12,57.1358
2020-01-13,57.1358
2020-01-14,57.1358
2020-01-15,57.1358
2020-01-16,57.1358
2020-01-17,57.1358
2020-01-18,57.1358
2020-01-19,57.1358
2020-01-20,57.1358
2020-01-21,57.1358
2020-01-22,57.1358
2020-01-23,57.1358
2020-01-24,57.1358
2020-01-25,57.1358
2020-01-26,57.1358
2020-01-27,57.1358
2020-01-28,57.1358
2020-01-29,57.1358
2020-01-30,57.1358
2020-01-31,57.1358
2020-02-01,57.1358
2020-02-02,57.1358
2020-02-03,57.1358
2020-02-04,57.1358
2020-02-05,57.1358
2020-02-06,57.1358
2020-02-07,57.1358
2020-02-08,57.1358
2020-02-09,57.1358
2020-02-10,57.1358
2020-02-11,57.1358
2020-02-12,57.1358
2020-02-13,57.1358
2020-02-14,57.1358
2020-02-15,57.1358
2020-02-16,57.1358
2020-02-17,57.1358
2020-02-18,57.1358
2020-02-19,57.1358
2020-02-20,57.1358
2020-02-21,57.1358
2020-02-22,57.1358
2020-02-23,57.1358
2020-02-24,57.1358
2020-02-25,57.1358
2020-02-26,57.1358
2020-02-27,57.1358
2020-02-28,57.1358
2020-02-29,57.1358
2020-03-01,57.1358
2020-03-02,57.1358
2020-03-03,57.1358
2020-03-04,57.1358
2020-03-05,57.1358
2020-03-06,57.1358
2020-03-07,57.1358
2020-03-08,57.1358
2020-03-09,57.1358
2020-03-10,57.1358
2020-03-11,57.1358
2020-03-12,57.1358
2020-03-13,57.1358
2020-03-14,57.1358
2020-03-15,57.1358
2020-03-16,57.1358
2020-03-17,57.1358
2020-03-18,57.1358
2020-03-19,57.1358
2020-03-20,57.1358
2020-03-21,57.1358
2020-03-22,57.1358
2020-03-23,57.1358
2020-03-24,57.1358
2020-03-25,57.1358
2020-03-26,57.1358
2020-03-27,57.1358
2020-03-28,57.1358
2020-03-29,57.1358
2020-03-30,57.1358
2020-03-31,-31.5009
2020-04-01,-31.5009
2020-04-02,-31.5009
2020-04-03,-31.5009
2020-04-04,-31.5009
2020-04-05,-31.5009
2020-04-06,-31.5009
2020-04-07,-31.5009
2020-04-08,-31.5009
2020-04-09,-31.5009
2020-04-10,-31.5009
2020-04-11,-31.5009
2020-04-12,-31.5009
2020-04-13,-31.5009
2020-04-14,-31.5009
2020-04-15,-31.5009
2020-04-16,-31.5009
2020-04-17,-31.5009
2020-04-18,-31.5009
2020-04-19,-31.5009
2020-04-20,-31.5009
2020-04-21,-31.5009
2020-04-22,-31.5009
2020-04-23,-31.5009
2020-04-24,-31.5009
2020-04-25,-31.5009
2020-04-26,-31.5009
2020-04-27,-31.5009
2020-04-28,-31.5009
2020-04-29,-31.5009
2020-04-30,-31.5009
2020-05-01,-31.5009
2020-05-02,-31.5009
2020-05-03,-31.5009
2020-05-04,-31.5009
2020-05-05,-31.5009
2020-05-06,-31.5009
2020-05-07,-31.5009
2020-05-08,-31.5009
2020-05-09,-31.5009
2020-05-10,-31.5009
2020-05-11,-31.5009
2020-05-12,-31.5009
2020-05-13,-31.5009
2020-05-14,-31.5009
2020-05-15,-31.5009
2020-05-16,-31.5009
2020-05-17,-31.5009
2020-05-18,-31.5009
2020-05-19,-31.5009
2020-05-20,-31.5009
2020-05-21,-31.5009
2020-05-22,-31.5009
2020-05-23,-31.5009
2020-05-24,-31.5009
2020-05-25,-31.5009
2020-05-26,-31.5009
2020-05-27,-31.5009
2020-05-28,-31.5009
2020-05-29,-31.5009
2020-05-30,-31.5009
2020-05-31,-31.5009
2020-06-01,-31.5009
2020-06-02,-31.5009
2020-06-03,-31.5009
2020-06-04,-31.5009
2020-06-05,-31.5009
2020-06-06,-31.5009
2020-06-07,-31.5009
2020-06-08,-31.5009
2020-06-09,-31.5009
2020-06-10,-31.5009
2020-06-11,-31.5009
2020-06-12,-31.5009
2020-06-13,-31.5009
2020-06-14,-31.5009
2020-06-15,-31.5009
2020-06-16,-31.5009
2020-06-17,-31.5009
2020-06-18,-31.5009
2020-06-19,-31.5009
2020-06-20,-31.5009
2020-06-21,-31.5009
2020-06-22,-31.5009
2020-06-23,-31.5009
2020-06-24,-31.5009
2020-06-25,-31.5009
2020-06-26,-31.5009
2020-06-27,-31.5009
2020-06-28,-31.5009
2020-06-29,-31.5009
2020-06-30,-28.9824
2020-07-01,-28.9824
2020-07-02,-28.9824
2020-07-03,-28.9824
2020-07-04,-28.9824
2020-07-05,-28.9824
2020-07-06,-28.9824
2020-07-07,-28.9824
2020-07-08,-28.9824
2020-07-09,-28.9824
2020-07-10,-28.9824
2020-07-11,-28.9824
2020-07-12,-28.9824
2020-07-13,-28.9824
2020-07-14,-28.9824
2020-07-15,-28.9824
2020-07-16,-28.9824
2020-07-17,-28.9824
2020-07-18,-28.9824
2020-07-19,-28.9824
2020-07-20,-28.9824
2020-07-21,-28.9824
2020-07-22,-28.9824
2020-07-23,-28.9824
2020-07-24,-28.9824
2020-07-25,-28.9824
2020-07-26,-28.9824
2020-07-27,-28.9824
2020-07-28,-28.9824
2020-07-29,-28.9824
2020-07-30,-28.9824
2020-07-31,-28.9824
2020-08-01,-28.9824
2020-08-02,-28.9824
2020-08-03,-28.9824
2020-08-04,-28.9824
2020-08-05,-28.9824
2020-08-06,-28.9824
2020-08-07,-28.9824
2020-08-08,-28.9824
2020-08-09,-28.9824
2020-08-10,-28.9824
2020-08-11,-28.9824
2020-08-12,-28.9824
2020-08-13,-28.9824
2020-08-14,-28.9824
2020-08-15,-28.9824
2020-08-16,-28.9824
2020-08-17,-28.9824
2020-08-18,-28.9824
2020-08-19,-28.9824
2020-08-20,-28.9824
2020-08-21,-28.9824
2020-08-22,-28.9824
2020-08-23,-28.9824
2020-08-24,-28.9824
2020-08-25,-28.9824
2020-08-26,-28.9824
2020-08-27,-28.9824
2020-08-28,-28.9824
2020-08-29,-28.9824
2020-08-30,-28.9824
2020-08-31,-28.9824
2020-09-01,-28.9824
2020-09-02,-28.9824
2020-09-03,-28.9824
2020-09-04,-28.9824
2020-09-05,-28.9824
2020-09-06,-28.9824
2020-09-07,-28.9824
2020-09-08,-28.9824
2020-09-09,-28.9824
2020-09-10,-28.9824
2020-09-11,-28.9824
2020-09-12,-28.9824
2020-09-13,-28.9824
2020-09-14,-28.9824
2020-09-15,-28.9824
2020-09-16,-28.9824
2020-09-17,-28.9824
2020-09-18,-28.9824
2020-09-19,-28.9824
2020-09-20,-28.9824
2020-09-21,-28.9824
2020-09-22,-28.9824
2020-09-23,-28.9824
2020-09-24,-28.9824
2020-09-25,-28.9824
2020-09-26,-28.9824
2020-09-27,-28.9824
2020-09-28,-28.9824
2020-09-29,-28.9824
2020-09-30,-11.546
2020-10-01,-11.546
2020-10-02,-11.546
2020-10-03,-11.546
2020-10-04,-11.546
2020-10-05,-11.546
2020-10-06,-11.546
2020-10-07,-11.546
2020-10-08,-11.546
2020-10-09,-11.546
2020-10-10,-11.546
2020-10-11,-11.546
2020-10-12,-11.546
2020-10-13,-11.546
2020-10-14,-11.546
2020-10-15,-11.546
2020-10-16,-11.546
2020-10-17,-11.546
2020-10-18,-11.546
2020-10-19,-11.546
2020-10-20,-11.546
2020-10-21,-11.546
2020-10-22,-11.546
2020-10-23,-11.546
2020-10-24,-11.546
2020-10-25,-11.546
2020-10-26,-11.546
2020-10-27,-11.546
2020-10-28,-11.546
2020-10-29,-11.546
2020-10-30,-11.546
2020-10-31,-11.546
2020-11-01,-11.546
2020-11-02,-11.546
2020-11-03,-11.546
2020-11-04,-11.546
2020-11-05,-11.546
2020-11-06,-11.546
2020-11-07,-11.546
2020-11-08,-11.546
2020-11-09,-11.546
2020-11-10,-11.546
2020-11-11,-11.546
2020-11-12,-11.546
2020-11-13,-11.546
2020-11-14,-11.546
2020-11-15,-11.546
2020-11-16,-11.546
2020-11-17,-11.546
2020-11-18,-11.546
2020-11-19,-11.546
2020-11-20,-11.546
2020-11-21,-11.546
2020-11-22,-11.546
2020-11-23,-11.546
2020-11-24,-11.546
2020-11-25,-11.546
2020-11-26,-11.546
2020-11-27,-11.546
2020-11-28,-11.546
2020-11-29,-11.546
2020-11-30,-11.546
2020-12-01,-11.546
2020-12-02,-11.546
2020-12-03,-11.546
2020-12-04,-11.546
2020-12-05,-11.546
2020-12-06,-11.546
2020-12-07,-11.546
2020-12-08,-11.546
2020-12-09,-11.546
2020-12-10,-11.546
2020-12-11,-11.546
2020-12-12,-11.546
2020-12-13,-11.546
2020-12-14,-11.546
2020-12-15,-11.546
2020-12-16,-11.546
2020-12-17,-11.546
2020-12-18,-11.546
2020-12-19,-11.546
2020-12-20,-11.546
2020-12-21,-11.546
2020-12-22,-11.546
2020-12-23,-11.546
2020-12-24,-11.546
2020-12-25,-11.546
2020-12-26,-11.546
2020-12-27,-11.546
2020-12-28,-11.546
2020-12-29,-11.546
2020-12-30,-11.546
2020-12-31,21.0533
2021-01-01,21.0533
2021-01-02,21.0533
2021-01-03,21.0533
2021-01-04,21.0533
2021-01-05,21.0533
2021-01-06,21.0533
2021-01-07,21.0533
2021-01-08,21.0533
2021-01-09,21.0533
2021-01-10,21.0533
2021-01-11,21.0533
2021-01-12,21.0533
2021-01-13,21.0533
2021-01-14,21.0533
2021-01-15,21.0533
2021-01-16,21.0533
2021-01-17,21.0533
2021-01-18,21.0533
