,LGND US Equity
2020-06-19,-7.023
2020-06-20,-7.023
2020-06-21,-7.023
2020-06-22,-7.023
2020-06-23,-7.023
2020-06-24,-7.023
2020-06-25,-7.023
2020-06-26,-7.023
2020-06-27,-7.023
2020-06-28,-7.023
2020-06-29,-7.023
2020-06-30,-2.8404
2020-07-01,-2.8404
2020-07-02,-2.8404
2020-07-03,-2.8404
2020-07-04,-2.8404
2020-07-05,-2.8404
2020-07-06,-2.8404
2020-07-07,-2.8404
2020-07-08,-2.8404
2020-07-09,-2.8404
2020-07-10,-2.8404
2020-07-11,-2.8404
2020-07-12,-2.8404
2020-07-13,-2.8404
2020-07-14,-2.8404
2020-07-15,-2.8404
2020-07-16,-2.8404
2020-07-17,-2.8404
2020-07-18,-2.8404
2020-07-19,-2.8404
2020-07-20,-2.8404
2020-07-21,-2.8404
2020-07-22,-2.8404
2020-07-23,-2.8404
2020-07-24,-2.8404
2020-07-25,-2.8404
2020-07-26,-2.8404
2020-07-27,-2.8404
2020-07-28,-2.8404
2020-07-29,-2.8404
2020-07-30,-2.8404
2020-07-31,-2.8404
2020-08-01,-2.8404
2020-08-02,-2.8404
2020-08-03,-2.8404
2020-08-04,-2.8404
2020-08-05,-2.8404
2020-08-06,-2.8404
2020-08-07,-2.8404
2020-08-08,-2.8404
2020-08-09,-2.8404
2020-08-10,-2.8404
2020-08-11,-2.8404
2020-08-12,-2.8404
2020-08-13,-2.8404
2020-08-14,-2.8404
2020-08-15,-2.8404
2020-08-16,-2.8404
2020-08-17,-2.8404
2020-08-18,-2.8404
2020-08-19,-2.8404
2020-08-20,-2.8404
2020-08-21,-2.8404
2020-08-22,-2.8404
2020-08-23,-2.8404
2020-08-24,-2.8404
2020-08-25,-2.8404
2020-08-26,-2.8404
2020-08-27,-2.8404
2020-08-28,-2.8404
2020-08-29,-2.8404
2020-08-30,-2.8404
2020-08-31,-2.8404
2020-09-01,-2.8404
2020-09-02,-2.8404
2020-09-03,-2.8404
2020-09-04,-2.8404
2020-09-05,-2.8404
2020-09-06,-2.8404
2020-09-07,-2.8404
2020-09-08,-2.8404
2020-09-09,-2.8404
2020-09-10,-2.8404
2020-09-11,-2.8404
2020-09-12,-2.8404
2020-09-13,-2.8404
2020-09-14,-2.8404
2020-09-15,-2.8404
2020-09-16,-2.8404
2020-09-17,-2.8404
2020-09-18,-2.8404
2020-09-19,-2.8404
2020-09-20,-2.8404
2020-09-21,-2.8404
2020-09-22,-2.8404
2020-09-23,-2.8404
2020-09-24,-2.8404
2020-09-25,-2.8404
2020-09-26,-2.8404
2020-09-27,-2.8404
2020-09-28,-2.8404
2020-09-29,-2.8404
2020-09-30,-2.081
2020-10-01,-2.081
2020-10-02,-2.081
2020-10-03,-2.081
2020-10-04,-2.081
2020-10-05,-2.081
2020-10-06,-2.081
2020-10-07,-2.081
2020-10-08,-2.081
2020-10-09,-2.081
2020-10-10,-2.081
2020-10-11,-2.081
2020-10-12,-2.081
2020-10-13,-2.081
2020-10-14,-2.081
2020-10-15,-2.081
2020-10-16,-2.081
2020-10-17,-2.081
2020-10-18,-2.081
2020-10-19,-2.081
2020-10-20,-2.081
2020-10-21,-2.081
2020-10-22,-2.081
2020-10-23,-2.081
2020-10-24,-2.081
2020-10-25,-2.081
2020-10-26,-2.081
2020-10-27,-2.081
2020-10-28,-2.081
2020-10-29,-2.081
2020-10-30,-2.081
2020-10-31,-2.081
2020-11-01,-2.081
2020-11-02,-2.081
2020-11-03,-2.081
2020-11-04,-2.081
2020-11-05,-2.081
2020-11-06,-2.081
2020-11-07,-2.081
2020-11-08,-2.081
2020-11-09,-2.081
2020-11-10,-2.081
2020-11-11,-2.081
2020-11-12,-2.081
2020-11-13,-2.081
2020-11-14,-2.081
2020-11-15,-2.081
2020-11-16,-2.081
2020-11-17,-2.081
2020-11-18,-2.081
2020-11-19,-2.081
2020-11-20,-2.081
2020-11-21,-2.081
2020-11-22,-2.081
2020-11-23,-2.081
2020-11-24,-2.081
2020-11-25,-2.081
2020-11-26,-2.081
2020-11-27,-2.081
2020-11-28,-2.081
2020-11-29,-2.081
2020-11-30,-2.081
2020-12-01,-2.081
2020-12-02,-2.081
2020-12-03,-2.081
2020-12-04,-2.081
2020-12-05,-2.081
2020-12-06,-2.081
2020-12-07,-2.081
2020-12-08,-2.081
2020-12-09,-2.081
2020-12-10,-2.081
2020-12-11,-2.081
2020-12-12,-2.081
2020-12-13,-2.081
2020-12-14,-2.081
2020-12-15,-2.081
2020-12-16,-2.081
2020-12-17,-2.081
2020-12-18,-2.081
2020-12-19,-2.081
2020-12-20,-2.081
2020-12-21,-2.081
2020-12-22,-2.081
2020-12-23,-2.081
2020-12-24,-2.081
2020-12-25,-2.081
2020-12-26,-2.081
2020-12-27,-2.081
2020-12-28,-2.081
2020-12-29,-2.081
2020-12-30,-2.081
2020-12-31,-0.4043
2021-01-01,-0.4043
2021-01-02,-0.4043
2021-01-03,-0.4043
2021-01-04,-0.4043
2021-01-05,-0.4043
2021-01-06,-0.4043
2021-01-07,-0.4043
2021-01-08,-0.4043
2021-01-09,-0.4043
2021-01-10,-0.4043
2021-01-11,-0.4043
2021-01-12,-0.4043
2021-01-13,-0.4043
2021-01-14,-0.4043
2021-01-15,-0.4043
2021-01-16,-0.4043
2021-01-17,-0.4043
2021-01-18,-0.4043
2021-01-19,-0.4043
2021-01-20,-0.4043
2021-01-21,-0.4043
2021-01-22,-0.4043
2021-01-23,-0.4043
2021-01-24,-0.4043
2021-01-25,-0.4043
2021-01-26,-0.4043
2021-01-27,-0.4043
2021-01-28,-0.4043
2021-01-29,-0.4043
2021-01-30,-0.4043
2021-01-31,-0.4043
2021-02-01,-0.4043
2021-02-02,-0.4043
2021-02-03,-0.4043
2021-02-04,-0.4043
2021-02-05,-0.4043
2021-02-06,-0.4043
2021-02-07,-0.4043
2021-02-08,-0.4043
2021-02-09,-0.4043
2021-02-10,-0.4043
2021-02-11,-0.4043
2021-02-12,-0.4043
2021-02-13,-0.4043
2021-02-14,-0.4043
2021-02-15,-0.4043
2021-02-16,-0.4043
2021-02-17,-0.4043
2021-02-18,-0.4043
2021-02-19,-0.4043
2021-02-20,-0.4043
2021-02-21,-0.4043
2021-02-22,-0.4043
2021-02-23,-0.4043
2021-02-24,-0.4043
2021-02-25,-0.4043
2021-02-26,-0.4043
2021-02-27,-0.4043
2021-02-28,-0.4043
2021-03-01,-0.4043
2021-03-02,-0.4043
2021-03-03,-0.4043
2021-03-04,-0.4043
2021-03-05,-0.4043
2021-03-06,-0.4043
2021-03-07,-0.4043
2021-03-08,-0.4043
2021-03-09,-0.4043
2021-03-10,-0.4043
2021-03-11,-0.4043
2021-03-12,-0.4043
2021-03-13,-0.4043
2021-03-14,-0.4043
2021-03-15,-0.4043
2021-03-16,-0.4043
2021-03-17,-0.4043
2021-03-18,-0.4043
2021-03-19,-0.4043
2021-03-20,-0.4043
2021-03-21,-0.4043
2021-03-22,-0.4043
2021-03-23,-0.4043
2021-03-24,-0.4043
2021-03-25,-0.4043
2021-03-26,-0.4043
2021-03-27,-0.4043
2021-03-28,-0.4043
2021-03-29,-0.4043
2021-03-30,-0.4043
2021-03-31,5.5766
2021-04-01,5.5766
2021-04-02,5.5766
2021-04-03,5.5766
2021-04-04,5.5766
2021-04-05,5.5766
2021-04-06,5.5766
2021-04-07,5.5766
2021-04-08,5.5766
2021-04-09,5.5766
2021-04-10,5.5766
2021-04-11,5.5766
2021-04-12,5.5766
2021-04-13,5.5766
2021-04-14,5.5766
2021-04-15,5.5766
2021-04-16,5.5766
2021-04-17,5.5766
2021-04-18,5.5766
2021-04-19,5.5766
2021-04-20,5.5766
2021-04-21,5.5766
2021-04-22,5.5766
2021-04-23,5.5766
2021-04-24,5.5766
2021-04-25,5.5766
2021-04-26,5.5766
2021-04-27,5.5766
2021-04-28,5.5766
2021-04-29,5.5766
2021-04-30,5.5766
2021-05-01,5.5766
2021-05-02,5.5766
2021-05-03,5.5766
2021-05-04,5.5766
2021-05-05,5.5766
2021-05-06,5.5766
2021-05-07,5.5766
2021-05-08,5.5766
2021-05-09,5.5766
2021-05-10,5.5766
2021-05-11,5.5766
2021-05-12,5.5766
2021-05-13,5.5766
2021-05-14,5.5766
2021-05-15,5.5766
2021-05-16,5.5766
2021-05-17,5.5766
2021-05-18,5.5766
2021-05-19,5.5766
2021-05-20,5.5766
2021-05-21,5.5766
2021-05-22,5.5766
2021-05-23,5.5766
2021-05-24,5.5766
2021-05-25,5.5766
2021-05-26,5.5766
2021-05-27,5.5766
2021-05-28,5.5766
2021-05-29,5.5766
2021-05-30,5.5766
2021-05-31,5.5766
2021-06-01,5.5766
2021-06-02,5.5766
2021-06-03,5.5766
2021-06-04,5.5766
2021-06-05,5.5766
2021-06-06,5.5766
2021-06-07,5.5766
2021-06-08,5.5766
2021-06-09,5.5766
2021-06-10,5.5766
2021-06-11,5.5766
2021-06-12,5.5766
2021-06-13,5.5766
2021-06-14,5.5766
2021-06-15,5.5766
2021-06-16,5.5766
2021-06-17,5.5766
2021-06-18,5.5766
2021-06-19,5.5766
2021-06-20,5.5766
2021-06-21,5.5766
2021-06-22,5.5766
2021-06-23,5.5766
2021-06-24,5.5766
2021-06-25,5.5766
2021-06-26,5.5766
2021-06-27,5.5766
2021-06-28,5.5766
2021-06-29,5.5766
2021-06-30,6.4651
2021-07-01,6.4651
2021-07-02,6.4651
2021-07-03,6.4651
2021-07-04,6.4651
2021-07-05,6.4651
2021-07-06,6.4651
2021-07-07,6.4651
2021-07-08,6.4651
2021-07-09,6.4651
2021-07-10,6.4651
2021-07-11,6.4651
2021-07-12,6.4651
2021-07-13,6.4651
2021-07-14,6.4651
2021-07-15,6.4651
2021-07-16,6.4651
2021-07-17,6.4651
2021-07-18,6.4651
2021-07-19,6.4651
2021-07-20,6.4651
2021-07-21,6.4651
2021-07-22,6.4651
2021-07-23,6.4651
2021-07-24,6.4651
2021-07-25,6.4651
2021-07-26,6.4651
2021-07-27,6.4651
2021-07-28,6.4651
2021-07-29,6.4651
2021-07-30,6.4651
2021-07-31,6.4651
2021-08-01,6.4651
2021-08-02,6.4651
2021-08-03,6.4651
2021-08-04,6.4651
2021-08-05,6.4651
2021-08-06,6.4651
2021-08-07,6.4651
2021-08-08,6.4651
2021-08-09,6.4651
2021-08-10,6.4651
2021-08-11,6.4651
2021-08-12,6.4651
2021-08-13,6.4651
2021-08-14,6.4651
2021-08-15,6.4651
2021-08-16,6.4651
2021-08-17,6.4651
2021-08-18,6.4651
2021-08-19,6.4651
2021-08-20,6.4651
2021-08-21,6.4651
2021-08-22,6.4651
2021-08-23,6.4651
2021-08-24,6.4651
2021-08-25,6.4651
2021-08-26,6.4651
2021-08-27,6.4651
2021-08-28,6.4651
2021-08-29,6.4651
2021-08-30,6.4651
2021-08-31,6.4651
2021-09-01,6.4651
2021-09-02,6.4651
2021-09-03,6.4651
2021-09-04,6.4651
2021-09-05,6.4651
2021-09-06,6.4651
2021-09-07,6.4651
2021-09-08,6.4651
2021-09-09,6.4651
2021-09-10,6.4651
2021-09-11,6.4651
2021-09-12,6.4651
2021-09-13,6.4651
2021-09-14,6.4651
2021-09-15,6.4651
2021-09-16,6.4651
2021-09-17,6.4651
2021-09-18,6.4651
2021-09-19,6.4651
2021-09-20,6.4651
2021-09-21,6.4651
2021-09-22,6.4651
2021-09-23,6.4651
2021-09-24,6.4651
2021-09-25,6.4651
2021-09-26,6.4651
2021-09-27,6.4651
2021-09-28,6.4651
2021-09-29,6.4651
2021-09-30,9.049
2021-10-01,9.049
2021-10-02,9.049
2021-10-03,9.049
2021-10-04,9.049
2021-10-05,9.049
2021-10-06,9.049
2021-10-07,9.049
2021-10-08,9.049
2021-10-09,9.049
2021-10-10,9.049
2021-10-11,9.049
2021-10-12,9.049
2021-10-13,9.049
2021-10-14,9.049
2021-10-15,9.049
2021-10-16,9.049
2021-10-17,9.049
2021-10-18,9.049
2021-10-19,9.049
2021-10-20,9.049
2021-10-21,9.049
2021-10-22,9.049
2021-10-23,9.049
2021-10-24,9.049
2021-10-25,9.049
2021-10-26,9.049
2021-10-27,9.049
2021-10-28,9.049
2021-10-29,9.049
2021-10-30,9.049
2021-10-31,9.049
2021-11-01,9.049
2021-11-02,9.049
2021-11-03,9.049
2021-11-04,9.049
2021-11-05,9.049
2021-11-06,9.049
2021-11-07,9.049
2021-11-08,9.049
2021-11-09,9.049
2021-11-10,9.049
2021-11-11,9.049
2021-11-12,9.049
2021-11-13,9.049
2021-11-14,9.049
2021-11-15,9.049
2021-11-16,9.049
2021-11-17,9.049
2021-11-18,9.049
2021-11-19,9.049
2021-11-20,9.049
2021-11-21,9.049
2021-11-22,9.049
2021-11-23,9.049
2021-11-24,9.049
2021-11-25,9.049
2021-11-26,9.049
2021-11-27,9.049
2021-11-28,9.049
2021-11-29,9.049
2021-11-30,9.049
2021-12-01,9.049
2021-12-02,9.049
2021-12-03,9.049
2021-12-04,9.049
2021-12-05,9.049
2021-12-06,9.049
2021-12-07,9.049
2021-12-08,9.049
2021-12-09,9.049
2021-12-10,9.049
2021-12-11,9.049
2021-12-12,9.049
2021-12-13,9.049
2021-12-14,9.049
2021-12-15,9.049
2021-12-16,9.049
2021-12-17,9.049
2021-12-18,9.049
2021-12-19,9.049
2021-12-20,9.049
2021-12-21,9.049
2021-12-22,9.049
2021-12-23,9.049
2021-12-24,9.049
2021-12-25,9.049
2021-12-26,9.049
2021-12-27,9.049
2021-12-28,9.049
2021-12-29,9.049
2021-12-30,9.049
2021-12-31,7.4656
2022-01-01,7.4656
2022-01-02,7.4656
2022-01-03,7.4656
2022-01-04,7.4656
2022-01-05,7.4656
2022-01-06,7.4656
2022-01-07,7.4656
2022-01-08,7.4656
2022-01-09,7.4656
2022-01-10,7.4656
2022-01-11,7.4656
2022-01-12,7.4656
2022-01-13,7.4656
2022-01-14,7.4656
2022-01-15,7.4656
2022-01-16,7.4656
2022-01-17,7.4656
2022-01-18,7.4656
2022-01-19,7.4656
2022-01-20,7.4656
2022-01-21,7.4656
2022-01-22,7.4656
2022-01-23,7.4656
2022-01-24,7.4656
2022-01-25,7.4656
2022-01-26,7.4656
2022-01-27,7.4656
2022-01-28,7.4656
2022-01-29,7.4656
2022-01-30,7.4656
2022-01-31,7.4656
2022-02-01,7.4656
2022-02-02,7.4656
2022-02-03,7.4656
2022-02-04,7.4656
2022-02-05,7.4656
2022-02-06,7.4656
2022-02-07,7.4656
2022-02-08,7.4656
2022-02-09,7.4656
2022-02-10,7.4656
2022-02-11,7.4656
2022-02-12,7.4656
2022-02-13,7.4656
2022-02-14,7.4656
2022-02-15,7.4656
2022-02-16,7.4656
2022-02-17,7.4656
2022-02-18,7.4656
2022-02-19,7.4656
2022-02-20,7.4656
2022-02-21,7.4656
2022-02-22,7.4656
2022-02-23,7.4656
2022-02-24,7.4656
2022-02-25,7.4656
2022-02-26,7.4656
2022-02-27,7.4656
2022-02-28,7.4656
2022-03-01,7.4656
2022-03-02,7.4656
2022-03-03,7.4656
2022-03-04,7.4656
2022-03-05,7.4656
2022-03-06,7.4656
2022-03-07,7.4656
2022-03-08,7.4656
2022-03-09,7.4656
2022-03-10,7.4656
2022-03-11,7.4656
2022-03-12,7.4656
2022-03-13,7.4656
2022-03-14,7.4656
2022-03-15,7.4656
2022-03-16,7.4656
2022-03-17,7.4656
2022-03-18,7.4656
2022-03-19,7.4656
2022-03-20,7.4656
2022-03-21,7.4656
2022-03-22,7.4656
2022-03-23,7.4656
2022-03-24,7.4656
2022-03-25,7.4656
2022-03-26,7.4656
2022-03-27,7.4656
2022-03-28,7.4656
2022-03-29,7.4656
2022-03-30,7.4656
2022-03-31,3.0728
2022-04-01,3.0728
2022-04-02,3.0728
2022-04-03,3.0728
2022-04-04,3.0728
2022-04-05,3.0728
2022-04-06,3.0728
2022-04-07,3.0728
2022-04-08,3.0728
2022-04-09,3.0728
2022-04-10,3.0728
2022-04-11,3.0728
2022-04-12,3.0728
2022-04-13,3.0728
2022-04-14,3.0728
2022-04-15,3.0728
2022-04-16,3.0728
2022-04-17,3.0728
2022-04-18,3.0728
2022-04-19,3.0728
2022-04-20,3.0728
2022-04-21,3.0728
2022-04-22,3.0728
2022-04-23,3.0728
2022-04-24,3.0728
2022-04-25,3.0728
2022-04-26,3.0728
2022-04-27,3.0728
2022-04-28,3.0728
2022-04-29,3.0728
2022-04-30,3.0728
2022-05-01,3.0728
2022-05-02,3.0728
2022-05-03,3.0728
2022-05-04,3.0728
2022-05-05,3.0728
2022-05-06,3.0728
2022-05-07,3.0728
2022-05-08,3.0728
2022-05-09,3.0728
2022-05-10,3.0728
2022-05-11,3.0728
2022-05-12,3.0728
2022-05-13,3.0728
2022-05-14,3.0728
2022-05-15,3.0728
2022-05-16,3.0728
2022-05-17,3.0728
2022-05-18,3.0728
2022-05-19,3.0728
2022-05-20,3.0728
2022-05-21,3.0728
2022-05-22,3.0728
2022-05-23,3.0728
2022-05-24,3.0728
2022-05-25,3.0728
2022-05-26,3.0728
2022-05-27,3.0728
2022-05-28,3.0728
2022-05-29,3.0728
2022-05-30,3.0728
2022-05-31,3.0728
2022-06-01,3.0728
2022-06-02,3.0728
2022-06-03,3.0728
2022-06-04,3.0728
2022-06-05,3.0728
2022-06-06,3.0728
2022-06-07,3.0728
2022-06-08,3.0728
2022-06-09,3.0728
2022-06-10,3.0728
2022-06-11,3.0728
2022-06-12,3.0728
2022-06-13,3.0728
2022-06-14,3.0728
2022-06-15,3.0728
2022-06-16,3.0728
2022-06-17,3.0728
2022-06-18,3.0728
2022-06-19,3.0728
2022-06-20,3.0728
2022-06-21,3.0728
2022-06-22,3.0728
2022-06-23,3.0728
2022-06-24,3.0728
2022-06-25,3.0728
2022-06-26,3.0728
2022-06-27,3.0728
2022-06-28,3.0728
2022-06-29,3.0728
2022-06-30,-1.0037
2022-07-01,-1.0037
2022-07-02,-1.0037
2022-07-03,-1.0037
2022-07-04,-1.0037
2022-07-05,-1.0037
2022-07-06,-1.0037
2022-07-07,-1.0037
2022-07-08,-1.0037
2022-07-09,-1.0037
2022-07-10,-1.0037
2022-07-11,-1.0037
2022-07-12,-1.0037
2022-07-13,-1.0037
2022-07-14,-1.0037
2022-07-15,-1.0037
2022-07-16,-1.0037
2022-07-17,-1.0037
2022-07-18,-1.0037
2022-07-19,-1.0037
2022-07-20,-1.0037
2022-07-21,-1.0037
2022-07-22,-1.0037
2022-07-23,-1.0037
2022-07-24,-1.0037
2022-07-25,-1.0037
2022-07-26,-1.0037
2022-07-27,-1.0037
2022-07-28,-1.0037
2022-07-29,-1.0037
2022-07-30,-1.0037
2022-07-31,-1.0037
2022-08-01,-1.0037
2022-08-02,-1.0037
2022-08-03,-1.0037
2022-08-04,-1.0037
2022-08-05,-1.0037
2022-08-06,-1.0037
2022-08-07,-1.0037
2022-08-08,-1.0037
2022-08-09,-1.0037
2022-08-10,-1.0037
2022-08-11,-1.0037
2022-08-12,-1.0037
2022-08-13,-1.0037
2022-08-14,-1.0037
2022-08-15,-1.0037
2022-08-16,-1.0037
2022-08-17,-1.0037
2022-08-18,-1.0037
2022-08-19,-1.0037
2022-08-20,-1.0037
2022-08-21,-1.0037
2022-08-22,-1.0037
2022-08-23,-1.0037
2022-08-24,-1.0037
2022-08-25,-1.0037
2022-08-26,-1.0037
2022-08-27,-1.0037
2022-08-28,-1.0037
2022-08-29,-1.0037
2022-08-30,-1.0037
2022-08-31,-1.0037
2022-09-01,-1.0037
2022-09-02,-1.0037
2022-09-03,-1.0037
2022-09-04,-1.0037
2022-09-05,-1.0037
2022-09-06,-1.0037
2022-09-07,-1.0037
2022-09-08,-1.0037
2022-09-09,-1.0037
2022-09-10,-1.0037
2022-09-11,-1.0037
2022-09-12,-1.0037
2022-09-13,-1.0037
2022-09-14,-1.0037
2022-09-15,-1.0037
2022-09-16,-1.0037
2022-09-17,-1.0037
2022-09-18,-1.0037
2022-09-19,-1.0037
2022-09-20,-1.0037
2022-09-21,-1.0037
2022-09-22,-1.0037
2022-09-23,-1.0037
2022-09-24,-1.0037
2022-09-25,-1.0037
2022-09-26,-1.0037
2022-09-27,-1.0037
2022-09-28,-1.0037
2022-09-29,-1.0037
2022-09-30,-2.6153
2022-10-01,-2.6153
2022-10-02,-2.6153
2022-10-03,-2.6153
2022-10-04,-2.6153
2022-10-05,-2.6153
2022-10-06,-2.6153
2022-10-07,-2.6153
2022-10-08,-2.6153
2022-10-09,-2.6153
2022-10-10,-2.6153
2022-10-11,-2.6153
2022-10-12,-2.6153
2022-10-13,-2.6153
2022-10-14,-2.6153
2022-10-15,-2.6153
2022-10-16,-2.6153
2022-10-17,-2.6153
2022-10-18,-2.6153
2022-10-19,-2.6153
2022-10-20,-2.6153
2022-10-21,-2.6153
2022-10-22,-2.6153
2022-10-23,-2.6153
2022-10-24,-2.6153
2022-10-25,-2.6153
2022-10-26,-2.6153
2022-10-27,-2.6153
2022-10-28,-2.6153
2022-10-29,-2.6153
2022-10-30,-2.6153
2022-10-31,-2.6153
2022-11-01,-2.6153
2022-11-02,-2.6153
2022-11-03,-2.6153
2022-11-04,-2.6153
2022-11-05,-2.6153
2022-11-06,-2.6153
2022-11-07,-2.6153
2022-11-08,-2.6153
2022-11-09,-2.6153
2022-11-10,-2.6153
2022-11-11,-2.6153
2022-11-12,-2.6153
2022-11-13,-2.6153
2022-11-14,-2.6153
2022-11-15,-2.6153
2022-11-16,-2.6153
2022-11-17,-2.6153
2022-11-18,-2.6153
2022-11-19,-2.6153
2022-11-20,-2.6153
2022-11-21,-2.6153
2022-11-22,-2.6153
2022-11-23,-2.6153
2022-11-24,-2.6153
2022-11-25,-2.6153
2022-11-26,-2.6153
2022-11-27,-2.6153
2022-11-28,-2.6153
2022-11-29,-2.6153
2022-11-30,-2.6153
2022-12-01,-2.6153
2022-12-02,-2.6153
2022-12-03,-2.6153
2022-12-04,-2.6153
2022-12-05,-2.6153
2022-12-06,-2.6153
2022-12-07,-2.6153
2022-12-08,-2.6153
2022-12-09,-2.6153
2022-12-10,-2.6153
2022-12-11,-2.6153
2022-12-12,-2.6153
2022-12-13,-2.6153
2022-12-14,-2.6153
2022-12-15,-2.6153
2022-12-16,-2.6153
2022-12-17,-2.6153
2022-12-18,-2.6153
2022-12-19,-2.6153
2022-12-20,-2.6153
2022-12-21,-2.6153
2022-12-22,-2.6153
2022-12-23,-2.6153
2022-12-24,-2.6153
2022-12-25,-2.6153
2022-12-26,-2.6153
2022-12-27,-2.6153
2022-12-28,-2.6153
2022-12-29,-2.6153
2022-12-30,-2.6153
2022-12-31,-4.7032
2023-01-01,-4.7032
2023-01-02,-4.7032
2023-01-03,-4.7032
2023-01-04,-4.7032
2023-01-05,-4.7032
2023-01-06,-4.7032
2023-01-07,-4.7032
2023-01-08,-4.7032
2023-01-09,-4.7032
2023-01-10,-4.7032
2023-01-11,-4.7032
2023-01-12,-4.7032
2023-01-13,-4.7032
2023-01-14,-4.7032
2023-01-15,-4.7032
2023-01-16,-4.7032
2023-01-17,-4.7032
2023-01-18,-4.7032
2023-01-19,-4.7032
2023-01-20,-4.7032
2023-01-21,-4.7032
2023-01-22,-4.7032
2023-01-23,-4.7032
2023-01-24,-4.7032
2023-01-25,-4.7032
2023-01-26,-4.7032
2023-01-27,-4.7032
2023-01-28,-4.7032
2023-01-29,-4.7032
2023-01-30,-4.7032
2023-01-31,-4.7032
2023-02-01,-4.7032
2023-02-02,-4.7032
2023-02-03,-4.7032
2023-02-04,-4.7032
2023-02-05,-4.7032
2023-02-06,-4.7032
2023-02-07,-4.7032
2023-02-08,-4.7032
2023-02-09,-4.7032
2023-02-10,-4.7032
2023-02-11,-4.7032
2023-02-12,-4.7032
2023-02-13,-4.7032
2023-02-14,-4.7032
2023-02-15,-4.7032
2023-02-16,-4.7032
2023-02-17,-4.7032
