,UPS US Equity
,RETURN_COM_EQY
2020-01-01,141.2214
2020-01-02,141.2214
2020-01-03,141.2214
2020-01-04,141.2214
2020-01-05,141.2214
2020-01-06,141.2214
2020-01-07,141.2214
2020-01-08,141.2214
2020-01-09,141.2214
2020-01-10,141.2214
2020-01-11,141.2214
2020-01-12,141.2214
2020-01-13,141.2214
2020-01-14,141.2214
2020-01-15,141.2214
2020-01-16,141.2214
2020-01-17,141.2214
2020-01-18,141.2214
2020-01-19,141.2214
2020-01-20,141.2214
2020-01-21,141.2214
2020-01-22,141.2214
2020-01-23,141.2214
2020-01-24,141.2214
2020-01-25,141.2214
2020-01-26,141.2214
2020-01-27,141.2214
2020-01-28,141.2214
2020-01-29,141.2214
2020-01-30,141.2214
2020-01-31,141.2214
2020-02-01,141.2214
2020-02-02,141.2214
2020-02-03,141.2214
2020-02-04,141.2214
2020-02-05,141.2214
2020-02-06,141.2214
2020-02-07,141.2214
2020-02-08,141.2214
2020-02-09,141.2214
2020-02-10,141.2214
2020-02-11,141.2214
2020-02-12,141.2214
2020-02-13,141.2214
2020-02-14,141.2214
2020-02-15,141.2214
2020-02-16,141.2214
2020-02-17,141.2214
2020-02-18,141.2214
2020-02-19,141.2214
2020-02-20,141.2214
2020-02-21,141.2214
2020-02-22,141.2214
2020-02-23,141.2214
2020-02-24,141.2214
2020-02-25,141.2214
2020-02-26,141.2214
2020-02-27,141.2214
2020-02-28,141.2214
2020-02-29,141.2214
2020-03-01,141.2214
2020-03-02,141.2214
2020-03-03,141.2214
2020-03-04,141.2214
2020-03-05,141.2214
2020-03-06,141.2214
2020-03-07,141.2214
2020-03-08,141.2214
2020-03-09,141.2214
2020-03-10,141.2214
2020-03-11,141.2214
2020-03-12,141.2214
2020-03-13,141.2214
2020-03-14,141.2214
2020-03-15,141.2214
2020-03-16,141.2214
2020-03-17,141.2214
2020-03-18,141.2214
2020-03-19,141.2214
2020-03-20,141.2214
2020-03-21,141.2214
2020-03-22,141.2214
2020-03-23,141.2214
2020-03-24,141.2214
2020-03-25,141.2214
2020-03-26,141.2214
2020-03-27,141.2214
2020-03-28,141.2214
2020-03-29,141.2214
2020-03-30,141.2214
2020-03-31,126.9288
2020-04-01,126.9288
2020-04-02,126.9288
2020-04-03,126.9288
2020-04-04,126.9288
2020-04-05,126.9288
2020-04-06,126.9288
2020-04-07,126.9288
2020-04-08,126.9288
2020-04-09,126.9288
2020-04-10,126.9288
2020-04-11,126.9288
2020-04-12,126.9288
2020-04-13,126.9288
2020-04-14,126.9288
2020-04-15,126.9288
2020-04-16,126.9288
2020-04-17,126.9288
2020-04-18,126.9288
2020-04-19,126.9288
2020-04-20,126.9288
2020-04-21,126.9288
2020-04-22,126.9288
2020-04-23,126.9288
2020-04-24,126.9288
2020-04-25,126.9288
2020-04-26,126.9288
2020-04-27,126.9288
2020-04-28,126.9288
2020-04-29,126.9288
2020-04-30,126.9288
2020-05-01,126.9288
2020-05-02,126.9288
2020-05-03,126.9288
2020-05-04,126.9288
2020-05-05,126.9288
2020-05-06,126.9288
2020-05-07,126.9288
2020-05-08,126.9288
2020-05-09,126.9288
2020-05-10,126.9288
2020-05-11,126.9288
2020-05-12,126.9288
2020-05-13,126.9288
2020-05-14,126.9288
2020-05-15,126.9288
2020-05-16,126.9288
2020-05-17,126.9288
2020-05-18,126.9288
2020-05-19,126.9288
2020-05-20,126.9288
2020-05-21,126.9288
2020-05-22,126.9288
2020-05-23,126.9288
2020-05-24,126.9288
2020-05-25,126.9288
2020-05-26,126.9288
2020-05-27,126.9288
2020-05-28,126.9288
2020-05-29,126.9288
2020-05-30,126.9288
2020-05-31,126.9288
2020-06-01,126.9288
2020-06-02,126.9288
2020-06-03,126.9288
2020-06-04,126.9288
2020-06-05,126.9288
2020-06-06,126.9288
2020-06-07,126.9288
2020-06-08,126.9288
2020-06-09,126.9288
2020-06-10,126.9288
2020-06-11,126.9288
2020-06-12,126.9288
2020-06-13,126.9288
2020-06-14,126.9288
2020-06-15,126.9288
2020-06-16,126.9288
2020-06-17,126.9288
2020-06-18,126.9288
2020-06-19,126.9288
2020-06-20,126.9288
2020-06-21,126.9288
2020-06-22,126.9288
2020-06-23,126.9288
2020-06-24,126.9288
2020-06-25,126.9288
2020-06-26,126.9288
2020-06-27,126.9288
2020-06-28,126.9288
2020-06-29,126.9288
2020-06-30,99.8403
2020-07-01,99.8403
2020-07-02,99.8403
2020-07-03,99.8403
2020-07-04,99.8403
2020-07-05,99.8403
2020-07-06,99.8403
2020-07-07,99.8403
2020-07-08,99.8403
2020-07-09,99.8403
2020-07-10,99.8403
2020-07-11,99.8403
2020-07-12,99.8403
2020-07-13,99.8403
2020-07-14,99.8403
2020-07-15,99.8403
2020-07-16,99.8403
2020-07-17,99.8403
2020-07-18,99.8403
2020-07-19,99.8403
2020-07-20,99.8403
2020-07-21,99.8403
2020-07-22,99.8403
2020-07-23,99.8403
2020-07-24,99.8403
2020-07-25,99.8403
2020-07-26,99.8403
2020-07-27,99.8403
2020-07-28,99.8403
2020-07-29,99.8403
2020-07-30,99.8403
2020-07-31,99.8403
2020-08-01,99.8403
2020-08-02,99.8403
2020-08-03,99.8403
2020-08-04,99.8403
2020-08-05,99.8403
2020-08-06,99.8403
2020-08-07,99.8403
2020-08-08,99.8403
2020-08-09,99.8403
2020-08-10,99.8403
2020-08-11,99.8403
2020-08-12,99.8403
2020-08-13,99.8403
2020-08-14,99.8403
2020-08-15,99.8403
2020-08-16,99.8403
2020-08-17,99.8403
2020-08-18,99.8403
2020-08-19,99.8403
2020-08-20,99.8403
2020-08-21,99.8403
2020-08-22,99.8403
2020-08-23,99.8403
2020-08-24,99.8403
2020-08-25,99.8403
2020-08-26,99.8403
2020-08-27,99.8403
2020-08-28,99.8403
2020-08-29,99.8403
2020-08-30,99.8403
2020-08-31,99.8403
2020-09-01,99.8403
2020-09-02,99.8403
2020-09-03,99.8403
2020-09-04,99.8403
2020-09-05,99.8403
2020-09-06,99.8403
2020-09-07,99.8403
2020-09-08,99.8403
2020-09-09,99.8403
2020-09-10,99.8403
2020-09-11,99.8403
2020-09-12,99.8403
2020-09-13,99.8403
2020-09-14,99.8403
2020-09-15,99.8403
2020-09-16,99.8403
2020-09-17,99.8403
2020-09-18,99.8403
2020-09-19,99.8403
2020-09-20,99.8403
2020-09-21,99.8403
2020-09-22,99.8403
2020-09-23,99.8403
2020-09-24,99.8403
2020-09-25,99.8403
2020-09-26,99.8403
2020-09-27,99.8403
2020-09-28,99.8403
2020-09-29,99.8403
2020-09-30,82.2242
2020-10-01,82.2242
2020-10-02,82.2242
2020-10-03,82.2242
2020-10-04,82.2242
2020-10-05,82.2242
2020-10-06,82.2242
2020-10-07,82.2242
2020-10-08,82.2242
2020-10-09,82.2242
2020-10-10,82.2242
2020-10-11,82.2242
2020-10-12,82.2242
2020-10-13,82.2242
2020-10-14,82.2242
2020-10-15,82.2242
2020-10-16,82.2242
2020-10-17,82.2242
2020-10-18,82.2242
2020-10-19,82.2242
2020-10-20,82.2242
2020-10-21,82.2242
2020-10-22,82.2242
2020-10-23,82.2242
2020-10-24,82.2242
2020-10-25,82.2242
2020-10-26,82.2242
2020-10-27,82.2242
2020-10-28,82.2242
2020-10-29,82.2242
2020-10-30,82.2242
2020-10-31,82.2242
2020-11-01,82.2242
2020-11-02,82.2242
2020-11-03,82.2242
2020-11-04,82.2242
2020-11-05,82.2242
2020-11-06,82.2242
2020-11-07,82.2242
2020-11-08,82.2242
2020-11-09,82.2242
2020-11-10,82.2242
2020-11-11,82.2242
2020-11-12,82.2242
2020-11-13,82.2242
2020-11-14,82.2242
2020-11-15,82.2242
2020-11-16,82.2242
2020-11-17,82.2242
2020-11-18,82.2242
2020-11-19,82.2242
2020-11-20,82.2242
2020-11-21,82.2242
2020-11-22,82.2242
