,CHRW US Equity
,RETURN_COM_EQY
2020-01-01,35.3338
2020-01-02,35.3338
2020-01-03,35.3338
2020-01-04,35.3338
2020-01-05,35.3338
2020-01-06,35.3338
2020-01-07,35.3338
2020-01-08,35.3338
2020-01-09,35.3338
2020-01-10,35.3338
2020-01-11,35.3338
2020-01-12,35.3338
2020-01-13,35.3338
2020-01-14,35.3338
2020-01-15,35.3338
2020-01-16,35.3338
2020-01-17,35.3338
2020-01-18,35.3338
2020-01-19,35.3338
2020-01-20,35.3338
2020-01-21,35.3338
2020-01-22,35.3338
2020-01-23,35.3338
2020-01-24,35.3338
2020-01-25,35.3338
2020-01-26,35.3338
2020-01-27,35.3338
2020-01-28,35.3338
2020-01-29,35.3338
2020-01-30,35.3338
2020-01-31,35.3338
2020-02-01,35.3338
2020-02-02,35.3338
2020-02-03,35.3338
2020-02-04,35.3338
2020-02-05,35.3338
2020-02-06,35.3338
2020-02-07,35.3338
2020-02-08,35.3338
2020-02-09,35.3338
2020-02-10,35.3338
2020-02-11,35.3338
2020-02-12,35.3338
2020-02-13,35.3338
2020-02-14,35.3338
2020-02-15,35.3338
2020-02-16,35.3338
2020-02-17,35.3338
2020-02-18,35.3338
2020-02-19,35.3338
2020-02-20,35.3338
2020-02-21,35.3338
2020-02-22,35.3338
2020-02-23,35.3338
2020-02-24,35.3338
2020-02-25,35.3338
2020-02-26,35.3338
2020-02-27,35.3338
2020-02-28,35.3338
2020-02-29,35.3338
2020-03-01,35.3338
2020-03-02,35.3338
2020-03-03,35.3338
2020-03-04,35.3338
2020-03-05,35.3338
2020-03-06,35.3338
2020-03-07,35.3338
2020-03-08,35.3338
2020-03-09,35.3338
2020-03-10,35.3338
2020-03-11,35.3338
2020-03-12,35.3338
2020-03-13,35.3338
2020-03-14,35.3338
2020-03-15,35.3338
2020-03-16,35.3338
2020-03-17,35.3338
2020-03-18,35.3338
2020-03-19,35.3338
2020-03-20,35.3338
2020-03-21,35.3338
2020-03-22,35.3338
2020-03-23,35.3338
2020-03-24,35.3338
2020-03-25,35.3338
2020-03-26,35.3338
2020-03-27,35.3338
2020-03-28,35.3338
2020-03-29,35.3338
2020-03-30,35.3338
2020-03-31,30.4552
2020-04-01,30.4552
2020-04-02,30.4552
2020-04-03,30.4552
2020-04-04,30.4552
2020-04-05,30.4552
2020-04-06,30.4552
2020-04-07,30.4552
2020-04-08,30.4552
2020-04-09,30.4552
2020-04-10,30.4552
2020-04-11,30.4552
2020-04-12,30.4552
2020-04-13,30.4552
2020-04-14,30.4552
2020-04-15,30.4552
2020-04-16,30.4552
2020-04-17,30.4552
2020-04-18,30.4552
2020-04-19,30.4552
2020-04-20,30.4552
2020-04-21,30.4552
2020-04-22,30.4552
2020-04-23,30.4552
2020-04-24,30.4552
2020-04-25,30.4552
2020-04-26,30.4552
2020-04-27,30.4552
2020-04-28,30.4552
2020-04-29,30.4552
2020-04-30,30.4552
2020-05-01,30.4552
2020-05-02,30.4552
2020-05-03,30.4552
2020-05-04,30.4552
2020-05-05,30.4552
2020-05-06,30.4552
2020-05-07,30.4552
2020-05-08,30.4552
2020-05-09,30.4552
2020-05-10,30.4552
2020-05-11,30.4552
2020-05-12,30.4552
2020-05-13,30.4552
2020-05-14,30.4552
2020-05-15,30.4552
2020-05-16,30.4552
2020-05-17,30.4552
2020-05-18,30.4552
2020-05-19,30.4552
2020-05-20,30.4552
2020-05-21,30.4552
2020-05-22,30.4552
2020-05-23,30.4552
2020-05-24,30.4552
2020-05-25,30.4552
2020-05-26,30.4552
2020-05-27,30.4552
2020-05-28,30.4552
2020-05-29,30.4552
2020-05-30,30.4552
2020-05-31,30.4552
2020-06-01,30.4552
2020-06-02,30.4552
2020-06-03,30.4552
2020-06-04,30.4552
2020-06-05,30.4552
2020-06-06,30.4552
2020-06-07,30.4552
2020-06-08,30.4552
2020-06-09,30.4552
2020-06-10,30.4552
2020-06-11,30.4552
2020-06-12,30.4552
2020-06-13,30.4552
2020-06-14,30.4552
2020-06-15,30.4552
2020-06-16,30.4552
2020-06-17,30.4552
2020-06-18,30.4552
2020-06-19,30.4552
2020-06-20,30.4552
2020-06-21,30.4552
2020-06-22,30.4552
2020-06-23,30.4552
2020-06-24,30.4552
2020-06-25,30.4552
2020-06-26,30.4552
2020-06-27,30.4552
2020-06-28,30.4552
2020-06-29,30.4552
2020-06-30,27.8321
2020-07-01,27.8321
2020-07-02,27.8321
2020-07-03,27.8321
2020-07-04,27.8321
2020-07-05,27.8321
2020-07-06,27.8321
2020-07-07,27.8321
2020-07-08,27.8321
2020-07-09,27.8321
2020-07-10,27.8321
2020-07-11,27.8321
2020-07-12,27.8321
2020-07-13,27.8321
2020-07-14,27.8321
2020-07-15,27.8321
2020-07-16,27.8321
2020-07-17,27.8321
2020-07-18,27.8321
2020-07-19,27.8321
2020-07-20,27.8321
2020-07-21,27.8321
2020-07-22,27.8321
2020-07-23,27.8321
2020-07-24,27.8321
2020-07-25,27.8321
2020-07-26,27.8321
2020-07-27,27.8321
2020-07-28,27.8321
2020-07-29,27.8321
2020-07-30,27.8321
2020-07-31,27.8321
2020-08-01,27.8321
2020-08-02,27.8321
2020-08-03,27.8321
2020-08-04,27.8321
