,BSIG US Equity
2020-08-31,267.0244
2020-09-01,267.0244
2020-09-02,267.0244
2020-09-03,267.0244
2020-09-04,267.0244
2020-09-05,267.0244
2020-09-06,267.0244
2020-09-07,267.0244
2020-09-08,267.0244
2020-09-09,267.0244
2020-09-10,267.0244
2020-09-11,267.0244
2020-09-12,267.0244
2020-09-13,267.0244
2020-09-14,267.0244
2020-09-15,267.0244
2020-09-16,267.0244
2020-09-17,267.0244
2020-09-18,267.0244
2020-09-19,267.0244
2020-09-20,267.0244
2020-09-21,267.0244
2020-09-22,267.0244
2020-09-23,267.0244
2020-09-24,267.0244
2020-09-25,267.0244
2020-09-26,267.0244
2020-09-27,267.0244
2020-09-28,267.0244
2020-09-29,267.0244
2020-09-30,223.2525
2020-10-01,223.2525
2020-10-02,223.2525
2020-10-03,223.2525
2020-10-04,223.2525
2020-10-05,223.2525
2020-10-06,223.2525
2020-10-07,223.2525
2020-10-08,223.2525
2020-10-09,223.2525
2020-10-10,223.2525
2020-10-11,223.2525
2020-10-12,223.2525
2020-10-13,223.2525
2020-10-14,223.2525
2020-10-15,223.2525
2020-10-16,223.2525
2020-10-17,223.2525
2020-10-18,223.2525
2020-10-19,223.2525
2020-10-20,223.2525
2020-10-21,223.2525
2020-10-22,223.2525
2020-10-23,223.2525
2020-10-24,223.2525
2020-10-25,223.2525
2020-10-26,223.2525
2020-10-27,223.2525
2020-10-28,223.2525
2020-10-29,223.2525
2020-10-30,223.2525
2020-10-31,223.2525
2020-11-01,223.2525
2020-11-02,223.2525
2020-11-03,223.2525
2020-11-04,223.2525
2020-11-05,223.2525
2020-11-06,223.2525
2020-11-07,223.2525
2020-11-08,223.2525
2020-11-09,223.2525
2020-11-10,223.2525
2020-11-11,223.2525
2020-11-12,223.2525
2020-11-13,223.2525
2020-11-14,223.2525
2020-11-15,223.2525
2020-11-16,223.2525
2020-11-17,223.2525
2020-11-18,223.2525
2020-11-19,223.2525
2020-11-20,223.2525
2020-11-21,223.2525
2020-11-22,223.2525
2020-11-23,223.2525
2020-11-24,223.2525
2020-11-25,223.2525
2020-11-26,223.2525
2020-11-27,223.2525
2020-11-28,223.2525
2020-11-29,223.2525
2020-11-30,223.2525
2020-12-01,223.2525
2020-12-02,223.2525
2020-12-03,223.2525
2020-12-04,223.2525
2020-12-05,223.2525
2020-12-06,223.2525
2020-12-07,223.2525
2020-12-08,223.2525
2020-12-09,223.2525
2020-12-10,223.2525
2020-12-11,223.2525
2020-12-12,223.2525
2020-12-13,223.2525
2020-12-14,223.2525
2020-12-15,223.2525
2020-12-16,223.2525
2020-12-17,223.2525
2020-12-18,223.2525
2020-12-19,223.2525
2020-12-20,223.2525
2020-12-21,223.2525
2020-12-22,223.2525
2020-12-23,223.2525
2020-12-24,223.2525
2020-12-25,223.2525
2020-12-26,223.2525
2020-12-27,223.2525
2020-12-28,223.2525
2020-12-29,223.2525
2020-12-30,223.2525
2020-12-31,156.325
2021-01-01,156.325
2021-01-02,156.325
2021-01-03,156.325
2021-01-04,156.325
2021-01-05,156.325
2021-01-06,156.325
2021-01-07,156.325
2021-01-08,156.325
2021-01-09,156.325
2021-01-10,156.325
2021-01-11,156.325
2021-01-12,156.325
2021-01-13,156.325
2021-01-14,156.325
2021-01-15,156.325
2021-01-16,156.325
2021-01-17,156.325
2021-01-18,156.325
2021-01-19,156.325
2021-01-20,156.325
2021-01-21,156.325
2021-01-22,156.325
2021-01-23,156.325
2021-01-24,156.325
2021-01-25,156.325
2021-01-26,156.325
2021-01-27,156.325
2021-01-28,156.325
2021-01-29,156.325
2021-01-30,156.325
2021-01-31,156.325
2021-02-01,156.325
2021-02-02,156.325
2021-02-03,156.325
2021-02-04,156.325
2021-02-05,156.325
2021-02-06,156.325
2021-02-07,156.325
2021-02-08,156.325
2021-02-09,156.325
2021-02-10,156.325
2021-02-11,156.325
2021-02-12,156.325
2021-02-13,156.325
2021-02-14,156.325
2021-02-15,156.325
2021-02-16,156.325
2021-02-17,156.325
2021-02-18,156.325
2021-02-19,156.325
2021-02-20,156.325
2021-02-21,156.325
2021-02-22,156.325
2021-02-23,156.325
2021-02-24,156.325
2021-02-25,156.325
2021-02-26,156.325
2021-02-27,156.325
2021-02-28,156.325
2021-03-01,156.325
2021-03-02,156.325
2021-03-03,156.325
2021-03-04,156.325
2021-03-05,156.325
2021-03-06,156.325
2021-03-07,156.325
2021-03-08,156.325
2021-03-09,156.325
2021-03-10,156.325
2021-03-11,156.325
2021-03-12,156.325
2021-03-13,156.325
2021-03-14,156.325
2021-03-15,156.325
2021-03-16,156.325
2021-03-17,156.325
2021-03-18,156.325
2021-03-19,156.325
2021-03-20,156.325
2021-03-21,156.325
2021-03-22,156.325
2021-03-23,156.325
2021-03-24,156.325
2021-03-25,156.325
2021-03-26,156.325
2021-03-27,156.325
2021-03-28,156.325
2021-03-29,156.325
2021-03-30,156.325
2021-03-31,140.6907
2021-04-01,140.6907
2021-04-02,140.6907
2021-04-03,140.6907
2021-04-04,140.6907
2021-04-05,140.6907
2021-04-06,140.6907
2021-04-07,140.6907
2021-04-08,140.6907
2021-04-09,140.6907
2021-04-10,140.6907
2021-04-11,140.6907
2021-04-12,140.6907
2021-04-13,140.6907
2021-04-14,140.6907
2021-04-15,140.6907
2021-04-16,140.6907
2021-04-17,140.6907
2021-04-18,140.6907
2021-04-19,140.6907
2021-04-20,140.6907
2021-04-21,140.6907
2021-04-22,140.6907
2021-04-23,140.6907
2021-04-24,140.6907
2021-04-25,140.6907
2021-04-26,140.6907
2021-04-27,140.6907
2021-04-28,140.6907
2021-04-29,140.6907
2021-04-30,140.6907
2021-05-01,140.6907
2021-05-02,140.6907
2021-05-03,140.6907
2021-05-04,140.6907
2021-05-05,140.6907
2021-05-06,140.6907
2021-05-07,140.6907
2021-05-08,140.6907
2021-05-09,140.6907
2021-05-10,140.6907
2021-05-11,140.6907
2021-05-12,140.6907
2021-05-13,140.6907
2021-05-14,140.6907
2021-05-15,140.6907
2021-05-16,140.6907
2021-05-17,140.6907
2021-05-18,140.6907
2021-05-19,140.6907
2021-05-20,140.6907
2021-05-21,140.6907
2021-05-22,140.6907
2021-05-23,140.6907
2021-05-24,140.6907
2021-05-25,140.6907
2021-05-26,140.6907
2021-05-27,140.6907
2021-05-28,140.6907
2021-05-29,140.6907
2021-05-30,140.6907
2021-05-31,140.6907
2021-06-01,140.6907
2021-06-02,140.6907
2021-06-03,140.6907
2021-06-04,140.6907
2021-06-05,140.6907
2021-06-06,140.6907
2021-06-07,140.6907
2021-06-08,140.6907
2021-06-09,140.6907
2021-06-10,140.6907
2021-06-11,140.6907
2021-06-12,140.6907
2021-06-13,140.6907
2021-06-14,140.6907
2021-06-15,140.6907
2021-06-16,140.6907
2021-06-17,140.6907
2021-06-18,140.6907
2021-06-19,140.6907
2021-06-20,140.6907
2021-06-21,140.6907
2021-06-22,140.6907
2021-06-23,140.6907
2021-06-24,140.6907
2021-06-25,140.6907
2021-06-26,140.6907
2021-06-27,140.6907
2021-06-28,140.6907
2021-06-29,140.6907
2021-06-30,169.796
2021-07-01,169.796
2021-07-02,169.796
2021-07-03,169.796
2021-07-04,169.796
2021-07-05,169.796
2021-07-06,169.796
2021-07-07,169.796
2021-07-08,169.796
2021-07-09,169.796
2021-07-10,169.796
2021-07-11,169.796
2021-07-12,169.796
2021-07-13,169.796
2021-07-14,169.796
2021-07-15,169.796
2021-07-16,169.796
2021-07-17,169.796
2021-07-18,169.796
2021-07-19,169.796
2021-07-20,169.796
2021-07-21,169.796
2021-07-22,169.796
2021-07-23,169.796
2021-07-24,169.796
2021-07-25,169.796
2021-07-26,169.796
2021-07-27,169.796
2021-07-28,169.796
2021-07-29,169.796
2021-07-30,169.796
2021-07-31,169.796
2021-08-01,169.796
2021-08-02,169.796
2021-08-03,169.796
2021-08-04,169.796
2021-08-05,169.796
2021-08-06,169.796
2021-08-07,169.796
2021-08-08,169.796
2021-08-09,169.796
2021-08-10,169.796
2021-08-11,169.796
2021-08-12,169.796
2021-08-13,169.796
2021-08-14,169.796
2021-08-15,169.796
2021-08-16,169.796
2021-08-17,169.796
2021-08-18,169.796
2021-08-19,169.796
2021-08-20,169.796
2021-08-21,169.796
2021-08-22,169.796
2021-08-23,169.796
2021-08-24,169.796
2021-08-25,169.796
2021-08-26,169.796
2021-08-27,169.796
2021-08-28,169.796
2021-08-29,169.796
2021-08-30,169.796
2021-08-31,169.796
2021-09-01,169.796
2021-09-02,169.796
2021-09-03,169.796
2021-09-04,169.796
2021-09-05,169.796
2021-09-06,169.796
2021-09-07,169.796
2021-09-08,169.796
2021-09-09,169.796
2021-09-10,169.796
2021-09-11,169.796
2021-09-12,169.796
2021-09-13,169.796
2021-09-14,169.796
2021-09-15,169.796
2021-09-16,169.796
2021-09-17,169.796
2021-09-18,169.796
2021-09-19,169.796
2021-09-20,169.796
2021-09-21,169.796
2021-09-22,169.796
2021-09-23,169.796
2021-09-24,169.796
2021-09-25,169.796
2021-09-26,169.796
2021-09-27,169.796
2021-09-28,169.796
2021-09-29,169.796
2021-09-30,165.1665
2021-10-01,165.1665
2021-10-02,165.1665
2021-10-03,165.1665
2021-10-04,165.1665
2021-10-05,165.1665
2021-10-06,165.1665
2021-10-07,165.1665
2021-10-08,165.1665
2021-10-09,165.1665
2021-10-10,165.1665
2021-10-11,165.1665
2021-10-12,165.1665
2021-10-13,165.1665
2021-10-14,165.1665
2021-10-15,165.1665
2021-10-16,165.1665
2021-10-17,165.1665
2021-10-18,165.1665
2021-10-19,165.1665
2021-10-20,165.1665
2021-10-21,165.1665
2021-10-22,165.1665
2021-10-23,165.1665
2021-10-24,165.1665
2021-10-25,165.1665
2021-10-26,165.1665
2021-10-27,165.1665
2021-10-28,165.1665
2021-10-29,165.1665
2021-10-30,165.1665
2021-10-31,165.1665
2021-11-01,165.1665
2021-11-02,165.1665
2021-11-03,165.1665
2021-11-04,165.1665
2021-11-05,165.1665
2021-11-06,165.1665
2021-11-07,165.1665
2021-11-08,165.1665
2021-11-09,165.1665
2021-11-10,165.1665
2021-11-11,165.1665
2021-11-12,165.1665
2021-11-13,165.1665
2021-11-14,165.1665
2021-11-15,165.1665
2021-11-16,165.1665
2021-11-17,165.1665
2021-11-18,165.1665
2021-11-19,165.1665
2021-11-20,165.1665
2021-11-21,165.1665
2021-11-22,165.1665
2021-11-23,165.1665
2021-11-24,165.1665
2021-11-25,165.1665
2021-11-26,165.1665
2021-11-27,165.1665
2021-11-28,165.1665
2021-11-29,165.1665
2021-11-30,165.1665
2021-12-01,165.1665
2021-12-02,165.1665
2021-12-03,165.1665
2021-12-04,165.1665
2021-12-05,165.1665
2021-12-06,165.1665
2021-12-07,165.1665
2021-12-08,165.1665
2021-12-09,165.1665
2021-12-10,165.1665
2021-12-11,165.1665
2021-12-12,165.1665
2021-12-13,165.1665
2021-12-14,165.1665
2021-12-15,165.1665
2021-12-16,165.1665
2021-12-17,165.1665
2021-12-18,165.1665
2021-12-19,165.1665
2021-12-20,165.1665
2021-12-21,165.1665
2021-12-22,165.1665
2021-12-23,165.1665
2021-12-24,165.1665
2021-12-25,165.1665
2021-12-26,165.1665
2021-12-27,165.1665
2021-12-28,165.1665
2021-12-29,165.1665
2021-12-30,165.1665
2021-12-31,165.1665
2022-01-01,165.1665
2022-01-02,165.1665
2022-01-03,165.1665
2022-01-04,165.1665
2022-01-05,165.1665
2022-01-06,165.1665
2022-01-07,165.1665
2022-01-08,165.1665
2022-01-09,165.1665
2022-01-10,165.1665
2022-01-11,165.1665
2022-01-12,165.1665
2022-01-13,165.1665
2022-01-14,165.1665
2022-01-15,165.1665
2022-01-16,165.1665
2022-01-17,165.1665
2022-01-18,165.1665
2022-01-19,165.1665
2022-01-20,165.1665
2022-01-21,165.1665
2022-01-22,165.1665
2022-01-23,165.1665
2022-01-24,165.1665
2022-01-25,165.1665
2022-01-26,165.1665
2022-01-27,165.1665
2022-01-28,165.1665
2022-01-29,165.1665
2022-01-30,165.1665
2022-01-31,165.1665
2022-02-01,165.1665
2022-02-02,165.1665
2022-02-03,165.1665
2022-02-04,165.1665
2022-02-05,165.1665
2022-02-06,165.1665
2022-02-07,165.1665
2022-02-08,165.1665
2022-02-09,165.1665
2022-02-10,165.1665
2022-02-11,165.1665
2022-02-12,165.1665
2022-02-13,165.1665
2022-02-14,165.1665
2022-02-15,165.1665
2022-02-16,165.1665
2022-02-17,165.1665
2022-02-18,165.1665
2022-02-19,165.1665
2022-02-20,165.1665
2022-02-21,165.1665
2022-02-22,165.1665
2022-02-23,165.1665
2022-02-24,165.1665
2022-02-25,165.1665
2022-02-26,165.1665
2022-02-27,165.1665
2022-02-28,165.1665
2022-03-01,165.1665
2022-03-02,165.1665
2022-03-03,165.1665
2022-03-04,165.1665
2022-03-05,165.1665
2022-03-06,165.1665
2022-03-07,165.1665
2022-03-08,165.1665
2022-03-09,165.1665
2022-03-10,165.1665
2022-03-11,165.1665
2022-03-12,165.1665
2022-03-13,165.1665
2022-03-14,165.1665
2022-03-15,165.1665
2022-03-16,165.1665
2022-03-17,165.1665
2022-03-18,165.1665
2022-03-19,165.1665
2022-03-20,165.1665
2022-03-21,165.1665
2022-03-22,165.1665
2022-03-23,165.1665
2022-03-24,165.1665
2022-03-25,165.1665
2022-03-26,165.1665
2022-03-27,165.1665
2022-03-28,165.1665
2022-03-29,165.1665
2022-03-30,165.1665
2022-03-31,165.1665
2022-04-01,165.1665
2022-04-02,165.1665
2022-04-03,165.1665
2022-04-04,165.1665
2022-04-05,165.1665
2022-04-06,165.1665
2022-04-07,165.1665
2022-04-08,165.1665
2022-04-09,165.1665
2022-04-10,165.1665
2022-04-11,165.1665
2022-04-12,165.1665
2022-04-13,165.1665
2022-04-14,165.1665
2022-04-15,165.1665
2022-04-16,165.1665
2022-04-17,165.1665
2022-04-18,165.1665
2022-04-19,165.1665
2022-04-20,165.1665
2022-04-21,165.1665
2022-04-22,165.1665
2022-04-23,165.1665
2022-04-24,165.1665
2022-04-25,165.1665
2022-04-26,165.1665
2022-04-27,165.1665
2022-04-28,165.1665
2022-04-29,165.1665
2022-04-30,165.1665
2022-05-01,165.1665
2022-05-02,165.1665
2022-05-03,165.1665
2022-05-04,165.1665
2022-05-05,165.1665
2022-05-06,165.1665
2022-05-07,165.1665
2022-05-08,165.1665
2022-05-09,165.1665
2022-05-10,165.1665
2022-05-11,165.1665
2022-05-12,165.1665
2022-05-13,165.1665
2022-05-14,165.1665
2022-05-15,165.1665
2022-05-16,165.1665
2022-05-17,165.1665
2022-05-18,165.1665
2022-05-19,165.1665
2022-05-20,165.1665
2022-05-21,165.1665
2022-05-22,165.1665
2022-05-23,165.1665
2022-05-24,165.1665
2022-05-25,165.1665
2022-05-26,165.1665
2022-05-27,165.1665
2022-05-28,165.1665
2022-05-29,165.1665
2022-05-30,165.1665
2022-05-31,165.1665
2022-06-01,165.1665
2022-06-02,165.1665
2022-06-03,165.1665
2022-06-04,165.1665
2022-06-05,165.1665
2022-06-06,165.1665
2022-06-07,165.1665
2022-06-08,165.1665
2022-06-09,165.1665
2022-06-10,165.1665
2022-06-11,165.1665
2022-06-12,165.1665
2022-06-13,165.1665
2022-06-14,165.1665
2022-06-15,165.1665
2022-06-16,165.1665
2022-06-17,165.1665
2022-06-18,165.1665
2022-06-19,165.1665
2022-06-20,165.1665
2022-06-21,165.1665
2022-06-22,165.1665
2022-06-23,165.1665
2022-06-24,165.1665
2022-06-25,165.1665
2022-06-26,165.1665
2022-06-27,165.1665
2022-06-28,165.1665
2022-06-29,165.1665
2022-06-30,165.1665
2022-07-01,165.1665
2022-07-02,165.1665
2022-07-03,165.1665
2022-07-04,165.1665
2022-07-05,165.1665
2022-07-06,165.1665
2022-07-07,165.1665
2022-07-08,165.1665
2022-07-09,165.1665
2022-07-10,165.1665
2022-07-11,165.1665
2022-07-12,165.1665
2022-07-13,165.1665
2022-07-14,165.1665
2022-07-15,165.1665
2022-07-16,165.1665
2022-07-17,165.1665
2022-07-18,165.1665
2022-07-19,165.1665
2022-07-20,165.1665
2022-07-21,165.1665
2022-07-22,165.1665
2022-07-23,165.1665
2022-07-24,165.1665
2022-07-25,165.1665
2022-07-26,165.1665
2022-07-27,165.1665
2022-07-28,165.1665
2022-07-29,165.1665
2022-07-30,165.1665
2022-07-31,165.1665
2022-08-01,165.1665
2022-08-02,165.1665
2022-08-03,165.1665
2022-08-04,165.1665
2022-08-05,165.1665
2022-08-06,165.1665
2022-08-07,165.1665
2022-08-08,165.1665
2022-08-09,165.1665
2022-08-10,165.1665
2022-08-11,165.1665
2022-08-12,165.1665
2022-08-13,165.1665
2022-08-14,165.1665
2022-08-15,165.1665
2022-08-16,165.1665
2022-08-17,165.1665
2022-08-18,165.1665
2022-08-19,165.1665
2022-08-20,165.1665
2022-08-21,165.1665
2022-08-22,165.1665
2022-08-23,165.1665
2022-08-24,165.1665
2022-08-25,165.1665
2022-08-26,165.1665
2022-08-27,165.1665
2022-08-28,165.1665
2022-08-29,165.1665
2022-08-30,165.1665
2022-08-31,165.1665
2022-09-01,165.1665
2022-09-02,165.1665
2022-09-03,165.1665
2022-09-04,165.1665
2022-09-05,165.1665
2022-09-06,165.1665
2022-09-07,165.1665
2022-09-08,165.1665
2022-09-09,165.1665
2022-09-10,165.1665
2022-09-11,165.1665
2022-09-12,165.1665
2022-09-13,165.1665
2022-09-14,165.1665
2022-09-15,165.1665
2022-09-16,165.1665
2022-09-17,165.1665
2022-09-18,165.1665
2022-09-19,165.1665
2022-09-20,165.1665
2022-09-21,165.1665
2022-09-22,165.1665
2022-09-23,165.1665
2022-09-24,165.1665
2022-09-25,165.1665
2022-09-26,165.1665
2022-09-27,165.1665
2022-09-28,165.1665
2022-09-29,165.1665
2022-09-30,165.1665
2022-10-01,165.1665
2022-10-02,165.1665
2022-10-03,165.1665
2022-10-04,165.1665
2022-10-05,165.1665
2022-10-06,165.1665
2022-10-07,165.1665
2022-10-08,165.1665
2022-10-09,165.1665
2022-10-10,165.1665
2022-10-11,165.1665
2022-10-12,165.1665
2022-10-13,165.1665
2022-10-14,165.1665
2022-10-15,165.1665
2022-10-16,165.1665
2022-10-17,165.1665
2022-10-18,165.1665
2022-10-19,165.1665
2022-10-20,165.1665
2022-10-21,165.1665
2022-10-22,165.1665
2022-10-23,165.1665
2022-10-24,165.1665
2022-10-25,165.1665
2022-10-26,165.1665
2022-10-27,165.1665
2022-10-28,165.1665
2022-10-29,165.1665
2022-10-30,165.1665
2022-10-31,165.1665
2022-11-01,165.1665
2022-11-02,165.1665
2022-11-03,165.1665
2022-11-04,165.1665
2022-11-05,165.1665
2022-11-06,165.1665
2022-11-07,165.1665
2022-11-08,165.1665
2022-11-09,165.1665
2022-11-10,165.1665
2022-11-11,165.1665
2022-11-12,165.1665
2022-11-13,165.1665
2022-11-14,165.1665
2022-11-15,165.1665
2022-11-16,165.1665
2022-11-17,165.1665
2022-11-18,165.1665
2022-11-19,165.1665
2022-11-20,165.1665
2022-11-21,165.1665
2022-11-22,165.1665
2022-11-23,165.1665
2022-11-24,165.1665
2022-11-25,165.1665
2022-11-26,165.1665
2022-11-27,165.1665
2022-11-28,165.1665
2022-11-29,165.1665
2022-11-30,165.1665
2022-12-01,165.1665
2022-12-02,165.1665
2022-12-03,165.1665
2022-12-04,165.1665
2022-12-05,165.1665
2022-12-06,165.1665
2022-12-07,165.1665
2022-12-08,165.1665
2022-12-09,165.1665
2022-12-10,165.1665
2022-12-11,165.1665
2022-12-12,165.1665
2022-12-13,165.1665
2022-12-14,165.1665
2022-12-15,165.1665
2022-12-16,165.1665
2022-12-17,165.1665
2022-12-18,165.1665
2022-12-19,165.1665
2022-12-20,165.1665
2022-12-21,165.1665
2022-12-22,165.1665
2022-12-23,165.1665
2022-12-24,165.1665
2022-12-25,165.1665
2022-12-26,165.1665
2022-12-27,165.1665
2022-12-28,165.1665
2022-12-29,165.1665
2022-12-30,165.1665
2022-12-31,165.1665
2023-01-01,165.1665
2023-01-02,165.1665
2023-01-03,165.1665
2023-01-04,165.1665
2023-01-05,165.1665
2023-01-06,165.1665
2023-01-07,165.1665
2023-01-08,165.1665
2023-01-09,165.1665
2023-01-10,165.1665
2023-01-11,165.1665
2023-01-12,165.1665
2023-01-13,165.1665
2023-01-14,165.1665
2023-01-15,165.1665
2023-01-16,165.1665
2023-01-17,165.1665
2023-01-18,165.1665
2023-01-19,165.1665
2023-01-20,165.1665
2023-01-21,165.1665
2023-01-22,165.1665
2023-01-23,165.1665
2023-01-24,165.1665
2023-01-25,165.1665
2023-01-26,165.1665
2023-01-27,165.1665
2023-01-28,165.1665
2023-01-29,165.1665
2023-01-30,165.1665
2023-01-31,165.1665
2023-02-01,165.1665
2023-02-02,165.1665
2023-02-03,165.1665
2023-02-04,165.1665
2023-02-05,165.1665
2023-02-06,165.1665
2023-02-07,165.1665
2023-02-08,165.1665
2023-02-09,165.1665
2023-02-10,165.1665
2023-02-11,165.1665
2023-02-12,165.1665
2023-02-13,165.1665
2023-02-14,165.1665
2023-02-15,165.1665
2023-02-16,165.1665
2023-02-17,165.1665
2023-02-18,165.1665
2023-02-19,165.1665
2023-02-20,165.1665
2023-02-21,165.1665
2023-02-22,165.1665
2023-02-23,165.1665
2023-02-24,165.1665
2023-02-25,165.1665
2023-02-26,165.1665
2023-02-27,165.1665
2023-02-28,165.1665
2023-03-01,165.1665
2023-03-02,165.1665
2023-03-03,165.1665
2023-03-04,165.1665
2023-03-05,165.1665
2023-03-06,165.1665
2023-03-07,165.1665
2023-03-08,165.1665
2023-03-09,165.1665
2023-03-10,165.1665
2023-03-11,165.1665
2023-03-12,165.1665
2023-03-13,165.1665
2023-03-14,165.1665
2023-03-15,165.1665
2023-03-16,165.1665
2023-03-17,165.1665
2023-03-18,165.1665
2023-03-19,165.1665
2023-03-20,165.1665
2023-03-21,165.1665
2023-03-22,165.1665
2023-03-23,165.1665
2023-03-24,165.1665
