,ECPG US Equity
2021-09-24,23.6589
2021-09-25,23.6589
2021-09-26,23.6589
2021-09-27,23.6589
2021-09-28,23.6589
2021-09-29,23.6589
2021-09-30,24.7291
2021-10-01,24.7291
2021-10-02,24.7291
2021-10-03,24.7291
2021-10-04,24.7291
2021-10-05,24.7291
2021-10-06,24.7291
2021-10-07,24.7291
2021-10-08,24.7291
2021-10-09,24.7291
2021-10-10,24.7291
2021-10-11,24.7291
2021-10-12,24.7291
2021-10-13,24.7291
2021-10-14,24.7291
2021-10-15,24.7291
2021-10-16,24.7291
2021-10-17,24.7291
2021-10-18,24.7291
2021-10-19,24.7291
2021-10-20,24.7291
2021-10-21,24.7291
2021-10-22,24.7291
2021-10-23,24.7291
2021-10-24,24.7291
2021-10-25,24.7291
2021-10-26,24.7291
2021-10-27,24.7291
2021-10-28,24.7291
2021-10-29,24.7291
2021-10-30,24.7291
2021-10-31,24.7291
2021-11-01,24.7291
2021-11-02,24.7291
2021-11-03,24.7291
2021-11-04,24.7291
2021-11-05,24.7291
2021-11-06,24.7291
2021-11-07,24.7291
2021-11-08,24.7291
2021-11-09,24.7291
2021-11-10,24.7291
2021-11-11,24.7291
2021-11-12,24.7291
2021-11-13,24.7291
2021-11-14,24.7291
2021-11-15,24.7291
2021-11-16,24.7291
2021-11-17,24.7291
2021-11-18,24.7291
2021-11-19,24.7291
2021-11-20,24.7291
2021-11-21,24.7291
2021-11-22,24.7291
2021-11-23,24.7291
2021-11-24,24.7291
2021-11-25,24.7291
2021-11-26,24.7291
2021-11-27,24.7291
2021-11-28,24.7291
2021-11-29,24.7291
2021-11-30,24.7291
2021-12-01,24.7291
2021-12-02,24.7291
2021-12-03,24.7291
2021-12-04,24.7291
2021-12-05,24.7291
2021-12-06,24.7291
2021-12-07,24.7291
2021-12-08,24.7291
2021-12-09,24.7291
2021-12-10,24.7291
2021-12-11,24.7291
2021-12-12,24.7291
2021-12-13,24.7291
2021-12-14,24.7291
2021-12-15,24.7291
2021-12-16,24.7291
2021-12-17,24.7291
2021-12-18,24.7291
2021-12-19,24.7291
2021-12-20,24.7291
2021-12-21,24.7291
2021-12-22,24.7291
2021-12-23,24.7291
2021-12-24,24.7291
2021-12-25,24.7291
2021-12-26,24.7291
2021-12-27,24.7291
2021-12-28,24.7291
2021-12-29,24.7291
2021-12-30,24.7291
2021-12-31,29.1969
2022-01-01,29.1969
2022-01-02,29.1969
2022-01-03,29.1969
2022-01-04,29.1969
2022-01-05,29.1969
2022-01-06,29.1969
2022-01-07,29.1969
2022-01-08,29.1969
2022-01-09,29.1969
2022-01-10,29.1969
2022-01-11,29.1969
2022-01-12,29.1969
2022-01-13,29.1969
2022-01-14,29.1969
2022-01-15,29.1969
2022-01-16,29.1969
2022-01-17,29.1969
2022-01-18,29.1969
2022-01-19,29.1969
2022-01-20,29.1969
2022-01-21,29.1969
2022-01-22,29.1969
2022-01-23,29.1969
2022-01-24,29.1969
2022-01-25,29.1969
2022-01-26,29.1969
2022-01-27,29.1969
2022-01-28,29.1969
2022-01-29,29.1969
2022-01-30,29.1969
2022-01-31,29.1969
2022-02-01,29.1969
2022-02-02,29.1969
2022-02-03,29.1969
2022-02-04,29.1969
2022-02-05,29.1969
2022-02-06,29.1969
2022-02-07,29.1969
2022-02-08,29.1969
2022-02-09,29.1969
2022-02-10,29.1969
2022-02-11,29.1969
2022-02-12,29.1969
2022-02-13,29.1969
2022-02-14,29.1969
2022-02-15,29.1969
2022-02-16,29.1969
2022-02-17,29.1969
2022-02-18,29.1969
2022-02-19,29.1969
2022-02-20,29.1969
2022-02-21,29.1969
2022-02-22,29.1969
2022-02-23,29.1969
2022-02-24,29.1969
2022-02-25,29.1969
2022-02-26,29.1969
2022-02-27,29.1969
2022-02-28,29.1969
2022-03-01,29.1969
2022-03-02,29.1969
2022-03-03,29.1969
2022-03-04,29.1969
2022-03-05,29.1969
2022-03-06,29.1969
2022-03-07,29.1969
2022-03-08,29.1969
2022-03-09,29.1969
2022-03-10,29.1969
2022-03-11,29.1969
2022-03-12,29.1969
2022-03-13,29.1969
2022-03-14,29.1969
2022-03-15,29.1969
2022-03-16,29.1969
2022-03-17,29.1969
2022-03-18,29.1969
2022-03-19,29.1969
2022-03-20,29.1969
2022-03-21,29.1969
2022-03-22,29.1969
2022-03-23,29.1969
2022-03-24,29.1969
2022-03-25,29.1969
2022-03-26,29.1969
2022-03-27,29.1969
2022-03-28,29.1969
2022-03-29,29.1969
2022-03-30,29.1969
2022-03-31,34.2431
2022-04-01,34.2431
2022-04-02,34.2431
2022-04-03,34.2431
2022-04-04,34.2431
2022-04-05,34.2431
2022-04-06,34.2431
2022-04-07,34.2431
2022-04-08,34.2431
2022-04-09,34.2431
2022-04-10,34.2431
2022-04-11,34.2431
2022-04-12,34.2431
2022-04-13,34.2431
2022-04-14,34.2431
2022-04-15,34.2431
2022-04-16,34.2431
2022-04-17,34.2431
2022-04-18,34.2431
2022-04-19,34.2431
2022-04-20,34.2431
2022-04-21,34.2431
2022-04-22,34.2431
2022-04-23,34.2431
2022-04-24,34.2431
2022-04-25,34.2431
2022-04-26,34.2431
2022-04-27,34.2431
2022-04-28,34.2431
2022-04-29,34.2431
2022-04-30,34.2431
2022-05-01,34.2431
2022-05-02,34.2431
2022-05-03,34.2431
2022-05-04,34.2431
2022-05-05,34.2431
2022-05-06,34.2431
2022-05-07,34.2431
2022-05-08,34.2431
2022-05-09,34.2431
2022-05-10,34.2431
2022-05-11,34.2431
2022-05-12,34.2431
2022-05-13,34.2431
2022-05-14,34.2431
2022-05-15,34.2431
2022-05-16,34.2431
2022-05-17,34.2431
2022-05-18,34.2431
2022-05-19,34.2431
2022-05-20,34.2431
2022-05-21,34.2431
2022-05-22,34.2431
2022-05-23,34.2431
2022-05-24,34.2431
2022-05-25,34.2431
2022-05-26,34.2431
2022-05-27,34.2431
2022-05-28,34.2431
2022-05-29,34.2431
2022-05-30,34.2431
2022-05-31,34.2431
2022-06-01,34.2431
2022-06-02,34.2431
2022-06-03,34.2431
2022-06-04,34.2431
2022-06-05,34.2431
2022-06-06,34.2431
2022-06-07,34.2431
2022-06-08,34.2431
2022-06-09,34.2431
2022-06-10,34.2431
2022-06-11,34.2431
2022-06-12,34.2431
2022-06-13,34.2431
2022-06-14,34.2431
2022-06-15,34.2431
2022-06-16,34.2431
2022-06-17,34.2431
2022-06-18,34.2431
2022-06-19,34.2431
2022-06-20,34.2431
2022-06-21,34.2431
2022-06-22,34.2431
2022-06-23,34.2431
2022-06-24,34.2431
2022-06-25,34.2431
2022-06-26,34.2431
2022-06-27,34.2431
2022-06-28,34.2431
2022-06-29,34.2431
2022-06-30,30.6144
2022-07-01,30.6144
2022-07-02,30.6144
2022-07-03,30.6144
2022-07-04,30.6144
2022-07-05,30.6144
2022-07-06,30.6144
2022-07-07,30.6144
2022-07-08,30.6144
2022-07-09,30.6144
2022-07-10,30.6144
2022-07-11,30.6144
2022-07-12,30.6144
2022-07-13,30.6144
2022-07-14,30.6144
2022-07-15,30.6144
2022-07-16,30.6144
2022-07-17,30.6144
2022-07-18,30.6144
2022-07-19,30.6144
2022-07-20,30.6144
2022-07-21,30.6144
2022-07-22,30.6144
2022-07-23,30.6144
2022-07-24,30.6144
2022-07-25,30.6144
2022-07-26,30.6144
2022-07-27,30.6144
2022-07-28,30.6144
2022-07-29,30.6144
2022-07-30,30.6144
2022-07-31,30.6144
2022-08-01,30.6144
2022-08-02,30.6144
2022-08-03,30.6144
2022-08-04,30.6144
2022-08-05,30.6144
2022-08-06,30.6144
2022-08-07,30.6144
2022-08-08,30.6144
2022-08-09,30.6144
2022-08-10,30.6144
2022-08-11,30.6144
2022-08-12,30.6144
2022-08-13,30.6144
2022-08-14,30.6144
2022-08-15,30.6144
2022-08-16,30.6144
2022-08-17,30.6144
2022-08-18,30.6144
2022-08-19,30.6144
2022-08-20,30.6144
2022-08-21,30.6144
2022-08-22,30.6144
2022-08-23,30.6144
2022-08-24,30.6144
2022-08-25,30.6144
2022-08-26,30.6144
2022-08-27,30.6144
2022-08-28,30.6144
2022-08-29,30.6144
2022-08-30,30.6144
2022-08-31,30.6144
2022-09-01,30.6144
2022-09-02,30.6144
2022-09-03,30.6144
2022-09-04,30.6144
2022-09-05,30.6144
2022-09-06,30.6144
2022-09-07,30.6144
2022-09-08,30.6144
2022-09-09,30.6144
2022-09-10,30.6144
2022-09-11,30.6144
2022-09-12,30.6144
2022-09-13,30.6144
2022-09-14,30.6144
2022-09-15,30.6144
2022-09-16,30.6144
2022-09-17,30.6144
2022-09-18,30.6144
2022-09-19,30.6144
2022-09-20,30.6144
2022-09-21,30.6144
2022-09-22,30.6144
2022-09-23,30.6144
2022-09-24,30.6144
2022-09-25,30.6144
2022-09-26,30.6144
2022-09-27,30.6144
2022-09-28,30.6144
2022-09-29,30.6144
2022-09-30,26.5276
2022-10-01,26.5276
2022-10-02,26.5276
2022-10-03,26.5276
2022-10-04,26.5276
2022-10-05,26.5276
2022-10-06,26.5276
2022-10-07,26.5276
2022-10-08,26.5276
2022-10-09,26.5276
2022-10-10,26.5276
2022-10-11,26.5276
2022-10-12,26.5276
2022-10-13,26.5276
2022-10-14,26.5276
2022-10-15,26.5276
2022-10-16,26.5276
2022-10-17,26.5276
2022-10-18,26.5276
2022-10-19,26.5276
2022-10-20,26.5276
2022-10-21,26.5276
2022-10-22,26.5276
2022-10-23,26.5276
2022-10-24,26.5276
2022-10-25,26.5276
2022-10-26,26.5276
2022-10-27,26.5276
2022-10-28,26.5276
2022-10-29,26.5276
2022-10-30,26.5276
2022-10-31,26.5276
2022-11-01,26.5276
2022-11-02,26.5276
2022-11-03,26.5276
2022-11-04,26.5276
2022-11-05,26.5276
2022-11-06,26.5276
2022-11-07,26.5276
2022-11-08,26.5276
2022-11-09,26.5276
2022-11-10,26.5276
2022-11-11,26.5276
2022-11-12,26.5276
2022-11-13,26.5276
2022-11-14,26.5276
2022-11-15,26.5276
2022-11-16,26.5276
2022-11-17,26.5276
2022-11-18,26.5276
2022-11-19,26.5276
2022-11-20,26.5276
2022-11-21,26.5276
2022-11-22,26.5276
2022-11-23,26.5276
2022-11-24,26.5276
2022-11-25,26.5276
2022-11-26,26.5276
2022-11-27,26.5276
2022-11-28,26.5276
2022-11-29,26.5276
2022-11-30,26.5276
2022-12-01,26.5276
2022-12-02,26.5276
2022-12-03,26.5276
2022-12-04,26.5276
2022-12-05,26.5276
2022-12-06,26.5276
2022-12-07,26.5276
2022-12-08,26.5276
2022-12-09,26.5276
2022-12-10,26.5276
2022-12-11,26.5276
2022-12-12,26.5276
2022-12-13,26.5276
2022-12-14,26.5276
2022-12-15,26.5276
2022-12-16,26.5276
2022-12-17,26.5276
2022-12-18,26.5276
2022-12-19,26.5276
2022-12-20,26.5276
2022-12-21,26.5276
2022-12-22,26.5276
2022-12-23,26.5276
2022-12-24,26.5276
2022-12-25,26.5276
2022-12-26,26.5276
2022-12-27,26.5276
2022-12-28,26.5276
2022-12-29,26.5276
2022-12-30,26.5276
2022-12-31,16.4544
2023-01-01,16.4544
2023-01-02,16.4544
2023-01-03,16.4544
2023-01-04,16.4544
2023-01-05,16.4544
2023-01-06,16.4544
2023-01-07,16.4544
2023-01-08,16.4544
2023-01-09,16.4544
2023-01-10,16.4544
2023-01-11,16.4544
2023-01-12,16.4544
2023-01-13,16.4544
2023-01-14,16.4544
2023-01-15,16.4544
2023-01-16,16.4544
2023-01-17,16.4544
2023-01-18,16.4544
2023-01-19,16.4544
2023-01-20,16.4544
2023-01-21,16.4544
2023-01-22,16.4544
2023-01-23,16.4544
2023-01-24,16.4544
2023-01-25,16.4544
2023-01-26,16.4544
2023-01-27,16.4544
2023-01-28,16.4544
2023-01-29,16.4544
2023-01-30,16.4544
2023-01-31,16.4544
2023-02-01,16.4544
2023-02-02,16.4544
2023-02-03,16.4544
2023-02-04,16.4544
2023-02-05,16.4544
2023-02-06,16.4544
2023-02-07,16.4544
2023-02-08,16.4544
2023-02-09,16.4544
2023-02-10,16.4544
2023-02-11,16.4544
2023-02-12,16.4544
2023-02-13,16.4544
2023-02-14,16.4544
2023-02-15,16.4544
2023-02-16,16.4544
2023-02-17,16.4544
2023-02-18,16.4544
2023-02-19,16.4544
2023-02-20,16.4544
2023-02-21,16.4544
2023-02-22,16.4544
2023-02-23,16.4544
2023-02-24,16.4544
2023-02-25,16.4544
2023-02-26,16.4544
2023-02-27,16.4544
2023-02-28,16.4544
2023-03-01,16.4544
2023-03-02,16.4544
2023-03-03,16.4544
2023-03-04,16.4544
2023-03-05,16.4544
2023-03-06,16.4544
2023-03-07,16.4544
2023-03-08,16.4544
2023-03-09,16.4544
2023-03-10,16.4544
2023-03-11,16.4544
2023-03-12,16.4544
2023-03-13,16.4544
2023-03-14,16.4544
2023-03-15,16.4544
2023-03-16,16.4544
