,ECPG US Equity
,RETURN_COM_EQY
2020-01-01,18.2446
2020-01-02,18.2446
2020-01-03,18.2446
2020-01-04,18.2446
2020-01-05,18.2446
2020-01-06,18.2446
2020-01-07,18.2446
2020-01-08,18.2446
2020-01-09,18.2446
2020-01-10,18.2446
2020-01-11,18.2446
2020-01-12,18.2446
2020-01-13,18.2446
2020-01-14,18.2446
2020-01-15,18.2446
2020-01-16,18.2446
2020-01-17,18.2446
2020-01-18,18.2446
2020-01-19,18.2446
2020-01-20,18.2446
2020-01-21,18.2446
2020-01-22,18.2446
2020-01-23,18.2446
2020-01-24,18.2446
2020-01-25,18.2446
2020-01-26,18.2446
2020-01-27,18.2446
2020-01-28,18.2446
2020-01-29,18.2446
2020-01-30,18.2446
2020-01-31,18.2446
2020-02-01,18.2446
2020-02-02,18.2446
2020-02-03,18.2446
2020-02-04,18.2446
2020-02-05,18.2446
2020-02-06,18.2446
2020-02-07,18.2446
2020-02-08,18.2446
2020-02-09,18.2446
2020-02-10,18.2446
2020-02-11,18.2446
2020-02-12,18.2446
2020-02-13,18.2446
2020-02-14,18.2446
2020-02-15,18.2446
2020-02-16,18.2446
2020-02-17,18.2446
2020-02-18,18.2446
2020-02-19,18.2446
2020-02-20,18.2446
2020-02-21,18.2446
2020-02-22,18.2446
2020-02-23,18.2446
2020-02-24,18.2446
2020-02-25,18.2446
2020-02-26,18.2446
2020-02-27,18.2446
2020-02-28,18.2446
2020-02-29,18.2446
2020-03-01,18.2446
2020-03-02,18.2446
2020-03-03,18.2446
2020-03-04,18.2446
2020-03-05,18.2446
2020-03-06,18.2446
2020-03-07,18.2446
2020-03-08,18.2446
2020-03-09,18.2446
2020-03-10,18.2446
2020-03-11,18.2446
2020-03-12,18.2446
2020-03-13,18.2446
2020-03-14,18.2446
2020-03-15,18.2446
2020-03-16,18.2446
2020-03-17,18.2446
2020-03-18,18.2446
2020-03-19,18.2446
2020-03-20,18.2446
2020-03-21,18.2446
2020-03-22,18.2446
2020-03-23,18.2446
2020-03-24,18.2446
2020-03-25,18.2446
2020-03-26,18.2446
2020-03-27,18.2446
2020-03-28,18.2446
2020-03-29,18.2446
2020-03-30,18.2446
2020-03-31,12.1872
2020-04-01,12.1872
2020-04-02,12.1872
2020-04-03,12.1872
2020-04-04,12.1872
2020-04-05,12.1872
2020-04-06,12.1872
2020-04-07,12.1872
2020-04-08,12.1872
2020-04-09,12.1872
2020-04-10,12.1872
2020-04-11,12.1872
2020-04-12,12.1872
2020-04-13,12.1872
2020-04-14,12.1872
2020-04-15,12.1872
2020-04-16,12.1872
2020-04-17,12.1872
2020-04-18,12.1872
2020-04-19,12.1872
2020-04-20,12.1872
2020-04-21,12.1872
2020-04-22,12.1872
2020-04-23,12.1872
2020-04-24,12.1872
2020-04-25,12.1872
2020-04-26,12.1872
2020-04-27,12.1872
2020-04-28,12.1872
2020-04-29,12.1872
2020-04-30,12.1872
2020-05-01,12.1872
2020-05-02,12.1872
2020-05-03,12.1872
2020-05-04,12.1872
2020-05-05,12.1872
2020-05-06,12.1872
2020-05-07,12.1872
2020-05-08,12.1872
2020-05-09,12.1872
2020-05-10,12.1872
2020-05-11,12.1872
2020-05-12,12.1872
2020-05-13,12.1872
2020-05-14,12.1872
2020-05-15,12.1872
2020-05-16,12.1872
2020-05-17,12.1872
2020-05-18,12.1872
2020-05-19,12.1872
2020-05-20,12.1872
2020-05-21,12.1872
2020-05-22,12.1872
2020-05-23,12.1872
2020-05-24,12.1872
2020-05-25,12.1872
2020-05-26,12.1872
2020-05-27,12.1872
2020-05-28,12.1872
2020-05-29,12.1872
2020-05-30,12.1872
2020-05-31,12.1872
2020-06-01,12.1872
2020-06-02,12.1872
2020-06-03,12.1872
2020-06-04,12.1872
2020-06-05,12.1872
2020-06-06,12.1872
2020-06-07,12.1872
2020-06-08,12.1872
2020-06-09,12.1872
2020-06-10,12.1872
2020-06-11,12.1872
2020-06-12,12.1872
2020-06-13,12.1872
2020-06-14,12.1872
2020-06-15,12.1872
2020-06-16,12.1872
2020-06-17,12.1872
2020-06-18,12.1872
2020-06-19,12.1872
2020-06-20,12.1872
2020-06-21,12.1872
2020-06-22,12.1872
2020-06-23,12.1872
2020-06-24,12.1872
2020-06-25,12.1872
2020-06-26,12.1872
2020-06-27,12.1872
2020-06-28,12.1872
2020-06-29,12.1872
2020-06-30,20.8144
2020-07-01,20.8144
2020-07-02,20.8144
2020-07-03,20.8144
2020-07-04,20.8144
2020-07-05,20.8144
2020-07-06,20.8144
2020-07-07,20.8144
2020-07-08,20.8144
2020-07-09,20.8144
2020-07-10,20.8144
2020-07-11,20.8144
2020-07-12,20.8144
2020-07-13,20.8144
2020-07-14,20.8144
2020-07-15,20.8144
2020-07-16,20.8144
2020-07-17,20.8144
2020-07-18,20.8144
2020-07-19,20.8144
2020-07-20,20.8144
2020-07-21,20.8144
2020-07-22,20.8144
2020-07-23,20.8144
2020-07-24,20.8144
2020-07-25,20.8144
2020-07-26,20.8144
2020-07-27,20.8144
2020-07-28,20.8144
2020-07-29,20.8144
2020-07-30,20.8144
2020-07-31,20.8144
2020-08-01,20.8144
2020-08-02,20.8144
2020-08-03,20.8144
2020-08-04,20.8144
2020-08-05,20.8144
2020-08-06,20.8144
2020-08-07,20.8144
2020-08-08,20.8144
2020-08-09,20.8144
2020-08-10,20.8144
2020-08-11,20.8144
2020-08-12,20.8144
2020-08-13,20.8144
2020-08-14,20.8144
2020-08-15,20.8144
2020-08-16,20.8144
2020-08-17,20.8144
2020-08-18,20.8144
2020-08-19,20.8144
2020-08-20,20.8144
2020-08-21,20.8144
2020-08-22,20.8144
2020-08-23,20.8144
2020-08-24,20.8144
2020-08-25,20.8144
2020-08-26,20.8144
2020-08-27,20.8144
2020-08-28,20.8144
2020-08-29,20.8144
2020-08-30,20.8144
2020-08-31,20.8144
2020-09-01,20.8144
2020-09-02,20.8144
2020-09-03,20.8144
2020-09-04,20.8144
2020-09-05,20.8144
2020-09-06,20.8144
2020-09-07,20.8144
2020-09-08,20.8144
2020-09-09,20.8144
2020-09-10,20.8144
2020-09-11,20.8144
2020-09-12,20.8144
2020-09-13,20.8144
2020-09-14,20.8144
2020-09-15,20.8144
2020-09-16,20.8144
2020-09-17,20.8144
2020-09-18,20.8144
2020-09-19,20.8144
2020-09-20,20.8144
2020-09-21,20.8144
2020-09-22,20.8144
2020-09-23,20.8144
2020-09-24,20.8144
2020-09-25,20.8144
2020-09-26,20.8144
2020-09-27,20.8144
2020-09-28,20.8144
2020-09-29,20.8144
2020-09-30,21.276
2020-10-01,21.276
2020-10-02,21.276
2020-10-03,21.276
2020-10-04,21.276
2020-10-05,21.276
2020-10-06,21.276
2020-10-07,21.276
2020-10-08,21.276
2020-10-09,21.276
2020-10-10,21.276
2020-10-11,21.276
2020-10-12,21.276
2020-10-13,21.276
2020-10-14,21.276
2020-10-15,21.276
2020-10-16,21.276
2020-10-17,21.276
2020-10-18,21.276
2020-10-19,21.276
2020-10-20,21.276
2020-10-21,21.276
2020-10-22,21.276
2020-10-23,21.276
2020-10-24,21.276
2020-10-25,21.276
2020-10-26,21.276
2020-10-27,21.276
2020-10-28,21.276
2020-10-29,21.276
2020-10-30,21.276
2020-10-31,21.276
2020-11-01,21.276
2020-11-02,21.276
2020-11-03,21.276
2020-11-04,21.276
2020-11-05,21.276
2020-11-06,21.276
2020-11-07,21.276
2020-11-08,21.276
2020-11-09,21.276
2020-11-10,21.276
2020-11-11,21.276
2020-11-12,21.276
2020-11-13,21.276
2020-11-14,21.276
2020-11-15,21.276
2020-11-16,21.276
2020-11-17,21.276
2020-11-18,21.276
2020-11-19,21.276
2020-11-20,21.276
2020-11-21,21.276
2020-11-22,21.276
2020-11-23,21.276
2020-11-24,21.276
2020-11-25,21.276
2020-11-26,21.276
2020-11-27,21.276
2020-11-28,21.276
2020-11-29,21.276
2020-11-30,21.276
2020-12-01,21.276
2020-12-02,21.276
2020-12-03,21.276
2020-12-04,21.276
2020-12-05,21.276
2020-12-06,21.276
2020-12-07,21.276
2020-12-08,21.276
2020-12-09,21.276
2020-12-10,21.276
2020-12-11,21.276
2020-12-12,21.276
2020-12-13,21.276
2020-12-14,21.276
2020-12-15,21.276
2020-12-16,21.276
2020-12-17,21.276
2020-12-18,21.276
2020-12-19,21.276
2020-12-20,21.276
2020-12-21,21.276
2020-12-22,21.276
2020-12-23,21.276
2020-12-24,21.276
2020-12-25,21.276
2020-12-26,21.276
2020-12-27,21.276
2020-12-28,21.276
2020-12-29,21.276
2020-12-30,21.276
2020-12-31,18.9167
2021-01-01,18.9167
2021-01-02,18.9167
2021-01-03,18.9167
2021-01-04,18.9167
2021-01-05,18.9167
2021-01-06,18.9167
2021-01-07,18.9167
2021-01-08,18.9167
2021-01-09,18.9167
2021-01-10,18.9167
2021-01-11,18.9167
2021-01-12,18.9167
2021-01-13,18.9167
2021-01-14,18.9167
2021-01-15,18.9167
2021-01-16,18.9167
2021-01-17,18.9167
2021-01-18,18.9167
2021-01-19,18.9167
2021-01-20,18.9167
2021-01-21,18.9167
2021-01-22,18.9167
2021-01-23,18.9167
2021-01-24,18.9167
2021-01-25,18.9167
2021-01-26,18.9167
2021-01-27,18.9167
2021-01-28,18.9167
2021-01-29,18.9167
2021-01-30,18.9167
2021-01-31,18.9167
2021-02-01,18.9167
2021-02-02,18.9167
2021-02-03,18.9167
2021-02-04,18.9167
2021-02-05,18.9167
2021-02-06,18.9167
2021-02-07,18.9167
2021-02-08,18.9167
2021-02-09,18.9167
2021-02-10,18.9167
2021-02-11,18.9167
2021-02-12,18.9167
2021-02-13,18.9167
2021-02-14,18.9167
2021-02-15,18.9167
2021-02-16,18.9167
2021-02-17,18.9167
2021-02-18,18.9167
2021-02-19,18.9167
2021-02-20,18.9167
2021-02-21,18.9167
2021-02-22,18.9167
2021-02-23,18.9167
2021-02-24,18.9167
2021-02-25,18.9167
2021-02-26,18.9167
2021-02-27,18.9167
2021-02-28,18.9167
2021-03-01,18.9167
2021-03-02,18.9167
2021-03-03,18.9167
2021-03-04,18.9167
2021-03-05,18.9167
2021-03-06,18.9167
2021-03-07,18.9167
2021-03-08,18.9167
2021-03-09,18.9167
2021-03-10,18.9167
2021-03-11,18.9167
2021-03-12,18.9167
2021-03-13,18.9167
2021-03-14,18.9167
2021-03-15,18.9167
2021-03-16,18.9167
2021-03-17,18.9167
2021-03-18,18.9167
2021-03-19,18.9167
2021-03-20,18.9167
2021-03-21,18.9167
2021-03-22,18.9167
2021-03-23,18.9167
2021-03-24,18.9167
2021-03-25,18.9167
2021-03-26,18.9167
2021-03-27,18.9167
2021-03-28,18.9167
2021-03-29,18.9167
2021-03-30,18.9167
2021-03-31,29.0909
2021-04-01,29.0909
2021-04-02,29.0909
2021-04-03,29.0909
2021-04-04,29.0909
2021-04-05,29.0909
2021-04-06,29.0909
2021-04-07,29.0909
2021-04-08,29.0909
2021-04-09,29.0909
2021-04-10,29.0909
2021-04-11,29.0909
2021-04-12,29.0909
2021-04-13,29.0909
2021-04-14,29.0909
2021-04-15,29.0909
2021-04-16,29.0909
2021-04-17,29.0909
2021-04-18,29.0909
2021-04-19,29.0909
2021-04-20,29.0909
2021-04-21,29.0909
2021-04-22,29.0909
2021-04-23,29.0909
2021-04-24,29.0909
2021-04-25,29.0909
2021-04-26,29.0909
2021-04-27,29.0909
2021-04-28,29.0909
2021-04-29,29.0909
2021-04-30,29.0909
2021-05-01,29.0909
2021-05-02,29.0909
2021-05-03,29.0909
2021-05-04,29.0909
2021-05-05,29.0909
2021-05-06,29.0909
2021-05-07,29.0909
2021-05-08,29.0909
2021-05-09,29.0909
2021-05-10,29.0909
2021-05-11,29.0909
2021-05-12,29.0909
2021-05-13,29.0909
2021-05-14,29.0909
2021-05-15,29.0909
2021-05-16,29.0909
2021-05-17,29.0909
2021-05-18,29.0909
2021-05-19,29.0909
2021-05-20,29.0909
2021-05-21,29.0909
2021-05-22,29.0909
2021-05-23,29.0909
2021-05-24,29.0909
2021-05-25,29.0909
2021-05-26,29.0909
2021-05-27,29.0909
2021-05-28,29.0909
2021-05-29,29.0909
2021-05-30,29.0909
2021-05-31,29.0909
2021-06-01,29.0909
2021-06-02,29.0909
2021-06-03,29.0909
2021-06-04,29.0909
2021-06-05,29.0909
2021-06-06,29.0909
2021-06-07,29.0909
2021-06-08,29.0909
2021-06-09,29.0909
2021-06-10,29.0909
2021-06-11,29.0909
2021-06-12,29.0909
2021-06-13,29.0909
2021-06-14,29.0909
2021-06-15,29.0909
2021-06-16,29.0909
2021-06-17,29.0909
2021-06-18,29.0909
2021-06-19,29.0909
2021-06-20,29.0909
2021-06-21,29.0909
2021-06-22,29.0909
2021-06-23,29.0909
2021-06-24,29.0909
2021-06-25,29.0909
2021-06-26,29.0909
2021-06-27,29.0909
2021-06-28,29.0909
2021-06-29,29.0909
2021-06-30,23.6589
2021-07-01,23.6589
2021-07-02,23.6589
2021-07-03,23.6589
2021-07-04,23.6589
2021-07-05,23.6589
2021-07-06,23.6589
2021-07-07,23.6589
2021-07-08,23.6589
2021-07-09,23.6589
2021-07-10,23.6589
2021-07-11,23.6589
2021-07-12,23.6589
2021-07-13,23.6589
2021-07-14,23.6589
2021-07-15,23.6589
2021-07-16,23.6589
2021-07-17,23.6589
2021-07-18,23.6589
2021-07-19,23.6589
2021-07-20,23.6589
2021-07-21,23.6589
2021-07-22,23.6589
2021-07-23,23.6589
2021-07-24,23.6589
2021-07-25,23.6589
2021-07-26,23.6589
2021-07-27,23.6589
2021-07-28,23.6589
2021-07-29,23.6589
2021-07-30,23.6589
2021-07-31,23.6589
2021-08-01,23.6589
2021-08-02,23.6589
2021-08-03,23.6589
2021-08-04,23.6589
2021-08-05,23.6589
2021-08-06,23.6589
2021-08-07,23.6589
2021-08-08,23.6589
2021-08-09,23.6589
2021-08-10,23.6589
2021-08-11,23.6589
2021-08-12,23.6589
2021-08-13,23.6589
2021-08-14,23.6589
2021-08-15,23.6589
2021-08-16,23.6589
2021-08-17,23.6589
2021-08-18,23.6589
2021-08-19,23.6589
2021-08-20,23.6589
2021-08-21,23.6589
2021-08-22,23.6589
2021-08-23,23.6589
2021-08-24,23.6589
2021-08-25,23.6589
2021-08-26,23.6589
2021-08-27,23.6589
2021-08-28,23.6589
2021-08-29,23.6589
2021-08-30,23.6589
2021-08-31,23.6589
2021-09-01,23.6589
2021-09-02,23.6589
2021-09-03,23.6589
2021-09-04,23.6589
2021-09-05,23.6589
2021-09-06,23.6589
2021-09-07,23.6589
2021-09-08,23.6589
2021-09-09,23.6589
2021-09-10,23.6589
2021-09-11,23.6589
2021-09-12,23.6589
2021-09-13,23.6589
2021-09-14,23.6589
2021-09-15,23.6589
2021-09-16,23.6589
2021-09-17,23.6589
2021-09-18,23.6589
2021-09-19,23.6589
2021-09-20,23.6589
2021-09-21,23.6589
2021-09-22,23.6589
2021-09-23,23.6589
