,HLIO US Equity
2020-09-08,3.9615
2020-09-09,3.9615
2020-09-10,3.9615
2020-09-11,3.9615
2020-09-12,3.9615
2020-09-13,3.9615
2020-09-14,3.9615
2020-09-15,3.9615
2020-09-16,3.9615
2020-09-17,3.9615
2020-09-18,3.9615
2020-09-19,3.9615
2020-09-20,3.9615
2020-09-21,3.9615
2020-09-22,3.9615
2020-09-23,3.9615
2020-09-24,3.9615
2020-09-25,3.9615
2020-09-26,3.9214
2020-09-27,3.9214
2020-09-28,3.9214
2020-09-29,3.9214
2020-09-30,3.9214
2020-10-01,3.9214
2020-10-02,3.9214
2020-10-03,3.9214
2020-10-04,3.9214
2020-10-05,3.9214
2020-10-06,3.9214
2020-10-07,3.9214
2020-10-08,3.9214
2020-10-09,3.9214
2020-10-10,3.9214
2020-10-11,3.9214
2020-10-12,3.9214
2020-10-13,3.9214
2020-10-14,3.9214
2020-10-15,3.9214
2020-10-16,3.9214
2020-10-17,3.9214
2020-10-18,3.9214
2020-10-19,3.9214
2020-10-20,3.9214
2020-10-21,3.9214
2020-10-22,3.9214
2020-10-23,3.9214
2020-10-24,3.9214
2020-10-25,3.9214
2020-10-26,3.9214
2020-10-27,3.9214
2020-10-28,3.9214
2020-10-29,3.9214
2020-10-30,3.9214
2020-10-31,3.9214
2020-11-01,3.9214
2020-11-02,3.9214
2020-11-03,3.9214
2020-11-04,3.9214
2020-11-05,3.9214
2020-11-06,3.9214
2020-11-07,3.9214
2020-11-08,3.9214
2020-11-09,3.9214
2020-11-10,3.9214
2020-11-11,3.9214
2020-11-12,3.9214
2020-11-13,3.9214
2020-11-14,3.9214
2020-11-15,3.9214
2020-11-16,3.9214
2020-11-17,3.9214
2020-11-18,3.9214
2020-11-19,3.9214
2020-11-20,3.9214
2020-11-21,3.9214
2020-11-22,3.9214
2020-11-23,3.9214
2020-11-24,3.9214
2020-11-25,3.9214
2020-11-26,3.9214
2020-11-27,3.9214
2020-11-28,3.9214
2020-11-29,3.9214
2020-11-30,3.9214
2020-12-01,3.9214
2020-12-02,3.9214
2020-12-03,3.9214
2020-12-04,3.9214
2020-12-05,3.9214
2020-12-06,3.9214
2020-12-07,3.9214
2020-12-08,3.9214
2020-12-09,3.9214
2020-12-10,3.9214
2020-12-11,3.9214
2020-12-12,3.9214
2020-12-13,3.9214
2020-12-14,3.9214
2020-12-15,3.9214
2020-12-16,3.9214
2020-12-17,3.9214
2020-12-18,3.9214
2020-12-19,3.9214
2020-12-20,3.9214
2020-12-21,3.9214
2020-12-22,3.9214
2020-12-23,3.9214
2020-12-24,3.9214
2020-12-25,3.9214
2020-12-26,3.9214
2020-12-27,3.9214
2020-12-28,3.9214
2020-12-29,3.9214
2020-12-30,3.9214
2020-12-31,3.9214
2021-01-01,3.9214
2021-01-02,2.3988
2021-01-03,2.3988
2021-01-04,2.3988
2021-01-05,2.3988
2021-01-06,2.3988
2021-01-07,2.3988
2021-01-08,2.3988
2021-01-09,2.3988
2021-01-10,2.3988
2021-01-11,2.3988
2021-01-12,2.3988
2021-01-13,2.3988
2021-01-14,2.3988
2021-01-15,2.3988
2021-01-16,2.3988
2021-01-17,2.3988
2021-01-18,2.3988
2021-01-19,2.3988
2021-01-20,2.3988
2021-01-21,2.3988
2021-01-22,2.3988
2021-01-23,2.3988
2021-01-24,2.3988
2021-01-25,2.3988
2021-01-26,2.3988
2021-01-27,2.3988
2021-01-28,2.3988
2021-01-29,2.3988
2021-01-30,2.3988
2021-01-31,2.3988
2021-02-01,2.3988
2021-02-02,2.3988
2021-02-03,2.3988
2021-02-04,2.3988
2021-02-05,2.3988
2021-02-06,2.3988
2021-02-07,2.3988
2021-02-08,2.3988
2021-02-09,2.3988
2021-02-10,2.3988
2021-02-11,2.3988
2021-02-12,2.3988
2021-02-13,2.3988
2021-02-14,2.3988
2021-02-15,2.3988
2021-02-16,2.3988
2021-02-17,2.3988
2021-02-18,2.3988
2021-02-19,2.3988
2021-02-20,2.3988
2021-02-21,2.3988
2021-02-22,2.3988
2021-02-23,2.3988
2021-02-24,2.3988
2021-02-25,2.3988
2021-02-26,2.3988
2021-02-27,2.3988
2021-02-28,2.3988
2021-03-01,2.3988
2021-03-02,2.3988
2021-03-03,2.3988
2021-03-04,2.3988
2021-03-05,2.3988
2021-03-06,2.3988
2021-03-07,2.3988
2021-03-08,2.3988
2021-03-09,2.3988
2021-03-10,2.3988
2021-03-11,2.3988
2021-03-12,2.3988
2021-03-13,2.3988
2021-03-14,2.3988
2021-03-15,2.3988
2021-03-16,2.3988
2021-03-17,2.3988
2021-03-18,2.3988
2021-03-19,2.3988
2021-03-20,2.3988
2021-03-21,2.3988
2021-03-22,2.3988
2021-03-23,2.3988
2021-03-24,2.3988
2021-03-25,2.3988
2021-03-26,2.3988
2021-03-27,2.3988
2021-03-28,2.3988
2021-03-29,2.3988
2021-03-30,2.3988
2021-03-31,2.3988
2021-04-01,2.3988
2021-04-02,2.3988
2021-04-03,9.1813
2021-04-04,9.1813
2021-04-05,9.1813
2021-04-06,9.1813
2021-04-07,9.1813
2021-04-08,9.1813
2021-04-09,9.1813
2021-04-10,9.1813
2021-04-11,9.1813
2021-04-12,9.1813
2021-04-13,9.1813
2021-04-14,9.1813
2021-04-15,9.1813
2021-04-16,9.1813
2021-04-17,9.1813
2021-04-18,9.1813
2021-04-19,9.1813
2021-04-20,9.1813
2021-04-21,9.1813
2021-04-22,9.1813
2021-04-23,9.1813
2021-04-24,9.1813
2021-04-25,9.1813
2021-04-26,9.1813
2021-04-27,9.1813
2021-04-28,9.1813
2021-04-29,9.1813
2021-04-30,9.1813
2021-05-01,9.1813
2021-05-02,9.1813
2021-05-03,9.1813
2021-05-04,9.1813
2021-05-05,9.1813
2021-05-06,9.1813
2021-05-07,9.1813
2021-05-08,9.1813
2021-05-09,9.1813
2021-05-10,9.1813
2021-05-11,9.1813
2021-05-12,9.1813
2021-05-13,9.1813
2021-05-14,9.1813
2021-05-15,9.1813
2021-05-16,9.1813
2021-05-17,9.1813
2021-05-18,9.1813
2021-05-19,9.1813
2021-05-20,9.1813
2021-05-21,9.1813
2021-05-22,9.1813
2021-05-23,9.1813
2021-05-24,9.1813
2021-05-25,9.1813
2021-05-26,9.1813
2021-05-27,9.1813
2021-05-28,9.1813
2021-05-29,9.1813
2021-05-30,9.1813
2021-05-31,9.1813
2021-06-01,9.1813
2021-06-02,9.1813
2021-06-03,9.1813
2021-06-04,9.1813
2021-06-05,9.1813
2021-06-06,9.1813
2021-06-07,9.1813
2021-06-08,9.1813
2021-06-09,9.1813
2021-06-10,9.1813
2021-06-11,9.1813
2021-06-12,9.1813
2021-06-13,9.1813
2021-06-14,9.1813
2021-06-15,9.1813
2021-06-16,9.1813
2021-06-17,9.1813
2021-06-18,9.1813
2021-06-19,9.1813
2021-06-20,9.1813
2021-06-21,9.1813
2021-06-22,9.1813
2021-06-23,9.1813
2021-06-24,9.1813
2021-06-25,9.1813
2021-06-26,9.1813
2021-06-27,9.1813
2021-06-28,9.1813
2021-06-29,9.1813
2021-06-30,9.1813
2021-07-01,9.1813
2021-07-02,9.1813
2021-07-03,11.7237
2021-07-04,11.7237
2021-07-05,11.7237
2021-07-06,11.7237
2021-07-07,11.7237
2021-07-08,11.7237
2021-07-09,11.7237
2021-07-10,11.7237
2021-07-11,11.7237
2021-07-12,11.7237
2021-07-13,11.7237
2021-07-14,11.7237
2021-07-15,11.7237
2021-07-16,11.7237
2021-07-17,11.7237
2021-07-18,11.7237
2021-07-19,11.7237
2021-07-20,11.7237
2021-07-21,11.7237
2021-07-22,11.7237
2021-07-23,11.7237
2021-07-24,11.7237
2021-07-25,11.7237
2021-07-26,11.7237
2021-07-27,11.7237
2021-07-28,11.7237
2021-07-29,11.7237
2021-07-30,11.7237
2021-07-31,11.7237
2021-08-01,11.7237
2021-08-02,11.7237
2021-08-03,11.7237
2021-08-04,11.7237
2021-08-05,11.7237
2021-08-06,11.7237
2021-08-07,11.7237
2021-08-08,11.7237
2021-08-09,11.7237
2021-08-10,11.7237
2021-08-11,11.7237
2021-08-12,11.7237
2021-08-13,11.7237
2021-08-14,11.7237
2021-08-15,11.7237
2021-08-16,11.7237
2021-08-17,11.7237
2021-08-18,11.7237
2021-08-19,11.7237
2021-08-20,11.7237
2021-08-21,11.7237
2021-08-22,11.7237
2021-08-23,11.7237
2021-08-24,11.7237
2021-08-25,11.7237
2021-08-26,11.7237
2021-08-27,11.7237
2021-08-28,11.7237
2021-08-29,11.7237
2021-08-30,11.7237
2021-08-31,11.7237
2021-09-01,11.7237
2021-09-02,11.7237
2021-09-03,11.7237
2021-09-04,11.7237
2021-09-05,11.7237
2021-09-06,11.7237
2021-09-07,11.7237
2021-09-08,11.7237
2021-09-09,11.7237
2021-09-10,11.7237
2021-09-11,11.7237
2021-09-12,11.7237
2021-09-13,11.7237
2021-09-14,11.7237
2021-09-15,11.7237
2021-09-16,11.7237
2021-09-17,11.7237
2021-09-18,11.7237
2021-09-19,11.7237
2021-09-20,11.7237
2021-09-21,11.7237
2021-09-22,11.7237
2021-09-23,11.7237
2021-09-24,11.7237
2021-09-25,11.7237
2021-09-26,11.7237
2021-09-27,11.7237
2021-09-28,11.7237
2021-09-29,11.7237
2021-09-30,11.7237
2021-10-01,11.7237
2021-10-02,13.5696
2021-10-03,13.5696
2021-10-04,13.5696
2021-10-05,13.5696
2021-10-06,13.5696
2021-10-07,13.5696
2021-10-08,13.5696
2021-10-09,13.5696
2021-10-10,13.5696
2021-10-11,13.5696
2021-10-12,13.5696
2021-10-13,13.5696
2021-10-14,13.5696
2021-10-15,13.5696
2021-10-16,13.5696
2021-10-17,13.5696
2021-10-18,13.5696
2021-10-19,13.5696
2021-10-20,13.5696
2021-10-21,13.5696
2021-10-22,13.5696
2021-10-23,13.5696
2021-10-24,13.5696
2021-10-25,13.5696
2021-10-26,13.5696
2021-10-27,13.5696
2021-10-28,13.5696
2021-10-29,13.5696
2021-10-30,13.5696
2021-10-31,13.5696
2021-11-01,13.5696
2021-11-02,13.5696
2021-11-03,13.5696
2021-11-04,13.5696
2021-11-05,13.5696
2021-11-06,13.5696
2021-11-07,13.5696
2021-11-08,13.5696
2021-11-09,13.5696
2021-11-10,13.5696
2021-11-11,13.5696
2021-11-12,13.5696
2021-11-13,13.5696
2021-11-14,13.5696
2021-11-15,13.5696
2021-11-16,13.5696
2021-11-17,13.5696
2021-11-18,13.5696
2021-11-19,13.5696
2021-11-20,13.5696
2021-11-21,13.5696
2021-11-22,13.5696
2021-11-23,13.5696
2021-11-24,13.5696
2021-11-25,13.5696
2021-11-26,13.5696
2021-11-27,13.5696
2021-11-28,13.5696
2021-11-29,13.5696
2021-11-30,13.5696
2021-12-01,13.5696
2021-12-02,13.5696
2021-12-03,13.5696
2021-12-04,13.5696
2021-12-05,13.5696
2021-12-06,13.5696
2021-12-07,13.5696
2021-12-08,13.5696
2021-12-09,13.5696
2021-12-10,13.5696
2021-12-11,13.5696
2021-12-12,13.5696
2021-12-13,13.5696
2021-12-14,13.5696
2021-12-15,13.5696
2021-12-16,13.5696
2021-12-17,13.5696
2021-12-18,13.5696
2021-12-19,13.5696
2021-12-20,13.5696
2021-12-21,13.5696
2021-12-22,13.5696
2021-12-23,13.5696
2021-12-24,13.5696
2021-12-25,13.5696
2021-12-26,13.5696
2021-12-27,13.5696
2021-12-28,13.5696
2021-12-29,13.5696
2021-12-30,13.5696
2021-12-31,13.5696
2022-01-01,15.887
2022-01-02,15.887
2022-01-03,15.887
2022-01-04,15.887
2022-01-05,15.887
2022-01-06,15.887
2022-01-07,15.887
2022-01-08,15.887
2022-01-09,15.887
2022-01-10,15.887
2022-01-11,15.887
2022-01-12,15.887
2022-01-13,15.887
2022-01-14,15.887
2022-01-15,15.887
2022-01-16,15.887
2022-01-17,15.887
2022-01-18,15.887
2022-01-19,15.887
2022-01-20,15.887
2022-01-21,15.887
2022-01-22,15.887
2022-01-23,15.887
2022-01-24,15.887
2022-01-25,15.887
2022-01-26,15.887
2022-01-27,15.887
2022-01-28,15.887
2022-01-29,15.887
2022-01-30,15.887
2022-01-31,15.887
2022-02-01,15.887
2022-02-02,15.887
2022-02-03,15.887
2022-02-04,15.887
2022-02-05,15.887
2022-02-06,15.887
2022-02-07,15.887
2022-02-08,15.887
2022-02-09,15.887
2022-02-10,15.887
2022-02-11,15.887
2022-02-12,15.887
2022-02-13,15.887
2022-02-14,15.887
2022-02-15,15.887
2022-02-16,15.887
2022-02-17,15.887
2022-02-18,15.887
2022-02-19,15.887
2022-02-20,15.887
2022-02-21,15.887
2022-02-22,15.887
2022-02-23,15.887
2022-02-24,15.887
2022-02-25,15.887
2022-02-26,15.887
2022-02-27,15.887
2022-02-28,15.887
2022-03-01,15.887
2022-03-02,15.887
2022-03-03,15.887
2022-03-04,15.887
2022-03-05,15.887
2022-03-06,15.887
2022-03-07,15.887
2022-03-08,15.887
2022-03-09,15.887
2022-03-10,15.887
2022-03-11,15.887
2022-03-12,15.887
2022-03-13,15.887
2022-03-14,15.887
2022-03-15,15.887
2022-03-16,15.887
2022-03-17,15.887
2022-03-18,15.887
2022-03-19,15.887
2022-03-20,15.887
2022-03-21,15.887
2022-03-22,15.887
2022-03-23,15.887
2022-03-24,15.887
2022-03-25,15.887
2022-03-26,15.887
2022-03-27,15.887
2022-03-28,15.887
2022-03-29,15.887
2022-03-30,15.887
2022-03-31,15.887
2022-04-01,15.887
2022-04-02,16.5311
2022-04-03,16.5311
2022-04-04,16.5311
2022-04-05,16.5311
2022-04-06,16.5311
2022-04-07,16.5311
2022-04-08,16.5311
2022-04-09,16.5311
2022-04-10,16.5311
2022-04-11,16.5311
2022-04-12,16.5311
2022-04-13,16.5311
2022-04-14,16.5311
2022-04-15,16.5311
2022-04-16,16.5311
2022-04-17,16.5311
2022-04-18,16.5311
2022-04-19,16.5311
2022-04-20,16.5311
2022-04-21,16.5311
2022-04-22,16.5311
2022-04-23,16.5311
2022-04-24,16.5311
2022-04-25,16.5311
2022-04-26,16.5311
2022-04-27,16.5311
2022-04-28,16.5311
2022-04-29,16.5311
2022-04-30,16.5311
2022-05-01,16.5311
2022-05-02,16.5311
2022-05-03,16.5311
2022-05-04,16.5311
2022-05-05,16.5311
2022-05-06,16.5311
2022-05-07,16.5311
2022-05-08,16.5311
2022-05-09,16.5311
2022-05-10,16.5311
2022-05-11,16.5311
2022-05-12,16.5311
2022-05-13,16.5311
2022-05-14,16.5311
2022-05-15,16.5311
2022-05-16,16.5311
2022-05-17,16.5311
2022-05-18,16.5311
2022-05-19,16.5311
2022-05-20,16.5311
2022-05-21,16.5311
2022-05-22,16.5311
2022-05-23,16.5311
2022-05-24,16.5311
2022-05-25,16.5311
2022-05-26,16.5311
2022-05-27,16.5311
2022-05-28,16.5311
2022-05-29,16.5311
2022-05-30,16.5311
2022-05-31,16.5311
2022-06-01,16.5311
2022-06-02,16.5311
2022-06-03,16.5311
2022-06-04,16.5311
2022-06-05,16.5311
2022-06-06,16.5311
2022-06-07,16.5311
2022-06-08,16.5311
2022-06-09,16.5311
2022-06-10,16.5311
2022-06-11,16.5311
2022-06-12,16.5311
2022-06-13,16.5311
2022-06-14,16.5311
2022-06-15,16.5311
2022-06-16,16.5311
2022-06-17,16.5311
2022-06-18,16.5311
2022-06-19,16.5311
2022-06-20,16.5311
2022-06-21,16.5311
2022-06-22,16.5311
2022-06-23,16.5311
2022-06-24,16.5311
2022-06-25,16.5311
2022-06-26,16.5311
2022-06-27,16.5311
2022-06-28,16.5311
2022-06-29,16.5311
2022-06-30,16.5311
2022-07-01,16.5311
2022-07-02,15.9145
2022-07-03,15.9145
2022-07-04,15.9145
2022-07-05,15.9145
2022-07-06,15.9145
2022-07-07,15.9145
2022-07-08,15.9145
2022-07-09,15.9145
2022-07-10,15.9145
2022-07-11,15.9145
2022-07-12,15.9145
2022-07-13,15.9145
2022-07-14,15.9145
2022-07-15,15.9145
2022-07-16,15.9145
2022-07-17,15.9145
2022-07-18,15.9145
2022-07-19,15.9145
2022-07-20,15.9145
2022-07-21,15.9145
2022-07-22,15.9145
2022-07-23,15.9145
2022-07-24,15.9145
2022-07-25,15.9145
2022-07-26,15.9145
2022-07-27,15.9145
2022-07-28,15.9145
2022-07-29,15.9145
2022-07-30,15.9145
2022-07-31,15.9145
2022-08-01,15.9145
2022-08-02,15.9145
2022-08-03,15.9145
2022-08-04,15.9145
2022-08-05,15.9145
2022-08-06,15.9145
2022-08-07,15.9145
2022-08-08,15.9145
2022-08-09,15.9145
2022-08-10,15.9145
2022-08-11,15.9145
2022-08-12,15.9145
2022-08-13,15.9145
2022-08-14,15.9145
2022-08-15,15.9145
2022-08-16,15.9145
2022-08-17,15.9145
2022-08-18,15.9145
2022-08-19,15.9145
2022-08-20,15.9145
2022-08-21,15.9145
2022-08-22,15.9145
2022-08-23,15.9145
2022-08-24,15.9145
2022-08-25,15.9145
2022-08-26,15.9145
2022-08-27,15.9145
2022-08-28,15.9145
2022-08-29,15.9145
2022-08-30,15.9145
2022-08-31,15.9145
2022-09-01,15.9145
2022-09-02,15.9145
2022-09-03,15.9145
2022-09-04,15.9145
2022-09-05,15.9145
2022-09-06,15.9145
2022-09-07,15.9145
2022-09-08,15.9145
2022-09-09,15.9145
2022-09-10,15.9145
2022-09-11,15.9145
2022-09-12,15.9145
2022-09-13,15.9145
2022-09-14,15.9145
2022-09-15,15.9145
2022-09-16,15.9145
2022-09-17,15.9145
2022-09-18,15.9145
2022-09-19,15.9145
2022-09-20,15.9145
2022-09-21,15.9145
2022-09-22,15.9145
2022-09-23,15.9145
2022-09-24,15.9145
2022-09-25,15.9145
2022-09-26,15.9145
2022-09-27,15.9145
2022-09-28,15.9145
2022-09-29,15.9145
2022-09-30,15.9145
2022-10-01,14.5077
2022-10-02,14.5077
2022-10-03,14.5077
2022-10-04,14.5077
2022-10-05,14.5077
2022-10-06,14.5077
2022-10-07,14.5077
2022-10-08,14.5077
2022-10-09,14.5077
2022-10-10,14.5077
2022-10-11,14.5077
2022-10-12,14.5077
2022-10-13,14.5077
2022-10-14,14.5077
2022-10-15,14.5077
2022-10-16,14.5077
2022-10-17,14.5077
2022-10-18,14.5077
2022-10-19,14.5077
2022-10-20,14.5077
2022-10-21,14.5077
2022-10-22,14.5077
2022-10-23,14.5077
2022-10-24,14.5077
2022-10-25,14.5077
2022-10-26,14.5077
2022-10-27,14.5077
2022-10-28,14.5077
2022-10-29,14.5077
2022-10-30,14.5077
2022-10-31,14.5077
2022-11-01,14.5077
2022-11-02,14.5077
2022-11-03,14.5077
2022-11-04,14.5077
2022-11-05,14.5077
2022-11-06,14.5077
2022-11-07,14.5077
2022-11-08,14.5077
2022-11-09,14.5077
2022-11-10,14.5077
2022-11-11,14.5077
2022-11-12,14.5077
2022-11-13,14.5077
2022-11-14,14.5077
2022-11-15,14.5077
2022-11-16,14.5077
2022-11-17,14.5077
2022-11-18,14.5077
2022-11-19,14.5077
2022-11-20,14.5077
2022-11-21,14.5077
2022-11-22,14.5077
2022-11-23,14.5077
2022-11-24,14.5077
2022-11-25,14.5077
2022-11-26,14.5077
2022-11-27,14.5077
2022-11-28,14.5077
2022-11-29,14.5077
2022-11-30,14.5077
2022-12-01,14.5077
2022-12-02,14.5077
2022-12-03,14.5077
2022-12-04,14.5077
2022-12-05,14.5077
2022-12-06,14.5077
2022-12-07,14.5077
2022-12-08,14.5077
2022-12-09,14.5077
2022-12-10,14.5077
2022-12-11,14.5077
2022-12-12,14.5077
2022-12-13,14.5077
2022-12-14,14.5077
2022-12-15,14.5077
2022-12-16,14.5077
2022-12-17,14.5077
2022-12-18,14.5077
2022-12-19,14.5077
2022-12-20,14.5077
2022-12-21,14.5077
2022-12-22,14.5077
2022-12-23,14.5077
2022-12-24,14.5077
2022-12-25,14.5077
2022-12-26,14.5077
2022-12-27,14.5077
2022-12-28,14.5077
2022-12-29,14.5077
2022-12-30,14.5077
2022-12-31,13.0852
2023-01-01,13.0852
2023-01-02,13.0852
2023-01-03,13.0852
2023-01-04,13.0852
2023-01-05,13.0852
2023-01-06,13.0852
2023-01-07,13.0852
2023-01-08,13.0852
2023-01-09,13.0852
2023-01-10,13.0852
2023-01-11,13.0852
2023-01-12,13.0852
2023-01-13,13.0852
2023-01-14,13.0852
2023-01-15,13.0852
2023-01-16,13.0852
2023-01-17,13.0852
2023-01-18,13.0852
2023-01-19,13.0852
2023-01-20,13.0852
2023-01-21,13.0852
2023-01-22,13.0852
2023-01-23,13.0852
2023-01-24,13.0852
2023-01-25,13.0852
2023-01-26,13.0852
2023-01-27,13.0852
2023-01-28,13.0852
2023-01-29,13.0852
2023-01-30,13.0852
2023-01-31,13.0852
2023-02-01,13.0852
2023-02-02,13.0852
2023-02-03,13.0852
2023-02-04,13.0852
2023-02-05,13.0852
2023-02-06,13.0852
2023-02-07,13.0852
2023-02-08,13.0852
2023-02-09,13.0852
2023-02-10,13.0852
2023-02-11,13.0852
2023-02-12,13.0852
2023-02-13,13.0852
2023-02-14,13.0852
2023-02-15,13.0852
2023-02-16,13.0852
2023-02-17,13.0852
2023-02-18,13.0852
2023-02-19,13.0852
2023-02-20,13.0852
2023-02-21,13.0852
2023-02-22,13.0852
2023-02-23,13.0852
2023-02-24,13.0852
2023-02-25,13.0852
2023-02-26,13.0852
2023-02-27,13.0852
2023-02-28,13.0852
2023-03-01,13.0852
2023-03-02,13.0852
2023-03-03,13.0852
2023-03-04,13.0852
2023-03-05,13.0852
2023-03-06,13.0852
2023-03-07,13.0852
2023-03-08,13.0852
2023-03-09,13.0852
2023-03-10,13.0852
2023-03-11,13.0852
2023-03-12,13.0852
2023-03-13,13.0852
2023-03-14,13.0852
2023-03-15,13.0852
2023-03-16,13.0852
