,EA US Equity
,RETURN_COM_EQY
2020-01-01,44.9885
2020-01-02,44.9885
2020-01-03,44.9885
2020-01-04,44.9885
2020-01-05,44.9885
2020-01-06,44.9885
2020-01-07,44.9885
2020-01-08,44.9885
2020-01-09,44.9885
2020-01-10,44.9885
2020-01-11,44.9885
2020-01-12,44.9885
2020-01-13,44.9885
2020-01-14,44.9885
2020-01-15,44.9885
2020-01-16,44.9885
2020-01-17,44.9885
2020-01-18,44.9885
2020-01-19,44.9885
2020-01-20,44.9885
2020-01-21,44.9885
2020-01-22,44.9885
2020-01-23,44.9885
2020-01-24,44.9885
2020-01-25,44.9885
2020-01-26,44.9885
2020-01-27,44.9885
2020-01-28,44.9885
2020-01-29,44.9885
2020-01-30,44.9885
2020-01-31,44.9885
2020-02-01,44.9885
2020-02-02,44.9885
2020-02-03,44.9885
2020-02-04,44.9885
2020-02-05,44.9885
2020-02-06,44.9885
2020-02-07,44.9885
2020-02-08,44.9885
2020-02-09,44.9885
2020-02-10,44.9885
2020-02-11,44.9885
2020-02-12,44.9885
2020-02-13,44.9885
2020-02-14,44.9885
2020-02-15,44.9885
2020-02-16,44.9885
2020-02-17,44.9885
2020-02-18,44.9885
2020-02-19,44.9885
2020-02-20,44.9885
2020-02-21,44.9885
2020-02-22,44.9885
2020-02-23,44.9885
2020-02-24,44.9885
2020-02-25,44.9885
2020-02-26,44.9885
2020-02-27,44.9885
2020-02-28,44.9885
2020-02-29,44.9885
2020-03-01,44.9885
2020-03-02,44.9885
2020-03-03,44.9885
2020-03-04,44.9885
2020-03-05,44.9885
2020-03-06,44.9885
2020-03-07,44.9885
2020-03-08,44.9885
2020-03-09,44.9885
2020-03-10,44.9885
2020-03-11,44.9885
2020-03-12,44.9885
2020-03-13,44.9885
2020-03-14,44.9885
2020-03-15,44.9885
2020-03-16,44.9885
2020-03-17,44.9885
2020-03-18,44.9885
2020-03-19,44.9885
2020-03-20,44.9885
2020-03-21,44.9885
2020-03-22,44.9885
2020-03-23,44.9885
2020-03-24,44.9885
2020-03-25,44.9885
2020-03-26,44.9885
2020-03-27,44.9885
2020-03-28,44.9885
2020-03-29,44.9885
2020-03-30,44.9885
2020-03-31,47.5141
2020-04-01,47.5141
2020-04-02,47.5141
2020-04-03,47.5141
2020-04-04,47.5141
2020-04-05,47.5141
2020-04-06,47.5141
2020-04-07,47.5141
2020-04-08,47.5141
2020-04-09,47.5141
2020-04-10,47.5141
2020-04-11,47.5141
2020-04-12,47.5141
2020-04-13,47.5141
2020-04-14,47.5141
2020-04-15,47.5141
2020-04-16,47.5141
2020-04-17,47.5141
2020-04-18,47.5141
2020-04-19,47.5141
2020-04-20,47.5141
2020-04-21,47.5141
2020-04-22,47.5141
2020-04-23,47.5141
2020-04-24,47.5141
2020-04-25,47.5141
2020-04-26,47.5141
2020-04-27,47.5141
2020-04-28,47.5141
2020-04-29,47.5141
2020-04-30,47.5141
2020-05-01,47.5141
2020-05-02,47.5141
2020-05-03,47.5141
2020-05-04,47.5141
2020-05-05,47.5141
2020-05-06,47.5141
2020-05-07,47.5141
2020-05-08,47.5141
2020-05-09,47.5141
2020-05-10,47.5141
2020-05-11,47.5141
2020-05-12,47.5141
2020-05-13,47.5141
2020-05-14,47.5141
2020-05-15,47.5141
2020-05-16,47.5141
2020-05-17,47.5141
2020-05-18,47.5141
2020-05-19,47.5141
2020-05-20,47.5141
2020-05-21,47.5141
2020-05-22,47.5141
2020-05-23,47.5141
2020-05-24,47.5141
2020-05-25,47.5141
2020-05-26,47.5141
2020-05-27,47.5141
2020-05-28,47.5141
2020-05-29,47.5141
2020-05-30,47.5141
2020-05-31,47.5141
2020-06-01,47.5141
2020-06-02,47.5141
2020-06-03,47.5141
2020-06-04,47.5141
2020-06-05,47.5141
2020-06-06,47.5141
2020-06-07,47.5141
2020-06-08,47.5141
2020-06-09,47.5141
2020-06-10,47.5141
2020-06-11,47.5141
2020-06-12,47.5141
2020-06-13,47.5141
2020-06-14,47.5141
2020-06-15,47.5141
2020-06-16,47.5141
2020-06-17,47.5141
2020-06-18,47.5141
2020-06-19,47.5141
2020-06-20,47.5141
2020-06-21,47.5141
2020-06-22,47.5141
2020-06-23,47.5141
2020-06-24,47.5141
2020-06-25,47.5141
2020-06-26,47.5141
2020-06-27,47.5141
2020-06-28,47.5141
2020-06-29,47.5141
2020-06-30,27.7984
2020-07-01,27.7984
2020-07-02,27.7984
2020-07-03,27.7984
2020-07-04,27.7984
2020-07-05,27.7984
2020-07-06,27.7984
2020-07-07,27.7984
2020-07-08,27.7984
2020-07-09,27.7984
2020-07-10,27.7984
2020-07-11,27.7984
2020-07-12,27.7984
2020-07-13,27.7984
2020-07-14,27.7984
2020-07-15,27.7984
2020-07-16,27.7984
2020-07-17,27.7984
2020-07-18,27.7984
2020-07-19,27.7984
2020-07-20,27.7984
2020-07-21,27.7984
2020-07-22,27.7984
2020-07-23,27.7984
2020-07-24,27.7984
2020-07-25,27.7984
2020-07-26,27.7984
2020-07-27,27.7984
2020-07-28,27.7984
2020-07-29,27.7984
2020-07-30,27.7984
2020-07-31,27.7984
2020-08-01,27.7984
2020-08-02,27.7984
2020-08-03,27.7984
2020-08-04,27.7984
2020-08-05,27.7984
2020-08-06,27.7984
2020-08-07,27.7984
2020-08-08,27.7984
2020-08-09,27.7984
2020-08-10,27.7984
2020-08-11,27.7984
2020-08-12,27.7984
2020-08-13,27.7984
2020-08-14,27.7984
2020-08-15,27.7984
2020-08-16,27.7984
