,STLD US Equity
2020-03-23,16.7547
2020-03-24,16.7547
2020-03-25,16.7547
2020-03-26,16.7547
2020-03-27,16.7547
2020-03-28,16.7547
2020-03-29,16.7547
2020-03-30,16.7547
2020-03-31,16.108
2020-04-01,16.108
2020-04-02,16.108
2020-04-03,16.108
2020-04-04,16.108
2020-04-05,16.108
2020-04-06,16.108
2020-04-07,16.108
2020-04-08,16.108
2020-04-09,16.108
2020-04-10,16.108
2020-04-11,16.108
2020-04-12,16.108
2020-04-13,16.108
2020-04-14,16.108
2020-04-15,16.108
2020-04-16,16.108
2020-04-17,16.108
2020-04-18,16.108
2020-04-19,16.108
2020-04-20,16.108
2020-04-21,16.108
2020-04-22,16.108
2020-04-23,16.108
2020-04-24,16.108
2020-04-25,16.108
2020-04-26,16.108
2020-04-27,16.108
2020-04-28,16.108
2020-04-29,16.108
2020-04-30,16.108
2020-05-01,16.108
2020-05-02,16.108
2020-05-03,16.108
2020-05-04,16.108
2020-05-05,16.108
2020-05-06,16.108
2020-05-07,16.108
2020-05-08,16.108
2020-05-09,16.108
2020-05-10,16.108
2020-05-11,16.108
2020-05-12,16.108
2020-05-13,16.108
2020-05-14,16.108
2020-05-15,16.108
2020-05-16,16.108
2020-05-17,16.108
2020-05-18,16.108
2020-05-19,16.108
2020-05-20,16.108
2020-05-21,16.108
2020-05-22,16.108
2020-05-23,16.108
2020-05-24,16.108
2020-05-25,16.108
2020-05-26,16.108
2020-05-27,16.108
2020-05-28,16.108
2020-05-29,16.108
2020-05-30,16.108
2020-05-31,16.108
2020-06-01,16.108
2020-06-02,16.108
2020-06-03,16.108
2020-06-04,16.108
2020-06-05,16.108
2020-06-06,16.108
2020-06-07,16.108
2020-06-08,16.108
2020-06-09,16.108
2020-06-10,16.108
2020-06-11,16.108
2020-06-12,16.108
2020-06-13,16.108
2020-06-14,16.108
2020-06-15,16.108
2020-06-16,16.108
2020-06-17,16.108
2020-06-18,16.108
2020-06-19,16.108
2020-06-20,16.108
2020-06-21,16.108
2020-06-22,16.108
2020-06-23,16.108
2020-06-24,16.108
2020-06-25,16.108
2020-06-26,16.108
2020-06-27,16.108
2020-06-28,16.108
2020-06-29,16.108
2020-06-30,13.0408
2020-07-01,13.0408
2020-07-02,13.0408
2020-07-03,13.0408
2020-07-04,13.0408
2020-07-05,13.0408
2020-07-06,13.0408
2020-07-07,13.0408
2020-07-08,13.0408
2020-07-09,13.0408
2020-07-10,13.0408
2020-07-11,13.0408
2020-07-12,13.0408
2020-07-13,13.0408
2020-07-14,13.0408
2020-07-15,13.0408
2020-07-16,13.0408
2020-07-17,13.0408
2020-07-18,13.0408
2020-07-19,13.0408
2020-07-20,13.0408
2020-07-21,13.0408
2020-07-22,13.0408
2020-07-23,13.0408
2020-07-24,13.0408
2020-07-25,13.0408
2020-07-26,13.0408
2020-07-27,13.0408
2020-07-28,13.0408
2020-07-29,13.0408
2020-07-30,13.0408
2020-07-31,13.0408
2020-08-01,13.0408
2020-08-02,13.0408
2020-08-03,13.0408
2020-08-04,13.0408
2020-08-05,13.0408
2020-08-06,13.0408
2020-08-07,13.0408
2020-08-08,13.0408
2020-08-09,13.0408
2020-08-10,13.0408
2020-08-11,13.0408
2020-08-12,13.0408
2020-08-13,13.0408
2020-08-14,13.0408
2020-08-15,13.0408
2020-08-16,13.0408
2020-08-17,13.0408
2020-08-18,13.0408
2020-08-19,13.0408
2020-08-20,13.0408
2020-08-21,13.0408
2020-08-22,13.0408
2020-08-23,13.0408
2020-08-24,13.0408
2020-08-25,13.0408
2020-08-26,13.0408
2020-08-27,13.0408
2020-08-28,13.0408
2020-08-29,13.0408
2020-08-30,13.0408
2020-08-31,13.0408
2020-09-01,13.0408
2020-09-02,13.0408
2020-09-03,13.0408
2020-09-04,13.0408
2020-09-05,13.0408
2020-09-06,13.0408
2020-09-07,13.0408
2020-09-08,13.0408
2020-09-09,13.0408
2020-09-10,13.0408
2020-09-11,13.0408
2020-09-12,13.0408
2020-09-13,13.0408
2020-09-14,13.0408
2020-09-15,13.0408
2020-09-16,13.0408
2020-09-17,13.0408
2020-09-18,13.0408
2020-09-19,13.0408
2020-09-20,13.0408
2020-09-21,13.0408
2020-09-22,13.0408
2020-09-23,13.0408
2020-09-24,13.0408
2020-09-25,13.0408
2020-09-26,13.0408
2020-09-27,13.0408
2020-09-28,13.0408
2020-09-29,13.0408
2020-09-30,11.732
2020-10-01,11.732
2020-10-02,11.732
2020-10-03,11.732
2020-10-04,11.732
2020-10-05,11.732
2020-10-06,11.732
2020-10-07,11.732
2020-10-08,11.732
2020-10-09,11.732
2020-10-10,11.732
2020-10-11,11.732
2020-10-12,11.732
2020-10-13,11.732
2020-10-14,11.732
2020-10-15,11.732
2020-10-16,11.732
2020-10-17,11.732
2020-10-18,11.732
2020-10-19,11.732
2020-10-20,11.732
2020-10-21,11.732
2020-10-22,11.732
2020-10-23,11.732
2020-10-24,11.732
2020-10-25,11.732
2020-10-26,11.732
2020-10-27,11.732
2020-10-28,11.732
2020-10-29,11.732
2020-10-30,11.732
2020-10-31,11.732
2020-11-01,11.732
2020-11-02,11.732
2020-11-03,11.732
2020-11-04,11.732
2020-11-05,11.732
2020-11-06,11.732
2020-11-07,11.732
2020-11-08,11.732
2020-11-09,11.732
2020-11-10,11.732
2020-11-11,11.732
2020-11-12,11.732
2020-11-13,11.732
2020-11-14,11.732
2020-11-15,11.732
2020-11-16,11.732
2020-11-17,11.732
2020-11-18,11.732
2020-11-19,11.732
2020-11-20,11.732
2020-11-21,11.732
2020-11-22,11.732
2020-11-23,11.732
2020-11-24,11.732
2020-11-25,11.732
2020-11-26,11.732
2020-11-27,11.732
2020-11-28,11.732
2020-11-29,11.732
2020-11-30,11.732
2020-12-01,11.732
2020-12-02,11.732
2020-12-03,11.732
2020-12-04,11.732
2020-12-05,11.732
2020-12-06,11.732
2020-12-07,11.732
2020-12-08,11.732
2020-12-09,11.732
2020-12-10,11.732
2020-12-11,11.732
2020-12-12,11.732
2020-12-13,11.732
2020-12-14,11.732
2020-12-15,11.732
2020-12-16,11.732
2020-12-17,11.732
2020-12-18,11.732
2020-12-19,11.732
2020-12-20,11.732
2020-12-21,11.732
2020-12-22,11.732
2020-12-23,11.732
2020-12-24,11.732
2020-12-25,11.732
2020-12-26,11.732
2020-12-27,11.732
2020-12-28,11.732
2020-12-29,11.732
2020-12-30,11.732
2020-12-31,13.0821
2021-01-01,13.0821
2021-01-02,13.0821
2021-01-03,13.0821
2021-01-04,13.0821
2021-01-05,13.0821
2021-01-06,13.0821
2021-01-07,13.0821
2021-01-08,13.0821
2021-01-09,13.0821
2021-01-10,13.0821
2021-01-11,13.0821
2021-01-12,13.0821
2021-01-13,13.0821
2021-01-14,13.0821
2021-01-15,13.0821
2021-01-16,13.0821
2021-01-17,13.0821
2021-01-18,13.0821
2021-01-19,13.0821
2021-01-20,13.0821
2021-01-21,13.0821
2021-01-22,13.0821
2021-01-23,13.0821
2021-01-24,13.0821
2021-01-25,13.0821
2021-01-26,13.0821
2021-01-27,13.0821
2021-01-28,13.0821
2021-01-29,13.0821
2021-01-30,13.0821
2021-01-31,13.0821
2021-02-01,13.0821
2021-02-02,13.0821
2021-02-03,13.0821
2021-02-04,13.0821
2021-02-05,13.0821
2021-02-06,13.0821
2021-02-07,13.0821
2021-02-08,13.0821
2021-02-09,13.0821
2021-02-10,13.0821
2021-02-11,13.0821
2021-02-12,13.0821
2021-02-13,13.0821
2021-02-14,13.0821
2021-02-15,13.0821
2021-02-16,13.0821
2021-02-17,13.0821
2021-02-18,13.0821
2021-02-19,13.0821
2021-02-20,13.0821
2021-02-21,13.0821
2021-02-22,13.0821
2021-02-23,13.0821
2021-02-24,13.0821
2021-02-25,13.0821
2021-02-26,13.0821
2021-02-27,13.0821
2021-02-28,13.0821
2021-03-01,13.0821
2021-03-02,13.0821
2021-03-03,13.0821
2021-03-04,13.0821
2021-03-05,13.0821
2021-03-06,13.0821
2021-03-07,13.0821
2021-03-08,13.0821
2021-03-09,13.0821
2021-03-10,13.0821
2021-03-11,13.0821
2021-03-12,13.0821
2021-03-13,13.0821
2021-03-14,13.0821
2021-03-15,13.0821
2021-03-16,13.0821
2021-03-17,13.0821
2021-03-18,13.0821
2021-03-19,13.0821
2021-03-20,13.0821
2021-03-21,13.0821
2021-03-22,13.0821
2021-03-23,13.0821
2021-03-24,13.0821
2021-03-25,13.0821
2021-03-26,13.0821
2021-03-27,13.0821
2021-03-28,13.0821
2021-03-29,13.0821
2021-03-30,13.0821
2021-03-31,17.9588
2021-04-01,17.9588
2021-04-02,17.9588
2021-04-03,17.9588
2021-04-04,17.9588
2021-04-05,17.9588
2021-04-06,17.9588
2021-04-07,17.9588
2021-04-08,17.9588
2021-04-09,17.9588
2021-04-10,17.9588
2021-04-11,17.9588
2021-04-12,17.9588
2021-04-13,17.9588
2021-04-14,17.9588
2021-04-15,17.9588
2021-04-16,17.9588
2021-04-17,17.9588
2021-04-18,17.9588
2021-04-19,17.9588
2021-04-20,17.9588
2021-04-21,17.9588
2021-04-22,17.9588
2021-04-23,17.9588
2021-04-24,17.9588
2021-04-25,17.9588
2021-04-26,17.9588
2021-04-27,17.9588
2021-04-28,17.9588
2021-04-29,17.9588
2021-04-30,17.9588
2021-05-01,17.9588
2021-05-02,17.9588
2021-05-03,17.9588
2021-05-04,17.9588
2021-05-05,17.9588
2021-05-06,17.9588
2021-05-07,17.9588
2021-05-08,17.9588
2021-05-09,17.9588
2021-05-10,17.9588
2021-05-11,17.9588
2021-05-12,17.9588
2021-05-13,17.9588
2021-05-14,17.9588
2021-05-15,17.9588
2021-05-16,17.9588
2021-05-17,17.9588
2021-05-18,17.9588
2021-05-19,17.9588
2021-05-20,17.9588
2021-05-21,17.9588
2021-05-22,17.9588
2021-05-23,17.9588
2021-05-24,17.9588
2021-05-25,17.9588
2021-05-26,17.9588
2021-05-27,17.9588
2021-05-28,17.9588
2021-05-29,17.9588
2021-05-30,17.9588
2021-05-31,17.9588
2021-06-01,17.9588
2021-06-02,17.9588
2021-06-03,17.9588
2021-06-04,17.9588
2021-06-05,17.9588
2021-06-06,17.9588
2021-06-07,17.9588
2021-06-08,17.9588
2021-06-09,17.9588
2021-06-10,17.9588
2021-06-11,17.9588
2021-06-12,17.9588
2021-06-13,17.9588
2021-06-14,17.9588
2021-06-15,17.9588
2021-06-16,17.9588
2021-06-17,17.9588
2021-06-18,17.9588
2021-06-19,17.9588
2021-06-20,17.9588
2021-06-21,17.9588
2021-06-22,17.9588
2021-06-23,17.9588
2021-06-24,17.9588
2021-06-25,17.9588
2021-06-26,17.9588
2021-06-27,17.9588
2021-06-28,17.9588
2021-06-29,17.9588
2021-06-30,31.0033
2021-07-01,31.0033
2021-07-02,31.0033
2021-07-03,31.0033
2021-07-04,31.0033
2021-07-05,31.0033
2021-07-06,31.0033
2021-07-07,31.0033
2021-07-08,31.0033
2021-07-09,31.0033
2021-07-10,31.0033
2021-07-11,31.0033
2021-07-12,31.0033
2021-07-13,31.0033
2021-07-14,31.0033
2021-07-15,31.0033
2021-07-16,31.0033
2021-07-17,31.0033
2021-07-18,31.0033
2021-07-19,31.0033
2021-07-20,31.0033
2021-07-21,31.0033
2021-07-22,31.0033
2021-07-23,31.0033
2021-07-24,31.0033
2021-07-25,31.0033
2021-07-26,31.0033
2021-07-27,31.0033
2021-07-28,31.0033
2021-07-29,31.0033
2021-07-30,31.0033
2021-07-31,31.0033
2021-08-01,31.0033
2021-08-02,31.0033
2021-08-03,31.0033
2021-08-04,31.0033
2021-08-05,31.0033
2021-08-06,31.0033
2021-08-07,31.0033
2021-08-08,31.0033
2021-08-09,31.0033
2021-08-10,31.0033
2021-08-11,31.0033
2021-08-12,31.0033
2021-08-13,31.0033
2021-08-14,31.0033
2021-08-15,31.0033
2021-08-16,31.0033
2021-08-17,31.0033
2021-08-18,31.0033
2021-08-19,31.0033
2021-08-20,31.0033
2021-08-21,31.0033
2021-08-22,31.0033
2021-08-23,31.0033
2021-08-24,31.0033
2021-08-25,31.0033
2021-08-26,31.0033
2021-08-27,31.0033
2021-08-28,31.0033
2021-08-29,31.0033
2021-08-30,31.0033
2021-08-31,31.0033
2021-09-01,31.0033
2021-09-02,31.0033
2021-09-03,31.0033
2021-09-04,31.0033
2021-09-05,31.0033
2021-09-06,31.0033
2021-09-07,31.0033
2021-09-08,31.0033
2021-09-09,31.0033
2021-09-10,31.0033
2021-09-11,31.0033
2021-09-12,31.0033
2021-09-13,31.0033
2021-09-14,31.0033
2021-09-15,31.0033
2021-09-16,31.0033
2021-09-17,31.0033
2021-09-18,31.0033
2021-09-19,31.0033
2021-09-20,31.0033
2021-09-21,31.0033
2021-09-22,31.0033
2021-09-23,31.0033
2021-09-24,31.0033
2021-09-25,31.0033
2021-09-26,31.0033
2021-09-27,31.0033
2021-09-28,31.0033
2021-09-29,31.0033
2021-09-30,47.1277
2021-10-01,47.1277
2021-10-02,47.1277
2021-10-03,47.1277
2021-10-04,47.1277
2021-10-05,47.1277
2021-10-06,47.1277
2021-10-07,47.1277
2021-10-08,47.1277
2021-10-09,47.1277
2021-10-10,47.1277
2021-10-11,47.1277
2021-10-12,47.1277
2021-10-13,47.1277
2021-10-14,47.1277
2021-10-15,47.1277
2021-10-16,47.1277
2021-10-17,47.1277
2021-10-18,47.1277
2021-10-19,47.1277
2021-10-20,47.1277
2021-10-21,47.1277
2021-10-22,47.1277
2021-10-23,47.1277
2021-10-24,47.1277
2021-10-25,47.1277
2021-10-26,47.1277
2021-10-27,47.1277
2021-10-28,47.1277
2021-10-29,47.1277
2021-10-30,47.1277
2021-10-31,47.1277
2021-11-01,47.1277
2021-11-02,47.1277
2021-11-03,47.1277
2021-11-04,47.1277
2021-11-05,47.1277
2021-11-06,47.1277
2021-11-07,47.1277
2021-11-08,47.1277
2021-11-09,47.1277
2021-11-10,47.1277
2021-11-11,47.1277
2021-11-12,47.1277
2021-11-13,47.1277
2021-11-14,47.1277
2021-11-15,47.1277
2021-11-16,47.1277
2021-11-17,47.1277
2021-11-18,47.1277
2021-11-19,47.1277
2021-11-20,47.1277
2021-11-21,47.1277
2021-11-22,47.1277
2021-11-23,47.1277
2021-11-24,47.1277
2021-11-25,47.1277
2021-11-26,47.1277
2021-11-27,47.1277
2021-11-28,47.1277
2021-11-29,47.1277
2021-11-30,47.1277
2021-12-01,47.1277
2021-12-02,47.1277
2021-12-03,47.1277
2021-12-04,47.1277
2021-12-05,47.1277
2021-12-06,47.1277
2021-12-07,47.1277
2021-12-08,47.1277
2021-12-09,47.1277
2021-12-10,47.1277
2021-12-11,47.1277
2021-12-12,47.1277
2021-12-13,47.1277
2021-12-14,47.1277
2021-12-15,47.1277
2021-12-16,47.1277
2021-12-17,47.1277
2021-12-18,47.1277
2021-12-19,47.1277
2021-12-20,47.1277
2021-12-21,47.1277
2021-12-22,47.1277
2021-12-23,47.1277
2021-12-24,47.1277
2021-12-25,47.1277
2021-12-26,47.1277
2021-12-27,47.1277
2021-12-28,47.1277
2021-12-29,47.1277
2021-12-30,47.1277
2021-12-31,60.3592
2022-01-01,60.3592
2022-01-02,60.3592
2022-01-03,60.3592
2022-01-04,60.3592
2022-01-05,60.3592
2022-01-06,60.3592
2022-01-07,60.3592
2022-01-08,60.3592
2022-01-09,60.3592
2022-01-10,60.3592
2022-01-11,60.3592
2022-01-12,60.3592
2022-01-13,60.3592
2022-01-14,60.3592
2022-01-15,60.3592
2022-01-16,60.3592
2022-01-17,60.3592
2022-01-18,60.3592
2022-01-19,60.3592
2022-01-20,60.3592
2022-01-21,60.3592
2022-01-22,60.3592
2022-01-23,60.3592
2022-01-24,60.3592
2022-01-25,60.3592
2022-01-26,60.3592
2022-01-27,60.3592
2022-01-28,60.3592
2022-01-29,60.3592
2022-01-30,60.3592
2022-01-31,60.3592
2022-02-01,60.3592
2022-02-02,60.3592
2022-02-03,60.3592
2022-02-04,60.3592
2022-02-05,60.3592
2022-02-06,60.3592
2022-02-07,60.3592
2022-02-08,60.3592
2022-02-09,60.3592
2022-02-10,60.3592
2022-02-11,60.3592
2022-02-12,60.3592
2022-02-13,60.3592
2022-02-14,60.3592
2022-02-15,60.3592
2022-02-16,60.3592
2022-02-17,60.3592
2022-02-18,60.3592
2022-02-19,60.3592
2022-02-20,60.3592
2022-02-21,60.3592
2022-02-22,60.3592
2022-02-23,60.3592
2022-02-24,60.3592
2022-02-25,60.3592
2022-02-26,60.3592
2022-02-27,60.3592
2022-02-28,60.3592
2022-03-01,60.3592
2022-03-02,60.3592
2022-03-03,60.3592
2022-03-04,60.3592
2022-03-05,60.3592
2022-03-06,60.3592
2022-03-07,60.3592
2022-03-08,60.3592
2022-03-09,60.3592
2022-03-10,60.3592
2022-03-11,60.3592
2022-03-12,60.3592
2022-03-13,60.3592
2022-03-14,60.3592
2022-03-15,60.3592
2022-03-16,60.3592
2022-03-17,60.3592
2022-03-18,60.3592
2022-03-19,60.3592
2022-03-20,60.3592
2022-03-21,60.3592
2022-03-22,60.3592
2022-03-23,60.3592
2022-03-24,60.3592
2022-03-25,60.3592
2022-03-26,60.3592
2022-03-27,60.3592
2022-03-28,60.3592
2022-03-29,60.3592
2022-03-30,60.3592
2022-03-31,66.4918
2022-04-01,66.4918
2022-04-02,66.4918
2022-04-03,66.4918
2022-04-04,66.4918
2022-04-05,66.4918
2022-04-06,66.4918
2022-04-07,66.4918
2022-04-08,66.4918
2022-04-09,66.4918
2022-04-10,66.4918
2022-04-11,66.4918
2022-04-12,66.4918
2022-04-13,66.4918
2022-04-14,66.4918
2022-04-15,66.4918
2022-04-16,66.4918
2022-04-17,66.4918
2022-04-18,66.4918
2022-04-19,66.4918
2022-04-20,66.4918
2022-04-21,66.4918
2022-04-22,66.4918
2022-04-23,66.4918
2022-04-24,66.4918
2022-04-25,66.4918
2022-04-26,66.4918
2022-04-27,66.4918
2022-04-28,66.4918
2022-04-29,66.4918
2022-04-30,66.4918
2022-05-01,66.4918
2022-05-02,66.4918
2022-05-03,66.4918
2022-05-04,66.4918
2022-05-05,66.4918
2022-05-06,66.4918
2022-05-07,66.4918
2022-05-08,66.4918
2022-05-09,66.4918
2022-05-10,66.4918
2022-05-11,66.4918
2022-05-12,66.4918
2022-05-13,66.4918
2022-05-14,66.4918
2022-05-15,66.4918
2022-05-16,66.4918
2022-05-17,66.4918
2022-05-18,66.4918
2022-05-19,66.4918
2022-05-20,66.4918
2022-05-21,66.4918
2022-05-22,66.4918
2022-05-23,66.4918
2022-05-24,66.4918
2022-05-25,66.4918
2022-05-26,66.4918
2022-05-27,66.4918
2022-05-28,66.4918
2022-05-29,66.4918
2022-05-30,66.4918
2022-05-31,66.4918
2022-06-01,66.4918
2022-06-02,66.4918
2022-06-03,66.4918
2022-06-04,66.4918
2022-06-05,66.4918
2022-06-06,66.4918
2022-06-07,66.4918
2022-06-08,66.4918
2022-06-09,66.4918
2022-06-10,66.4918
2022-06-11,66.4918
2022-06-12,66.4918
2022-06-13,66.4918
2022-06-14,66.4918
2022-06-15,66.4918
2022-06-16,66.4918
2022-06-17,66.4918
2022-06-18,66.4918
2022-06-19,66.4918
2022-06-20,66.4918
2022-06-21,66.4918
2022-06-22,66.4918
2022-06-23,66.4918
2022-06-24,66.4918
2022-06-25,66.4918
2022-06-26,66.4918
2022-06-27,66.4918
2022-06-28,66.4918
2022-06-29,66.4918
2022-06-30,69.7112
2022-07-01,69.7112
2022-07-02,69.7112
2022-07-03,69.7112
2022-07-04,69.7112
2022-07-05,69.7112
2022-07-06,69.7112
2022-07-07,69.7112
2022-07-08,69.7112
2022-07-09,69.7112
2022-07-10,69.7112
2022-07-11,69.7112
2022-07-12,69.7112
2022-07-13,69.7112
2022-07-14,69.7112
2022-07-15,69.7112
2022-07-16,69.7112
2022-07-17,69.7112
2022-07-18,69.7112
2022-07-19,69.7112
2022-07-20,69.7112
2022-07-21,69.7112
2022-07-22,69.7112
2022-07-23,69.7112
2022-07-24,69.7112
2022-07-25,69.7112
2022-07-26,69.7112
2022-07-27,69.7112
2022-07-28,69.7112
2022-07-29,69.7112
2022-07-30,69.7112
2022-07-31,69.7112
2022-08-01,69.7112
2022-08-02,69.7112
2022-08-03,69.7112
2022-08-04,69.7112
2022-08-05,69.7112
2022-08-06,69.7112
2022-08-07,69.7112
2022-08-08,69.7112
2022-08-09,69.7112
2022-08-10,69.7112
2022-08-11,69.7112
2022-08-12,69.7112
2022-08-13,69.7112
2022-08-14,69.7112
2022-08-15,69.7112
2022-08-16,69.7112
2022-08-17,69.7112
2022-08-18,69.7112
2022-08-19,69.7112
2022-08-20,69.7112
2022-08-21,69.7112
2022-08-22,69.7112
2022-08-23,69.7112
2022-08-24,69.7112
2022-08-25,69.7112
2022-08-26,69.7112
2022-08-27,69.7112
2022-08-28,69.7112
2022-08-29,69.7112
2022-08-30,69.7112
2022-08-31,69.7112
2022-09-01,69.7112
2022-09-02,69.7112
2022-09-03,69.7112
2022-09-04,69.7112
2022-09-05,69.7112
2022-09-06,69.7112
2022-09-07,69.7112
2022-09-08,69.7112
2022-09-09,69.7112
2022-09-10,69.7112
2022-09-11,69.7112
2022-09-12,69.7112
2022-09-13,69.7112
2022-09-14,69.7112
2022-09-15,69.7112
2022-09-16,69.7112
2022-09-17,69.7112
2022-09-18,69.7112
2022-09-19,69.7112
2022-09-20,69.7112
2022-09-21,69.7112
2022-09-22,69.7112
2022-09-23,69.7112
2022-09-24,69.7112
2022-09-25,69.7112
2022-09-26,69.7112
2022-09-27,69.7112
2022-09-28,69.7112
2022-09-29,69.7112
2022-09-30,63.6025
2022-10-01,63.6025
2022-10-02,63.6025
2022-10-03,63.6025
2022-10-04,63.6025
2022-10-05,63.6025
2022-10-06,63.6025
2022-10-07,63.6025
2022-10-08,63.6025
2022-10-09,63.6025
2022-10-10,63.6025
2022-10-11,63.6025
2022-10-12,63.6025
2022-10-13,63.6025
2022-10-14,63.6025
2022-10-15,63.6025
2022-10-16,63.6025
2022-10-17,63.6025
2022-10-18,63.6025
2022-10-19,63.6025
2022-10-20,63.6025
2022-10-21,63.6025
2022-10-22,63.6025
2022-10-23,63.6025
2022-10-24,63.6025
2022-10-25,63.6025
2022-10-26,63.6025
2022-10-27,63.6025
2022-10-28,63.6025
2022-10-29,63.6025
2022-10-30,63.6025
2022-10-31,63.6025
2022-11-01,63.6025
2022-11-02,63.6025
2022-11-03,63.6025
2022-11-04,63.6025
2022-11-05,63.6025
2022-11-06,63.6025
2022-11-07,63.6025
2022-11-08,63.6025
2022-11-09,63.6025
2022-11-10,63.6025
2022-11-11,63.6025
2022-11-12,63.6025
2022-11-13,63.6025
2022-11-14,63.6025
2022-11-15,63.6025
2022-11-16,63.6025
2022-11-17,63.6025
2022-11-18,63.6025
2022-11-19,63.6025
2022-11-20,63.6025
2022-11-21,63.6025
2022-11-22,63.6025
2022-11-23,63.6025
2022-11-24,63.6025
2022-11-25,63.6025
2022-11-26,63.6025
2022-11-27,63.6025
2022-11-28,63.6025
2022-11-29,63.6025
2022-11-30,63.6025
2022-12-01,63.6025
2022-12-02,63.6025
2022-12-03,63.6025
2022-12-04,63.6025
2022-12-05,63.6025
2022-12-06,63.6025
2022-12-07,63.6025
2022-12-08,63.6025
2022-12-09,63.6025
2022-12-10,63.6025
2022-12-11,63.6025
2022-12-12,63.6025
2022-12-13,63.6025
2022-12-14,63.6025
2022-12-15,63.6025
2022-12-16,63.6025
2022-12-17,63.6025
2022-12-18,63.6025
2022-12-19,63.6025
2022-12-20,63.6025
2022-12-21,63.6025
2022-12-22,63.6025
2022-12-23,63.6025
2022-12-24,63.6025
2022-12-25,63.6025
2022-12-26,63.6025
2022-12-27,63.6025
2022-12-28,63.6025
2022-12-29,63.6025
2022-12-30,63.6025
2022-12-31,53.5182
2023-01-01,53.5182
2023-01-02,53.5182
2023-01-03,53.5182
2023-01-04,53.5182
2023-01-05,53.5182
2023-01-06,53.5182
2023-01-07,53.5182
2023-01-08,53.5182
2023-01-09,53.5182
2023-01-10,53.5182
2023-01-11,53.5182
2023-01-12,53.5182
2023-01-13,53.5182
2023-01-14,53.5182
2023-01-15,53.5182
2023-01-16,53.5182
2023-01-17,53.5182
2023-01-18,53.5182
2023-01-19,53.5182
2023-01-20,53.5182
2023-01-21,53.5182
2023-01-22,53.5182
2023-01-23,53.5182
2023-01-24,53.5182
2023-01-25,53.5182
2023-01-26,53.5182
2023-01-27,53.5182
2023-01-28,53.5182
2023-01-29,53.5182
2023-01-30,53.5182
2023-01-31,53.5182
2023-02-01,53.5182
2023-02-02,53.5182
2023-02-03,53.5182
2023-02-04,53.5182
2023-02-05,53.5182
2023-02-06,53.5182
2023-02-07,53.5182
2023-02-08,53.5182
2023-02-09,53.5182
2023-02-10,53.5182
2023-02-11,53.5182
2023-02-12,53.5182
2023-02-13,53.5182
2023-02-14,53.5182
2023-02-15,53.5182
2023-02-16,53.5182
2023-02-17,53.5182
2023-02-18,53.5182
2023-02-19,53.5182
2023-02-20,53.5182
2023-02-21,53.5182
2023-02-22,53.5182
2023-02-23,53.5182
2023-02-24,53.5182
2023-02-25,53.5182
2023-02-26,53.5182
2023-02-27,53.5182
2023-02-28,53.5182
2023-03-01,53.5182
2023-03-02,53.5182
2023-03-03,53.5182
2023-03-04,53.5182
2023-03-05,53.5182
2023-03-06,53.5182
2023-03-07,53.5182
2023-03-08,53.5182
2023-03-09,53.5182
2023-03-10,53.5182
2023-03-11,53.5182
2023-03-12,53.5182
2023-03-13,53.5182
2023-03-14,53.5182
2023-03-15,53.5182
2023-03-16,53.5182
2023-03-17,53.5182
2023-03-18,53.5182
2023-03-19,53.5182
2023-03-20,53.5182
2023-03-21,53.5182
2023-03-22,53.5182
2023-03-23,53.5182
2023-03-24,53.5182
