,APAM US Equity
2020-06-17,106.2436
2020-06-18,106.2436
2020-06-19,106.2436
2020-06-20,106.2436
2020-06-21,106.2436
2020-06-22,106.2436
2020-06-23,106.2436
2020-06-24,106.2436
2020-06-25,106.2436
2020-06-26,106.2436
2020-06-27,106.2436
2020-06-28,106.2436
2020-06-29,106.2436
2020-06-30,113.0583
2020-07-01,113.0583
2020-07-02,113.0583
2020-07-03,113.0583
2020-07-04,113.0583
2020-07-05,113.0583
2020-07-06,113.0583
2020-07-07,113.0583
2020-07-08,113.0583
2020-07-09,113.0583
2020-07-10,113.0583
2020-07-11,113.0583
2020-07-12,113.0583
2020-07-13,113.0583
2020-07-14,113.0583
2020-07-15,113.0583
2020-07-16,113.0583
2020-07-17,113.0583
2020-07-18,113.0583
2020-07-19,113.0583
2020-07-20,113.0583
2020-07-21,113.0583
2020-07-22,113.0583
2020-07-23,113.0583
2020-07-24,113.0583
2020-07-25,113.0583
2020-07-26,113.0583
2020-07-27,113.0583
2020-07-28,113.0583
2020-07-29,113.0583
2020-07-30,113.0583
2020-07-31,113.0583
2020-08-01,113.0583
2020-08-02,113.0583
2020-08-03,113.0583
2020-08-04,113.0583
2020-08-05,113.0583
2020-08-06,113.0583
2020-08-07,113.0583
2020-08-08,113.0583
2020-08-09,113.0583
2020-08-10,113.0583
2020-08-11,113.0583
2020-08-12,113.0583
2020-08-13,113.0583
2020-08-14,113.0583
2020-08-15,113.0583
2020-08-16,113.0583
2020-08-17,113.0583
2020-08-18,113.0583
2020-08-19,113.0583
2020-08-20,113.0583
2020-08-21,113.0583
2020-08-22,113.0583
2020-08-23,113.0583
2020-08-24,113.0583
2020-08-25,113.0583
2020-08-26,113.0583
2020-08-27,113.0583
2020-08-28,113.0583
2020-08-29,113.0583
2020-08-30,113.0583
2020-08-31,113.0583
2020-09-01,113.0583
2020-09-02,113.0583
2020-09-03,113.0583
2020-09-04,113.0583
2020-09-05,113.0583
2020-09-06,113.0583
2020-09-07,113.0583
2020-09-08,113.0583
2020-09-09,113.0583
2020-09-10,113.0583
2020-09-11,113.0583
2020-09-12,113.0583
2020-09-13,113.0583
2020-09-14,113.0583
2020-09-15,113.0583
2020-09-16,113.0583
2020-09-17,113.0583
2020-09-18,113.0583
2020-09-19,113.0583
2020-09-20,113.0583
2020-09-21,113.0583
2020-09-22,113.0583
2020-09-23,113.0583
2020-09-24,113.0583
2020-09-25,113.0583
2020-09-26,113.0583
2020-09-27,113.0583
2020-09-28,113.0583
2020-09-29,113.0583
2020-09-30,109.0136
2020-10-01,109.0136
2020-10-02,109.0136
2020-10-03,109.0136
2020-10-04,109.0136
2020-10-05,109.0136
2020-10-06,109.0136
2020-10-07,109.0136
2020-10-08,109.0136
2020-10-09,109.0136
2020-10-10,109.0136
2020-10-11,109.0136
2020-10-12,109.0136
2020-10-13,109.0136
2020-10-14,109.0136
2020-10-15,109.0136
2020-10-16,109.0136
2020-10-17,109.0136
2020-10-18,109.0136
2020-10-19,109.0136
2020-10-20,109.0136
2020-10-21,109.0136
2020-10-22,109.0136
2020-10-23,109.0136
2020-10-24,109.0136
2020-10-25,109.0136
2020-10-26,109.0136
2020-10-27,109.0136
2020-10-28,109.0136
2020-10-29,109.0136
2020-10-30,109.0136
2020-10-31,109.0136
2020-11-01,109.0136
2020-11-02,109.0136
2020-11-03,109.0136
2020-11-04,109.0136
2020-11-05,109.0136
2020-11-06,109.0136
2020-11-07,109.0136
2020-11-08,109.0136
2020-11-09,109.0136
2020-11-10,109.0136
2020-11-11,109.0136
2020-11-12,109.0136
2020-11-13,109.0136
2020-11-14,109.0136
2020-11-15,109.0136
2020-11-16,109.0136
2020-11-17,109.0136
2020-11-18,109.0136
2020-11-19,109.0136
2020-11-20,109.0136
2020-11-21,109.0136
2020-11-22,109.0136
2020-11-23,109.0136
2020-11-24,109.0136
2020-11-25,109.0136
2020-11-26,109.0136
2020-11-27,109.0136
2020-11-28,109.0136
2020-11-29,109.0136
2020-11-30,109.0136
2020-12-01,109.0136
2020-12-02,109.0136
2020-12-03,109.0136
2020-12-04,109.0136
2020-12-05,109.0136
2020-12-06,109.0136
2020-12-07,109.0136
2020-12-08,109.0136
2020-12-09,109.0136
2020-12-10,109.0136
2020-12-11,109.0136
2020-12-12,109.0136
2020-12-13,109.0136
2020-12-14,109.0136
2020-12-15,109.0136
2020-12-16,109.0136
2020-12-17,109.0136
2020-12-18,109.0136
2020-12-19,109.0136
2020-12-20,109.0136
2020-12-21,109.0136
2020-12-22,109.0136
2020-12-23,109.0136
2020-12-24,109.0136
2020-12-25,109.0136
2020-12-26,109.0136
2020-12-27,109.0136
2020-12-28,109.0136
2020-12-29,109.0136
2020-12-30,109.0136
2020-12-31,86.0592
2021-01-01,86.0592
2021-01-02,86.0592
2021-01-03,86.0592
2021-01-04,86.0592
2021-01-05,86.0592
2021-01-06,86.0592
2021-01-07,86.0592
2021-01-08,86.0592
2021-01-09,86.0592
2021-01-10,86.0592
2021-01-11,86.0592
2021-01-12,86.0592
2021-01-13,86.0592
2021-01-14,86.0592
2021-01-15,86.0592
2021-01-16,86.0592
2021-01-17,86.0592
2021-01-18,86.0592
2021-01-19,86.0592
2021-01-20,86.0592
2021-01-21,86.0592
2021-01-22,86.0592
2021-01-23,86.0592
2021-01-24,86.0592
2021-01-25,86.0592
2021-01-26,86.0592
2021-01-27,86.0592
2021-01-28,86.0592
2021-01-29,86.0592
2021-01-30,86.0592
2021-01-31,86.0592
2021-02-01,86.0592
2021-02-02,86.0592
2021-02-03,86.0592
2021-02-04,86.0592
2021-02-05,86.0592
2021-02-06,86.0592
2021-02-07,86.0592
2021-02-08,86.0592
2021-02-09,86.0592
2021-02-10,86.0592
2021-02-11,86.0592
2021-02-12,86.0592
2021-02-13,86.0592
2021-02-14,86.0592
2021-02-15,86.0592
2021-02-16,86.0592
2021-02-17,86.0592
2021-02-18,86.0592
2021-02-19,86.0592
2021-02-20,86.0592
2021-02-21,86.0592
2021-02-22,86.0592
2021-02-23,86.0592
2021-02-24,86.0592
2021-02-25,86.0592
2021-02-26,86.0592
2021-02-27,86.0592
2021-02-28,86.0592
2021-03-01,86.0592
2021-03-02,86.0592
2021-03-03,86.0592
2021-03-04,86.0592
2021-03-05,86.0592
2021-03-06,86.0592
2021-03-07,86.0592
2021-03-08,86.0592
2021-03-09,86.0592
2021-03-10,86.0592
2021-03-11,86.0592
2021-03-12,86.0592
2021-03-13,86.0592
2021-03-14,86.0592
2021-03-15,86.0592
2021-03-16,86.0592
2021-03-17,86.0592
2021-03-18,86.0592
2021-03-19,86.0592
2021-03-20,86.0592
2021-03-21,86.0592
2021-03-22,86.0592
2021-03-23,86.0592
2021-03-24,86.0592
2021-03-25,86.0592
2021-03-26,86.0592
2021-03-27,86.0592
2021-03-28,86.0592
2021-03-29,86.0592
2021-03-30,86.0592
2021-03-31,104.4756
2021-04-01,104.4756
2021-04-02,104.4756
2021-04-03,104.4756
2021-04-04,104.4756
2021-04-05,104.4756
2021-04-06,104.4756
2021-04-07,104.4756
2021-04-08,104.4756
2021-04-09,104.4756
2021-04-10,104.4756
2021-04-11,104.4756
2021-04-12,104.4756
2021-04-13,104.4756
2021-04-14,104.4756
2021-04-15,104.4756
2021-04-16,104.4756
2021-04-17,104.4756
2021-04-18,104.4756
2021-04-19,104.4756
2021-04-20,104.4756
2021-04-21,104.4756
2021-04-22,104.4756
2021-04-23,104.4756
2021-04-24,104.4756
2021-04-25,104.4756
2021-04-26,104.4756
2021-04-27,104.4756
2021-04-28,104.4756
2021-04-29,104.4756
2021-04-30,104.4756
2021-05-01,104.4756
2021-05-02,104.4756
2021-05-03,104.4756
2021-05-04,104.4756
2021-05-05,104.4756
2021-05-06,104.4756
2021-05-07,104.4756
2021-05-08,104.4756
2021-05-09,104.4756
2021-05-10,104.4756
2021-05-11,104.4756
2021-05-12,104.4756
2021-05-13,104.4756
2021-05-14,104.4756
2021-05-15,104.4756
2021-05-16,104.4756
2021-05-17,104.4756
2021-05-18,104.4756
2021-05-19,104.4756
2021-05-20,104.4756
2021-05-21,104.4756
2021-05-22,104.4756
2021-05-23,104.4756
2021-05-24,104.4756
2021-05-25,104.4756
2021-05-26,104.4756
2021-05-27,104.4756
2021-05-28,104.4756
2021-05-29,104.4756
2021-05-30,104.4756
2021-05-31,104.4756
2021-06-01,104.4756
2021-06-02,104.4756
2021-06-03,104.4756
2021-06-04,104.4756
2021-06-05,104.4756
2021-06-06,104.4756
2021-06-07,104.4756
2021-06-08,104.4756
2021-06-09,104.4756
2021-06-10,104.4756
2021-06-11,104.4756
2021-06-12,104.4756
2021-06-13,104.4756
2021-06-14,104.4756
2021-06-15,104.4756
2021-06-16,104.4756
2021-06-17,104.4756
2021-06-18,104.4756
2021-06-19,104.4756
2021-06-20,104.4756
2021-06-21,104.4756
2021-06-22,104.4756
2021-06-23,104.4756
2021-06-24,104.4756
2021-06-25,104.4756
2021-06-26,104.4756
2021-06-27,104.4756
2021-06-28,104.4756
2021-06-29,104.4756
2021-06-30,127.5199
2021-07-01,127.5199
2021-07-02,127.5199
2021-07-03,127.5199
2021-07-04,127.5199
2021-07-05,127.5199
2021-07-06,127.5199
2021-07-07,127.5199
2021-07-08,127.5199
2021-07-09,127.5199
2021-07-10,127.5199
2021-07-11,127.5199
2021-07-12,127.5199
2021-07-13,127.5199
2021-07-14,127.5199
2021-07-15,127.5199
2021-07-16,127.5199
2021-07-17,127.5199
2021-07-18,127.5199
2021-07-19,127.5199
2021-07-20,127.5199
2021-07-21,127.5199
2021-07-22,127.5199
2021-07-23,127.5199
2021-07-24,127.5199
2021-07-25,127.5199
2021-07-26,127.5199
2021-07-27,127.5199
2021-07-28,127.5199
2021-07-29,127.5199
2021-07-30,127.5199
2021-07-31,127.5199
2021-08-01,127.5199
2021-08-02,127.5199
2021-08-03,127.5199
2021-08-04,127.5199
2021-08-05,127.5199
2021-08-06,127.5199
2021-08-07,127.5199
2021-08-08,127.5199
2021-08-09,127.5199
2021-08-10,127.5199
2021-08-11,127.5199
2021-08-12,127.5199
2021-08-13,127.5199
2021-08-14,127.5199
2021-08-15,127.5199
2021-08-16,127.5199
2021-08-17,127.5199
2021-08-18,127.5199
2021-08-19,127.5199
2021-08-20,127.5199
2021-08-21,127.5199
2021-08-22,127.5199
2021-08-23,127.5199
2021-08-24,127.5199
2021-08-25,127.5199
2021-08-26,127.5199
2021-08-27,127.5199
2021-08-28,127.5199
2021-08-29,127.5199
2021-08-30,127.5199
2021-08-31,127.5199
2021-09-01,127.5199
2021-09-02,127.5199
2021-09-03,127.5199
2021-09-04,127.5199
2021-09-05,127.5199
2021-09-06,127.5199
2021-09-07,127.5199
2021-09-08,127.5199
2021-09-09,127.5199
2021-09-10,127.5199
2021-09-11,127.5199
2021-09-12,127.5199
2021-09-13,127.5199
2021-09-14,127.5199
2021-09-15,127.5199
2021-09-16,127.5199
2021-09-17,127.5199
2021-09-18,127.5199
2021-09-19,127.5199
2021-09-20,127.5199
2021-09-21,127.5199
2021-09-22,127.5199
2021-09-23,127.5199
2021-09-24,127.5199
2021-09-25,127.5199
2021-09-26,127.5199
2021-09-27,127.5199
2021-09-28,127.5199
2021-09-29,127.5199
2021-09-30,122.2271
2021-10-01,122.2271
2021-10-02,122.2271
2021-10-03,122.2271
2021-10-04,122.2271
2021-10-05,122.2271
2021-10-06,122.2271
2021-10-07,122.2271
2021-10-08,122.2271
2021-10-09,122.2271
2021-10-10,122.2271
2021-10-11,122.2271
2021-10-12,122.2271
2021-10-13,122.2271
2021-10-14,122.2271
2021-10-15,122.2271
2021-10-16,122.2271
2021-10-17,122.2271
2021-10-18,122.2271
2021-10-19,122.2271
2021-10-20,122.2271
2021-10-21,122.2271
2021-10-22,122.2271
2021-10-23,122.2271
2021-10-24,122.2271
2021-10-25,122.2271
2021-10-26,122.2271
2021-10-27,122.2271
2021-10-28,122.2271
2021-10-29,122.2271
2021-10-30,122.2271
2021-10-31,122.2271
2021-11-01,122.2271
2021-11-02,122.2271
2021-11-03,122.2271
2021-11-04,122.2271
2021-11-05,122.2271
2021-11-06,122.2271
2021-11-07,122.2271
2021-11-08,122.2271
2021-11-09,122.2271
2021-11-10,122.2271
2021-11-11,122.2271
2021-11-12,122.2271
2021-11-13,122.2271
2021-11-14,122.2271
2021-11-15,122.2271
2021-11-16,122.2271
2021-11-17,122.2271
2021-11-18,122.2271
2021-11-19,122.2271
2021-11-20,122.2271
2021-11-21,122.2271
2021-11-22,122.2271
2021-11-23,122.2271
2021-11-24,122.2271
2021-11-25,122.2271
2021-11-26,122.2271
2021-11-27,122.2271
2021-11-28,122.2271
2021-11-29,122.2271
2021-11-30,122.2271
2021-12-01,122.2271
2021-12-02,122.2271
2021-12-03,122.2271
2021-12-04,122.2271
2021-12-05,122.2271
2021-12-06,122.2271
2021-12-07,122.2271
2021-12-08,122.2271
2021-12-09,122.2271
2021-12-10,122.2271
2021-12-11,122.2271
2021-12-12,122.2271
2021-12-13,122.2271
2021-12-14,122.2271
2021-12-15,122.2271
2021-12-16,122.2271
2021-12-17,122.2271
2021-12-18,122.2271
2021-12-19,122.2271
2021-12-20,122.2271
2021-12-21,122.2271
2021-12-22,122.2271
2021-12-23,122.2271
2021-12-24,122.2271
2021-12-25,122.2271
2021-12-26,122.2271
2021-12-27,122.2271
2021-12-28,122.2271
2021-12-29,122.2271
2021-12-30,122.2271
2021-12-31,91.9765
2022-01-01,91.9765
2022-01-02,91.9765
2022-01-03,91.9765
2022-01-04,91.9765
2022-01-05,91.9765
2022-01-06,91.9765
2022-01-07,91.9765
2022-01-08,91.9765
2022-01-09,91.9765
2022-01-10,91.9765
2022-01-11,91.9765
2022-01-12,91.9765
2022-01-13,91.9765
2022-01-14,91.9765
2022-01-15,91.9765
2022-01-16,91.9765
2022-01-17,91.9765
2022-01-18,91.9765
2022-01-19,91.9765
2022-01-20,91.9765
2022-01-21,91.9765
2022-01-22,91.9765
2022-01-23,91.9765
2022-01-24,91.9765
2022-01-25,91.9765
2022-01-26,91.9765
2022-01-27,91.9765
2022-01-28,91.9765
2022-01-29,91.9765
2022-01-30,91.9765
2022-01-31,91.9765
2022-02-01,91.9765
2022-02-02,91.9765
2022-02-03,91.9765
2022-02-04,91.9765
2022-02-05,91.9765
2022-02-06,91.9765
2022-02-07,91.9765
2022-02-08,91.9765
2022-02-09,91.9765
2022-02-10,91.9765
2022-02-11,91.9765
2022-02-12,91.9765
2022-02-13,91.9765
2022-02-14,91.9765
2022-02-15,91.9765
2022-02-16,91.9765
2022-02-17,91.9765
2022-02-18,91.9765
2022-02-19,91.9765
2022-02-20,91.9765
2022-02-21,91.9765
2022-02-22,91.9765
2022-02-23,91.9765
2022-02-24,91.9765
2022-02-25,91.9765
2022-02-26,91.9765
2022-02-27,91.9765
2022-02-28,91.9765
2022-03-01,91.9765
2022-03-02,91.9765
2022-03-03,91.9765
2022-03-04,91.9765
2022-03-05,91.9765
2022-03-06,91.9765
2022-03-07,91.9765
2022-03-08,91.9765
2022-03-09,91.9765
2022-03-10,91.9765
2022-03-11,91.9765
2022-03-12,91.9765
2022-03-13,91.9765
2022-03-14,91.9765
2022-03-15,91.9765
2022-03-16,91.9765
2022-03-17,91.9765
2022-03-18,91.9765
2022-03-19,91.9765
2022-03-20,91.9765
2022-03-21,91.9765
2022-03-22,91.9765
2022-03-23,91.9765
2022-03-24,91.9765
2022-03-25,91.9765
2022-03-26,91.9765
2022-03-27,91.9765
2022-03-28,91.9765
2022-03-29,91.9765
2022-03-30,91.9765
2022-03-31,90.154
2022-04-01,90.154
2022-04-02,90.154
2022-04-03,90.154
2022-04-04,90.154
2022-04-05,90.154
2022-04-06,90.154
2022-04-07,90.154
2022-04-08,90.154
2022-04-09,90.154
2022-04-10,90.154
2022-04-11,90.154
2022-04-12,90.154
2022-04-13,90.154
2022-04-14,90.154
2022-04-15,90.154
2022-04-16,90.154
2022-04-17,90.154
2022-04-18,90.154
2022-04-19,90.154
2022-04-20,90.154
2022-04-21,90.154
2022-04-22,90.154
2022-04-23,90.154
2022-04-24,90.154
2022-04-25,90.154
2022-04-26,90.154
2022-04-27,90.154
2022-04-28,90.154
2022-04-29,90.154
2022-04-30,90.154
2022-05-01,90.154
2022-05-02,90.154
2022-05-03,90.154
2022-05-04,90.154
2022-05-05,90.154
2022-05-06,90.154
2022-05-07,90.154
2022-05-08,90.154
2022-05-09,90.154
2022-05-10,90.154
2022-05-11,90.154
2022-05-12,90.154
2022-05-13,90.154
2022-05-14,90.154
2022-05-15,90.154
2022-05-16,90.154
2022-05-17,90.154
2022-05-18,90.154
2022-05-19,90.154
2022-05-20,90.154
2022-05-21,90.154
2022-05-22,90.154
2022-05-23,90.154
2022-05-24,90.154
2022-05-25,90.154
2022-05-26,90.154
2022-05-27,90.154
2022-05-28,90.154
2022-05-29,90.154
2022-05-30,90.154
2022-05-31,90.154
2022-06-01,90.154
2022-06-02,90.154
2022-06-03,90.154
2022-06-04,90.154
2022-06-05,90.154
2022-06-06,90.154
2022-06-07,90.154
2022-06-08,90.154
2022-06-09,90.154
2022-06-10,90.154
2022-06-11,90.154
2022-06-12,90.154
2022-06-13,90.154
2022-06-14,90.154
2022-06-15,90.154
2022-06-16,90.154
2022-06-17,90.154
2022-06-18,90.154
2022-06-19,90.154
2022-06-20,90.154
2022-06-21,90.154
2022-06-22,90.154
2022-06-23,90.154
2022-06-24,90.154
2022-06-25,90.154
2022-06-26,90.154
2022-06-27,90.154
2022-06-28,90.154
2022-06-29,90.154
2022-06-30,74.9765
2022-07-01,74.9765
2022-07-02,74.9765
2022-07-03,74.9765
2022-07-04,74.9765
2022-07-05,74.9765
2022-07-06,74.9765
2022-07-07,74.9765
2022-07-08,74.9765
2022-07-09,74.9765
2022-07-10,74.9765
2022-07-11,74.9765
2022-07-12,74.9765
2022-07-13,74.9765
2022-07-14,74.9765
2022-07-15,74.9765
2022-07-16,74.9765
2022-07-17,74.9765
2022-07-18,74.9765
2022-07-19,74.9765
2022-07-20,74.9765
2022-07-21,74.9765
2022-07-22,74.9765
2022-07-23,74.9765
2022-07-24,74.9765
2022-07-25,74.9765
2022-07-26,74.9765
2022-07-27,74.9765
2022-07-28,74.9765
2022-07-29,74.9765
2022-07-30,74.9765
2022-07-31,74.9765
2022-08-01,74.9765
2022-08-02,74.9765
2022-08-03,74.9765
2022-08-04,74.9765
2022-08-05,74.9765
2022-08-06,74.9765
2022-08-07,74.9765
2022-08-08,74.9765
2022-08-09,74.9765
2022-08-10,74.9765
2022-08-11,74.9765
2022-08-12,74.9765
2022-08-13,74.9765
2022-08-14,74.9765
2022-08-15,74.9765
2022-08-16,74.9765
2022-08-17,74.9765
2022-08-18,74.9765
2022-08-19,74.9765
2022-08-20,74.9765
2022-08-21,74.9765
2022-08-22,74.9765
2022-08-23,74.9765
2022-08-24,74.9765
2022-08-25,74.9765
2022-08-26,74.9765
2022-08-27,74.9765
2022-08-28,74.9765
2022-08-29,74.9765
2022-08-30,74.9765
2022-08-31,74.9765
2022-09-01,74.9765
2022-09-02,74.9765
2022-09-03,74.9765
2022-09-04,74.9765
2022-09-05,74.9765
2022-09-06,74.9765
2022-09-07,74.9765
2022-09-08,74.9765
2022-09-09,74.9765
2022-09-10,74.9765
2022-09-11,74.9765
2022-09-12,74.9765
2022-09-13,74.9765
2022-09-14,74.9765
2022-09-15,74.9765
2022-09-16,74.9765
2022-09-17,74.9765
2022-09-18,74.9765
2022-09-19,74.9765
2022-09-20,74.9765
2022-09-21,74.9765
2022-09-22,74.9765
2022-09-23,74.9765
2022-09-24,74.9765
2022-09-25,74.9765
2022-09-26,74.9765
2022-09-27,74.9765
2022-09-28,74.9765
2022-09-29,74.9765
2022-09-30,59.1485
2022-10-01,59.1485
2022-10-02,59.1485
2022-10-03,59.1485
2022-10-04,59.1485
2022-10-05,59.1485
2022-10-06,59.1485
2022-10-07,59.1485
2022-10-08,59.1485
2022-10-09,59.1485
2022-10-10,59.1485
2022-10-11,59.1485
2022-10-12,59.1485
2022-10-13,59.1485
2022-10-14,59.1485
2022-10-15,59.1485
2022-10-16,59.1485
2022-10-17,59.1485
2022-10-18,59.1485
2022-10-19,59.1485
2022-10-20,59.1485
2022-10-21,59.1485
2022-10-22,59.1485
2022-10-23,59.1485
2022-10-24,59.1485
2022-10-25,59.1485
2022-10-26,59.1485
2022-10-27,59.1485
2022-10-28,59.1485
2022-10-29,59.1485
2022-10-30,59.1485
2022-10-31,59.1485
2022-11-01,59.1485
2022-11-02,59.1485
2022-11-03,59.1485
2022-11-04,59.1485
2022-11-05,59.1485
2022-11-06,59.1485
2022-11-07,59.1485
2022-11-08,59.1485
2022-11-09,59.1485
2022-11-10,59.1485
2022-11-11,59.1485
2022-11-12,59.1485
2022-11-13,59.1485
2022-11-14,59.1485
2022-11-15,59.1485
2022-11-16,59.1485
2022-11-17,59.1485
2022-11-18,59.1485
2022-11-19,59.1485
2022-11-20,59.1485
2022-11-21,59.1485
2022-11-22,59.1485
2022-11-23,59.1485
2022-11-24,59.1485
2022-11-25,59.1485
2022-11-26,59.1485
2022-11-27,59.1485
2022-11-28,59.1485
2022-11-29,59.1485
2022-11-30,59.1485
2022-12-01,59.1485
2022-12-02,59.1485
2022-12-03,59.1485
2022-12-04,59.1485
2022-12-05,59.1485
2022-12-06,59.1485
2022-12-07,59.1485
2022-12-08,59.1485
2022-12-09,59.1485
2022-12-10,59.1485
2022-12-11,59.1485
2022-12-12,59.1485
2022-12-13,59.1485
2022-12-14,59.1485
2022-12-15,59.1485
2022-12-16,59.1485
2022-12-17,59.1485
2022-12-18,59.1485
2022-12-19,59.1485
2022-12-20,59.1485
2022-12-21,59.1485
2022-12-22,59.1485
2022-12-23,59.1485
2022-12-24,59.1485
2022-12-25,59.1485
2022-12-26,59.1485
2022-12-27,59.1485
2022-12-28,59.1485
2022-12-29,59.1485
2022-12-30,59.1485
2022-12-31,56.5812
2023-01-01,56.5812
2023-01-02,56.5812
2023-01-03,56.5812
2023-01-04,56.5812
2023-01-05,56.5812
2023-01-06,56.5812
2023-01-07,56.5812
2023-01-08,56.5812
2023-01-09,56.5812
2023-01-10,56.5812
2023-01-11,56.5812
2023-01-12,56.5812
2023-01-13,56.5812
2023-01-14,56.5812
2023-01-15,56.5812
2023-01-16,56.5812
2023-01-17,56.5812
2023-01-18,56.5812
2023-01-19,56.5812
2023-01-20,56.5812
2023-01-21,56.5812
2023-01-22,56.5812
2023-01-23,56.5812
2023-01-24,56.5812
2023-01-25,56.5812
2023-01-26,56.5812
2023-01-27,56.5812
2023-01-28,56.5812
2023-01-29,56.5812
2023-01-30,56.5812
2023-01-31,56.5812
2023-02-01,56.5812
2023-02-02,56.5812
2023-02-03,56.5812
2023-02-04,56.5812
2023-02-05,56.5812
2023-02-06,56.5812
2023-02-07,56.5812
2023-02-08,56.5812
2023-02-09,56.5812
2023-02-10,56.5812
2023-02-11,56.5812
2023-02-12,56.5812
2023-02-13,56.5812
2023-02-14,56.5812
2023-02-15,56.5812
2023-02-16,56.5812
2023-02-17,56.5812
2023-02-18,56.5812
2023-02-19,56.5812
2023-02-20,56.5812
2023-02-21,56.5812
2023-02-22,56.5812
2023-02-23,56.5812
2023-02-24,56.5812
2023-02-25,56.5812
2023-02-26,56.5812
2023-02-27,56.5812
2023-02-28,56.5812
2023-03-01,56.5812
2023-03-02,56.5812
2023-03-03,56.5812
2023-03-04,56.5812
2023-03-05,56.5812
2023-03-06,56.5812
2023-03-07,56.5812
2023-03-08,56.5812
2023-03-09,56.5812
2023-03-10,56.5812
2023-03-11,56.5812
2023-03-12,56.5812
2023-03-13,56.5812
2023-03-14,56.5812
2023-03-15,56.5812
2023-03-16,56.5812
