,KOP US Equity
2020-10-19,64.9555
2020-10-20,64.9555
2020-10-21,64.9555
2020-10-22,64.9555
2020-10-23,64.9555
2020-10-24,64.9555
2020-10-25,64.9555
2020-10-26,64.9555
2020-10-27,64.9555
2020-10-28,64.9555
2020-10-29,64.9555
2020-10-30,64.9555
2020-10-31,64.9555
2020-11-01,64.9555
2020-11-02,64.9555
2020-11-03,64.9555
2020-11-04,64.9555
2020-11-05,64.9555
2020-11-06,64.9555
2020-11-07,64.9555
2020-11-08,64.9555
2020-11-09,64.9555
2020-11-10,64.9555
2020-11-11,64.9555
2020-11-12,64.9555
2020-11-13,64.9555
2020-11-14,64.9555
2020-11-15,64.9555
2020-11-16,64.9555
2020-11-17,64.9555
2020-11-18,64.9555
2020-11-19,64.9555
2020-11-20,64.9555
2020-11-21,64.9555
2020-11-22,64.9555
2020-11-23,64.9555
2020-11-24,64.9555
2020-11-25,64.9555
2020-11-26,64.9555
2020-11-27,64.9555
2020-11-28,64.9555
2020-11-29,64.9555
2020-11-30,64.9555
2020-12-01,64.9555
2020-12-02,64.9555
2020-12-03,64.9555
2020-12-04,64.9555
2020-12-05,64.9555
2020-12-06,64.9555
2020-12-07,64.9555
2020-12-08,64.9555
2020-12-09,64.9555
2020-12-10,64.9555
2020-12-11,64.9555
2020-12-12,64.9555
2020-12-13,64.9555
2020-12-14,64.9555
2020-12-15,64.9555
2020-12-16,64.9555
2020-12-17,64.9555
2020-12-18,64.9555
2020-12-19,64.9555
2020-12-20,64.9555
2020-12-21,64.9555
2020-12-22,64.9555
2020-12-23,64.9555
2020-12-24,64.9555
2020-12-25,64.9555
2020-12-26,64.9555
2020-12-27,64.9555
2020-12-28,64.9555
2020-12-29,64.9555
2020-12-30,64.9555
2020-12-31,49.8978
2021-01-01,49.8978
2021-01-02,49.8978
2021-01-03,49.8978
2021-01-04,49.8978
2021-01-05,49.8978
2021-01-06,49.8978
2021-01-07,49.8978
2021-01-08,49.8978
2021-01-09,49.8978
2021-01-10,49.8978
2021-01-11,49.8978
2021-01-12,49.8978
2021-01-13,49.8978
2021-01-14,49.8978
2021-01-15,49.8978
2021-01-16,49.8978
2021-01-17,49.8978
2021-01-18,49.8978
2021-01-19,49.8978
2021-01-20,49.8978
2021-01-21,49.8978
2021-01-22,49.8978
2021-01-23,49.8978
2021-01-24,49.8978
2021-01-25,49.8978
2021-01-26,49.8978
2021-01-27,49.8978
2021-01-28,49.8978
2021-01-29,49.8978
2021-01-30,49.8978
2021-01-31,49.8978
2021-02-01,49.8978
2021-02-02,49.8978
2021-02-03,49.8978
2021-02-04,49.8978
2021-02-05,49.8978
2021-02-06,49.8978
2021-02-07,49.8978
2021-02-08,49.8978
2021-02-09,49.8978
2021-02-10,49.8978
2021-02-11,49.8978
2021-02-12,49.8978
2021-02-13,49.8978
2021-02-14,49.8978
2021-02-15,49.8978
2021-02-16,49.8978
2021-02-17,49.8978
2021-02-18,49.8978
2021-02-19,49.8978
2021-02-20,49.8978
2021-02-21,49.8978
2021-02-22,49.8978
2021-02-23,49.8978
2021-02-24,49.8978
2021-02-25,49.8978
2021-02-26,49.8978
2021-02-27,49.8978
2021-02-28,49.8978
2021-03-01,49.8978
2021-03-02,49.8978
2021-03-03,49.8978
2021-03-04,49.8978
2021-03-05,49.8978
2021-03-06,49.8978
2021-03-07,49.8978
2021-03-08,49.8978
2021-03-09,49.8978
2021-03-10,49.8978
2021-03-11,49.8978
2021-03-12,49.8978
2021-03-13,49.8978
2021-03-14,49.8978
2021-03-15,49.8978
2021-03-16,49.8978
2021-03-17,49.8978
2021-03-18,49.8978
2021-03-19,49.8978
2021-03-20,49.8978
2021-03-21,49.8978
2021-03-22,49.8978
2021-03-23,49.8978
2021-03-24,49.8978
2021-03-25,49.8978
2021-03-26,49.8978
2021-03-27,49.8978
2021-03-28,49.8978
2021-03-29,49.8978
2021-03-30,49.8978
2021-03-31,62.7575
2021-04-01,62.7575
2021-04-02,62.7575
2021-04-03,62.7575
2021-04-04,62.7575
2021-04-05,62.7575
2021-04-06,62.7575
2021-04-07,62.7575
2021-04-08,62.7575
2021-04-09,62.7575
2021-04-10,62.7575
2021-04-11,62.7575
2021-04-12,62.7575
2021-04-13,62.7575
2021-04-14,62.7575
2021-04-15,62.7575
2021-04-16,62.7575
2021-04-17,62.7575
2021-04-18,62.7575
2021-04-19,62.7575
2021-04-20,62.7575
2021-04-21,62.7575
2021-04-22,62.7575
2021-04-23,62.7575
2021-04-24,62.7575
2021-04-25,62.7575
2021-04-26,62.7575
2021-04-27,62.7575
2021-04-28,62.7575
2021-04-29,62.7575
2021-04-30,62.7575
2021-05-01,62.7575
2021-05-02,62.7575
2021-05-03,62.7575
2021-05-04,62.7575
2021-05-05,62.7575
2021-05-06,62.7575
2021-05-07,62.7575
2021-05-08,62.7575
2021-05-09,62.7575
2021-05-10,62.7575
2021-05-11,62.7575
2021-05-12,62.7575
2021-05-13,62.7575
2021-05-14,62.7575
2021-05-15,62.7575
2021-05-16,62.7575
2021-05-17,62.7575
2021-05-18,62.7575
2021-05-19,62.7575
2021-05-20,62.7575
2021-05-21,62.7575
2021-05-22,62.7575
2021-05-23,62.7575
2021-05-24,62.7575
2021-05-25,62.7575
2021-05-26,62.7575
2021-05-27,62.7575
2021-05-28,62.7575
2021-05-29,62.7575
2021-05-30,62.7575
2021-05-31,62.7575
2021-06-01,62.7575
2021-06-02,62.7575
2021-06-03,62.7575
2021-06-04,62.7575
2021-06-05,62.7575
2021-06-06,62.7575
2021-06-07,62.7575
2021-06-08,62.7575
2021-06-09,62.7575
2021-06-10,62.7575
2021-06-11,62.7575
2021-06-12,62.7575
2021-06-13,62.7575
2021-06-14,62.7575
2021-06-15,62.7575
2021-06-16,62.7575
2021-06-17,62.7575
2021-06-18,62.7575
2021-06-19,62.7575
2021-06-20,62.7575
2021-06-21,62.7575
2021-06-22,62.7575
2021-06-23,62.7575
2021-06-24,62.7575
2021-06-25,62.7575
2021-06-26,62.7575
2021-06-27,62.7575
2021-06-28,62.7575
2021-06-29,62.7575
2021-06-30,50.0255
2021-07-01,50.0255
2021-07-02,50.0255
2021-07-03,50.0255
2021-07-04,50.0255
2021-07-05,50.0255
2021-07-06,50.0255
2021-07-07,50.0255
2021-07-08,50.0255
2021-07-09,50.0255
2021-07-10,50.0255
2021-07-11,50.0255
2021-07-12,50.0255
2021-07-13,50.0255
2021-07-14,50.0255
2021-07-15,50.0255
2021-07-16,50.0255
2021-07-17,50.0255
2021-07-18,50.0255
2021-07-19,50.0255
2021-07-20,50.0255
2021-07-21,50.0255
2021-07-22,50.0255
2021-07-23,50.0255
2021-07-24,50.0255
2021-07-25,50.0255
2021-07-26,50.0255
2021-07-27,50.0255
2021-07-28,50.0255
2021-07-29,50.0255
2021-07-30,50.0255
2021-07-31,50.0255
2021-08-01,50.0255
2021-08-02,50.0255
2021-08-03,50.0255
2021-08-04,50.0255
2021-08-05,50.0255
2021-08-06,50.0255
2021-08-07,50.0255
2021-08-08,50.0255
2021-08-09,50.0255
2021-08-10,50.0255
2021-08-11,50.0255
2021-08-12,50.0255
2021-08-13,50.0255
2021-08-14,50.0255
2021-08-15,50.0255
2021-08-16,50.0255
2021-08-17,50.0255
2021-08-18,50.0255
2021-08-19,50.0255
2021-08-20,50.0255
2021-08-21,50.0255
2021-08-22,50.0255
2021-08-23,50.0255
2021-08-24,50.0255
2021-08-25,50.0255
2021-08-26,50.0255
2021-08-27,50.0255
2021-08-28,50.0255
2021-08-29,50.0255
2021-08-30,50.0255
2021-08-31,50.0255
2021-09-01,50.0255
2021-09-02,50.0255
2021-09-03,50.0255
2021-09-04,50.0255
2021-09-05,50.0255
2021-09-06,50.0255
2021-09-07,50.0255
2021-09-08,50.0255
2021-09-09,50.0255
2021-09-10,50.0255
2021-09-11,50.0255
2021-09-12,50.0255
2021-09-13,50.0255
2021-09-14,50.0255
2021-09-15,50.0255
2021-09-16,50.0255
2021-09-17,50.0255
2021-09-18,50.0255
2021-09-19,50.0255
2021-09-20,50.0255
2021-09-21,50.0255
2021-09-22,50.0255
2021-09-23,50.0255
2021-09-24,50.0255
2021-09-25,50.0255
2021-09-26,50.0255
2021-09-27,50.0255
2021-09-28,50.0255
2021-09-29,50.0255
2021-09-30,24.0779
2021-10-01,24.0779
2021-10-02,24.0779
2021-10-03,24.0779
2021-10-04,24.0779
2021-10-05,24.0779
2021-10-06,24.0779
2021-10-07,24.0779
2021-10-08,24.0779
2021-10-09,24.0779
2021-10-10,24.0779
2021-10-11,24.0779
2021-10-12,24.0779
2021-10-13,24.0779
2021-10-14,24.0779
2021-10-15,24.0779
2021-10-16,24.0779
2021-10-17,24.0779
2021-10-18,24.0779
2021-10-19,24.0779
2021-10-20,24.0779
2021-10-21,24.0779
2021-10-22,24.0779
2021-10-23,24.0779
2021-10-24,24.0779
2021-10-25,24.0779
2021-10-26,24.0779
2021-10-27,24.0779
2021-10-28,24.0779
2021-10-29,24.0779
2021-10-30,24.0779
2021-10-31,24.0779
2021-11-01,24.0779
2021-11-02,24.0779
2021-11-03,24.0779
2021-11-04,24.0779
2021-11-05,24.0779
2021-11-06,24.0779
2021-11-07,24.0779
2021-11-08,24.0779
2021-11-09,24.0779
2021-11-10,24.0779
2021-11-11,24.0779
2021-11-12,24.0779
2021-11-13,24.0779
2021-11-14,24.0779
2021-11-15,24.0779
2021-11-16,24.0779
2021-11-17,24.0779
2021-11-18,24.0779
2021-11-19,24.0779
2021-11-20,24.0779
2021-11-21,24.0779
2021-11-22,24.0779
2021-11-23,24.0779
2021-11-24,24.0779
2021-11-25,24.0779
2021-11-26,24.0779
2021-11-27,24.0779
2021-11-28,24.0779
2021-11-29,24.0779
2021-11-30,24.0779
2021-12-01,24.0779
2021-12-02,24.0779
2021-12-03,24.0779
2021-12-04,24.0779
2021-12-05,24.0779
2021-12-06,24.0779
2021-12-07,24.0779
2021-12-08,24.0779
2021-12-09,24.0779
2021-12-10,24.0779
2021-12-11,24.0779
2021-12-12,24.0779
2021-12-13,24.0779
2021-12-14,24.0779
2021-12-15,24.0779
2021-12-16,24.0779
2021-12-17,24.0779
2021-12-18,24.0779
2021-12-19,24.0779
2021-12-20,24.0779
2021-12-21,24.0779
2021-12-22,24.0779
2021-12-23,24.0779
2021-12-24,24.0779
2021-12-25,24.0779
2021-12-26,24.0779
2021-12-27,24.0779
2021-12-28,24.0779
2021-12-29,24.0779
2021-12-30,24.0779
2021-12-31,22.7716
2022-01-01,22.7716
2022-01-02,22.7716
2022-01-03,22.7716
2022-01-04,22.7716
2022-01-05,22.7716
2022-01-06,22.7716
2022-01-07,22.7716
2022-01-08,22.7716
2022-01-09,22.7716
2022-01-10,22.7716
2022-01-11,22.7716
2022-01-12,22.7716
2022-01-13,22.7716
2022-01-14,22.7716
2022-01-15,22.7716
2022-01-16,22.7716
2022-01-17,22.7716
2022-01-18,22.7716
2022-01-19,22.7716
2022-01-20,22.7716
2022-01-21,22.7716
2022-01-22,22.7716
2022-01-23,22.7716
2022-01-24,22.7716
2022-01-25,22.7716
2022-01-26,22.7716
2022-01-27,22.7716
2022-01-28,22.7716
2022-01-29,22.7716
2022-01-30,22.7716
2022-01-31,22.7716
2022-02-01,22.7716
2022-02-02,22.7716
2022-02-03,22.7716
2022-02-04,22.7716
2022-02-05,22.7716
2022-02-06,22.7716
2022-02-07,22.7716
2022-02-08,22.7716
2022-02-09,22.7716
2022-02-10,22.7716
2022-02-11,22.7716
2022-02-12,22.7716
2022-02-13,22.7716
2022-02-14,22.7716
2022-02-15,22.7716
2022-02-16,22.7716
2022-02-17,22.7716
2022-02-18,22.7716
2022-02-19,22.7716
2022-02-20,22.7716
2022-02-21,22.7716
2022-02-22,22.7716
2022-02-23,22.7716
2022-02-24,22.7716
2022-02-25,22.7716
2022-02-26,22.7716
2022-02-27,22.7716
2022-02-28,22.7716
2022-03-01,22.7716
2022-03-02,22.7716
2022-03-03,22.7716
2022-03-04,22.7716
2022-03-05,22.7716
2022-03-06,22.7716
2022-03-07,22.7716
2022-03-08,22.7716
2022-03-09,22.7716
2022-03-10,22.7716
2022-03-11,22.7716
2022-03-12,22.7716
2022-03-13,22.7716
2022-03-14,22.7716
2022-03-15,22.7716
2022-03-16,22.7716
2022-03-17,22.7716
2022-03-18,22.7716
2022-03-19,22.7716
2022-03-20,22.7716
2022-03-21,22.7716
2022-03-22,22.7716
2022-03-23,22.7716
2022-03-24,22.7716
2022-03-25,22.7716
2022-03-26,22.7716
2022-03-27,22.7716
2022-03-28,22.7716
2022-03-29,22.7716
2022-03-30,22.7716
2022-03-31,19.633
2022-04-01,19.633
2022-04-02,19.633
2022-04-03,19.633
2022-04-04,19.633
2022-04-05,19.633
2022-04-06,19.633
2022-04-07,19.633
2022-04-08,19.633
2022-04-09,19.633
2022-04-10,19.633
2022-04-11,19.633
2022-04-12,19.633
2022-04-13,19.633
2022-04-14,19.633
2022-04-15,19.633
2022-04-16,19.633
2022-04-17,19.633
2022-04-18,19.633
2022-04-19,19.633
2022-04-20,19.633
2022-04-21,19.633
2022-04-22,19.633
2022-04-23,19.633
2022-04-24,19.633
2022-04-25,19.633
2022-04-26,19.633
2022-04-27,19.633
2022-04-28,19.633
2022-04-29,19.633
2022-04-30,19.633
2022-05-01,19.633
2022-05-02,19.633
2022-05-03,19.633
2022-05-04,19.633
2022-05-05,19.633
2022-05-06,19.633
2022-05-07,19.633
2022-05-08,19.633
2022-05-09,19.633
2022-05-10,19.633
2022-05-11,19.633
2022-05-12,19.633
2022-05-13,19.633
2022-05-14,19.633
2022-05-15,19.633
2022-05-16,19.633
2022-05-17,19.633
2022-05-18,19.633
2022-05-19,19.633
2022-05-20,19.633
2022-05-21,19.633
2022-05-22,19.633
2022-05-23,19.633
2022-05-24,19.633
2022-05-25,19.633
2022-05-26,19.633
2022-05-27,19.633
2022-05-28,19.633
2022-05-29,19.633
2022-05-30,19.633
2022-05-31,19.633
2022-06-01,19.633
2022-06-02,19.633
2022-06-03,19.633
2022-06-04,19.633
2022-06-05,19.633
2022-06-06,19.633
2022-06-07,19.633
2022-06-08,19.633
2022-06-09,19.633
2022-06-10,19.633
2022-06-11,19.633
2022-06-12,19.633
2022-06-13,19.633
2022-06-14,19.633
2022-06-15,19.633
2022-06-16,19.633
2022-06-17,19.633
2022-06-18,19.633
2022-06-19,19.633
2022-06-20,19.633
2022-06-21,19.633
2022-06-22,19.633
2022-06-23,19.633
2022-06-24,19.633
2022-06-25,19.633
2022-06-26,19.633
2022-06-27,19.633
2022-06-28,19.633
2022-06-29,19.633
2022-06-30,15.9827
2022-07-01,15.9827
2022-07-02,15.9827
2022-07-03,15.9827
2022-07-04,15.9827
2022-07-05,15.9827
2022-07-06,15.9827
2022-07-07,15.9827
2022-07-08,15.9827
2022-07-09,15.9827
2022-07-10,15.9827
2022-07-11,15.9827
2022-07-12,15.9827
2022-07-13,15.9827
2022-07-14,15.9827
2022-07-15,15.9827
2022-07-16,15.9827
2022-07-17,15.9827
2022-07-18,15.9827
2022-07-19,15.9827
2022-07-20,15.9827
2022-07-21,15.9827
2022-07-22,15.9827
2022-07-23,15.9827
2022-07-24,15.9827
2022-07-25,15.9827
2022-07-26,15.9827
2022-07-27,15.9827
2022-07-28,15.9827
2022-07-29,15.9827
2022-07-30,15.9827
2022-07-31,15.9827
2022-08-01,15.9827
2022-08-02,15.9827
2022-08-03,15.9827
2022-08-04,15.9827
2022-08-05,15.9827
2022-08-06,15.9827
2022-08-07,15.9827
2022-08-08,15.9827
2022-08-09,15.9827
2022-08-10,15.9827
2022-08-11,15.9827
2022-08-12,15.9827
2022-08-13,15.9827
2022-08-14,15.9827
2022-08-15,15.9827
2022-08-16,15.9827
2022-08-17,15.9827
2022-08-18,15.9827
2022-08-19,15.9827
2022-08-20,15.9827
2022-08-21,15.9827
2022-08-22,15.9827
2022-08-23,15.9827
2022-08-24,15.9827
2022-08-25,15.9827
2022-08-26,15.9827
2022-08-27,15.9827
2022-08-28,15.9827
2022-08-29,15.9827
2022-08-30,15.9827
2022-08-31,15.9827
2022-09-01,15.9827
2022-09-02,15.9827
2022-09-03,15.9827
2022-09-04,15.9827
2022-09-05,15.9827
2022-09-06,15.9827
2022-09-07,15.9827
2022-09-08,15.9827
2022-09-09,15.9827
2022-09-10,15.9827
2022-09-11,15.9827
2022-09-12,15.9827
2022-09-13,15.9827
2022-09-14,15.9827
2022-09-15,15.9827
2022-09-16,15.9827
2022-09-17,15.9827
2022-09-18,15.9827
2022-09-19,15.9827
2022-09-20,15.9827
2022-09-21,15.9827
2022-09-22,15.9827
2022-09-23,15.9827
2022-09-24,15.9827
2022-09-25,15.9827
2022-09-26,15.9827
2022-09-27,15.9827
2022-09-28,15.9827
2022-09-29,15.9827
2022-09-30,18.7639
2022-10-01,18.7639
2022-10-02,18.7639
2022-10-03,18.7639
2022-10-04,18.7639
2022-10-05,18.7639
2022-10-06,18.7639
2022-10-07,18.7639
2022-10-08,18.7639
2022-10-09,18.7639
2022-10-10,18.7639
2022-10-11,18.7639
2022-10-12,18.7639
2022-10-13,18.7639
2022-10-14,18.7639
2022-10-15,18.7639
2022-10-16,18.7639
2022-10-17,18.7639
2022-10-18,18.7639
2022-10-19,18.7639
2022-10-20,18.7639
2022-10-21,18.7639
2022-10-22,18.7639
2022-10-23,18.7639
2022-10-24,18.7639
2022-10-25,18.7639
2022-10-26,18.7639
2022-10-27,18.7639
2022-10-28,18.7639
2022-10-29,18.7639
2022-10-30,18.7639
2022-10-31,18.7639
2022-11-01,18.7639
2022-11-02,18.7639
2022-11-03,18.7639
2022-11-04,18.7639
2022-11-05,18.7639
2022-11-06,18.7639
2022-11-07,18.7639
2022-11-08,18.7639
2022-11-09,18.7639
2022-11-10,18.7639
2022-11-11,18.7639
2022-11-12,18.7639
2022-11-13,18.7639
2022-11-14,18.7639
2022-11-15,18.7639
2022-11-16,18.7639
2022-11-17,18.7639
2022-11-18,18.7639
2022-11-19,18.7639
2022-11-20,18.7639
2022-11-21,18.7639
2022-11-22,18.7639
2022-11-23,18.7639
2022-11-24,18.7639
2022-11-25,18.7639
2022-11-26,18.7639
2022-11-27,18.7639
2022-11-28,18.7639
2022-11-29,18.7639
2022-11-30,18.7639
2022-12-01,18.7639
2022-12-02,18.7639
2022-12-03,18.7639
2022-12-04,18.7639
2022-12-05,18.7639
2022-12-06,18.7639
2022-12-07,18.7639
2022-12-08,18.7639
2022-12-09,18.7639
2022-12-10,18.7639
2022-12-11,18.7639
2022-12-12,18.7639
2022-12-13,18.7639
2022-12-14,18.7639
2022-12-15,18.7639
2022-12-16,18.7639
2022-12-17,18.7639
2022-12-18,18.7639
2022-12-19,18.7639
2022-12-20,18.7639
2022-12-21,18.7639
2022-12-22,18.7639
2022-12-23,18.7639
2022-12-24,18.7639
2022-12-25,18.7639
2022-12-26,18.7639
2022-12-27,18.7639
2022-12-28,18.7639
2022-12-29,18.7639
2022-12-30,18.7639
2022-12-31,15.732
2023-01-01,15.732
2023-01-02,15.732
2023-01-03,15.732
2023-01-04,15.732
2023-01-05,15.732
2023-01-06,15.732
2023-01-07,15.732
2023-01-08,15.732
2023-01-09,15.732
2023-01-10,15.732
2023-01-11,15.732
2023-01-12,15.732
2023-01-13,15.732
2023-01-14,15.732
2023-01-15,15.732
2023-01-16,15.732
2023-01-17,15.732
2023-01-18,15.732
2023-01-19,15.732
2023-01-20,15.732
2023-01-21,15.732
2023-01-22,15.732
2023-01-23,15.732
2023-01-24,15.732
2023-01-25,15.732
2023-01-26,15.732
2023-01-27,15.732
2023-01-28,15.732
2023-01-29,15.732
2023-01-30,15.732
2023-01-31,15.732
2023-02-01,15.732
2023-02-02,15.732
2023-02-03,15.732
2023-02-04,15.732
2023-02-05,15.732
2023-02-06,15.732
2023-02-07,15.732
2023-02-08,15.732
2023-02-09,15.732
2023-02-10,15.732
2023-02-11,15.732
2023-02-12,15.732
2023-02-13,15.732
2023-02-14,15.732
2023-02-15,15.732
2023-02-16,15.732
2023-02-17,15.732
2023-02-18,15.732
2023-02-19,15.732
2023-02-20,15.732
2023-02-21,15.732
2023-02-22,15.732
2023-02-23,15.732
2023-02-24,15.732
2023-02-25,15.732
2023-02-26,15.732
2023-02-27,15.732
2023-02-28,15.732
2023-03-01,15.732
2023-03-02,15.732
2023-03-03,15.732
2023-03-04,15.732
2023-03-05,15.732
2023-03-06,15.732
2023-03-07,15.732
2023-03-08,15.732
2023-03-09,15.732
2023-03-10,15.732
2023-03-11,15.732
2023-03-12,15.732
2023-03-13,15.732
2023-03-14,15.732
2023-03-15,15.732
2023-03-16,15.732
2023-03-17,15.732
2023-03-18,15.732
2023-03-19,15.732
2023-03-20,15.732
2023-03-21,15.732
2023-03-22,15.732
2023-03-23,15.732
