,KOP US Equity
,RETURN_COM_EQY
2020-01-01,65.5528
2020-01-02,65.5528
2020-01-03,65.5528
2020-01-04,65.5528
2020-01-05,65.5528
2020-01-06,65.5528
2020-01-07,65.5528
2020-01-08,65.5528
2020-01-09,65.5528
2020-01-10,65.5528
2020-01-11,65.5528
2020-01-12,65.5528
2020-01-13,65.5528
2020-01-14,65.5528
2020-01-15,65.5528
2020-01-16,65.5528
2020-01-17,65.5528
2020-01-18,65.5528
2020-01-19,65.5528
2020-01-20,65.5528
2020-01-21,65.5528
2020-01-22,65.5528
2020-01-23,65.5528
2020-01-24,65.5528
2020-01-25,65.5528
2020-01-26,65.5528
2020-01-27,65.5528
2020-01-28,65.5528
2020-01-29,65.5528
2020-01-30,65.5528
2020-01-31,65.5528
2020-02-01,65.5528
2020-02-02,65.5528
2020-02-03,65.5528
2020-02-04,65.5528
2020-02-05,65.5528
2020-02-06,65.5528
2020-02-07,65.5528
2020-02-08,65.5528
2020-02-09,65.5528
2020-02-10,65.5528
2020-02-11,65.5528
2020-02-12,65.5528
2020-02-13,65.5528
2020-02-14,65.5528
2020-02-15,65.5528
2020-02-16,65.5528
2020-02-17,65.5528
2020-02-18,65.5528
2020-02-19,65.5528
2020-02-20,65.5528
2020-02-21,65.5528
2020-02-22,65.5528
2020-02-23,65.5528
2020-02-24,65.5528
2020-02-25,65.5528
2020-02-26,65.5528
2020-02-27,65.5528
2020-02-28,65.5528
2020-02-29,65.5528
2020-03-01,65.5528
2020-03-02,65.5528
2020-03-03,65.5528
2020-03-04,65.5528
2020-03-05,65.5528
2020-03-06,65.5528
2020-03-07,65.5528
2020-03-08,65.5528
2020-03-09,65.5528
2020-03-10,65.5528
2020-03-11,65.5528
2020-03-12,65.5528
2020-03-13,65.5528
2020-03-14,65.5528
2020-03-15,65.5528
2020-03-16,65.5528
2020-03-17,65.5528
2020-03-18,65.5528
2020-03-19,65.5528
2020-03-20,65.5528
2020-03-21,65.5528
2020-03-22,65.5528
2020-03-23,65.5528
2020-03-24,65.5528
2020-03-25,65.5528
2020-03-26,65.5528
2020-03-27,65.5528
2020-03-28,65.5528
2020-03-29,65.5528
2020-03-30,65.5528
2020-03-31,60.6437
2020-04-01,60.6437
2020-04-02,60.6437
2020-04-03,60.6437
2020-04-04,60.6437
2020-04-05,60.6437
2020-04-06,60.6437
2020-04-07,60.6437
2020-04-08,60.6437
2020-04-09,60.6437
2020-04-10,60.6437
2020-04-11,60.6437
2020-04-12,60.6437
2020-04-13,60.6437
2020-04-14,60.6437
2020-04-15,60.6437
2020-04-16,60.6437
2020-04-17,60.6437
2020-04-18,60.6437
2020-04-19,60.6437
2020-04-20,60.6437
2020-04-21,60.6437
2020-04-22,60.6437
2020-04-23,60.6437
2020-04-24,60.6437
2020-04-25,60.6437
2020-04-26,60.6437
2020-04-27,60.6437
2020-04-28,60.6437
2020-04-29,60.6437
2020-04-30,60.6437
2020-05-01,60.6437
2020-05-02,60.6437
2020-05-03,60.6437
2020-05-04,60.6437
2020-05-05,60.6437
2020-05-06,60.6437
2020-05-07,60.6437
2020-05-08,60.6437
2020-05-09,60.6437
2020-05-10,60.6437
2020-05-11,60.6437
2020-05-12,60.6437
2020-05-13,60.6437
2020-05-14,60.6437
2020-05-15,60.6437
2020-05-16,60.6437
2020-05-17,60.6437
2020-05-18,60.6437
2020-05-19,60.6437
2020-05-20,60.6437
2020-05-21,60.6437
2020-05-22,60.6437
2020-05-23,60.6437
2020-05-24,60.6437
2020-05-25,60.6437
2020-05-26,60.6437
2020-05-27,60.6437
2020-05-28,60.6437
2020-05-29,60.6437
2020-05-30,60.6437
2020-05-31,60.6437
2020-06-01,60.6437
2020-06-02,60.6437
2020-06-03,60.6437
2020-06-04,60.6437
2020-06-05,60.6437
2020-06-06,60.6437
2020-06-07,60.6437
2020-06-08,60.6437
2020-06-09,60.6437
2020-06-10,60.6437
2020-06-11,60.6437
2020-06-12,60.6437
2020-06-13,60.6437
2020-06-14,60.6437
2020-06-15,60.6437
2020-06-16,60.6437
2020-06-17,60.6437
2020-06-18,60.6437
2020-06-19,60.6437
2020-06-20,60.6437
2020-06-21,60.6437
2020-06-22,60.6437
2020-06-23,60.6437
2020-06-24,60.6437
2020-06-25,60.6437
2020-06-26,60.6437
2020-06-27,60.6437
2020-06-28,60.6437
2020-06-29,60.6437
2020-06-30,50.9907
2020-07-01,50.9907
2020-07-02,50.9907
2020-07-03,50.9907
2020-07-04,50.9907
2020-07-05,50.9907
2020-07-06,50.9907
2020-07-07,50.9907
2020-07-08,50.9907
2020-07-09,50.9907
2020-07-10,50.9907
2020-07-11,50.9907
2020-07-12,50.9907
2020-07-13,50.9907
2020-07-14,50.9907
2020-07-15,50.9907
2020-07-16,50.9907
2020-07-17,50.9907
2020-07-18,50.9907
2020-07-19,50.9907
2020-07-20,50.9907
2020-07-21,50.9907
2020-07-22,50.9907
2020-07-23,50.9907
2020-07-24,50.9907
2020-07-25,50.9907
2020-07-26,50.9907
2020-07-27,50.9907
2020-07-28,50.9907
2020-07-29,50.9907
2020-07-30,50.9907
2020-07-31,50.9907
2020-08-01,50.9907
2020-08-02,50.9907
2020-08-03,50.9907
2020-08-04,50.9907
2020-08-05,50.9907
2020-08-06,50.9907
2020-08-07,50.9907
2020-08-08,50.9907
2020-08-09,50.9907
2020-08-10,50.9907
2020-08-11,50.9907
2020-08-12,50.9907
2020-08-13,50.9907
2020-08-14,50.9907
2020-08-15,50.9907
2020-08-16,50.9907
2020-08-17,50.9907
2020-08-18,50.9907
2020-08-19,50.9907
2020-08-20,50.9907
2020-08-21,50.9907
2020-08-22,50.9907
2020-08-23,50.9907
2020-08-24,50.9907
2020-08-25,50.9907
2020-08-26,50.9907
2020-08-27,50.9907
2020-08-28,50.9907
2020-08-29,50.9907
2020-08-30,50.9907
2020-08-31,50.9907
2020-09-01,50.9907
2020-09-02,50.9907
2020-09-03,50.9907
2020-09-04,50.9907
2020-09-05,50.9907
2020-09-06,50.9907
2020-09-07,50.9907
2020-09-08,50.9907
2020-09-09,50.9907
2020-09-10,50.9907
2020-09-11,50.9907
2020-09-12,50.9907
2020-09-13,50.9907
2020-09-14,50.9907
2020-09-15,50.9907
2020-09-16,50.9907
2020-09-17,50.9907
2020-09-18,50.9907
2020-09-19,50.9907
2020-09-20,50.9907
2020-09-21,50.9907
2020-09-22,50.9907
2020-09-23,50.9907
2020-09-24,50.9907
2020-09-25,50.9907
2020-09-26,50.9907
2020-09-27,50.9907
2020-09-28,50.9907
2020-09-29,50.9907
2020-09-30,64.9555
2020-10-01,64.9555
2020-10-02,64.9555
2020-10-03,64.9555
2020-10-04,64.9555
2020-10-05,64.9555
2020-10-06,64.9555
2020-10-07,64.9555
2020-10-08,64.9555
2020-10-09,64.9555
2020-10-10,64.9555
2020-10-11,64.9555
2020-10-12,64.9555
2020-10-13,64.9555
2020-10-14,64.9555
2020-10-15,64.9555
2020-10-16,64.9555
2020-10-17,64.9555
2020-10-18,64.9555
