,PAYX US Equity
,RETURN_COM_EQY
2020-01-01,43.1687
2020-01-02,43.1687
2020-01-03,43.1687
2020-01-04,43.1687
2020-01-05,43.1687
2020-01-06,43.1687
2020-01-07,43.1687
2020-01-08,43.1687
2020-01-09,43.1687
2020-01-10,43.1687
2020-01-11,43.1687
2020-01-12,43.1687
2020-01-13,43.1687
2020-01-14,43.1687
2020-01-15,43.1687
2020-01-16,43.1687
2020-01-17,43.1687
2020-01-18,43.1687
2020-01-19,43.1687
2020-01-20,43.1687
2020-01-21,43.1687
2020-01-22,43.1687
2020-01-23,43.1687
2020-01-24,43.1687
2020-01-25,43.1687
2020-01-26,43.1687
2020-01-27,43.1687
2020-01-28,43.1687
2020-01-29,43.1687
2020-01-30,43.1687
2020-01-31,43.1687
2020-02-01,43.1687
2020-02-02,43.1687
2020-02-03,43.1687
2020-02-04,43.1687
2020-02-05,43.1687
2020-02-06,43.1687
2020-02-07,43.1687
2020-02-08,43.1687
2020-02-09,43.1687
2020-02-10,43.1687
2020-02-11,43.1687
2020-02-12,43.1687
2020-02-13,43.1687
2020-02-14,43.1687
2020-02-15,43.1687
2020-02-16,43.1687
2020-02-17,43.1687
2020-02-18,43.1687
2020-02-19,43.1687
2020-02-20,43.1687
2020-02-21,43.1687
2020-02-22,43.1687
2020-02-23,43.1687
2020-02-24,43.1687
2020-02-25,43.1687
2020-02-26,43.1687
2020-02-27,43.1687
2020-02-28,43.1687
2020-02-29,41.3528
2020-03-01,41.3528
2020-03-02,41.3528
2020-03-03,41.3528
2020-03-04,41.3528
2020-03-05,41.3528
2020-03-06,41.3528
2020-03-07,41.3528
2020-03-08,41.3528
2020-03-09,41.3528
2020-03-10,41.3528
2020-03-11,41.3528
2020-03-12,41.3528
2020-03-13,41.3528
2020-03-14,41.3528
2020-03-15,41.3528
2020-03-16,41.3528
2020-03-17,41.3528
2020-03-18,41.3528
2020-03-19,41.3528
2020-03-20,41.3528
2020-03-21,41.3528
2020-03-22,41.3528
2020-03-23,41.3528
2020-03-24,41.3528
2020-03-25,41.3528
2020-03-26,41.3528
2020-03-27,41.3528
2020-03-28,41.3528
2020-03-29,41.3528
2020-03-30,41.3528
2020-03-31,41.3528
2020-04-01,41.3528
2020-04-02,41.3528
2020-04-03,41.3528
2020-04-04,41.3528
2020-04-05,41.3528
2020-04-06,41.3528
2020-04-07,41.3528
2020-04-08,41.3528
2020-04-09,41.3528
2020-04-10,41.3528
2020-04-11,41.3528
2020-04-12,41.3528
2020-04-13,41.3528
2020-04-14,41.3528
2020-04-15,41.3528
2020-04-16,41.3528
2020-04-17,41.3528
2020-04-18,41.3528
2020-04-19,41.3528
2020-04-20,41.3528
2020-04-21,41.3528
2020-04-22,41.3528
2020-04-23,41.3528
2020-04-24,41.3528
2020-04-25,41.3528
2020-04-26,41.3528
2020-04-27,41.3528
2020-04-28,41.3528
2020-04-29,41.3528
2020-04-30,41.3528
2020-05-01,41.3528
2020-05-02,41.3528
2020-05-03,41.3528
2020-05-04,41.3528
2020-05-05,41.3528
2020-05-06,41.3528
2020-05-07,41.3528
2020-05-08,41.3528
2020-05-09,41.3528
2020-05-10,41.3528
2020-05-11,41.3528
2020-05-12,41.3528
2020-05-13,41.3528
2020-05-14,41.3528
2020-05-15,41.3528
2020-05-16,41.3528
2020-05-17,41.3528
2020-05-18,41.3528
2020-05-19,41.3528
2020-05-20,41.3528
2020-05-21,41.3528
2020-05-22,41.3528
2020-05-23,41.3528
2020-05-24,41.3528
2020-05-25,41.3528
2020-05-26,41.3528
2020-05-27,41.3528
2020-05-28,41.3528
2020-05-29,41.3528
2020-05-30,41.3528
2020-05-31,40.6636
2020-06-01,40.6636
2020-06-02,40.6636
2020-06-03,40.6636
2020-06-04,40.6636
2020-06-05,40.6636
2020-06-06,40.6636
2020-06-07,40.6636
2020-06-08,40.6636
2020-06-09,40.6636
2020-06-10,40.6636
2020-06-11,40.6636
2020-06-12,40.6636
2020-06-13,40.6636
2020-06-14,40.6636
2020-06-15,40.6636
2020-06-16,40.6636
2020-06-17,40.6636
2020-06-18,40.6636
2020-06-19,40.6636
2020-06-20,40.6636
2020-06-21,40.6636
2020-06-22,40.6636
2020-06-23,40.6636
2020-06-24,40.6636
2020-06-25,40.6636
2020-06-26,40.6636
2020-06-27,40.6636
2020-06-28,40.6636
2020-06-29,40.6636
2020-06-30,40.6636
2020-07-01,40.6636
2020-07-02,40.6636
2020-07-03,40.6636
2020-07-04,40.6636
2020-07-05,40.6636
2020-07-06,40.6636
2020-07-07,40.6636
2020-07-08,40.6636
2020-07-09,40.6636
2020-07-10,40.6636
2020-07-11,40.6636
2020-07-12,40.6636
2020-07-13,40.6636
2020-07-14,40.6636
2020-07-15,40.6636
2020-07-16,40.6636
2020-07-17,40.6636
2020-07-18,40.6636
2020-07-19,40.6636
