,WSM US Equity
,RETURN_COM_EQY
2020-01-01,31.0595
2020-01-02,31.0595
2020-01-03,31.0595
2020-01-04,31.0595
2020-01-05,31.0595
2020-01-06,31.0595
2020-01-07,31.0595
2020-01-08,31.0595
2020-01-09,31.0595
2020-01-10,31.0595
2020-01-11,31.0595
2020-01-12,31.0595
2020-01-13,31.0595
2020-01-14,31.0595
2020-01-15,31.0595
2020-01-16,31.0595
2020-01-17,31.0595
2020-01-18,31.0595
2020-01-19,31.0595
2020-01-20,31.0595
2020-01-21,31.0595
2020-01-22,31.0595
2020-01-23,31.0595
2020-01-24,31.0595
2020-01-25,31.0595
2020-01-26,31.0595
2020-01-27,31.0595
2020-01-28,31.0595
2020-01-29,31.0595
2020-01-30,31.0595
2020-01-31,31.0595
2020-02-01,31.0595
2020-02-02,29.7764
2020-02-03,29.7764
2020-02-04,29.7764
2020-02-05,29.7764
2020-02-06,29.7764
2020-02-07,29.7764
2020-02-08,29.7764
2020-02-09,29.7764
2020-02-10,29.7764
2020-02-11,29.7764
2020-02-12,29.7764
2020-02-13,29.7764
2020-02-14,29.7764
2020-02-15,29.7764
2020-02-16,29.7764
2020-02-17,29.7764
2020-02-18,29.7764
2020-02-19,29.7764
2020-02-20,29.7764
2020-02-21,29.7764
2020-02-22,29.7764
2020-02-23,29.7764
2020-02-24,29.7764
2020-02-25,29.7764
2020-02-26,29.7764
2020-02-27,29.7764
2020-02-28,29.7764
2020-02-29,29.7764
2020-03-01,29.7764
2020-03-02,29.7764
2020-03-03,29.7764
2020-03-04,29.7764
2020-03-05,29.7764
2020-03-06,29.7764
2020-03-07,29.7764
2020-03-08,29.7764
2020-03-09,29.7764
2020-03-10,29.7764
2020-03-11,29.7764
2020-03-12,29.7764
2020-03-13,29.7764
2020-03-14,29.7764
2020-03-15,29.7764
2020-03-16,29.7764
2020-03-17,29.7764
2020-03-18,29.7764
2020-03-19,29.7764
2020-03-20,29.7764
2020-03-21,29.7764
2020-03-22,29.7764
2020-03-23,29.7764
2020-03-24,29.7764
2020-03-25,29.7764
2020-03-26,29.7764
2020-03-27,29.7764
2020-03-28,29.7764
2020-03-29,29.7764
2020-03-30,29.7764
2020-03-31,29.7764
2020-04-01,29.7764
2020-04-02,29.7764
2020-04-03,29.7764
2020-04-04,29.7764
2020-04-05,29.7764
2020-04-06,29.7764
2020-04-07,29.7764
2020-04-08,29.7764
2020-04-09,29.7764
2020-04-10,29.7764
2020-04-11,29.7764
2020-04-12,29.7764
2020-04-13,29.7764
2020-04-14,29.7764
2020-04-15,29.7764
2020-04-16,29.7764
2020-04-17,29.7764
2020-04-18,29.7764
2020-04-19,29.7764
2020-04-20,29.7764
2020-04-21,29.7764
2020-04-22,29.7764
2020-04-23,29.7764
2020-04-24,29.7764
2020-04-25,29.7764
2020-04-26,29.7764
2020-04-27,29.7764
2020-04-28,29.7764
2020-04-29,29.7764
2020-04-30,29.7764
2020-05-01,29.7764
2020-05-02,29.7764
2020-05-03,28.9511
2020-05-04,28.9511
2020-05-05,28.9511
2020-05-06,28.9511
2020-05-07,28.9511
2020-05-08,28.9511
2020-05-09,28.9511
2020-05-10,28.9511
2020-05-11,28.9511
2020-05-12,28.9511
2020-05-13,28.9511
2020-05-14,28.9511
2020-05-15,28.9511
2020-05-16,28.9511
2020-05-17,28.9511
2020-05-18,28.9511
2020-05-19,28.9511
2020-05-20,28.9511
2020-05-21,28.9511
2020-05-22,28.9511
2020-05-23,28.9511
2020-05-24,28.9511
2020-05-25,28.9511
2020-05-26,28.9511
2020-05-27,28.9511
2020-05-28,28.9511
2020-05-29,28.9511
2020-05-30,28.9511
2020-05-31,28.9511
2020-06-01,28.9511
2020-06-02,28.9511
2020-06-03,28.9511
2020-06-04,28.9511
2020-06-05,28.9511
2020-06-06,28.9511
2020-06-07,28.9511
2020-06-08,28.9511
2020-06-09,28.9511
2020-06-10,28.9511
2020-06-11,28.9511
2020-06-12,28.9511
2020-06-13,28.9511
2020-06-14,28.9511
2020-06-15,28.9511
2020-06-16,28.9511
2020-06-17,28.9511
2020-06-18,28.9511
2020-06-19,28.9511
2020-06-20,28.9511
2020-06-21,28.9511
2020-06-22,28.9511
2020-06-23,28.9511
2020-06-24,28.9511
2020-06-25,28.9511
2020-06-26,28.9511
2020-06-27,28.9511
2020-06-28,28.9511
2020-06-29,28.9511
2020-06-30,28.9511
2020-07-01,28.9511
2020-07-02,28.9511
2020-07-03,28.9511
2020-07-04,28.9511
2020-07-05,28.9511
2020-07-06,28.9511
2020-07-07,28.9511
2020-07-08,28.9511
2020-07-09,28.9511
2020-07-10,28.9511
2020-07-11,28.9511
2020-07-12,28.9511
2020-07-13,28.9511
2020-07-14,28.9511
2020-07-15,28.9511
2020-07-16,28.9511
2020-07-17,28.9511
2020-07-18,28.9511
2020-07-19,28.9511
2020-07-20,28.9511
2020-07-21,28.9511
2020-07-22,28.9511
2020-07-23,28.9511
2020-07-24,28.9511
2020-07-25,28.9511
2020-07-26,28.9511
2020-07-27,28.9511
2020-07-28,28.9511
2020-07-29,28.9511
2020-07-30,28.9511
2020-07-31,28.9511
2020-08-01,28.9511
2020-08-02,33.4684
2020-08-03,33.4684
2020-08-04,33.4684
2020-08-05,33.4684
2020-08-06,33.4684
2020-08-07,33.4684
2020-08-08,33.4684
2020-08-09,33.4684
2020-08-10,33.4684
2020-08-11,33.4684
2020-08-12,33.4684
2020-08-13,33.4684
2020-08-14,33.4684
2020-08-15,33.4684
2020-08-16,33.4684
2020-08-17,33.4684
2020-08-18,33.4684
2020-08-19,33.4684
2020-08-20,33.4684
2020-08-21,33.4684
2020-08-22,33.4684
2020-08-23,33.4684
2020-08-24,33.4684
2020-08-25,33.4684
2020-08-26,33.4684
2020-08-27,33.4684
2020-08-28,33.4684
2020-08-29,33.4684
2020-08-30,33.4684
2020-08-31,33.4684
2020-09-01,33.4684
2020-09-02,33.4684
2020-09-03,33.4684
2020-09-04,33.4684
2020-09-05,33.4684
2020-09-06,33.4684
2020-09-07,33.4684
2020-09-08,33.4684
2020-09-09,33.4684
2020-09-10,33.4684
2020-09-11,33.4684
2020-09-12,33.4684
2020-09-13,33.4684
2020-09-14,33.4684
2020-09-15,33.4684
2020-09-16,33.4684
2020-09-17,33.4684
2020-09-18,33.4684
2020-09-19,33.4684
2020-09-20,33.4684
2020-09-21,33.4684
2020-09-22,33.4684
2020-09-23,33.4684
2020-09-24,33.4684
2020-09-25,33.4684
2020-09-26,33.4684
2020-09-27,33.4684
2020-09-28,33.4684
2020-09-29,33.4684
2020-09-30,33.4684
2020-10-01,33.4684
2020-10-02,33.4684
2020-10-03,33.4684
2020-10-04,33.4684
2020-10-05,33.4684
2020-10-06,33.4684
2020-10-07,33.4684
2020-10-08,33.4684
2020-10-09,33.4684
2020-10-10,33.4684
2020-10-11,33.4684
2020-10-12,33.4684
2020-10-13,33.4684
2020-10-14,33.4684
2020-10-15,33.4684
2020-10-16,33.4684
2020-10-17,33.4684
2020-10-18,33.4684
2020-10-19,33.4684
2020-10-20,33.4684
2020-10-21,33.4684
2020-10-22,33.4684
2020-10-23,33.4684
2020-10-24,33.4684
2020-10-25,33.4684
2020-10-26,33.4684
2020-10-27,33.4684
2020-10-28,33.4684
2020-10-29,33.4684
2020-10-30,33.4684
2020-10-31,33.4684
2020-11-01,42.4505
2020-11-02,42.4505
2020-11-03,42.4505
2020-11-04,42.4505
2020-11-05,42.4505
2020-11-06,42.4505
2020-11-07,42.4505
2020-11-08,42.4505
2020-11-09,42.4505
2020-11-10,42.4505
2020-11-11,42.4505
2020-11-12,42.4505
2020-11-13,42.4505
2020-11-14,42.4505
2020-11-15,42.4505
2020-11-16,42.4505
2020-11-17,42.4505
2020-11-18,42.4505
2020-11-19,42.4505
2020-11-20,42.4505
2020-11-21,42.4505
2020-11-22,42.4505
2020-11-23,42.4505
2020-11-24,42.4505
2020-11-25,42.4505
2020-11-26,42.4505
2020-11-27,42.4505
2020-11-28,42.4505
2020-11-29,42.4505
2020-11-30,42.4505
2020-12-01,42.4505
2020-12-02,42.4505
2020-12-03,42.4505
2020-12-04,42.4505
2020-12-05,42.4505
2020-12-06,42.4505
2020-12-07,42.4505
2020-12-08,42.4505
2020-12-09,42.4505
2020-12-10,42.4505
2020-12-11,42.4505
2020-12-12,42.4505
2020-12-13,42.4505
2020-12-14,42.4505
2020-12-15,42.4505
2020-12-16,42.4505
2020-12-17,42.4505
2020-12-18,42.4505
2020-12-19,42.4505
2020-12-20,42.4505
2020-12-21,42.4505
2020-12-22,42.4505
2020-12-23,42.4505
2020-12-24,42.4505
2020-12-25,42.4505
2020-12-26,42.4505
2020-12-27,42.4505
2020-12-28,42.4505
2020-12-29,42.4505
2020-12-30,42.4505
2020-12-31,42.4505
2021-01-01,42.4505
2021-01-02,42.4505
2021-01-03,42.4505
2021-01-04,42.4505
2021-01-05,42.4505
2021-01-06,42.4505
2021-01-07,42.4505
2021-01-08,42.4505
2021-01-09,42.4505
2021-01-10,42.4505
2021-01-11,42.4505
2021-01-12,42.4505
2021-01-13,42.4505
2021-01-14,42.4505
2021-01-15,42.4505
2021-01-16,42.4505
2021-01-17,42.4505
2021-01-18,42.4505
2021-01-19,42.4505
2021-01-20,42.4505
