,WERN US Equity
2020-07-27,13.8081
2020-07-28,13.8081
2020-07-29,13.8081
2020-07-30,13.8081
2020-07-31,13.8081
2020-08-01,13.8081
2020-08-02,13.8081
2020-08-03,13.8081
2020-08-04,13.8081
2020-08-05,13.8081
2020-08-06,13.8081
2020-08-07,13.8081
2020-08-08,13.8081
2020-08-09,13.8081
2020-08-10,13.8081
2020-08-11,13.8081
2020-08-12,13.8081
2020-08-13,13.8081
2020-08-14,13.8081
2020-08-15,13.8081
2020-08-16,13.8081
2020-08-17,13.8081
2020-08-18,13.8081
2020-08-19,13.8081
2020-08-20,13.8081
2020-08-21,13.8081
2020-08-22,13.8081
2020-08-23,13.8081
2020-08-24,13.8081
2020-08-25,13.8081
2020-08-26,13.8081
2020-08-27,13.8081
2020-08-28,13.8081
2020-08-29,13.8081
2020-08-30,13.8081
2020-08-31,13.8081
2020-09-01,13.8081
2020-09-02,13.8081
2020-09-03,13.8081
2020-09-04,13.8081
2020-09-05,13.8081
2020-09-06,13.8081
2020-09-07,13.8081
2020-09-08,13.8081
2020-09-09,13.8081
2020-09-10,13.8081
2020-09-11,13.8081
2020-09-12,13.8081
2020-09-13,13.8081
2020-09-14,13.8081
2020-09-15,13.8081
2020-09-16,13.8081
2020-09-17,13.8081
2020-09-18,13.8081
2020-09-19,13.8081
2020-09-20,13.8081
2020-09-21,13.8081
2020-09-22,13.8081
2020-09-23,13.8081
2020-09-24,13.8081
2020-09-25,13.8081
2020-09-26,13.8081
2020-09-27,13.8081
2020-09-28,13.8081
2020-09-29,13.8081
2020-09-30,13.9886
2020-10-01,13.9886
2020-10-02,13.9886
2020-10-03,13.9886
2020-10-04,13.9886
2020-10-05,13.9886
2020-10-06,13.9886
2020-10-07,13.9886
2020-10-08,13.9886
2020-10-09,13.9886
2020-10-10,13.9886
2020-10-11,13.9886
2020-10-12,13.9886
2020-10-13,13.9886
2020-10-14,13.9886
2020-10-15,13.9886
2020-10-16,13.9886
2020-10-17,13.9886
2020-10-18,13.9886
2020-10-19,13.9886
2020-10-20,13.9886
2020-10-21,13.9886
2020-10-22,13.9886
2020-10-23,13.9886
2020-10-24,13.9886
2020-10-25,13.9886
2020-10-26,13.9886
2020-10-27,13.9886
2020-10-28,13.9886
2020-10-29,13.9886
2020-10-30,13.9886
2020-10-31,13.9886
2020-11-01,13.9886
2020-11-02,13.9886
2020-11-03,13.9886
2020-11-04,13.9886
2020-11-05,13.9886
2020-11-06,13.9886
2020-11-07,13.9886
2020-11-08,13.9886
2020-11-09,13.9886
2020-11-10,13.9886
2020-11-11,13.9886
2020-11-12,13.9886
2020-11-13,13.9886
2020-11-14,13.9886
2020-11-15,13.9886
2020-11-16,13.9886
2020-11-17,13.9886
2020-11-18,13.9886
2020-11-19,13.9886
2020-11-20,13.9886
2020-11-21,13.9886
2020-11-22,13.9886
2020-11-23,13.9886
2020-11-24,13.9886
2020-11-25,13.9886
2020-11-26,13.9886
2020-11-27,13.9886
2020-11-28,13.9886
2020-11-29,13.9886
2020-11-30,13.9886
2020-12-01,13.9886
2020-12-02,13.9886
2020-12-03,13.9886
2020-12-04,13.9886
2020-12-05,13.9886
2020-12-06,13.9886
2020-12-07,13.9886
2020-12-08,13.9886
2020-12-09,13.9886
2020-12-10,13.9886
2020-12-11,13.9886
2020-12-12,13.9886
2020-12-13,13.9886
2020-12-14,13.9886
2020-12-15,13.9886
2020-12-16,13.9886
2020-12-17,13.9886
2020-12-18,13.9886
2020-12-19,13.9886
2020-12-20,13.9886
2020-12-21,13.9886
2020-12-22,13.9886
2020-12-23,13.9886
2020-12-24,13.9886
2020-12-25,13.9886
2020-12-26,13.9886
2020-12-27,13.9886
2020-12-28,13.9886
2020-12-29,13.9886
2020-12-30,13.9886
2020-12-31,14.6639
2021-01-01,14.6639
2021-01-02,14.6639
2021-01-03,14.6639
2021-01-04,14.6639
2021-01-05,14.6639
2021-01-06,14.6639
2021-01-07,14.6639
2021-01-08,14.6639
2021-01-09,14.6639
2021-01-10,14.6639
2021-01-11,14.6639
2021-01-12,14.6639
2021-01-13,14.6639
2021-01-14,14.6639
2021-01-15,14.6639
2021-01-16,14.6639
2021-01-17,14.6639
2021-01-18,14.6639
2021-01-19,14.6639
2021-01-20,14.6639
2021-01-21,14.6639
2021-01-22,14.6639
2021-01-23,14.6639
2021-01-24,14.6639
2021-01-25,14.6639
2021-01-26,14.6639
2021-01-27,14.6639
2021-01-28,14.6639
2021-01-29,14.6639
2021-01-30,14.6639
2021-01-31,14.6639
2021-02-01,14.6639
2021-02-02,14.6639
2021-02-03,14.6639
2021-02-04,14.6639
2021-02-05,14.6639
2021-02-06,14.6639
2021-02-07,14.6639
2021-02-08,14.6639
2021-02-09,14.6639
2021-02-10,14.6639
2021-02-11,14.6639
2021-02-12,14.6639
2021-02-13,14.6639
2021-02-14,14.6639
2021-02-15,14.6639
2021-02-16,14.6639
2021-02-17,14.6639
2021-02-18,14.6639
2021-02-19,14.6639
2021-02-20,14.6639
2021-02-21,14.6639
2021-02-22,14.6639
2021-02-23,14.6639
2021-02-24,14.6639
2021-02-25,14.6639
2021-02-26,14.6639
2021-02-27,14.6639
2021-02-28,14.6639
2021-03-01,14.6639
2021-03-02,14.6639
2021-03-03,14.6639
2021-03-04,14.6639
2021-03-05,14.6639
2021-03-06,14.6639
2021-03-07,14.6639
2021-03-08,14.6639
2021-03-09,14.6639
2021-03-10,14.6639
2021-03-11,14.6639
2021-03-12,14.6639
2021-03-13,14.6639
2021-03-14,14.6639
2021-03-15,14.6639
2021-03-16,14.6639
2021-03-17,14.6639
2021-03-18,14.6639
2021-03-19,14.6639
2021-03-20,14.6639
2021-03-21,14.6639
2021-03-22,14.6639
2021-03-23,14.6639
2021-03-24,14.6639
2021-03-25,14.6639
2021-03-26,14.6639
2021-03-27,14.6639
2021-03-28,14.6639
2021-03-29,14.6639
2021-03-30,14.6639
2021-03-31,16.5263
2021-04-01,16.5263
2021-04-02,16.5263
2021-04-03,16.5263
2021-04-04,16.5263
2021-04-05,16.5263
2021-04-06,16.5263
2021-04-07,16.5263
2021-04-08,16.5263
2021-04-09,16.5263
2021-04-10,16.5263
2021-04-11,16.5263
2021-04-12,16.5263
2021-04-13,16.5263
2021-04-14,16.5263
2021-04-15,16.5263
2021-04-16,16.5263
2021-04-17,16.5263
2021-04-18,16.5263
2021-04-19,16.5263
2021-04-20,16.5263
2021-04-21,16.5263
2021-04-22,16.5263
2021-04-23,16.5263
2021-04-24,16.5263
2021-04-25,16.5263
2021-04-26,16.5263
2021-04-27,16.5263
2021-04-28,16.5263
2021-04-29,16.5263
2021-04-30,16.5263
2021-05-01,16.5263
2021-05-02,16.5263
2021-05-03,16.5263
2021-05-04,16.5263
2021-05-05,16.5263
2021-05-06,16.5263
2021-05-07,16.5263
2021-05-08,16.5263
2021-05-09,16.5263
2021-05-10,16.5263
2021-05-11,16.5263
2021-05-12,16.5263
2021-05-13,16.5263
2021-05-14,16.5263
2021-05-15,16.5263
2021-05-16,16.5263
2021-05-17,16.5263
2021-05-18,16.5263
2021-05-19,16.5263
2021-05-20,16.5263
2021-05-21,16.5263
2021-05-22,16.5263
2021-05-23,16.5263
2021-05-24,16.5263
2021-05-25,16.5263
2021-05-26,16.5263
2021-05-27,16.5263
2021-05-28,16.5263
2021-05-29,16.5263
2021-05-30,16.5263
2021-05-31,16.5263
2021-06-01,16.5263
2021-06-02,16.5263
2021-06-03,16.5263
2021-06-04,16.5263
2021-06-05,16.5263
2021-06-06,16.5263
2021-06-07,16.5263
2021-06-08,16.5263
2021-06-09,16.5263
2021-06-10,16.5263
2021-06-11,16.5263
2021-06-12,16.5263
2021-06-13,16.5263
2021-06-14,16.5263
2021-06-15,16.5263
2021-06-16,16.5263
2021-06-17,16.5263
2021-06-18,16.5263
2021-06-19,16.5263
2021-06-20,16.5263
2021-06-21,16.5263
2021-06-22,16.5263
2021-06-23,16.5263
2021-06-24,16.5263
2021-06-25,16.5263
2021-06-26,16.5263
2021-06-27,16.5263
2021-06-28,16.5263
2021-06-29,16.5263
2021-06-30,18.5298
2021-07-01,18.5298
2021-07-02,18.5298
2021-07-03,18.5298
2021-07-04,18.5298
2021-07-05,18.5298
2021-07-06,18.5298
2021-07-07,18.5298
2021-07-08,18.5298
2021-07-09,18.5298
2021-07-10,18.5298
2021-07-11,18.5298
2021-07-12,18.5298
2021-07-13,18.5298
2021-07-14,18.5298
2021-07-15,18.5298
2021-07-16,18.5298
2021-07-17,18.5298
2021-07-18,18.5298
2021-07-19,18.5298
2021-07-20,18.5298
2021-07-21,18.5298
2021-07-22,18.5298
2021-07-23,18.5298
2021-07-24,18.5298
2021-07-25,18.5298
2021-07-26,18.5298
2021-07-27,18.5298
2021-07-28,18.5298
2021-07-29,18.5298
2021-07-30,18.5298
2021-07-31,18.5298
2021-08-01,18.5298
2021-08-02,18.5298
2021-08-03,18.5298
2021-08-04,18.5298
2021-08-05,18.5298
2021-08-06,18.5298
2021-08-07,18.5298
2021-08-08,18.5298
2021-08-09,18.5298
2021-08-10,18.5298
2021-08-11,18.5298
2021-08-12,18.5298
2021-08-13,18.5298
2021-08-14,18.5298
2021-08-15,18.5298
2021-08-16,18.5298
2021-08-17,18.5298
2021-08-18,18.5298
2021-08-19,18.5298
2021-08-20,18.5298
2021-08-21,18.5298
2021-08-22,18.5298
2021-08-23,18.5298
2021-08-24,18.5298
2021-08-25,18.5298
2021-08-26,18.5298
2021-08-27,18.5298
2021-08-28,18.5298
2021-08-29,18.5298
2021-08-30,18.5298
2021-08-31,18.5298
2021-09-01,18.5298
2021-09-02,18.5298
2021-09-03,18.5298
2021-09-04,18.5298
2021-09-05,18.5298
2021-09-06,18.5298
2021-09-07,18.5298
2021-09-08,18.5298
2021-09-09,18.5298
2021-09-10,18.5298
2021-09-11,18.5298
2021-09-12,18.5298
2021-09-13,18.5298
2021-09-14,18.5298
2021-09-15,18.5298
2021-09-16,18.5298
2021-09-17,18.5298
2021-09-18,18.5298
2021-09-19,18.5298
2021-09-20,18.5298
2021-09-21,18.5298
2021-09-22,18.5298
2021-09-23,18.5298
2021-09-24,18.5298
2021-09-25,18.5298
2021-09-26,18.5298
2021-09-27,18.5298
2021-09-28,18.5298
2021-09-29,18.5298
2021-09-30,19.5312
2021-10-01,19.5312
2021-10-02,19.5312
2021-10-03,19.5312
2021-10-04,19.5312
2021-10-05,19.5312
2021-10-06,19.5312
2021-10-07,19.5312
2021-10-08,19.5312
2021-10-09,19.5312
2021-10-10,19.5312
2021-10-11,19.5312
2021-10-12,19.5312
2021-10-13,19.5312
2021-10-14,19.5312
2021-10-15,19.5312
2021-10-16,19.5312
2021-10-17,19.5312
2021-10-18,19.5312
2021-10-19,19.5312
2021-10-20,19.5312
2021-10-21,19.5312
2021-10-22,19.5312
2021-10-23,19.5312
2021-10-24,19.5312
2021-10-25,19.5312
2021-10-26,19.5312
2021-10-27,19.5312
2021-10-28,19.5312
2021-10-29,19.5312
2021-10-30,19.5312
2021-10-31,19.5312
2021-11-01,19.5312
2021-11-02,19.5312
2021-11-03,19.5312
2021-11-04,19.5312
2021-11-05,19.5312
2021-11-06,19.5312
2021-11-07,19.5312
2021-11-08,19.5312
2021-11-09,19.5312
2021-11-10,19.5312
2021-11-11,19.5312
2021-11-12,19.5312
2021-11-13,19.5312
2021-11-14,19.5312
2021-11-15,19.5312
2021-11-16,19.5312
2021-11-17,19.5312
2021-11-18,19.5312
2021-11-19,19.5312
2021-11-20,19.5312
2021-11-21,19.5312
2021-11-22,19.5312
2021-11-23,19.5312
2021-11-24,19.5312
2021-11-25,19.5312
2021-11-26,19.5312
2021-11-27,19.5312
2021-11-28,19.5312
2021-11-29,19.5312
2021-11-30,19.5312
2021-12-01,19.5312
2021-12-02,19.5312
2021-12-03,19.5312
2021-12-04,19.5312
2021-12-05,19.5312
2021-12-06,19.5312
2021-12-07,19.5312
2021-12-08,19.5312
2021-12-09,19.5312
2021-12-10,19.5312
2021-12-11,19.5312
2021-12-12,19.5312
2021-12-13,19.5312
2021-12-14,19.5312
2021-12-15,19.5312
2021-12-16,19.5312
2021-12-17,19.5312
2021-12-18,19.5312
2021-12-19,19.5312
2021-12-20,19.5312
2021-12-21,19.5312
2021-12-22,19.5312
2021-12-23,19.5312
2021-12-24,19.5312
2021-12-25,19.5312
2021-12-26,19.5312
2021-12-27,19.5312
2021-12-28,19.5312
2021-12-29,19.5312
2021-12-30,19.5312
2021-12-31,20.5386
2022-01-01,20.5386
2022-01-02,20.5386
2022-01-03,20.5386
2022-01-04,20.5386
2022-01-05,20.5386
2022-01-06,20.5386
2022-01-07,20.5386
2022-01-08,20.5386
2022-01-09,20.5386
2022-01-10,20.5386
2022-01-11,20.5386
2022-01-12,20.5386
2022-01-13,20.5386
2022-01-14,20.5386
2022-01-15,20.5386
2022-01-16,20.5386
2022-01-17,20.5386
2022-01-18,20.5386
2022-01-19,20.5386
2022-01-20,20.5386
2022-01-21,20.5386
2022-01-22,20.5386
2022-01-23,20.5386
2022-01-24,20.5386
2022-01-25,20.5386
2022-01-26,20.5386
2022-01-27,20.5386
2022-01-28,20.5386
2022-01-29,20.5386
2022-01-30,20.5386
2022-01-31,20.5386
2022-02-01,20.5386
2022-02-02,20.5386
2022-02-03,20.5386
2022-02-04,20.5386
2022-02-05,20.5386
2022-02-06,20.5386
2022-02-07,20.5386
2022-02-08,20.5386
2022-02-09,20.5386
2022-02-10,20.5386
2022-02-11,20.5386
2022-02-12,20.5386
2022-02-13,20.5386
2022-02-14,20.5386
2022-02-15,20.5386
2022-02-16,20.5386
2022-02-17,20.5386
2022-02-18,20.5386
2022-02-19,20.5386
2022-02-20,20.5386
2022-02-21,20.5386
2022-02-22,20.5386
2022-02-23,20.5386
2022-02-24,20.5386
2022-02-25,20.5386
2022-02-26,20.5386
2022-02-27,20.5386
2022-02-28,20.5386
2022-03-01,20.5386
2022-03-02,20.5386
2022-03-03,20.5386
2022-03-04,20.5386
2022-03-05,20.5386
2022-03-06,20.5386
2022-03-07,20.5386
2022-03-08,20.5386
2022-03-09,20.5386
2022-03-10,20.5386
2022-03-11,20.5386
2022-03-12,20.5386
2022-03-13,20.5386
2022-03-14,20.5386
2022-03-15,20.5386
2022-03-16,20.5386
2022-03-17,20.5386
2022-03-18,20.5386
2022-03-19,20.5386
2022-03-20,20.5386
2022-03-21,20.5386
2022-03-22,20.5386
2022-03-23,20.5386
2022-03-24,20.5386
2022-03-25,20.5386
2022-03-26,20.5386
2022-03-27,20.5386
2022-03-28,20.5386
2022-03-29,20.5386
2022-03-30,20.5386
2022-03-31,20.831
2022-04-01,20.831
2022-04-02,20.831
2022-04-03,20.831
2022-04-04,20.831
2022-04-05,20.831
2022-04-06,20.831
2022-04-07,20.831
2022-04-08,20.831
2022-04-09,20.831
2022-04-10,20.831
2022-04-11,20.831
2022-04-12,20.831
2022-04-13,20.831
2022-04-14,20.831
2022-04-15,20.831
2022-04-16,20.831
2022-04-17,20.831
2022-04-18,20.831
2022-04-19,20.831
2022-04-20,20.831
2022-04-21,20.831
2022-04-22,20.831
2022-04-23,20.831
2022-04-24,20.831
2022-04-25,20.831
2022-04-26,20.831
2022-04-27,20.831
2022-04-28,20.831
2022-04-29,20.831
2022-04-30,20.831
2022-05-01,20.831
2022-05-02,20.831
2022-05-03,20.831
2022-05-04,20.831
2022-05-05,20.831
2022-05-06,20.831
2022-05-07,20.831
2022-05-08,20.831
2022-05-09,20.831
2022-05-10,20.831
2022-05-11,20.831
2022-05-12,20.831
2022-05-13,20.831
2022-05-14,20.831
2022-05-15,20.831
2022-05-16,20.831
2022-05-17,20.831
2022-05-18,20.831
2022-05-19,20.831
2022-05-20,20.831
2022-05-21,20.831
2022-05-22,20.831
2022-05-23,20.831
2022-05-24,20.831
2022-05-25,20.831
2022-05-26,20.831
2022-05-27,20.831
2022-05-28,20.831
2022-05-29,20.831
2022-05-30,20.831
2022-05-31,20.831
2022-06-01,20.831
2022-06-02,20.831
2022-06-03,20.831
2022-06-04,20.831
2022-06-05,20.831
2022-06-06,20.831
2022-06-07,20.831
2022-06-08,20.831
2022-06-09,20.831
2022-06-10,20.831
2022-06-11,20.831
2022-06-12,20.831
2022-06-13,20.831
2022-06-14,20.831
2022-06-15,20.831
2022-06-16,20.831
2022-06-17,20.831
2022-06-18,20.831
2022-06-19,20.831
2022-06-20,20.831
2022-06-21,20.831
2022-06-22,20.831
2022-06-23,20.831
2022-06-24,20.831
2022-06-25,20.831
2022-06-26,20.831
2022-06-27,20.831
2022-06-28,20.831
2022-06-29,20.831
2022-06-30,20.2884
2022-07-01,20.2884
2022-07-02,20.2884
2022-07-03,20.2884
2022-07-04,20.2884
2022-07-05,20.2884
2022-07-06,20.2884
2022-07-07,20.2884
2022-07-08,20.2884
2022-07-09,20.2884
2022-07-10,20.2884
2022-07-11,20.2884
2022-07-12,20.2884
2022-07-13,20.2884
2022-07-14,20.2884
2022-07-15,20.2884
2022-07-16,20.2884
2022-07-17,20.2884
2022-07-18,20.2884
2022-07-19,20.2884
2022-07-20,20.2884
2022-07-21,20.2884
2022-07-22,20.2884
2022-07-23,20.2884
2022-07-24,20.2884
2022-07-25,20.2884
2022-07-26,20.2884
2022-07-27,20.2884
2022-07-28,20.2884
2022-07-29,20.2884
2022-07-30,20.2884
2022-07-31,20.2884
2022-08-01,20.2884
2022-08-02,20.2884
2022-08-03,20.2884
2022-08-04,20.2884
2022-08-05,20.2884
2022-08-06,20.2884
2022-08-07,20.2884
2022-08-08,20.2884
2022-08-09,20.2884
2022-08-10,20.2884
2022-08-11,20.2884
2022-08-12,20.2884
2022-08-13,20.2884
2022-08-14,20.2884
2022-08-15,20.2884
2022-08-16,20.2884
2022-08-17,20.2884
2022-08-18,20.2884
2022-08-19,20.2884
2022-08-20,20.2884
2022-08-21,20.2884
2022-08-22,20.2884
2022-08-23,20.2884
2022-08-24,20.2884
2022-08-25,20.2884
2022-08-26,20.2884
2022-08-27,20.2884
2022-08-28,20.2884
2022-08-29,20.2884
2022-08-30,20.2884
2022-08-31,20.2884
2022-09-01,20.2884
2022-09-02,20.2884
2022-09-03,20.2884
2022-09-04,20.2884
2022-09-05,20.2884
2022-09-06,20.2884
2022-09-07,20.2884
2022-09-08,20.2884
2022-09-09,20.2884
2022-09-10,20.2884
2022-09-11,20.2884
2022-09-12,20.2884
2022-09-13,20.2884
2022-09-14,20.2884
2022-09-15,20.2884
2022-09-16,20.2884
2022-09-17,20.2884
2022-09-18,20.2884
2022-09-19,20.2884
2022-09-20,20.2884
2022-09-21,20.2884
2022-09-22,20.2884
2022-09-23,20.2884
2022-09-24,20.2884
2022-09-25,20.2884
2022-09-26,20.2884
2022-09-27,20.2884
2022-09-28,20.2884
2022-09-29,20.2884
2022-09-30,19.2449
2022-10-01,19.2449
2022-10-02,19.2449
2022-10-03,19.2449
2022-10-04,19.2449
2022-10-05,19.2449
2022-10-06,19.2449
2022-10-07,19.2449
2022-10-08,19.2449
2022-10-09,19.2449
2022-10-10,19.2449
2022-10-11,19.2449
2022-10-12,19.2449
2022-10-13,19.2449
2022-10-14,19.2449
2022-10-15,19.2449
2022-10-16,19.2449
2022-10-17,19.2449
2022-10-18,19.2449
2022-10-19,19.2449
2022-10-20,19.2449
2022-10-21,19.2449
2022-10-22,19.2449
2022-10-23,19.2449
2022-10-24,19.2449
2022-10-25,19.2449
2022-10-26,19.2449
2022-10-27,19.2449
2022-10-28,19.2449
2022-10-29,19.2449
2022-10-30,19.2449
2022-10-31,19.2449
2022-11-01,19.2449
2022-11-02,19.2449
2022-11-03,19.2449
2022-11-04,19.2449
2022-11-05,19.2449
2022-11-06,19.2449
2022-11-07,19.2449
2022-11-08,19.2449
2022-11-09,19.2449
2022-11-10,19.2449
2022-11-11,19.2449
2022-11-12,19.2449
2022-11-13,19.2449
2022-11-14,19.2449
2022-11-15,19.2449
2022-11-16,19.2449
2022-11-17,19.2449
2022-11-18,19.2449
2022-11-19,19.2449
2022-11-20,19.2449
2022-11-21,19.2449
2022-11-22,19.2449
2022-11-23,19.2449
2022-11-24,19.2449
2022-11-25,19.2449
2022-11-26,19.2449
2022-11-27,19.2449
2022-11-28,19.2449
2022-11-29,19.2449
2022-11-30,19.2449
2022-12-01,19.2449
2022-12-02,19.2449
2022-12-03,19.2449
2022-12-04,19.2449
2022-12-05,19.2449
2022-12-06,19.2449
2022-12-07,19.2449
2022-12-08,19.2449
2022-12-09,19.2449
2022-12-10,19.2449
2022-12-11,19.2449
2022-12-12,19.2449
2022-12-13,19.2449
2022-12-14,19.2449
2022-12-15,19.2449
2022-12-16,19.2449
2022-12-17,19.2449
2022-12-18,19.2449
2022-12-19,19.2449
2022-12-20,19.2449
2022-12-21,19.2449
2022-12-22,19.2449
2022-12-23,19.2449
2022-12-24,19.2449
2022-12-25,19.2449
2022-12-26,19.2449
2022-12-27,19.2449
2022-12-28,19.2449
2022-12-29,19.2449
2022-12-30,19.2449
2022-12-31,17.5046
2023-01-01,17.5046
2023-01-02,17.5046
2023-01-03,17.5046
2023-01-04,17.5046
2023-01-05,17.5046
2023-01-06,17.5046
2023-01-07,17.5046
2023-01-08,17.5046
2023-01-09,17.5046
2023-01-10,17.5046
2023-01-11,17.5046
2023-01-12,17.5046
2023-01-13,17.5046
2023-01-14,17.5046
2023-01-15,17.5046
2023-01-16,17.5046
2023-01-17,17.5046
2023-01-18,17.5046
2023-01-19,17.5046
2023-01-20,17.5046
2023-01-21,17.5046
2023-01-22,17.5046
2023-01-23,17.5046
2023-01-24,17.5046
2023-01-25,17.5046
2023-01-26,17.5046
2023-01-27,17.5046
2023-01-28,17.5046
2023-01-29,17.5046
2023-01-30,17.5046
2023-01-31,17.5046
2023-02-01,17.5046
2023-02-02,17.5046
2023-02-03,17.5046
2023-02-04,17.5046
2023-02-05,17.5046
2023-02-06,17.5046
2023-02-07,17.5046
2023-02-08,17.5046
2023-02-09,17.5046
2023-02-10,17.5046
2023-02-11,17.5046
2023-02-12,17.5046
2023-02-13,17.5046
2023-02-14,17.5046
2023-02-15,17.5046
2023-02-16,17.5046
2023-02-17,17.5046
2023-02-18,17.5046
2023-02-19,17.5046
2023-02-20,17.5046
2023-02-21,17.5046
2023-02-22,17.5046
2023-02-23,17.5046
2023-02-24,17.5046
2023-02-25,17.5046
2023-02-26,17.5046
2023-02-27,17.5046
2023-02-28,17.5046
2023-03-01,17.5046
2023-03-02,17.5046
2023-03-03,17.5046
2023-03-04,17.5046
2023-03-05,17.5046
2023-03-06,17.5046
2023-03-07,17.5046
2023-03-08,17.5046
2023-03-09,17.5046
2023-03-10,17.5046
2023-03-11,17.5046
2023-03-12,17.5046
2023-03-13,17.5046
2023-03-14,17.5046
2023-03-15,17.5046
2023-03-16,17.5046
