,ROP US Equity
,RETURN_COM_EQY
2020-01-01,20.5207
2020-01-02,20.5207
2020-01-03,20.5207
2020-01-04,20.5207
2020-01-05,20.5207
2020-01-06,20.5207
2020-01-07,20.5207
2020-01-08,20.5207
2020-01-09,20.5207
2020-01-10,20.5207
2020-01-11,20.5207
2020-01-12,20.5207
2020-01-13,20.5207
2020-01-14,20.5207
2020-01-15,20.5207
2020-01-16,20.5207
2020-01-17,20.5207
2020-01-18,20.5207
2020-01-19,20.5207
2020-01-20,20.5207
2020-01-21,20.5207
2020-01-22,20.5207
2020-01-23,20.5207
2020-01-24,20.5207
2020-01-25,20.5207
2020-01-26,20.5207
2020-01-27,20.5207
2020-01-28,20.5207
2020-01-29,20.5207
2020-01-30,20.5207
2020-01-31,20.5207
2020-02-01,20.5207
2020-02-02,20.5207
2020-02-03,20.5207
2020-02-04,20.5207
2020-02-05,20.5207
2020-02-06,20.5207
2020-02-07,20.5207
2020-02-08,20.5207
2020-02-09,20.5207
2020-02-10,20.5207
2020-02-11,20.5207
2020-02-12,20.5207
2020-02-13,20.5207
2020-02-14,20.5207
2020-02-15,20.5207
2020-02-16,20.5207
2020-02-17,20.5207
2020-02-18,20.5207
2020-02-19,20.5207
2020-02-20,20.5207
2020-02-21,20.5207
2020-02-22,20.5207
2020-02-23,20.5207
2020-02-24,20.5207
2020-02-25,20.5207
2020-02-26,20.5207
2020-02-27,20.5207
2020-02-28,20.5207
2020-02-29,20.5207
2020-03-01,20.5207
2020-03-02,20.5207
2020-03-03,20.5207
2020-03-04,20.5207
2020-03-05,20.5207
2020-03-06,20.5207
2020-03-07,20.5207
2020-03-08,20.5207
2020-03-09,20.5207
2020-03-10,20.5207
2020-03-11,20.5207
2020-03-12,20.5207
2020-03-13,20.5207
2020-03-14,20.5207
2020-03-15,20.5207
2020-03-16,20.5207
2020-03-17,20.5207
2020-03-18,20.5207
2020-03-19,20.5207
2020-03-20,20.5207
2020-03-21,20.5207
