,NSP US Equity
2021-05-25,569.6501
2021-05-26,569.6501
2021-05-27,569.6501
2021-05-28,569.6501
2021-05-29,569.6501
2021-05-30,569.6501
2021-05-31,569.6501
2021-06-01,569.6501
2021-06-02,569.6501
2021-06-03,569.6501
2021-06-04,569.6501
2021-06-05,569.6501
2021-06-06,569.6501
2021-06-07,569.6501
2021-06-08,569.6501
2021-06-09,569.6501
2021-06-10,569.6501
2021-06-11,569.6501
2021-06-12,569.6501
2021-06-13,569.6501
2021-06-14,569.6501
2021-06-15,569.6501
2021-06-16,569.6501
2021-06-17,569.6501
2021-06-18,569.6501
2021-06-19,569.6501
2021-06-20,569.6501
2021-06-21,569.6501
2021-06-22,569.6501
2021-06-23,569.6501
2021-06-24,569.6501
2021-06-25,569.6501
2021-06-26,569.6501
2021-06-27,569.6501
2021-06-28,569.6501
2021-06-29,569.6501
2021-06-30,168.2396
2021-07-01,168.2396
2021-07-02,168.2396
2021-07-03,168.2396
2021-07-04,168.2396
2021-07-05,168.2396
2021-07-06,168.2396
2021-07-07,168.2396
2021-07-08,168.2396
2021-07-09,168.2396
2021-07-10,168.2396
2021-07-11,168.2396
2021-07-12,168.2396
2021-07-13,168.2396
2021-07-14,168.2396
2021-07-15,168.2396
2021-07-16,168.2396
2021-07-17,168.2396
2021-07-18,168.2396
2021-07-19,168.2396
2021-07-20,168.2396
2021-07-21,168.2396
2021-07-22,168.2396
2021-07-23,168.2396
2021-07-24,168.2396
2021-07-25,168.2396
2021-07-26,168.2396
2021-07-27,168.2396
2021-07-28,168.2396
2021-07-29,168.2396
2021-07-30,168.2396
2021-07-31,168.2396
2021-08-01,168.2396
2021-08-02,168.2396
2021-08-03,168.2396
2021-08-04,168.2396
2021-08-05,168.2396
2021-08-06,168.2396
2021-08-07,168.2396
2021-08-08,168.2396
2021-08-09,168.2396
2021-08-10,168.2396
2021-08-11,168.2396
2021-08-12,168.2396
2021-08-13,168.2396
2021-08-14,168.2396
2021-08-15,168.2396
2021-08-16,168.2396
2021-08-17,168.2396
2021-08-18,168.2396
2021-08-19,168.2396
2021-08-20,168.2396
2021-08-21,168.2396
2021-08-22,168.2396
2021-08-23,168.2396
2021-08-24,168.2396
2021-08-25,168.2396
2021-08-26,168.2396
2021-08-27,168.2396
2021-08-28,168.2396
2021-08-29,168.2396
2021-08-30,168.2396
2021-08-31,168.2396
2021-09-01,168.2396
2021-09-02,168.2396
2021-09-03,168.2396
2021-09-04,168.2396
2021-09-05,168.2396
2021-09-06,168.2396
2021-09-07,168.2396
2021-09-08,168.2396
2021-09-09,168.2396
2021-09-10,168.2396
2021-09-11,168.2396
2021-09-12,168.2396
2021-09-13,168.2396
2021-09-14,168.2396
2021-09-15,168.2396
2021-09-16,168.2396
2021-09-17,168.2396
2021-09-18,168.2396
2021-09-19,168.2396
2021-09-20,168.2396
2021-09-21,168.2396
2021-09-22,168.2396
2021-09-23,168.2396
2021-09-24,168.2396
2021-09-25,168.2396
2021-09-26,168.2396
2021-09-27,168.2396
2021-09-28,168.2396
2021-09-29,168.2396
2021-09-30,171.9002
2021-10-01,171.9002
2021-10-02,171.9002
2021-10-03,171.9002
2021-10-04,171.9002
2021-10-05,171.9002
2021-10-06,171.9002
2021-10-07,171.9002
2021-10-08,171.9002
2021-10-09,171.9002
2021-10-10,171.9002
2021-10-11,171.9002
2021-10-12,171.9002
2021-10-13,171.9002
2021-10-14,171.9002
2021-10-15,171.9002
2021-10-16,171.9002
2021-10-17,171.9002
2021-10-18,171.9002
2021-10-19,171.9002
2021-10-20,171.9002
2021-10-21,171.9002
2021-10-22,171.9002
2021-10-23,171.9002
2021-10-24,171.9002
2021-10-25,171.9002
2021-10-26,171.9002
2021-10-27,171.9002
2021-10-28,171.9002
2021-10-29,171.9002
2021-10-30,171.9002
2021-10-31,171.9002
2021-11-01,171.9002
2021-11-02,171.9002
2021-11-03,171.9002
2021-11-04,171.9002
2021-11-05,171.9002
2021-11-06,171.9002
2021-11-07,171.9002
2021-11-08,171.9002
2021-11-09,171.9002
2021-11-10,171.9002
2021-11-11,171.9002
2021-11-12,171.9002
2021-11-13,171.9002
2021-11-14,171.9002
2021-11-15,171.9002
2021-11-16,171.9002
2021-11-17,171.9002
2021-11-18,171.9002
2021-11-19,171.9002
2021-11-20,171.9002
2021-11-21,171.9002
2021-11-22,171.9002
2021-11-23,171.9002
2021-11-24,171.9002
2021-11-25,171.9002
2021-11-26,171.9002
2021-11-27,171.9002
2021-11-28,171.9002
2021-11-29,171.9002
2021-11-30,171.9002
2021-12-01,171.9002
2021-12-02,171.9002
2021-12-03,171.9002
2021-12-04,171.9002
2021-12-05,171.9002
2021-12-06,171.9002
2021-12-07,171.9002
2021-12-08,171.9002
2021-12-09,171.9002
2021-12-10,171.9002
2021-12-11,171.9002
2021-12-12,171.9002
2021-12-13,171.9002
2021-12-14,171.9002
2021-12-15,171.9002
2021-12-16,171.9002
2021-12-17,171.9002
2021-12-18,171.9002
2021-12-19,171.9002
2021-12-20,171.9002
2021-12-21,171.9002
2021-12-22,171.9002
2021-12-23,171.9002
2021-12-24,171.9002
2021-12-25,171.9002
2021-12-26,171.9002
2021-12-27,171.9002
2021-12-28,171.9002
2021-12-29,171.9002
2021-12-30,171.9002
2021-12-31,171.9002
2022-01-01,171.9002
2022-01-02,171.9002
2022-01-03,171.9002
2022-01-04,171.9002
2022-01-05,171.9002
2022-01-06,171.9002
2022-01-07,171.9002
2022-01-08,171.9002
2022-01-09,171.9002
2022-01-10,171.9002
2022-01-11,171.9002
2022-01-12,171.9002
2022-01-13,171.9002
2022-01-14,171.9002
2022-01-15,171.9002
2022-01-16,171.9002
2022-01-17,171.9002
2022-01-18,171.9002
2022-01-19,171.9002
2022-01-20,171.9002
2022-01-21,171.9002
2022-01-22,171.9002
2022-01-23,171.9002
2022-01-24,171.9002
2022-01-25,171.9002
2022-01-26,171.9002
2022-01-27,171.9002
2022-01-28,171.9002
2022-01-29,171.9002
2022-01-30,171.9002
2022-01-31,171.9002
2022-02-01,171.9002
2022-02-02,171.9002
2022-02-03,171.9002
2022-02-04,171.9002
2022-02-05,171.9002
2022-02-06,171.9002
2022-02-07,171.9002
2022-02-08,171.9002
2022-02-09,171.9002
2022-02-10,171.9002
2022-02-11,171.9002
2022-02-12,171.9002
2022-02-13,171.9002
2022-02-14,171.9002
2022-02-15,171.9002
2022-02-16,171.9002
2022-02-17,171.9002
2022-02-18,171.9002
2022-02-19,171.9002
2022-02-20,171.9002
2022-02-21,171.9002
2022-02-22,171.9002
2022-02-23,171.9002
2022-02-24,171.9002
2022-02-25,171.9002
2022-02-26,171.9002
2022-02-27,171.9002
2022-02-28,171.9002
2022-03-01,171.9002
2022-03-02,171.9002
2022-03-03,171.9002
2022-03-04,171.9002
2022-03-05,171.9002
2022-03-06,171.9002
2022-03-07,171.9002
2022-03-08,171.9002
2022-03-09,171.9002
2022-03-10,171.9002
2022-03-11,171.9002
2022-03-12,171.9002
2022-03-13,171.9002
2022-03-14,171.9002
2022-03-15,171.9002
2022-03-16,171.9002
2022-03-17,171.9002
2022-03-18,171.9002
2022-03-19,171.9002
2022-03-20,171.9002
2022-03-21,171.9002
2022-03-22,171.9002
2022-03-23,171.9002
2022-03-24,171.9002
2022-03-25,171.9002
2022-03-26,171.9002
2022-03-27,171.9002
2022-03-28,171.9002
2022-03-29,171.9002
2022-03-30,171.9002
2022-03-31,244.9514
2022-04-01,244.9514
2022-04-02,244.9514
2022-04-03,244.9514
2022-04-04,244.9514
2022-04-05,244.9514
2022-04-06,244.9514
2022-04-07,244.9514
2022-04-08,244.9514
2022-04-09,244.9514
2022-04-10,244.9514
2022-04-11,244.9514
2022-04-12,244.9514
2022-04-13,244.9514
2022-04-14,244.9514
2022-04-15,244.9514
2022-04-16,244.9514
2022-04-17,244.9514
2022-04-18,244.9514
2022-04-19,244.9514
2022-04-20,244.9514
2022-04-21,244.9514
2022-04-22,244.9514
2022-04-23,244.9514
2022-04-24,244.9514
2022-04-25,244.9514
2022-04-26,244.9514
2022-04-27,244.9514
2022-04-28,244.9514
2022-04-29,244.9514
2022-04-30,244.9514
2022-05-01,244.9514
2022-05-02,244.9514
2022-05-03,244.9514
2022-05-04,244.9514
2022-05-05,244.9514
2022-05-06,244.9514
2022-05-07,244.9514
2022-05-08,244.9514
2022-05-09,244.9514
2022-05-10,244.9514
2022-05-11,244.9514
2022-05-12,244.9514
2022-05-13,244.9514
2022-05-14,244.9514
2022-05-15,244.9514
2022-05-16,244.9514
2022-05-17,244.9514
2022-05-18,244.9514
2022-05-19,244.9514
2022-05-20,244.9514
2022-05-21,244.9514
2022-05-22,244.9514
2022-05-23,244.9514
2022-05-24,244.9514
2022-05-25,244.9514
2022-05-26,244.9514
2022-05-27,244.9514
2022-05-28,244.9514
2022-05-29,244.9514
2022-05-30,244.9514
2022-05-31,244.9514
2022-06-01,244.9514
2022-06-02,244.9514
2022-06-03,244.9514
2022-06-04,244.9514
2022-06-05,244.9514
2022-06-06,244.9514
2022-06-07,244.9514
2022-06-08,244.9514
2022-06-09,244.9514
2022-06-10,244.9514
2022-06-11,244.9514
2022-06-12,244.9514
2022-06-13,244.9514
2022-06-14,244.9514
2022-06-15,244.9514
2022-06-16,244.9514
2022-06-17,244.9514
2022-06-18,244.9514
2022-06-19,244.9514
2022-06-20,244.9514
2022-06-21,244.9514
2022-06-22,244.9514
2022-06-23,244.9514
2022-06-24,244.9514
2022-06-25,244.9514
2022-06-26,244.9514
2022-06-27,244.9514
2022-06-28,244.9514
2022-06-29,244.9514
2022-06-30,229.2122
2022-07-01,229.2122
2022-07-02,229.2122
2022-07-03,229.2122
2022-07-04,229.2122
2022-07-05,229.2122
2022-07-06,229.2122
2022-07-07,229.2122
2022-07-08,229.2122
2022-07-09,229.2122
2022-07-10,229.2122
2022-07-11,229.2122
2022-07-12,229.2122
2022-07-13,229.2122
2022-07-14,229.2122
2022-07-15,229.2122
2022-07-16,229.2122
2022-07-17,229.2122
2022-07-18,229.2122
2022-07-19,229.2122
2022-07-20,229.2122
2022-07-21,229.2122
2022-07-22,229.2122
2022-07-23,229.2122
2022-07-24,229.2122
2022-07-25,229.2122
2022-07-26,229.2122
2022-07-27,229.2122
2022-07-28,229.2122
2022-07-29,229.2122
2022-07-30,229.2122
2022-07-31,229.2122
2022-08-01,229.2122
2022-08-02,229.2122
2022-08-03,229.2122
2022-08-04,229.2122
2022-08-05,229.2122
2022-08-06,229.2122
2022-08-07,229.2122
2022-08-08,229.2122
2022-08-09,229.2122
2022-08-10,229.2122
2022-08-11,229.2122
2022-08-12,229.2122
2022-08-13,229.2122
2022-08-14,229.2122
2022-08-15,229.2122
2022-08-16,229.2122
2022-08-17,229.2122
2022-08-18,229.2122
2022-08-19,229.2122
2022-08-20,229.2122
2022-08-21,229.2122
2022-08-22,229.2122
2022-08-23,229.2122
2022-08-24,229.2122
2022-08-25,229.2122
2022-08-26,229.2122
2022-08-27,229.2122
2022-08-28,229.2122
2022-08-29,229.2122
2022-08-30,229.2122
2022-08-31,229.2122
2022-09-01,229.2122
2022-09-02,229.2122
2022-09-03,229.2122
2022-09-04,229.2122
2022-09-05,229.2122
2022-09-06,229.2122
2022-09-07,229.2122
2022-09-08,229.2122
2022-09-09,229.2122
2022-09-10,229.2122
2022-09-11,229.2122
2022-09-12,229.2122
2022-09-13,229.2122
2022-09-14,229.2122
2022-09-15,229.2122
2022-09-16,229.2122
2022-09-17,229.2122
2022-09-18,229.2122
2022-09-19,229.2122
2022-09-20,229.2122
2022-09-21,229.2122
2022-09-22,229.2122
2022-09-23,229.2122
2022-09-24,229.2122
2022-09-25,229.2122
2022-09-26,229.2122
2022-09-27,229.2122
2022-09-28,229.2122
2022-09-29,229.2122
2022-09-30,191.3326
2022-10-01,191.3326
2022-10-02,191.3326
2022-10-03,191.3326
2022-10-04,191.3326
2022-10-05,191.3326
2022-10-06,191.3326
2022-10-07,191.3326
2022-10-08,191.3326
2022-10-09,191.3326
2022-10-10,191.3326
2022-10-11,191.3326
2022-10-12,191.3326
2022-10-13,191.3326
2022-10-14,191.3326
2022-10-15,191.3326
2022-10-16,191.3326
2022-10-17,191.3326
2022-10-18,191.3326
2022-10-19,191.3326
2022-10-20,191.3326
2022-10-21,191.3326
2022-10-22,191.3326
2022-10-23,191.3326
2022-10-24,191.3326
2022-10-25,191.3326
2022-10-26,191.3326
2022-10-27,191.3326
2022-10-28,191.3326
2022-10-29,191.3326
2022-10-30,191.3326
2022-10-31,191.3326
2022-11-01,191.3326
2022-11-02,191.3326
2022-11-03,191.3326
2022-11-04,191.3326
2022-11-05,191.3326
2022-11-06,191.3326
2022-11-07,191.3326
2022-11-08,191.3326
2022-11-09,191.3326
2022-11-10,191.3326
2022-11-11,191.3326
2022-11-12,191.3326
2022-11-13,191.3326
2022-11-14,191.3326
2022-11-15,191.3326
2022-11-16,191.3326
2022-11-17,191.3326
2022-11-18,191.3326
2022-11-19,191.3326
2022-11-20,191.3326
2022-11-21,191.3326
2022-11-22,191.3326
2022-11-23,191.3326
2022-11-24,191.3326
2022-11-25,191.3326
2022-11-26,191.3326
2022-11-27,191.3326
2022-11-28,191.3326
2022-11-29,191.3326
2022-11-30,191.3326
2022-12-01,191.3326
2022-12-02,191.3326
2022-12-03,191.3326
2022-12-04,191.3326
2022-12-05,191.3326
2022-12-06,191.3326
2022-12-07,191.3326
2022-12-08,191.3326
2022-12-09,191.3326
2022-12-10,191.3326
2022-12-11,191.3326
2022-12-12,191.3326
2022-12-13,191.3326
2022-12-14,191.3326
2022-12-15,191.3326
2022-12-16,191.3326
2022-12-17,191.3326
2022-12-18,191.3326
2022-12-19,191.3326
2022-12-20,191.3326
2022-12-21,191.3326
2022-12-22,191.3326
2022-12-23,191.3326
2022-12-24,191.3326
2022-12-25,191.3326
2022-12-26,191.3326
2022-12-27,191.3326
2022-12-28,191.3326
2022-12-29,191.3326
2022-12-30,191.3326
2022-12-31,191.3326
2023-01-01,191.3326
2023-01-02,191.3326
2023-01-03,191.3326
2023-01-04,191.3326
2023-01-05,191.3326
2023-01-06,191.3326
2023-01-07,191.3326
2023-01-08,191.3326
2023-01-09,191.3326
2023-01-10,191.3326
2023-01-11,191.3326
2023-01-12,191.3326
2023-01-13,191.3326
2023-01-14,191.3326
2023-01-15,191.3326
2023-01-16,191.3326
2023-01-17,191.3326
2023-01-18,191.3326
2023-01-19,191.3326
2023-01-20,191.3326
2023-01-21,191.3326
2023-01-22,191.3326
2023-01-23,191.3326
2023-01-24,191.3326
2023-01-25,191.3326
2023-01-26,191.3326
2023-01-27,191.3326
2023-01-28,191.3326
2023-01-29,191.3326
2023-01-30,191.3326
2023-01-31,191.3326
2023-02-01,191.3326
2023-02-02,191.3326
2023-02-03,191.3326
2023-02-04,191.3326
2023-02-05,191.3326
2023-02-06,191.3326
2023-02-07,191.3326
2023-02-08,191.3326
2023-02-09,191.3326
2023-02-10,191.3326
2023-02-11,191.3326
2023-02-12,191.3326
2023-02-13,191.3326
2023-02-14,191.3326
2023-02-15,191.3326
2023-02-16,191.3326
2023-02-17,191.3326
2023-02-18,191.3326
2023-02-19,191.3326
2023-02-20,191.3326
2023-02-21,191.3326
2023-02-22,191.3326
2023-02-23,191.3326
2023-02-24,191.3326
2023-02-25,191.3326
2023-02-26,191.3326
2023-02-27,191.3326
2023-02-28,191.3326
2023-03-01,191.3326
2023-03-02,191.3326
2023-03-03,191.3326
2023-03-04,191.3326
2023-03-05,191.3326
2023-03-06,191.3326
2023-03-07,191.3326
2023-03-08,191.3326
2023-03-09,191.3326
