,MC US Equity
,RETURN_COM_EQY
2020-06-22,30.6186
2020-06-23,30.6186
2020-06-24,30.6186
2020-06-25,30.6186
2020-06-26,30.6186
2020-06-27,30.6186
2020-06-28,30.6186
2020-06-29,30.6186
2020-06-30,20.6305
2020-07-01,20.6305
2020-07-02,20.6305
2020-07-03,20.6305
2020-07-04,20.6305
2020-07-05,20.6305
2020-07-06,20.6305
2020-07-07,20.6305
2020-07-08,20.6305
2020-07-09,20.6305
2020-07-10,20.6305
2020-07-11,20.6305
2020-07-12,20.6305
2020-07-13,20.6305
2020-07-14,20.6305
2020-07-15,20.6305
2020-07-16,20.6305
2020-07-17,20.6305
2020-07-18,20.6305
2020-07-19,20.6305
2020-07-20,20.6305
2020-07-21,20.6305
2020-07-22,20.6305
2020-07-23,20.6305
2020-07-24,20.6305
2020-07-25,20.6305
2020-07-26,20.6305
2020-07-27,20.6305
2020-07-28,20.6305
2020-07-29,20.6305
2020-07-30,20.6305
2020-07-31,20.6305
2020-08-01,20.6305
2020-08-02,20.6305
2020-08-03,20.6305
2020-08-04,20.6305
2020-08-05,20.6305
2020-08-06,20.6305
2020-08-07,20.6305
2020-08-08,20.6305
2020-08-09,20.6305
2020-08-10,20.6305
2020-08-11,20.6305
2020-08-12,20.6305
2020-08-13,20.6305
2020-08-14,20.6305
2020-08-15,20.6305
2020-08-16,20.6305
2020-08-17,20.6305
2020-08-18,20.6305
2020-08-19,20.6305
2020-08-20,20.6305
2020-08-21,20.6305
2020-08-22,20.6305
2020-08-23,20.6305
2020-08-24,20.6305
2020-08-25,20.6305
2020-08-26,20.6305
2020-08-27,20.6305
2020-08-28,20.6305
2020-08-29,20.6305
2020-08-30,20.6305
2020-08-31,20.6305
2020-09-01,20.6305
2020-09-02,20.6305
2020-09-03,20.6305
2020-09-04,20.6305
2020-09-05,20.6305
2020-09-06,20.6305
2020-09-07,20.6305
2020-09-08,20.6305
2020-09-09,20.6305
2020-09-10,20.6305
2020-09-11,20.6305
2020-09-12,20.6305
2020-09-13,20.6305
2020-09-14,20.6305
2020-09-15,20.6305
2020-09-16,20.6305
2020-09-17,20.6305
2020-09-18,20.6305
2020-09-19,20.6305
2020-09-20,20.6305
2020-09-21,20.6305
2020-09-22,20.6305
2020-09-23,20.6305
2020-09-24,20.6305
2020-09-25,20.6305
2020-09-26,20.6305
2020-09-27,20.6305
2020-09-28,20.6305
2020-09-29,20.6305
2020-09-30,16.7343
2020-10-01,16.7343
2020-10-02,16.7343
2020-10-03,16.7343
2020-10-04,16.7343
2020-10-05,16.7343
2020-10-06,16.7343
2020-10-07,16.7343
2020-10-08,16.7343
2020-10-09,16.7343
2020-10-10,16.7343
2020-10-11,16.7343
2020-10-12,16.7343
2020-10-13,16.7343
2020-10-14,16.7343
2020-10-15,16.7343
2020-10-16,16.7343
2020-10-17,16.7343
2020-10-18,16.7343
2020-10-19,16.7343
2020-10-20,16.7343
2020-10-21,16.7343
2020-10-22,16.7343
2020-10-23,16.7343
2020-10-24,16.7343
2020-10-25,16.7343
2020-10-26,16.7343
2020-10-27,16.7343
2020-10-28,16.7343
2020-10-29,16.7343
2020-10-30,16.7343
2020-10-31,16.7343
2020-11-01,16.7343
2020-11-02,16.7343
2020-11-03,16.7343
2020-11-04,16.7343
2020-11-05,16.7343
2020-11-06,16.7343
2020-11-07,16.7343
2020-11-08,16.7343
2020-11-09,16.7343
2020-11-10,16.7343
2020-11-11,16.7343
2020-11-12,16.7343
2020-11-13,16.7343
2020-11-14,16.7343
2020-11-15,16.7343
2020-11-16,16.7343
2020-11-17,16.7343
2020-11-18,16.7343
2020-11-19,16.7343
2020-11-20,16.7343
2020-11-21,16.7343
2020-11-22,16.7343
2020-11-23,16.7343
2020-11-24,16.7343
2020-11-25,16.7343
2020-11-26,16.7343
2020-11-27,16.7343
2020-11-28,16.7343
2020-11-29,16.7343
2020-11-30,16.7343
2020-12-01,16.7343
2020-12-02,16.7343
2020-12-03,16.7343
2020-12-04,16.7343
2020-12-05,16.7343
2020-12-06,16.7343
2020-12-07,16.7343
2020-12-08,16.7343
2020-12-09,16.7343
2020-12-10,16.7343
2020-12-11,16.7343
2020-12-12,16.7343
2020-12-13,16.7343
2020-12-14,16.7343
2020-12-15,16.7343
2020-12-16,16.7343
2020-12-17,16.7343
2020-12-18,16.7343
2020-12-19,16.7343
2020-12-20,16.7343
2020-12-21,16.7343
2020-12-22,16.7343
2020-12-23,16.7343
2020-12-24,16.7343
2020-12-25,16.7343
2020-12-26,16.7343
2020-12-27,16.7343
2020-12-28,16.7343
2020-12-29,16.7343
2020-12-30,16.7343
2020-12-31,38.7594
2021-01-01,38.7594
2021-01-02,38.7594
2021-01-03,38.7594
2021-01-04,38.7594
2021-01-05,38.7594
2021-01-06,38.7594
2021-01-07,38.7594
2021-01-08,38.7594
2021-01-09,38.7594
2021-01-10,38.7594
2021-01-11,38.7594
2021-01-12,38.7594
2021-01-13,38.7594
2021-01-14,38.7594
2021-01-15,38.7594
2021-01-16,38.7594
2021-01-17,38.7594
2021-01-18,38.7594
2021-01-19,38.7594
2021-01-20,38.7594
2021-01-21,38.7594
2021-01-22,38.7594
2021-01-23,38.7594
2021-01-24,38.7594
2021-01-25,38.7594
2021-01-26,38.7594
2021-01-27,38.7594
2021-01-28,38.7594
2021-01-29,38.7594
2021-01-30,38.7594
2021-01-31,38.7594
2021-02-01,38.7594
2021-02-02,38.7594
2021-02-03,38.7594
2021-02-04,38.7594
2021-02-05,38.7594
2021-02-06,38.7594
2021-02-07,38.7594
2021-02-08,38.7594
2021-02-09,38.7594
2021-02-10,38.7594
2021-02-11,38.7594
2021-02-12,38.7594
2021-02-13,38.7594
2021-02-14,38.7594
2021-02-15,38.7594
2021-02-16,38.7594
2021-02-17,38.7594
2021-02-18,38.7594
2021-02-19,38.7594
2021-02-20,38.7594
2021-02-21,38.7594
2021-02-22,38.7594
2021-02-23,38.7594
2021-02-24,38.7594
2021-02-25,38.7594
2021-02-26,38.7594
2021-02-27,38.7594
2021-02-28,38.7594
2021-03-01,38.7594
2021-03-02,38.7594
2021-03-03,38.7594
2021-03-04,38.7594
2021-03-05,38.7594
2021-03-06,38.7594
2021-03-07,38.7594
2021-03-08,38.7594
2021-03-09,38.7594
2021-03-10,38.7594
2021-03-11,38.7594
2021-03-12,38.7594
2021-03-13,38.7594
2021-03-14,38.7594
2021-03-15,38.7594
2021-03-16,38.7594
2021-03-17,38.7594
2021-03-18,38.7594
2021-03-19,38.7594
2021-03-20,38.7594
2021-03-21,38.7594
2021-03-22,38.7594
2021-03-23,38.7594
2021-03-24,38.7594
2021-03-25,38.7594
2021-03-26,38.7594
2021-03-27,38.7594
2021-03-28,38.7594
2021-03-29,38.7594
2021-03-30,38.7594
2021-03-31,49.0968
2021-04-01,49.0968
2021-04-02,49.0968
2021-04-03,49.0968
2021-04-04,49.0968
2021-04-05,49.0968
2021-04-06,49.0968
2021-04-07,49.0968
2021-04-08,49.0968
2021-04-09,49.0968
2021-04-10,49.0968
2021-04-11,49.0968
2021-04-12,49.0968
2021-04-13,49.0968
2021-04-14,49.0968
2021-04-15,49.0968
2021-04-16,49.0968
2021-04-17,49.0968
2021-04-18,49.0968
2021-04-19,49.0968
2021-04-20,49.0968
2021-04-21,49.0968
2021-04-22,49.0968
2021-04-23,49.0968
2021-04-24,49.0968
2021-04-25,49.0968
2021-04-26,49.0968
2021-04-27,49.0968
2021-04-28,49.0968
2021-04-29,49.0968
2021-04-30,49.0968
2021-05-01,49.0968
2021-05-02,49.0968
2021-05-03,49.0968
2021-05-04,49.0968
2021-05-05,49.0968
2021-05-06,49.0968
2021-05-07,49.0968
2021-05-08,49.0968
2021-05-09,49.0968
2021-05-10,49.0968
2021-05-11,49.0968
2021-05-12,49.0968
2021-05-13,49.0968
2021-05-14,49.0968
2021-05-15,49.0968
2021-05-16,49.0968
2021-05-17,49.0968
2021-05-18,49.0968
2021-05-19,49.0968
2021-05-20,49.0968
2021-05-21,49.0968
2021-05-22,49.0968
2021-05-23,49.0968
2021-05-24,49.0968
2021-05-25,49.0968
2021-05-26,49.0968
2021-05-27,49.0968
2021-05-28,49.0968
2021-05-29,49.0968
2021-05-30,49.0968
2021-05-31,49.0968
2021-06-01,49.0968
2021-06-02,49.0968
2021-06-03,49.0968
2021-06-04,49.0968
2021-06-05,49.0968
2021-06-06,49.0968
2021-06-07,49.0968
2021-06-08,49.0968
2021-06-09,49.0968
2021-06-10,49.0968
2021-06-11,49.0968
2021-06-12,49.0968
2021-06-13,49.0968
2021-06-14,49.0968
2021-06-15,49.0968
2021-06-16,49.0968
2021-06-17,49.0968
2021-06-18,49.0968
2021-06-19,49.0968
2021-06-20,49.0968
2021-06-21,49.0968
2021-06-22,49.0968
2021-06-23,49.0968
2021-06-24,49.0968
2021-06-25,49.0968
2021-06-26,49.0968
2021-06-27,49.0968
2021-06-28,49.0968
2021-06-29,49.0968
2021-06-30,73.3132
2021-07-01,73.3132
2021-07-02,73.3132
2021-07-03,73.3132
2021-07-04,73.3132
2021-07-05,73.3132
2021-07-06,73.3132
2021-07-07,73.3132
2021-07-08,73.3132
2021-07-09,73.3132
2021-07-10,73.3132
2021-07-11,73.3132
2021-07-12,73.3132
2021-07-13,73.3132
2021-07-14,73.3132
2021-07-15,73.3132
2021-07-16,73.3132
2021-07-17,73.3132
2021-07-18,73.3132
2021-07-19,73.3132
2021-07-20,73.3132
2021-07-21,73.3132
2021-07-22,73.3132
2021-07-23,73.3132
2021-07-24,73.3132
2021-07-25,73.3132
2021-07-26,73.3132
2021-07-27,73.3132
2021-07-28,73.3132
2021-07-29,73.3132
2021-07-30,73.3132
2021-07-31,73.3132
2021-08-01,73.3132
2021-08-02,73.3132
2021-08-03,73.3132
2021-08-04,73.3132
2021-08-05,73.3132
2021-08-06,73.3132
2021-08-07,73.3132
2021-08-08,73.3132
2021-08-09,73.3132
2021-08-10,73.3132
2021-08-11,73.3132
2021-08-12,73.3132
2021-08-13,73.3132
2021-08-14,73.3132
2021-08-15,73.3132
2021-08-16,73.3132
2021-08-17,73.3132
2021-08-18,73.3132
2021-08-19,73.3132
2021-08-20,73.3132
2021-08-21,73.3132
2021-08-22,73.3132
2021-08-23,73.3132
2021-08-24,73.3132
2021-08-25,73.3132
2021-08-26,73.3132
2021-08-27,73.3132
2021-08-28,73.3132
2021-08-29,73.3132
2021-08-30,73.3132
2021-08-31,73.3132
2021-09-01,73.3132
2021-09-02,73.3132
2021-09-03,73.3132
2021-09-04,73.3132
2021-09-05,73.3132
2021-09-06,73.3132
2021-09-07,73.3132
2021-09-08,73.3132
2021-09-09,73.3132
2021-09-10,73.3132
2021-09-11,73.3132
2021-09-12,73.3132
2021-09-13,73.3132
2021-09-14,73.3132
2021-09-15,73.3132
2021-09-16,73.3132
2021-09-17,73.3132
2021-09-18,73.3132
2021-09-19,73.3132
2021-09-20,73.3132
2021-09-21,73.3132
2021-09-22,73.3132
2021-09-23,73.3132
2021-09-24,73.3132
2021-09-25,73.3132
2021-09-26,73.3132
2021-09-27,73.3132
2021-09-28,73.3132
2021-09-29,73.3132
2021-09-30,79.7365
2021-10-01,79.7365
2021-10-02,79.7365
2021-10-03,79.7365
2021-10-04,79.7365
2021-10-05,79.7365
2021-10-06,79.7365
2021-10-07,79.7365
2021-10-08,79.7365
2021-10-09,79.7365
2021-10-10,79.7365
2021-10-11,79.7365
2021-10-12,79.7365
2021-10-13,79.7365
2021-10-14,79.7365
2021-10-15,79.7365
2021-10-16,79.7365
2021-10-17,79.7365
2021-10-18,79.7365
2021-10-19,79.7365
2021-10-20,79.7365
2021-10-21,79.7365
2021-10-22,79.7365
2021-10-23,79.7365
2021-10-24,79.7365
2021-10-25,79.7365
2021-10-26,79.7365
2021-10-27,79.7365
2021-10-28,79.7365
2021-10-29,79.7365
2021-10-30,79.7365
2021-10-31,79.7365
2021-11-01,79.7365
2021-11-02,79.7365
2021-11-03,79.7365
2021-11-04,79.7365
2021-11-05,79.7365
2021-11-06,79.7365
2021-11-07,79.7365
2021-11-08,79.7365
2021-11-09,79.7365
2021-11-10,79.7365
2021-11-11,79.7365
2021-11-12,79.7365
2021-11-13,79.7365
2021-11-14,79.7365
2021-11-15,79.7365
2021-11-16,79.7365
2021-11-17,79.7365
2021-11-18,79.7365
2021-11-19,79.7365
2021-11-20,79.7365
2021-11-21,79.7365
2021-11-22,79.7365
2021-11-23,79.7365
2021-11-24,79.7365
2021-11-25,79.7365
2021-11-26,79.7365
2021-11-27,79.7365
2021-11-28,79.7365
2021-11-29,79.7365
2021-11-30,79.7365
2021-12-01,79.7365
2021-12-02,79.7365
2021-12-03,79.7365
2021-12-04,79.7365
2021-12-05,79.7365
2021-12-06,79.7365
2021-12-07,79.7365
2021-12-08,79.7365
2021-12-09,79.7365
2021-12-10,79.7365
2021-12-11,79.7365
2021-12-12,79.7365
2021-12-13,79.7365
2021-12-14,79.7365
2021-12-15,79.7365
2021-12-16,79.7365
2021-12-17,79.7365
2021-12-18,79.7365
2021-12-19,79.7365
2021-12-20,79.7365
2021-12-21,79.7365
2021-12-22,79.7365
2021-12-23,79.7365
2021-12-24,79.7365
2021-12-25,79.7365
2021-12-26,79.7365
2021-12-27,79.7365
2021-12-28,79.7365
2021-12-29,79.7365
2021-12-30,79.7365
2021-12-31,75.3781
2022-01-01,75.3781
2022-01-02,75.3781
2022-01-03,75.3781
2022-01-04,75.3781
2022-01-05,75.3781
2022-01-06,75.3781
2022-01-07,75.3781
2022-01-08,75.3781
2022-01-09,75.3781
2022-01-10,75.3781
2022-01-11,75.3781
2022-01-12,75.3781
2022-01-13,75.3781
2022-01-14,75.3781
2022-01-15,75.3781
2022-01-16,75.3781
2022-01-17,75.3781
2022-01-18,75.3781
2022-01-19,75.3781
2022-01-20,75.3781
2022-01-21,75.3781
2022-01-22,75.3781
2022-01-23,75.3781
2022-01-24,75.3781
2022-01-25,75.3781
2022-01-26,75.3781
2022-01-27,75.3781
2022-01-28,75.3781
2022-01-29,75.3781
2022-01-30,75.3781
2022-01-31,75.3781
2022-02-01,75.3781
2022-02-02,75.3781
2022-02-03,75.3781
2022-02-04,75.3781
2022-02-05,75.3781
2022-02-06,75.3781
2022-02-07,75.3781
2022-02-08,75.3781
2022-02-09,75.3781
2022-02-10,75.3781
2022-02-11,75.3781
2022-02-12,75.3781
2022-02-13,75.3781
2022-02-14,75.3781
2022-02-15,75.3781
2022-02-16,75.3781
2022-02-17,75.3781
2022-02-18,75.3781
2022-02-19,75.3781
2022-02-20,75.3781
2022-02-21,75.3781
2022-02-22,75.3781
2022-02-23,75.3781
2022-02-24,75.3781
2022-02-25,75.3781
2022-02-26,75.3781
2022-02-27,75.3781
2022-02-28,75.3781
2022-03-01,75.3781
2022-03-02,75.3781
2022-03-03,75.3781
2022-03-04,75.3781
2022-03-05,75.3781
2022-03-06,75.3781
2022-03-07,75.3781
2022-03-08,75.3781
2022-03-09,75.3781
2022-03-10,75.3781
2022-03-11,75.3781
2022-03-12,75.3781
2022-03-13,75.3781
2022-03-14,75.3781
2022-03-15,75.3781
2022-03-16,75.3781
2022-03-17,75.3781
2022-03-18,75.3781
2022-03-19,75.3781
2022-03-20,75.3781
2022-03-21,75.3781
2022-03-22,75.3781
2022-03-23,75.3781
2022-03-24,75.3781
2022-03-25,75.3781
2022-03-26,75.3781
2022-03-27,75.3781
2022-03-28,75.3781
2022-03-29,75.3781
2022-03-30,75.3781
2022-03-31,79.3402
2022-04-01,79.3402
2022-04-02,79.3402
2022-04-03,79.3402
2022-04-04,79.3402
2022-04-05,79.3402
2022-04-06,79.3402
2022-04-07,79.3402
2022-04-08,79.3402
2022-04-09,79.3402
2022-04-10,79.3402
2022-04-11,79.3402
2022-04-12,79.3402
2022-04-13,79.3402
2022-04-14,79.3402
2022-04-15,79.3402
2022-04-16,79.3402
2022-04-17,79.3402
2022-04-18,79.3402
2022-04-19,79.3402
2022-04-20,79.3402
2022-04-21,79.3402
2022-04-22,79.3402
2022-04-23,79.3402
2022-04-24,79.3402
2022-04-25,79.3402
2022-04-26,79.3402
2022-04-27,79.3402
2022-04-28,79.3402
2022-04-29,79.3402
2022-04-30,79.3402
2022-05-01,79.3402
2022-05-02,79.3402
2022-05-03,79.3402
2022-05-04,79.3402
2022-05-05,79.3402
2022-05-06,79.3402
2022-05-07,79.3402
2022-05-08,79.3402
2022-05-09,79.3402
2022-05-10,79.3402
2022-05-11,79.3402
2022-05-12,79.3402
2022-05-13,79.3402
2022-05-14,79.3402
2022-05-15,79.3402
2022-05-16,79.3402
2022-05-17,79.3402
2022-05-18,79.3402
2022-05-19,79.3402
2022-05-20,79.3402
2022-05-21,79.3402
2022-05-22,79.3402
2022-05-23,79.3402
2022-05-24,79.3402
2022-05-25,79.3402
2022-05-26,79.3402
2022-05-27,79.3402
2022-05-28,79.3402
2022-05-29,79.3402
2022-05-30,79.3402
2022-05-31,79.3402
2022-06-01,79.3402
2022-06-02,79.3402
2022-06-03,79.3402
2022-06-04,79.3402
2022-06-05,79.3402
2022-06-06,79.3402
2022-06-07,79.3402
2022-06-08,79.3402
2022-06-09,79.3402
2022-06-10,79.3402
2022-06-11,79.3402
2022-06-12,79.3402
2022-06-13,79.3402
2022-06-14,79.3402
2022-06-15,79.3402
2022-06-16,79.3402
2022-06-17,79.3402
2022-06-18,79.3402
2022-06-19,79.3402
2022-06-20,79.3402
2022-06-21,79.3402
2022-06-22,79.3402
2022-06-23,79.3402
2022-06-24,79.3402
2022-06-25,79.3402
2022-06-26,79.3402
2022-06-27,79.3402
2022-06-28,79.3402
2022-06-29,79.3402
2022-06-30,76.4917
2022-07-01,76.4917
2022-07-02,76.4917
2022-07-03,76.4917
2022-07-04,76.4917
2022-07-05,76.4917
2022-07-06,76.4917
2022-07-07,76.4917
2022-07-08,76.4917
2022-07-09,76.4917
2022-07-10,76.4917
2022-07-11,76.4917
2022-07-12,76.4917
2022-07-13,76.4917
2022-07-14,76.4917
2022-07-15,76.4917
2022-07-16,76.4917
2022-07-17,76.4917
2022-07-18,76.4917
2022-07-19,76.4917
2022-07-20,76.4917
2022-07-21,76.4917
2022-07-22,76.4917
2022-07-23,76.4917
2022-07-24,76.4917
2022-07-25,76.4917
2022-07-26,76.4917
2022-07-27,76.4917
2022-07-28,76.4917
2022-07-29,76.4917
2022-07-30,76.4917
2022-07-31,76.4917
2022-08-01,76.4917
2022-08-02,76.4917
2022-08-03,76.4917
2022-08-04,76.4917
2022-08-05,76.4917
2022-08-06,76.4917
2022-08-07,76.4917
2022-08-08,76.4917
2022-08-09,76.4917
2022-08-10,76.4917
2022-08-11,76.4917
2022-08-12,76.4917
2022-08-13,76.4917
2022-08-14,76.4917
2022-08-15,76.4917
2022-08-16,76.4917
2022-08-17,76.4917
2022-08-18,76.4917
2022-08-19,76.4917
2022-08-20,76.4917
2022-08-21,76.4917
2022-08-22,76.4917
2022-08-23,76.4917
2022-08-24,76.4917
2022-08-25,76.4917
2022-08-26,76.4917
2022-08-27,76.4917
2022-08-28,76.4917
2022-08-29,76.4917
2022-08-30,76.4917
2022-08-31,76.4917
2022-09-01,76.4917
2022-09-02,76.4917
2022-09-03,76.4917
2022-09-04,76.4917
2022-09-05,76.4917
2022-09-06,76.4917
2022-09-07,76.4917
2022-09-08,76.4917
2022-09-09,76.4917
2022-09-10,76.4917
2022-09-11,76.4917
2022-09-12,76.4917
2022-09-13,76.4917
2022-09-14,76.4917
2022-09-15,76.4917
2022-09-16,76.4917
2022-09-17,76.4917
2022-09-18,76.4917
2022-09-19,76.4917
2022-09-20,76.4917
2022-09-21,76.4917
2022-09-22,76.4917
2022-09-23,76.4917
2022-09-24,76.4917
2022-09-25,76.4917
2022-09-26,76.4917
2022-09-27,76.4917
2022-09-28,76.4917
2022-09-29,76.4917
2022-09-30,48.4285
2022-10-01,48.4285
2022-10-02,48.4285
2022-10-03,48.4285
2022-10-04,48.4285
2022-10-05,48.4285
2022-10-06,48.4285
2022-10-07,48.4285
2022-10-08,48.4285
2022-10-09,48.4285
2022-10-10,48.4285
2022-10-11,48.4285
2022-10-12,48.4285
2022-10-13,48.4285
2022-10-14,48.4285
2022-10-15,48.4285
2022-10-16,48.4285
2022-10-17,48.4285
2022-10-18,48.4285
2022-10-19,48.4285
2022-10-20,48.4285
2022-10-21,48.4285
2022-10-22,48.4285
2022-10-23,48.4285
2022-10-24,48.4285
2022-10-25,48.4285
2022-10-26,48.4285
2022-10-27,48.4285
2022-10-28,48.4285
2022-10-29,48.4285
2022-10-30,48.4285
2022-10-31,48.4285
2022-11-01,48.4285
2022-11-02,48.4285
2022-11-03,48.4285
2022-11-04,48.4285
2022-11-05,48.4285
2022-11-06,48.4285
2022-11-07,48.4285
2022-11-08,48.4285
2022-11-09,48.4285
2022-11-10,48.4285
2022-11-11,48.4285
2022-11-12,48.4285
2022-11-13,48.4285
2022-11-14,48.4285
2022-11-15,48.4285
2022-11-16,48.4285
2022-11-17,48.4285
2022-11-18,48.4285
2022-11-19,48.4285
2022-11-20,48.4285
2022-11-21,48.4285
2022-11-22,48.4285
2022-11-23,48.4285
2022-11-24,48.4285
2022-11-25,48.4285
2022-11-26,48.4285
2022-11-27,48.4285
2022-11-28,48.4285
2022-11-29,48.4285
2022-11-30,48.4285
2022-12-01,48.4285
2022-12-02,48.4285
2022-12-03,48.4285
2022-12-04,48.4285
2022-12-05,48.4285
2022-12-06,48.4285
2022-12-07,48.4285
2022-12-08,48.4285
2022-12-09,48.4285
2022-12-10,48.4285
2022-12-11,48.4285
2022-12-12,48.4285
2022-12-13,48.4285
2022-12-14,48.4285
2022-12-15,48.4285
2022-12-16,48.4285
2022-12-17,48.4285
2022-12-18,48.4285
2022-12-19,48.4285
2022-12-20,48.4285
2022-12-21,48.4285
2022-12-22,48.4285
2022-12-23,48.4285
2022-12-24,48.4285
2022-12-25,48.4285
2022-12-26,48.4285
2022-12-27,48.4285
2022-12-28,48.4285
2022-12-29,48.4285
2022-12-30,48.4285
2022-12-31,32.2089
2023-01-01,32.2089
2023-01-02,32.2089
2023-01-03,32.2089
2023-01-04,32.2089
2023-01-05,32.2089
2023-01-06,32.2089
2023-01-07,32.2089
2023-01-08,32.2089
2023-01-09,32.2089
2023-01-10,32.2089
2023-01-11,32.2089
2023-01-12,32.2089
2023-01-13,32.2089
2023-01-14,32.2089
2023-01-15,32.2089
2023-01-16,32.2089
2023-01-17,32.2089
2023-01-18,32.2089
2023-01-19,32.2089
2023-01-20,32.2089
2023-01-21,32.2089
2023-01-22,32.2089
2023-01-23,32.2089
2023-01-24,32.2089
2023-01-25,32.2089
2023-01-26,32.2089
2023-01-27,32.2089
2023-01-28,32.2089
2023-01-29,32.2089
2023-01-30,32.2089
2023-01-31,32.2089
2023-02-01,32.2089
2023-02-02,32.2089
2023-02-03,32.2089
2023-02-04,32.2089
2023-02-05,32.2089
2023-02-06,32.2089
2023-02-07,32.2089
2023-02-08,32.2089
2023-02-09,32.2089
2023-02-10,32.2089
2023-02-11,32.2089
2023-02-12,32.2089
2023-02-13,32.2089
2023-02-14,32.2089
2023-02-15,32.2089
2023-02-16,32.2089
2023-02-17,32.2089
2023-02-18,32.2089
2023-02-19,32.2089
2023-02-20,32.2089
2023-02-21,32.2089
2023-02-22,32.2089
2023-02-23,32.2089
2023-02-24,32.2089
2023-02-25,32.2089
2023-02-26,32.2089
2023-02-27,32.2089
2023-02-28,32.2089
2023-03-01,32.2089
2023-03-02,32.2089
2023-03-03,32.2089
2023-03-04,32.2089
2023-03-05,32.2089
2023-03-06,32.2089
2023-03-07,32.2089
2023-03-08,32.2089
