,ADP US Equity
,RETURN_COM_EQY
2020-01-01,48.6399
2020-01-02,48.6399
2020-01-03,48.6399
2020-01-04,48.6399
2020-01-05,48.6399
2020-01-06,48.6399
2020-01-07,48.6399
2020-01-08,48.6399
2020-01-09,48.6399
2020-01-10,48.6399
2020-01-11,48.6399
2020-01-12,48.6399
2020-01-13,48.6399
2020-01-14,48.6399
2020-01-15,48.6399
2020-01-16,48.6399
2020-01-17,48.6399
2020-01-18,48.6399
2020-01-19,48.6399
2020-01-20,48.6399
2020-01-21,48.6399
2020-01-22,48.6399
2020-01-23,48.6399
2020-01-24,48.6399
2020-01-25,48.6399
2020-01-26,48.6399
2020-01-27,48.6399
2020-01-28,48.6399
2020-01-29,48.6399
2020-01-30,48.6399
2020-01-31,48.6399
2020-02-01,48.6399
2020-02-02,48.6399
2020-02-03,48.6399
2020-02-04,48.6399
2020-02-05,48.6399
2020-02-06,48.6399
2020-02-07,48.6399
2020-02-08,48.6399
2020-02-09,48.6399
2020-02-10,48.6399
2020-02-11,48.6399
2020-02-12,48.6399
2020-02-13,48.6399
2020-02-14,48.6399
2020-02-15,48.6399
2020-02-16,48.6399
2020-02-17,48.6399
2020-02-18,48.6399
2020-02-19,48.6399
2020-02-20,48.6399
2020-02-21,48.6399
2020-02-22,48.6399
2020-02-23,48.6399
2020-02-24,48.6399
2020-02-25,48.6399
2020-02-26,48.6399
2020-02-27,48.6399
2020-02-28,48.6399
2020-02-29,48.6399
2020-03-01,48.6399
2020-03-02,48.6399
2020-03-03,48.6399
2020-03-04,48.6399
2020-03-05,48.6399
2020-03-06,48.6399
2020-03-07,48.6399
2020-03-08,48.6399
2020-03-09,48.6399
2020-03-10,48.6399
2020-03-11,48.6399
2020-03-12,48.6399
2020-03-13,48.6399
2020-03-14,48.6399
2020-03-15,48.6399
2020-03-16,48.6399
2020-03-17,48.6399
2020-03-18,48.6399
2020-03-19,48.6399
2020-03-20,48.6399
2020-03-21,48.6399
2020-03-22,48.6399
2020-03-23,48.6399
2020-03-24,48.6399
2020-03-25,48.6399
2020-03-26,48.6399
2020-03-27,48.6399
2020-03-28,48.6399
2020-03-29,48.6399
2020-03-30,48.6399
2020-03-31,47.1346
2020-04-01,47.1346
2020-04-02,47.1346
2020-04-03,47.1346
2020-04-04,47.1346
2020-04-05,47.1346
2020-04-06,47.1346
2020-04-07,47.1346
2020-04-08,47.1346
2020-04-09,47.1346
2020-04-10,47.1346
2020-04-11,47.1346
2020-04-12,47.1346
2020-04-13,47.1346
2020-04-14,47.1346
2020-04-15,47.1346
2020-04-16,47.1346
2020-04-17,47.1346
2020-04-18,47.1346
2020-04-19,47.1346
2020-04-20,47.1346
2020-04-21,47.1346
2020-04-22,47.1346
2020-04-23,47.1346
2020-04-24,47.1346
2020-04-25,47.1346
2020-04-26,47.1346
2020-04-27,47.1346
2020-04-28,47.1346
2020-04-29,47.1346
2020-04-30,47.1346
2020-05-01,47.1346
2020-05-02,47.1346
2020-05-03,47.1346
2020-05-04,47.1346
2020-05-05,47.1346
2020-05-06,47.1346
2020-05-07,47.1346
2020-05-08,47.1346
2020-05-09,47.1346
2020-05-10,47.1346
2020-05-11,47.1346
2020-05-12,47.1346
2020-05-13,47.1346
2020-05-14,47.1346
2020-05-15,47.1346
2020-05-16,47.1346
2020-05-17,47.1346
2020-05-18,47.1346
2020-05-19,47.1346
2020-05-20,47.1346
2020-05-21,47.1346
2020-05-22,47.1346
2020-05-23,47.1346
2020-05-24,47.1346
2020-05-25,47.1346
2020-05-26,47.1346
2020-05-27,47.1346
2020-05-28,47.1346
2020-05-29,47.1346
2020-05-30,47.1346
2020-05-31,47.1346
2020-06-01,47.1346
2020-06-02,47.1346
2020-06-03,47.1346
2020-06-04,47.1346
2020-06-05,47.1346
2020-06-06,47.1346
2020-06-07,47.1346
2020-06-08,47.1346
2020-06-09,47.1346
2020-06-10,47.1346
2020-06-11,47.1346
2020-06-12,47.1346
2020-06-13,47.1346
2020-06-14,47.1346
2020-06-15,47.1346
2020-06-16,47.1346
2020-06-17,47.1346
2020-06-18,47.1346
2020-06-19,47.1346
2020-06-20,47.1346
2020-06-21,47.1346
2020-06-22,47.1346
2020-06-23,47.1346
2020-06-24,47.1346
2020-06-25,47.1346
2020-06-26,47.1346
2020-06-27,47.1346
2020-06-28,47.1346
2020-06-29,47.1346
2020-06-30,44.232
2020-07-01,44.232
2020-07-02,44.232
2020-07-03,44.232
2020-07-04,44.232
2020-07-05,44.232
2020-07-06,44.232
2020-07-07,44.232
2020-07-08,44.232
2020-07-09,44.232
2020-07-10,44.232
2020-07-11,44.232
2020-07-12,44.232
2020-07-13,44.232
2020-07-14,44.232
2020-07-15,44.232
2020-07-16,44.232
2020-07-17,44.232
2020-07-18,44.232
2020-07-19,44.232
2020-07-20,44.232
2020-07-21,44.232
2020-07-22,44.232
2020-07-23,44.232
2020-07-24,44.232
2020-07-25,44.232
2020-07-26,44.232
2020-07-27,44.232
2020-07-28,44.232
2020-07-29,44.232
2020-07-30,44.232
2020-07-31,44.232
2020-08-01,44.232
2020-08-02,44.232
2020-08-03,44.232
2020-08-04,44.232
2020-08-05,44.232
2020-08-06,44.232
2020-08-07,44.232
2020-08-08,44.232
2020-08-09,44.232
2020-08-10,44.232
2020-08-11,44.232
2020-08-12,44.232
2020-08-13,44.232
2020-08-14,44.232
2020-08-15,44.232
2020-08-16,44.232
2020-08-17,44.232
2020-08-18,44.232
2020-08-19,44.232
2020-08-20,44.232
2020-08-21,44.232
2020-08-22,44.232
2020-08-23,44.232
2020-08-24,44.232
2020-08-25,44.232
2020-08-26,44.232
2020-08-27,44.232
2020-08-28,44.232
2020-08-29,44.232
2020-08-30,44.232
2020-08-31,44.232
2020-09-01,44.232
2020-09-02,44.232
2020-09-03,44.232
2020-09-04,44.232
2020-09-05,44.232
2020-09-06,44.232
2020-09-07,44.232
2020-09-08,44.232
2020-09-09,44.232
2020-09-10,44.232
2020-09-11,44.232
2020-09-12,44.232
2020-09-13,44.232
2020-09-14,44.232
2020-09-15,44.232
2020-09-16,44.232
2020-09-17,44.232
2020-09-18,44.232
2020-09-19,44.232
2020-09-20,44.232
2020-09-21,44.232
2020-09-22,44.232
2020-09-23,44.232
2020-09-24,44.232
2020-09-25,44.232
2020-09-26,44.232
2020-09-27,44.232
2020-09-28,44.232
2020-09-29,44.232
2020-09-30,44.5155
2020-10-01,44.5155
2020-10-02,44.5155
2020-10-03,44.5155
2020-10-04,44.5155
2020-10-05,44.5155
2020-10-06,44.5155
2020-10-07,44.5155
2020-10-08,44.5155
2020-10-09,44.5155
2020-10-10,44.5155
2020-10-11,44.5155
2020-10-12,44.5155
2020-10-13,44.5155
2020-10-14,44.5155
2020-10-15,44.5155
2020-10-16,44.5155
2020-10-17,44.5155
2020-10-18,44.5155
2020-10-19,44.5155
2020-10-20,44.5155
2020-10-21,44.5155
2020-10-22,44.5155
2020-10-23,44.5155
2020-10-24,44.5155
2020-10-25,44.5155
2020-10-26,44.5155
2020-10-27,44.5155
2020-10-28,44.5155
2020-10-29,44.5155
2020-10-30,44.5155
2020-10-31,44.5155
2020-11-01,44.5155
2020-11-02,44.5155
2020-11-03,44.5155
2020-11-04,44.5155
2020-11-05,44.5155
2020-11-06,44.5155
2020-11-07,44.5155
2020-11-08,44.5155
2020-11-09,44.5155
2020-11-10,44.5155
2020-11-11,44.5155
2020-11-12,44.5155
2020-11-13,44.5155
2020-11-14,44.5155
2020-11-15,44.5155
2020-11-16,44.5155
2020-11-17,44.5155
2020-11-18,44.5155
2020-11-19,44.5155
2020-11-20,44.5155
2020-11-21,44.5155
2020-11-22,44.5155
2020-11-23,44.5155
2020-11-24,44.5155
2020-11-25,44.5155
2020-11-26,44.5155
2020-11-27,44.5155
2020-11-28,44.5155
2020-11-29,44.5155
2020-11-30,44.5155
2020-12-01,44.5155
2020-12-02,44.5155
2020-12-03,44.5155
2020-12-04,44.5155
2020-12-05,44.5155
2020-12-06,44.5155
2020-12-07,44.5155
2020-12-08,44.5155
2020-12-09,44.5155
2020-12-10,44.5155
2020-12-11,44.5155
2020-12-12,44.5155
2020-12-13,44.5155
2020-12-14,44.5155
2020-12-15,44.5155
2020-12-16,44.5155
2020-12-17,44.5155
2020-12-18,44.5155
2020-12-19,44.5155
2020-12-20,44.5155
2020-12-21,44.5155
2020-12-22,44.5155
2020-12-23,44.5155
2020-12-24,44.5155
2020-12-25,44.5155
2020-12-26,44.5155
2020-12-27,44.5155
2020-12-28,44.5155
2020-12-29,44.5155
2020-12-30,44.5155
2020-12-31,44.068
2021-01-01,44.068
2021-01-02,44.068
2021-01-03,44.068
2021-01-04,44.068
2021-01-05,44.068
2021-01-06,44.068
2021-01-07,44.068
2021-01-08,44.068
2021-01-09,44.068
2021-01-10,44.068
2021-01-11,44.068
2021-01-12,44.068
2021-01-13,44.068
2021-01-14,44.068
2021-01-15,44.068
2021-01-16,44.068
2021-01-17,44.068
2021-01-18,44.068
2021-01-19,44.068
2021-01-20,44.068
2021-01-21,44.068
2021-01-22,44.068
2021-01-23,44.068
2021-01-24,44.068
2021-01-25,44.068
2021-01-26,44.068
2021-01-27,44.068
2021-01-28,44.068
2021-01-29,44.068
2021-01-30,44.068
2021-01-31,44.068
2021-02-01,44.068
2021-02-02,44.068
2021-02-03,44.068
2021-02-04,44.068
2021-02-05,44.068
2021-02-06,44.068
2021-02-07,44.068
2021-02-08,44.068
2021-02-09,44.068
2021-02-10,44.068
2021-02-11,44.068
2021-02-12,44.068
2021-02-13,44.068
2021-02-14,44.068
2021-02-15,44.068
2021-02-16,44.068
2021-02-17,44.068
2021-02-18,44.068
2021-02-19,44.068
2021-02-20,44.068
2021-02-21,44.068
2021-02-22,44.068
2021-02-23,44.068
2021-02-24,44.068
2021-02-25,44.068
2021-02-26,44.068
2021-02-27,44.068
2021-02-28,44.068
2021-03-01,44.068
2021-03-02,44.068
2021-03-03,44.068
2021-03-04,44.068
2021-03-05,44.068
2021-03-06,44.068
2021-03-07,44.068
2021-03-08,44.068
2021-03-09,44.068
2021-03-10,44.068
2021-03-11,44.068
2021-03-12,44.068
2021-03-13,44.068
2021-03-14,44.068
2021-03-15,44.068
2021-03-16,44.068
2021-03-17,44.068
2021-03-18,44.068
2021-03-19,44.068
2021-03-20,44.068
2021-03-21,44.068
2021-03-22,44.068
2021-03-23,44.068
2021-03-24,44.068
2021-03-25,44.068
2021-03-26,44.068
2021-03-27,44.068
2021-03-28,44.068
2021-03-29,44.068
2021-03-30,44.068
2021-03-31,44.2792
2021-04-01,44.2792
2021-04-02,44.2792
2021-04-03,44.2792
2021-04-04,44.2792
2021-04-05,44.2792
2021-04-06,44.2792
2021-04-07,44.2792
2021-04-08,44.2792
2021-04-09,44.2792
2021-04-10,44.2792
2021-04-11,44.2792
2021-04-12,44.2792
2021-04-13,44.2792
2021-04-14,44.2792
2021-04-15,44.2792
2021-04-16,44.2792
2021-04-17,44.2792
2021-04-18,44.2792
2021-04-19,44.2792
2021-04-20,44.2792
2021-04-21,44.2792
2021-04-22,44.2792
2021-04-23,44.2792
2021-04-24,44.2792
2021-04-25,44.2792
2021-04-26,44.2792
2021-04-27,44.2792
2021-04-28,44.2792
2021-04-29,44.2792
2021-04-30,44.2792
2021-05-01,44.2792
2021-05-02,44.2792
2021-05-03,44.2792
2021-05-04,44.2792
2021-05-05,44.2792
2021-05-06,44.2792
2021-05-07,44.2792
2021-05-08,44.2792
2021-05-09,44.2792
2021-05-10,44.2792
2021-05-11,44.2792
2021-05-12,44.2792
2021-05-13,44.2792
2021-05-14,44.2792
2021-05-15,44.2792
2021-05-16,44.2792
2021-05-17,44.2792
2021-05-18,44.2792
2021-05-19,44.2792
2021-05-20,44.2792
2021-05-21,44.2792
2021-05-22,44.2792
2021-05-23,44.2792
2021-05-24,44.2792
2021-05-25,44.2792
2021-05-26,44.2792
2021-05-27,44.2792
2021-05-28,44.2792
2021-05-29,44.2792
2021-05-30,44.2792
2021-05-31,44.2792
2021-06-01,44.2792
2021-06-02,44.2792
2021-06-03,44.2792
2021-06-04,44.2792
2021-06-05,44.2792
2021-06-06,44.2792
2021-06-07,44.2792
2021-06-08,44.2792
2021-06-09,44.2792
2021-06-10,44.2792
2021-06-11,44.2792
2021-06-12,44.2792
2021-06-13,44.2792
2021-06-14,44.2792
2021-06-15,44.2792
2021-06-16,44.2792
2021-06-17,44.2792
2021-06-18,44.2792
2021-06-19,44.2792
2021-06-20,44.2792
2021-06-21,44.2792
2021-06-22,44.2792
2021-06-23,44.2792
2021-06-24,44.2792
2021-06-25,44.2792
2021-06-26,44.2792
2021-06-27,44.2792
2021-06-28,44.2792
2021-06-29,44.2792
2021-06-30,45.4987
2021-07-01,45.4987
2021-07-02,45.4987
2021-07-03,45.4987
2021-07-04,45.4987
2021-07-05,45.4987
2021-07-06,45.4987
2021-07-07,45.4987
2021-07-08,45.4987
2021-07-09,45.4987
2021-07-10,45.4987
2021-07-11,45.4987
2021-07-12,45.4987
2021-07-13,45.4987
2021-07-14,45.4987
2021-07-15,45.4987
2021-07-16,45.4987
2021-07-17,45.4987
2021-07-18,45.4987
2021-07-19,45.4987
2021-07-20,45.4987
2021-07-21,45.4987
2021-07-22,45.4987
2021-07-23,45.4987
2021-07-24,45.4987
2021-07-25,45.4987
2021-07-26,45.4987
2021-07-27,45.4987
2021-07-28,45.4987
2021-07-29,45.4987
2021-07-30,45.4987
2021-07-31,45.4987
2021-08-01,45.4987
2021-08-02,45.4987
2021-08-03,45.4987
2021-08-04,45.4987
2021-08-05,45.4987
2021-08-06,45.4987
2021-08-07,45.4987
2021-08-08,45.4987
2021-08-09,45.4987
2021-08-10,45.4987
2021-08-11,45.4987
2021-08-12,45.4987
2021-08-13,45.4987
2021-08-14,45.4987
2021-08-15,45.4987
2021-08-16,45.4987
2021-08-17,45.4987
2021-08-18,45.4987
2021-08-19,45.4987
2021-08-20,45.4987
2021-08-21,45.4987
2021-08-22,45.4987
2021-08-23,45.4987
2021-08-24,45.4987
2021-08-25,45.4987
2021-08-26,45.4987
2021-08-27,45.4987
2021-08-28,45.4987
2021-08-29,45.4987
2021-08-30,45.4987
2021-08-31,45.4987
2021-09-01,45.4987
2021-09-02,45.4987
2021-09-03,45.4987
2021-09-04,45.4987
2021-09-05,45.4987
2021-09-06,45.4987
2021-09-07,45.4987
2021-09-08,45.4987
2021-09-09,45.4987
2021-09-10,45.4987
2021-09-11,45.4987
2021-09-12,45.4987
2021-09-13,45.4987
2021-09-14,45.4987
2021-09-15,45.4987
