,OEC US Equity
,RETURN_COM_EQY
2020-01-01,50.4017
2020-01-02,50.4017
2020-01-03,50.4017
2020-01-04,50.4017
2020-01-05,50.4017
2020-01-06,50.4017
2020-01-07,50.4017
2020-01-08,50.4017
2020-01-09,50.4017
2020-01-10,50.4017
2020-01-11,50.4017
2020-01-12,50.4017
2020-01-13,50.4017
2020-01-14,50.4017
2020-01-15,50.4017
2020-01-16,50.4017
2020-01-17,50.4017
2020-01-18,50.4017
2020-01-19,50.4017
2020-01-20,50.4017
2020-01-21,50.4017
2020-01-22,50.4017
2020-01-23,50.4017
2020-01-24,50.4017
2020-01-25,50.4017
2020-01-26,50.4017
2020-01-27,50.4017
2020-01-28,50.4017
2020-01-29,50.4017
2020-01-30,50.4017
2020-01-31,50.4017
2020-02-01,50.4017
2020-02-02,50.4017
2020-02-03,50.4017
2020-02-04,50.4017
2020-02-05,50.4017
2020-02-06,50.4017
2020-02-07,50.4017
2020-02-08,50.4017
2020-02-09,50.4017
2020-02-10,50.4017
2020-02-11,50.4017
2020-02-12,50.4017
2020-02-13,50.4017
2020-02-14,50.4017
2020-02-15,50.4017
2020-02-16,50.4017
2020-02-17,50.4017
2020-02-18,50.4017
2020-02-19,50.4017
2020-02-20,50.4017
2020-02-21,50.4017
2020-02-22,50.4017
2020-02-23,50.4017
2020-02-24,50.4017
2020-02-25,50.4017
2020-02-26,50.4017
2020-02-27,50.4017
2020-02-28,50.4017
2020-02-29,50.4017
2020-03-01,50.4017
2020-03-02,50.4017
2020-03-03,50.4017
2020-03-04,50.4017
2020-03-05,50.4017
2020-03-06,50.4017
2020-03-07,50.4017
2020-03-08,50.4017
2020-03-09,50.4017
2020-03-10,50.4017
2020-03-11,50.4017
2020-03-12,50.4017
2020-03-13,50.4017
2020-03-14,50.4017
2020-03-15,50.4017
2020-03-16,50.4017
2020-03-17,50.4017
2020-03-18,50.4017
2020-03-19,50.4017
2020-03-20,50.4017
2020-03-21,50.4017
2020-03-22,50.4017
2020-03-23,50.4017
2020-03-24,50.4017
2020-03-25,50.4017
2020-03-26,50.4017
2020-03-27,50.4017
2020-03-28,50.4017
2020-03-29,50.4017
2020-03-30,50.4017
2020-03-31,51.2495
2020-04-01,51.2495
2020-04-02,51.2495
2020-04-03,51.2495
2020-04-04,51.2495
2020-04-05,51.2495
2020-04-06,51.2495
2020-04-07,51.2495
2020-04-08,51.2495
2020-04-09,51.2495
2020-04-10,51.2495
2020-04-11,51.2495
2020-04-12,51.2495
2020-04-13,51.2495
2020-04-14,51.2495
2020-04-15,51.2495
2020-04-16,51.2495
2020-04-17,51.2495
2020-04-18,51.2495
2020-04-19,51.2495
2020-04-20,51.2495
2020-04-21,51.2495
2020-04-22,51.2495
2020-04-23,51.2495
2020-04-24,51.2495
2020-04-25,51.2495
2020-04-26,51.2495
2020-04-27,51.2495
2020-04-28,51.2495
2020-04-29,51.2495
2020-04-30,51.2495
2020-05-01,51.2495
2020-05-02,51.2495
2020-05-03,51.2495
2020-05-04,51.2495
2020-05-05,51.2495
2020-05-06,51.2495
2020-05-07,51.2495
2020-05-08,51.2495
2020-05-09,51.2495
2020-05-10,51.2495
2020-05-11,51.2495
2020-05-12,51.2495
2020-05-13,51.2495
2020-05-14,51.2495
2020-05-15,51.2495
2020-05-16,51.2495
2020-05-17,51.2495
2020-05-18,51.2495
2020-05-19,51.2495
2020-05-20,51.2495
2020-05-21,51.2495
2020-05-22,51.2495
2020-05-23,51.2495
2020-05-24,51.2495
2020-05-25,51.2495
2020-05-26,51.2495
2020-05-27,51.2495
2020-05-28,51.2495
2020-05-29,51.2495
2020-05-30,51.2495
2020-05-31,51.2495
2020-06-01,51.2495
2020-06-02,51.2495
2020-06-03,51.2495
2020-06-04,51.2495
2020-06-05,51.2495
2020-06-06,51.2495
2020-06-07,51.2495
2020-06-08,51.2495
2020-06-09,51.2495
2020-06-10,51.2495
2020-06-11,51.2495
2020-06-12,51.2495
2020-06-13,51.2495
2020-06-14,51.2495
2020-06-15,51.2495
2020-06-16,51.2495
2020-06-17,51.2495
2020-06-18,51.2495
2020-06-19,51.2495
2020-06-20,51.2495
2020-06-21,51.2495
2020-06-22,51.2495
2020-06-23,51.2495
2020-06-24,51.2495
2020-06-25,51.2495
2020-06-26,51.2495
2020-06-27,51.2495
2020-06-28,51.2495
2020-06-29,51.2495
2020-06-30,27.3272
2020-07-01,27.3272
2020-07-02,27.3272
2020-07-03,27.3272
2020-07-04,27.3272
2020-07-05,27.3272
2020-07-06,27.3272
