,HII US Equity
,RETURN_COM_EQY
2020-01-01,35.3737
2020-01-02,35.3737
2020-01-03,35.3737
2020-01-04,35.3737
2020-01-05,35.3737
2020-01-06,35.3737
2020-01-07,35.3737
2020-01-08,35.3737
2020-01-09,35.3737
2020-01-10,35.3737
2020-01-11,35.3737
2020-01-12,35.3737
2020-01-13,35.3737
2020-01-14,35.3737
2020-01-15,35.3737
2020-01-16,35.3737
2020-01-17,35.3737
2020-01-18,35.3737
2020-01-19,35.3737
2020-01-20,35.3737
2020-01-21,35.3737
2020-01-22,35.3737
2020-01-23,35.3737
2020-01-24,35.3737
2020-01-25,35.3737
2020-01-26,35.3737
2020-01-27,35.3737
2020-01-28,35.3737
2020-01-29,35.3737
2020-01-30,35.3737
2020-01-31,35.3737
2020-02-01,35.3737
2020-02-02,35.3737
2020-02-03,35.3737
2020-02-04,35.3737
2020-02-05,35.3737
2020-02-06,35.3737
2020-02-07,35.3737
2020-02-08,35.3737
2020-02-09,35.3737
2020-02-10,35.3737
2020-02-11,35.3737
2020-02-12,35.3737
2020-02-13,35.3737
2020-02-14,35.3737
2020-02-15,35.3737
2020-02-16,35.3737
2020-02-17,35.3737
2020-02-18,35.3737
2020-02-19,35.3737
2020-02-20,35.3737
2020-02-21,35.3737
2020-02-22,35.3737
2020-02-23,35.3737
2020-02-24,35.3737
2020-02-25,35.3737
2020-02-26,35.3737
2020-02-27,35.3737
2020-02-28,35.3737
2020-02-29,35.3737
2020-03-01,35.3737
2020-03-02,35.3737
2020-03-03,35.3737
2020-03-04,35.3737
2020-03-05,35.3737
2020-03-06,35.3737
2020-03-07,35.3737
2020-03-08,35.3737
2020-03-09,35.3737
2020-03-10,35.3737
2020-03-11,35.3737
2020-03-12,35.3737
2020-03-13,35.3737
2020-03-14,35.3737
2020-03-15,35.3737
2020-03-16,35.3737
2020-03-17,35.3737
2020-03-18,35.3737
2020-03-19,35.3737
2020-03-20,35.3737
2020-03-21,35.3737
2020-03-22,35.3737
2020-03-23,35.3737
2020-03-24,35.3737
2020-03-25,35.3737
2020-03-26,35.3737
2020-03-27,35.3737
2020-03-28,35.3737
2020-03-29,35.3737
2020-03-30,35.3737
2020-03-31,37.617
2020-04-01,37.617
2020-04-02,37.617
2020-04-03,37.617
2020-04-04,37.617
2020-04-05,37.617
2020-04-06,37.617
2020-04-07,37.617
2020-04-08,37.617
2020-04-09,37.617
2020-04-10,37.617
2020-04-11,37.617
2020-04-12,37.617
2020-04-13,37.617
2020-04-14,37.617
2020-04-15,37.617
2020-04-16,37.617
2020-04-17,37.617
2020-04-18,37.617
2020-04-19,37.617
2020-04-20,37.617
2020-04-21,37.617
2020-04-22,37.617
2020-04-23,37.617
2020-04-24,37.617
2020-04-25,37.617
2020-04-26,37.617
2020-04-27,37.617
2020-04-28,37.617
2020-04-29,37.617
2020-04-30,37.617
2020-05-01,37.617
2020-05-02,37.617
2020-05-03,37.617
2020-05-04,37.617
2020-05-05,37.617
2020-05-06,37.617
2020-05-07,37.617
2020-05-08,37.617
2020-05-09,37.617
2020-05-10,37.617
2020-05-11,37.617
2020-05-12,37.617
2020-05-13,37.617
2020-05-14,37.617
2020-05-15,37.617
2020-05-16,37.617
2020-05-17,37.617
2020-05-18,37.617
2020-05-19,37.617
2020-05-20,37.617
2020-05-21,37.617
2020-05-22,37.617
2020-05-23,37.617
2020-05-24,37.617
2020-05-25,37.617
2020-05-26,37.617
2020-05-27,37.617
2020-05-28,37.617
2020-05-29,37.617
2020-05-30,37.617
2020-05-31,37.617
2020-06-01,37.617
2020-06-02,37.617
2020-06-03,37.617
2020-06-04,37.617
2020-06-05,37.617
2020-06-06,37.617
2020-06-07,37.617
2020-06-08,37.617
2020-06-09,37.617
2020-06-10,37.617
2020-06-11,37.617
2020-06-12,37.617
2020-06-13,37.617
2020-06-14,37.617
2020-06-15,37.617
2020-06-16,37.617
2020-06-17,37.617
2020-06-18,37.617
2020-06-19,37.617
2020-06-20,37.617
2020-06-21,37.617
2020-06-22,37.617
2020-06-23,37.617
2020-06-24,37.617
2020-06-25,37.617
2020-06-26,37.617
2020-06-27,37.617
2020-06-28,37.617
2020-06-29,37.617
2020-06-30,31.9419
2020-07-01,31.9419
2020-07-02,31.9419
2020-07-03,31.9419
2020-07-04,31.9419
2020-07-05,31.9419
2020-07-06,31.9419
2020-07-07,31.9419
2020-07-08,31.9419
2020-07-09,31.9419
2020-07-10,31.9419
2020-07-11,31.9419
2020-07-12,31.9419
2020-07-13,31.9419
2020-07-14,31.9419
2020-07-15,31.9419
2020-07-16,31.9419
2020-07-17,31.9419
2020-07-18,31.9419
2020-07-19,31.9419
2020-07-20,31.9419
2020-07-21,31.9419
2020-07-22,31.9419
2020-07-23,31.9419
2020-07-24,31.9419
2020-07-25,31.9419
2020-07-26,31.9419
2020-07-27,31.9419
2020-07-28,31.9419
2020-07-29,31.9419
2020-07-30,31.9419
2020-07-31,31.9419
2020-08-01,31.9419
2020-08-02,31.9419
2020-08-03,31.9419
2020-08-04,31.9419
2020-08-05,31.9419
2020-08-06,31.9419
2020-08-07,31.9419
2020-08-08,31.9419
2020-08-09,31.9419
