,OXY US Equity
2020-12-26,-89.8798
2020-12-27,-89.8798
2020-12-28,-89.8798
2020-12-29,-89.8798
2020-12-30,-89.8798
2020-12-31,-98.5694
2021-01-01,-98.5694
2021-01-02,-98.5694
2021-01-03,-98.5694
2021-01-04,-98.5694
2021-01-05,-98.5694
2021-01-06,-98.5694
2021-01-07,-98.5694
2021-01-08,-98.5694
2021-01-09,-98.5694
2021-01-10,-98.5694
2021-01-11,-98.5694
2021-01-12,-98.5694
2021-01-13,-98.5694
2021-01-14,-98.5694
2021-01-15,-98.5694
2021-01-16,-98.5694
2021-01-17,-98.5694
2021-01-18,-98.5694
2021-01-19,-98.5694
2021-01-20,-98.5694
2021-01-21,-98.5694
2021-01-22,-98.5694
2021-01-23,-98.5694
2021-01-24,-98.5694
2021-01-25,-98.5694
2021-01-26,-98.5694
2021-01-27,-98.5694
2021-01-28,-98.5694
2021-01-29,-98.5694
2021-01-30,-98.5694
2021-01-31,-98.5694
2021-02-01,-98.5694
2021-02-02,-98.5694
2021-02-03,-98.5694
2021-02-04,-98.5694
2021-02-05,-98.5694
2021-02-06,-98.5694
2021-02-07,-98.5694
2021-02-08,-98.5694
2021-02-09,-98.5694
2021-02-10,-98.5694
2021-02-11,-98.5694
2021-02-12,-98.5694
2021-02-13,-98.5694
2021-02-14,-98.5694
2021-02-15,-98.5694
2021-02-16,-98.5694
2021-02-17,-98.5694
2021-02-18,-98.5694
2021-02-19,-98.5694
2021-02-20,-98.5694
2021-02-21,-98.5694
2021-02-22,-98.5694
2021-02-23,-98.5694
2021-02-24,-98.5694
2021-02-25,-98.5694
2021-02-26,-98.5694
2021-02-27,-98.5694
2021-02-28,-98.5694
2021-03-01,-98.5694
2021-03-02,-98.5694
2021-03-03,-98.5694
2021-03-04,-98.5694
2021-03-05,-98.5694
2021-03-06,-98.5694
2021-03-07,-98.5694
2021-03-08,-98.5694
2021-03-09,-98.5694
2021-03-10,-98.5694
2021-03-11,-98.5694
2021-03-12,-98.5694
2021-03-13,-98.5694
2021-03-14,-98.5694
2021-03-15,-98.5694
2021-03-16,-98.5694
2021-03-17,-98.5694
2021-03-18,-98.5694
2021-03-19,-98.5694
2021-03-20,-98.5694
2021-03-21,-98.5694
2021-03-22,-98.5694
2021-03-23,-98.5694
2021-03-24,-98.5694
2021-03-25,-98.5694
2021-03-26,-98.5694
2021-03-27,-98.5694
2021-03-28,-98.5694
2021-03-29,-98.5694
2021-03-30,-98.5694
2021-03-31,-91.7096
2021-04-01,-91.7096
2021-04-02,-91.7096
2021-04-03,-91.7096
2021-04-04,-91.7096
2021-04-05,-91.7096
2021-04-06,-91.7096
2021-04-07,-91.7096
2021-04-08,-91.7096
2021-04-09,-91.7096
2021-04-10,-91.7096
2021-04-11,-91.7096
2021-04-12,-91.7096
2021-04-13,-91.7096
2021-04-14,-91.7096
2021-04-15,-91.7096
2021-04-16,-91.7096
2021-04-17,-91.7096
2021-04-18,-91.7096
2021-04-19,-91.7096
2021-04-20,-91.7096
2021-04-21,-91.7096
2021-04-22,-91.7096
2021-04-23,-91.7096
2021-04-24,-91.7096
2021-04-25,-91.7096
2021-04-26,-91.7096
2021-04-27,-91.7096
2021-04-28,-91.7096
2021-04-29,-91.7096
2021-04-30,-91.7096
2021-05-01,-91.7096
2021-05-02,-91.7096
2021-05-03,-91.7096
2021-05-04,-91.7096
2021-05-05,-91.7096
2021-05-06,-91.7096
2021-05-07,-91.7096
2021-05-08,-91.7096
2021-05-09,-91.7096
2021-05-10,-91.7096
2021-05-11,-91.7096
2021-05-12,-91.7096
2021-05-13,-91.7096
2021-05-14,-91.7096
2021-05-15,-91.7096
2021-05-16,-91.7096
2021-05-17,-91.7096
2021-05-18,-91.7096
2021-05-19,-91.7096
2021-05-20,-91.7096
2021-05-21,-91.7096
2021-05-22,-91.7096
2021-05-23,-91.7096
2021-05-24,-91.7096
2021-05-25,-91.7096
2021-05-26,-91.7096
2021-05-27,-91.7096
2021-05-28,-91.7096
2021-05-29,-91.7096
2021-05-30,-91.7096
2021-05-31,-91.7096
2021-06-01,-91.7096
2021-06-02,-91.7096
2021-06-03,-91.7096
2021-06-04,-91.7096
2021-06-05,-91.7096
2021-06-06,-91.7096
2021-06-07,-91.7096
2021-06-08,-91.7096
2021-06-09,-91.7096
2021-06-10,-91.7096
2021-06-11,-91.7096
2021-06-12,-91.7096
2021-06-13,-91.7096
2021-06-14,-91.7096
2021-06-15,-91.7096
2021-06-16,-91.7096
2021-06-17,-91.7096
2021-06-18,-91.7096
2021-06-19,-91.7096
2021-06-20,-91.7096
2021-06-21,-91.7096
2021-06-22,-91.7096
2021-06-23,-91.7096
2021-06-24,-91.7096
2021-06-25,-91.7096
2021-06-26,-91.7096
2021-06-27,-91.7096
2021-06-28,-91.7096
2021-06-29,-91.7096
2021-06-30,-51.8848
2021-07-01,-51.8848
2021-07-02,-51.8848
2021-07-03,-51.8848
2021-07-04,-51.8848
2021-07-05,-51.8848
2021-07-06,-51.8848
2021-07-07,-51.8848
2021-07-08,-51.8848
2021-07-09,-51.8848
2021-07-10,-51.8848
2021-07-11,-51.8848
2021-07-12,-51.8848
2021-07-13,-51.8848
2021-07-14,-51.8848
2021-07-15,-51.8848
2021-07-16,-51.8848
2021-07-17,-51.8848
2021-07-18,-51.8848
2021-07-19,-51.8848
2021-07-20,-51.8848
2021-07-21,-51.8848
2021-07-22,-51.8848
2021-07-23,-51.8848
2021-07-24,-51.8848
2021-07-25,-51.8848
2021-07-26,-51.8848
2021-07-27,-51.8848
2021-07-28,-51.8848
2021-07-29,-51.8848
2021-07-30,-51.8848
2021-07-31,-51.8848
2021-08-01,-51.8848
2021-08-02,-51.8848
2021-08-03,-51.8848
2021-08-04,-51.8848
2021-08-05,-51.8848
2021-08-06,-51.8848
2021-08-07,-51.8848
2021-08-08,-51.8848
2021-08-09,-51.8848
2021-08-10,-51.8848
2021-08-11,-51.8848
2021-08-12,-51.8848
2021-08-13,-51.8848
2021-08-14,-51.8848
2021-08-15,-51.8848
2021-08-16,-51.8848
2021-08-17,-51.8848
2021-08-18,-51.8848
2021-08-19,-51.8848
2021-08-20,-51.8848
2021-08-21,-51.8848
2021-08-22,-51.8848
2021-08-23,-51.8848
2021-08-24,-51.8848
2021-08-25,-51.8848
2021-08-26,-51.8848
2021-08-27,-51.8848
2021-08-28,-51.8848
2021-08-29,-51.8848
2021-08-30,-51.8848
2021-08-31,-51.8848
2021-09-01,-51.8848
2021-09-02,-51.8848
2021-09-03,-51.8848
2021-09-04,-51.8848
2021-09-05,-51.8848
2021-09-06,-51.8848
2021-09-07,-51.8848
2021-09-08,-51.8848
2021-09-09,-51.8848
2021-09-10,-51.8848
2021-09-11,-51.8848
2021-09-12,-51.8848
2021-09-13,-51.8848
2021-09-14,-51.8848
2021-09-15,-51.8848
2021-09-16,-51.8848
2021-09-17,-51.8848
2021-09-18,-51.8848
2021-09-19,-51.8848
2021-09-20,-51.8848
2021-09-21,-51.8848
2021-09-22,-51.8848
2021-09-23,-51.8848
2021-09-24,-51.8848
2021-09-25,-51.8848
2021-09-26,-51.8848
2021-09-27,-51.8848
2021-09-28,-51.8848
2021-09-29,-51.8848
2021-09-30,-12.2029
2021-10-01,-12.2029
2021-10-02,-12.2029
2021-10-03,-12.2029
2021-10-04,-12.2029
2021-10-05,-12.2029
2021-10-06,-12.2029
2021-10-07,-12.2029
2021-10-08,-12.2029
2021-10-09,-12.2029
2021-10-10,-12.2029
2021-10-11,-12.2029
2021-10-12,-12.2029
2021-10-13,-12.2029
2021-10-14,-12.2029
2021-10-15,-12.2029
2021-10-16,-12.2029
2021-10-17,-12.2029
2021-10-18,-12.2029
2021-10-19,-12.2029
2021-10-20,-12.2029
2021-10-21,-12.2029
2021-10-22,-12.2029
2021-10-23,-12.2029
2021-10-24,-12.2029
2021-10-25,-12.2029
2021-10-26,-12.2029
2021-10-27,-12.2029
2021-10-28,-12.2029
2021-10-29,-12.2029
2021-10-30,-12.2029
2021-10-31,-12.2029
2021-11-01,-12.2029
2021-11-02,-12.2029
2021-11-03,-12.2029
2021-11-04,-12.2029
2021-11-05,-12.2029
2021-11-06,-12.2029
2021-11-07,-12.2029
2021-11-08,-12.2029
2021-11-09,-12.2029
2021-11-10,-12.2029
2021-11-11,-12.2029
2021-11-12,-12.2029
2021-11-13,-12.2029
2021-11-14,-12.2029
2021-11-15,-12.2029
2021-11-16,-12.2029
2021-11-17,-12.2029
2021-11-18,-12.2029
2021-11-19,-12.2029
2021-11-20,-12.2029
2021-11-21,-12.2029
2021-11-22,-12.2029
2021-11-23,-12.2029
2021-11-24,-12.2029
2021-11-25,-12.2029
2021-11-26,-12.2029
2021-11-27,-12.2029
2021-11-28,-12.2029
2021-11-29,-12.2029
2021-11-30,-12.2029
2021-12-01,-12.2029
2021-12-02,-12.2029
2021-12-03,-12.2029
2021-12-04,-12.2029
2021-12-05,-12.2029
2021-12-06,-12.2029
2021-12-07,-12.2029
2021-12-08,-12.2029
2021-12-09,-12.2029
2021-12-10,-12.2029
2021-12-11,-12.2029
2021-12-12,-12.2029
2021-12-13,-12.2029
2021-12-14,-12.2029
2021-12-15,-12.2029
2021-12-16,-12.2029
2021-12-17,-12.2029
2021-12-18,-12.2029
2021-12-19,-12.2029
2021-12-20,-12.2029
2021-12-21,-12.2029
2021-12-22,-12.2029
2021-12-23,-12.2029
2021-12-24,-12.2029
2021-12-25,-12.2029
2021-12-26,-12.2029
2021-12-27,-12.2029
2021-12-28,-12.2029
2021-12-29,-12.2029
2021-12-30,-12.2029
2021-12-31,16.5435
2022-01-01,16.5435
2022-01-02,16.5435
2022-01-03,16.5435
2022-01-04,16.5435
2022-01-05,16.5435
2022-01-06,16.5435
2022-01-07,16.5435
2022-01-08,16.5435
2022-01-09,16.5435
2022-01-10,16.5435
2022-01-11,16.5435
2022-01-12,16.5435
2022-01-13,16.5435
2022-01-14,16.5435
2022-01-15,16.5435
2022-01-16,16.5435
2022-01-17,16.5435
2022-01-18,16.5435
2022-01-19,16.5435
2022-01-20,16.5435
2022-01-21,16.5435
2022-01-22,16.5435
2022-01-23,16.5435
2022-01-24,16.5435
2022-01-25,16.5435
2022-01-26,16.5435
2022-01-27,16.5435
2022-01-28,16.5435
2022-01-29,16.5435
2022-01-30,16.5435
2022-01-31,16.5435
2022-02-01,16.5435
2022-02-02,16.5435
2022-02-03,16.5435
2022-02-04,16.5435
2022-02-05,16.5435
2022-02-06,16.5435
2022-02-07,16.5435
2022-02-08,16.5435
2022-02-09,16.5435
2022-02-10,16.5435
2022-02-11,16.5435
2022-02-12,16.5435
2022-02-13,16.5435
2022-02-14,16.5435
2022-02-15,16.5435
2022-02-16,16.5435
2022-02-17,16.5435
2022-02-18,16.5435
2022-02-19,16.5435
2022-02-20,16.5435
2022-02-21,16.5435
2022-02-22,16.5435
2022-02-23,16.5435
2022-02-24,16.5435
2022-02-25,16.5435
2022-02-26,16.5435
2022-02-27,16.5435
2022-02-28,16.5435
2022-03-01,16.5435
2022-03-02,16.5435
2022-03-03,16.5435
2022-03-04,16.5435
2022-03-05,16.5435
2022-03-06,16.5435
2022-03-07,16.5435
2022-03-08,16.5435
2022-03-09,16.5435
2022-03-10,16.5435
2022-03-11,16.5435
2022-03-12,16.5435
2022-03-13,16.5435
2022-03-14,16.5435
2022-03-15,16.5435
2022-03-16,16.5435
2022-03-17,16.5435
2022-03-18,16.5435
2022-03-19,16.5435
2022-03-20,16.5435
2022-03-21,16.5435
2022-03-22,16.5435
2022-03-23,16.5435
2022-03-24,16.5435
2022-03-25,16.5435
2022-03-26,16.5435
2022-03-27,16.5435
2022-03-28,16.5435
2022-03-29,16.5435
2022-03-30,16.5435
2022-03-31,55.2633
2022-04-01,55.2633
2022-04-02,55.2633
2022-04-03,55.2633
2022-04-04,55.2633
2022-04-05,55.2633
2022-04-06,55.2633
2022-04-07,55.2633
2022-04-08,55.2633
2022-04-09,55.2633
2022-04-10,55.2633
2022-04-11,55.2633
2022-04-12,55.2633
2022-04-13,55.2633
2022-04-14,55.2633
2022-04-15,55.2633
2022-04-16,55.2633
2022-04-17,55.2633
2022-04-18,55.2633
2022-04-19,55.2633
2022-04-20,55.2633
2022-04-21,55.2633
2022-04-22,55.2633
2022-04-23,55.2633
2022-04-24,55.2633
2022-04-25,55.2633
2022-04-26,55.2633
2022-04-27,55.2633
2022-04-28,55.2633
2022-04-29,55.2633
2022-04-30,55.2633
2022-05-01,55.2633
2022-05-02,55.2633
2022-05-03,55.2633
2022-05-04,55.2633
2022-05-05,55.2633
2022-05-06,55.2633
2022-05-07,55.2633
2022-05-08,55.2633
2022-05-09,55.2633
2022-05-10,55.2633
2022-05-11,55.2633
2022-05-12,55.2633
2022-05-13,55.2633
2022-05-14,55.2633
2022-05-15,55.2633
2022-05-16,55.2633
2022-05-17,55.2633
2022-05-18,55.2633
2022-05-19,55.2633
2022-05-20,55.2633
2022-05-21,55.2633
2022-05-22,55.2633
2022-05-23,55.2633
2022-05-24,55.2633
2022-05-25,55.2633
2022-05-26,55.2633
2022-05-27,55.2633
2022-05-28,55.2633
2022-05-29,55.2633
2022-05-30,55.2633
2022-05-31,55.2633
2022-06-01,55.2633
2022-06-02,55.2633
2022-06-03,55.2633
2022-06-04,55.2633
2022-06-05,55.2633
2022-06-06,55.2633
2022-06-07,55.2633
2022-06-08,55.2633
2022-06-09,55.2633
2022-06-10,55.2633
2022-06-11,55.2633
2022-06-12,55.2633
2022-06-13,55.2633
2022-06-14,55.2633
2022-06-15,55.2633
2022-06-16,55.2633
2022-06-17,55.2633
2022-06-18,55.2633
2022-06-19,55.2633
2022-06-20,55.2633
2022-06-21,55.2633
2022-06-22,55.2633
2022-06-23,55.2633
2022-06-24,55.2633
2022-06-25,55.2633
2022-06-26,55.2633
2022-06-27,55.2633
2022-06-28,55.2633
2022-06-29,55.2633
2022-06-30,79.002
2022-07-01,79.002
2022-07-02,79.002
2022-07-03,79.002
2022-07-04,79.002
2022-07-05,79.002
2022-07-06,79.002
2022-07-07,79.002
2022-07-08,79.002
2022-07-09,79.002
2022-07-10,79.002
2022-07-11,79.002
2022-07-12,79.002
2022-07-13,79.002
2022-07-14,79.002
2022-07-15,79.002
2022-07-16,79.002
2022-07-17,79.002
2022-07-18,79.002
2022-07-19,79.002
2022-07-20,79.002
2022-07-21,79.002
2022-07-22,79.002
2022-07-23,79.002
2022-07-24,79.002
2022-07-25,79.002
2022-07-26,79.002
2022-07-27,79.002
2022-07-28,79.002
2022-07-29,79.002
2022-07-30,79.002
2022-07-31,79.002
2022-08-01,79.002
2022-08-02,79.002
2022-08-03,79.002
2022-08-04,79.002
2022-08-05,79.002
2022-08-06,79.002
2022-08-07,79.002
2022-08-08,79.002
2022-08-09,79.002
2022-08-10,79.002
2022-08-11,79.002
2022-08-12,79.002
2022-08-13,79.002
2022-08-14,79.002
2022-08-15,79.002
2022-08-16,79.002
2022-08-17,79.002
2022-08-18,79.002
2022-08-19,79.002
2022-08-20,79.002
2022-08-21,79.002
2022-08-22,79.002
2022-08-23,79.002
2022-08-24,79.002
2022-08-25,79.002
2022-08-26,79.002
2022-08-27,79.002
2022-08-28,79.002
2022-08-29,79.002
2022-08-30,79.002
2022-08-31,79.002
2022-09-01,79.002
2022-09-02,79.002
2022-09-03,79.002
2022-09-04,79.002
2022-09-05,79.002
2022-09-06,79.002
2022-09-07,79.002
2022-09-08,79.002
2022-09-09,79.002
2022-09-10,79.002
2022-09-11,79.002
2022-09-12,79.002
2022-09-13,79.002
2022-09-14,79.002
2022-09-15,79.002
2022-09-16,79.002
2022-09-17,79.002
2022-09-18,79.002
2022-09-19,79.002
2022-09-20,79.002
2022-09-21,79.002
2022-09-22,79.002
2022-09-23,79.002
2022-09-24,79.002
2022-09-25,79.002
2022-09-26,79.002
2022-09-27,79.002
2022-09-28,79.002
2022-09-29,79.002
2022-09-30,86.3159
2022-10-01,86.3159
2022-10-02,86.3159
2022-10-03,86.3159
2022-10-04,86.3159
2022-10-05,86.3159
2022-10-06,86.3159
2022-10-07,86.3159
2022-10-08,86.3159
2022-10-09,86.3159
2022-10-10,86.3159
2022-10-11,86.3159
2022-10-12,86.3159
2022-10-13,86.3159
2022-10-14,86.3159
2022-10-15,86.3159
2022-10-16,86.3159
2022-10-17,86.3159
2022-10-18,86.3159
2022-10-19,86.3159
2022-10-20,86.3159
2022-10-21,86.3159
2022-10-22,86.3159
2022-10-23,86.3159
2022-10-24,86.3159
2022-10-25,86.3159
2022-10-26,86.3159
2022-10-27,86.3159
2022-10-28,86.3159
2022-10-29,86.3159
2022-10-30,86.3159
2022-10-31,86.3159
2022-11-01,86.3159
2022-11-02,86.3159
2022-11-03,86.3159
2022-11-04,86.3159
2022-11-05,86.3159
2022-11-06,86.3159
2022-11-07,86.3159
2022-11-08,86.3159
2022-11-09,86.3159
2022-11-10,86.3159
2022-11-11,86.3159
2022-11-12,86.3159
2022-11-13,86.3159
2022-11-14,86.3159
2022-11-15,86.3159
2022-11-16,86.3159
2022-11-17,86.3159
2022-11-18,86.3159
2022-11-19,86.3159
2022-11-20,86.3159
2022-11-21,86.3159
2022-11-22,86.3159
2022-11-23,86.3159
2022-11-24,86.3159
2022-11-25,86.3159
2022-11-26,86.3159
2022-11-27,86.3159
2022-11-28,86.3159
2022-11-29,86.3159
2022-11-30,86.3159
2022-12-01,86.3159
2022-12-02,86.3159
2022-12-03,86.3159
2022-12-04,86.3159
2022-12-05,86.3159
2022-12-06,86.3159
2022-12-07,86.3159
2022-12-08,86.3159
2022-12-09,86.3159
2022-12-10,86.3159
2022-12-11,86.3159
2022-12-12,86.3159
2022-12-13,86.3159
2022-12-14,86.3159
2022-12-15,86.3159
2022-12-16,86.3159
2022-12-17,86.3159
2022-12-18,86.3159
2022-12-19,86.3159
2022-12-20,86.3159
2022-12-21,86.3159
2022-12-22,86.3159
2022-12-23,86.3159
2022-12-24,86.3159
2022-12-25,86.3159
2022-12-26,86.3159
2022-12-27,86.3159
2022-12-28,86.3159
2022-12-29,86.3159
2022-12-30,86.3159
2022-12-31,82.2307
2023-01-01,82.2307
2023-01-02,82.2307
2023-01-03,82.2307
2023-01-04,82.2307
2023-01-05,82.2307
2023-01-06,82.2307
2023-01-07,82.2307
2023-01-08,82.2307
2023-01-09,82.2307
2023-01-10,82.2307
2023-01-11,82.2307
2023-01-12,82.2307
2023-01-13,82.2307
2023-01-14,82.2307
