,AA US Equity
2020-09-17,-16.4002
2020-09-18,-16.4002
2020-09-19,-16.4002
2020-09-20,-16.4002
2020-09-21,-16.4002
2020-09-22,-16.4002
2020-09-23,-16.4002
2020-09-24,-16.4002
2020-09-25,-16.4002
2020-09-26,-16.4002
2020-09-27,-16.4002
2020-09-28,-16.4002
2020-09-29,-16.4002
2020-09-30,-11.8225
2020-10-01,-11.8225
2020-10-02,-11.8225
2020-10-03,-11.8225
2020-10-04,-11.8225
2020-10-05,-11.8225
2020-10-06,-11.8225
2020-10-07,-11.8225
2020-10-08,-11.8225
2020-10-09,-11.8225
2020-10-10,-11.8225
2020-10-11,-11.8225
2020-10-12,-11.8225
2020-10-13,-11.8225
2020-10-14,-11.8225
2020-10-15,-11.8225
2020-10-16,-11.8225
2020-10-17,-11.8225
2020-10-18,-11.8225
2020-10-19,-11.8225
2020-10-20,-11.8225
2020-10-21,-11.8225
2020-10-22,-11.8225
2020-10-23,-11.8225
2020-10-24,-11.8225
2020-10-25,-11.8225
2020-10-26,-11.8225
2020-10-27,-11.8225
2020-10-28,-11.8225
2020-10-29,-11.8225
2020-10-30,-11.8225
2020-10-31,-11.8225
2020-11-01,-11.8225
2020-11-02,-11.8225
2020-11-03,-11.8225
2020-11-04,-11.8225
2020-11-05,-11.8225
2020-11-06,-11.8225
2020-11-07,-11.8225
2020-11-08,-11.8225
2020-11-09,-11.8225
2020-11-10,-11.8225
2020-11-11,-11.8225
2020-11-12,-11.8225
2020-11-13,-11.8225
2020-11-14,-11.8225
2020-11-15,-11.8225
2020-11-16,-11.8225
2020-11-17,-11.8225
2020-11-18,-11.8225
2020-11-19,-11.8225
2020-11-20,-11.8225
2020-11-21,-11.8225
2020-11-22,-11.8225
2020-11-23,-11.8225
2020-11-24,-11.8225
2020-11-25,-11.8225
2020-11-26,-11.8225
2020-11-27,-11.8225
2020-11-28,-11.8225
2020-11-29,-11.8225
2020-11-30,-11.8225
2020-12-01,-11.8225
2020-12-02,-11.8225
2020-12-03,-11.8225
2020-12-04,-11.8225
2020-12-05,-11.8225
2020-12-06,-11.8225
2020-12-07,-11.8225
2020-12-08,-11.8225
2020-12-09,-11.8225
2020-12-10,-11.8225
2020-12-11,-11.8225
2020-12-12,-11.8225
2020-12-13,-11.8225
2020-12-14,-11.8225
2020-12-15,-11.8225
2020-12-16,-11.8225
2020-12-17,-11.8225
2020-12-18,-11.8225
2020-12-19,-11.8225
2020-12-20,-11.8225
2020-12-21,-11.8225
2020-12-22,-11.8225
2020-12-23,-11.8225
2020-12-24,-11.8225
2020-12-25,-11.8225
2020-12-26,-11.8225
2020-12-27,-11.8225
2020-12-28,-11.8225
2020-12-29,-11.8225
2020-12-30,-11.8225
2020-12-31,-4.5804
2021-01-01,-4.5804
2021-01-02,-4.5804
2021-01-03,-4.5804
2021-01-04,-4.5804
2021-01-05,-4.5804
2021-01-06,-4.5804
2021-01-07,-4.5804
2021-01-08,-4.5804
2021-01-09,-4.5804
2021-01-10,-4.5804
2021-01-11,-4.5804
2021-01-12,-4.5804
2021-01-13,-4.5804
2021-01-14,-4.5804
2021-01-15,-4.5804
2021-01-16,-4.5804
2021-01-17,-4.5804
2021-01-18,-4.5804
2021-01-19,-4.5804
2021-01-20,-4.5804
2021-01-21,-4.5804
2021-01-22,-4.5804
2021-01-23,-4.5804
2021-01-24,-4.5804
2021-01-25,-4.5804
2021-01-26,-4.5804
2021-01-27,-4.5804
2021-01-28,-4.5804
2021-01-29,-4.5804
2021-01-30,-4.5804
2021-01-31,-4.5804
2021-02-01,-4.5804
2021-02-02,-4.5804
2021-02-03,-4.5804
2021-02-04,-4.5804
2021-02-05,-4.5804
2021-02-06,-4.5804
2021-02-07,-4.5804
2021-02-08,-4.5804
2021-02-09,-4.5804
2021-02-10,-4.5804
2021-02-11,-4.5804
2021-02-12,-4.5804
2021-02-13,-4.5804
2021-02-14,-4.5804
2021-02-15,-4.5804
2021-02-16,-4.5804
2021-02-17,-4.5804
2021-02-18,-4.5804
2021-02-19,-4.5804
2021-02-20,-4.5804
2021-02-21,-4.5804
2021-02-22,-4.5804
2021-02-23,-4.5804
2021-02-24,-4.5804
2021-02-25,-4.5804
2021-02-26,-4.5804
2021-02-27,-4.5804
2021-02-28,-4.5804
2021-03-01,-4.5804
2021-03-02,-4.5804
2021-03-03,-4.5804
2021-03-04,-4.5804
2021-03-05,-4.5804
2021-03-06,-4.5804
2021-03-07,-4.5804
2021-03-08,-4.5804
2021-03-09,-4.5804
2021-03-10,-4.5804
2021-03-11,-4.5804
2021-03-12,-4.5804
2021-03-13,-4.5804
2021-03-14,-4.5804
2021-03-15,-4.5804
2021-03-16,-4.5804
2021-03-17,-4.5804
2021-03-18,-4.5804
2021-03-19,-4.5804
2021-03-20,-4.5804
2021-03-21,-4.5804
2021-03-22,-4.5804
2021-03-23,-4.5804
2021-03-24,-4.5804
2021-03-25,-4.5804
2021-03-26,-4.5804
2021-03-27,-4.5804
2021-03-28,-4.5804
2021-03-29,-4.5804
2021-03-30,-4.5804
2021-03-31,-1.9939
2021-04-01,-1.9939
2021-04-02,-1.9939
2021-04-03,-1.9939
2021-04-04,-1.9939
2021-04-05,-1.9939
2021-04-06,-1.9939
2021-04-07,-1.9939
2021-04-08,-1.9939
2021-04-09,-1.9939
2021-04-10,-1.9939
2021-04-11,-1.9939
2021-04-12,-1.9939
2021-04-13,-1.9939
2021-04-14,-1.9939
2021-04-15,-1.9939
2021-04-16,-1.9939
2021-04-17,-1.9939
2021-04-18,-1.9939
2021-04-19,-1.9939
2021-04-20,-1.9939
2021-04-21,-1.9939
2021-04-22,-1.9939
2021-04-23,-1.9939
2021-04-24,-1.9939
2021-04-25,-1.9939
2021-04-26,-1.9939
2021-04-27,-1.9939
2021-04-28,-1.9939
2021-04-29,-1.9939
2021-04-30,-1.9939
2021-05-01,-1.9939
2021-05-02,-1.9939
2021-05-03,-1.9939
2021-05-04,-1.9939
2021-05-05,-1.9939
2021-05-06,-1.9939
2021-05-07,-1.9939
2021-05-08,-1.9939
2021-05-09,-1.9939
2021-05-10,-1.9939
2021-05-11,-1.9939
2021-05-12,-1.9939
2021-05-13,-1.9939
2021-05-14,-1.9939
2021-05-15,-1.9939
2021-05-16,-1.9939
2021-05-17,-1.9939
2021-05-18,-1.9939
2021-05-19,-1.9939
2021-05-20,-1.9939
2021-05-21,-1.9939
2021-05-22,-1.9939
2021-05-23,-1.9939
2021-05-24,-1.9939
2021-05-25,-1.9939
2021-05-26,-1.9939
2021-05-27,-1.9939
2021-05-28,-1.9939
2021-05-29,-1.9939
2021-05-30,-1.9939
2021-05-31,-1.9939
2021-06-01,-1.9939
2021-06-02,-1.9939
2021-06-03,-1.9939
2021-06-04,-1.9939
2021-06-05,-1.9939
2021-06-06,-1.9939
2021-06-07,-1.9939
2021-06-08,-1.9939
2021-06-09,-1.9939
2021-06-10,-1.9939
2021-06-11,-1.9939
2021-06-12,-1.9939
2021-06-13,-1.9939
2021-06-14,-1.9939
2021-06-15,-1.9939
2021-06-16,-1.9939
2021-06-17,-1.9939
2021-06-18,-1.9939
2021-06-19,-1.9939
2021-06-20,-1.9939
2021-06-21,-1.9939
2021-06-22,-1.9939
2021-06-23,-1.9939
2021-06-24,-1.9939
2021-06-25,-1.9939
2021-06-26,-1.9939
2021-06-27,-1.9939
2021-06-28,-1.9939
2021-06-29,-1.9939
2021-06-30,11.5333
2021-07-01,11.5333
2021-07-02,11.5333
2021-07-03,11.5333
2021-07-04,11.5333
2021-07-05,11.5333
2021-07-06,11.5333
2021-07-07,11.5333
2021-07-08,11.5333
2021-07-09,11.5333
2021-07-10,11.5333
2021-07-11,11.5333
2021-07-12,11.5333
2021-07-13,11.5333
2021-07-14,11.5333
2021-07-15,11.5333
2021-07-16,11.5333
2021-07-17,11.5333
2021-07-18,11.5333
2021-07-19,11.5333
2021-07-20,11.5333
2021-07-21,11.5333
2021-07-22,11.5333
2021-07-23,11.5333
2021-07-24,11.5333
2021-07-25,11.5333
2021-07-26,11.5333
2021-07-27,11.5333
2021-07-28,11.5333
2021-07-29,11.5333
2021-07-30,11.5333
2021-07-31,11.5333
2021-08-01,11.5333
2021-08-02,11.5333
2021-08-03,11.5333
2021-08-04,11.5333
2021-08-05,11.5333
2021-08-06,11.5333
2021-08-07,11.5333
2021-08-08,11.5333
2021-08-09,11.5333
2021-08-10,11.5333
2021-08-11,11.5333
2021-08-12,11.5333
2021-08-13,11.5333
2021-08-14,11.5333
2021-08-15,11.5333
2021-08-16,11.5333
2021-08-17,11.5333
2021-08-18,11.5333
2021-08-19,11.5333
2021-08-20,11.5333
2021-08-21,11.5333
2021-08-22,11.5333
2021-08-23,11.5333
2021-08-24,11.5333
2021-08-25,11.5333
2021-08-26,11.5333
2021-08-27,11.5333
2021-08-28,11.5333
2021-08-29,11.5333
2021-08-30,11.5333
2021-08-31,11.5333
2021-09-01,11.5333
2021-09-02,11.5333
2021-09-03,11.5333
2021-09-04,11.5333
2021-09-05,11.5333
2021-09-06,11.5333
2021-09-07,11.5333
2021-09-08,11.5333
2021-09-09,11.5333
2021-09-10,11.5333
2021-09-11,11.5333
2021-09-12,11.5333
2021-09-13,11.5333
2021-09-14,11.5333
2021-09-15,11.5333
2021-09-16,11.5333
2021-09-17,11.5333
2021-09-18,11.5333
2021-09-19,11.5333
2021-09-20,11.5333
2021-09-21,11.5333
2021-09-22,11.5333
2021-09-23,11.5333
2021-09-24,11.5333
2021-09-25,11.5333
2021-09-26,11.5333
2021-09-27,11.5333
2021-09-28,11.5333
2021-09-29,11.5333
2021-09-30,22.4667
2021-10-01,22.4667
2021-10-02,22.4667
2021-10-03,22.4667
2021-10-04,22.4667
2021-10-05,22.4667
2021-10-06,22.4667
2021-10-07,22.4667
2021-10-08,22.4667
2021-10-09,22.4667
2021-10-10,22.4667
2021-10-11,22.4667
2021-10-12,22.4667
2021-10-13,22.4667
2021-10-14,22.4667
2021-10-15,22.4667
2021-10-16,22.4667
2021-10-17,22.4667
2021-10-18,22.4667
2021-10-19,22.4667
2021-10-20,22.4667
2021-10-21,22.4667
2021-10-22,22.4667
2021-10-23,22.4667
2021-10-24,22.4667
2021-10-25,22.4667
2021-10-26,22.4667
2021-10-27,22.4667
2021-10-28,22.4667
2021-10-29,22.4667
2021-10-30,22.4667
2021-10-31,22.4667
2021-11-01,22.4667
2021-11-02,22.4667
2021-11-03,22.4667
2021-11-04,22.4667
2021-11-05,22.4667
2021-11-06,22.4667
2021-11-07,22.4667
2021-11-08,22.4667
2021-11-09,22.4667
2021-11-10,22.4667
2021-11-11,22.4667
2021-11-12,22.4667
2021-11-13,22.4667
2021-11-14,22.4667
2021-11-15,22.4667
2021-11-16,22.4667
2021-11-17,22.4667
2021-11-18,22.4667
2021-11-19,22.4667
2021-11-20,22.4667
2021-11-21,22.4667
2021-11-22,22.4667
2021-11-23,22.4667
2021-11-24,22.4667
2021-11-25,22.4667
2021-11-26,22.4667
2021-11-27,22.4667
2021-11-28,22.4667
2021-11-29,22.4667
2021-11-30,22.4667
2021-12-01,22.4667
2021-12-02,22.4667
2021-12-03,22.4667
2021-12-04,22.4667
2021-12-05,22.4667
2021-12-06,22.4667
2021-12-07,22.4667
2021-12-08,22.4667
2021-12-09,22.4667
2021-12-10,22.4667
2021-12-11,22.4667
2021-12-12,22.4667
2021-12-13,22.4667
2021-12-14,22.4667
2021-12-15,22.4667
2021-12-16,22.4667
2021-12-17,22.4667
2021-12-18,22.4667
2021-12-19,22.4667
2021-12-20,22.4667
2021-12-21,22.4667
2021-12-22,22.4667
2021-12-23,22.4667
2021-12-24,22.4667
2021-12-25,22.4667
2021-12-26,22.4667
2021-12-27,22.4667
2021-12-28,22.4667
2021-12-29,22.4667
2021-12-30,22.4667
2021-12-31,10.7478
2022-01-01,10.7478
2022-01-02,10.7478
2022-01-03,10.7478
2022-01-04,10.7478
2022-01-05,10.7478
2022-01-06,10.7478
2022-01-07,10.7478
2022-01-08,10.7478
2022-01-09,10.7478
2022-01-10,10.7478
2022-01-11,10.7478
2022-01-12,10.7478
2022-01-13,10.7478
2022-01-14,10.7478
2022-01-15,10.7478
2022-01-16,10.7478
2022-01-17,10.7478
2022-01-18,10.7478
2022-01-19,10.7478
2022-01-20,10.7478
2022-01-21,10.7478
2022-01-22,10.7478
2022-01-23,10.7478
2022-01-24,10.7478
2022-01-25,10.7478
2022-01-26,10.7478
2022-01-27,10.7478
2022-01-28,10.7478
2022-01-29,10.7478
2022-01-30,10.7478
2022-01-31,10.7478
2022-02-01,10.7478
2022-02-02,10.7478
2022-02-03,10.7478
2022-02-04,10.7478
2022-02-05,10.7478
2022-02-06,10.7478
2022-02-07,10.7478
2022-02-08,10.7478
2022-02-09,10.7478
2022-02-10,10.7478
2022-02-11,10.7478
2022-02-12,10.7478
2022-02-13,10.7478
2022-02-14,10.7478
2022-02-15,10.7478
2022-02-16,10.7478
2022-02-17,10.7478
2022-02-18,10.7478
2022-02-19,10.7478
2022-02-20,10.7478
2022-02-21,10.7478
2022-02-22,10.7478
2022-02-23,10.7478
2022-02-24,10.7478
2022-02-25,10.7478
2022-02-26,10.7478
2022-02-27,10.7478
2022-02-28,10.7478
2022-03-01,10.7478
2022-03-02,10.7478
2022-03-03,10.7478
2022-03-04,10.7478
2022-03-05,10.7478
2022-03-06,10.7478
2022-03-07,10.7478
2022-03-08,10.7478
2022-03-09,10.7478
2022-03-10,10.7478
2022-03-11,10.7478
2022-03-12,10.7478
2022-03-13,10.7478
2022-03-14,10.7478
2022-03-15,10.7478
2022-03-16,10.7478
2022-03-17,10.7478
2022-03-18,10.7478
2022-03-19,10.7478
2022-03-20,10.7478
2022-03-21,10.7478
2022-03-22,10.7478
2022-03-23,10.7478
2022-03-24,10.7478
2022-03-25,10.7478
2022-03-26,10.7478
2022-03-27,10.7478
2022-03-28,10.7478
2022-03-29,10.7478
2022-03-30,10.7478
2022-03-31,18.4745
2022-04-01,18.4745
2022-04-02,18.4745
2022-04-03,18.4745
2022-04-04,18.4745
2022-04-05,18.4745
2022-04-06,18.4745
2022-04-07,18.4745
2022-04-08,18.4745
2022-04-09,18.4745
2022-04-10,18.4745
2022-04-11,18.4745
2022-04-12,18.4745
2022-04-13,18.4745
2022-04-14,18.4745
2022-04-15,18.4745
2022-04-16,18.4745
2022-04-17,18.4745
2022-04-18,18.4745
2022-04-19,18.4745
2022-04-20,18.4745
2022-04-21,18.4745
2022-04-22,18.4745
2022-04-23,18.4745
2022-04-24,18.4745
2022-04-25,18.4745
2022-04-26,18.4745
2022-04-27,18.4745
2022-04-28,18.4745
2022-04-29,18.4745
2022-04-30,18.4745
2022-05-01,18.4745
2022-05-02,18.4745
2022-05-03,18.4745
2022-05-04,18.4745
2022-05-05,18.4745
2022-05-06,18.4745
2022-05-07,18.4745
2022-05-08,18.4745
2022-05-09,18.4745
2022-05-10,18.4745
2022-05-11,18.4745
2022-05-12,18.4745
2022-05-13,18.4745
2022-05-14,18.4745
2022-05-15,18.4745
2022-05-16,18.4745
2022-05-17,18.4745
2022-05-18,18.4745
2022-05-19,18.4745
2022-05-20,18.4745
2022-05-21,18.4745
2022-05-22,18.4745
2022-05-23,18.4745
2022-05-24,18.4745
2022-05-25,18.4745
2022-05-26,18.4745
2022-05-27,18.4745
2022-05-28,18.4745
2022-05-29,18.4745
2022-05-30,18.4745
2022-05-31,18.4745
2022-06-01,18.4745
2022-06-02,18.4745
2022-06-03,18.4745
2022-06-04,18.4745
2022-06-05,18.4745
2022-06-06,18.4745
2022-06-07,18.4745
2022-06-08,18.4745
2022-06-09,18.4745
2022-06-10,18.4745
2022-06-11,18.4745
2022-06-12,18.4745
2022-06-13,18.4745
2022-06-14,18.4745
2022-06-15,18.4745
2022-06-16,18.4745
2022-06-17,18.4745
2022-06-18,18.4745
2022-06-19,18.4745
2022-06-20,18.4745
2022-06-21,18.4745
2022-06-22,18.4745
2022-06-23,18.4745
2022-06-24,18.4745
2022-06-25,18.4745
2022-06-26,18.4745
2022-06-27,18.4745
2022-06-28,18.4745
2022-06-29,18.4745
2022-06-30,20.4134
2022-07-01,20.4134
2022-07-02,20.4134
2022-07-03,20.4134
2022-07-04,20.4134
2022-07-05,20.4134
2022-07-06,20.4134
2022-07-07,20.4134
2022-07-08,20.4134
2022-07-09,20.4134
2022-07-10,20.4134
2022-07-11,20.4134
2022-07-12,20.4134
2022-07-13,20.4134
2022-07-14,20.4134
2022-07-15,20.4134
2022-07-16,20.4134
2022-07-17,20.4134
2022-07-18,20.4134
2022-07-19,20.4134
2022-07-20,20.4134
2022-07-21,20.4134
2022-07-22,20.4134
2022-07-23,20.4134
2022-07-24,20.4134
2022-07-25,20.4134
2022-07-26,20.4134
2022-07-27,20.4134
2022-07-28,20.4134
2022-07-29,20.4134
2022-07-30,20.4134
2022-07-31,20.4134
2022-08-01,20.4134
2022-08-02,20.4134
2022-08-03,20.4134
2022-08-04,20.4134
2022-08-05,20.4134
2022-08-06,20.4134
2022-08-07,20.4134
2022-08-08,20.4134
2022-08-09,20.4134
2022-08-10,20.4134
2022-08-11,20.4134
2022-08-12,20.4134
2022-08-13,20.4134
2022-08-14,20.4134
2022-08-15,20.4134
2022-08-16,20.4134
2022-08-17,20.4134
2022-08-18,20.4134
2022-08-19,20.4134
2022-08-20,20.4134
2022-08-21,20.4134
2022-08-22,20.4134
2022-08-23,20.4134
2022-08-24,20.4134
2022-08-25,20.4134
2022-08-26,20.4134
2022-08-27,20.4134
2022-08-28,20.4134
2022-08-29,20.4134
2022-08-30,20.4134
2022-08-31,20.4134
2022-09-01,20.4134
2022-09-02,20.4134
2022-09-03,20.4134
2022-09-04,20.4134
2022-09-05,20.4134
2022-09-06,20.4134
2022-09-07,20.4134
2022-09-08,20.4134
2022-09-09,20.4134
2022-09-10,20.4134
2022-09-11,20.4134
2022-09-12,20.4134
2022-09-13,20.4134
2022-09-14,20.4134
2022-09-15,20.4134
2022-09-16,20.4134
2022-09-17,20.4134
2022-09-18,20.4134
2022-09-19,20.4134
2022-09-20,20.4134
2022-09-21,20.4134
2022-09-22,20.4134
2022-09-23,20.4134
2022-09-24,20.4134
2022-09-25,20.4134
2022-09-26,20.4134
2022-09-27,20.4134
2022-09-28,20.4134
2022-09-29,20.4134
2022-09-30,-2.5949
2022-10-01,-2.5949
2022-10-02,-2.5949
2022-10-03,-2.5949
2022-10-04,-2.5949
2022-10-05,-2.5949
2022-10-06,-2.5949
2022-10-07,-2.5949
2022-10-08,-2.5949
2022-10-09,-2.5949
2022-10-10,-2.5949
2022-10-11,-2.5949
2022-10-12,-2.5949
2022-10-13,-2.5949
2022-10-14,-2.5949
2022-10-15,-2.5949
2022-10-16,-2.5949
2022-10-17,-2.5949
2022-10-18,-2.5949
2022-10-19,-2.5949
2022-10-20,-2.5949
2022-10-21,-2.5949
2022-10-22,-2.5949
2022-10-23,-2.5949
2022-10-24,-2.5949
2022-10-25,-2.5949
2022-10-26,-2.5949
2022-10-27,-2.5949
2022-10-28,-2.5949
2022-10-29,-2.5949
2022-10-30,-2.5949
2022-10-31,-2.5949
2022-11-01,-2.5949
2022-11-02,-2.5949
2022-11-03,-2.5949
2022-11-04,-2.5949
2022-11-05,-2.5949
2022-11-06,-2.5949
2022-11-07,-2.5949
2022-11-08,-2.5949
2022-11-09,-2.5949
2022-11-10,-2.5949
2022-11-11,-2.5949
2022-11-12,-2.5949
2022-11-13,-2.5949
2022-11-14,-2.5949
2022-11-15,-2.5949
2022-11-16,-2.5949
2022-11-17,-2.5949
2022-11-18,-2.5949
2022-11-19,-2.5949
2022-11-20,-2.5949
2022-11-21,-2.5949
2022-11-22,-2.5949
2022-11-23,-2.5949
2022-11-24,-2.5949
2022-11-25,-2.5949
2022-11-26,-2.5949
2022-11-27,-2.5949
2022-11-28,-2.5949
2022-11-29,-2.5949
2022-11-30,-2.5949
2022-12-01,-2.5949
2022-12-02,-2.5949
2022-12-03,-2.5949
2022-12-04,-2.5949
2022-12-05,-2.5949
2022-12-06,-2.5949
2022-12-07,-2.5949
2022-12-08,-2.5949
2022-12-09,-2.5949
2022-12-10,-2.5949
2022-12-11,-2.5949
2022-12-12,-2.5949
2022-12-13,-2.5949
2022-12-14,-2.5949
2022-12-15,-2.5949
2022-12-16,-2.5949
2022-12-17,-2.5949
2022-12-18,-2.5949
2022-12-19,-2.5949
2022-12-20,-2.5949
2022-12-21,-2.5949
2022-12-22,-2.5949
2022-12-23,-2.5949
2022-12-24,-2.5949
2022-12-25,-2.5949
2022-12-26,-2.5949
2022-12-27,-2.5949
2022-12-28,-2.5949
2022-12-29,-2.5949
2022-12-30,-2.5949
2022-12-31,-2.5236
2023-01-01,-2.5236
2023-01-02,-2.5236
2023-01-03,-2.5236
2023-01-04,-2.5236
2023-01-05,-2.5236
2023-01-06,-2.5236
2023-01-07,-2.5236
2023-01-08,-2.5236
2023-01-09,-2.5236
2023-01-10,-2.5236
2023-01-11,-2.5236
2023-01-12,-2.5236
2023-01-13,-2.5236
