,MAXR US Equity
,RETURN_COM_EQY
2020-01-01,15.2768
2020-01-02,15.2768
2020-01-03,15.2768
2020-01-04,15.2768
2020-01-05,15.2768
2020-01-06,15.2768
2020-01-07,15.2768
2020-01-08,15.2768
2020-01-09,15.2768
2020-01-10,15.2768
2020-01-11,15.2768
2020-01-12,15.2768
2020-01-13,15.2768
2020-01-14,15.2768
2020-01-15,15.2768
2020-01-16,15.2768
2020-01-17,15.2768
2020-01-18,15.2768
2020-01-19,15.2768
2020-01-20,15.2768
2020-01-21,15.2768
2020-01-22,15.2768
2020-01-23,15.2768
2020-01-24,15.2768
2020-01-25,15.2768
2020-01-26,15.2768
2020-01-27,15.2768
2020-01-28,15.2768
2020-01-29,15.2768
2020-01-30,15.2768
2020-01-31,15.2768
2020-02-01,15.2768
2020-02-02,15.2768
2020-02-03,15.2768
2020-02-04,15.2768
2020-02-05,15.2768
2020-02-06,15.2768
2020-02-07,15.2768
2020-02-08,15.2768
2020-02-09,15.2768
2020-02-10,15.2768
2020-02-11,15.2768
2020-02-12,15.2768
2020-02-13,15.2768
2020-02-14,15.2768
2020-02-15,15.2768
2020-02-16,15.2768
2020-02-17,15.2768
2020-02-18,15.2768
2020-02-19,15.2768
2020-02-20,15.2768
2020-02-21,15.2768
2020-02-22,15.2768
2020-02-23,15.2768
2020-02-24,15.2768
2020-02-25,15.2768
2020-02-26,15.2768
2020-02-27,15.2768
2020-02-28,15.2768
2020-02-29,15.2768
2020-03-01,15.2768
2020-03-02,15.2768
2020-03-03,15.2768
2020-03-04,15.2768
2020-03-05,15.2768
2020-03-06,15.2768
2020-03-07,15.2768
2020-03-08,15.2768
2020-03-09,15.2768
2020-03-10,15.2768
2020-03-11,15.2768
2020-03-12,15.2768
2020-03-13,15.2768
2020-03-14,15.2768
2020-03-15,15.2768
2020-03-16,15.2768
2020-03-17,15.2768
2020-03-18,15.2768
2020-03-19,15.2768
2020-03-20,15.2768
2020-03-21,15.2768
2020-03-22,15.2768
2020-03-23,15.2768
2020-03-24,15.2768
2020-03-25,15.2768
2020-03-26,15.2768
2020-03-27,15.2768
2020-03-28,15.2768
2020-03-29,15.2768
2020-03-30,15.2768
2020-03-31,19.4332
2020-04-01,19.4332
2020-04-02,19.4332
2020-04-03,19.4332
2020-04-04,19.4332
2020-04-05,19.4332
2020-04-06,19.4332
2020-04-07,19.4332
2020-04-08,19.4332
2020-04-09,19.4332
2020-04-10,19.4332
2020-04-11,19.4332
2020-04-12,19.4332
2020-04-13,19.4332
2020-04-14,19.4332
2020-04-15,19.4332
2020-04-16,19.4332
2020-04-17,19.4332
2020-04-18,19.4332
2020-04-19,19.4332
2020-04-20,19.4332
2020-04-21,19.4332
2020-04-22,19.4332
2020-04-23,19.4332
2020-04-24,19.4332
2020-04-25,19.4332
2020-04-26,19.4332
2020-04-27,19.4332
2020-04-28,19.4332
2020-04-29,19.4332
2020-04-30,19.4332
2020-05-01,19.4332
2020-05-02,19.4332
2020-05-03,19.4332
2020-05-04,19.4332
2020-05-05,19.4332
2020-05-06,19.4332
2020-05-07,19.4332
2020-05-08,19.4332
2020-05-09,19.4332
2020-05-10,19.4332
2020-05-11,19.4332
2020-05-12,19.4332
2020-05-13,19.4332
2020-05-14,19.4332
2020-05-15,19.4332
2020-05-16,19.4332
2020-05-17,19.4332
2020-05-18,19.4332
2020-05-19,19.4332
2020-05-20,19.4332
2020-05-21,19.4332
2020-05-22,19.4332
2020-05-23,19.4332
2020-05-24,19.4332
2020-05-25,19.4332
2020-05-26,19.4332
2020-05-27,19.4332
2020-05-28,19.4332
2020-05-29,19.4332
2020-05-30,19.4332
2020-05-31,19.4332
2020-06-01,19.4332
2020-06-02,19.4332
2020-06-03,19.4332
2020-06-04,19.4332
2020-06-05,19.4332
2020-06-06,19.4332
2020-06-07,19.4332
2020-06-08,19.4332
2020-06-09,19.4332
2020-06-10,19.4332
2020-06-11,19.4332
2020-06-12,19.4332
2020-06-13,19.4332
2020-06-14,19.4332
2020-06-15,19.4332
2020-06-16,19.4332
2020-06-17,19.4332
2020-06-18,19.4332
2020-06-19,19.4332
2020-06-20,19.4332
2020-06-21,19.4332
2020-06-22,19.4332
2020-06-23,19.4332
2020-06-24,19.4332
2020-06-25,19.4332
2020-06-26,19.4332
2020-06-27,19.4332
2020-06-28,19.4332
2020-06-29,19.4332
2020-06-30,34.0895
2020-07-01,34.0895
2020-07-02,34.0895
2020-07-03,34.0895
2020-07-04,34.0895
2020-07-05,34.0895
2020-07-06,34.0895
2020-07-07,34.0895
2020-07-08,34.0895
2020-07-09,34.0895
2020-07-10,34.0895
2020-07-11,34.0895
2020-07-12,34.0895
2020-07-13,34.0895
2020-07-14,34.0895
2020-07-15,34.0895
2020-07-16,34.0895
2020-07-17,34.0895
2020-07-18,34.0895
2020-07-19,34.0895
2020-07-20,34.0895
2020-07-21,34.0895
2020-07-22,34.0895
2020-07-23,34.0895
2020-07-24,34.0895
2020-07-25,34.0895
2020-07-26,34.0895
2020-07-27,34.0895
2020-07-28,34.0895
2020-07-29,34.0895
2020-07-30,34.0895
2020-07-31,34.0895
2020-08-01,34.0895
2020-08-02,34.0895
2020-08-03,34.0895
2020-08-04,34.0895
2020-08-05,34.0895
2020-08-06,34.0895
2020-08-07,34.0895
2020-08-08,34.0895
2020-08-09,34.0895
2020-08-10,34.0895
2020-08-11,34.0895
2020-08-12,34.0895
2020-08-13,34.0895
2020-08-14,34.0895
2020-08-15,34.0895
2020-08-16,34.0895
2020-08-17,34.0895
2020-08-18,34.0895
2020-08-19,34.0895
2020-08-20,34.0895
2020-08-21,34.0895
2020-08-22,34.0895
2020-08-23,34.0895
2020-08-24,34.0895
2020-08-25,34.0895
2020-08-26,34.0895
2020-08-27,34.0895
2020-08-28,34.0895
2020-08-29,34.0895
2020-08-30,34.0895
2020-08-31,34.0895
2020-09-01,34.0895
2020-09-02,34.0895
2020-09-03,34.0895
2020-09-04,34.0895
2020-09-05,34.0895
2020-09-06,34.0895
2020-09-07,34.0895
2020-09-08,34.0895
2020-09-09,34.0895
2020-09-10,34.0895
2020-09-11,34.0895
2020-09-12,34.0895
2020-09-13,34.0895
2020-09-14,34.0895
2020-09-15,34.0895
2020-09-16,34.0895
2020-09-17,34.0895
2020-09-18,34.0895
2020-09-19,34.0895
2020-09-20,34.0895
2020-09-21,34.0895
2020-09-22,34.0895
2020-09-23,34.0895
2020-09-24,34.0895
2020-09-25,34.0895
2020-09-26,34.0895
2020-09-27,34.0895
2020-09-28,34.0895
2020-09-29,34.0895
2020-09-30,45.6739
2020-10-01,45.6739
2020-10-02,45.6739
2020-10-03,45.6739
2020-10-04,45.6739
2020-10-05,45.6739
2020-10-06,45.6739
2020-10-07,45.6739
2020-10-08,45.6739
2020-10-09,45.6739
2020-10-10,45.6739
2020-10-11,45.6739
2020-10-12,45.6739
2020-10-13,45.6739
2020-10-14,45.6739
2020-10-15,45.6739
2020-10-16,45.6739
2020-10-17,45.6739
2020-10-18,45.6739
2020-10-19,45.6739
2020-10-20,45.6739
2020-10-21,45.6739
2020-10-22,45.6739
2020-10-23,45.6739
2020-10-24,45.6739
2020-10-25,45.6739
2020-10-26,45.6739
2020-10-27,45.6739
2020-10-28,45.6739
2020-10-29,45.6739
2020-10-30,45.6739
2020-10-31,45.6739
2020-11-01,45.6739
2020-11-02,45.6739
2020-11-03,45.6739
2020-11-04,45.6739
2020-11-05,45.6739
2020-11-06,45.6739
2020-11-07,45.6739
2020-11-08,45.6739
2020-11-09,45.6739
2020-11-10,45.6739
2020-11-11,45.6739
2020-11-12,45.6739
2020-11-13,45.6739
2020-11-14,45.6739
2020-11-15,45.6739
2020-11-16,45.6739
2020-11-17,45.6739
2020-11-18,45.6739
2020-11-19,45.6739
2020-11-20,45.6739
2020-11-21,45.6739
2020-11-22,45.6739
2020-11-23,45.6739
2020-11-24,45.6739
2020-11-25,45.6739
2020-11-26,45.6739
2020-11-27,45.6739
2020-11-28,45.6739
2020-11-29,45.6739
2020-11-30,45.6739
2020-12-01,45.6739
2020-12-02,45.6739
2020-12-03,45.6739
2020-12-04,45.6739
2020-12-05,45.6739
2020-12-06,45.6739
2020-12-07,45.6739
2020-12-08,45.6739
2020-12-09,45.6739
2020-12-10,45.6739
2020-12-11,45.6739
2020-12-12,45.6739
2020-12-13,45.6739
2020-12-14,45.6739
2020-12-15,45.6739
2020-12-16,45.6739
2020-12-17,45.6739
2020-12-18,45.6739
2020-12-19,45.6739
2020-12-20,45.6739
2020-12-21,45.6739
2020-12-22,45.6739
2020-12-23,45.6739
2020-12-24,45.6739
2020-12-25,45.6739
2020-12-26,45.6739
2020-12-27,45.6739
2020-12-28,45.6739
