,K US Equity
2020-04-02,39.3701
2020-04-03,39.3701
2020-04-04,39.3701
2020-04-05,39.3701
2020-04-06,39.3701
2020-04-07,39.3701
2020-04-08,39.3701
2020-04-09,39.3701
2020-04-10,39.3701
2020-04-11,39.3701
2020-04-12,39.3701
2020-04-13,39.3701
2020-04-14,39.3701
2020-04-15,39.3701
2020-04-16,39.3701
2020-04-17,39.3701
2020-04-18,39.3701
2020-04-19,39.3701
2020-04-20,39.3701
2020-04-21,39.3701
2020-04-22,39.3701
2020-04-23,39.3701
2020-04-24,39.3701
2020-04-25,39.3701
2020-04-26,39.3701
2020-04-27,39.3701
2020-04-28,39.3701
2020-04-29,39.3701
2020-04-30,39.3701
2020-05-01,39.3701
2020-05-02,39.3701
2020-05-03,39.3701
2020-05-04,39.3701
2020-05-05,39.3701
2020-05-06,39.3701
2020-05-07,39.3701
2020-05-08,39.3701
2020-05-09,39.3701
2020-05-10,39.3701
2020-05-11,39.3701
2020-05-12,39.3701
2020-05-13,39.3701
2020-05-14,39.3701
2020-05-15,39.3701
2020-05-16,39.3701
2020-05-17,39.3701
2020-05-18,39.3701
2020-05-19,39.3701
2020-05-20,39.3701
2020-05-21,39.3701
2020-05-22,39.3701
2020-05-23,39.3701
2020-05-24,39.3701
2020-05-25,39.3701
2020-05-26,39.3701
2020-05-27,39.3701
2020-05-28,39.3701
2020-05-29,39.3701
2020-05-30,39.3701
2020-05-31,39.3701
2020-06-01,39.3701
2020-06-02,39.3701
2020-06-03,39.3701
2020-06-04,39.3701
2020-06-05,39.3701
2020-06-06,39.3701
2020-06-07,39.3701
2020-06-08,39.3701
2020-06-09,39.3701
2020-06-10,39.3701
2020-06-11,39.3701
2020-06-12,39.3701
2020-06-13,39.3701
2020-06-14,39.3701
2020-06-15,39.3701
2020-06-16,39.3701
2020-06-17,39.3701
2020-06-18,39.3701
2020-06-19,39.3701
2020-06-20,39.3701
2020-06-21,39.3701
2020-06-22,39.3701
2020-06-23,39.3701
2020-06-24,39.3701
2020-06-25,39.3701
2020-06-26,39.3701
2020-06-27,39.4928
2020-06-28,39.4928
2020-06-29,39.4928
2020-06-30,39.4928
2020-07-01,39.4928
2020-07-02,39.4928
2020-07-03,39.4928
2020-07-04,39.4928
2020-07-05,39.4928
2020-07-06,39.4928
2020-07-07,39.4928
2020-07-08,39.4928
2020-07-09,39.4928
2020-07-10,39.4928
2020-07-11,39.4928
2020-07-12,39.4928
2020-07-13,39.4928
2020-07-14,39.4928
2020-07-15,39.4928
2020-07-16,39.4928
2020-07-17,39.4928
2020-07-18,39.4928
2020-07-19,39.4928
2020-07-20,39.4928
2020-07-21,39.4928
2020-07-22,39.4928
2020-07-23,39.4928
2020-07-24,39.4928
2020-07-25,39.4928
2020-07-26,39.4928
2020-07-27,39.4928
2020-07-28,39.4928
2020-07-29,39.4928
2020-07-30,39.4928
2020-07-31,39.4928
2020-08-01,39.4928
2020-08-02,39.4928
2020-08-03,39.4928
2020-08-04,39.4928
2020-08-05,39.4928
2020-08-06,39.4928
2020-08-07,39.4928
2020-08-08,39.4928
2020-08-09,39.4928
2020-08-10,39.4928
2020-08-11,39.4928
2020-08-12,39.4928
2020-08-13,39.4928
2020-08-14,39.4928
2020-08-15,39.4928
2020-08-16,39.4928
2020-08-17,39.4928
2020-08-18,39.4928
2020-08-19,39.4928
2020-08-20,39.4928
2020-08-21,39.4928
2020-08-22,39.4928
2020-08-23,39.4928
2020-08-24,39.4928
2020-08-25,39.4928
2020-08-26,39.4928
2020-08-27,39.4928
2020-08-28,39.4928
2020-08-29,39.4928
2020-08-30,39.4928
2020-08-31,39.4928
2020-09-01,39.4928
2020-09-02,39.4928
2020-09-03,39.4928
2020-09-04,39.4928
2020-09-05,39.4928
2020-09-06,39.4928
2020-09-07,39.4928
2020-09-08,39.4928
2020-09-09,39.4928
2020-09-10,39.4928
2020-09-11,39.4928
2020-09-12,39.4928
2020-09-13,39.4928
2020-09-14,39.4928
2020-09-15,39.4928
2020-09-16,39.4928
2020-09-17,39.4928
2020-09-18,39.4928
2020-09-19,39.4928
2020-09-20,39.4928
2020-09-21,39.4928
2020-09-22,39.4928
2020-09-23,39.4928
2020-09-24,39.4928
2020-09-25,39.4928
2020-09-26,41.2753
2020-09-27,41.2753
2020-09-28,41.2753
2020-09-29,41.2753
2020-09-30,41.2753
2020-10-01,41.2753
2020-10-02,41.2753
2020-10-03,41.2753
2020-10-04,41.2753
2020-10-05,41.2753
2020-10-06,41.2753
2020-10-07,41.2753
2020-10-08,41.2753
2020-10-09,41.2753
2020-10-10,41.2753
2020-10-11,41.2753
2020-10-12,41.2753
2020-10-13,41.2753
2020-10-14,41.2753
2020-10-15,41.2753
2020-10-16,41.2753
2020-10-17,41.2753
2020-10-18,41.2753
2020-10-19,41.2753
2020-10-20,41.2753
2020-10-21,41.2753
2020-10-22,41.2753
2020-10-23,41.2753
2020-10-24,41.2753
2020-10-25,41.2753
2020-10-26,41.2753
2020-10-27,41.2753
2020-10-28,41.2753
2020-10-29,41.2753
2020-10-30,41.2753
2020-10-31,41.2753
2020-11-01,41.2753
2020-11-02,41.2753
2020-11-03,41.2753
2020-11-04,41.2753
2020-11-05,41.2753
2020-11-06,41.2753
2020-11-07,41.2753
2020-11-08,41.2753
2020-11-09,41.2753
2020-11-10,41.2753
2020-11-11,41.2753
2020-11-12,41.2753
2020-11-13,41.2753
2020-11-14,41.2753
2020-11-15,41.2753
2020-11-16,41.2753
2020-11-17,41.2753
2020-11-18,41.2753
2020-11-19,41.2753
2020-11-20,41.2753
2020-11-21,41.2753
2020-11-22,41.2753
2020-11-23,41.2753
2020-11-24,41.2753
2020-11-25,41.2753
2020-11-26,41.2753
2020-11-27,41.2753
2020-11-28,41.2753
2020-11-29,41.2753
2020-11-30,41.2753
2020-12-01,41.2753
2020-12-02,41.2753
2020-12-03,41.2753
2020-12-04,41.2753
2020-12-05,41.2753
2020-12-06,41.2753
2020-12-07,41.2753
2020-12-08,41.2753
2020-12-09,41.2753
2020-12-10,41.2753
2020-12-11,41.2753
2020-12-12,41.2753
2020-12-13,41.2753
2020-12-14,41.2753
2020-12-15,41.2753
2020-12-16,41.2753
2020-12-17,41.2753
2020-12-18,41.2753
2020-12-19,41.2753
2020-12-20,41.2753
2020-12-21,41.2753
2020-12-22,41.2753
2020-12-23,41.2753
2020-12-24,41.2753
2020-12-25,41.2753
2020-12-26,41.2753
2020-12-27,41.2753
2020-12-28,41.2753
2020-12-29,41.2753
2020-12-30,41.2753
2020-12-31,41.2753
2021-01-01,41.2753
2021-01-02,42.7035
2021-01-03,42.7035
2021-01-04,42.7035
2021-01-05,42.7035
2021-01-06,42.7035
2021-01-07,42.7035
2021-01-08,42.7035
2021-01-09,42.7035
2021-01-10,42.7035
2021-01-11,42.7035
2021-01-12,42.7035
2021-01-13,42.7035
2021-01-14,42.7035
2021-01-15,42.7035
2021-01-16,42.7035
2021-01-17,42.7035
2021-01-18,42.7035
2021-01-19,42.7035
2021-01-20,42.7035
2021-01-21,42.7035
2021-01-22,42.7035
2021-01-23,42.7035
2021-01-24,42.7035
2021-01-25,42.7035
2021-01-26,42.7035
2021-01-27,42.7035
2021-01-28,42.7035
2021-01-29,42.7035
2021-01-30,42.7035
2021-01-31,42.7035
2021-02-01,42.7035
2021-02-02,42.7035
2021-02-03,42.7035
2021-02-04,42.7035
2021-02-05,42.7035
2021-02-06,42.7035
2021-02-07,42.7035
2021-02-08,42.7035
2021-02-09,42.7035
2021-02-10,42.7035
2021-02-11,42.7035
2021-02-12,42.7035
2021-02-13,42.7035
2021-02-14,42.7035
2021-02-15,42.7035
2021-02-16,42.7035
2021-02-17,42.7035
2021-02-18,42.7035
2021-02-19,42.7035
2021-02-20,42.7035
2021-02-21,42.7035
2021-02-22,42.7035
2021-02-23,42.7035
2021-02-24,42.7035
2021-02-25,42.7035
2021-02-26,42.7035
2021-02-27,42.7035
2021-02-28,42.7035
2021-03-01,42.7035
2021-03-02,42.7035
2021-03-03,42.7035
2021-03-04,42.7035
2021-03-05,42.7035
2021-03-06,42.7035
2021-03-07,42.7035
2021-03-08,42.7035
2021-03-09,42.7035
2021-03-10,42.7035
2021-03-11,42.7035
2021-03-12,42.7035
2021-03-13,42.7035
2021-03-14,42.7035
2021-03-15,42.7035
2021-03-16,42.7035
2021-03-17,42.7035
2021-03-18,42.7035
2021-03-19,42.7035
2021-03-20,42.7035
2021-03-21,42.7035
2021-03-22,42.7035
2021-03-23,42.7035
2021-03-24,42.7035
2021-03-25,42.7035
2021-03-26,42.7035
2021-03-27,42.7035
2021-03-28,42.7035
2021-03-29,42.7035
2021-03-30,42.7035
2021-03-31,42.7035
2021-04-01,42.7035
2021-04-02,42.7035
2021-04-03,43.7715
2021-04-04,43.7715
2021-04-05,43.7715
2021-04-06,43.7715
2021-04-07,43.7715
2021-04-08,43.7715
2021-04-09,43.7715
2021-04-10,43.7715
2021-04-11,43.7715
2021-04-12,43.7715
2021-04-13,43.7715
2021-04-14,43.7715
2021-04-15,43.7715
2021-04-16,43.7715
2021-04-17,43.7715
2021-04-18,43.7715
2021-04-19,43.7715
2021-04-20,43.7715
2021-04-21,43.7715
2021-04-22,43.7715
2021-04-23,43.7715
2021-04-24,43.7715
2021-04-25,43.7715
2021-04-26,43.7715
2021-04-27,43.7715
2021-04-28,43.7715
2021-04-29,43.7715
2021-04-30,43.7715
2021-05-01,43.7715
2021-05-02,43.7715
2021-05-03,43.7715
2021-05-04,43.7715
2021-05-05,43.7715
2021-05-06,43.7715
2021-05-07,43.7715
2021-05-08,43.7715
2021-05-09,43.7715
2021-05-10,43.7715
2021-05-11,43.7715
2021-05-12,43.7715
2021-05-13,43.7715
2021-05-14,43.7715
2021-05-15,43.7715
2021-05-16,43.7715
2021-05-17,43.7715
2021-05-18,43.7715
2021-05-19,43.7715
2021-05-20,43.7715
2021-05-21,43.7715
2021-05-22,43.7715
2021-05-23,43.7715
2021-05-24,43.7715
2021-05-25,43.7715
2021-05-26,43.7715
2021-05-27,43.7715
2021-05-28,43.7715
2021-05-29,43.7715
2021-05-30,43.7715
2021-05-31,43.7715
2021-06-01,43.7715
2021-06-02,43.7715
2021-06-03,43.7715
2021-06-04,43.7715
2021-06-05,43.7715
2021-06-06,43.7715
2021-06-07,43.7715
2021-06-08,43.7715
2021-06-09,43.7715
2021-06-10,43.7715
2021-06-11,43.7715
2021-06-12,43.7715
2021-06-13,43.7715
2021-06-14,43.7715
2021-06-15,43.7715
2021-06-16,43.7715
2021-06-17,43.7715
2021-06-18,43.7715
2021-06-19,43.7715
2021-06-20,43.7715
2021-06-21,43.7715
2021-06-22,43.7715
2021-06-23,43.7715
2021-06-24,43.7715
2021-06-25,43.7715
2021-06-26,43.7715
2021-06-27,43.7715
2021-06-28,43.7715
2021-06-29,43.7715
2021-06-30,43.7715
2021-07-01,43.7715
2021-07-02,43.7715
2021-07-03,41.7522
2021-07-04,41.7522
2021-07-05,41.7522
2021-07-06,41.7522
2021-07-07,41.7522
2021-07-08,41.7522
2021-07-09,41.7522
2021-07-10,41.7522
2021-07-11,41.7522
2021-07-12,41.7522
2021-07-13,41.7522
2021-07-14,41.7522
2021-07-15,41.7522
2021-07-16,41.7522
2021-07-17,41.7522
2021-07-18,41.7522
2021-07-19,41.7522
2021-07-20,41.7522
2021-07-21,41.7522
2021-07-22,41.7522
2021-07-23,41.7522
2021-07-24,41.7522
2021-07-25,41.7522
2021-07-26,41.7522
2021-07-27,41.7522
2021-07-28,41.7522
2021-07-29,41.7522
2021-07-30,41.7522
2021-07-31,41.7522
2021-08-01,41.7522
2021-08-02,41.7522
2021-08-03,41.7522
2021-08-04,41.7522
2021-08-05,41.7522
2021-08-06,41.7522
2021-08-07,41.7522
2021-08-08,41.7522
2021-08-09,41.7522
2021-08-10,41.7522
2021-08-11,41.7522
2021-08-12,41.7522
2021-08-13,41.7522
2021-08-14,41.7522
2021-08-15,41.7522
2021-08-16,41.7522
2021-08-17,41.7522
2021-08-18,41.7522
2021-08-19,41.7522
2021-08-20,41.7522
2021-08-21,41.7522
2021-08-22,41.7522
2021-08-23,41.7522
2021-08-24,41.7522
2021-08-25,41.7522
2021-08-26,41.7522
2021-08-27,41.7522
2021-08-28,41.7522
2021-08-29,41.7522
2021-08-30,41.7522
2021-08-31,41.7522
2021-09-01,41.7522
2021-09-02,41.7522
2021-09-03,41.7522
2021-09-04,41.7522
2021-09-05,41.7522
2021-09-06,41.7522
2021-09-07,41.7522
2021-09-08,41.7522
2021-09-09,41.7522
2021-09-10,41.7522
2021-09-11,41.7522
2021-09-12,41.7522
2021-09-13,41.7522
2021-09-14,41.7522
2021-09-15,41.7522
2021-09-16,41.7522
2021-09-17,41.7522
2021-09-18,41.7522
2021-09-19,41.7522
2021-09-20,41.7522
2021-09-21,41.7522
2021-09-22,41.7522
2021-09-23,41.7522
2021-09-24,41.7522
2021-09-25,41.7522
2021-09-26,41.7522
2021-09-27,41.7522
2021-09-28,41.7522
2021-09-29,41.7522
2021-09-30,41.7522
2021-10-01,41.7522
2021-10-02,38.6029
2021-10-03,38.6029
2021-10-04,38.6029
2021-10-05,38.6029
2021-10-06,38.6029
2021-10-07,38.6029
2021-10-08,38.6029
2021-10-09,38.6029
2021-10-10,38.6029
2021-10-11,38.6029
2021-10-12,38.6029
2021-10-13,38.6029
2021-10-14,38.6029
2021-10-15,38.6029
2021-10-16,38.6029
2021-10-17,38.6029
2021-10-18,38.6029
2021-10-19,38.6029
2021-10-20,38.6029
2021-10-21,38.6029
2021-10-22,38.6029
2021-10-23,38.6029
2021-10-24,38.6029
2021-10-25,38.6029
2021-10-26,38.6029
2021-10-27,38.6029
2021-10-28,38.6029
2021-10-29,38.6029
2021-10-30,38.6029
2021-10-31,38.6029
2021-11-01,38.6029
2021-11-02,38.6029
2021-11-03,38.6029
2021-11-04,38.6029
2021-11-05,38.6029
2021-11-06,38.6029
2021-11-07,38.6029
2021-11-08,38.6029
2021-11-09,38.6029
2021-11-10,38.6029
2021-11-11,38.6029
2021-11-12,38.6029
2021-11-13,38.6029
2021-11-14,38.6029
2021-11-15,38.6029
2021-11-16,38.6029
2021-11-17,38.6029
2021-11-18,38.6029
2021-11-19,38.6029
2021-11-20,38.6029
2021-11-21,38.6029
2021-11-22,38.6029
2021-11-23,38.6029
2021-11-24,38.6029
2021-11-25,38.6029
2021-11-26,38.6029
2021-11-27,38.6029
2021-11-28,38.6029
2021-11-29,38.6029
2021-11-30,38.6029
2021-12-01,38.6029
2021-12-02,38.6029
2021-12-03,38.6029
2021-12-04,38.6029
2021-12-05,38.6029
2021-12-06,38.6029
2021-12-07,38.6029
2021-12-08,38.6029
2021-12-09,38.6029
2021-12-10,38.6029
2021-12-11,38.6029
2021-12-12,38.6029
2021-12-13,38.6029
2021-12-14,38.6029
2021-12-15,38.6029
2021-12-16,38.6029
2021-12-17,38.6029
2021-12-18,38.6029
2021-12-19,38.6029
2021-12-20,38.6029
2021-12-21,38.6029
2021-12-22,38.6029
2021-12-23,38.6029
2021-12-24,38.6029
2021-12-25,38.6029
2021-12-26,38.6029
2021-12-27,38.6029
2021-12-28,38.6029
2021-12-29,38.6029
2021-12-30,38.6029
2021-12-31,38.6029
2022-01-01,43.5597
2022-01-02,43.5597
2022-01-03,43.5597
2022-01-04,43.5597
2022-01-05,43.5597
2022-01-06,43.5597
2022-01-07,43.5597
2022-01-08,43.5597
2022-01-09,43.5597
2022-01-10,43.5597
2022-01-11,43.5597
2022-01-12,43.5597
2022-01-13,43.5597
2022-01-14,43.5597
2022-01-15,43.5597
2022-01-16,43.5597
2022-01-17,43.5597
2022-01-18,43.5597
2022-01-19,43.5597
2022-01-20,43.5597
2022-01-21,43.5597
2022-01-22,43.5597
2022-01-23,43.5597
2022-01-24,43.5597
2022-01-25,43.5597
2022-01-26,43.5597
2022-01-27,43.5597
2022-01-28,43.5597
2022-01-29,43.5597
2022-01-30,43.5597
2022-01-31,43.5597
2022-02-01,43.5597
2022-02-02,43.5597
2022-02-03,43.5597
2022-02-04,43.5597
2022-02-05,43.5597
2022-02-06,43.5597
2022-02-07,43.5597
2022-02-08,43.5597
2022-02-09,43.5597
2022-02-10,43.5597
2022-02-11,43.5597
2022-02-12,43.5597
2022-02-13,43.5597
2022-02-14,43.5597
2022-02-15,43.5597
2022-02-16,43.5597
2022-02-17,43.5597
2022-02-18,43.5597
2022-02-19,43.5597
2022-02-20,43.5597
2022-02-21,43.5597
2022-02-22,43.5597
2022-02-23,43.5597
2022-02-24,43.5597
2022-02-25,43.5597
2022-02-26,43.5597
2022-02-27,43.5597
2022-02-28,43.5597
2022-03-01,43.5597
2022-03-02,43.5597
2022-03-03,43.5597
2022-03-04,43.5597
2022-03-05,43.5597
2022-03-06,43.5597
2022-03-07,43.5597
2022-03-08,43.5597
2022-03-09,43.5597
2022-03-10,43.5597
2022-03-11,43.5597
2022-03-12,43.5597
2022-03-13,43.5597
2022-03-14,43.5597
2022-03-15,43.5597
2022-03-16,43.5597
2022-03-17,43.5597
2022-03-18,43.5597
2022-03-19,43.5597
2022-03-20,43.5597
2022-03-21,43.5597
2022-03-22,43.5597
2022-03-23,43.5597
2022-03-24,43.5597
2022-03-25,43.5597
2022-03-26,43.5597
2022-03-27,43.5597
2022-03-28,43.5597
2022-03-29,43.5597
2022-03-30,43.5597
2022-03-31,43.5597
2022-04-01,43.5597
2022-04-02,44.4829
2022-04-03,44.4829
2022-04-04,44.4829
2022-04-05,44.4829
2022-04-06,44.4829
2022-04-07,44.4829
2022-04-08,44.4829
2022-04-09,44.4829
2022-04-10,44.4829
2022-04-11,44.4829
2022-04-12,44.4829
2022-04-13,44.4829
2022-04-14,44.4829
2022-04-15,44.4829
2022-04-16,44.4829
2022-04-17,44.4829
2022-04-18,44.4829
2022-04-19,44.4829
2022-04-20,44.4829
2022-04-21,44.4829
2022-04-22,44.4829
2022-04-23,44.4829
2022-04-24,44.4829
2022-04-25,44.4829
2022-04-26,44.4829
2022-04-27,44.4829
2022-04-28,44.4829
2022-04-29,44.4829
2022-04-30,44.4829
2022-05-01,44.4829
2022-05-02,44.4829
2022-05-03,44.4829
2022-05-04,44.4829
2022-05-05,44.4829
2022-05-06,44.4829
2022-05-07,44.4829
2022-05-08,44.4829
2022-05-09,44.4829
2022-05-10,44.4829
2022-05-11,44.4829
2022-05-12,44.4829
2022-05-13,44.4829
2022-05-14,44.4829
2022-05-15,44.4829
2022-05-16,44.4829
2022-05-17,44.4829
2022-05-18,44.4829
2022-05-19,44.4829
2022-05-20,44.4829
2022-05-21,44.4829
2022-05-22,44.4829
2022-05-23,44.4829
2022-05-24,44.4829
2022-05-25,44.4829
2022-05-26,44.4829
2022-05-27,44.4829
2022-05-28,44.4829
2022-05-29,44.4829
2022-05-30,44.4829
2022-05-31,44.4829
2022-06-01,44.4829
2022-06-02,44.4829
2022-06-03,44.4829
2022-06-04,44.4829
2022-06-05,44.4829
2022-06-06,44.4829
2022-06-07,44.4829
2022-06-08,44.4829
2022-06-09,44.4829
2022-06-10,44.4829
2022-06-11,44.4829
2022-06-12,44.4829
2022-06-13,44.4829
2022-06-14,44.4829
2022-06-15,44.4829
2022-06-16,44.4829
2022-06-17,44.4829
2022-06-18,44.4829
2022-06-19,44.4829
2022-06-20,44.4829
2022-06-21,44.4829
2022-06-22,44.4829
2022-06-23,44.4829
2022-06-24,44.4829
2022-06-25,44.4829
2022-06-26,44.4829
2022-06-27,44.4829
2022-06-28,44.4829
2022-06-29,44.4829
2022-06-30,44.4829
2022-07-01,44.4829
2022-07-02,39.9785
2022-07-03,39.9785
2022-07-04,39.9785
2022-07-05,39.9785
2022-07-06,39.9785
2022-07-07,39.9785
2022-07-08,39.9785
2022-07-09,39.9785
2022-07-10,39.9785
2022-07-11,39.9785
2022-07-12,39.9785
2022-07-13,39.9785
2022-07-14,39.9785
2022-07-15,39.9785
2022-07-16,39.9785
2022-07-17,39.9785
2022-07-18,39.9785
2022-07-19,39.9785
2022-07-20,39.9785
2022-07-21,39.9785
2022-07-22,39.9785
2022-07-23,39.9785
2022-07-24,39.9785
2022-07-25,39.9785
2022-07-26,39.9785
2022-07-27,39.9785
2022-07-28,39.9785
2022-07-29,39.9785
2022-07-30,39.9785
2022-07-31,39.9785
2022-08-01,39.9785
2022-08-02,39.9785
2022-08-03,39.9785
2022-08-04,39.9785
2022-08-05,39.9785
2022-08-06,39.9785
2022-08-07,39.9785
2022-08-08,39.9785
2022-08-09,39.9785
2022-08-10,39.9785
2022-08-11,39.9785
2022-08-12,39.9785
2022-08-13,39.9785
2022-08-14,39.9785
2022-08-15,39.9785
2022-08-16,39.9785
2022-08-17,39.9785
2022-08-18,39.9785
2022-08-19,39.9785
2022-08-20,39.9785
2022-08-21,39.9785
2022-08-22,39.9785
2022-08-23,39.9785
2022-08-24,39.9785
2022-08-25,39.9785
2022-08-26,39.9785
2022-08-27,39.9785
2022-08-28,39.9785
2022-08-29,39.9785
2022-08-30,39.9785
2022-08-31,39.9785
2022-09-01,39.9785
2022-09-02,39.9785
2022-09-03,39.9785
2022-09-04,39.9785
2022-09-05,39.9785
2022-09-06,39.9785
2022-09-07,39.9785
2022-09-08,39.9785
2022-09-09,39.9785
2022-09-10,39.9785
2022-09-11,39.9785
2022-09-12,39.9785
2022-09-13,39.9785
2022-09-14,39.9785
2022-09-15,39.9785
2022-09-16,39.9785
2022-09-17,39.9785
2022-09-18,39.9785
2022-09-19,39.9785
2022-09-20,39.9785
2022-09-21,39.9785
2022-09-22,39.9785
2022-09-23,39.9785
2022-09-24,39.9785
2022-09-25,39.9785
2022-09-26,39.9785
2022-09-27,39.9785
2022-09-28,39.9785
2022-09-29,39.9785
2022-09-30,39.9785
2022-10-01,38.3932
2022-10-02,38.3932
2022-10-03,38.3932
2022-10-04,38.3932
2022-10-05,38.3932
2022-10-06,38.3932
2022-10-07,38.3932
2022-10-08,38.3932
2022-10-09,38.3932
2022-10-10,38.3932
2022-10-11,38.3932
2022-10-12,38.3932
2022-10-13,38.3932
2022-10-14,38.3932
2022-10-15,38.3932
2022-10-16,38.3932
2022-10-17,38.3932
2022-10-18,38.3932
2022-10-19,38.3932
2022-10-20,38.3932
2022-10-21,38.3932
2022-10-22,38.3932
2022-10-23,38.3932
2022-10-24,38.3932
2022-10-25,38.3932
2022-10-26,38.3932
2022-10-27,38.3932
2022-10-28,38.3932
2022-10-29,38.3932
2022-10-30,38.3932
2022-10-31,38.3932
2022-11-01,38.3932
2022-11-02,38.3932
2022-11-03,38.3932
2022-11-04,38.3932
2022-11-05,38.3932
2022-11-06,38.3932
2022-11-07,38.3932
2022-11-08,38.3932
2022-11-09,38.3932
2022-11-10,38.3932
2022-11-11,38.3932
2022-11-12,38.3932
2022-11-13,38.3932
2022-11-14,38.3932
2022-11-15,38.3932
2022-11-16,38.3932
2022-11-17,38.3932
2022-11-18,38.3932
2022-11-19,38.3932
2022-11-20,38.3932
2022-11-21,38.3932
2022-11-22,38.3932
2022-11-23,38.3932
2022-11-24,38.3932
2022-11-25,38.3932
2022-11-26,38.3932
2022-11-27,38.3932
2022-11-28,38.3932
2022-11-29,38.3932
2022-11-30,38.3932
2022-12-01,38.3932
2022-12-02,38.3932
2022-12-03,38.3932
2022-12-04,38.3932
2022-12-05,38.3932
2022-12-06,38.3932
2022-12-07,38.3932
2022-12-08,38.3932
2022-12-09,38.3932
2022-12-10,38.3932
2022-12-11,38.3932
2022-12-12,38.3932
2022-12-13,38.3932
2022-12-14,38.3932
2022-12-15,38.3932
2022-12-16,38.3932
2022-12-17,38.3932
2022-12-18,38.3932
2022-12-19,38.3932
2022-12-20,38.3932
2022-12-21,38.3932
2022-12-22,38.3932
2022-12-23,38.3932
2022-12-24,38.3932
2022-12-25,38.3932
2022-12-26,38.3932
2022-12-27,38.3932
2022-12-28,38.3932
2022-12-29,38.3932
2022-12-30,38.3932
2022-12-31,25.0359
2023-01-01,25.0359
2023-01-02,25.0359
2023-01-03,25.0359
2023-01-04,25.0359
2023-01-05,25.0359
2023-01-06,25.0359
2023-01-07,25.0359
2023-01-08,25.0359
2023-01-09,25.0359
2023-01-10,25.0359
2023-01-11,25.0359
2023-01-12,25.0359
2023-01-13,25.0359
2023-01-14,25.0359
2023-01-15,25.0359
2023-01-16,25.0359
2023-01-17,25.0359
2023-01-18,25.0359
2023-01-19,25.0359
2023-01-20,25.0359
2023-01-21,25.0359
2023-01-22,25.0359
2023-01-23,25.0359
2023-01-24,25.0359
2023-01-25,25.0359
2023-01-26,25.0359
2023-01-27,25.0359
2023-01-28,25.0359
2023-01-29,25.0359
2023-01-30,25.0359
2023-01-31,25.0359
2023-02-01,25.0359
2023-02-02,25.0359
2023-02-03,25.0359
2023-02-04,25.0359
2023-02-05,25.0359
2023-02-06,25.0359
2023-02-07,25.0359
2023-02-08,25.0359
2023-02-09,25.0359
2023-02-10,25.0359
2023-02-11,25.0359
2023-02-12,25.0359
2023-02-13,25.0359
2023-02-14,25.0359
2023-02-15,25.0359
2023-02-16,25.0359
2023-02-17,25.0359
2023-02-18,25.0359
2023-02-19,25.0359
2023-02-20,25.0359
2023-02-21,25.0359
2023-02-22,25.0359
2023-02-23,25.0359
2023-02-24,25.0359
2023-02-25,25.0359
2023-02-26,25.0359
2023-02-27,25.0359
2023-02-28,25.0359
2023-03-01,25.0359
2023-03-02,25.0359
2023-03-03,25.0359
2023-03-04,25.0359
2023-03-05,25.0359
2023-03-06,25.0359
2023-03-07,25.0359
2023-03-08,25.0359
2023-03-09,25.0359
