,BBY US Equity
2020-07-09,42.4305
2020-07-10,42.4305
2020-07-11,42.4305
2020-07-12,42.4305
2020-07-13,42.4305
2020-07-14,42.4305
2020-07-15,42.4305
2020-07-16,42.4305
2020-07-17,42.4305
2020-07-18,42.4305
2020-07-19,42.4305
2020-07-20,42.4305
2020-07-21,42.4305
2020-07-22,42.4305
2020-07-23,42.4305
2020-07-24,42.4305
2020-07-25,42.4305
2020-07-26,42.4305
2020-07-27,42.4305
2020-07-28,42.4305
2020-07-29,42.4305
2020-07-30,42.4305
2020-07-31,42.4305
2020-08-01,46.1277
2020-08-02,46.1277
2020-08-03,46.1277
2020-08-04,46.1277
2020-08-05,46.1277
2020-08-06,46.1277
2020-08-07,46.1277
2020-08-08,46.1277
2020-08-09,46.1277
2020-08-10,46.1277
2020-08-11,46.1277
2020-08-12,46.1277
2020-08-13,46.1277
2020-08-14,46.1277
2020-08-15,46.1277
2020-08-16,46.1277
2020-08-17,46.1277
2020-08-18,46.1277
2020-08-19,46.1277
2020-08-20,46.1277
2020-08-21,46.1277
2020-08-22,46.1277
2020-08-23,46.1277
2020-08-24,46.1277
2020-08-25,46.1277
2020-08-26,46.1277
2020-08-27,46.1277
2020-08-28,46.1277
2020-08-29,46.1277
2020-08-30,46.1277
2020-08-31,46.1277
2020-09-01,46.1277
2020-09-02,46.1277
2020-09-03,46.1277
2020-09-04,46.1277
2020-09-05,46.1277
2020-09-06,46.1277
2020-09-07,46.1277
2020-09-08,46.1277
2020-09-09,46.1277
2020-09-10,46.1277
2020-09-11,46.1277
2020-09-12,46.1277
2020-09-13,46.1277
2020-09-14,46.1277
2020-09-15,46.1277
2020-09-16,46.1277
2020-09-17,46.1277
2020-09-18,46.1277
2020-09-19,46.1277
2020-09-20,46.1277
2020-09-21,46.1277
2020-09-22,46.1277
2020-09-23,46.1277
2020-09-24,46.1277
2020-09-25,46.1277
2020-09-26,46.1277
2020-09-27,46.1277
2020-09-28,46.1277
2020-09-29,46.1277
2020-09-30,46.1277
2020-10-01,46.1277
2020-10-02,46.1277
2020-10-03,46.1277
2020-10-04,46.1277
2020-10-05,46.1277
2020-10-06,46.1277
2020-10-07,46.1277
2020-10-08,46.1277
2020-10-09,46.1277
2020-10-10,46.1277
2020-10-11,46.1277
2020-10-12,46.1277
2020-10-13,46.1277
2020-10-14,46.1277
2020-10-15,46.1277
2020-10-16,46.1277
2020-10-17,46.1277
2020-10-18,46.1277
2020-10-19,46.1277
2020-10-20,46.1277
2020-10-21,46.1277
2020-10-22,46.1277
2020-10-23,46.1277
2020-10-24,46.1277
2020-10-25,46.1277
2020-10-26,46.1277
2020-10-27,46.1277
2020-10-28,46.1277
2020-10-29,46.1277
2020-10-30,46.1277
2020-10-31,47.899
2020-11-01,47.899
2020-11-02,47.899
2020-11-03,47.899
2020-11-04,47.899
2020-11-05,47.899
2020-11-06,47.899
2020-11-07,47.899
2020-11-08,47.899
2020-11-09,47.899
2020-11-10,47.899
2020-11-11,47.899
2020-11-12,47.899
2020-11-13,47.899
2020-11-14,47.899
2020-11-15,47.899
2020-11-16,47.899
2020-11-17,47.899
2020-11-18,47.899
2020-11-19,47.899
2020-11-20,47.899
2020-11-21,47.899
2020-11-22,47.899
2020-11-23,47.899
2020-11-24,47.899
2020-11-25,47.899
2020-11-26,47.899
2020-11-27,47.899
2020-11-28,47.899
2020-11-29,47.899
2020-11-30,47.899
2020-12-01,47.899
2020-12-02,47.899
2020-12-03,47.899
2020-12-04,47.899
2020-12-05,47.899
2020-12-06,47.899
2020-12-07,47.899
2020-12-08,47.899
2020-12-09,47.899
2020-12-10,47.899
2020-12-11,47.899
2020-12-12,47.899
2020-12-13,47.899
2020-12-14,47.899
2020-12-15,47.899
2020-12-16,47.899
2020-12-17,47.899
2020-12-18,47.899
2020-12-19,47.899
2020-12-20,47.899
2020-12-21,47.899
2020-12-22,47.899
2020-12-23,47.899
2020-12-24,47.899
2020-12-25,47.899
2020-12-26,47.899
2020-12-27,47.899
2020-12-28,47.899
2020-12-29,47.899
2020-12-30,47.899
2020-12-31,47.899
2021-01-01,47.899
2021-01-02,47.899
2021-01-03,47.899
2021-01-04,47.899
2021-01-05,47.899
2021-01-06,47.899
2021-01-07,47.899
2021-01-08,47.899
2021-01-09,47.899
2021-01-10,47.899
2021-01-11,47.899
2021-01-12,47.899
2021-01-13,47.899
2021-01-14,47.899
2021-01-15,47.899
2021-01-16,47.899
2021-01-17,47.899
2021-01-18,47.899
2021-01-19,47.899
2021-01-20,47.899
2021-01-21,47.899
2021-01-22,47.899
2021-01-23,47.899
2021-01-24,47.899
2021-01-25,47.899
2021-01-26,47.899
2021-01-27,47.899
2021-01-28,47.899
2021-01-29,47.899
2021-01-30,44.5822
2021-01-31,44.5822
2021-02-01,44.5822
2021-02-02,44.5822
2021-02-03,44.5822
2021-02-04,44.5822
2021-02-05,44.5822
2021-02-06,44.5822
2021-02-07,44.5822
2021-02-08,44.5822
2021-02-09,44.5822
2021-02-10,44.5822
2021-02-11,44.5822
2021-02-12,44.5822
2021-02-13,44.5822
2021-02-14,44.5822
2021-02-15,44.5822
2021-02-16,44.5822
2021-02-17,44.5822
2021-02-18,44.5822
2021-02-19,44.5822
2021-02-20,44.5822
2021-02-21,44.5822
2021-02-22,44.5822
2021-02-23,44.5822
2021-02-24,44.5822
2021-02-25,44.5822
2021-02-26,44.5822
2021-02-27,44.5822
2021-02-28,44.5822
2021-03-01,44.5822
2021-03-02,44.5822
2021-03-03,44.5822
2021-03-04,44.5822
2021-03-05,44.5822
2021-03-06,44.5822
2021-03-07,44.5822
2021-03-08,44.5822
2021-03-09,44.5822
2021-03-10,44.5822
2021-03-11,44.5822
2021-03-12,44.5822
2021-03-13,44.5822
2021-03-14,44.5822
2021-03-15,44.5822
2021-03-16,44.5822
2021-03-17,44.5822
2021-03-18,44.5822
2021-03-19,44.5822
2021-03-20,44.5822
2021-03-21,44.5822
2021-03-22,44.5822
2021-03-23,44.5822
2021-03-24,44.5822
2021-03-25,44.5822
2021-03-26,44.5822
2021-03-27,44.5822
2021-03-28,44.5822
2021-03-29,44.5822
2021-03-30,44.5822
2021-03-31,44.5822
2021-04-01,44.5822
2021-04-02,44.5822
2021-04-03,44.5822
2021-04-04,44.5822
2021-04-05,44.5822
2021-04-06,44.5822
2021-04-07,44.5822
2021-04-08,44.5822
2021-04-09,44.5822
2021-04-10,44.5822
2021-04-11,44.5822
2021-04-12,44.5822
2021-04-13,44.5822
2021-04-14,44.5822
2021-04-15,44.5822
2021-04-16,44.5822
2021-04-17,44.5822
2021-04-18,44.5822
2021-04-19,44.5822
2021-04-20,44.5822
2021-04-21,44.5822
2021-04-22,44.5822
2021-04-23,44.5822
2021-04-24,44.5822
2021-04-25,44.5822
2021-04-26,44.5822
2021-04-27,44.5822
2021-04-28,44.5822
2021-04-29,44.5822
2021-04-30,44.5822
2021-05-01,59.0381
2021-05-02,59.0381
2021-05-03,59.0381
2021-05-04,59.0381
2021-05-05,59.0381
2021-05-06,59.0381
2021-05-07,59.0381
2021-05-08,59.0381
2021-05-09,59.0381
2021-05-10,59.0381
2021-05-11,59.0381
2021-05-12,59.0381
2021-05-13,59.0381
2021-05-14,59.0381
2021-05-15,59.0381
2021-05-16,59.0381
2021-05-17,59.0381
2021-05-18,59.0381
2021-05-19,59.0381
2021-05-20,59.0381
2021-05-21,59.0381
2021-05-22,59.0381
2021-05-23,59.0381
2021-05-24,59.0381
2021-05-25,59.0381
2021-05-26,59.0381
2021-05-27,59.0381
2021-05-28,59.0381
2021-05-29,59.0381
2021-05-30,59.0381
2021-05-31,59.0381
2021-06-01,59.0381
2021-06-02,59.0381
2021-06-03,59.0381
2021-06-04,59.0381
2021-06-05,59.0381
2021-06-06,59.0381
2021-06-07,59.0381
2021-06-08,59.0381
2021-06-09,59.0381
2021-06-10,59.0381
2021-06-11,59.0381
2021-06-12,59.0381
2021-06-13,59.0381
2021-06-14,59.0381
2021-06-15,59.0381
2021-06-16,59.0381
2021-06-17,59.0381
2021-06-18,59.0381
2021-06-19,59.0381
2021-06-20,59.0381
2021-06-21,59.0381
2021-06-22,59.0381
2021-06-23,59.0381
2021-06-24,59.0381
2021-06-25,59.0381
2021-06-26,59.0381
2021-06-27,59.0381
2021-06-28,59.0381
2021-06-29,59.0381
2021-06-30,59.0381
2021-07-01,59.0381
2021-07-02,59.0381
2021-07-03,59.0381
2021-07-04,59.0381
2021-07-05,59.0381
2021-07-06,59.0381
2021-07-07,59.0381
2021-07-08,59.0381
2021-07-09,59.0381
2021-07-10,59.0381
2021-07-11,59.0381
2021-07-12,59.0381
2021-07-13,59.0381
2021-07-14,59.0381
2021-07-15,59.0381
2021-07-16,59.0381
2021-07-17,59.0381
2021-07-18,59.0381
2021-07-19,59.0381
2021-07-20,59.0381
2021-07-21,59.0381
2021-07-22,59.0381
2021-07-23,59.0381
2021-07-24,59.0381
2021-07-25,59.0381
2021-07-26,59.0381
2021-07-27,59.0381
2021-07-28,59.0381
2021-07-29,59.0381
2021-07-30,59.0381
2021-07-31,62.5169
2021-08-01,62.5169
2021-08-02,62.5169
2021-08-03,62.5169
2021-08-04,62.5169
2021-08-05,62.5169
2021-08-06,62.5169
2021-08-07,62.5169
2021-08-08,62.5169
2021-08-09,62.5169
2021-08-10,62.5169
2021-08-11,62.5169
2021-08-12,62.5169
2021-08-13,62.5169
2021-08-14,62.5169
2021-08-15,62.5169
2021-08-16,62.5169
2021-08-17,62.5169
2021-08-18,62.5169
2021-08-19,62.5169
2021-08-20,62.5169
2021-08-21,62.5169
2021-08-22,62.5169
2021-08-23,62.5169
2021-08-24,62.5169
2021-08-25,62.5169
2021-08-26,62.5169
2021-08-27,62.5169
2021-08-28,62.5169
2021-08-29,62.5169
2021-08-30,62.5169
2021-08-31,62.5169
2021-09-01,62.5169
2021-09-02,62.5169
2021-09-03,62.5169
2021-09-04,62.5169
2021-09-05,62.5169
2021-09-06,62.5169
2021-09-07,62.5169
2021-09-08,62.5169
2021-09-09,62.5169
2021-09-10,62.5169
2021-09-11,62.5169
2021-09-12,62.5169
2021-09-13,62.5169
2021-09-14,62.5169
2021-09-15,62.5169
2021-09-16,62.5169
2021-09-17,62.5169
2021-09-18,62.5169
2021-09-19,62.5169
2021-09-20,62.5169
2021-09-21,62.5169
2021-09-22,62.5169
2021-09-23,62.5169
2021-09-24,62.5169
2021-09-25,62.5169
2021-09-26,62.5169
2021-09-27,62.5169
2021-09-28,62.5169
2021-09-29,62.5169
2021-09-30,62.5169
2021-10-01,62.5169
2021-10-02,62.5169
2021-10-03,62.5169
2021-10-04,62.5169
2021-10-05,62.5169
2021-10-06,62.5169
2021-10-07,62.5169
2021-10-08,62.5169
2021-10-09,62.5169
2021-10-10,62.5169
2021-10-11,62.5169
2021-10-12,62.5169
2021-10-13,62.5169
2021-10-14,62.5169
2021-10-15,62.5169
2021-10-16,62.5169
2021-10-17,62.5169
2021-10-18,62.5169
2021-10-19,62.5169
2021-10-20,62.5169
2021-10-21,62.5169
2021-10-22,62.5169
2021-10-23,62.5169
2021-10-24,62.5169
2021-10-25,62.5169
2021-10-26,62.5169
2021-10-27,62.5169
2021-10-28,62.5169
2021-10-29,62.5169
2021-10-30,63.2233
2021-10-31,63.2233
2021-11-01,63.2233
2021-11-02,63.2233
2021-11-03,63.2233
2021-11-04,63.2233
2021-11-05,63.2233
2021-11-06,63.2233
2021-11-07,63.2233
2021-11-08,63.2233
2021-11-09,63.2233
2021-11-10,63.2233
2021-11-11,63.2233
2021-11-12,63.2233
2021-11-13,63.2233
2021-11-14,63.2233
2021-11-15,63.2233
2021-11-16,63.2233
2021-11-17,63.2233
2021-11-18,63.2233
2021-11-19,63.2233
2021-11-20,63.2233
2021-11-21,63.2233
2021-11-22,63.2233
2021-11-23,63.2233
2021-11-24,63.2233
2021-11-25,63.2233
2021-11-26,63.2233
2021-11-27,63.2233
2021-11-28,63.2233
2021-11-29,63.2233
2021-11-30,63.2233
2021-12-01,63.2233
2021-12-02,63.2233
2021-12-03,63.2233
2021-12-04,63.2233
2021-12-05,63.2233
2021-12-06,63.2233
2021-12-07,63.2233
2021-12-08,63.2233
2021-12-09,63.2233
2021-12-10,63.2233
2021-12-11,63.2233
2021-12-12,63.2233
2021-12-13,63.2233
2021-12-14,63.2233
2021-12-15,63.2233
2021-12-16,63.2233
2021-12-17,63.2233
2021-12-18,63.2233
2021-12-19,63.2233
2021-12-20,63.2233
2021-12-21,63.2233
2021-12-22,63.2233
2021-12-23,63.2233
2021-12-24,63.2233
2021-12-25,63.2233
2021-12-26,63.2233
2021-12-27,63.2233
2021-12-28,63.2233
2021-12-29,63.2233
2021-12-30,63.2233
2021-12-31,63.2233
2022-01-01,63.2233
2022-01-02,63.2233
2022-01-03,63.2233
2022-01-04,63.2233
2022-01-05,63.2233
2022-01-06,63.2233
2022-01-07,63.2233
2022-01-08,63.2233
2022-01-09,63.2233
2022-01-10,63.2233
2022-01-11,63.2233
2022-01-12,63.2233
2022-01-13,63.2233
2022-01-14,63.2233
2022-01-15,63.2233
2022-01-16,63.2233
2022-01-17,63.2233
2022-01-18,63.2233
2022-01-19,63.2233
2022-01-20,63.2233
2022-01-21,63.2233
2022-01-22,63.2233
2022-01-23,63.2233
2022-01-24,63.2233
2022-01-25,63.2233
2022-01-26,63.2233
2022-01-27,63.2233
2022-01-28,63.2233
2022-01-29,64.5195
2022-01-30,64.5195
2022-01-31,64.5195
2022-02-01,64.5195
2022-02-02,64.5195
2022-02-03,64.5195
2022-02-04,64.5195
2022-02-05,64.5195
2022-02-06,64.5195
2022-02-07,64.5195
2022-02-08,64.5195
2022-02-09,64.5195
2022-02-10,64.5195
2022-02-11,64.5195
2022-02-12,64.5195
2022-02-13,64.5195
2022-02-14,64.5195
2022-02-15,64.5195
2022-02-16,64.5195
2022-02-17,64.5195
2022-02-18,64.5195
2022-02-19,64.5195
2022-02-20,64.5195
2022-02-21,64.5195
2022-02-22,64.5195
2022-02-23,64.5195
2022-02-24,64.5195
2022-02-25,64.5195
2022-02-26,64.5195
2022-02-27,64.5195
2022-02-28,64.5195
2022-03-01,64.5195
2022-03-02,64.5195
2022-03-03,64.5195
2022-03-04,64.5195
2022-03-05,64.5195
2022-03-06,64.5195
2022-03-07,64.5195
2022-03-08,64.5195
2022-03-09,64.5195
2022-03-10,64.5195
2022-03-11,64.5195
2022-03-12,64.5195
2022-03-13,64.5195
2022-03-14,64.5195
2022-03-15,64.5195
2022-03-16,64.5195
2022-03-17,64.5195
2022-03-18,64.5195
2022-03-19,64.5195
2022-03-20,64.5195
2022-03-21,64.5195
2022-03-22,64.5195
2022-03-23,64.5195
2022-03-24,64.5195
2022-03-25,64.5195
2022-03-26,64.5195
2022-03-27,64.5195
2022-03-28,64.5195
2022-03-29,64.5195
2022-03-30,64.5195
2022-03-31,64.5195
2022-04-01,64.5195
2022-04-02,64.5195
2022-04-03,64.5195
2022-04-04,64.5195
2022-04-05,64.5195
2022-04-06,64.5195
2022-04-07,64.5195
2022-04-08,64.5195
2022-04-09,64.5195
2022-04-10,64.5195
2022-04-11,64.5195
2022-04-12,64.5195
2022-04-13,64.5195
2022-04-14,64.5195
2022-04-15,64.5195
2022-04-16,64.5195
2022-04-17,64.5195
2022-04-18,64.5195
2022-04-19,64.5195
2022-04-20,64.5195
2022-04-21,64.5195
2022-04-22,64.5195
2022-04-23,64.5195
2022-04-24,64.5195
2022-04-25,64.5195
2022-04-26,64.5195
2022-04-27,64.5195
2022-04-28,64.5195
2022-04-29,64.5195
2022-04-30,63.5379
2022-05-01,63.5379
2022-05-02,63.5379
2022-05-03,63.5379
2022-05-04,63.5379
2022-05-05,63.5379
2022-05-06,63.5379
2022-05-07,63.5379
2022-05-08,63.5379
2022-05-09,63.5379
2022-05-10,63.5379
2022-05-11,63.5379
2022-05-12,63.5379
2022-05-13,63.5379
2022-05-14,63.5379
2022-05-15,63.5379
2022-05-16,63.5379
2022-05-17,63.5379
2022-05-18,63.5379
2022-05-19,63.5379
2022-05-20,63.5379
2022-05-21,63.5379
2022-05-22,63.5379
2022-05-23,63.5379
2022-05-24,63.5379
2022-05-25,63.5379
2022-05-26,63.5379
2022-05-27,63.5379
2022-05-28,63.5379
2022-05-29,63.5379
2022-05-30,63.5379
2022-05-31,63.5379
2022-06-01,63.5379
2022-06-02,63.5379
2022-06-03,63.5379
2022-06-04,63.5379
2022-06-05,63.5379
2022-06-06,63.5379
2022-06-07,63.5379
2022-06-08,63.5379
2022-06-09,63.5379
2022-06-10,63.5379
2022-06-11,63.5379
2022-06-12,63.5379
2022-06-13,63.5379
2022-06-14,63.5379
2022-06-15,63.5379
2022-06-16,63.5379
2022-06-17,63.5379
2022-06-18,63.5379
2022-06-19,63.5379
2022-06-20,63.5379
2022-06-21,63.5379
2022-06-22,63.5379
2022-06-23,63.5379
2022-06-24,63.5379
2022-06-25,63.5379
2022-06-26,63.5379
2022-06-27,63.5379
2022-06-28,63.5379
2022-06-29,63.5379
2022-06-30,63.5379
2022-07-01,63.5379
2022-07-02,63.5379
2022-07-03,63.5379
2022-07-04,63.5379
2022-07-05,63.5379
2022-07-06,63.5379
2022-07-07,63.5379
2022-07-08,63.5379
2022-07-09,63.5379
2022-07-10,63.5379
2022-07-11,63.5379
2022-07-12,63.5379
2022-07-13,63.5379
2022-07-14,63.5379
2022-07-15,63.5379
2022-07-16,63.5379
2022-07-17,63.5379
2022-07-18,63.5379
2022-07-19,63.5379
2022-07-20,63.5379
2022-07-21,63.5379
2022-07-22,63.5379
2022-07-23,63.5379
2022-07-24,63.5379
2022-07-25,63.5379
2022-07-26,63.5379
2022-07-27,63.5379
2022-07-28,63.5379
2022-07-29,63.5379
2022-07-30,49.0383
2022-07-31,49.0383
2022-08-01,49.0383
2022-08-02,49.0383
2022-08-03,49.0383
2022-08-04,49.0383
2022-08-05,49.0383
2022-08-06,49.0383
2022-08-07,49.0383
2022-08-08,49.0383
2022-08-09,49.0383
2022-08-10,49.0383
2022-08-11,49.0383
2022-08-12,49.0383
2022-08-13,49.0383
2022-08-14,49.0383
2022-08-15,49.0383
2022-08-16,49.0383
2022-08-17,49.0383
2022-08-18,49.0383
2022-08-19,49.0383
2022-08-20,49.0383
2022-08-21,49.0383
2022-08-22,49.0383
2022-08-23,49.0383
2022-08-24,49.0383
2022-08-25,49.0383
2022-08-26,49.0383
2022-08-27,49.0383
2022-08-28,49.0383
2022-08-29,49.0383
2022-08-30,49.0383
2022-08-31,49.0383
2022-09-01,49.0383
2022-09-02,49.0383
2022-09-03,49.0383
2022-09-04,49.0383
2022-09-05,49.0383
2022-09-06,49.0383
2022-09-07,49.0383
2022-09-08,49.0383
2022-09-09,49.0383
2022-09-10,49.0383
2022-09-11,49.0383
2022-09-12,49.0383
2022-09-13,49.0383
2022-09-14,49.0383
2022-09-15,49.0383
2022-09-16,49.0383
2022-09-17,49.0383
2022-09-18,49.0383
2022-09-19,49.0383
2022-09-20,49.0383
2022-09-21,49.0383
2022-09-22,49.0383
2022-09-23,49.0383
2022-09-24,49.0383
2022-09-25,49.0383
2022-09-26,49.0383
2022-09-27,49.0383
2022-09-28,49.0383
2022-09-29,49.0383
2022-09-30,49.0383
2022-10-01,49.0383
2022-10-02,49.0383
2022-10-03,49.0383
2022-10-04,49.0383
2022-10-05,49.0383
2022-10-06,49.0383
2022-10-07,49.0383
2022-10-08,49.0383
2022-10-09,49.0383
2022-10-10,49.0383
2022-10-11,49.0383
2022-10-12,49.0383
2022-10-13,49.0383
2022-10-14,49.0383
2022-10-15,49.0383
2022-10-16,49.0383
2022-10-17,49.0383
2022-10-18,49.0383
2022-10-19,49.0383
2022-10-20,49.0383
2022-10-21,49.0383
2022-10-22,49.0383
2022-10-23,49.0383
2022-10-24,49.0383
2022-10-25,49.0383
2022-10-26,49.0383
2022-10-27,49.0383
2022-10-28,49.0383
2022-10-29,42.6351
2022-10-30,42.6351
2022-10-31,42.6351
2022-11-01,42.6351
2022-11-02,42.6351
2022-11-03,42.6351
2022-11-04,42.6351
2022-11-05,42.6351
2022-11-06,42.6351
2022-11-07,42.6351
2022-11-08,42.6351
2022-11-09,42.6351
2022-11-10,42.6351
2022-11-11,42.6351
2022-11-12,42.6351
2022-11-13,42.6351
2022-11-14,42.6351
2022-11-15,42.6351
2022-11-16,42.6351
2022-11-17,42.6351
2022-11-18,42.6351
2022-11-19,42.6351
2022-11-20,42.6351
2022-11-21,42.6351
2022-11-22,42.6351
2022-11-23,42.6351
2022-11-24,42.6351
2022-11-25,42.6351
2022-11-26,42.6351
2022-11-27,42.6351
2022-11-28,42.6351
2022-11-29,42.6351
2022-11-30,42.6351
2022-12-01,42.6351
2022-12-02,42.6351
2022-12-03,42.6351
2022-12-04,42.6351
2022-12-05,42.6351
2022-12-06,42.6351
2022-12-07,42.6351
2022-12-08,42.6351
2022-12-09,42.6351
2022-12-10,42.6351
2022-12-11,42.6351
2022-12-12,42.6351
2022-12-13,42.6351
2022-12-14,42.6351
2022-12-15,42.6351
2022-12-16,42.6351
2022-12-17,42.6351
2022-12-18,42.6351
2022-12-19,42.6351
2022-12-20,42.6351
2022-12-21,42.6351
2022-12-22,42.6351
2022-12-23,42.6351
2022-12-24,42.6351
2022-12-25,42.6351
2022-12-26,42.6351
2022-12-27,42.6351
2022-12-28,42.6351
2022-12-29,42.6351
2022-12-30,42.6351
2022-12-31,42.6351
2023-01-01,42.6351
2023-01-02,42.6351
2023-01-03,42.6351
2023-01-04,42.6351
2023-01-05,42.6351
2023-01-06,42.6351
2023-01-07,42.6351
2023-01-08,42.6351
2023-01-09,42.6351
2023-01-10,42.6351
2023-01-11,42.6351
2023-01-12,42.6351
2023-01-13,42.6351
2023-01-14,42.6351
2023-01-15,42.6351
2023-01-16,42.6351
2023-01-17,42.6351
2023-01-18,42.6351
2023-01-19,42.6351
2023-01-20,42.6351
2023-01-21,42.6351
2023-01-22,42.6351
2023-01-23,42.6351
2023-01-24,42.6351
2023-01-25,42.6351
2023-01-26,42.6351
2023-01-27,42.6351
2023-01-28,48.8048
2023-01-29,48.8048
2023-01-30,48.8048
2023-01-31,48.8048
2023-02-01,48.8048
2023-02-02,48.8048
2023-02-03,48.8048
2023-02-04,48.8048
2023-02-05,48.8048
2023-02-06,48.8048
2023-02-07,48.8048
2023-02-08,48.8048
2023-02-09,48.8048
2023-02-10,48.8048
2023-02-11,48.8048
2023-02-12,48.8048
2023-02-13,48.8048
2023-02-14,48.8048
2023-02-15,48.8048
2023-02-16,48.8048
2023-02-17,48.8048
2023-02-18,48.8048
2023-02-19,48.8048
2023-02-20,48.8048
2023-02-21,48.8048
2023-02-22,48.8048
2023-02-23,48.8048
2023-02-24,48.8048
2023-02-25,48.8048
2023-02-26,48.8048
2023-02-27,48.8048
2023-02-28,48.8048
2023-03-01,48.8048
2023-03-02,48.8048
2023-03-03,48.8048
2023-03-04,48.8048
2023-03-05,48.8048
2023-03-06,48.8048
2023-03-07,48.8048
2023-03-08,48.8048
2023-03-09,48.8048
2023-03-10,48.8048
2023-03-11,48.8048
2023-03-12,48.8048
2023-03-13,48.8048
2023-03-14,48.8048
2023-03-15,48.8048
2023-03-16,48.8048
