,ESNT US Equity
,RETURN_COM_EQY
2020-01-01,20.7721
2020-01-02,20.7721
2020-01-03,20.7721
2020-01-04,20.7721
2020-01-05,20.7721
2020-01-06,20.7721
2020-01-07,20.7721
2020-01-08,20.7721
2020-01-09,20.7721
2020-01-10,20.7721
2020-01-11,20.7721
2020-01-12,20.7721
2020-01-13,20.7721
2020-01-14,20.7721
2020-01-15,20.7721
2020-01-16,20.7721
2020-01-17,20.7721
2020-01-18,20.7721
2020-01-19,20.7721
2020-01-20,20.7721
2020-01-21,20.7721
2020-01-22,20.7721
2020-01-23,20.7721
2020-01-24,20.7721
2020-01-25,20.7721
2020-01-26,20.7721
2020-01-27,20.7721
2020-01-28,20.7721
2020-01-29,20.7721
2020-01-30,20.7721
2020-01-31,20.7721
2020-02-01,20.7721
2020-02-02,20.7721
2020-02-03,20.7721
2020-02-04,20.7721
2020-02-05,20.7721
2020-02-06,20.7721
2020-02-07,20.7721
2020-02-08,20.7721
2020-02-09,20.7721
2020-02-10,20.7721
2020-02-11,20.7721
2020-02-12,20.7721
2020-02-13,20.7721
2020-02-14,20.7721
2020-02-15,20.7721
2020-02-16,20.7721
2020-02-17,20.7721
2020-02-18,20.7721
2020-02-19,20.7721
2020-02-20,20.7721
2020-02-21,20.7721
2020-02-22,20.7721
2020-02-23,20.7721
2020-02-24,20.7721
2020-02-25,20.7721
2020-02-26,20.7721
2020-02-27,20.7721
2020-02-28,20.7721
2020-02-29,20.7721
2020-03-01,20.7721
2020-03-02,20.7721
2020-03-03,20.7721
2020-03-04,20.7721
2020-03-05,20.7721
2020-03-06,20.7721
2020-03-07,20.7721
2020-03-08,20.7721
2020-03-09,20.7721
2020-03-10,20.7721
2020-03-11,20.7721
2020-03-12,20.7721
2020-03-13,20.7721
2020-03-14,20.7721
2020-03-15,20.7721
2020-03-16,20.7721
2020-03-17,20.7721
2020-03-18,20.7721
2020-03-19,20.7721
2020-03-20,20.7721
2020-03-21,20.7721
2020-03-22,20.7721
2020-03-23,20.7721
2020-03-24,20.7721
2020-03-25,20.7721
2020-03-26,20.7721
2020-03-27,20.7721
2020-03-28,20.7721
2020-03-29,20.7721
2020-03-30,20.7721
2020-03-31,20.4979
2020-04-01,20.4979
2020-04-02,20.4979
2020-04-03,20.4979
2020-04-04,20.4979
2020-04-05,20.4979
2020-04-06,20.4979
2020-04-07,20.4979
2020-04-08,20.4979
2020-04-09,20.4979
2020-04-10,20.4979
2020-04-11,20.4979
2020-04-12,20.4979
2020-04-13,20.4979
2020-04-14,20.4979
2020-04-15,20.4979
2020-04-16,20.4979
2020-04-17,20.4979
2020-04-18,20.4979
2020-04-19,20.4979
2020-04-20,20.4979
2020-04-21,20.4979
2020-04-22,20.4979
2020-04-23,20.4979
2020-04-24,20.4979
2020-04-25,20.4979
2020-04-26,20.4979
2020-04-27,20.4979
2020-04-28,20.4979
2020-04-29,20.4979
2020-04-30,20.4979
2020-05-01,20.4979
2020-05-02,20.4979
2020-05-03,20.4979
2020-05-04,20.4979
2020-05-05,20.4979
2020-05-06,20.4979
2020-05-07,20.4979
2020-05-08,20.4979
2020-05-09,20.4979
2020-05-10,20.4979
2020-05-11,20.4979
2020-05-12,20.4979
2020-05-13,20.4979
2020-05-14,20.4979
2020-05-15,20.4979
2020-05-16,20.4979
2020-05-17,20.4979
2020-05-18,20.4979
2020-05-19,20.4979
2020-05-20,20.4979
2020-05-21,20.4979
2020-05-22,20.4979
2020-05-23,20.4979
2020-05-24,20.4979
2020-05-25,20.4979
2020-05-26,20.4979
2020-05-27,20.4979
2020-05-28,20.4979
2020-05-29,20.4979
2020-05-30,20.4979
2020-05-31,20.4979
2020-06-01,20.4979
2020-06-02,20.4979
2020-06-03,20.4979
2020-06-04,20.4979
2020-06-05,20.4979
2020-06-06,20.4979
2020-06-07,20.4979
2020-06-08,20.4979
2020-06-09,20.4979
2020-06-10,20.4979
2020-06-11,20.4979
2020-06-12,20.4979
2020-06-13,20.4979
2020-06-14,20.4979
2020-06-15,20.4979
2020-06-16,20.4979
2020-06-17,20.4979
2020-06-18,20.4979
2020-06-19,20.4979
2020-06-20,20.4979
2020-06-21,20.4979
2020-06-22,20.4979
2020-06-23,20.4979
2020-06-24,20.4979
2020-06-25,20.4979
2020-06-26,20.4979
2020-06-27,20.4979
2020-06-28,20.4979
2020-06-29,20.4979
2020-06-30,14.4285
2020-07-01,14.4285
2020-07-02,14.4285
2020-07-03,14.4285
2020-07-04,14.4285
2020-07-05,14.4285
2020-07-06,14.4285
2020-07-07,14.4285
2020-07-08,14.4285
2020-07-09,14.4285
2020-07-10,14.4285
2020-07-11,14.4285
2020-07-12,14.4285
2020-07-13,14.4285
2020-07-14,14.4285
2020-07-15,14.4285
2020-07-16,14.4285
2020-07-17,14.4285
2020-07-18,14.4285
2020-07-19,14.4285
2020-07-20,14.4285
2020-07-21,14.4285
2020-07-22,14.4285
2020-07-23,14.4285
2020-07-24,14.4285
2020-07-25,14.4285
2020-07-26,14.4285
2020-07-27,14.4285
2020-07-28,14.4285
2020-07-29,14.4285
2020-07-30,14.4285
2020-07-31,14.4285
2020-08-01,14.4285
2020-08-02,14.4285
2020-08-03,14.4285
2020-08-04,14.4285
2020-08-05,14.4285
2020-08-06,14.4285
2020-08-07,14.4285
2020-08-08,14.4285
2020-08-09,14.4285
2020-08-10,14.4285
2020-08-11,14.4285
2020-08-12,14.4285
2020-08-13,14.4285
2020-08-14,14.4285
2020-08-15,14.4285
2020-08-16,14.4285
2020-08-17,14.4285
2020-08-18,14.4285
2020-08-19,14.4285
2020-08-20,14.4285
2020-08-21,14.4285
2020-08-22,14.4285
2020-08-23,14.4285
2020-08-24,14.4285
2020-08-25,14.4285
2020-08-26,14.4285
2020-08-27,14.4285
2020-08-28,14.4285
2020-08-29,14.4285
2020-08-30,14.4285
2020-08-31,14.4285
2020-09-01,14.4285
2020-09-02,14.4285
2020-09-03,14.4285
2020-09-04,14.4285
2020-09-05,14.4285
2020-09-06,14.4285
2020-09-07,14.4285
2020-09-08,14.4285
2020-09-09,14.4285
2020-09-10,14.4285
2020-09-11,14.4285
2020-09-12,14.4285
2020-09-13,14.4285
2020-09-14,14.4285
2020-09-15,14.4285
2020-09-16,14.4285
2020-09-17,14.4285
2020-09-18,14.4285
2020-09-19,14.4285
2020-09-20,14.4285
2020-09-21,14.4285
2020-09-22,14.4285
2020-09-23,14.4285
2020-09-24,14.4285
2020-09-25,14.4285
2020-09-26,14.4285
2020-09-27,14.4285
2020-09-28,14.4285
2020-09-29,14.4285
2020-09-30,13.2207
2020-10-01,13.2207
2020-10-02,13.2207
2020-10-03,13.2207
2020-10-04,13.2207
2020-10-05,13.2207
2020-10-06,13.2207
2020-10-07,13.2207
2020-10-08,13.2207
2020-10-09,13.2207
2020-10-10,13.2207
2020-10-11,13.2207
2020-10-12,13.2207
2020-10-13,13.2207
2020-10-14,13.2207
2020-10-15,13.2207
2020-10-16,13.2207
2020-10-17,13.2207
2020-10-18,13.2207
2020-10-19,13.2207
2020-10-20,13.2207
2020-10-21,13.2207
2020-10-22,13.2207
2020-10-23,13.2207
2020-10-24,13.2207
2020-10-25,13.2207
2020-10-26,13.2207
2020-10-27,13.2207
2020-10-28,13.2207
2020-10-29,13.2207
2020-10-30,13.2207
2020-10-31,13.2207
2020-11-01,13.2207
2020-11-02,13.2207
2020-11-03,13.2207
2020-11-04,13.2207
2020-11-05,13.2207
2020-11-06,13.2207
2020-11-07,13.2207
2020-11-08,13.2207
2020-11-09,13.2207
2020-11-10,13.2207
