,LH US Equity
2020-05-30,4.5431
2020-05-31,4.5431
2020-06-01,4.5431
2020-06-02,4.5431
2020-06-03,4.5431
2020-06-04,4.5431
2020-06-05,4.5431
2020-06-06,4.5431
2020-06-07,4.5431
2020-06-08,4.5431
2020-06-09,4.5431
2020-06-10,4.5431
2020-06-11,4.5431
2020-06-12,4.5431
2020-06-13,4.5431
2020-06-14,4.5431
2020-06-15,4.5431
2020-06-16,4.5431
2020-06-17,4.5431
2020-06-18,4.5431
2020-06-19,4.5431
2020-06-20,4.5431
2020-06-21,4.5431
2020-06-22,4.5431
2020-06-23,4.5431
2020-06-24,4.5431
2020-06-25,4.5431
2020-06-26,4.5431
2020-06-27,4.5431
2020-06-28,4.5431
2020-06-29,4.5431
2020-06-30,4.9969
2020-07-01,4.9969
2020-07-02,4.9969
2020-07-03,4.9969
2020-07-04,4.9969
2020-07-05,4.9969
2020-07-06,4.9969
2020-07-07,4.9969
2020-07-08,4.9969
2020-07-09,4.9969
2020-07-10,4.9969
2020-07-11,4.9969
2020-07-12,4.9969
2020-07-13,4.9969
2020-07-14,4.9969
2020-07-15,4.9969
2020-07-16,4.9969
2020-07-17,4.9969
2020-07-18,4.9969
2020-07-19,4.9969
2020-07-20,4.9969
2020-07-21,4.9969
2020-07-22,4.9969
2020-07-23,4.9969
2020-07-24,4.9969
2020-07-25,4.9969
2020-07-26,4.9969
2020-07-27,4.9969
2020-07-28,4.9969
2020-07-29,4.9969
2020-07-30,4.9969
2020-07-31,4.9969
2020-08-01,4.9969
2020-08-02,4.9969
2020-08-03,4.9969
2020-08-04,4.9969
2020-08-05,4.9969
2020-08-06,4.9969
2020-08-07,4.9969
2020-08-08,4.9969
2020-08-09,4.9969
2020-08-10,4.9969
2020-08-11,4.9969
2020-08-12,4.9969
2020-08-13,4.9969
2020-08-14,4.9969
2020-08-15,4.9969
2020-08-16,4.9969
2020-08-17,4.9969
2020-08-18,4.9969
2020-08-19,4.9969
2020-08-20,4.9969
2020-08-21,4.9969
2020-08-22,4.9969
2020-08-23,4.9969
2020-08-24,4.9969
2020-08-25,4.9969
2020-08-26,4.9969
2020-08-27,4.9969
2020-08-28,4.9969
2020-08-29,4.9969
2020-08-30,4.9969
2020-08-31,4.9969
2020-09-01,4.9969
2020-09-02,4.9969
2020-09-03,4.9969
2020-09-04,4.9969
2020-09-05,4.9969
2020-09-06,4.9969
2020-09-07,4.9969
2020-09-08,4.9969
2020-09-09,4.9969
2020-09-10,4.9969
2020-09-11,4.9969
2020-09-12,4.9969
2020-09-13,4.9969
2020-09-14,4.9969
2020-09-15,4.9969
2020-09-16,4.9969
2020-09-17,4.9969
2020-09-18,4.9969
2020-09-19,4.9969
2020-09-20,4.9969
2020-09-21,4.9969
2020-09-22,4.9969
2020-09-23,4.9969
2020-09-24,4.9969
2020-09-25,4.9969
2020-09-26,4.9969
2020-09-27,4.9969
2020-09-28,4.9969
2020-09-29,4.9969
2020-09-30,10.9229
2020-10-01,10.9229
2020-10-02,10.9229
2020-10-03,10.9229
2020-10-04,10.9229
2020-10-05,10.9229
2020-10-06,10.9229
2020-10-07,10.9229
2020-10-08,10.9229
2020-10-09,10.9229
2020-10-10,10.9229
2020-10-11,10.9229
2020-10-12,10.9229
2020-10-13,10.9229
2020-10-14,10.9229
2020-10-15,10.9229
2020-10-16,10.9229
2020-10-17,10.9229
2020-10-18,10.9229
2020-10-19,10.9229
2020-10-20,10.9229
2020-10-21,10.9229
2020-10-22,10.9229
2020-10-23,10.9229
2020-10-24,10.9229
2020-10-25,10.9229
2020-10-26,10.9229
2020-10-27,10.9229
2020-10-28,10.9229
2020-10-29,10.9229
2020-10-30,10.9229
2020-10-31,10.9229
2020-11-01,10.9229
2020-11-02,10.9229
2020-11-03,10.9229
2020-11-04,10.9229
2020-11-05,10.9229
2020-11-06,10.9229
2020-11-07,10.9229
2020-11-08,10.9229
2020-11-09,10.9229
2020-11-10,10.9229
2020-11-11,10.9229
2020-11-12,10.9229
2020-11-13,10.9229
2020-11-14,10.9229
2020-11-15,10.9229
2020-11-16,10.9229
2020-11-17,10.9229
2020-11-18,10.9229
2020-11-19,10.9229
2020-11-20,10.9229
2020-11-21,10.9229
2020-11-22,10.9229
2020-11-23,10.9229
2020-11-24,10.9229
2020-11-25,10.9229
2020-11-26,10.9229
2020-11-27,10.9229
2020-11-28,10.9229
2020-11-29,10.9229
2020-11-30,10.9229
2020-12-01,10.9229
2020-12-02,10.9229
2020-12-03,10.9229
2020-12-04,10.9229
2020-12-05,10.9229
2020-12-06,10.9229
2020-12-07,10.9229
2020-12-08,10.9229
2020-12-09,10.9229
2020-12-10,10.9229
2020-12-11,10.9229
2020-12-12,10.9229
2020-12-13,10.9229
2020-12-14,10.9229
2020-12-15,10.9229
2020-12-16,10.9229
2020-12-17,10.9229
2020-12-18,10.9229
2020-12-19,10.9229
2020-12-20,10.9229
2020-12-21,10.9229
2020-12-22,10.9229
2020-12-23,10.9229
2020-12-24,10.9229
2020-12-25,10.9229
2020-12-26,10.9229
2020-12-27,10.9229
2020-12-28,10.9229
2020-12-29,10.9229
2020-12-30,10.9229
2020-12-31,18.3032
2021-01-01,18.3032
2021-01-02,18.3032
2021-01-03,18.3032
2021-01-04,18.3032
2021-01-05,18.3032
2021-01-06,18.3032
2021-01-07,18.3032
2021-01-08,18.3032
2021-01-09,18.3032
2021-01-10,18.3032
2021-01-11,18.3032
2021-01-12,18.3032
2021-01-13,18.3032
2021-01-14,18.3032
2021-01-15,18.3032
2021-01-16,18.3032
2021-01-17,18.3032
2021-01-18,18.3032
2021-01-19,18.3032
2021-01-20,18.3032
2021-01-21,18.3032
2021-01-22,18.3032
2021-01-23,18.3032
2021-01-24,18.3032
2021-01-25,18.3032
2021-01-26,18.3032
2021-01-27,18.3032
2021-01-28,18.3032
2021-01-29,18.3032
2021-01-30,18.3032
2021-01-31,18.3032
2021-02-01,18.3032
2021-02-02,18.3032
2021-02-03,18.3032
2021-02-04,18.3032
2021-02-05,18.3032
2021-02-06,18.3032
2021-02-07,18.3032
2021-02-08,18.3032
2021-02-09,18.3032
2021-02-10,18.3032
2021-02-11,18.3032
2021-02-12,18.3032
2021-02-13,18.3032
2021-02-14,18.3032
2021-02-15,18.3032
2021-02-16,18.3032
2021-02-17,18.3032
2021-02-18,18.3032
2021-02-19,18.3032
2021-02-20,18.3032
2021-02-21,18.3032
2021-02-22,18.3032
2021-02-23,18.3032
2021-02-24,18.3032
2021-02-25,18.3032
2021-02-26,18.3032
2021-02-27,18.3032
2021-02-28,18.3032
2021-03-01,18.3032
2021-03-02,18.3032
2021-03-03,18.3032
2021-03-04,18.3032
2021-03-05,18.3032
2021-03-06,18.3032
2021-03-07,18.3032
2021-03-08,18.3032
2021-03-09,18.3032
2021-03-10,18.3032
2021-03-11,18.3032
2021-03-12,18.3032
2021-03-13,18.3032
2021-03-14,18.3032
2021-03-15,18.3032
2021-03-16,18.3032
2021-03-17,18.3032
2021-03-18,18.3032
2021-03-19,18.3032
2021-03-20,18.3032
2021-03-21,18.3032
2021-03-22,18.3032
2021-03-23,18.3032
2021-03-24,18.3032
2021-03-25,18.3032
2021-03-26,18.3032
2021-03-27,18.3032
2021-03-28,18.3032
2021-03-29,18.3032
2021-03-30,18.3032
2021-03-31,31.017
2021-04-01,31.017
2021-04-02,31.017
2021-04-03,31.017
2021-04-04,31.017
2021-04-05,31.017
2021-04-06,31.017
2021-04-07,31.017
2021-04-08,31.017
2021-04-09,31.017
2021-04-10,31.017
2021-04-11,31.017
2021-04-12,31.017
2021-04-13,31.017
2021-04-14,31.017
2021-04-15,31.017
2021-04-16,31.017
2021-04-17,31.017
2021-04-18,31.017
2021-04-19,31.017
2021-04-20,31.017
2021-04-21,31.017
2021-04-22,31.017
2021-04-23,31.017
2021-04-24,31.017
2021-04-25,31.017
2021-04-26,31.017
2021-04-27,31.017
2021-04-28,31.017
2021-04-29,31.017
2021-04-30,31.017
2021-05-01,31.017
2021-05-02,31.017
2021-05-03,31.017
2021-05-04,31.017
2021-05-05,31.017
2021-05-06,31.017
2021-05-07,31.017
2021-05-08,31.017
2021-05-09,31.017
2021-05-10,31.017
2021-05-11,31.017
2021-05-12,31.017
2021-05-13,31.017
2021-05-14,31.017
2021-05-15,31.017
2021-05-16,31.017
2021-05-17,31.017
2021-05-18,31.017
2021-05-19,31.017
2021-05-20,31.017
2021-05-21,31.017
2021-05-22,31.017
2021-05-23,31.017
2021-05-24,31.017
2021-05-25,31.017
2021-05-26,31.017
2021-05-27,31.017
2021-05-28,31.017
2021-05-29,31.017
2021-05-30,31.017
2021-05-31,31.017
2021-06-01,31.017
2021-06-02,31.017
2021-06-03,31.017
2021-06-04,31.017
2021-06-05,31.017
2021-06-06,31.017
2021-06-07,31.017
2021-06-08,31.017
2021-06-09,31.017
2021-06-10,31.017
2021-06-11,31.017
2021-06-12,31.017
2021-06-13,31.017
2021-06-14,31.017
2021-06-15,31.017
2021-06-16,31.017
2021-06-17,31.017
2021-06-18,31.017
2021-06-19,31.017
2021-06-20,31.017
2021-06-21,31.017
2021-06-22,31.017
2021-06-23,31.017
2021-06-24,31.017
2021-06-25,31.017
2021-06-26,31.017
2021-06-27,31.017
2021-06-28,31.017
2021-06-29,31.017
2021-06-30,32.7166
2021-07-01,32.7166
2021-07-02,32.7166
2021-07-03,32.7166
2021-07-04,32.7166
2021-07-05,32.7166
2021-07-06,32.7166
2021-07-07,32.7166
2021-07-08,32.7166
2021-07-09,32.7166
2021-07-10,32.7166
2021-07-11,32.7166
2021-07-12,32.7166
2021-07-13,32.7166
2021-07-14,32.7166
2021-07-15,32.7166
2021-07-16,32.7166
2021-07-17,32.7166
2021-07-18,32.7166
2021-07-19,32.7166
2021-07-20,32.7166
2021-07-21,32.7166
2021-07-22,32.7166
2021-07-23,32.7166
2021-07-24,32.7166
2021-07-25,32.7166
2021-07-26,32.7166
2021-07-27,32.7166
2021-07-28,32.7166
2021-07-29,32.7166
2021-07-30,32.7166
2021-07-31,32.7166
2021-08-01,32.7166
2021-08-02,32.7166
2021-08-03,32.7166
2021-08-04,32.7166
2021-08-05,32.7166
2021-08-06,32.7166
2021-08-07,32.7166
2021-08-08,32.7166
2021-08-09,32.7166
2021-08-10,32.7166
2021-08-11,32.7166
2021-08-12,32.7166
2021-08-13,32.7166
2021-08-14,32.7166
2021-08-15,32.7166
2021-08-16,32.7166
2021-08-17,32.7166
2021-08-18,32.7166
2021-08-19,32.7166
2021-08-20,32.7166
2021-08-21,32.7166
2021-08-22,32.7166
2021-08-23,32.7166
2021-08-24,32.7166
2021-08-25,32.7166
2021-08-26,32.7166
2021-08-27,32.7166
2021-08-28,32.7166
2021-08-29,32.7166
2021-08-30,32.7166
2021-08-31,32.7166
2021-09-01,32.7166
2021-09-02,32.7166
2021-09-03,32.7166
2021-09-04,32.7166
2021-09-05,32.7166
2021-09-06,32.7166
2021-09-07,32.7166
2021-09-08,32.7166
2021-09-09,32.7166
2021-09-10,32.7166
2021-09-11,32.7166
2021-09-12,32.7166
2021-09-13,32.7166
2021-09-14,32.7166
2021-09-15,32.7166
2021-09-16,32.7166
2021-09-17,32.7166
2021-09-18,32.7166
2021-09-19,32.7166
2021-09-20,32.7166
2021-09-21,32.7166
2021-09-22,32.7166
2021-09-23,32.7166
2021-09-24,32.7166
2021-09-25,32.7166
2021-09-26,32.7166
2021-09-27,32.7166
2021-09-28,32.7166
2021-09-29,32.7166
2021-09-30,29.4464
2021-10-01,29.4464
2021-10-02,29.4464
2021-10-03,29.4464
2021-10-04,29.4464
2021-10-05,29.4464
2021-10-06,29.4464
2021-10-07,29.4464
2021-10-08,29.4464
2021-10-09,29.4464
2021-10-10,29.4464
2021-10-11,29.4464
2021-10-12,29.4464
2021-10-13,29.4464
2021-10-14,29.4464
2021-10-15,29.4464
2021-10-16,29.4464
2021-10-17,29.4464
2021-10-18,29.4464
2021-10-19,29.4464
2021-10-20,29.4464
2021-10-21,29.4464
2021-10-22,29.4464
2021-10-23,29.4464
2021-10-24,29.4464
2021-10-25,29.4464
2021-10-26,29.4464
2021-10-27,29.4464
2021-10-28,29.4464
2021-10-29,29.4464
2021-10-30,29.4464
2021-10-31,29.4464
2021-11-01,29.4464
2021-11-02,29.4464
2021-11-03,29.4464
2021-11-04,29.4464
2021-11-05,29.4464
2021-11-06,29.4464
2021-11-07,29.4464
2021-11-08,29.4464
2021-11-09,29.4464
2021-11-10,29.4464
2021-11-11,29.4464
2021-11-12,29.4464
2021-11-13,29.4464
2021-11-14,29.4464
2021-11-15,29.4464
2021-11-16,29.4464
2021-11-17,29.4464
2021-11-18,29.4464
2021-11-19,29.4464
2021-11-20,29.4464
2021-11-21,29.4464
2021-11-22,29.4464
2021-11-23,29.4464
2021-11-24,29.4464
2021-11-25,29.4464
2021-11-26,29.4464
2021-11-27,29.4464
2021-11-28,29.4464
2021-11-29,29.4464
2021-11-30,29.4464
2021-12-01,29.4464
2021-12-02,29.4464
2021-12-03,29.4464
2021-12-04,29.4464
2021-12-05,29.4464
2021-12-06,29.4464
2021-12-07,29.4464
2021-12-08,29.4464
2021-12-09,29.4464
2021-12-10,29.4464
2021-12-11,29.4464
2021-12-12,29.4464
2021-12-13,29.4464
2021-12-14,29.4464
2021-12-15,29.4464
2021-12-16,29.4464
2021-12-17,29.4464
2021-12-18,29.4464
2021-12-19,29.4464
2021-12-20,29.4464
2021-12-21,29.4464
2021-12-22,29.4464
2021-12-23,29.4464
2021-12-24,29.4464
2021-12-25,29.4464
2021-12-26,29.4464
2021-12-27,29.4464
2021-12-28,29.4464
2021-12-29,29.4464
2021-12-30,29.4464
2021-12-31,24.1228
2022-01-01,24.1228
2022-01-02,24.1228
2022-01-03,24.1228
2022-01-04,24.1228
2022-01-05,24.1228
2022-01-06,24.1228
2022-01-07,24.1228
2022-01-08,24.1228
2022-01-09,24.1228
2022-01-10,24.1228
2022-01-11,24.1228
2022-01-12,24.1228
2022-01-13,24.1228
2022-01-14,24.1228
2022-01-15,24.1228
2022-01-16,24.1228
2022-01-17,24.1228
2022-01-18,24.1228
2022-01-19,24.1228
2022-01-20,24.1228
2022-01-21,24.1228
2022-01-22,24.1228
2022-01-23,24.1228
2022-01-24,24.1228
2022-01-25,24.1228
2022-01-26,24.1228
2022-01-27,24.1228
2022-01-28,24.1228
2022-01-29,24.1228
2022-01-30,24.1228
2022-01-31,24.1228
2022-02-01,24.1228
2022-02-02,24.1228
2022-02-03,24.1228
2022-02-04,24.1228
2022-02-05,24.1228
2022-02-06,24.1228
2022-02-07,24.1228
2022-02-08,24.1228
2022-02-09,24.1228
2022-02-10,24.1228
2022-02-11,24.1228
2022-02-12,24.1228
2022-02-13,24.1228
2022-02-14,24.1228
2022-02-15,24.1228
2022-02-16,24.1228
2022-02-17,24.1228
2022-02-18,24.1228
2022-02-19,24.1228
2022-02-20,24.1228
2022-02-21,24.1228
2022-02-22,24.1228
2022-02-23,24.1228
2022-02-24,24.1228
2022-02-25,24.1228
2022-02-26,24.1228
2022-02-27,24.1228
2022-02-28,24.1228
2022-03-01,24.1228
2022-03-02,24.1228
2022-03-03,24.1228
2022-03-04,24.1228
2022-03-05,24.1228
2022-03-06,24.1228
2022-03-07,24.1228
2022-03-08,24.1228
2022-03-09,24.1228
2022-03-10,24.1228
2022-03-11,24.1228
2022-03-12,24.1228
2022-03-13,24.1228
2022-03-14,24.1228
2022-03-15,24.1228
2022-03-16,24.1228
2022-03-17,24.1228
2022-03-18,24.1228
2022-03-19,24.1228
2022-03-20,24.1228
2022-03-21,24.1228
2022-03-22,24.1228
2022-03-23,24.1228
2022-03-24,24.1228
2022-03-25,24.1228
2022-03-26,24.1228
2022-03-27,24.1228
2022-03-28,24.1228
2022-03-29,24.1228
2022-03-30,24.1228
2022-03-31,20.2414
2022-04-01,20.2414
2022-04-02,20.2414
2022-04-03,20.2414
2022-04-04,20.2414
2022-04-05,20.2414
2022-04-06,20.2414
2022-04-07,20.2414
2022-04-08,20.2414
2022-04-09,20.2414
2022-04-10,20.2414
2022-04-11,20.2414
2022-04-12,20.2414
2022-04-13,20.2414
2022-04-14,20.2414
2022-04-15,20.2414
2022-04-16,20.2414
2022-04-17,20.2414
2022-04-18,20.2414
2022-04-19,20.2414
2022-04-20,20.2414
2022-04-21,20.2414
2022-04-22,20.2414
2022-04-23,20.2414
2022-04-24,20.2414
2022-04-25,20.2414
2022-04-26,20.2414
2022-04-27,20.2414
2022-04-28,20.2414
2022-04-29,20.2414
2022-04-30,20.2414
2022-05-01,20.2414
2022-05-02,20.2414
2022-05-03,20.2414
2022-05-04,20.2414
2022-05-05,20.2414
2022-05-06,20.2414
2022-05-07,20.2414
2022-05-08,20.2414
2022-05-09,20.2414
2022-05-10,20.2414
2022-05-11,20.2414
2022-05-12,20.2414
2022-05-13,20.2414
2022-05-14,20.2414
2022-05-15,20.2414
2022-05-16,20.2414
2022-05-17,20.2414
2022-05-18,20.2414
2022-05-19,20.2414
2022-05-20,20.2414
2022-05-21,20.2414
2022-05-22,20.2414
2022-05-23,20.2414
2022-05-24,20.2414
2022-05-25,20.2414
2022-05-26,20.2414
2022-05-27,20.2414
2022-05-28,20.2414
2022-05-29,20.2414
2022-05-30,20.2414
2022-05-31,20.2414
2022-06-01,20.2414
2022-06-02,20.2414
2022-06-03,20.2414
2022-06-04,20.2414
2022-06-05,20.2414
2022-06-06,20.2414
2022-06-07,20.2414
2022-06-08,20.2414
2022-06-09,20.2414
2022-06-10,20.2414
2022-06-11,20.2414
2022-06-12,20.2414
2022-06-13,20.2414
2022-06-14,20.2414
2022-06-15,20.2414
2022-06-16,20.2414
2022-06-17,20.2414
2022-06-18,20.2414
2022-06-19,20.2414
2022-06-20,20.2414
2022-06-21,20.2414
2022-06-22,20.2414
2022-06-23,20.2414
2022-06-24,20.2414
2022-06-25,20.2414
2022-06-26,20.2414
2022-06-27,20.2414
2022-06-28,20.2414
2022-06-29,20.2414
2022-06-30,19.2824
2022-07-01,19.2824
2022-07-02,19.2824
2022-07-03,19.2824
2022-07-04,19.2824
2022-07-05,19.2824
2022-07-06,19.2824
2022-07-07,19.2824
2022-07-08,19.2824
2022-07-09,19.2824
2022-07-10,19.2824
2022-07-11,19.2824
2022-07-12,19.2824
2022-07-13,19.2824
2022-07-14,19.2824
2022-07-15,19.2824
2022-07-16,19.2824
2022-07-17,19.2824
2022-07-18,19.2824
2022-07-19,19.2824
2022-07-20,19.2824
2022-07-21,19.2824
2022-07-22,19.2824
2022-07-23,19.2824
2022-07-24,19.2824
2022-07-25,19.2824
2022-07-26,19.2824
2022-07-27,19.2824
2022-07-28,19.2824
2022-07-29,19.2824
2022-07-30,19.2824
2022-07-31,19.2824
2022-08-01,19.2824
2022-08-02,19.2824
2022-08-03,19.2824
2022-08-04,19.2824
2022-08-05,19.2824
2022-08-06,19.2824
2022-08-07,19.2824
2022-08-08,19.2824
2022-08-09,19.2824
2022-08-10,19.2824
2022-08-11,19.2824
2022-08-12,19.2824
2022-08-13,19.2824
2022-08-14,19.2824
2022-08-15,19.2824
2022-08-16,19.2824
2022-08-17,19.2824
2022-08-18,19.2824
2022-08-19,19.2824
2022-08-20,19.2824
2022-08-21,19.2824
2022-08-22,19.2824
2022-08-23,19.2824
2022-08-24,19.2824
2022-08-25,19.2824
2022-08-26,19.2824
2022-08-27,19.2824
2022-08-28,19.2824
2022-08-29,19.2824
2022-08-30,19.2824
2022-08-31,19.2824
2022-09-01,19.2824
2022-09-02,19.2824
2022-09-03,19.2824
2022-09-04,19.2824
2022-09-05,19.2824
2022-09-06,19.2824
2022-09-07,19.2824
2022-09-08,19.2824
2022-09-09,19.2824
2022-09-10,19.2824
2022-09-11,19.2824
2022-09-12,19.2824
2022-09-13,19.2824
2022-09-14,19.2824
2022-09-15,19.2824
2022-09-16,19.2824
2022-09-17,19.2824
2022-09-18,19.2824
2022-09-19,19.2824
2022-09-20,19.2824
2022-09-21,19.2824
2022-09-22,19.2824
2022-09-23,19.2824
2022-09-24,19.2824
2022-09-25,19.2824
2022-09-26,19.2824
2022-09-27,19.2824
2022-09-28,19.2824
2022-09-29,19.2824
2022-09-30,17.0347
2022-10-01,17.0347
2022-10-02,17.0347
2022-10-03,17.0347
2022-10-04,17.0347
2022-10-05,17.0347
2022-10-06,17.0347
2022-10-07,17.0347
2022-10-08,17.0347
2022-10-09,17.0347
2022-10-10,17.0347
2022-10-11,17.0347
2022-10-12,17.0347
2022-10-13,17.0347
2022-10-14,17.0347
2022-10-15,17.0347
2022-10-16,17.0347
2022-10-17,17.0347
2022-10-18,17.0347
2022-10-19,17.0347
2022-10-20,17.0347
2022-10-21,17.0347
2022-10-22,17.0347
2022-10-23,17.0347
2022-10-24,17.0347
2022-10-25,17.0347
2022-10-26,17.0347
2022-10-27,17.0347
2022-10-28,17.0347
2022-10-29,17.0347
2022-10-30,17.0347
2022-10-31,17.0347
2022-11-01,17.0347
2022-11-02,17.0347
2022-11-03,17.0347
2022-11-04,17.0347
2022-11-05,17.0347
2022-11-06,17.0347
2022-11-07,17.0347
2022-11-08,17.0347
2022-11-09,17.0347
2022-11-10,17.0347
2022-11-11,17.0347
2022-11-12,17.0347
2022-11-13,17.0347
2022-11-14,17.0347
2022-11-15,17.0347
2022-11-16,17.0347
2022-11-17,17.0347
2022-11-18,17.0347
2022-11-19,17.0347
2022-11-20,17.0347
2022-11-21,17.0347
2022-11-22,17.0347
2022-11-23,17.0347
2022-11-24,17.0347
2022-11-25,17.0347
2022-11-26,17.0347
2022-11-27,17.0347
2022-11-28,17.0347
2022-11-29,17.0347
2022-11-30,17.0347
2022-12-01,17.0347
2022-12-02,17.0347
2022-12-03,17.0347
2022-12-04,17.0347
2022-12-05,17.0347
2022-12-06,17.0347
2022-12-07,17.0347
2022-12-08,17.0347
2022-12-09,17.0347
2022-12-10,17.0347
2022-12-11,17.0347
2022-12-12,17.0347
2022-12-13,17.0347
2022-12-14,17.0347
2022-12-15,17.0347
2022-12-16,17.0347
2022-12-17,17.0347
2022-12-18,17.0347
2022-12-19,17.0347
2022-12-20,17.0347
2022-12-21,17.0347
2022-12-22,17.0347
2022-12-23,17.0347
2022-12-24,17.0347
2022-12-25,17.0347
2022-12-26,17.0347
2022-12-27,17.0347
2022-12-28,17.0347
2022-12-29,17.0347
2022-12-30,17.0347
2022-12-31,12.5587
2023-01-01,12.5587
2023-01-02,12.5587
2023-01-03,12.5587
2023-01-04,12.5587
2023-01-05,12.5587
2023-01-06,12.5587
2023-01-07,12.5587
2023-01-08,12.5587
2023-01-09,12.5587
2023-01-10,12.5587
2023-01-11,12.5587
2023-01-12,12.5587
2023-01-13,12.5587
2023-01-14,12.5587
2023-01-15,12.5587
2023-01-16,12.5587
2023-01-17,12.5587
2023-01-18,12.5587
2023-01-19,12.5587
2023-01-20,12.5587
2023-01-21,12.5587
2023-01-22,12.5587
2023-01-23,12.5587
2023-01-24,12.5587
2023-01-25,12.5587
2023-01-26,12.5587
2023-01-27,12.5587
2023-01-28,12.5587
2023-01-29,12.5587
2023-01-30,12.5587
2023-01-31,12.5587
2023-02-01,12.5587
2023-02-02,12.5587
2023-02-03,12.5587
2023-02-04,12.5587
2023-02-05,12.5587
2023-02-06,12.5587
2023-02-07,12.5587
2023-02-08,12.5587
2023-02-09,12.5587
2023-02-10,12.5587
2023-02-11,12.5587
2023-02-12,12.5587
2023-02-13,12.5587
2023-02-14,12.5587
2023-02-15,12.5587
2023-02-16,12.5587
2023-02-17,12.5587
2023-02-18,12.5587
2023-02-19,12.5587
2023-02-20,12.5587
2023-02-21,12.5587
2023-02-22,12.5587
2023-02-23,12.5587
2023-02-24,12.5587
2023-02-25,12.5587
2023-02-26,12.5587
2023-02-27,12.5587
2023-02-28,12.5587
2023-03-01,12.5587
2023-03-02,12.5587
2023-03-03,12.5587
2023-03-04,12.5587
2023-03-05,12.5587
2023-03-06,12.5587
2023-03-07,12.5587
2023-03-08,12.5587
2023-03-09,12.5587
2023-03-10,12.5587
2023-03-11,12.5587
2023-03-12,12.5587
2023-03-13,12.5587
2023-03-14,12.5587
2023-03-15,12.5587
2023-03-16,12.5587
