,FL US Equity
2020-07-04,8.5028
2020-07-05,8.5028
2020-07-06,8.5028
2020-07-07,8.5028
2020-07-08,8.5028
2020-07-09,8.5028
2020-07-10,8.5028
2020-07-11,8.5028
2020-07-12,8.5028
2020-07-13,8.5028
2020-07-14,8.5028
2020-07-15,8.5028
2020-07-16,8.5028
2020-07-17,8.5028
2020-07-18,8.5028
2020-07-19,8.5028
2020-07-20,8.5028
2020-07-21,8.5028
2020-07-22,8.5028
2020-07-23,8.5028
2020-07-24,8.5028
2020-07-25,8.5028
2020-07-26,8.5028
2020-07-27,8.5028
2020-07-28,8.5028
2020-07-29,8.5028
2020-07-30,8.5028
2020-07-31,8.5028
2020-08-01,7.8942
2020-08-02,7.8942
2020-08-03,7.8942
2020-08-04,7.8942
2020-08-05,7.8942
2020-08-06,7.8942
2020-08-07,7.8942
2020-08-08,7.8942
2020-08-09,7.8942
2020-08-10,7.8942
2020-08-11,7.8942
2020-08-12,7.8942
2020-08-13,7.8942
2020-08-14,7.8942
2020-08-15,7.8942
2020-08-16,7.8942
2020-08-17,7.8942
2020-08-18,7.8942
2020-08-19,7.8942
2020-08-20,7.8942
2020-08-21,7.8942
2020-08-22,7.8942
2020-08-23,7.8942
2020-08-24,7.8942
2020-08-25,7.8942
2020-08-26,7.8942
2020-08-27,7.8942
2020-08-28,7.8942
2020-08-29,7.8942
2020-08-30,7.8942
2020-08-31,7.8942
2020-09-01,7.8942
2020-09-02,7.8942
2020-09-03,7.8942
2020-09-04,7.8942
2020-09-05,7.8942
2020-09-06,7.8942
2020-09-07,7.8942
2020-09-08,7.8942
2020-09-09,7.8942
2020-09-10,7.8942
2020-09-11,7.8942
2020-09-12,7.8942
2020-09-13,7.8942
2020-09-14,7.8942
2020-09-15,7.8942
2020-09-16,7.8942
2020-09-17,7.8942
2020-09-18,7.8942
2020-09-19,7.8942
2020-09-20,7.8942
2020-09-21,7.8942
2020-09-22,7.8942
2020-09-23,7.8942
2020-09-24,7.8942
2020-09-25,7.8942
2020-09-26,7.8942
2020-09-27,7.8942
2020-09-28,7.8942
2020-09-29,7.8942
2020-09-30,7.8942
2020-10-01,7.8942
2020-10-02,7.8942
2020-10-03,7.8942
2020-10-04,7.8942
2020-10-05,7.8942
2020-10-06,7.8942
2020-10-07,7.8942
2020-10-08,7.8942
2020-10-09,7.8942
2020-10-10,7.8942
2020-10-11,7.8942
2020-10-12,7.8942
2020-10-13,7.8942
2020-10-14,7.8942
2020-10-15,7.8942
2020-10-16,7.8942
2020-10-17,7.8942
2020-10-18,7.8942
2020-10-19,7.8942
2020-10-20,7.8942
2020-10-21,7.8942
2020-10-22,7.8942
2020-10-23,7.8942
2020-10-24,7.8942
2020-10-25,7.8942
2020-10-26,7.8942
2020-10-27,7.8942
2020-10-28,7.8942
2020-10-29,7.8942
2020-10-30,7.8942
2020-10-31,13.1678
2020-11-01,13.1678
2020-11-02,13.1678
2020-11-03,13.1678
2020-11-04,13.1678
2020-11-05,13.1678
2020-11-06,13.1678
2020-11-07,13.1678
2020-11-08,13.1678
2020-11-09,13.1678
2020-11-10,13.1678
2020-11-11,13.1678
2020-11-12,13.1678
2020-11-13,13.1678
2020-11-14,13.1678
2020-11-15,13.1678
2020-11-16,13.1678
2020-11-17,13.1678
2020-11-18,13.1678
2020-11-19,13.1678
2020-11-20,13.1678
2020-11-21,13.1678
2020-11-22,13.1678
2020-11-23,13.1678
2020-11-24,13.1678
2020-11-25,13.1678
2020-11-26,13.1678
2020-11-27,13.1678
2020-11-28,13.1678
2020-11-29,13.1678
2020-11-30,13.1678
2020-12-01,13.1678
2020-12-02,13.1678
2020-12-03,13.1678
2020-12-04,13.1678
2020-12-05,13.1678
2020-12-06,13.1678
2020-12-07,13.1678
2020-12-08,13.1678
2020-12-09,13.1678
2020-12-10,13.1678
2020-12-11,13.1678
2020-12-12,13.1678
2020-12-13,13.1678
2020-12-14,13.1678
2020-12-15,13.1678
2020-12-16,13.1678
2020-12-17,13.1678
2020-12-18,13.1678
2020-12-19,13.1678
2020-12-20,13.1678
2020-12-21,13.1678
2020-12-22,13.1678
2020-12-23,13.1678
2020-12-24,13.1678
2020-12-25,13.1678
2020-12-26,13.1678
2020-12-27,13.1678
2020-12-28,13.1678
2020-12-29,13.1678
2020-12-30,13.1678
2020-12-31,13.1678
2021-01-01,13.1678
2021-01-02,13.1678
2021-01-03,13.1678
2021-01-04,13.1678
2021-01-05,13.1678
2021-01-06,13.1678
2021-01-07,13.1678
2021-01-08,13.1678
2021-01-09,13.1678
2021-01-10,13.1678
2021-01-11,13.1678
2021-01-12,13.1678
2021-01-13,13.1678
2021-01-14,13.1678
2021-01-15,13.1678
2021-01-16,13.1678
2021-01-17,13.1678
2021-01-18,13.1678
2021-01-19,13.1678
2021-01-20,13.1678
2021-01-21,13.1678
2021-01-22,13.1678
2021-01-23,13.1678
2021-01-24,13.1678
2021-01-25,13.1678
2021-01-26,13.1678
2021-01-27,13.1678
2021-01-28,13.1678
2021-01-29,13.1678
2021-01-30,12.3188
2021-01-31,12.3188
2021-02-01,12.3188
2021-02-02,12.3188
2021-02-03,12.3188
2021-02-04,12.3188
2021-02-05,12.3188
2021-02-06,12.3188
2021-02-07,12.3188
2021-02-08,12.3188
2021-02-09,12.3188
2021-02-10,12.3188
2021-02-11,12.3188
2021-02-12,12.3188
2021-02-13,12.3188
2021-02-14,12.3188
2021-02-15,12.3188
2021-02-16,12.3188
2021-02-17,12.3188
2021-02-18,12.3188
2021-02-19,12.3188
2021-02-20,12.3188
2021-02-21,12.3188
2021-02-22,12.3188
2021-02-23,12.3188
2021-02-24,12.3188
2021-02-25,12.3188
2021-02-26,12.3188
2021-02-27,12.3188
2021-02-28,12.3188
2021-03-01,12.3188
2021-03-02,12.3188
2021-03-03,12.3188
2021-03-04,12.3188
2021-03-05,12.3188
2021-03-06,12.3188
2021-03-07,12.3188
2021-03-08,12.3188
2021-03-09,12.3188
2021-03-10,12.3188
2021-03-11,12.3188
2021-03-12,12.3188
2021-03-13,12.3188
2021-03-14,12.3188
2021-03-15,12.3188
2021-03-16,12.3188
2021-03-17,12.3188
2021-03-18,12.3188
2021-03-19,12.3188
2021-03-20,12.3188
2021-03-21,12.3188
2021-03-22,12.3188
2021-03-23,12.3188
2021-03-24,12.3188
2021-03-25,12.3188
2021-03-26,12.3188
2021-03-27,12.3188
2021-03-28,12.3188
2021-03-29,12.3188
2021-03-30,12.3188
2021-03-31,12.3188
2021-04-01,12.3188
2021-04-02,12.3188
2021-04-03,12.3188
2021-04-04,12.3188
2021-04-05,12.3188
2021-04-06,12.3188
2021-04-07,12.3188
2021-04-08,12.3188
2021-04-09,12.3188
2021-04-10,12.3188
2021-04-11,12.3188
2021-04-12,12.3188
2021-04-13,12.3188
2021-04-14,12.3188
2021-04-15,12.3188
2021-04-16,12.3188
2021-04-17,12.3188
2021-04-18,12.3188
2021-04-19,12.3188
2021-04-20,12.3188
2021-04-21,12.3188
2021-04-22,12.3188
2021-04-23,12.3188
2021-04-24,12.3188
2021-04-25,12.3188
2021-04-26,12.3188
2021-04-27,12.3188
2021-04-28,12.3188
2021-04-29,12.3188
2021-04-30,12.3188
2021-05-01,24.2413
2021-05-02,24.2413
2021-05-03,24.2413
2021-05-04,24.2413
2021-05-05,24.2413
2021-05-06,24.2413
2021-05-07,24.2413
2021-05-08,24.2413
2021-05-09,24.2413
2021-05-10,24.2413
2021-05-11,24.2413
2021-05-12,24.2413
2021-05-13,24.2413
2021-05-14,24.2413
2021-05-15,24.2413
2021-05-16,24.2413
2021-05-17,24.2413
2021-05-18,24.2413
2021-05-19,24.2413
2021-05-20,24.2413
2021-05-21,24.2413
2021-05-22,24.2413
2021-05-23,24.2413
2021-05-24,24.2413
2021-05-25,24.2413
2021-05-26,24.2413
2021-05-27,24.2413
2021-05-28,24.2413
2021-05-29,24.2413
2021-05-30,24.2413
2021-05-31,24.2413
2021-06-01,24.2413
2021-06-02,24.2413
2021-06-03,24.2413
2021-06-04,24.2413
2021-06-05,24.2413
2021-06-06,24.2413
2021-06-07,24.2413
2021-06-08,24.2413
2021-06-09,24.2413
2021-06-10,24.2413
2021-06-11,24.2413
2021-06-12,24.2413
2021-06-13,24.2413
2021-06-14,24.2413
2021-06-15,24.2413
2021-06-16,24.2413
2021-06-17,24.2413
2021-06-18,24.2413
2021-06-19,24.2413
2021-06-20,24.2413
2021-06-21,24.2413
2021-06-22,24.2413
2021-06-23,24.2413
2021-06-24,24.2413
2021-06-25,24.2413
2021-06-26,24.2413
2021-06-27,24.2413
2021-06-28,24.2413
2021-06-29,24.2413
2021-06-30,24.2413
2021-07-01,24.2413
2021-07-02,24.2413
2021-07-03,24.2413
2021-07-04,24.2413
2021-07-05,24.2413
2021-07-06,24.2413
2021-07-07,24.2413
2021-07-08,24.2413
2021-07-09,24.2413
2021-07-10,24.2413
2021-07-11,24.2413
2021-07-12,24.2413
2021-07-13,24.2413
2021-07-14,24.2413
2021-07-15,24.2413
2021-07-16,24.2413
2021-07-17,24.2413
2021-07-18,24.2413
2021-07-19,24.2413
2021-07-20,24.2413
2021-07-21,24.2413
2021-07-22,24.2413
2021-07-23,24.2413
2021-07-24,24.2413
2021-07-25,24.2413
2021-07-26,24.2413
2021-07-27,24.2413
2021-07-28,24.2413
2021-07-29,24.2413
2021-07-30,24.2413
2021-07-31,35.5463
2021-08-01,35.5463
2021-08-02,35.5463
2021-08-03,35.5463
2021-08-04,35.5463
2021-08-05,35.5463
2021-08-06,35.5463
2021-08-07,35.5463
2021-08-08,35.5463
2021-08-09,35.5463
2021-08-10,35.5463
2021-08-11,35.5463
2021-08-12,35.5463
2021-08-13,35.5463
2021-08-14,35.5463
2021-08-15,35.5463
2021-08-16,35.5463
2021-08-17,35.5463
2021-08-18,35.5463
2021-08-19,35.5463
2021-08-20,35.5463
2021-08-21,35.5463
2021-08-22,35.5463
2021-08-23,35.5463
2021-08-24,35.5463
2021-08-25,35.5463
2021-08-26,35.5463
2021-08-27,35.5463
2021-08-28,35.5463
2021-08-29,35.5463
2021-08-30,35.5463
2021-08-31,35.5463
2021-09-01,35.5463
2021-09-02,35.5463
2021-09-03,35.5463
2021-09-04,35.5463
2021-09-05,35.5463
2021-09-06,35.5463
2021-09-07,35.5463
2021-09-08,35.5463
2021-09-09,35.5463
2021-09-10,35.5463
2021-09-11,35.5463
2021-09-12,35.5463
2021-09-13,35.5463
2021-09-14,35.5463
2021-09-15,35.5463
2021-09-16,35.5463
2021-09-17,35.5463
2021-09-18,35.5463
2021-09-19,35.5463
2021-09-20,35.5463
2021-09-21,35.5463
2021-09-22,35.5463
2021-09-23,35.5463
2021-09-24,35.5463
2021-09-25,35.5463
2021-09-26,35.5463
2021-09-27,35.5463
2021-09-28,35.5463
2021-09-29,35.5463
2021-09-30,35.5463
2021-10-01,35.5463
2021-10-02,35.5463
2021-10-03,35.5463
2021-10-04,35.5463
2021-10-05,35.5463
2021-10-06,35.5463
2021-10-07,35.5463
2021-10-08,35.5463
2021-10-09,35.5463
2021-10-10,35.5463
2021-10-11,35.5463
2021-10-12,35.5463
2021-10-13,35.5463
2021-10-14,35.5463
2021-10-15,35.5463
2021-10-16,35.5463
2021-10-17,35.5463
2021-10-18,35.5463
2021-10-19,35.5463
2021-10-20,35.5463
2021-10-21,35.5463
2021-10-22,35.5463
2021-10-23,35.5463
2021-10-24,35.5463
2021-10-25,35.5463
2021-10-26,35.5463
2021-10-27,35.5463
2021-10-28,35.5463
2021-10-29,35.5463
2021-10-30,30.5198
2021-10-31,30.5198
2021-11-01,30.5198
2021-11-02,30.5198
2021-11-03,30.5198
2021-11-04,30.5198
2021-11-05,30.5198
2021-11-06,30.5198
2021-11-07,30.5198
2021-11-08,30.5198
2021-11-09,30.5198
2021-11-10,30.5198
2021-11-11,30.5198
2021-11-12,30.5198
2021-11-13,30.5198
2021-11-14,30.5198
2021-11-15,30.5198
2021-11-16,30.5198
2021-11-17,30.5198
2021-11-18,30.5198
2021-11-19,30.5198
2021-11-20,30.5198
2021-11-21,30.5198
2021-11-22,30.5198
2021-11-23,30.5198
2021-11-24,30.5198
2021-11-25,30.5198
2021-11-26,30.5198
2021-11-27,30.5198
2021-11-28,30.5198
2021-11-29,30.5198
2021-11-30,30.5198
2021-12-01,30.5198
2021-12-02,30.5198
2021-12-03,30.5198
2021-12-04,30.5198
2021-12-05,30.5198
2021-12-06,30.5198
2021-12-07,30.5198
2021-12-08,30.5198
2021-12-09,30.5198
2021-12-10,30.5198
2021-12-11,30.5198
2021-12-12,30.5198
2021-12-13,30.5198
2021-12-14,30.5198
2021-12-15,30.5198
2021-12-16,30.5198
2021-12-17,30.5198
2021-12-18,30.5198
2021-12-19,30.5198
2021-12-20,30.5198
2021-12-21,30.5198
2021-12-22,30.5198
2021-12-23,30.5198
2021-12-24,30.5198
2021-12-25,30.5198
2021-12-26,30.5198
2021-12-27,30.5198
2021-12-28,30.5198
2021-12-29,30.5198
2021-12-30,30.5198
2021-12-31,30.5198
2022-01-01,30.5198
2022-01-02,30.5198
2022-01-03,30.5198
2022-01-04,30.5198
2022-01-05,30.5198
2022-01-06,30.5198
2022-01-07,30.5198
2022-01-08,30.5198
2022-01-09,30.5198
2022-01-10,30.5198
2022-01-11,30.5198
2022-01-12,30.5198
2022-01-13,30.5198
2022-01-14,30.5198
2022-01-15,30.5198
2022-01-16,30.5198
2022-01-17,30.5198
2022-01-18,30.5198
2022-01-19,30.5198
2022-01-20,30.5198
2022-01-21,30.5198
2022-01-22,30.5198
2022-01-23,30.5198
2022-01-24,30.5198
2022-01-25,30.5198
2022-01-26,30.5198
2022-01-27,30.5198
2022-01-28,30.5198
2022-01-29,29.7171
2022-01-30,29.7171
2022-01-31,29.7171
2022-02-01,29.7171
2022-02-02,29.7171
2022-02-03,29.7171
2022-02-04,29.7171
2022-02-05,29.7171
2022-02-06,29.7171
2022-02-07,29.7171
2022-02-08,29.7171
2022-02-09,29.7171
2022-02-10,29.7171
2022-02-11,29.7171
2022-02-12,29.7171
2022-02-13,29.7171
2022-02-14,29.7171
2022-02-15,29.7171
2022-02-16,29.7171
2022-02-17,29.7171
2022-02-18,29.7171
2022-02-19,29.7171
2022-02-20,29.7171
2022-02-21,29.7171
2022-02-22,29.7171
2022-02-23,29.7171
2022-02-24,29.7171
2022-02-25,29.7171
2022-02-26,29.7171
2022-02-27,29.7171
2022-02-28,29.7171
2022-03-01,29.7171
2022-03-02,29.7171
2022-03-03,29.7171
2022-03-04,29.7171
2022-03-05,29.7171
2022-03-06,29.7171
2022-03-07,29.7171
2022-03-08,29.7171
2022-03-09,29.7171
2022-03-10,29.7171
2022-03-11,29.7171
2022-03-12,29.7171
2022-03-13,29.7171
2022-03-14,29.7171
2022-03-15,29.7171
2022-03-16,29.7171
2022-03-17,29.7171
2022-03-18,29.7171
2022-03-19,29.7171
2022-03-20,29.7171
2022-03-21,29.7171
2022-03-22,29.7171
2022-03-23,29.7171
2022-03-24,29.7171
2022-03-25,29.7171
2022-03-26,29.7171
2022-03-27,29.7171
2022-03-28,29.7171
2022-03-29,29.7171
2022-03-30,29.7171
2022-03-31,29.7171
2022-04-01,29.7171
2022-04-02,29.7171
2022-04-03,29.7171
2022-04-04,29.7171
2022-04-05,29.7171
2022-04-06,29.7171
2022-04-07,29.7171
2022-04-08,29.7171
2022-04-09,29.7171
2022-04-10,29.7171
2022-04-11,29.7171
2022-04-12,29.7171
2022-04-13,29.7171
2022-04-14,29.7171
2022-04-15,29.7171
2022-04-16,29.7171
2022-04-17,29.7171
2022-04-18,29.7171
2022-04-19,29.7171
2022-04-20,29.7171
2022-04-21,29.7171
2022-04-22,29.7171
2022-04-23,29.7171
2022-04-24,29.7171
2022-04-25,29.7171
2022-04-26,29.7171
2022-04-27,29.7171
2022-04-28,29.7171
2022-04-29,29.7171
2022-04-30,26.8535
2022-05-01,26.8535
2022-05-02,26.8535
2022-05-03,26.8535
2022-05-04,26.8535
2022-05-05,26.8535
2022-05-06,26.8535
2022-05-07,26.8535
2022-05-08,26.8535
2022-05-09,26.8535
2022-05-10,26.8535
2022-05-11,26.8535
2022-05-12,26.8535
2022-05-13,26.8535
2022-05-14,26.8535
2022-05-15,26.8535
2022-05-16,26.8535
2022-05-17,26.8535
2022-05-18,26.8535
2022-05-19,26.8535
2022-05-20,26.8535
2022-05-21,26.8535
2022-05-22,26.8535
2022-05-23,26.8535
2022-05-24,26.8535
2022-05-25,26.8535
2022-05-26,26.8535
2022-05-27,26.8535
2022-05-28,26.8535
2022-05-29,26.8535
2022-05-30,26.8535
2022-05-31,26.8535
2022-06-01,26.8535
2022-06-02,26.8535
2022-06-03,26.8535
2022-06-04,26.8535
2022-06-05,26.8535
2022-06-06,26.8535
2022-06-07,26.8535
2022-06-08,26.8535
2022-06-09,26.8535
2022-06-10,26.8535
2022-06-11,26.8535
2022-06-12,26.8535
2022-06-13,26.8535
2022-06-14,26.8535
2022-06-15,26.8535
2022-06-16,26.8535
2022-06-17,26.8535
2022-06-18,26.8535
2022-06-19,26.8535
2022-06-20,26.8535
2022-06-21,26.8535
2022-06-22,26.8535
2022-06-23,26.8535
2022-06-24,26.8535
2022-06-25,26.8535
2022-06-26,26.8535
2022-06-27,26.8535
2022-06-28,26.8535
2022-06-29,26.8535
2022-06-30,26.8535
2022-07-01,26.8535
2022-07-02,26.8535
2022-07-03,26.8535
2022-07-04,26.8535
2022-07-05,26.8535
2022-07-06,26.8535
2022-07-07,26.8535
2022-07-08,26.8535
2022-07-09,26.8535
2022-07-10,26.8535
2022-07-11,26.8535
2022-07-12,26.8535
2022-07-13,26.8535
2022-07-14,26.8535
2022-07-15,26.8535
2022-07-16,26.8535
2022-07-17,26.8535
2022-07-18,26.8535
2022-07-19,26.8535
2022-07-20,26.8535
2022-07-21,26.8535
2022-07-22,26.8535
2022-07-23,26.8535
2022-07-24,26.8535
2022-07-25,26.8535
2022-07-26,26.8535
2022-07-27,26.8535
2022-07-28,26.8535
2022-07-29,26.8535
2022-07-30,14.9099
2022-07-31,14.9099
2022-08-01,14.9099
2022-08-02,14.9099
2022-08-03,14.9099
2022-08-04,14.9099
2022-08-05,14.9099
2022-08-06,14.9099
2022-08-07,14.9099
2022-08-08,14.9099
2022-08-09,14.9099
2022-08-10,14.9099
2022-08-11,14.9099
2022-08-12,14.9099
2022-08-13,14.9099
2022-08-14,14.9099
2022-08-15,14.9099
2022-08-16,14.9099
2022-08-17,14.9099
2022-08-18,14.9099
2022-08-19,14.9099
2022-08-20,14.9099
2022-08-21,14.9099
2022-08-22,14.9099
2022-08-23,14.9099
2022-08-24,14.9099
2022-08-25,14.9099
2022-08-26,14.9099
2022-08-27,14.9099
2022-08-28,14.9099
2022-08-29,14.9099
2022-08-30,14.9099
2022-08-31,14.9099
2022-09-01,14.9099
2022-09-02,14.9099
2022-09-03,14.9099
2022-09-04,14.9099
2022-09-05,14.9099
2022-09-06,14.9099
2022-09-07,14.9099
2022-09-08,14.9099
2022-09-09,14.9099
2022-09-10,14.9099
2022-09-11,14.9099
2022-09-12,14.9099
2022-09-13,14.9099
2022-09-14,14.9099
2022-09-15,14.9099
2022-09-16,14.9099
2022-09-17,14.9099
2022-09-18,14.9099
2022-09-19,14.9099
2022-09-20,14.9099
2022-09-21,14.9099
2022-09-22,14.9099
2022-09-23,14.9099
2022-09-24,14.9099
2022-09-25,14.9099
2022-09-26,14.9099
2022-09-27,14.9099
2022-09-28,14.9099
2022-09-29,14.9099
2022-09-30,14.9099
2022-10-01,14.9099
2022-10-02,14.9099
2022-10-03,14.9099
2022-10-04,14.9099
2022-10-05,14.9099
2022-10-06,14.9099
2022-10-07,14.9099
2022-10-08,14.9099
2022-10-09,14.9099
2022-10-10,14.9099
2022-10-11,14.9099
2022-10-12,14.9099
2022-10-13,14.9099
2022-10-14,14.9099
2022-10-15,14.9099
2022-10-16,14.9099
2022-10-17,14.9099
2022-10-18,14.9099
2022-10-19,14.9099
2022-10-20,14.9099
2022-10-21,14.9099
2022-10-22,14.9099
2022-10-23,14.9099
2022-10-24,14.9099
2022-10-25,14.9099
2022-10-26,14.9099
2022-10-27,14.9099
2022-10-28,14.9099
2022-10-29,12.9306
2022-10-30,12.9306
2022-10-31,12.9306
2022-11-01,12.9306
2022-11-02,12.9306
2022-11-03,12.9306
2022-11-04,12.9306
2022-11-05,12.9306
2022-11-06,12.9306
2022-11-07,12.9306
2022-11-08,12.9306
2022-11-09,12.9306
2022-11-10,12.9306
2022-11-11,12.9306
2022-11-12,12.9306
2022-11-13,12.9306
2022-11-14,12.9306
2022-11-15,12.9306
2022-11-16,12.9306
2022-11-17,12.9306
2022-11-18,12.9306
2022-11-19,12.9306
2022-11-20,12.9306
2022-11-21,12.9306
2022-11-22,12.9306
2022-11-23,12.9306
2022-11-24,12.9306
2022-11-25,12.9306
2022-11-26,12.9306
2022-11-27,12.9306
2022-11-28,12.9306
2022-11-29,12.9306
2022-11-30,12.9306
2022-12-01,12.9306
2022-12-02,12.9306
2022-12-03,12.9306
2022-12-04,12.9306
2022-12-05,12.9306
2022-12-06,12.9306
2022-12-07,12.9306
2022-12-08,12.9306
2022-12-09,12.9306
2022-12-10,12.9306
2022-12-11,12.9306
2022-12-12,12.9306
2022-12-13,12.9306
2022-12-14,12.9306
2022-12-15,12.9306
2022-12-16,12.9306
2022-12-17,12.9306
2022-12-18,12.9306
2022-12-19,12.9306
2022-12-20,12.9306
2022-12-21,12.9306
2022-12-22,12.9306
2022-12-23,12.9306
2022-12-24,12.9306
2022-12-25,12.9306
2022-12-26,12.9306
2022-12-27,12.9306
2022-12-28,12.9306
2022-12-29,12.9306
2022-12-30,12.9306
2022-12-31,12.9306
2023-01-01,12.9306
2023-01-02,12.9306
2023-01-03,12.9306
2023-01-04,12.9306
2023-01-05,12.9306
2023-01-06,12.9306
2023-01-07,12.9306
2023-01-08,12.9306
2023-01-09,12.9306
2023-01-10,12.9306
2023-01-11,12.9306
2023-01-12,12.9306
2023-01-13,12.9306
2023-01-14,12.9306
2023-01-15,12.9306
2023-01-16,12.9306
2023-01-17,12.9306
2023-01-18,12.9306
2023-01-19,12.9306
2023-01-20,12.9306
2023-01-21,12.9306
2023-01-22,12.9306
2023-01-23,12.9306
2023-01-24,12.9306
2023-01-25,12.9306
2023-01-26,12.9306
2023-01-27,12.9306
2023-01-28,10.4715
2023-01-29,10.4715
2023-01-30,10.4715
2023-01-31,10.4715
2023-02-01,10.4715
2023-02-02,10.4715
2023-02-03,10.4715
2023-02-04,10.4715
2023-02-05,10.4715
2023-02-06,10.4715
2023-02-07,10.4715
2023-02-08,10.4715
2023-02-09,10.4715
2023-02-10,10.4715
2023-02-11,10.4715
2023-02-12,10.4715
2023-02-13,10.4715
2023-02-14,10.4715
2023-02-15,10.4715
2023-02-16,10.4715
2023-02-17,10.4715
2023-02-18,10.4715
2023-02-19,10.4715
2023-02-20,10.4715
2023-02-21,10.4715
2023-02-22,10.4715
2023-02-23,10.4715
2023-02-24,10.4715
2023-02-25,10.4715
2023-02-26,10.4715
2023-02-27,10.4715
2023-02-28,10.4715
2023-03-01,10.4715
2023-03-02,10.4715
2023-03-03,10.4715
2023-03-04,10.4715
2023-03-05,10.4715
2023-03-06,10.4715
2023-03-07,10.4715
2023-03-08,10.4715
2023-03-09,10.4715
