,SEIC US Equity
2020-12-11,26.2263
2020-12-12,26.2263
2020-12-13,26.2263
2020-12-14,26.2263
2020-12-15,26.2263
2020-12-16,26.2263
2020-12-17,26.2263
2020-12-18,26.2263
2020-12-19,26.2263
2020-12-20,26.2263
2020-12-21,26.2263
2020-12-22,26.2263
2020-12-23,26.2263
2020-12-24,26.2263
2020-12-25,26.2263
2020-12-26,26.2263
2020-12-27,26.2263
2020-12-28,26.2263
2020-12-29,26.2263
2020-12-30,26.2263
2020-12-31,25.7158
2021-01-01,25.7158
2021-01-02,25.7158
2021-01-03,25.7158
2021-01-04,25.7158
2021-01-05,25.7158
2021-01-06,25.7158
2021-01-07,25.7158
2021-01-08,25.7158
2021-01-09,25.7158
2021-01-10,25.7158
2021-01-11,25.7158
2021-01-12,25.7158
2021-01-13,25.7158
2021-01-14,25.7158
2021-01-15,25.7158
2021-01-16,25.7158
2021-01-17,25.7158
2021-01-18,25.7158
2021-01-19,25.7158
2021-01-20,25.7158
2021-01-21,25.7158
2021-01-22,25.7158
2021-01-23,25.7158
2021-01-24,25.7158
2021-01-25,25.7158
2021-01-26,25.7158
2021-01-27,25.7158
2021-01-28,25.7158
2021-01-29,25.7158
2021-01-30,25.7158
2021-01-31,25.7158
2021-02-01,25.7158
2021-02-02,25.7158
2021-02-03,25.7158
2021-02-04,25.7158
2021-02-05,25.7158
2021-02-06,25.7158
2021-02-07,25.7158
2021-02-08,25.7158
2021-02-09,25.7158
2021-02-10,25.7158
2021-02-11,25.7158
2021-02-12,25.7158
2021-02-13,25.7158
2021-02-14,25.7158
2021-02-15,25.7158
2021-02-16,25.7158
2021-02-17,25.7158
2021-02-18,25.7158
2021-02-19,25.7158
2021-02-20,25.7158
2021-02-21,25.7158
2021-02-22,25.7158
2021-02-23,25.7158
2021-02-24,25.7158
2021-02-25,25.7158
2021-02-26,25.7158
2021-02-27,25.7158
2021-02-28,25.7158
2021-03-01,25.7158
2021-03-02,25.7158
2021-03-03,25.7158
2021-03-04,25.7158
2021-03-05,25.7158
2021-03-06,25.7158
2021-03-07,25.7158
2021-03-08,25.7158
2021-03-09,25.7158
2021-03-10,25.7158
2021-03-11,25.7158
2021-03-12,25.7158
2021-03-13,25.7158
2021-03-14,25.7158
2021-03-15,25.7158
2021-03-16,25.7158
2021-03-17,25.7158
2021-03-18,25.7158
2021-03-19,25.7158
2021-03-20,25.7158
2021-03-21,25.7158
2021-03-22,25.7158
2021-03-23,25.7158
2021-03-24,25.7158
2021-03-25,25.7158
2021-03-26,25.7158
2021-03-27,25.7158
2021-03-28,25.7158
2021-03-29,25.7158
2021-03-30,25.7158
2021-03-31,26.24
2021-04-01,26.24
2021-04-02,26.24
2021-04-03,26.24
2021-04-04,26.24
2021-04-05,26.24
2021-04-06,26.24
2021-04-07,26.24
2021-04-08,26.24
2021-04-09,26.24
2021-04-10,26.24
2021-04-11,26.24
2021-04-12,26.24
2021-04-13,26.24
2021-04-14,26.24
2021-04-15,26.24
2021-04-16,26.24
2021-04-17,26.24
2021-04-18,26.24
2021-04-19,26.24
2021-04-20,26.24
2021-04-21,26.24
2021-04-22,26.24
2021-04-23,26.24
2021-04-24,26.24
2021-04-25,26.24
2021-04-26,26.24
2021-04-27,26.24
2021-04-28,26.24
2021-04-29,26.24
2021-04-30,26.24
2021-05-01,26.24
2021-05-02,26.24
2021-05-03,26.24
2021-05-04,26.24
2021-05-05,26.24
2021-05-06,26.24
2021-05-07,26.24
2021-05-08,26.24
2021-05-09,26.24
2021-05-10,26.24
2021-05-11,26.24
2021-05-12,26.24
2021-05-13,26.24
2021-05-14,26.24
2021-05-15,26.24
2021-05-16,26.24
2021-05-17,26.24
2021-05-18,26.24
2021-05-19,26.24
2021-05-20,26.24
2021-05-21,26.24
2021-05-22,26.24
2021-05-23,26.24
2021-05-24,26.24
2021-05-25,26.24
2021-05-26,26.24
2021-05-27,26.24
2021-05-28,26.24
2021-05-29,26.24
2021-05-30,26.24
2021-05-31,26.24
2021-06-01,26.24
2021-06-02,26.24
2021-06-03,26.24
2021-06-04,26.24
2021-06-05,26.24
2021-06-06,26.24
2021-06-07,26.24
2021-06-08,26.24
2021-06-09,26.24
2021-06-10,26.24
2021-06-11,26.24
2021-06-12,26.24
2021-06-13,26.24
2021-06-14,26.24
2021-06-15,26.24
2021-06-16,26.24
2021-06-17,26.24
2021-06-18,26.24
2021-06-19,26.24
2021-06-20,26.24
2021-06-21,26.24
2021-06-22,26.24
2021-06-23,26.24
2021-06-24,26.24
2021-06-25,26.24
2021-06-26,26.24
2021-06-27,26.24
2021-06-28,26.24
2021-06-29,26.24
2021-06-30,28.4686
2021-07-01,28.4686
2021-07-02,28.4686
2021-07-03,28.4686
2021-07-04,28.4686
2021-07-05,28.4686
2021-07-06,28.4686
2021-07-07,28.4686
2021-07-08,28.4686
2021-07-09,28.4686
2021-07-10,28.4686
2021-07-11,28.4686
2021-07-12,28.4686
2021-07-13,28.4686
2021-07-14,28.4686
2021-07-15,28.4686
2021-07-16,28.4686
2021-07-17,28.4686
2021-07-18,28.4686
2021-07-19,28.4686
2021-07-20,28.4686
2021-07-21,28.4686
2021-07-22,28.4686
2021-07-23,28.4686
2021-07-24,28.4686
2021-07-25,28.4686
2021-07-26,28.4686
2021-07-27,28.4686
2021-07-28,28.4686
2021-07-29,28.4686
2021-07-30,28.4686
2021-07-31,28.4686
2021-08-01,28.4686
2021-08-02,28.4686
2021-08-03,28.4686
2021-08-04,28.4686
2021-08-05,28.4686
2021-08-06,28.4686
2021-08-07,28.4686
2021-08-08,28.4686
2021-08-09,28.4686
2021-08-10,28.4686
2021-08-11,28.4686
2021-08-12,28.4686
2021-08-13,28.4686
2021-08-14,28.4686
2021-08-15,28.4686
2021-08-16,28.4686
2021-08-17,28.4686
2021-08-18,28.4686
2021-08-19,28.4686
2021-08-20,28.4686
2021-08-21,28.4686
2021-08-22,28.4686
2021-08-23,28.4686
2021-08-24,28.4686
2021-08-25,28.4686
2021-08-26,28.4686
2021-08-27,28.4686
2021-08-28,28.4686
2021-08-29,28.4686
2021-08-30,28.4686
2021-08-31,28.4686
2021-09-01,28.4686
2021-09-02,28.4686
2021-09-03,28.4686
2021-09-04,28.4686
2021-09-05,28.4686
2021-09-06,28.4686
2021-09-07,28.4686
2021-09-08,28.4686
2021-09-09,28.4686
2021-09-10,28.4686
2021-09-11,28.4686
2021-09-12,28.4686
2021-09-13,28.4686
2021-09-14,28.4686
2021-09-15,28.4686
2021-09-16,28.4686
2021-09-17,28.4686
2021-09-18,28.4686
2021-09-19,28.4686
2021-09-20,28.4686
2021-09-21,28.4686
2021-09-22,28.4686
2021-09-23,28.4686
2021-09-24,28.4686
2021-09-25,28.4686
2021-09-26,28.4686
2021-09-27,28.4686
2021-09-28,28.4686
2021-09-29,28.4686
2021-09-30,29.5541
2021-10-01,29.5541
2021-10-02,29.5541
2021-10-03,29.5541
2021-10-04,29.5541
2021-10-05,29.5541
2021-10-06,29.5541
2021-10-07,29.5541
2021-10-08,29.5541
2021-10-09,29.5541
2021-10-10,29.5541
2021-10-11,29.5541
2021-10-12,29.5541
2021-10-13,29.5541
2021-10-14,29.5541
2021-10-15,29.5541
2021-10-16,29.5541
2021-10-17,29.5541
2021-10-18,29.5541
2021-10-19,29.5541
2021-10-20,29.5541
2021-10-21,29.5541
2021-10-22,29.5541
2021-10-23,29.5541
2021-10-24,29.5541
2021-10-25,29.5541
2021-10-26,29.5541
2021-10-27,29.5541
2021-10-28,29.5541
2021-10-29,29.5541
2021-10-30,29.5541
2021-10-31,29.5541
2021-11-01,29.5541
2021-11-02,29.5541
2021-11-03,29.5541
2021-11-04,29.5541
2021-11-05,29.5541
2021-11-06,29.5541
2021-11-07,29.5541
2021-11-08,29.5541
2021-11-09,29.5541
2021-11-10,29.5541
2021-11-11,29.5541
2021-11-12,29.5541
2021-11-13,29.5541
2021-11-14,29.5541
2021-11-15,29.5541
2021-11-16,29.5541
2021-11-17,29.5541
2021-11-18,29.5541
2021-11-19,29.5541
2021-11-20,29.5541
2021-11-21,29.5541
2021-11-22,29.5541
2021-11-23,29.5541
2021-11-24,29.5541
2021-11-25,29.5541
2021-11-26,29.5541
2021-11-27,29.5541
2021-11-28,29.5541
2021-11-29,29.5541
2021-11-30,29.5541
2021-12-01,29.5541
2021-12-02,29.5541
2021-12-03,29.5541
2021-12-04,29.5541
2021-12-05,29.5541
2021-12-06,29.5541
2021-12-07,29.5541
2021-12-08,29.5541
2021-12-09,29.5541
2021-12-10,29.5541
2021-12-11,29.5541
2021-12-12,29.5541
2021-12-13,29.5541
2021-12-14,29.5541
2021-12-15,29.5541
2021-12-16,29.5541
2021-12-17,29.5541
2021-12-18,29.5541
2021-12-19,29.5541
2021-12-20,29.5541
2021-12-21,29.5541
2021-12-22,29.5541
2021-12-23,29.5541
2021-12-24,29.5541
2021-12-25,29.5541
2021-12-26,29.5541
2021-12-27,29.5541
2021-12-28,29.5541
2021-12-29,29.5541
2021-12-30,29.5541
2021-12-31,30.3606
2022-01-01,30.3606
2022-01-02,30.3606
2022-01-03,30.3606
2022-01-04,30.3606
2022-01-05,30.3606
2022-01-06,30.3606
2022-01-07,30.3606
2022-01-08,30.3606
2022-01-09,30.3606
2022-01-10,30.3606
2022-01-11,30.3606
2022-01-12,30.3606
2022-01-13,30.3606
2022-01-14,30.3606
2022-01-15,30.3606
2022-01-16,30.3606
2022-01-17,30.3606
2022-01-18,30.3606
2022-01-19,30.3606
2022-01-20,30.3606
2022-01-21,30.3606
2022-01-22,30.3606
2022-01-23,30.3606
2022-01-24,30.3606
2022-01-25,30.3606
2022-01-26,30.3606
2022-01-27,30.3606
2022-01-28,30.3606
2022-01-29,30.3606
2022-01-30,30.3606
2022-01-31,30.3606
2022-02-01,30.3606
2022-02-02,30.3606
2022-02-03,30.3606
2022-02-04,30.3606
2022-02-05,30.3606
2022-02-06,30.3606
2022-02-07,30.3606
2022-02-08,30.3606
2022-02-09,30.3606
2022-02-10,30.3606
2022-02-11,30.3606
2022-02-12,30.3606
2022-02-13,30.3606
2022-02-14,30.3606
2022-02-15,30.3606
2022-02-16,30.3606
2022-02-17,30.3606
2022-02-18,30.3606
2022-02-19,30.3606
2022-02-20,30.3606
2022-02-21,30.3606
2022-02-22,30.3606
2022-02-23,30.3606
2022-02-24,30.3606
2022-02-25,30.3606
2022-02-26,30.3606
2022-02-27,30.3606
2022-02-28,30.3606
2022-03-01,30.3606
2022-03-02,30.3606
2022-03-03,30.3606
2022-03-04,30.3606
2022-03-05,30.3606
2022-03-06,30.3606
2022-03-07,30.3606
2022-03-08,30.3606
2022-03-09,30.3606
2022-03-10,30.3606
2022-03-11,30.3606
2022-03-12,30.3606
2022-03-13,30.3606
2022-03-14,30.3606
2022-03-15,30.3606
2022-03-16,30.3606
2022-03-17,30.3606
2022-03-18,30.3606
2022-03-19,30.3606
2022-03-20,30.3606
2022-03-21,30.3606
2022-03-22,30.3606
2022-03-23,30.3606
2022-03-24,30.3606
2022-03-25,30.3606
2022-03-26,30.3606
2022-03-27,30.3606
2022-03-28,30.3606
2022-03-29,30.3606
2022-03-30,30.3606
2022-03-31,31.9516
2022-04-01,31.9516
2022-04-02,31.9516
2022-04-03,31.9516
2022-04-04,31.9516
2022-04-05,31.9516
2022-04-06,31.9516
2022-04-07,31.9516
2022-04-08,31.9516
2022-04-09,31.9516
2022-04-10,31.9516
2022-04-11,31.9516
2022-04-12,31.9516
2022-04-13,31.9516
2022-04-14,31.9516
2022-04-15,31.9516
2022-04-16,31.9516
2022-04-17,31.9516
2022-04-18,31.9516
2022-04-19,31.9516
2022-04-20,31.9516
2022-04-21,31.9516
2022-04-22,31.9516
2022-04-23,31.9516
2022-04-24,31.9516
2022-04-25,31.9516
2022-04-26,31.9516
2022-04-27,31.9516
2022-04-28,31.9516
2022-04-29,31.9516
2022-04-30,31.9516
2022-05-01,31.9516
2022-05-02,31.9516
2022-05-03,31.9516
2022-05-04,31.9516
2022-05-05,31.9516
2022-05-06,31.9516
2022-05-07,31.9516
2022-05-08,31.9516
2022-05-09,31.9516
2022-05-10,31.9516
2022-05-11,31.9516
2022-05-12,31.9516
2022-05-13,31.9516
2022-05-14,31.9516
2022-05-15,31.9516
2022-05-16,31.9516
2022-05-17,31.9516
2022-05-18,31.9516
2022-05-19,31.9516
2022-05-20,31.9516
2022-05-21,31.9516
2022-05-22,31.9516
2022-05-23,31.9516
2022-05-24,31.9516
2022-05-25,31.9516
2022-05-26,31.9516
2022-05-27,31.9516
2022-05-28,31.9516
2022-05-29,31.9516
2022-05-30,31.9516
2022-05-31,31.9516
2022-06-01,31.9516
2022-06-02,31.9516
2022-06-03,31.9516
2022-06-04,31.9516
2022-06-05,31.9516
2022-06-06,31.9516
2022-06-07,31.9516
2022-06-08,31.9516
2022-06-09,31.9516
2022-06-10,31.9516
2022-06-11,31.9516
2022-06-12,31.9516
2022-06-13,31.9516
2022-06-14,31.9516
2022-06-15,31.9516
2022-06-16,31.9516
2022-06-17,31.9516
2022-06-18,31.9516
2022-06-19,31.9516
2022-06-20,31.9516
2022-06-21,31.9516
2022-06-22,31.9516
2022-06-23,31.9516
2022-06-24,31.9516
2022-06-25,31.9516
2022-06-26,31.9516
2022-06-27,31.9516
2022-06-28,31.9516
2022-06-29,31.9516
2022-06-30,31.3829
2022-07-01,31.3829
2022-07-02,31.3829
2022-07-03,31.3829
2022-07-04,31.3829
2022-07-05,31.3829
2022-07-06,31.3829
2022-07-07,31.3829
2022-07-08,31.3829
2022-07-09,31.3829
2022-07-10,31.3829
2022-07-11,31.3829
2022-07-12,31.3829
2022-07-13,31.3829
2022-07-14,31.3829
2022-07-15,31.3829
2022-07-16,31.3829
2022-07-17,31.3829
2022-07-18,31.3829
2022-07-19,31.3829
2022-07-20,31.3829
2022-07-21,31.3829
2022-07-22,31.3829
2022-07-23,31.3829
2022-07-24,31.3829
2022-07-25,31.3829
2022-07-26,31.3829
2022-07-27,31.3829
2022-07-28,31.3829
2022-07-29,31.3829
2022-07-30,31.3829
2022-07-31,31.3829
2022-08-01,31.3829
2022-08-02,31.3829
2022-08-03,31.3829
2022-08-04,31.3829
2022-08-05,31.3829
2022-08-06,31.3829
2022-08-07,31.3829
2022-08-08,31.3829
2022-08-09,31.3829
2022-08-10,31.3829
2022-08-11,31.3829
2022-08-12,31.3829
2022-08-13,31.3829
2022-08-14,31.3829
2022-08-15,31.3829
2022-08-16,31.3829
2022-08-17,31.3829
2022-08-18,31.3829
2022-08-19,31.3829
2022-08-20,31.3829
2022-08-21,31.3829
2022-08-22,31.3829
2022-08-23,31.3829
2022-08-24,31.3829
2022-08-25,31.3829
2022-08-26,31.3829
2022-08-27,31.3829
2022-08-28,31.3829
2022-08-29,31.3829
2022-08-30,31.3829
2022-08-31,31.3829
2022-09-01,31.3829
2022-09-02,31.3829
2022-09-03,31.3829
2022-09-04,31.3829
2022-09-05,31.3829
2022-09-06,31.3829
2022-09-07,31.3829
2022-09-08,31.3829
2022-09-09,31.3829
2022-09-10,31.3829
2022-09-11,31.3829
2022-09-12,31.3829
2022-09-13,31.3829
2022-09-14,31.3829
2022-09-15,31.3829
2022-09-16,31.3829
2022-09-17,31.3829
2022-09-18,31.3829
2022-09-19,31.3829
2022-09-20,31.3829
2022-09-21,31.3829
2022-09-22,31.3829
2022-09-23,31.3829
2022-09-24,31.3829
2022-09-25,31.3829
2022-09-26,31.3829
2022-09-27,31.3829
2022-09-28,31.3829
2022-09-29,31.3829
2022-09-30,26.9899
2022-10-01,26.9899
2022-10-02,26.9899
2022-10-03,26.9899
2022-10-04,26.9899
2022-10-05,26.9899
2022-10-06,26.9899
2022-10-07,26.9899
2022-10-08,26.9899
2022-10-09,26.9899
2022-10-10,26.9899
2022-10-11,26.9899
2022-10-12,26.9899
2022-10-13,26.9899
2022-10-14,26.9899
2022-10-15,26.9899
2022-10-16,26.9899
2022-10-17,26.9899
2022-10-18,26.9899
2022-10-19,26.9899
2022-10-20,26.9899
2022-10-21,26.9899
2022-10-22,26.9899
2022-10-23,26.9899
2022-10-24,26.9899
2022-10-25,26.9899
2022-10-26,26.9899
2022-10-27,26.9899
2022-10-28,26.9899
2022-10-29,26.9899
2022-10-30,26.9899
2022-10-31,26.9899
2022-11-01,26.9899
2022-11-02,26.9899
2022-11-03,26.9899
2022-11-04,26.9899
2022-11-05,26.9899
2022-11-06,26.9899
2022-11-07,26.9899
2022-11-08,26.9899
2022-11-09,26.9899
2022-11-10,26.9899
2022-11-11,26.9899
2022-11-12,26.9899
2022-11-13,26.9899
2022-11-14,26.9899
2022-11-15,26.9899
2022-11-16,26.9899
2022-11-17,26.9899
2022-11-18,26.9899
2022-11-19,26.9899
2022-11-20,26.9899
2022-11-21,26.9899
2022-11-22,26.9899
2022-11-23,26.9899
2022-11-24,26.9899
2022-11-25,26.9899
2022-11-26,26.9899
2022-11-27,26.9899
2022-11-28,26.9899
2022-11-29,26.9899
2022-11-30,26.9899
2022-12-01,26.9899
2022-12-02,26.9899
2022-12-03,26.9899
2022-12-04,26.9899
2022-12-05,26.9899
2022-12-06,26.9899
2022-12-07,26.9899
2022-12-08,26.9899
2022-12-09,26.9899
2022-12-10,26.9899
2022-12-11,26.9899
2022-12-12,26.9899
2022-12-13,26.9899
2022-12-14,26.9899
2022-12-15,26.9899
2022-12-16,26.9899
2022-12-17,26.9899
2022-12-18,26.9899
2022-12-19,26.9899
2022-12-20,26.9899
2022-12-21,26.9899
2022-12-22,26.9899
2022-12-23,26.9899
2022-12-24,26.9899
2022-12-25,26.9899
2022-12-26,26.9899
2022-12-27,26.9899
2022-12-28,26.9899
2022-12-29,26.9899
2022-12-30,26.9899
2022-12-31,24.9289
2023-01-01,24.9289
2023-01-02,24.9289
2023-01-03,24.9289
2023-01-04,24.9289
2023-01-05,24.9289
2023-01-06,24.9289
2023-01-07,24.9289
2023-01-08,24.9289
2023-01-09,24.9289
2023-01-10,24.9289
2023-01-11,24.9289
2023-01-12,24.9289
2023-01-13,24.9289
2023-01-14,24.9289
2023-01-15,24.9289
2023-01-16,24.9289
2023-01-17,24.9289
2023-01-18,24.9289
2023-01-19,24.9289
2023-01-20,24.9289
2023-01-21,24.9289
2023-01-22,24.9289
2023-01-23,24.9289
2023-01-24,24.9289
2023-01-25,24.9289
2023-01-26,24.9289
2023-01-27,24.9289
2023-01-28,24.9289
2023-01-29,24.9289
2023-01-30,24.9289
2023-01-31,24.9289
2023-02-01,24.9289
2023-02-02,24.9289
2023-02-03,24.9289
2023-02-04,24.9289
2023-02-05,24.9289
2023-02-06,24.9289
2023-02-07,24.9289
2023-02-08,24.9289
2023-02-09,24.9289
2023-02-10,24.9289
2023-02-11,24.9289
2023-02-12,24.9289
2023-02-13,24.9289
2023-02-14,24.9289
2023-02-15,24.9289
2023-02-16,24.9289
2023-02-17,24.9289
2023-02-18,24.9289
2023-02-19,24.9289
2023-02-20,24.9289
2023-02-21,24.9289
2023-02-22,24.9289
2023-02-23,24.9289
2023-02-24,24.9289
2023-02-25,24.9289
2023-02-26,24.9289
2023-02-27,24.9289
2023-02-28,24.9289
2023-03-01,24.9289
2023-03-02,24.9289
2023-03-03,24.9289
2023-03-04,24.9289
2023-03-05,24.9289
2023-03-06,24.9289
2023-03-07,24.9289
2023-03-08,24.9289
2023-03-09,24.9289
2023-03-10,24.9289
2023-03-11,24.9289
2023-03-12,24.9289
2023-03-13,24.9289
2023-03-14,24.9289
2023-03-15,24.9289
2023-03-16,24.9289
2023-03-17,24.9289
2023-03-18,24.9289
2023-03-19,24.9289
2023-03-20,24.9289
2023-03-21,24.9289
2023-03-22,24.9289
2023-03-23,24.9289
2023-03-24,24.9289
