,BOOM US Equity
2021-01-27,-0.7652
2021-01-28,-0.7652
2021-01-29,-0.7652
2021-01-30,-0.7652
2021-01-31,-0.7652
2021-02-01,-0.7652
2021-02-02,-0.7652
2021-02-03,-0.7652
2021-02-04,-0.7652
2021-02-05,-0.7652
2021-02-06,-0.7652
2021-02-07,-0.7652
2021-02-08,-0.7652
2021-02-09,-0.7652
2021-02-10,-0.7652
2021-02-11,-0.7652
2021-02-12,-0.7652
2021-02-13,-0.7652
2021-02-14,-0.7652
2021-02-15,-0.7652
2021-02-16,-0.7652
2021-02-17,-0.7652
2021-02-18,-0.7652
2021-02-19,-0.7652
2021-02-20,-0.7652
2021-02-21,-0.7652
2021-02-22,-0.7652
2021-02-23,-0.7652
2021-02-24,-0.7652
2021-02-25,-0.7652
2021-02-26,-0.7652
2021-02-27,-0.7652
2021-02-28,-0.7652
2021-03-01,-0.7652
2021-03-02,-0.7652
2021-03-03,-0.7652
2021-03-04,-0.7652
2021-03-05,-0.7652
2021-03-06,-0.7652
2021-03-07,-0.7652
2021-03-08,-0.7652
2021-03-09,-0.7652
2021-03-10,-0.7652
2021-03-11,-0.7652
2021-03-12,-0.7652
2021-03-13,-0.7652
2021-03-14,-0.7652
2021-03-15,-0.7652
2021-03-16,-0.7652
2021-03-17,-0.7652
2021-03-18,-0.7652
2021-03-19,-0.7652
2021-03-20,-0.7652
2021-03-21,-0.7652
2021-03-22,-0.7652
2021-03-23,-0.7652
2021-03-24,-0.7652
2021-03-25,-0.7652
2021-03-26,-0.7652
2021-03-27,-0.7652
2021-03-28,-0.7652
2021-03-29,-0.7652
2021-03-30,-0.7652
2021-03-31,-2.6191
2021-04-01,-2.6191
2021-04-02,-2.6191
2021-04-03,-2.6191
2021-04-04,-2.6191
2021-04-05,-2.6191
2021-04-06,-2.6191
2021-04-07,-2.6191
2021-04-08,-2.6191
2021-04-09,-2.6191
2021-04-10,-2.6191
2021-04-11,-2.6191
2021-04-12,-2.6191
2021-04-13,-2.6191
2021-04-14,-2.6191
2021-04-15,-2.6191
2021-04-16,-2.6191
2021-04-17,-2.6191
2021-04-18,-2.6191
2021-04-19,-2.6191
2021-04-20,-2.6191
2021-04-21,-2.6191
2021-04-22,-2.6191
2021-04-23,-2.6191
2021-04-24,-2.6191
2021-04-25,-2.6191
2021-04-26,-2.6191
2021-04-27,-2.6191
2021-04-28,-2.6191
2021-04-29,-2.6191
2021-04-30,-2.6191
2021-05-01,-2.6191
2021-05-02,-2.6191
2021-05-03,-2.6191
2021-05-04,-2.6191
2021-05-05,-2.6191
2021-05-06,-2.6191
2021-05-07,-2.6191
2021-05-08,-2.6191
2021-05-09,-2.6191
2021-05-10,-2.6191
2021-05-11,-2.6191
2021-05-12,-2.6191
2021-05-13,-2.6191
2021-05-14,-2.6191
2021-05-15,-2.6191
2021-05-16,-2.6191
2021-05-17,-2.6191
2021-05-18,-2.6191
2021-05-19,-2.6191
2021-05-20,-2.6191
2021-05-21,-2.6191
2021-05-22,-2.6191
2021-05-23,-2.6191
2021-05-24,-2.6191
2021-05-25,-2.6191
2021-05-26,-2.6191
2021-05-27,-2.6191
2021-05-28,-2.6191
2021-05-29,-2.6191
2021-05-30,-2.6191
2021-05-31,-2.6191
2021-06-01,-2.6191
2021-06-02,-2.6191
2021-06-03,-2.6191
2021-06-04,-2.6191
2021-06-05,-2.6191
2021-06-06,-2.6191
2021-06-07,-2.6191
2021-06-08,-2.6191
2021-06-09,-2.6191
2021-06-10,-2.6191
2021-06-11,-2.6191
2021-06-12,-2.6191
2021-06-13,-2.6191
2021-06-14,-2.6191
2021-06-15,-2.6191
2021-06-16,-2.6191
2021-06-17,-2.6191
2021-06-18,-2.6191
2021-06-19,-2.6191
2021-06-20,-2.6191
2021-06-21,-2.6191
2021-06-22,-2.6191
2021-06-23,-2.6191
2021-06-24,-2.6191
2021-06-25,-2.6191
2021-06-26,-2.6191
2021-06-27,-2.6191
2021-06-28,-2.6191
2021-06-29,-2.6191
2021-06-30,0.8665
2021-07-01,0.8665
2021-07-02,0.8665
2021-07-03,0.8665
2021-07-04,0.8665
2021-07-05,0.8665
2021-07-06,0.8665
2021-07-07,0.8665
2021-07-08,0.8665
2021-07-09,0.8665
2021-07-10,0.8665
2021-07-11,0.8665
2021-07-12,0.8665
2021-07-13,0.8665
2021-07-14,0.8665
2021-07-15,0.8665
2021-07-16,0.8665
2021-07-17,0.8665
2021-07-18,0.8665
2021-07-19,0.8665
2021-07-20,0.8665
2021-07-21,0.8665
2021-07-22,0.8665
2021-07-23,0.8665
2021-07-24,0.8665
2021-07-25,0.8665
2021-07-26,0.8665
2021-07-27,0.8665
2021-07-28,0.8665
2021-07-29,0.8665
2021-07-30,0.8665
2021-07-31,0.8665
2021-08-01,0.8665
2021-08-02,0.8665
2021-08-03,0.8665
2021-08-04,0.8665
2021-08-05,0.8665
2021-08-06,0.8665
2021-08-07,0.8665
2021-08-08,0.8665
2021-08-09,0.8665
2021-08-10,0.8665
2021-08-11,0.8665
2021-08-12,0.8665
2021-08-13,0.8665
2021-08-14,0.8665
2021-08-15,0.8665
2021-08-16,0.8665
2021-08-17,0.8665
2021-08-18,0.8665
2021-08-19,0.8665
2021-08-20,0.8665
2021-08-21,0.8665
2021-08-22,0.8665
2021-08-23,0.8665
2021-08-24,0.8665
2021-08-25,0.8665
2021-08-26,0.8665
2021-08-27,0.8665
2021-08-28,0.8665
2021-08-29,0.8665
2021-08-30,0.8665
2021-08-31,0.8665
2021-09-01,0.8665
2021-09-02,0.8665
2021-09-03,0.8665
2021-09-04,0.8665
2021-09-05,0.8665
2021-09-06,0.8665
2021-09-07,0.8665
2021-09-08,0.8665
2021-09-09,0.8665
2021-09-10,0.8665
2021-09-11,0.8665
2021-09-12,0.8665
2021-09-13,0.8665
2021-09-14,0.8665
2021-09-15,0.8665
2021-09-16,0.8665
2021-09-17,0.8665
2021-09-18,0.8665
2021-09-19,0.8665
2021-09-20,0.8665
2021-09-21,0.8665
2021-09-22,0.8665
2021-09-23,0.8665
2021-09-24,0.8665
2021-09-25,0.8665
2021-09-26,0.8665
2021-09-27,0.8665
2021-09-28,0.8665
2021-09-29,0.8665
2021-09-30,0.634
2021-10-01,0.634
2021-10-02,0.634
2021-10-03,0.634
2021-10-04,0.634
2021-10-05,0.634
2021-10-06,0.634
2021-10-07,0.634
2021-10-08,0.634
2021-10-09,0.634
2021-10-10,0.634
2021-10-11,0.634
2021-10-12,0.634
2021-10-13,0.634
2021-10-14,0.634
2021-10-15,0.634
2021-10-16,0.634
2021-10-17,0.634
2021-10-18,0.634
2021-10-19,0.634
2021-10-20,0.634
2021-10-21,0.634
2021-10-22,0.634
2021-10-23,0.634
2021-10-24,0.634
2021-10-25,0.634
2021-10-26,0.634
2021-10-27,0.634
2021-10-28,0.634
2021-10-29,0.634
2021-10-30,0.634
2021-10-31,0.634
2021-11-01,0.634
2021-11-02,0.634
2021-11-03,0.634
2021-11-04,0.634
2021-11-05,0.634
2021-11-06,0.634
2021-11-07,0.634
2021-11-08,0.634
2021-11-09,0.634
2021-11-10,0.634
2021-11-11,0.634
2021-11-12,0.634
2021-11-13,0.634
2021-11-14,0.634
2021-11-15,0.634
2021-11-16,0.634
2021-11-17,0.634
2021-11-18,0.634
2021-11-19,0.634
2021-11-20,0.634
2021-11-21,0.634
2021-11-22,0.634
2021-11-23,0.634
2021-11-24,0.634
2021-11-25,0.634
2021-11-26,0.634
2021-11-27,0.634
2021-11-28,0.634
2021-11-29,0.634
2021-11-30,0.634
2021-12-01,0.634
2021-12-02,0.634
2021-12-03,0.634
2021-12-04,0.634
2021-12-05,0.634
2021-12-06,0.634
2021-12-07,0.634
2021-12-08,0.634
2021-12-09,0.634
2021-12-10,0.634
2021-12-11,0.634
2021-12-12,0.634
2021-12-13,0.634
2021-12-14,0.634
2021-12-15,0.634
2021-12-16,0.634
2021-12-17,0.634
2021-12-18,0.634
2021-12-19,0.634
2021-12-20,0.634
2021-12-21,0.634
2021-12-22,0.634
2021-12-23,0.634
2021-12-24,0.634
2021-12-25,0.634
2021-12-26,0.634
2021-12-27,0.634
2021-12-28,0.634
2021-12-29,0.634
2021-12-30,0.634
2021-12-31,-1.6597
2022-01-01,-1.6597
2022-01-02,-1.6597
2022-01-03,-1.6597
2022-01-04,-1.6597
2022-01-05,-1.6597
2022-01-06,-1.6597
2022-01-07,-1.6597
2022-01-08,-1.6597
2022-01-09,-1.6597
2022-01-10,-1.6597
2022-01-11,-1.6597
2022-01-12,-1.6597
2022-01-13,-1.6597
2022-01-14,-1.6597
2022-01-15,-1.6597
2022-01-16,-1.6597
2022-01-17,-1.6597
2022-01-18,-1.6597
2022-01-19,-1.6597
2022-01-20,-1.6597
2022-01-21,-1.6597
2022-01-22,-1.6597
2022-01-23,-1.6597
2022-01-24,-1.6597
2022-01-25,-1.6597
2022-01-26,-1.6597
2022-01-27,-1.6597
2022-01-28,-1.6597
2022-01-29,-1.6597
2022-01-30,-1.6597
2022-01-31,-1.6597
2022-02-01,-1.6597
2022-02-02,-1.6597
2022-02-03,-1.6597
2022-02-04,-1.6597
2022-02-05,-1.6597
2022-02-06,-1.6597
2022-02-07,-1.6597
2022-02-08,-1.6597
2022-02-09,-1.6597
2022-02-10,-1.6597
2022-02-11,-1.6597
2022-02-12,-1.6597
2022-02-13,-1.6597
2022-02-14,-1.6597
2022-02-15,-1.6597
2022-02-16,-1.6597
2022-02-17,-1.6597
2022-02-18,-1.6597
2022-02-19,-1.6597
2022-02-20,-1.6597
2022-02-21,-1.6597
2022-02-22,-1.6597
2022-02-23,-1.6597
2022-02-24,-1.6597
2022-02-25,-1.6597
2022-02-26,-1.6597
2022-02-27,-1.6597
2022-02-28,-1.6597
2022-03-01,-1.6597
2022-03-02,-1.6597
2022-03-03,-1.6597
2022-03-04,-1.6597
2022-03-05,-1.6597
2022-03-06,-1.6597
2022-03-07,-1.6597
2022-03-08,-1.6597
2022-03-09,-1.6597
2022-03-10,-1.6597
2022-03-11,-1.6597
2022-03-12,-1.6597
2022-03-13,-1.6597
2022-03-14,-1.6597
2022-03-15,-1.6597
2022-03-16,-1.6597
2022-03-17,-1.6597
2022-03-18,-1.6597
2022-03-19,-1.6597
2022-03-20,-1.6597
2022-03-21,-1.6597
2022-03-22,-1.6597
2022-03-23,-1.6597
2022-03-24,-1.6597
2022-03-25,-1.6597
2022-03-26,-1.6597
2022-03-27,-1.6597
2022-03-28,-1.6597
2022-03-29,-1.6597
2022-03-30,-1.6597
2022-03-31,-2.9288
2022-04-01,-2.9288
2022-04-02,-2.9288
2022-04-03,-2.9288
2022-04-04,-2.9288
2022-04-05,-2.9288
2022-04-06,-2.9288
2022-04-07,-2.9288
2022-04-08,-2.9288
2022-04-09,-2.9288
2022-04-10,-2.9288
2022-04-11,-2.9288
2022-04-12,-2.9288
2022-04-13,-2.9288
2022-04-14,-2.9288
2022-04-15,-2.9288
2022-04-16,-2.9288
2022-04-17,-2.9288
2022-04-18,-2.9288
2022-04-19,-2.9288
2022-04-20,-2.9288
2022-04-21,-2.9288
2022-04-22,-2.9288
2022-04-23,-2.9288
2022-04-24,-2.9288
2022-04-25,-2.9288
2022-04-26,-2.9288
2022-04-27,-2.9288
2022-04-28,-2.9288
2022-04-29,-2.9288
2022-04-30,-2.9288
2022-05-01,-2.9288
2022-05-02,-2.9288
2022-05-03,-2.9288
2022-05-04,-2.9288
2022-05-05,-2.9288
2022-05-06,-2.9288
2022-05-07,-2.9288
2022-05-08,-2.9288
2022-05-09,-2.9288
2022-05-10,-2.9288
2022-05-11,-2.9288
2022-05-12,-2.9288
2022-05-13,-2.9288
2022-05-14,-2.9288
2022-05-15,-2.9288
2022-05-16,-2.9288
2022-05-17,-2.9288
2022-05-18,-2.9288
2022-05-19,-2.9288
2022-05-20,-2.9288
2022-05-21,-2.9288
2022-05-22,-2.9288
2022-05-23,-2.9288
2022-05-24,-2.9288
2022-05-25,-2.9288
2022-05-26,-2.9288
2022-05-27,-2.9288
2022-05-28,-2.9288
2022-05-29,-2.9288
2022-05-30,-2.9288
2022-05-31,-2.9288
2022-06-01,-2.9288
2022-06-02,-2.9288
2022-06-03,-2.9288
2022-06-04,-2.9288
2022-06-05,-2.9288
2022-06-06,-2.9288
2022-06-07,-2.9288
2022-06-08,-2.9288
2022-06-09,-2.9288
2022-06-10,-2.9288
2022-06-11,-2.9288
2022-06-12,-2.9288
2022-06-13,-2.9288
2022-06-14,-2.9288
2022-06-15,-2.9288
2022-06-16,-2.9288
2022-06-17,-2.9288
2022-06-18,-2.9288
2022-06-19,-2.9288
2022-06-20,-2.9288
2022-06-21,-2.9288
2022-06-22,-2.9288
2022-06-23,-2.9288
2022-06-24,-2.9288
2022-06-25,-2.9288
2022-06-26,-2.9288
2022-06-27,-2.9288
2022-06-28,-2.9288
2022-06-29,-2.9288
2022-06-30,-1.7267
2022-07-01,-1.7267
2022-07-02,-1.7267
2022-07-03,-1.7267
2022-07-04,-1.7267
2022-07-05,-1.7267
2022-07-06,-1.7267
2022-07-07,-1.7267
2022-07-08,-1.7267
2022-07-09,-1.7267
2022-07-10,-1.7267
2022-07-11,-1.7267
2022-07-12,-1.7267
2022-07-13,-1.7267
2022-07-14,-1.7267
2022-07-15,-1.7267
2022-07-16,-1.7267
2022-07-17,-1.7267
2022-07-18,-1.7267
2022-07-19,-1.7267
2022-07-20,-1.7267
2022-07-21,-1.7267
2022-07-22,-1.7267
2022-07-23,-1.7267
2022-07-24,-1.7267
2022-07-25,-1.7267
2022-07-26,-1.7267
2022-07-27,-1.7267
2022-07-28,-1.7267
2022-07-29,-1.7267
2022-07-30,-1.7267
2022-07-31,-1.7267
2022-08-01,-1.7267
2022-08-02,-1.7267
2022-08-03,-1.7267
2022-08-04,-1.7267
2022-08-05,-1.7267
2022-08-06,-1.7267
2022-08-07,-1.7267
2022-08-08,-1.7267
2022-08-09,-1.7267
2022-08-10,-1.7267
2022-08-11,-1.7267
2022-08-12,-1.7267
2022-08-13,-1.7267
2022-08-14,-1.7267
2022-08-15,-1.7267
2022-08-16,-1.7267
2022-08-17,-1.7267
2022-08-18,-1.7267
2022-08-19,-1.7267
2022-08-20,-1.7267
2022-08-21,-1.7267
2022-08-22,-1.7267
2022-08-23,-1.7267
2022-08-24,-1.7267
2022-08-25,-1.7267
2022-08-26,-1.7267
2022-08-27,-1.7267
2022-08-28,-1.7267
2022-08-29,-1.7267
2022-08-30,-1.7267
2022-08-31,-1.7267
2022-09-01,-1.7267
2022-09-02,-1.7267
2022-09-03,-1.7267
2022-09-04,-1.7267
2022-09-05,-1.7267
2022-09-06,-1.7267
2022-09-07,-1.7267
2022-09-08,-1.7267
2022-09-09,-1.7267
2022-09-10,-1.7267
2022-09-11,-1.7267
2022-09-12,-1.7267
2022-09-13,-1.7267
2022-09-14,-1.7267
2022-09-15,-1.7267
2022-09-16,-1.7267
2022-09-17,-1.7267
2022-09-18,-1.7267
2022-09-19,-1.7267
2022-09-20,-1.7267
2022-09-21,-1.7267
2022-09-22,-1.7267
2022-09-23,-1.7267
2022-09-24,-1.7267
2022-09-25,-1.7267
2022-09-26,-1.7267
2022-09-27,-1.7267
2022-09-28,-1.7267
2022-09-29,-1.7267
2022-09-30,0.7115
2022-10-01,0.7115
2022-10-02,0.7115
2022-10-03,0.7115
2022-10-04,0.7115
2022-10-05,0.7115
2022-10-06,0.7115
2022-10-07,0.7115
2022-10-08,0.7115
2022-10-09,0.7115
2022-10-10,0.7115
2022-10-11,0.7115
2022-10-12,0.7115
2022-10-13,0.7115
2022-10-14,0.7115
2022-10-15,0.7115
2022-10-16,0.7115
2022-10-17,0.7115
2022-10-18,0.7115
2022-10-19,0.7115
2022-10-20,0.7115
2022-10-21,0.7115
2022-10-22,0.7115
2022-10-23,0.7115
2022-10-24,0.7115
2022-10-25,0.7115
2022-10-26,0.7115
2022-10-27,0.7115
2022-10-28,0.7115
2022-10-29,0.7115
2022-10-30,0.7115
2022-10-31,0.7115
2022-11-01,0.7115
2022-11-02,0.7115
2022-11-03,0.7115
2022-11-04,0.7115
2022-11-05,0.7115
2022-11-06,0.7115
2022-11-07,0.7115
2022-11-08,0.7115
2022-11-09,0.7115
2022-11-10,0.7115
2022-11-11,0.7115
2022-11-12,0.7115
2022-11-13,0.7115
2022-11-14,0.7115
2022-11-15,0.7115
2022-11-16,0.7115
2022-11-17,0.7115
2022-11-18,0.7115
2022-11-19,0.7115
2022-11-20,0.7115
2022-11-21,0.7115
2022-11-22,0.7115
2022-11-23,0.7115
2022-11-24,0.7115
2022-11-25,0.7115
2022-11-26,0.7115
2022-11-27,0.7115
2022-11-28,0.7115
2022-11-29,0.7115
2022-11-30,0.7115
2022-12-01,0.7115
2022-12-02,0.7115
2022-12-03,0.7115
2022-12-04,0.7115
2022-12-05,0.7115
2022-12-06,0.7115
2022-12-07,0.7115
2022-12-08,0.7115
2022-12-09,0.7115
2022-12-10,0.7115
2022-12-11,0.7115
2022-12-12,0.7115
2022-12-13,0.7115
2022-12-14,0.7115
2022-12-15,0.7115
2022-12-16,0.7115
2022-12-17,0.7115
2022-12-18,0.7115
2022-12-19,0.7115
2022-12-20,0.7115
2022-12-21,0.7115
2022-12-22,0.7115
2022-12-23,0.7115
2022-12-24,0.7115
2022-12-25,0.7115
2022-12-26,0.7115
2022-12-27,0.7115
2022-12-28,0.7115
2022-12-29,0.7115
2022-12-30,0.7115
2022-12-31,5.3701
2023-01-01,5.3701
2023-01-02,5.3701
2023-01-03,5.3701
2023-01-04,5.3701
2023-01-05,5.3701
2023-01-06,5.3701
2023-01-07,5.3701
2023-01-08,5.3701
2023-01-09,5.3701
2023-01-10,5.3701
2023-01-11,5.3701
2023-01-12,5.3701
2023-01-13,5.3701
2023-01-14,5.3701
2023-01-15,5.3701
2023-01-16,5.3701
2023-01-17,5.3701
2023-01-18,5.3701
2023-01-19,5.3701
2023-01-20,5.3701
2023-01-21,5.3701
2023-01-22,5.3701
2023-01-23,5.3701
2023-01-24,5.3701
2023-01-25,5.3701
2023-01-26,5.3701
2023-01-27,5.3701
2023-01-28,5.3701
2023-01-29,5.3701
2023-01-30,5.3701
2023-01-31,5.3701
2023-02-01,5.3701
2023-02-02,5.3701
2023-02-03,5.3701
2023-02-04,5.3701
2023-02-05,5.3701
2023-02-06,5.3701
