,MBUU US Equity
2020-12-30,27.5508
2020-12-31,27.0423
2021-01-01,27.0423
2021-01-02,27.0423
2021-01-03,27.0423
2021-01-04,27.0423
2021-01-05,27.0423
2021-01-06,27.0423
2021-01-07,27.0423
2021-01-08,27.0423
2021-01-09,27.0423
2021-01-10,27.0423
2021-01-11,27.0423
2021-01-12,27.0423
2021-01-13,27.0423
2021-01-14,27.0423
2021-01-15,27.0423
2021-01-16,27.0423
2021-01-17,27.0423
2021-01-18,27.0423
2021-01-19,27.0423
2021-01-20,27.0423
2021-01-21,27.0423
2021-01-22,27.0423
2021-01-23,27.0423
2021-01-24,27.0423
2021-01-25,27.0423
2021-01-26,27.0423
2021-01-27,27.0423
2021-01-28,27.0423
2021-01-29,27.0423
2021-01-30,27.0423
2021-01-31,27.0423
2021-02-01,27.0423
2021-02-02,27.0423
2021-02-03,27.0423
2021-02-04,27.0423
2021-02-05,27.0423
2021-02-06,27.0423
2021-02-07,27.0423
2021-02-08,27.0423
2021-02-09,27.0423
2021-02-10,27.0423
2021-02-11,27.0423
2021-02-12,27.0423
2021-02-13,27.0423
2021-02-14,27.0423
2021-02-15,27.0423
2021-02-16,27.0423
2021-02-17,27.0423
2021-02-18,27.0423
2021-02-19,27.0423
2021-02-20,27.0423
2021-02-21,27.0423
2021-02-22,27.0423
2021-02-23,27.0423
2021-02-24,27.0423
2021-02-25,27.0423
2021-02-26,27.0423
2021-02-27,27.0423
2021-02-28,27.0423
2021-03-01,27.0423
2021-03-02,27.0423
2021-03-03,27.0423
2021-03-04,27.0423
2021-03-05,27.0423
2021-03-06,27.0423
2021-03-07,27.0423
2021-03-08,27.0423
2021-03-09,27.0423
2021-03-10,27.0423
2021-03-11,27.0423
2021-03-12,27.0423
2021-03-13,27.0423
2021-03-14,27.0423
2021-03-15,27.0423
2021-03-16,27.0423
2021-03-17,27.0423
2021-03-18,27.0423
2021-03-19,27.0423
2021-03-20,27.0423
2021-03-21,27.0423
2021-03-22,27.0423
2021-03-23,27.0423
2021-03-24,27.0423
2021-03-25,27.0423
2021-03-26,27.0423
2021-03-27,27.0423
2021-03-28,27.0423
2021-03-29,27.0423
2021-03-30,27.0423
2021-03-31,28.2167
2021-04-01,28.2167
2021-04-02,28.2167
2021-04-03,28.2167
2021-04-04,28.2167
2021-04-05,28.2167
2021-04-06,28.2167
2021-04-07,28.2167
2021-04-08,28.2167
2021-04-09,28.2167
2021-04-10,28.2167
2021-04-11,28.2167
2021-04-12,28.2167
2021-04-13,28.2167
2021-04-14,28.2167
2021-04-15,28.2167
2021-04-16,28.2167
2021-04-17,28.2167
2021-04-18,28.2167
2021-04-19,28.2167
2021-04-20,28.2167
2021-04-21,28.2167
2021-04-22,28.2167
2021-04-23,28.2167
2021-04-24,28.2167
2021-04-25,28.2167
2021-04-26,28.2167
2021-04-27,28.2167
2021-04-28,28.2167
2021-04-29,28.2167
2021-04-30,28.2167
2021-05-01,28.2167
2021-05-02,28.2167
2021-05-03,28.2167
2021-05-04,28.2167
2021-05-05,28.2167
2021-05-06,28.2167
2021-05-07,28.2167
2021-05-08,28.2167
2021-05-09,28.2167
2021-05-10,28.2167
2021-05-11,28.2167
2021-05-12,28.2167
2021-05-13,28.2167
2021-05-14,28.2167
2021-05-15,28.2167
2021-05-16,28.2167
2021-05-17,28.2167
2021-05-18,28.2167
2021-05-19,28.2167
2021-05-20,28.2167
2021-05-21,28.2167
2021-05-22,28.2167
2021-05-23,28.2167
2021-05-24,28.2167
2021-05-25,28.2167
2021-05-26,28.2167
2021-05-27,28.2167
2021-05-28,28.2167
2021-05-29,28.2167
2021-05-30,28.2167
2021-05-31,28.2167
2021-06-01,28.2167
2021-06-02,28.2167
2021-06-03,28.2167
2021-06-04,28.2167
2021-06-05,28.2167
2021-06-06,28.2167
2021-06-07,28.2167
2021-06-08,28.2167
2021-06-09,28.2167
2021-06-10,28.2167
2021-06-11,28.2167
2021-06-12,28.2167
2021-06-13,28.2167
2021-06-14,28.2167
2021-06-15,28.2167
2021-06-16,28.2167
2021-06-17,28.2167
2021-06-18,28.2167
2021-06-19,28.2167
2021-06-20,28.2167
2021-06-21,28.2167
2021-06-22,28.2167
2021-06-23,28.2167
2021-06-24,28.2167
2021-06-25,28.2167
2021-06-26,28.2167
2021-06-27,28.2167
2021-06-28,28.2167
2021-06-29,28.2167
2021-06-30,34.9808
2021-07-01,34.9808
2021-07-02,34.9808
2021-07-03,34.9808
2021-07-04,34.9808
2021-07-05,34.9808
2021-07-06,34.9808
2021-07-07,34.9808
2021-07-08,34.9808
2021-07-09,34.9808
2021-07-10,34.9808
2021-07-11,34.9808
2021-07-12,34.9808
2021-07-13,34.9808
2021-07-14,34.9808
2021-07-15,34.9808
2021-07-16,34.9808
2021-07-17,34.9808
2021-07-18,34.9808
2021-07-19,34.9808
2021-07-20,34.9808
2021-07-21,34.9808
2021-07-22,34.9808
2021-07-23,34.9808
2021-07-24,34.9808
2021-07-25,34.9808
2021-07-26,34.9808
2021-07-27,34.9808
2021-07-28,34.9808
2021-07-29,34.9808
2021-07-30,34.9808
2021-07-31,34.9808
2021-08-01,34.9808
2021-08-02,34.9808
2021-08-03,34.9808
2021-08-04,34.9808
2021-08-05,34.9808
2021-08-06,34.9808
2021-08-07,34.9808
2021-08-08,34.9808
2021-08-09,34.9808
2021-08-10,34.9808
2021-08-11,34.9808
2021-08-12,34.9808
2021-08-13,34.9808
2021-08-14,34.9808
2021-08-15,34.9808
2021-08-16,34.9808
2021-08-17,34.9808
2021-08-18,34.9808
2021-08-19,34.9808
2021-08-20,34.9808
2021-08-21,34.9808
2021-08-22,34.9808
2021-08-23,34.9808
2021-08-24,34.9808
2021-08-25,34.9808
2021-08-26,34.9808
2021-08-27,34.9808
2021-08-28,34.9808
2021-08-29,34.9808
2021-08-30,34.9808
2021-08-31,34.9808
2021-09-01,34.9808
2021-09-02,34.9808
2021-09-03,34.9808
2021-09-04,34.9808
2021-09-05,34.9808
2021-09-06,34.9808
2021-09-07,34.9808
2021-09-08,34.9808
2021-09-09,34.9808
2021-09-10,34.9808
2021-09-11,34.9808
2021-09-12,34.9808
2021-09-13,34.9808
2021-09-14,34.9808
2021-09-15,34.9808
2021-09-16,34.9808
2021-09-17,34.9808
2021-09-18,34.9808
2021-09-19,34.9808
2021-09-20,34.9808
2021-09-21,34.9808
2021-09-22,34.9808
2021-09-23,34.9808
2021-09-24,34.9808
2021-09-25,34.9808
2021-09-26,34.9808
2021-09-27,34.9808
2021-09-28,34.9808
2021-09-29,34.9808
2021-09-30,34.1246
2021-10-01,34.1246
2021-10-02,34.1246
2021-10-03,34.1246
2021-10-04,34.1246
2021-10-05,34.1246
2021-10-06,34.1246
2021-10-07,34.1246
2021-10-08,34.1246
2021-10-09,34.1246
2021-10-10,34.1246
2021-10-11,34.1246
2021-10-12,34.1246
2021-10-13,34.1246
2021-10-14,34.1246
2021-10-15,34.1246
2021-10-16,34.1246
2021-10-17,34.1246
2021-10-18,34.1246
2021-10-19,34.1246
2021-10-20,34.1246
2021-10-21,34.1246
2021-10-22,34.1246
2021-10-23,34.1246
2021-10-24,34.1246
2021-10-25,34.1246
2021-10-26,34.1246
2021-10-27,34.1246
2021-10-28,34.1246
2021-10-29,34.1246
2021-10-30,34.1246
2021-10-31,34.1246
2021-11-01,34.1246
2021-11-02,34.1246
2021-11-03,34.1246
2021-11-04,34.1246
2021-11-05,34.1246
2021-11-06,34.1246
2021-11-07,34.1246
2021-11-08,34.1246
2021-11-09,34.1246
2021-11-10,34.1246
2021-11-11,34.1246
2021-11-12,34.1246
2021-11-13,34.1246
2021-11-14,34.1246
2021-11-15,34.1246
2021-11-16,34.1246
2021-11-17,34.1246
2021-11-18,34.1246
2021-11-19,34.1246
2021-11-20,34.1246
2021-11-21,34.1246
2021-11-22,34.1246
2021-11-23,34.1246
2021-11-24,34.1246
2021-11-25,34.1246
2021-11-26,34.1246
2021-11-27,34.1246
2021-11-28,34.1246
2021-11-29,34.1246
2021-11-30,34.1246
2021-12-01,34.1246
2021-12-02,34.1246
2021-12-03,34.1246
2021-12-04,34.1246
2021-12-05,34.1246
2021-12-06,34.1246
2021-12-07,34.1246
2021-12-08,34.1246
2021-12-09,34.1246
2021-12-10,34.1246
2021-12-11,34.1246
2021-12-12,34.1246
2021-12-13,34.1246
2021-12-14,34.1246
2021-12-15,34.1246
2021-12-16,34.1246
2021-12-17,34.1246
2021-12-18,34.1246
2021-12-19,34.1246
2021-12-20,34.1246
2021-12-21,34.1246
2021-12-22,34.1246
2021-12-23,34.1246
2021-12-24,34.1246
2021-12-25,34.1246
2021-12-26,34.1246
2021-12-27,34.1246
2021-12-28,34.1246
2021-12-29,34.1246
2021-12-30,34.1246
2021-12-31,34.1163
2022-01-01,34.1163
2022-01-02,34.1163
2022-01-03,34.1163
2022-01-04,34.1163
2022-01-05,34.1163
2022-01-06,34.1163
2022-01-07,34.1163
2022-01-08,34.1163
2022-01-09,34.1163
2022-01-10,34.1163
2022-01-11,34.1163
2022-01-12,34.1163
2022-01-13,34.1163
2022-01-14,34.1163
2022-01-15,34.1163
2022-01-16,34.1163
2022-01-17,34.1163
2022-01-18,34.1163
2022-01-19,34.1163
2022-01-20,34.1163
2022-01-21,34.1163
2022-01-22,34.1163
2022-01-23,34.1163
2022-01-24,34.1163
2022-01-25,34.1163
2022-01-26,34.1163
2022-01-27,34.1163
2022-01-28,34.1163
2022-01-29,34.1163
2022-01-30,34.1163
2022-01-31,34.1163
2022-02-01,34.1163
2022-02-02,34.1163
2022-02-03,34.1163
2022-02-04,34.1163
2022-02-05,34.1163
2022-02-06,34.1163
2022-02-07,34.1163
2022-02-08,34.1163
2022-02-09,34.1163
2022-02-10,34.1163
2022-02-11,34.1163
2022-02-12,34.1163
2022-02-13,34.1163
2022-02-14,34.1163
2022-02-15,34.1163
2022-02-16,34.1163
2022-02-17,34.1163
2022-02-18,34.1163
2022-02-19,34.1163
2022-02-20,34.1163
2022-02-21,34.1163
2022-02-22,34.1163
2022-02-23,34.1163
2022-02-24,34.1163
2022-02-25,34.1163
2022-02-26,34.1163
2022-02-27,34.1163
2022-02-28,34.1163
2022-03-01,34.1163
2022-03-02,34.1163
2022-03-03,34.1163
2022-03-04,34.1163
2022-03-05,34.1163
2022-03-06,34.1163
2022-03-07,34.1163
2022-03-08,34.1163
2022-03-09,34.1163
2022-03-10,34.1163
2022-03-11,34.1163
2022-03-12,34.1163
2022-03-13,34.1163
2022-03-14,34.1163
2022-03-15,34.1163
2022-03-16,34.1163
2022-03-17,34.1163
2022-03-18,34.1163
2022-03-19,34.1163
2022-03-20,34.1163
2022-03-21,34.1163
2022-03-22,34.1163
2022-03-23,34.1163
2022-03-24,34.1163
2022-03-25,34.1163
2022-03-26,34.1163
2022-03-27,34.1163
2022-03-28,34.1163
2022-03-29,34.1163
2022-03-30,34.1163
2022-03-31,36.0496
2022-04-01,36.0496
2022-04-02,36.0496
2022-04-03,36.0496
2022-04-04,36.0496
2022-04-05,36.0496
2022-04-06,36.0496
2022-04-07,36.0496
2022-04-08,36.0496
2022-04-09,36.0496
2022-04-10,36.0496
2022-04-11,36.0496
2022-04-12,36.0496
2022-04-13,36.0496
2022-04-14,36.0496
2022-04-15,36.0496
2022-04-16,36.0496
2022-04-17,36.0496
2022-04-18,36.0496
2022-04-19,36.0496
2022-04-20,36.0496
2022-04-21,36.0496
2022-04-22,36.0496
2022-04-23,36.0496
2022-04-24,36.0496
2022-04-25,36.0496
2022-04-26,36.0496
2022-04-27,36.0496
2022-04-28,36.0496
2022-04-29,36.0496
2022-04-30,36.0496
2022-05-01,36.0496
2022-05-02,36.0496
2022-05-03,36.0496
2022-05-04,36.0496
2022-05-05,36.0496
2022-05-06,36.0496
2022-05-07,36.0496
2022-05-08,36.0496
2022-05-09,36.0496
2022-05-10,36.0496
2022-05-11,36.0496
2022-05-12,36.0496
2022-05-13,36.0496
2022-05-14,36.0496
2022-05-15,36.0496
2022-05-16,36.0496
2022-05-17,36.0496
2022-05-18,36.0496
2022-05-19,36.0496
2022-05-20,36.0496
2022-05-21,36.0496
2022-05-22,36.0496
2022-05-23,36.0496
2022-05-24,36.0496
2022-05-25,36.0496
2022-05-26,36.0496
2022-05-27,36.0496
2022-05-28,36.0496
2022-05-29,36.0496
2022-05-30,36.0496
2022-05-31,36.0496
2022-06-01,36.0496
2022-06-02,36.0496
2022-06-03,36.0496
2022-06-04,36.0496
2022-06-05,36.0496
2022-06-06,36.0496
2022-06-07,36.0496
2022-06-08,36.0496
2022-06-09,36.0496
2022-06-10,36.0496
2022-06-11,36.0496
2022-06-12,36.0496
2022-06-13,36.0496
2022-06-14,36.0496
2022-06-15,36.0496
2022-06-16,36.0496
2022-06-17,36.0496
2022-06-18,36.0496
2022-06-19,36.0496
2022-06-20,36.0496
2022-06-21,36.0496
2022-06-22,36.0496
2022-06-23,36.0496
2022-06-24,36.0496
2022-06-25,36.0496
2022-06-26,36.0496
2022-06-27,36.0496
2022-06-28,36.0496
2022-06-29,36.0496
2022-06-30,35.9643
2022-07-01,35.9643
2022-07-02,35.9643
2022-07-03,35.9643
2022-07-04,35.9643
2022-07-05,35.9643
2022-07-06,35.9643
2022-07-07,35.9643
2022-07-08,35.9643
2022-07-09,35.9643
2022-07-10,35.9643
2022-07-11,35.9643
2022-07-12,35.9643
2022-07-13,35.9643
2022-07-14,35.9643
2022-07-15,35.9643
2022-07-16,35.9643
2022-07-17,35.9643
2022-07-18,35.9643
2022-07-19,35.9643
2022-07-20,35.9643
2022-07-21,35.9643
2022-07-22,35.9643
2022-07-23,35.9643
2022-07-24,35.9643
2022-07-25,35.9643
2022-07-26,35.9643
2022-07-27,35.9643
2022-07-28,35.9643
2022-07-29,35.9643
2022-07-30,35.9643
2022-07-31,35.9643
2022-08-01,35.9643
2022-08-02,35.9643
2022-08-03,35.9643
2022-08-04,35.9643
2022-08-05,35.9643
2022-08-06,35.9643
2022-08-07,35.9643
2022-08-08,35.9643
2022-08-09,35.9643
2022-08-10,35.9643
2022-08-11,35.9643
2022-08-12,35.9643
2022-08-13,35.9643
2022-08-14,35.9643
2022-08-15,35.9643
2022-08-16,35.9643
2022-08-17,35.9643
2022-08-18,35.9643
2022-08-19,35.9643
2022-08-20,35.9643
2022-08-21,35.9643
2022-08-22,35.9643
2022-08-23,35.9643
2022-08-24,35.9643
2022-08-25,35.9643
2022-08-26,35.9643
2022-08-27,35.9643
2022-08-28,35.9643
2022-08-29,35.9643
2022-08-30,35.9643
2022-08-31,35.9643
2022-09-01,35.9643
2022-09-02,35.9643
2022-09-03,35.9643
2022-09-04,35.9643
2022-09-05,35.9643
2022-09-06,35.9643
2022-09-07,35.9643
2022-09-08,35.9643
2022-09-09,35.9643
2022-09-10,35.9643
2022-09-11,35.9643
2022-09-12,35.9643
2022-09-13,35.9643
2022-09-14,35.9643
2022-09-15,35.9643
2022-09-16,35.9643
2022-09-17,35.9643
2022-09-18,35.9643
2022-09-19,35.9643
2022-09-20,35.9643
2022-09-21,35.9643
2022-09-22,35.9643
2022-09-23,35.9643
2022-09-24,35.9643
2022-09-25,35.9643
2022-09-26,35.9643
2022-09-27,35.9643
2022-09-28,35.9643
2022-09-29,35.9643
2022-09-30,35.611
2022-10-01,35.611
2022-10-02,35.611
2022-10-03,35.611
2022-10-04,35.611
2022-10-05,35.611
2022-10-06,35.611
2022-10-07,35.611
2022-10-08,35.611
2022-10-09,35.611
2022-10-10,35.611
2022-10-11,35.611
2022-10-12,35.611
2022-10-13,35.611
2022-10-14,35.611
2022-10-15,35.611
2022-10-16,35.611
2022-10-17,35.611
2022-10-18,35.611
2022-10-19,35.611
2022-10-20,35.611
2022-10-21,35.611
2022-10-22,35.611
2022-10-23,35.611
2022-10-24,35.611
2022-10-25,35.611
2022-10-26,35.611
2022-10-27,35.611
2022-10-28,35.611
2022-10-29,35.611
2022-10-30,35.611
2022-10-31,35.611
2022-11-01,35.611
2022-11-02,35.611
2022-11-03,35.611
2022-11-04,35.611
2022-11-05,35.611
2022-11-06,35.611
2022-11-07,35.611
2022-11-08,35.611
2022-11-09,35.611
2022-11-10,35.611
2022-11-11,35.611
2022-11-12,35.611
2022-11-13,35.611
2022-11-14,35.611
2022-11-15,35.611
2022-11-16,35.611
2022-11-17,35.611
2022-11-18,35.611
2022-11-19,35.611
2022-11-20,35.611
2022-11-21,35.611
2022-11-22,35.611
2022-11-23,35.611
2022-11-24,35.611
2022-11-25,35.611
2022-11-26,35.611
2022-11-27,35.611
2022-11-28,35.611
2022-11-29,35.611
2022-11-30,35.611
2022-12-01,35.611
2022-12-02,35.611
2022-12-03,35.611
2022-12-04,35.611
2022-12-05,35.611
2022-12-06,35.611
2022-12-07,35.611
2022-12-08,35.611
2022-12-09,35.611
2022-12-10,35.611
2022-12-11,35.611
2022-12-12,35.611
2022-12-13,35.611
2022-12-14,35.611
2022-12-15,35.611
2022-12-16,35.611
2022-12-17,35.611
2022-12-18,35.611
2022-12-19,35.611
2022-12-20,35.611
2022-12-21,35.611
2022-12-22,35.611
2022-12-23,35.611
2022-12-24,35.611
2022-12-25,35.611
2022-12-26,35.611
2022-12-27,35.611
2022-12-28,35.611
2022-12-29,35.611
2022-12-30,35.611
2022-12-31,34.374
2023-01-01,34.374
2023-01-02,34.374
2023-01-03,34.374
2023-01-04,34.374
2023-01-05,34.374
2023-01-06,34.374
2023-01-07,34.374
2023-01-08,34.374
2023-01-09,34.374
2023-01-10,34.374
2023-01-11,34.374
2023-01-12,34.374
2023-01-13,34.374
2023-01-14,34.374
2023-01-15,34.374
2023-01-16,34.374
2023-01-17,34.374
2023-01-18,34.374
2023-01-19,34.374
2023-01-20,34.374
2023-01-21,34.374
2023-01-22,34.374
2023-01-23,34.374
2023-01-24,34.374
2023-01-25,34.374
2023-01-26,34.374
2023-01-27,34.374
2023-01-28,34.374
2023-01-29,34.374
2023-01-30,34.374
2023-01-31,34.374
2023-02-01,34.374
2023-02-02,34.374
2023-02-03,34.374
2023-02-04,34.374
2023-02-05,34.374
2023-02-06,34.374
2023-02-07,34.374
2023-02-08,34.374
2023-02-09,34.374
2023-02-10,34.374
2023-02-11,34.374
2023-02-12,34.374
2023-02-13,34.374
2023-02-14,34.374
2023-02-15,34.374
2023-02-16,34.374
2023-02-17,34.374
2023-02-18,34.374
2023-02-19,34.374
2023-02-20,34.374
2023-02-21,34.374
2023-02-22,34.374
2023-02-23,34.374
2023-02-24,34.374
2023-02-25,34.374
2023-02-26,34.374
2023-02-27,34.374
2023-02-28,34.374
2023-03-01,34.374
2023-03-02,34.374
2023-03-03,34.374
2023-03-04,34.374
2023-03-05,34.374
2023-03-06,34.374
2023-03-07,34.374
2023-03-08,34.374
2023-03-09,34.374
2023-03-10,34.374
2023-03-11,34.374
2023-03-12,34.374
2023-03-13,34.374
2023-03-14,34.374
2023-03-15,34.374
2023-03-16,34.374
2023-03-17,34.374
2023-03-18,34.374
2023-03-19,34.374
2023-03-20,34.374
2023-03-21,34.374
2023-03-22,34.374
2023-03-23,34.374
2023-03-24,34.374
2023-03-25,34.374
2023-03-26,34.374
2023-03-27,34.374
2023-03-28,34.374
2023-03-29,34.374
2023-03-30,34.374
2023-03-31,31.4131
