,2061517D US Equity
,RETURN_COM_EQY
2020-01-01,62.7792
2020-01-02,62.7792
2020-01-03,62.7792
2020-01-04,62.7792
2020-01-05,62.7792
2020-01-06,62.7792
2020-01-07,62.7792
2020-01-08,62.7792
2020-01-09,62.7792
2020-01-10,62.7792
2020-01-11,62.7792
2020-01-12,62.7792
2020-01-13,62.7792
2020-01-14,62.7792
2020-01-15,62.7792
2020-01-16,62.7792
2020-01-17,62.7792
2020-01-18,62.7792
2020-01-19,62.7792
2020-01-20,62.7792
2020-01-21,62.7792
2020-01-22,62.7792
2020-01-23,62.7792
2020-01-24,62.7792
2020-01-25,62.7792
2020-01-26,62.7792
2020-01-27,62.7792
2020-01-28,62.7792
2020-01-29,62.7792
2020-01-30,62.7792
2020-01-31,62.7792
2020-02-01,62.7792
2020-02-02,62.7792
2020-02-03,62.7792
2020-02-04,62.7792
2020-02-05,62.7792
2020-02-06,62.7792
2020-02-07,62.7792
2020-02-08,62.7792
2020-02-09,62.7792
2020-02-10,62.7792
2020-02-11,62.7792
2020-02-12,62.7792
2020-02-13,62.7792
2020-02-14,62.7792
2020-02-15,62.7792
2020-02-16,62.7792
2020-02-17,62.7792
2020-02-18,62.7792
2020-02-19,62.7792
2020-02-20,62.7792
2020-02-21,62.7792
2020-02-22,62.7792
2020-02-23,62.7792
2020-02-24,62.7792
2020-02-25,62.7792
2020-02-26,62.7792
2020-02-27,62.7792
2020-02-28,62.7792
2020-02-29,62.7792
2020-03-01,62.7792
2020-03-02,62.7792
2020-03-03,62.7792
2020-03-04,62.7792
2020-03-05,62.7792
2020-03-06,62.7792
2020-03-07,62.7792
2020-03-08,62.7792
2020-03-09,62.7792
2020-03-10,62.7792
2020-03-11,62.7792
2020-03-12,62.7792
2020-03-13,62.7792
2020-03-14,62.7792
2020-03-15,62.7792
2020-03-16,62.7792
2020-03-17,62.7792
2020-03-18,62.7792
2020-03-19,62.7792
2020-03-20,62.7792
2020-03-21,62.7792
2020-03-22,62.7792
2020-03-23,62.7792
2020-03-24,62.7792
2020-03-25,62.7792
2020-03-26,62.7792
2020-03-27,62.7792
2020-03-28,62.7792
2020-03-29,62.7792
2020-03-30,62.7792
2020-03-31,58.9848
2020-04-01,58.9848
2020-04-02,58.9848
2020-04-03,58.9848
2020-04-04,58.9848
2020-04-05,58.9848
2020-04-06,58.9848
2020-04-07,58.9848
2020-04-08,58.9848
2020-04-09,58.9848
2020-04-10,58.9848
2020-04-11,58.9848
2020-04-12,58.9848
2020-04-13,58.9848
2020-04-14,58.9848
2020-04-15,58.9848
2020-04-16,58.9848
2020-04-17,58.9848
2020-04-18,58.9848
2020-04-19,58.9848
2020-04-20,58.9848
2020-04-21,58.9848
2020-04-22,58.9848
2020-04-23,58.9848
2020-04-24,58.9848
2020-04-25,58.9848
2020-04-26,58.9848
2020-04-27,58.9848
2020-04-28,58.9848
2020-04-29,58.9848
2020-04-30,58.9848
2020-05-01,58.9848
2020-05-02,58.9848
2020-05-03,58.9848
2020-05-04,58.9848
2020-05-05,58.9848
2020-05-06,58.9848
2020-05-07,58.9848
2020-05-08,58.9848
2020-05-09,58.9848
2020-05-10,58.9848
2020-05-11,58.9848
2020-05-12,58.9848
2020-05-13,58.9848
2020-05-14,58.9848
2020-05-15,58.9848
2020-05-16,58.9848
2020-05-17,58.9848
2020-05-18,58.9848
2020-05-19,58.9848
2020-05-20,58.9848
2020-05-21,58.9848
2020-05-22,58.9848
2020-05-23,58.9848
2020-05-24,58.9848
2020-05-25,58.9848
2020-05-26,58.9848
2020-05-27,58.9848
2020-05-28,58.9848
2020-05-29,58.9848
2020-05-30,58.9848
2020-05-31,58.9848
2020-06-01,58.9848
2020-06-02,58.9848
2020-06-03,58.9848
2020-06-04,58.9848
2020-06-05,58.9848
2020-06-06,58.9848
2020-06-07,58.9848
2020-06-08,58.9848
2020-06-09,58.9848
2020-06-10,58.9848
2020-06-11,58.9848
2020-06-12,58.9848
2020-06-13,58.9848
2020-06-14,58.9848
2020-06-15,58.9848
2020-06-16,58.9848
2020-06-17,58.9848
2020-06-18,58.9848
2020-06-19,58.9848
2020-06-20,58.9848
2020-06-21,58.9848
2020-06-22,58.9848
2020-06-23,58.9848
2020-06-24,58.9848
2020-06-25,58.9848
2020-06-26,58.9848
2020-06-27,58.9848
2020-06-28,58.9848
2020-06-29,58.9848
2020-06-30,55.4551
2020-07-01,55.4551
2020-07-02,55.4551
2020-07-03,55.4551
2020-07-04,55.4551
2020-07-05,55.4551
2020-07-06,55.4551
2020-07-07,55.4551
2020-07-08,55.4551
2020-07-09,55.4551
2020-07-10,55.4551
2020-07-11,55.4551
2020-07-12,55.4551
2020-07-13,55.4551
2020-07-14,55.4551
2020-07-15,55.4551
