,LAZ US Equity
,RETURN_COM_EQY
2020-01-01,37.5284
2020-01-02,37.5284
2020-01-03,37.5284
2020-01-04,37.5284
2020-01-05,37.5284
2020-01-06,37.5284
2020-01-07,37.5284
2020-01-08,37.5284
2020-01-09,37.5284
2020-01-10,37.5284
2020-01-11,37.5284
2020-01-12,37.5284
2020-01-13,37.5284
2020-01-14,37.5284
2020-01-15,37.5284
2020-01-16,37.5284
2020-01-17,37.5284
2020-01-18,37.5284
2020-01-19,37.5284
2020-01-20,37.5284
2020-01-21,37.5284
2020-01-22,37.5284
2020-01-23,37.5284
2020-01-24,37.5284
2020-01-25,37.5284
2020-01-26,37.5284
2020-01-27,37.5284
2020-01-28,37.5284
2020-01-29,37.5284
2020-01-30,37.5284
2020-01-31,37.5284
2020-02-01,37.5284
2020-02-02,37.5284
2020-02-03,37.5284
2020-02-04,37.5284
2020-02-05,37.5284
2020-02-06,37.5284
2020-02-07,37.5284
2020-02-08,37.5284
2020-02-09,37.5284
2020-02-10,37.5284
2020-02-11,37.5284
2020-02-12,37.5284
2020-02-13,37.5284
2020-02-14,37.5284
2020-02-15,37.5284
2020-02-16,37.5284
2020-02-17,37.5284
2020-02-18,37.5284
2020-02-19,37.5284
2020-02-20,37.5284
2020-02-21,37.5284
2020-02-22,37.5284
2020-02-23,37.5284
2020-02-24,37.5284
2020-02-25,37.5284
2020-02-26,37.5284
2020-02-27,37.5284
2020-02-28,37.5284
2020-02-29,37.5284
2020-03-01,37.5284
2020-03-02,37.5284
2020-03-03,37.5284
2020-03-04,37.5284
2020-03-05,37.5284
2020-03-06,37.5284
2020-03-07,37.5284
2020-03-08,37.5284
2020-03-09,37.5284
2020-03-10,37.5284
2020-03-11,37.5284
2020-03-12,37.5284
2020-03-13,37.5284
2020-03-14,37.5284
2020-03-15,37.5284
2020-03-16,37.5284
2020-03-17,37.5284
2020-03-18,37.5284
2020-03-19,37.5284
2020-03-20,37.5284
2020-03-21,37.5284
2020-03-22,37.5284
2020-03-23,37.5284
2020-03-24,37.5284
2020-03-25,37.5284
2020-03-26,37.5284
2020-03-27,37.5284
2020-03-28,37.5284
2020-03-29,37.5284
2020-03-30,37.5284
2020-03-31,42.6858
2020-04-01,42.6858
2020-04-02,42.6858
2020-04-03,42.6858
2020-04-04,42.6858
2020-04-05,42.6858
2020-04-06,42.6858
2020-04-07,42.6858
2020-04-08,42.6858
2020-04-09,42.6858
2020-04-10,42.6858
2020-04-11,42.6858
2020-04-12,42.6858
2020-04-13,42.6858
2020-04-14,42.6858
2020-04-15,42.6858
2020-04-16,42.6858
2020-04-17,42.6858
2020-04-18,42.6858
2020-04-19,42.6858
2020-04-20,42.6858
2020-04-21,42.6858
2020-04-22,42.6858
2020-04-23,42.6858
2020-04-24,42.6858
2020-04-25,42.6858
2020-04-26,42.6858
2020-04-27,42.6858
2020-04-28,42.6858
2020-04-29,42.6858
2020-04-30,42.6858
2020-05-01,42.6858
2020-05-02,42.6858
2020-05-03,42.6858
2020-05-04,42.6858
2020-05-05,42.6858
2020-05-06,42.6858
2020-05-07,42.6858
2020-05-08,42.6858
2020-05-09,42.6858
2020-05-10,42.6858
2020-05-11,42.6858
2020-05-12,42.6858
2020-05-13,42.6858
2020-05-14,42.6858
2020-05-15,42.6858
2020-05-16,42.6858
2020-05-17,42.6858
2020-05-18,42.6858
2020-05-19,42.6858
2020-05-20,42.6858
2020-05-21,42.6858
2020-05-22,42.6858
2020-05-23,42.6858
2020-05-24,42.6858
2020-05-25,42.6858
2020-05-26,42.6858
2020-05-27,42.6858
2020-05-28,42.6858
2020-05-29,42.6858
2020-05-30,42.6858
2020-05-31,42.6858
2020-06-01,42.6858
2020-06-02,42.6858
2020-06-03,42.6858
2020-06-04,42.6858
2020-06-05,42.6858
2020-06-06,42.6858
2020-06-07,42.6858
2020-06-08,42.6858
2020-06-09,42.6858
2020-06-10,42.6858
2020-06-11,42.6858
2020-06-12,42.6858
2020-06-13,42.6858
2020-06-14,42.6858
2020-06-15,42.6858
2020-06-16,42.6858
2020-06-17,42.6858
2020-06-18,42.6858
2020-06-19,42.6858
2020-06-20,42.6858
2020-06-21,42.6858
2020-06-22,42.6858
2020-06-23,42.6858
2020-06-24,42.6858
2020-06-25,42.6858
2020-06-26,42.6858
2020-06-27,42.6858
2020-06-28,42.6858
2020-06-29,42.6858
2020-06-30,42.8344
2020-07-01,42.8344
2020-07-02,42.8344
2020-07-03,42.8344
2020-07-04,42.8344
2020-07-05,42.8344
2020-07-06,42.8344
2020-07-07,42.8344
2020-07-08,42.8344
2020-07-09,42.8344
2020-07-10,42.8344
2020-07-11,42.8344
2020-07-12,42.8344
2020-07-13,42.8344
2020-07-14,42.8344
2020-07-15,42.8344
2020-07-16,42.8344
2020-07-17,42.8344
2020-07-18,42.8344
2020-07-19,42.8344
2020-07-20,42.8344
2020-07-21,42.8344
2020-07-22,42.8344
2020-07-23,42.8344
2020-07-24,42.8344
2020-07-25,42.8344
2020-07-26,42.8344
2020-07-27,42.8344
2020-07-28,42.8344
2020-07-29,42.8344
2020-07-30,42.8344
2020-07-31,42.8344
2020-08-01,42.8344
2020-08-02,42.8344
2020-08-03,42.8344
2020-08-04,42.8344
2020-08-05,42.8344
2020-08-06,42.8344
2020-08-07,42.8344
2020-08-08,42.8344
2020-08-09,42.8344
2020-08-10,42.8344
2020-08-11,42.8344
2020-08-12,42.8344
2020-08-13,42.8344
2020-08-14,42.8344
2020-08-15,42.8344
2020-08-16,42.8344
2020-08-17,42.8344
2020-08-18,42.8344
2020-08-19,42.8344
2020-08-20,42.8344
2020-08-21,42.8344
2020-08-22,42.8344
2020-08-23,42.8344
2020-08-24,42.8344
2020-08-25,42.8344
2020-08-26,42.8344
2020-08-27,42.8344
2020-08-28,42.8344
2020-08-29,42.8344
2020-08-30,42.8344
2020-08-31,42.8344
2020-09-01,42.8344
2020-09-02,42.8344
2020-09-03,42.8344
2020-09-04,42.8344
2020-09-05,42.8344
2020-09-06,42.8344
2020-09-07,42.8344
2020-09-08,42.8344
2020-09-09,42.8344
2020-09-10,42.8344
2020-09-11,42.8344
2020-09-12,42.8344
2020-09-13,42.8344
2020-09-14,42.8344
2020-09-15,42.8344
2020-09-16,42.8344
2020-09-17,42.8344
2020-09-18,42.8344
2020-09-19,42.8344
2020-09-20,42.8344
2020-09-21,42.8344
2020-09-22,42.8344
2020-09-23,42.8344
2020-09-24,42.8344
2020-09-25,42.8344
2020-09-26,42.8344
2020-09-27,42.8344
2020-09-28,42.8344
2020-09-29,42.8344
2020-09-30,44.2988
2020-10-01,44.2988
2020-10-02,44.2988
2020-10-03,44.2988
2020-10-04,44.2988
2020-10-05,44.2988
2020-10-06,44.2988
2020-10-07,44.2988
2020-10-08,44.2988
2020-10-09,44.2988
2020-10-10,44.2988
2020-10-11,44.2988
2020-10-12,44.2988
2020-10-13,44.2988
2020-10-14,44.2988
2020-10-15,44.2988
2020-10-16,44.2988
2020-10-17,44.2988
2020-10-18,44.2988
2020-10-19,44.2988
2020-10-20,44.2988
2020-10-21,44.2988
2020-10-22,44.2988
2020-10-23,44.2988
2020-10-24,44.2988
2020-10-25,44.2988
2020-10-26,44.2988
2020-10-27,44.2988
2020-10-28,44.2988
2020-10-29,44.2988
2020-10-30,44.2988
2020-10-31,44.2988
2020-11-01,44.2988
2020-11-02,44.2988
2020-11-03,44.2988
2020-11-04,44.2988
2020-11-05,44.2988
2020-11-06,44.2988
2020-11-07,44.2988
2020-11-08,44.2988
2020-11-09,44.2988
2020-11-10,44.2988
2020-11-11,44.2988
2020-11-12,44.2988
2020-11-13,44.2988
2020-11-14,44.2988
2020-11-15,44.2988
2020-11-16,44.2988
2020-11-17,44.2988
2020-11-18,44.2988
2020-11-19,44.2988
2020-11-20,44.2988
2020-11-21,44.2988
2020-11-22,44.2988
2020-11-23,44.2988
2020-11-24,44.2988
2020-11-25,44.2988
2020-11-26,44.2988
2020-11-27,44.2988
2020-11-28,44.2988
2020-11-29,44.2988
2020-11-30,44.2988
2020-12-01,44.2988
2020-12-02,44.2988
2020-12-03,44.2988
2020-12-04,44.2988
2020-12-05,44.2988
2020-12-06,44.2988
2020-12-07,44.2988
2020-12-08,44.2988
2020-12-09,44.2988
2020-12-10,44.2988
2020-12-11,44.2988
2020-12-12,44.2988
2020-12-13,44.2988
2020-12-14,44.2988
2020-12-15,44.2988
2020-12-16,44.2988
2020-12-17,44.2988
2020-12-18,44.2988
2020-12-19,44.2988
2020-12-20,44.2988
2020-12-21,44.2988
2020-12-22,44.2988
2020-12-23,44.2988
2020-12-24,44.2988
2020-12-25,44.2988
2020-12-26,44.2988
2020-12-27,44.2988
2020-12-28,44.2988
2020-12-29,44.2988
2020-12-30,44.2988
2020-12-31,52.894
2021-01-01,52.894
2021-01-02,52.894
2021-01-03,52.894
2021-01-04,52.894
2021-01-05,52.894
2021-01-06,52.894
2021-01-07,52.894
2021-01-08,52.894
2021-01-09,52.894
2021-01-10,52.894
2021-01-11,52.894
2021-01-12,52.894
2021-01-13,52.894
2021-01-14,52.894
2021-01-15,52.894
2021-01-16,52.894
2021-01-17,52.894
2021-01-18,52.894
2021-01-19,52.894
2021-01-20,52.894
2021-01-21,52.894
2021-01-22,52.894
2021-01-23,52.894
2021-01-24,52.894
2021-01-25,52.894
2021-01-26,52.894
2021-01-27,52.894
2021-01-28,52.894
2021-01-29,52.894
2021-01-30,52.894
2021-01-31,52.894
2021-02-01,52.894
2021-02-02,52.894
2021-02-03,52.894
2021-02-04,52.894
2021-02-05,52.894
2021-02-06,52.894
2021-02-07,52.894
2021-02-08,52.894
2021-02-09,52.894
2021-02-10,52.894
2021-02-11,52.894
2021-02-12,52.894
2021-02-13,52.894
2021-02-14,52.894
2021-02-15,52.894
2021-02-16,52.894
2021-02-17,52.894
2021-02-18,52.894
2021-02-19,52.894
2021-02-20,52.894
2021-02-21,52.894
2021-02-22,52.894
2021-02-23,52.894
2021-02-24,52.894
2021-02-25,52.894
2021-02-26,52.894
2021-02-27,52.894
2021-02-28,52.894
2021-03-01,52.894
2021-03-02,52.894
2021-03-03,52.894
2021-03-04,52.894
2021-03-05,52.894
2021-03-06,52.894
2021-03-07,52.894
2021-03-08,52.894
2021-03-09,52.894
2021-03-10,52.894
2021-03-11,52.894
2021-03-12,52.894
2021-03-13,52.894
2021-03-14,52.894
2021-03-15,52.894
2021-03-16,52.894
2021-03-17,52.894
2021-03-18,52.894
2021-03-19,52.894
2021-03-20,52.894
2021-03-21,52.894
2021-03-22,52.894
2021-03-23,52.894
2021-03-24,52.894
2021-03-25,52.894
2021-03-26,52.894
2021-03-27,52.894
2021-03-28,52.894
2021-03-29,52.894
2021-03-30,52.894
2021-03-31,68.04
2021-04-01,68.04
2021-04-02,68.04
2021-04-03,68.04
2021-04-04,68.04
2021-04-05,68.04
2021-04-06,68.04
2021-04-07,68.04
2021-04-08,68.04
2021-04-09,68.04
2021-04-10,68.04
2021-04-11,68.04
2021-04-12,68.04
2021-04-13,68.04
2021-04-14,68.04
2021-04-15,68.04
2021-04-16,68.04
2021-04-17,68.04
2021-04-18,68.04
2021-04-19,68.04
2021-04-20,68.04
2021-04-21,68.04
2021-04-22,68.04
2021-04-23,68.04
2021-04-24,68.04
2021-04-25,68.04
2021-04-26,68.04
2021-04-27,68.04
2021-04-28,68.04
2021-04-29,68.04
2021-04-30,68.04
2021-05-01,68.04
2021-05-02,68.04
2021-05-03,68.04
2021-05-04,68.04
2021-05-05,68.04
2021-05-06,68.04
2021-05-07,68.04
2021-05-08,68.04
2021-05-09,68.04
2021-05-10,68.04
2021-05-11,68.04
2021-05-12,68.04
2021-05-13,68.04
2021-05-14,68.04
2021-05-15,68.04
2021-05-16,68.04
2021-05-17,68.04
2021-05-18,68.04
2021-05-19,68.04
2021-05-20,68.04
2021-05-21,68.04
2021-05-22,68.04
2021-05-23,68.04
2021-05-24,68.04
2021-05-25,68.04
2021-05-26,68.04
2021-05-27,68.04
2021-05-28,68.04
2021-05-29,68.04
2021-05-30,68.04
2021-05-31,68.04
2021-06-01,68.04
2021-06-02,68.04
2021-06-03,68.04
2021-06-04,68.04
2021-06-05,68.04
2021-06-06,68.04
2021-06-07,68.04
2021-06-08,68.04
2021-06-09,68.04
2021-06-10,68.04
2021-06-11,68.04
2021-06-12,68.04
2021-06-13,68.04
2021-06-14,68.04
2021-06-15,68.04
2021-06-16,68.04
2021-06-17,68.04
2021-06-18,68.04
2021-06-19,68.04
2021-06-20,68.04
2021-06-21,68.04
2021-06-22,68.04
2021-06-23,68.04
2021-06-24,68.04
2021-06-25,68.04
2021-06-26,68.04
2021-06-27,68.04
2021-06-28,68.04
2021-06-29,68.04
2021-06-30,71.112
2021-07-01,71.112
2021-07-02,71.112
2021-07-03,71.112
2021-07-04,71.112
2021-07-05,71.112
2021-07-06,71.112
2021-07-07,71.112
2021-07-08,71.112
2021-07-09,71.112
2021-07-10,71.112
2021-07-11,71.112
2021-07-12,71.112
2021-07-13,71.112
2021-07-14,71.112
2021-07-15,71.112
2021-07-16,71.112
2021-07-17,71.112
2021-07-18,71.112
2021-07-19,71.112
2021-07-20,71.112
2021-07-21,71.112
2021-07-22,71.112
2021-07-23,71.112
2021-07-24,71.112
2021-07-25,71.112
2021-07-26,71.112
2021-07-27,71.112
2021-07-28,71.112
2021-07-29,71.112
2021-07-30,71.112
2021-07-31,71.112
2021-08-01,71.112
2021-08-02,71.112
2021-08-03,71.112
2021-08-04,71.112
2021-08-05,71.112
2021-08-06,71.112
2021-08-07,71.112
2021-08-08,71.112
