,BBDC US Equity
2021-01-29,1.269
2021-01-30,1.269
2021-01-31,1.269
2021-02-01,1.269
2021-02-02,1.269
2021-02-03,1.269
2021-02-04,1.269
2021-02-05,1.269
2021-02-06,1.269
2021-02-07,1.269
2021-02-08,1.269
2021-02-09,1.269
2021-02-10,1.269
2021-02-11,1.269
2021-02-12,1.269
2021-02-13,1.269
2021-02-14,1.269
2021-02-15,1.269
2021-02-16,1.269
2021-02-17,1.269
2021-02-18,1.269
2021-02-19,1.269
2021-02-20,1.269
2021-02-21,1.269
2021-02-22,1.269
2021-02-23,1.269
2021-02-24,1.269
2021-02-25,1.269
2021-02-26,1.269
2021-02-27,1.269
2021-02-28,1.269
2021-03-01,1.269
2021-03-02,1.269
2021-03-03,1.269
2021-03-04,1.269
2021-03-05,1.269
2021-03-06,1.269
2021-03-07,1.269
2021-03-08,1.269
2021-03-09,1.269
2021-03-10,1.269
2021-03-11,1.269
2021-03-12,1.269
2021-03-13,1.269
2021-03-14,1.269
2021-03-15,1.269
2021-03-16,1.269
2021-03-17,1.269
2021-03-18,1.269
2021-03-19,1.269
2021-03-20,1.269
2021-03-21,1.269
2021-03-22,1.269
2021-03-23,1.269
2021-03-24,1.269
2021-03-25,1.269
2021-03-26,1.269
2021-03-27,1.269
2021-03-28,1.269
2021-03-29,1.269
2021-03-30,1.269
2021-03-31,24.4007
2021-04-01,24.4007
2021-04-02,24.4007
2021-04-03,24.4007
2021-04-04,24.4007
2021-04-05,24.4007
2021-04-06,24.4007
2021-04-07,24.4007
2021-04-08,24.4007
2021-04-09,24.4007
2021-04-10,24.4007
2021-04-11,24.4007
2021-04-12,24.4007
2021-04-13,24.4007
2021-04-14,24.4007
2021-04-15,24.4007
2021-04-16,24.4007
2021-04-17,24.4007
2021-04-18,24.4007
2021-04-19,24.4007
2021-04-20,24.4007
2021-04-21,24.4007
2021-04-22,24.4007
2021-04-23,24.4007
2021-04-24,24.4007
2021-04-25,24.4007
2021-04-26,24.4007
2021-04-27,24.4007
2021-04-28,24.4007
2021-04-29,24.4007
2021-04-30,24.4007
2021-05-01,24.4007
2021-05-02,24.4007
2021-05-03,24.4007
2021-05-04,24.4007
2021-05-05,24.4007
2021-05-06,24.4007
2021-05-07,24.4007
2021-05-08,24.4007
2021-05-09,24.4007
2021-05-10,24.4007
2021-05-11,24.4007
2021-05-12,24.4007
2021-05-13,24.4007
2021-05-14,24.4007
2021-05-15,24.4007
2021-05-16,24.4007
2021-05-17,24.4007
2021-05-18,24.4007
2021-05-19,24.4007
2021-05-20,24.4007
2021-05-21,24.4007
2021-05-22,24.4007
2021-05-23,24.4007
2021-05-24,24.4007
2021-05-25,24.4007
2021-05-26,24.4007
2021-05-27,24.4007
2021-05-28,24.4007
2021-05-29,24.4007
2021-05-30,24.4007
2021-05-31,24.4007
2021-06-01,24.4007
2021-06-02,24.4007
2021-06-03,24.4007
2021-06-04,24.4007
2021-06-05,24.4007
2021-06-06,24.4007
2021-06-07,24.4007
2021-06-08,24.4007
2021-06-09,24.4007
2021-06-10,24.4007
2021-06-11,24.4007
2021-06-12,24.4007
2021-06-13,24.4007
2021-06-14,24.4007
2021-06-15,24.4007
2021-06-16,24.4007
2021-06-17,24.4007
2021-06-18,24.4007
2021-06-19,24.4007
2021-06-20,24.4007
2021-06-21,24.4007
2021-06-22,24.4007
2021-06-23,24.4007
2021-06-24,24.4007
2021-06-25,24.4007
2021-06-26,24.4007
2021-06-27,24.4007
2021-06-28,24.4007
2021-06-29,24.4007
2021-06-30,19.0744
2021-07-01,19.0744
2021-07-02,19.0744
2021-07-03,19.0744
2021-07-04,19.0744
2021-07-05,19.0744
2021-07-06,19.0744
2021-07-07,19.0744
2021-07-08,19.0744
2021-07-09,19.0744
2021-07-10,19.0744
2021-07-11,19.0744
2021-07-12,19.0744
2021-07-13,19.0744
2021-07-14,19.0744
2021-07-15,19.0744
2021-07-16,19.0744
2021-07-17,19.0744
2021-07-18,19.0744
2021-07-19,19.0744
2021-07-20,19.0744
2021-07-21,19.0744
2021-07-22,19.0744
2021-07-23,19.0744
2021-07-24,19.0744
2021-07-25,19.0744
2021-07-26,19.0744
2021-07-27,19.0744
2021-07-28,19.0744
2021-07-29,19.0744
2021-07-30,19.0744
2021-07-31,19.0744
2021-08-01,19.0744
2021-08-02,19.0744
2021-08-03,19.0744
2021-08-04,19.0744
2021-08-05,19.0744
2021-08-06,19.0744
2021-08-07,19.0744
2021-08-08,19.0744
2021-08-09,19.0744
2021-08-10,19.0744
2021-08-11,19.0744
2021-08-12,19.0744
2021-08-13,19.0744
2021-08-14,19.0744
2021-08-15,19.0744
2021-08-16,19.0744
2021-08-17,19.0744
2021-08-18,19.0744
2021-08-19,19.0744
2021-08-20,19.0744
2021-08-21,19.0744
2021-08-22,19.0744
2021-08-23,19.0744
2021-08-24,19.0744
2021-08-25,19.0744
2021-08-26,19.0744
2021-08-27,19.0744
2021-08-28,19.0744
2021-08-29,19.0744
2021-08-30,19.0744
2021-08-31,19.0744
2021-09-01,19.0744
2021-09-02,19.0744
2021-09-03,19.0744
2021-09-04,19.0744
2021-09-05,19.0744
2021-09-06,19.0744
2021-09-07,19.0744
2021-09-08,19.0744
2021-09-09,19.0744
2021-09-10,19.0744
2021-09-11,19.0744
2021-09-12,19.0744
2021-09-13,19.0744
2021-09-14,19.0744
2021-09-15,19.0744
2021-09-16,19.0744
2021-09-17,19.0744
2021-09-18,19.0744
2021-09-19,19.0744
2021-09-20,19.0744
2021-09-21,19.0744
2021-09-22,19.0744
2021-09-23,19.0744
2021-09-24,19.0744
2021-09-25,19.0744
2021-09-26,19.0744
2021-09-27,19.0744
2021-09-28,19.0744
2021-09-29,19.0744
2021-09-30,14.0036
2021-10-01,14.0036
2021-10-02,14.0036
2021-10-03,14.0036
2021-10-04,14.0036
2021-10-05,14.0036
2021-10-06,14.0036
2021-10-07,14.0036
2021-10-08,14.0036
2021-10-09,14.0036
2021-10-10,14.0036
2021-10-11,14.0036
2021-10-12,14.0036
2021-10-13,14.0036
2021-10-14,14.0036
2021-10-15,14.0036
2021-10-16,14.0036
2021-10-17,14.0036
2021-10-18,14.0036
2021-10-19,14.0036
2021-10-20,14.0036
2021-10-21,14.0036
2021-10-22,14.0036
2021-10-23,14.0036
2021-10-24,14.0036
2021-10-25,14.0036
2021-10-26,14.0036
2021-10-27,14.0036
2021-10-28,14.0036
2021-10-29,14.0036
2021-10-30,14.0036
2021-10-31,14.0036
2021-11-01,14.0036
2021-11-02,14.0036
2021-11-03,14.0036
2021-11-04,14.0036
2021-11-05,14.0036
2021-11-06,14.0036
2021-11-07,14.0036
2021-11-08,14.0036
2021-11-09,14.0036
2021-11-10,14.0036
2021-11-11,14.0036
2021-11-12,14.0036
2021-11-13,14.0036
2021-11-14,14.0036
2021-11-15,14.0036
2021-11-16,14.0036
2021-11-17,14.0036
2021-11-18,14.0036
2021-11-19,14.0036
2021-11-20,14.0036
2021-11-21,14.0036
2021-11-22,14.0036
2021-11-23,14.0036
2021-11-24,14.0036
2021-11-25,14.0036
2021-11-26,14.0036
2021-11-27,14.0036
2021-11-28,14.0036
2021-11-29,14.0036
2021-11-30,14.0036
2021-12-01,14.0036
2021-12-02,14.0036
2021-12-03,14.0036
2021-12-04,14.0036
2021-12-05,14.0036
2021-12-06,14.0036
2021-12-07,14.0036
2021-12-08,14.0036
2021-12-09,14.0036
2021-12-10,14.0036
2021-12-11,14.0036
2021-12-12,14.0036
2021-12-13,14.0036
2021-12-14,14.0036
2021-12-15,14.0036
2021-12-16,14.0036
2021-12-17,14.0036
2021-12-18,14.0036
2021-12-19,14.0036
2021-12-20,14.0036
2021-12-21,14.0036
2021-12-22,14.0036
2021-12-23,14.0036
2021-12-24,14.0036
2021-12-25,14.0036
2021-12-26,14.0036
2021-12-27,14.0036
2021-12-28,14.0036
2021-12-29,14.0036
2021-12-30,14.0036
2021-12-31,10.6438
2022-01-01,10.6438
2022-01-02,10.6438
2022-01-03,10.6438
2022-01-04,10.6438
2022-01-05,10.6438
2022-01-06,10.6438
2022-01-07,10.6438
2022-01-08,10.6438
2022-01-09,10.6438
2022-01-10,10.6438
2022-01-11,10.6438
2022-01-12,10.6438
2022-01-13,10.6438
2022-01-14,10.6438
2022-01-15,10.6438
2022-01-16,10.6438
2022-01-17,10.6438
2022-01-18,10.6438
2022-01-19,10.6438
2022-01-20,10.6438
2022-01-21,10.6438
2022-01-22,10.6438
2022-01-23,10.6438
2022-01-24,10.6438
2022-01-25,10.6438
2022-01-26,10.6438
2022-01-27,10.6438
2022-01-28,10.6438
2022-01-29,10.6438
2022-01-30,10.6438
2022-01-31,10.6438
2022-02-01,10.6438
2022-02-02,10.6438
2022-02-03,10.6438
2022-02-04,10.6438
2022-02-05,10.6438
2022-02-06,10.6438
2022-02-07,10.6438
2022-02-08,10.6438
2022-02-09,10.6438
2022-02-10,10.6438
2022-02-11,10.6438
2022-02-12,10.6438
2022-02-13,10.6438
2022-02-14,10.6438
2022-02-15,10.6438
2022-02-16,10.6438
2022-02-17,10.6438
2022-02-18,10.6438
2022-02-19,10.6438
2022-02-20,10.6438
2022-02-21,10.6438
2022-02-22,10.6438
2022-02-23,10.6438
2022-02-24,10.6438
2022-02-25,10.6438
2022-02-26,10.6438
2022-02-27,10.6438
2022-02-28,10.6438
2022-03-01,10.6438
2022-03-02,10.6438
2022-03-03,10.6438
2022-03-04,10.6438
2022-03-05,10.6438
2022-03-06,10.6438
2022-03-07,10.6438
2022-03-08,10.6438
2022-03-09,10.6438
2022-03-10,10.6438
2022-03-11,10.6438
2022-03-12,10.6438
2022-03-13,10.6438
2022-03-14,10.6438
2022-03-15,10.6438
2022-03-16,10.6438
2022-03-17,10.6438
2022-03-18,10.6438
2022-03-19,10.6438
2022-03-20,10.6438
2022-03-21,10.6438
2022-03-22,10.6438
2022-03-23,10.6438
2022-03-24,10.6438
2022-03-25,10.6438
2022-03-26,10.6438
2022-03-27,10.6438
2022-03-28,10.6438
2022-03-29,10.6438
2022-03-30,10.6438
2022-03-31,7.4536
2022-04-01,7.4536
2022-04-02,7.4536
2022-04-03,7.4536
2022-04-04,7.4536
2022-04-05,7.4536
2022-04-06,7.4536
2022-04-07,7.4536
2022-04-08,7.4536
2022-04-09,7.4536
2022-04-10,7.4536
2022-04-11,7.4536
2022-04-12,7.4536
2022-04-13,7.4536
2022-04-14,7.4536
2022-04-15,7.4536
2022-04-16,7.4536
2022-04-17,7.4536
2022-04-18,7.4536
2022-04-19,7.4536
2022-04-20,7.4536
2022-04-21,7.4536
2022-04-22,7.4536
2022-04-23,7.4536
2022-04-24,7.4536
2022-04-25,7.4536
2022-04-26,7.4536
2022-04-27,7.4536
2022-04-28,7.4536
2022-04-29,7.4536
2022-04-30,7.4536
2022-05-01,7.4536
2022-05-02,7.4536
2022-05-03,7.4536
2022-05-04,7.4536
2022-05-05,7.4536
2022-05-06,7.4536
2022-05-07,7.4536
2022-05-08,7.4536
2022-05-09,7.4536
2022-05-10,7.4536
2022-05-11,7.4536
2022-05-12,7.4536
2022-05-13,7.4536
2022-05-14,7.4536
2022-05-15,7.4536
2022-05-16,7.4536
2022-05-17,7.4536
2022-05-18,7.4536
2022-05-19,7.4536
2022-05-20,7.4536
2022-05-21,7.4536
2022-05-22,7.4536
2022-05-23,7.4536
2022-05-24,7.4536
2022-05-25,7.4536
2022-05-26,7.4536
2022-05-27,7.4536
2022-05-28,7.4536
2022-05-29,7.4536
2022-05-30,7.4536
2022-05-31,7.4536
2022-06-01,7.4536
2022-06-02,7.4536
2022-06-03,7.4536
2022-06-04,7.4536
2022-06-05,7.4536
2022-06-06,7.4536
2022-06-07,7.4536
2022-06-08,7.4536
2022-06-09,7.4536
2022-06-10,7.4536
2022-06-11,7.4536
2022-06-12,7.4536
2022-06-13,7.4536
2022-06-14,7.4536
2022-06-15,7.4536
2022-06-16,7.4536
2022-06-17,7.4536
2022-06-18,7.4536
2022-06-19,7.4536
2022-06-20,7.4536
2022-06-21,7.4536
2022-06-22,7.4536
2022-06-23,7.4536
2022-06-24,7.4536
2022-06-25,7.4536
2022-06-26,7.4536
2022-06-27,7.4536
2022-06-28,7.4536
2022-06-29,7.4536
2022-06-30,2.1961
2022-07-01,2.1961
2022-07-02,2.1961
2022-07-03,2.1961
2022-07-04,2.1961
2022-07-05,2.1961
2022-07-06,2.1961
2022-07-07,2.1961
2022-07-08,2.1961
2022-07-09,2.1961
2022-07-10,2.1961
2022-07-11,2.1961
2022-07-12,2.1961
2022-07-13,2.1961
2022-07-14,2.1961
2022-07-15,2.1961
2022-07-16,2.1961
2022-07-17,2.1961
2022-07-18,2.1961
2022-07-19,2.1961
2022-07-20,2.1961
2022-07-21,2.1961
2022-07-22,2.1961
2022-07-23,2.1961
2022-07-24,2.1961
2022-07-25,2.1961
2022-07-26,2.1961
2022-07-27,2.1961
2022-07-28,2.1961
2022-07-29,2.1961
2022-07-30,2.1961
2022-07-31,2.1961
2022-08-01,2.1961
2022-08-02,2.1961
2022-08-03,2.1961
2022-08-04,2.1961
2022-08-05,2.1961
2022-08-06,2.1961
2022-08-07,2.1961
2022-08-08,2.1961
2022-08-09,2.1961
2022-08-10,2.1961
2022-08-11,2.1961
2022-08-12,2.1961
2022-08-13,2.1961
2022-08-14,2.1961
2022-08-15,2.1961
2022-08-16,2.1961
2022-08-17,2.1961
2022-08-18,2.1961
2022-08-19,2.1961
2022-08-20,2.1961
2022-08-21,2.1961
2022-08-22,2.1961
2022-08-23,2.1961
2022-08-24,2.1961
2022-08-25,2.1961
2022-08-26,2.1961
2022-08-27,2.1961
2022-08-28,2.1961
2022-08-29,2.1961
2022-08-30,2.1961
2022-08-31,2.1961
2022-09-01,2.1961
2022-09-02,2.1961
2022-09-03,2.1961
2022-09-04,2.1961
2022-09-05,2.1961
2022-09-06,2.1961
2022-09-07,2.1961
2022-09-08,2.1961
2022-09-09,2.1961
2022-09-10,2.1961
2022-09-11,2.1961
2022-09-12,2.1961
2022-09-13,2.1961
2022-09-14,2.1961
2022-09-15,2.1961
2022-09-16,2.1961
2022-09-17,2.1961
2022-09-18,2.1961
2022-09-19,2.1961
2022-09-20,2.1961
2022-09-21,2.1961
2022-09-22,2.1961
2022-09-23,2.1961
2022-09-24,2.1961
2022-09-25,2.1961
2022-09-26,2.1961
2022-09-27,2.1961
2022-09-28,2.1961
2022-09-29,2.1961
2022-09-30,1.765
2022-10-01,1.765
2022-10-02,1.765
2022-10-03,1.765
2022-10-04,1.765
2022-10-05,1.765
2022-10-06,1.765
2022-10-07,1.765
2022-10-08,1.765
2022-10-09,1.765
2022-10-10,1.765
2022-10-11,1.765
2022-10-12,1.765
2022-10-13,1.765
2022-10-14,1.765
2022-10-15,1.765
2022-10-16,1.765
2022-10-17,1.765
2022-10-18,1.765
2022-10-19,1.765
2022-10-20,1.765
2022-10-21,1.765
2022-10-22,1.765
2022-10-23,1.765
2022-10-24,1.765
2022-10-25,1.765
2022-10-26,1.765
2022-10-27,1.765
2022-10-28,1.765
2022-10-29,1.765
2022-10-30,1.765
2022-10-31,1.765
2022-11-01,1.765
2022-11-02,1.765
2022-11-03,1.765
2022-11-04,1.765
2022-11-05,1.765
2022-11-06,1.765
2022-11-07,1.765
2022-11-08,1.765
2022-11-09,1.765
2022-11-10,1.765
2022-11-11,1.765
2022-11-12,1.765
2022-11-13,1.765
2022-11-14,1.765
2022-11-15,1.765
2022-11-16,1.765
2022-11-17,1.765
2022-11-18,1.765
2022-11-19,1.765
2022-11-20,1.765
2022-11-21,1.765
2022-11-22,1.765
2022-11-23,1.765
2022-11-24,1.765
2022-11-25,1.765
2022-11-26,1.765
2022-11-27,1.765
2022-11-28,1.765
2022-11-29,1.765
2022-11-30,1.765
2022-12-01,1.765
2022-12-02,1.765
2022-12-03,1.765
2022-12-04,1.765
2022-12-05,1.765
2022-12-06,1.765
2022-12-07,1.765
2022-12-08,1.765
2022-12-09,1.765
2022-12-10,1.765
2022-12-11,1.765
2022-12-12,1.765
2022-12-13,1.765
2022-12-14,1.765
2022-12-15,1.765
2022-12-16,1.765
2022-12-17,1.765
2022-12-18,1.765
2022-12-19,1.765
2022-12-20,1.765
2022-12-21,1.765
2022-12-22,1.765
2022-12-23,1.765
2022-12-24,1.765
2022-12-25,1.765
2022-12-26,1.765
2022-12-27,1.765
2022-12-28,1.765
2022-12-29,1.765
2022-12-30,1.765
2022-12-31,0.484
2023-01-01,0.484
2023-01-02,0.484
2023-01-03,0.484
2023-01-04,0.484
2023-01-05,0.484
2023-01-06,0.484
2023-01-07,0.484
2023-01-08,0.484
2023-01-09,0.484
2023-01-10,0.484
2023-01-11,0.484
2023-01-12,0.484
2023-01-13,0.484
2023-01-14,0.484
2023-01-15,0.484
2023-01-16,0.484
2023-01-17,0.484
2023-01-18,0.484
2023-01-19,0.484
2023-01-20,0.484
2023-01-21,0.484
2023-01-22,0.484
2023-01-23,0.484
2023-01-24,0.484
2023-01-25,0.484
2023-01-26,0.484
2023-01-27,0.484
2023-01-28,0.484
2023-01-29,0.484
2023-01-30,0.484
2023-01-31,0.484
2023-02-01,0.484
2023-02-02,0.484
2023-02-03,0.484
2023-02-04,0.484
2023-02-05,0.484
2023-02-06,0.484
2023-02-07,0.484
2023-02-08,0.484
2023-02-09,0.484
2023-02-10,0.484
2023-02-11,0.484
2023-02-12,0.484
2023-02-13,0.484
2023-02-14,0.484
2023-02-15,0.484
2023-02-16,0.484
2023-02-17,0.484
2023-02-18,0.484
2023-02-19,0.484
2023-02-20,0.484
2023-02-21,0.484
2023-02-22,0.484
2023-02-23,0.484
2023-02-24,0.484
2023-02-25,0.484
2023-02-26,0.484
2023-02-27,0.484
2023-02-28,0.484
2023-03-01,0.484
2023-03-02,0.484
2023-03-03,0.484
2023-03-04,0.484
2023-03-05,0.484
2023-03-06,0.484
