,EQT US Equity
,RETURN_COM_EQY
2020-01-01,-11.7687
2020-01-02,-11.7687
2020-01-03,-11.7687
2020-01-04,-11.7687
2020-01-05,-11.7687
2020-01-06,-11.7687
2020-01-07,-11.7687
2020-01-08,-11.7687
2020-01-09,-11.7687
2020-01-10,-11.7687
2020-01-11,-11.7687
2020-01-12,-11.7687
2020-01-13,-11.7687
2020-01-14,-11.7687
2020-01-15,-11.7687
2020-01-16,-11.7687
2020-01-17,-11.7687
2020-01-18,-11.7687
2020-01-19,-11.7687
2020-01-20,-11.7687
2020-01-21,-11.7687
2020-01-22,-11.7687
2020-01-23,-11.7687
2020-01-24,-11.7687
2020-01-25,-11.7687
2020-01-26,-11.7687
2020-01-27,-11.7687
2020-01-28,-11.7687
2020-01-29,-11.7687
2020-01-30,-11.7687
2020-01-31,-11.7687
2020-02-01,-11.7687
2020-02-02,-11.7687
2020-02-03,-11.7687
2020-02-04,-11.7687
2020-02-05,-11.7687
2020-02-06,-11.7687
2020-02-07,-11.7687
2020-02-08,-11.7687
2020-02-09,-11.7687
2020-02-10,-11.7687
2020-02-11,-11.7687
2020-02-12,-11.7687
2020-02-13,-11.7687
2020-02-14,-11.7687
2020-02-15,-11.7687
2020-02-16,-11.7687
2020-02-17,-11.7687
2020-02-18,-11.7687
2020-02-19,-11.7687
2020-02-20,-11.7687
2020-02-21,-11.7687
2020-02-22,-11.7687
2020-02-23,-11.7687
2020-02-24,-11.7687
2020-02-25,-11.7687
2020-02-26,-11.7687
2020-02-27,-11.7687
2020-02-28,-11.7687
2020-02-29,-11.7687
2020-03-01,-11.7687
2020-03-02,-11.7687
2020-03-03,-11.7687
2020-03-04,-11.7687
2020-03-05,-11.7687
2020-03-06,-11.7687
2020-03-07,-11.7687
2020-03-08,-11.7687
2020-03-09,-11.7687
2020-03-10,-11.7687
2020-03-11,-11.7687
2020-03-12,-11.7687
2020-03-13,-11.7687
2020-03-14,-11.7687
2020-03-15,-11.7687
2020-03-16,-11.7687
2020-03-17,-11.7687
2020-03-18,-11.7687
2020-03-19,-11.7687
2020-03-20,-11.7687
2020-03-21,-11.7687
2020-03-22,-11.7687
2020-03-23,-11.7687
2020-03-24,-11.7687
2020-03-25,-11.7687
2020-03-26,-11.7687
2020-03-27,-11.7687
2020-03-28,-11.7687
2020-03-29,-11.7687
2020-03-30,-11.7687
2020-03-31,-17.0097
2020-04-01,-17.0097
2020-04-02,-17.0097
2020-04-03,-17.0097
2020-04-04,-17.0097
2020-04-05,-17.0097
2020-04-06,-17.0097
2020-04-07,-17.0097
2020-04-08,-17.0097
2020-04-09,-17.0097
2020-04-10,-17.0097
2020-04-11,-17.0097
2020-04-12,-17.0097
2020-04-13,-17.0097
2020-04-14,-17.0097
2020-04-15,-17.0097
2020-04-16,-17.0097
2020-04-17,-17.0097
2020-04-18,-17.0097
2020-04-19,-17.0097
2020-04-20,-17.0097
2020-04-21,-17.0097
2020-04-22,-17.0097
2020-04-23,-17.0097
2020-04-24,-17.0097
2020-04-25,-17.0097
2020-04-26,-17.0097
2020-04-27,-17.0097
2020-04-28,-17.0097
2020-04-29,-17.0097
2020-04-30,-17.0097
2020-05-01,-17.0097
2020-05-02,-17.0097
2020-05-03,-17.0097
2020-05-04,-17.0097
2020-05-05,-17.0097
2020-05-06,-17.0097
2020-05-07,-17.0097
2020-05-08,-17.0097
2020-05-09,-17.0097
2020-05-10,-17.0097
2020-05-11,-17.0097
2020-05-12,-17.0097
2020-05-13,-17.0097
2020-05-14,-17.0097
2020-05-15,-17.0097
2020-05-16,-17.0097
2020-05-17,-17.0097
2020-05-18,-17.0097
2020-05-19,-17.0097
2020-05-20,-17.0097
2020-05-21,-17.0097
2020-05-22,-17.0097
2020-05-23,-17.0097
2020-05-24,-17.0097
2020-05-25,-17.0097
2020-05-26,-17.0097
2020-05-27,-17.0097
2020-05-28,-17.0097
2020-05-29,-17.0097
2020-05-30,-17.0097
2020-05-31,-17.0097
2020-06-01,-17.0097
2020-06-02,-17.0097
2020-06-03,-17.0097
2020-06-04,-17.0097
2020-06-05,-17.0097
2020-06-06,-17.0097
2020-06-07,-17.0097
2020-06-08,-17.0097
2020-06-09,-17.0097
2020-06-10,-17.0097
2020-06-11,-17.0097
2020-06-12,-17.0097
2020-06-13,-17.0097
2020-06-14,-17.0097
2020-06-15,-17.0097
2020-06-16,-17.0097
2020-06-17,-17.0097
2020-06-18,-17.0097
2020-06-19,-17.0097
2020-06-20,-17.0097
2020-06-21,-17.0097
2020-06-22,-17.0097
2020-06-23,-17.0097
2020-06-24,-17.0097
2020-06-25,-17.0097
2020-06-26,-17.0097
2020-06-27,-17.0097
2020-06-28,-17.0097
2020-06-29,-17.0097
2020-06-30,-20.8378
2020-07-01,-20.8378
2020-07-02,-20.8378
2020-07-03,-20.8378
2020-07-04,-20.8378
2020-07-05,-20.8378
2020-07-06,-20.8378
2020-07-07,-20.8378
2020-07-08,-20.8378
2020-07-09,-20.8378
2020-07-10,-20.8378
2020-07-11,-20.8378
2020-07-12,-20.8378
2020-07-13,-20.8378
2020-07-14,-20.8378
2020-07-15,-20.8378
2020-07-16,-20.8378
2020-07-17,-20.8378
2020-07-18,-20.8378
2020-07-19,-20.8378
2020-07-20,-20.8378
2020-07-21,-20.8378
2020-07-22,-20.8378
2020-07-23,-20.8378
2020-07-24,-20.8378
2020-07-25,-20.8378
2020-07-26,-20.8378
2020-07-27,-20.8378
2020-07-28,-20.8378
2020-07-29,-20.8378
2020-07-30,-20.8378
2020-07-31,-20.8378
2020-08-01,-20.8378
2020-08-02,-20.8378
2020-08-03,-20.8378
2020-08-04,-20.8378
2020-08-05,-20.8378
2020-08-06,-20.8378
2020-08-07,-20.8378
2020-08-08,-20.8378
2020-08-09,-20.8378
2020-08-10,-20.8378
2020-08-11,-20.8378
2020-08-12,-20.8378
2020-08-13,-20.8378
2020-08-14,-20.8378
2020-08-15,-20.8378
2020-08-16,-20.8378
2020-08-17,-20.8378
2020-08-18,-20.8378
2020-08-19,-20.8378
2020-08-20,-20.8378
2020-08-21,-20.8378
2020-08-22,-20.8378
2020-08-23,-20.8378
2020-08-24,-20.8378
2020-08-25,-20.8378
2020-08-26,-20.8378
2020-08-27,-20.8378
2020-08-28,-20.8378
2020-08-29,-20.8378
2020-08-30,-20.8378
2020-08-31,-20.8378
2020-09-01,-20.8378
2020-09-02,-20.8378
2020-09-03,-20.8378
2020-09-04,-20.8378
2020-09-05,-20.8378
2020-09-06,-20.8378
2020-09-07,-20.8378
2020-09-08,-20.8378
2020-09-09,-20.8378
2020-09-10,-20.8378
2020-09-11,-20.8378
2020-09-12,-20.8378
2020-09-13,-20.8378
2020-09-14,-20.8378
2020-09-15,-20.8378
2020-09-16,-20.8378
2020-09-17,-20.8378
