,LSTR US Equity
,RETURN_COM_EQY
2020-01-01,32.3399
2020-01-02,32.3399
2020-01-03,32.3399
2020-01-04,32.3399
2020-01-05,32.3399
2020-01-06,32.3399
2020-01-07,32.3399
2020-01-08,32.3399
2020-01-09,32.3399
2020-01-10,32.3399
2020-01-11,32.3399
2020-01-12,32.3399
2020-01-13,32.3399
2020-01-14,32.3399
2020-01-15,32.3399
2020-01-16,32.3399
2020-01-17,32.3399
2020-01-18,32.3399
2020-01-19,32.3399
2020-01-20,32.3399
2020-01-21,32.3399
2020-01-22,32.3399
2020-01-23,32.3399
2020-01-24,32.3399
2020-01-25,32.3399
2020-01-26,32.3399
2020-01-27,32.3399
2020-01-28,32.3399
2020-01-29,32.3399
2020-01-30,32.3399
2020-01-31,32.3399
2020-02-01,32.3399
2020-02-02,32.3399
2020-02-03,32.3399
2020-02-04,32.3399
2020-02-05,32.3399
2020-02-06,32.3399
2020-02-07,32.3399
2020-02-08,32.3399
2020-02-09,32.3399
2020-02-10,32.3399
2020-02-11,32.3399
2020-02-12,32.3399
2020-02-13,32.3399
2020-02-14,32.3399
2020-02-15,32.3399
2020-02-16,32.3399
2020-02-17,32.3399
2020-02-18,32.3399
2020-02-19,32.3399
2020-02-20,32.3399
2020-02-21,32.3399
2020-02-22,32.3399
2020-02-23,32.3399
2020-02-24,32.3399
2020-02-25,32.3399
2020-02-26,32.3399
2020-02-27,32.3399
2020-02-28,32.3399
2020-02-29,32.3399
2020-03-01,32.3399
2020-03-02,32.3399
2020-03-03,32.3399
2020-03-04,32.3399
2020-03-05,32.3399
2020-03-06,32.3399
2020-03-07,32.3399
2020-03-08,32.3399
2020-03-09,32.3399
2020-03-10,32.3399
2020-03-11,32.3399
2020-03-12,32.3399
2020-03-13,32.3399
2020-03-14,32.3399
2020-03-15,32.3399
2020-03-16,32.3399
2020-03-17,32.3399
2020-03-18,32.3399
2020-03-19,32.3399
2020-03-20,32.3399
2020-03-21,32.3399
2020-03-22,32.3399
2020-03-23,32.3399
2020-03-24,32.3399
2020-03-25,32.3399
2020-03-26,32.3399
2020-03-27,32.3399
2020-03-28,30.2944
2020-03-29,30.2944
2020-03-30,30.2944
2020-03-31,30.2944
2020-04-01,30.2944
2020-04-02,30.2944
2020-04-03,30.2944
2020-04-04,30.2944
2020-04-05,30.2944
2020-04-06,30.2944
2020-04-07,30.2944
2020-04-08,30.2944
2020-04-09,30.2944
2020-04-10,30.2944
2020-04-11,30.2944
2020-04-12,30.2944
2020-04-13,30.2944
2020-04-14,30.2944
2020-04-15,30.2944
2020-04-16,30.2944
2020-04-17,30.2944
2020-04-18,30.2944
2020-04-19,30.2944
2020-04-20,30.2944
2020-04-21,30.2944
2020-04-22,30.2944
2020-04-23,30.2944
2020-04-24,30.2944
2020-04-25,30.2944
2020-04-26,30.2944
2020-04-27,30.2944
2020-04-28,30.2944
2020-04-29,30.2944
2020-04-30,30.2944
2020-05-01,30.2944
2020-05-02,30.2944
2020-05-03,30.2944
2020-05-04,30.2944
2020-05-05,30.2944
2020-05-06,30.2944
2020-05-07,30.2944
2020-05-08,30.2944
2020-05-09,30.2944
2020-05-10,30.2944
2020-05-11,30.2944
2020-05-12,30.2944
2020-05-13,30.2944
2020-05-14,30.2944
2020-05-15,30.2944
2020-05-16,30.2944
2020-05-17,30.2944
2020-05-18,30.2944
2020-05-19,30.2944
2020-05-20,30.2944
2020-05-21,30.2944
2020-05-22,30.2944
2020-05-23,30.2944
2020-05-24,30.2944
2020-05-25,30.2944
2020-05-26,30.2944
2020-05-27,30.2944
2020-05-28,30.2944
2020-05-29,30.2944
2020-05-30,30.2944
2020-05-31,30.2944
2020-06-01,30.2944
2020-06-02,30.2944
2020-06-03,30.2944
2020-06-04,30.2944
2020-06-05,30.2944
2020-06-06,30.2944
2020-06-07,30.2944
2020-06-08,30.2944
2020-06-09,30.2944
2020-06-10,30.2944
2020-06-11,30.2944
2020-06-12,30.2944
2020-06-13,30.2944
2020-06-14,30.2944
2020-06-15,30.2944
2020-06-16,30.2944
2020-06-17,30.2944
2020-06-18,30.2944
2020-06-19,30.2944
2020-06-20,30.2944
2020-06-21,30.2944
2020-06-22,30.2944
2020-06-23,30.2944
2020-06-24,30.2944
2020-06-25,30.2944
2020-06-26,30.2944
2020-06-27,24.459
2020-06-28,24.459
2020-06-29,24.459
2020-06-30,24.459
2020-07-01,24.459
2020-07-02,24.459
2020-07-03,24.459
2020-07-04,24.459
2020-07-05,24.459
2020-07-06,24.459
2020-07-07,24.459
2020-07-08,24.459
2020-07-09,24.459
2020-07-10,24.459
2020-07-11,24.459
2020-07-12,24.459
2020-07-13,24.459
2020-07-14,24.459
2020-07-15,24.459
2020-07-16,24.459
2020-07-17,24.459
2020-07-18,24.459
2020-07-19,24.459
2020-07-20,24.459
2020-07-21,24.459
2020-07-22,24.459
2020-07-23,24.459
2020-07-24,24.459
2020-07-25,24.459
2020-07-26,24.459
2020-07-27,24.459
2020-07-28,24.459
2020-07-29,24.459
2020-07-30,24.459
2020-07-31,24.459
2020-08-01,24.459
2020-08-02,24.459
2020-08-03,24.459
2020-08-04,24.459
2020-08-05,24.459
2020-08-06,24.459
2020-08-07,24.459
2020-08-08,24.459
2020-08-09,24.459
2020-08-10,24.459
2020-08-11,24.459
2020-08-12,24.459
2020-08-13,24.459
2020-08-14,24.459
2020-08-15,24.459
2020-08-16,24.459
2020-08-17,24.459
2020-08-18,24.459
2020-08-19,24.459
2020-08-20,24.459
2020-08-21,24.459
2020-08-22,24.459
2020-08-23,24.459
2020-08-24,24.459
2020-08-25,24.459
2020-08-26,24.459
2020-08-27,24.459
2020-08-28,24.459
2020-08-29,24.459
2020-08-30,24.459
2020-08-31,24.459
2020-09-01,24.459
2020-09-02,24.459
2020-09-03,24.459
2020-09-04,24.459
2020-09-05,24.459
2020-09-06,24.459
2020-09-07,24.459
2020-09-08,24.459
2020-09-09,24.459
2020-09-10,24.459
2020-09-11,24.459
2020-09-12,24.459
2020-09-13,24.459
2020-09-14,24.459
2020-09-15,24.459
2020-09-16,24.459
2020-09-17,24.459
2020-09-18,24.459
2020-09-19,24.459
2020-09-20,24.459
2020-09-21,24.459
2020-09-22,24.459
2020-09-23,24.459
2020-09-24,24.459
2020-09-25,24.459
2020-09-26,24.2312
2020-09-27,24.2312
2020-09-28,24.2312
2020-09-29,24.2312
2020-09-30,24.2312
2020-10-01,24.2312
2020-10-02,24.2312
2020-10-03,24.2312
2020-10-04,24.2312
2020-10-05,24.2312
2020-10-06,24.2312
2020-10-07,24.2312
2020-10-08,24.2312
2020-10-09,24.2312
2020-10-10,24.2312
2020-10-11,24.2312
2020-10-12,24.2312
2020-10-13,24.2312
2020-10-14,24.2312
2020-10-15,24.2312
2020-10-16,24.2312
2020-10-17,24.2312
2020-10-18,24.2312
2020-10-19,24.2312
2020-10-20,24.2312
2020-10-21,24.2312
2020-10-22,24.2312
2020-10-23,24.2312
2020-10-24,24.2312
2020-10-25,24.2312
2020-10-26,24.2312
2020-10-27,24.2312
2020-10-28,24.2312
2020-10-29,24.2312
2020-10-30,24.2312
2020-10-31,24.2312
2020-11-01,24.2312
2020-11-02,24.2312
2020-11-03,24.2312
2020-11-04,24.2312
2020-11-05,24.2312
2020-11-06,24.2312
2020-11-07,24.2312
2020-11-08,24.2312
2020-11-09,24.2312
2020-11-10,24.2312
2020-11-11,24.2312
2020-11-12,24.2312
2020-11-13,24.2312
2020-11-14,24.2312
2020-11-15,24.2312
2020-11-16,24.2312
2020-11-17,24.2312
2020-11-18,24.2312
2020-11-19,24.2312
2020-11-20,24.2312
2020-11-21,24.2312
2020-11-22,24.2312
2020-11-23,24.2312
2020-11-24,24.2312
2020-11-25,24.2312
2020-11-26,24.2312
2020-11-27,24.2312
2020-11-28,24.2312
2020-11-29,24.2312
2020-11-30,24.2312
2020-12-01,24.2312
2020-12-02,24.2312
2020-12-03,24.2312
2020-12-04,24.2312
2020-12-05,24.2312
2020-12-06,24.2312
2020-12-07,24.2312
2020-12-08,24.2312
2020-12-09,24.2312
2020-12-10,24.2312
2020-12-11,24.2312
2020-12-12,24.2312
2020-12-13,24.2312
2020-12-14,24.2312
2020-12-15,24.2312
2020-12-16,24.2312
2020-12-17,24.2312
2020-12-18,24.2312
2020-12-19,24.2312
2020-12-20,24.2312
2020-12-21,24.2312
2020-12-22,24.2312
2020-12-23,24.2312
2020-12-24,24.2312
2020-12-25,24.2312
2020-12-26,27.1854
2020-12-27,27.1854
2020-12-28,27.1854
2020-12-29,27.1854
2020-12-30,27.1854
2020-12-31,27.1854
2021-01-01,27.1854
2021-01-02,27.1854
2021-01-03,27.1854
2021-01-04,27.1854
2021-01-05,27.1854
2021-01-06,27.1854
2021-01-07,27.1854
2021-01-08,27.1854
2021-01-09,27.1854
2021-01-10,27.1854
2021-01-11,27.1854
2021-01-12,27.1854
2021-01-13,27.1854
2021-01-14,27.1854
2021-01-15,27.1854
2021-01-16,27.1854
2021-01-17,27.1854
2021-01-18,27.1854
2021-01-19,27.1854
2021-01-20,27.1854
2021-01-21,27.1854
2021-01-22,27.1854
2021-01-23,27.1854
2021-01-24,27.1854
2021-01-25,27.1854
2021-01-26,27.1854
2021-01-27,27.1854
2021-01-28,27.1854
2021-01-29,27.1854
2021-01-30,27.1854
2021-01-31,27.1854
2021-02-01,27.1854
2021-02-02,27.1854
2021-02-03,27.1854
2021-02-04,27.1854
2021-02-05,27.1854
2021-02-06,27.1854
2021-02-07,27.1854
2021-02-08,27.1854
2021-02-09,27.1854
2021-02-10,27.1854
2021-02-11,27.1854
2021-02-12,27.1854
2021-02-13,27.1854
2021-02-14,27.1854
2021-02-15,27.1854
2021-02-16,27.1854
2021-02-17,27.1854
2021-02-18,27.1854
2021-02-19,27.1854
2021-02-20,27.1854
2021-02-21,27.1854
2021-02-22,27.1854
2021-02-23,27.1854
2021-02-24,27.1854
2021-02-25,27.1854
2021-02-26,27.1854
2021-02-27,27.1854
2021-02-28,27.1854
2021-03-01,27.1854
2021-03-02,27.1854
2021-03-03,27.1854
2021-03-04,27.1854
2021-03-05,27.1854
2021-03-06,27.1854
2021-03-07,27.1854
2021-03-08,27.1854
2021-03-09,27.1854
2021-03-10,27.1854
2021-03-11,27.1854
2021-03-12,27.1854
2021-03-13,27.1854
2021-03-14,27.1854
2021-03-15,27.1854
2021-03-16,27.1854
2021-03-17,27.1854
2021-03-18,27.1854
2021-03-19,27.1854
2021-03-20,27.1854
2021-03-21,27.1854
2021-03-22,27.1854
2021-03-23,27.1854
2021-03-24,27.1854
2021-03-25,27.1854
2021-03-26,27.1854
2021-03-27,32.8703
2021-03-28,32.8703
2021-03-29,32.8703
2021-03-30,32.8703
2021-03-31,32.8703
2021-04-01,32.8703
2021-04-02,32.8703
2021-04-03,32.8703
2021-04-04,32.8703
2021-04-05,32.8703
2021-04-06,32.8703
2021-04-07,32.8703
2021-04-08,32.8703
2021-04-09,32.8703
2021-04-10,32.8703
2021-04-11,32.8703
2021-04-12,32.8703
2021-04-13,32.8703
2021-04-14,32.8703
2021-04-15,32.8703
2021-04-16,32.8703
2021-04-17,32.8703
2021-04-18,32.8703
2021-04-19,32.8703
2021-04-20,32.8703
2021-04-21,32.8703
2021-04-22,32.8703
2021-04-23,32.8703
2021-04-24,32.8703
2021-04-25,32.8703
2021-04-26,32.8703
2021-04-27,32.8703
2021-04-28,32.8703
2021-04-29,32.8703
2021-04-30,32.8703
2021-05-01,32.8703
2021-05-02,32.8703
2021-05-03,32.8703
2021-05-04,32.8703
2021-05-05,32.8703
2021-05-06,32.8703
2021-05-07,32.8703
2021-05-08,32.8703
2021-05-09,32.8703
2021-05-10,32.8703
2021-05-11,32.8703
2021-05-12,32.8703
2021-05-13,32.8703
2021-05-14,32.8703
2021-05-15,32.8703
2021-05-16,32.8703
2021-05-17,32.8703
2021-05-18,32.8703
2021-05-19,32.8703
2021-05-20,32.8703
2021-05-21,32.8703
2021-05-22,32.8703
2021-05-23,32.8703
2021-05-24,32.8703
2021-05-25,32.8703
2021-05-26,32.8703
2021-05-27,32.8703
2021-05-28,32.8703
2021-05-29,32.8703
2021-05-30,32.8703
2021-05-31,32.8703
2021-06-01,32.8703
2021-06-02,32.8703
2021-06-03,32.8703
2021-06-04,32.8703
2021-06-05,32.8703
2021-06-06,32.8703
2021-06-07,32.8703
2021-06-08,32.8703
2021-06-09,32.8703
2021-06-10,32.8703
2021-06-11,32.8703
2021-06-12,32.8703
2021-06-13,32.8703
2021-06-14,32.8703
2021-06-15,32.8703
2021-06-16,32.8703
2021-06-17,32.8703
2021-06-18,32.8703
2021-06-19,32.8703
2021-06-20,32.8703
2021-06-21,32.8703
2021-06-22,32.8703
2021-06-23,32.8703
2021-06-24,32.8703
2021-06-25,32.8703
2021-06-26,40.0855
2021-06-27,40.0855
2021-06-28,40.0855
2021-06-29,40.0855
2021-06-30,40.0855
2021-07-01,40.0855
2021-07-02,40.0855
2021-07-03,40.0855
2021-07-04,40.0855
2021-07-05,40.0855
2021-07-06,40.0855
2021-07-07,40.0855
2021-07-08,40.0855
2021-07-09,40.0855
2021-07-10,40.0855
2021-07-11,40.0855
2021-07-12,40.0855
2021-07-13,40.0855
2021-07-14,40.0855
2021-07-15,40.0855
2021-07-16,40.0855
2021-07-17,40.0855
2021-07-18,40.0855
2021-07-19,40.0855
2021-07-20,40.0855
2021-07-21,40.0855
2021-07-22,40.0855
2021-07-23,40.0855
2021-07-24,40.0855
2021-07-25,40.0855
2021-07-26,40.0855
2021-07-27,40.0855
2021-07-28,40.0855
2021-07-29,40.0855
2021-07-30,40.0855
2021-07-31,40.0855
2021-08-01,40.0855
2021-08-02,40.0855
2021-08-03,40.0855
2021-08-04,40.0855
2021-08-05,40.0855
2021-08-06,40.0855
2021-08-07,40.0855
2021-08-08,40.0855
2021-08-09,40.0855
2021-08-10,40.0855
2021-08-11,40.0855
2021-08-12,40.0855
2021-08-13,40.0855
2021-08-14,40.0855
2021-08-15,40.0855
2021-08-16,40.0855
2021-08-17,40.0855
2021-08-18,40.0855
2021-08-19,40.0855
2021-08-20,40.0855
2021-08-21,40.0855
2021-08-22,40.0855
2021-08-23,40.0855
2021-08-24,40.0855
2021-08-25,40.0855
2021-08-26,40.0855
2021-08-27,40.0855
2021-08-28,40.0855
2021-08-29,40.0855
2021-08-30,40.0855
2021-08-31,40.0855
2021-09-01,40.0855
2021-09-02,40.0855
2021-09-03,40.0855
2021-09-04,40.0855
2021-09-05,40.0855
2021-09-06,40.0855
2021-09-07,40.0855
2021-09-08,40.0855
2021-09-09,40.0855
2021-09-10,40.0855
2021-09-11,40.0855
2021-09-12,40.0855
2021-09-13,40.0855
2021-09-14,40.0855
2021-09-15,40.0855
2021-09-16,40.0855
2021-09-17,40.0855
2021-09-18,40.0855
2021-09-19,40.0855
