,SPGI US Equity
2020-04-14,383.5592
2020-04-15,383.5592
2020-04-16,383.5592
2020-04-17,383.5592
2020-04-18,383.5592
2020-04-19,383.5592
2020-04-20,383.5592
2020-04-21,383.5592
2020-04-22,383.5592
2020-04-23,383.5592
2020-04-24,383.5592
2020-04-25,383.5592
2020-04-26,383.5592
2020-04-27,383.5592
2020-04-28,383.5592
2020-04-29,383.5592
2020-04-30,383.5592
2020-05-01,383.5592
2020-05-02,383.5592
2020-05-03,383.5592
2020-05-04,383.5592
2020-05-05,383.5592
2020-05-06,383.5592
2020-05-07,383.5592
2020-05-08,383.5592
2020-05-09,383.5592
2020-05-10,383.5592
2020-05-11,383.5592
2020-05-12,383.5592
2020-05-13,383.5592
2020-05-14,383.5592
2020-05-15,383.5592
2020-05-16,383.5592
2020-05-17,383.5592
2020-05-18,383.5592
2020-05-19,383.5592
2020-05-20,383.5592
2020-05-21,383.5592
2020-05-22,383.5592
2020-05-23,383.5592
2020-05-24,383.5592
2020-05-25,383.5592
2020-05-26,383.5592
2020-05-27,383.5592
2020-05-28,383.5592
2020-05-29,383.5592
2020-05-30,383.5592
2020-05-31,383.5592
2020-06-01,383.5592
2020-06-02,383.5592
2020-06-03,383.5592
2020-06-04,383.5592
2020-06-05,383.5592
2020-06-06,383.5592
2020-06-07,383.5592
2020-06-08,383.5592
2020-06-09,383.5592
2020-06-10,383.5592
2020-06-11,383.5592
2020-06-12,383.5592
2020-06-13,383.5592
2020-06-14,383.5592
2020-06-15,383.5592
2020-06-16,383.5592
2020-06-17,383.5592
2020-06-18,383.5592
2020-06-19,383.5592
2020-06-20,383.5592
2020-06-21,383.5592
2020-06-22,383.5592
2020-06-23,383.5592
2020-06-24,383.5592
2020-06-25,383.5592
2020-06-26,383.5592
2020-06-27,383.5592
2020-06-28,383.5592
2020-06-29,383.5592
2020-06-30,717.1745
2020-07-01,717.1745
2020-07-02,717.1745
2020-07-03,717.1745
2020-07-04,717.1745
2020-07-05,717.1745
2020-07-06,717.1745
2020-07-07,717.1745
2020-07-08,717.1745
2020-07-09,717.1745
2020-07-10,717.1745
2020-07-11,717.1745
2020-07-12,717.1745
2020-07-13,717.1745
2020-07-14,717.1745
2020-07-15,717.1745
2020-07-16,717.1745
2020-07-17,717.1745
2020-07-18,717.1745
2020-07-19,717.1745
2020-07-20,717.1745
2020-07-21,717.1745
2020-07-22,717.1745
2020-07-23,717.1745
2020-07-24,717.1745
2020-07-25,717.1745
2020-07-26,717.1745
2020-07-27,717.1745
2020-07-28,717.1745
2020-07-29,717.1745
2020-07-30,717.1745
2020-07-31,717.1745
2020-08-01,717.1745
2020-08-02,717.1745
2020-08-03,717.1745
2020-08-04,717.1745
2020-08-05,717.1745
2020-08-06,717.1745
2020-08-07,717.1745
2020-08-08,717.1745
2020-08-09,717.1745
2020-08-10,717.1745
2020-08-11,717.1745
2020-08-12,717.1745
2020-08-13,717.1745
2020-08-14,717.1745
2020-08-15,717.1745
2020-08-16,717.1745
2020-08-17,717.1745
2020-08-18,717.1745
2020-08-19,717.1745
2020-08-20,717.1745
2020-08-21,717.1745
2020-08-22,717.1745
2020-08-23,717.1745
2020-08-24,717.1745
2020-08-25,717.1745
2020-08-26,717.1745
2020-08-27,717.1745
2020-08-28,717.1745
2020-08-29,717.1745
2020-08-30,717.1745
2020-08-31,717.1745
2020-09-01,717.1745
2020-09-02,717.1745
2020-09-03,717.1745
2020-09-04,717.1745
2020-09-05,717.1745
2020-09-06,717.1745
2020-09-07,717.1745
2020-09-08,717.1745
2020-09-09,717.1745
2020-09-10,717.1745
2020-09-11,717.1745
2020-09-12,717.1745
2020-09-13,717.1745
2020-09-14,717.1745
2020-09-15,717.1745
2020-09-16,717.1745
2020-09-17,717.1745
2020-09-18,717.1745
2020-09-19,717.1745
2020-09-20,717.1745
2020-09-21,717.1745
2020-09-22,717.1745
2020-09-23,717.1745
2020-09-24,717.1745
2020-09-25,717.1745
2020-09-26,717.1745
2020-09-27,717.1745
2020-09-28,717.1745
2020-09-29,717.1745
2020-09-30,615.9898
2020-10-01,615.9898
2020-10-02,615.9898
2020-10-03,615.9898
2020-10-04,615.9898
2020-10-05,615.9898
2020-10-06,615.9898
2020-10-07,615.9898
2020-10-08,615.9898
2020-10-09,615.9898
2020-10-10,615.9898
2020-10-11,615.9898
2020-10-12,615.9898
2020-10-13,615.9898
2020-10-14,615.9898
2020-10-15,615.9898
2020-10-16,615.9898
2020-10-17,615.9898
2020-10-18,615.9898
2020-10-19,615.9898
2020-10-20,615.9898
2020-10-21,615.9898
2020-10-22,615.9898
2020-10-23,615.9898
2020-10-24,615.9898
2020-10-25,615.9898
2020-10-26,615.9898
2020-10-27,615.9898
2020-10-28,615.9898
2020-10-29,615.9898
2020-10-30,615.9898
2020-10-31,615.9898
2020-11-01,615.9898
2020-11-02,615.9898
2020-11-03,615.9898
2020-11-04,615.9898
2020-11-05,615.9898
2020-11-06,615.9898
2020-11-07,615.9898
2020-11-08,615.9898
2020-11-09,615.9898
2020-11-10,615.9898
2020-11-11,615.9898
2020-11-12,615.9898
2020-11-13,615.9898
2020-11-14,615.9898
2020-11-15,615.9898
2020-11-16,615.9898
2020-11-17,615.9898
2020-11-18,615.9898
2020-11-19,615.9898
2020-11-20,615.9898
2020-11-21,615.9898
2020-11-22,615.9898
2020-11-23,615.9898
2020-11-24,615.9898
2020-11-25,615.9898
2020-11-26,615.9898
2020-11-27,615.9898
2020-11-28,615.9898
2020-11-29,615.9898
2020-11-30,615.9898
2020-12-01,615.9898
2020-12-02,615.9898
2020-12-03,615.9898
2020-12-04,615.9898
2020-12-05,615.9898
2020-12-06,615.9898
2020-12-07,615.9898
2020-12-08,615.9898
2020-12-09,615.9898
2020-12-10,615.9898
2020-12-11,615.9898
2020-12-12,615.9898
2020-12-13,615.9898
2020-12-14,615.9898
2020-12-15,615.9898
2020-12-16,615.9898
2020-12-17,615.9898
2020-12-18,615.9898
2020-12-19,615.9898
2020-12-20,615.9898
2020-12-21,615.9898
2020-12-22,615.9898
2020-12-23,615.9898
2020-12-24,615.9898
2020-12-25,615.9898
2020-12-26,615.9898
2020-12-27,615.9898
2020-12-28,615.9898
2020-12-29,615.9898
2020-12-30,615.9898
2020-12-31,473.6842
2021-01-01,473.6842
2021-01-02,473.6842
2021-01-03,473.6842
2021-01-04,473.6842
2021-01-05,473.6842
2021-01-06,473.6842
2021-01-07,473.6842
2021-01-08,473.6842
2021-01-09,473.6842
2021-01-10,473.6842
2021-01-11,473.6842
2021-01-12,473.6842
2021-01-13,473.6842
2021-01-14,473.6842
2021-01-15,473.6842
2021-01-16,473.6842
2021-01-17,473.6842
2021-01-18,473.6842
2021-01-19,473.6842
2021-01-20,473.6842
2021-01-21,473.6842
2021-01-22,473.6842
2021-01-23,473.6842
2021-01-24,473.6842
2021-01-25,473.6842
2021-01-26,473.6842
2021-01-27,473.6842
2021-01-28,473.6842
2021-01-29,473.6842
2021-01-30,473.6842
2021-01-31,473.6842
2021-02-01,473.6842
2021-02-02,473.6842
2021-02-03,473.6842
2021-02-04,473.6842
2021-02-05,473.6842
2021-02-06,473.6842
2021-02-07,473.6842
2021-02-08,473.6842
2021-02-09,473.6842
2021-02-10,473.6842
2021-02-11,473.6842
2021-02-12,473.6842
2021-02-13,473.6842
2021-02-14,473.6842
2021-02-15,473.6842
2021-02-16,473.6842
2021-02-17,473.6842
2021-02-18,473.6842
2021-02-19,473.6842
2021-02-20,473.6842
2021-02-21,473.6842
2021-02-22,473.6842
2021-02-23,473.6842
2021-02-24,473.6842
2021-02-25,473.6842
2021-02-26,473.6842
2021-02-27,473.6842
2021-02-28,473.6842
2021-03-01,473.6842
2021-03-02,473.6842
2021-03-03,473.6842
2021-03-04,473.6842
2021-03-05,473.6842
2021-03-06,473.6842
2021-03-07,473.6842
2021-03-08,473.6842
2021-03-09,473.6842
2021-03-10,473.6842
2021-03-11,473.6842
2021-03-12,473.6842
2021-03-13,473.6842
2021-03-14,473.6842
2021-03-15,473.6842
2021-03-16,473.6842
2021-03-17,473.6842
2021-03-18,473.6842
2021-03-19,473.6842
2021-03-20,473.6842
2021-03-21,473.6842
2021-03-22,473.6842
2021-03-23,473.6842
2021-03-24,473.6842
2021-03-25,473.6842
2021-03-26,473.6842
2021-03-27,473.6842
2021-03-28,473.6842
2021-03-29,473.6842
2021-03-30,473.6842
2021-03-31,473.6842
2021-04-01,473.6842
2021-04-02,473.6842
2021-04-03,473.6842
2021-04-04,473.6842
2021-04-05,473.6842
2021-04-06,473.6842
2021-04-07,473.6842
2021-04-08,473.6842
2021-04-09,473.6842
2021-04-10,473.6842
2021-04-11,473.6842
2021-04-12,473.6842
2021-04-13,473.6842
2021-04-14,473.6842
2021-04-15,473.6842
2021-04-16,473.6842
2021-04-17,473.6842
2021-04-18,473.6842
2021-04-19,473.6842
2021-04-20,473.6842
2021-04-21,473.6842
2021-04-22,473.6842
2021-04-23,473.6842
2021-04-24,473.6842
2021-04-25,473.6842
2021-04-26,473.6842
2021-04-27,473.6842
2021-04-28,473.6842
2021-04-29,473.6842
2021-04-30,473.6842
2021-05-01,473.6842
2021-05-02,473.6842
2021-05-03,473.6842
2021-05-04,473.6842
2021-05-05,473.6842
2021-05-06,473.6842
2021-05-07,473.6842
2021-05-08,473.6842
2021-05-09,473.6842
2021-05-10,473.6842
2021-05-11,473.6842
2021-05-12,473.6842
2021-05-13,473.6842
2021-05-14,473.6842
2021-05-15,473.6842
2021-05-16,473.6842
2021-05-17,473.6842
2021-05-18,473.6842
2021-05-19,473.6842
2021-05-20,473.6842
2021-05-21,473.6842
2021-05-22,473.6842
2021-05-23,473.6842
2021-05-24,473.6842
2021-05-25,473.6842
2021-05-26,473.6842
2021-05-27,473.6842
2021-05-28,473.6842
2021-05-29,473.6842
2021-05-30,473.6842
2021-05-31,473.6842
2021-06-01,473.6842
2021-06-02,473.6842
2021-06-03,473.6842
2021-06-04,473.6842
2021-06-05,473.6842
2021-06-06,473.6842
2021-06-07,473.6842
2021-06-08,473.6842
2021-06-09,473.6842
2021-06-10,473.6842
2021-06-11,473.6842
2021-06-12,473.6842
2021-06-13,473.6842
2021-06-14,473.6842
2021-06-15,473.6842
2021-06-16,473.6842
2021-06-17,473.6842
2021-06-18,473.6842
2021-06-19,473.6842
2021-06-20,473.6842
2021-06-21,473.6842
2021-06-22,473.6842
2021-06-23,473.6842
2021-06-24,473.6842
2021-06-25,473.6842
2021-06-26,473.6842
2021-06-27,473.6842
2021-06-28,473.6842
2021-06-29,473.6842
2021-06-30,333.8305
2021-07-01,333.8305
2021-07-02,333.8305
2021-07-03,333.8305
2021-07-04,333.8305
2021-07-05,333.8305
2021-07-06,333.8305
2021-07-07,333.8305
2021-07-08,333.8305
2021-07-09,333.8305
2021-07-10,333.8305
2021-07-11,333.8305
2021-07-12,333.8305
2021-07-13,333.8305
2021-07-14,333.8305
2021-07-15,333.8305
2021-07-16,333.8305
2021-07-17,333.8305
2021-07-18,333.8305
2021-07-19,333.8305
2021-07-20,333.8305
2021-07-21,333.8305
2021-07-22,333.8305
2021-07-23,333.8305
2021-07-24,333.8305
2021-07-25,333.8305
2021-07-26,333.8305
2021-07-27,333.8305
2021-07-28,333.8305
2021-07-29,333.8305
2021-07-30,333.8305
2021-07-31,333.8305
2021-08-01,333.8305
2021-08-02,333.8305
2021-08-03,333.8305
2021-08-04,333.8305
2021-08-05,333.8305
2021-08-06,333.8305
2021-08-07,333.8305
2021-08-08,333.8305
2021-08-09,333.8305
2021-08-10,333.8305
2021-08-11,333.8305
2021-08-12,333.8305
2021-08-13,333.8305
2021-08-14,333.8305
2021-08-15,333.8305
2021-08-16,333.8305
2021-08-17,333.8305
2021-08-18,333.8305
2021-08-19,333.8305
2021-08-20,333.8305
2021-08-21,333.8305
2021-08-22,333.8305
2021-08-23,333.8305
2021-08-24,333.8305
2021-08-25,333.8305
2021-08-26,333.8305
2021-08-27,333.8305
2021-08-28,333.8305
2021-08-29,333.8305
2021-08-30,333.8305
2021-08-31,333.8305
2021-09-01,333.8305
2021-09-02,333.8305
2021-09-03,333.8305
2021-09-04,333.8305
2021-09-05,333.8305
2021-09-06,333.8305
2021-09-07,333.8305
2021-09-08,333.8305
2021-09-09,333.8305
2021-09-10,333.8305
2021-09-11,333.8305
2021-09-12,333.8305
2021-09-13,333.8305
2021-09-14,333.8305
2021-09-15,333.8305
2021-09-16,333.8305
2021-09-17,333.8305
2021-09-18,333.8305
2021-09-19,333.8305
2021-09-20,333.8305
2021-09-21,333.8305
2021-09-22,333.8305
2021-09-23,333.8305
2021-09-24,333.8305
2021-09-25,333.8305
2021-09-26,333.8305
2021-09-27,333.8305
2021-09-28,333.8305
2021-09-29,333.8305
2021-09-30,245.2121
2021-10-01,245.2121
2021-10-02,245.2121
2021-10-03,245.2121
2021-10-04,245.2121
2021-10-05,245.2121
2021-10-06,245.2121
2021-10-07,245.2121
2021-10-08,245.2121
2021-10-09,245.2121
2021-10-10,245.2121
2021-10-11,245.2121
2021-10-12,245.2121
2021-10-13,245.2121
2021-10-14,245.2121
2021-10-15,245.2121
2021-10-16,245.2121
2021-10-17,245.2121
2021-10-18,245.2121
2021-10-19,245.2121
2021-10-20,245.2121
2021-10-21,245.2121
2021-10-22,245.2121
2021-10-23,245.2121
2021-10-24,245.2121
2021-10-25,245.2121
2021-10-26,245.2121
2021-10-27,245.2121
2021-10-28,245.2121
2021-10-29,245.2121
2021-10-30,245.2121
2021-10-31,245.2121
2021-11-01,245.2121
2021-11-02,245.2121
2021-11-03,245.2121
2021-11-04,245.2121
2021-11-05,245.2121
2021-11-06,245.2121
2021-11-07,245.2121
2021-11-08,245.2121
2021-11-09,245.2121
2021-11-10,245.2121
2021-11-11,245.2121
2021-11-12,245.2121
2021-11-13,245.2121
2021-11-14,245.2121
2021-11-15,245.2121
2021-11-16,245.2121
2021-11-17,245.2121
2021-11-18,245.2121
2021-11-19,245.2121
2021-11-20,245.2121
2021-11-21,245.2121
2021-11-22,245.2121
2021-11-23,245.2121
2021-11-24,245.2121
2021-11-25,245.2121
2021-11-26,245.2121
2021-11-27,245.2121
2021-11-28,245.2121
2021-11-29,245.2121
2021-11-30,245.2121
2021-12-01,245.2121
2021-12-02,245.2121
2021-12-03,245.2121
2021-12-04,245.2121
2021-12-05,245.2121
2021-12-06,245.2121
2021-12-07,245.2121
2021-12-08,245.2121
2021-12-09,245.2121
2021-12-10,245.2121
2021-12-11,245.2121
2021-12-12,245.2121
2021-12-13,245.2121
2021-12-14,245.2121
2021-12-15,245.2121
2021-12-16,245.2121
2021-12-17,245.2121
2021-12-18,245.2121
2021-12-19,245.2121
2021-12-20,245.2121
2021-12-21,245.2121
2021-12-22,245.2121
2021-12-23,245.2121
2021-12-24,245.2121
2021-12-25,245.2121
2021-12-26,245.2121
2021-12-27,245.2121
2021-12-28,245.2121
2021-12-29,245.2121
2021-12-30,245.2121
2021-12-31,238.0952
2022-01-01,238.0952
2022-01-02,238.0952
2022-01-03,238.0952
2022-01-04,238.0952
2022-01-05,238.0952
2022-01-06,238.0952
2022-01-07,238.0952
2022-01-08,238.0952
2022-01-09,238.0952
2022-01-10,238.0952
2022-01-11,238.0952
2022-01-12,238.0952
2022-01-13,238.0952
2022-01-14,238.0952
2022-01-15,238.0952
2022-01-16,238.0952
2022-01-17,238.0952
2022-01-18,238.0952
2022-01-19,238.0952
2022-01-20,238.0952
2022-01-21,238.0952
2022-01-22,238.0952
2022-01-23,238.0952
2022-01-24,238.0952
2022-01-25,238.0952
2022-01-26,238.0952
2022-01-27,238.0952
2022-01-28,238.0952
2022-01-29,238.0952
2022-01-30,238.0952
2022-01-31,238.0952
2022-02-01,238.0952
2022-02-02,238.0952
2022-02-03,238.0952
2022-02-04,238.0952
2022-02-05,238.0952
2022-02-06,238.0952
2022-02-07,238.0952
2022-02-08,238.0952
2022-02-09,238.0952
2022-02-10,238.0952
2022-02-11,238.0952
2022-02-12,238.0952
2022-02-13,238.0952
2022-02-14,238.0952
2022-02-15,238.0952
2022-02-16,238.0952
2022-02-17,238.0952
2022-02-18,238.0952
2022-02-19,238.0952
2022-02-20,238.0952
2022-02-21,238.0952
2022-02-22,238.0952
2022-02-23,238.0952
2022-02-24,238.0952
2022-02-25,238.0952
2022-02-26,238.0952
2022-02-27,238.0952
2022-02-28,238.0952
2022-03-01,238.0952
2022-03-02,238.0952
2022-03-03,238.0952
2022-03-04,238.0952
2022-03-05,238.0952
2022-03-06,238.0952
2022-03-07,238.0952
2022-03-08,238.0952
2022-03-09,238.0952
2022-03-10,238.0952
2022-03-11,238.0952
2022-03-12,238.0952
2022-03-13,238.0952
2022-03-14,238.0952
2022-03-15,238.0952
2022-03-16,238.0952
2022-03-17,238.0952
2022-03-18,238.0952
2022-03-19,238.0952
2022-03-20,238.0952
2022-03-21,238.0952
2022-03-22,238.0952
2022-03-23,238.0952
2022-03-24,238.0952
2022-03-25,238.0952
2022-03-26,238.0952
2022-03-27,238.0952
2022-03-28,238.0952
2022-03-29,238.0952
2022-03-30,238.0952
2022-03-31,17.2092
2022-04-01,17.2092
2022-04-02,17.2092
2022-04-03,17.2092
2022-04-04,17.2092
2022-04-05,17.2092
2022-04-06,17.2092
2022-04-07,17.2092
2022-04-08,17.2092
2022-04-09,17.2092
2022-04-10,17.2092
2022-04-11,17.2092
2022-04-12,17.2092
2022-04-13,17.2092
2022-04-14,17.2092
2022-04-15,17.2092
2022-04-16,17.2092
2022-04-17,17.2092
2022-04-18,17.2092
2022-04-19,17.2092
2022-04-20,17.2092
2022-04-21,17.2092
2022-04-22,17.2092
2022-04-23,17.2092
2022-04-24,17.2092
2022-04-25,17.2092
2022-04-26,17.2092
2022-04-27,17.2092
2022-04-28,17.2092
2022-04-29,17.2092
2022-04-30,17.2092
2022-05-01,17.2092
2022-05-02,17.2092
2022-05-03,17.2092
2022-05-04,17.2092
2022-05-05,17.2092
2022-05-06,17.2092
2022-05-07,17.2092
2022-05-08,17.2092
2022-05-09,17.2092
2022-05-10,17.2092
2022-05-11,17.2092
2022-05-12,17.2092
2022-05-13,17.2092
2022-05-14,17.2092
2022-05-15,17.2092
2022-05-16,17.2092
2022-05-17,17.2092
2022-05-18,17.2092
2022-05-19,17.2092
2022-05-20,17.2092
2022-05-21,17.2092
2022-05-22,17.2092
2022-05-23,17.2092
2022-05-24,17.2092
2022-05-25,17.2092
2022-05-26,17.2092
2022-05-27,17.2092
2022-05-28,17.2092
2022-05-29,17.2092
2022-05-30,17.2092
2022-05-31,17.2092
2022-06-01,17.2092
2022-06-02,17.2092
2022-06-03,17.2092
2022-06-04,17.2092
2022-06-05,17.2092
2022-06-06,17.2092
2022-06-07,17.2092
2022-06-08,17.2092
2022-06-09,17.2092
2022-06-10,17.2092
2022-06-11,17.2092
2022-06-12,17.2092
2022-06-13,17.2092
2022-06-14,17.2092
2022-06-15,17.2092
2022-06-16,17.2092
2022-06-17,17.2092
2022-06-18,17.2092
2022-06-19,17.2092
2022-06-20,17.2092
2022-06-21,17.2092
2022-06-22,17.2092
2022-06-23,17.2092
2022-06-24,17.2092
2022-06-25,17.2092
2022-06-26,17.2092
2022-06-27,17.2092
2022-06-28,17.2092
2022-06-29,17.2092
2022-06-30,18.0795
2022-07-01,18.0795
2022-07-02,18.0795
2022-07-03,18.0795
2022-07-04,18.0795
2022-07-05,18.0795
2022-07-06,18.0795
2022-07-07,18.0795
2022-07-08,18.0795
2022-07-09,18.0795
2022-07-10,18.0795
2022-07-11,18.0795
2022-07-12,18.0795
2022-07-13,18.0795
2022-07-14,18.0795
2022-07-15,18.0795
2022-07-16,18.0795
2022-07-17,18.0795
2022-07-18,18.0795
2022-07-19,18.0795
2022-07-20,18.0795
2022-07-21,18.0795
2022-07-22,18.0795
2022-07-23,18.0795
2022-07-24,18.0795
2022-07-25,18.0795
2022-07-26,18.0795
2022-07-27,18.0795
2022-07-28,18.0795
2022-07-29,18.0795
2022-07-30,18.0795
2022-07-31,18.0795
2022-08-01,18.0795
2022-08-02,18.0795
2022-08-03,18.0795
2022-08-04,18.0795
2022-08-05,18.0795
2022-08-06,18.0795
2022-08-07,18.0795
2022-08-08,18.0795
2022-08-09,18.0795
2022-08-10,18.0795
2022-08-11,18.0795
2022-08-12,18.0795
2022-08-13,18.0795
2022-08-14,18.0795
2022-08-15,18.0795
2022-08-16,18.0795
2022-08-17,18.0795
2022-08-18,18.0795
2022-08-19,18.0795
2022-08-20,18.0795
2022-08-21,18.0795
2022-08-22,18.0795
2022-08-23,18.0795
2022-08-24,18.0795
2022-08-25,18.0795
2022-08-26,18.0795
2022-08-27,18.0795
2022-08-28,18.0795
2022-08-29,18.0795
2022-08-30,18.0795
2022-08-31,18.0795
2022-09-01,18.0795
2022-09-02,18.0795
2022-09-03,18.0795
2022-09-04,18.0795
2022-09-05,18.0795
2022-09-06,18.0795
2022-09-07,18.0795
2022-09-08,18.0795
2022-09-09,18.0795
2022-09-10,18.0795
2022-09-11,18.0795
2022-09-12,18.0795
2022-09-13,18.0795
2022-09-14,18.0795
2022-09-15,18.0795
2022-09-16,18.0795
2022-09-17,18.0795
2022-09-18,18.0795
2022-09-19,18.0795
2022-09-20,18.0795
2022-09-21,18.0795
2022-09-22,18.0795
2022-09-23,18.0795
2022-09-24,18.0795
2022-09-25,18.0795
2022-09-26,18.0795
2022-09-27,18.0795
2022-09-28,18.0795
2022-09-29,18.0795
2022-09-30,17.8919
2022-10-01,17.8919
2022-10-02,17.8919
2022-10-03,17.8919
2022-10-04,17.8919
2022-10-05,17.8919
2022-10-06,17.8919
2022-10-07,17.8919
2022-10-08,17.8919
2022-10-09,17.8919
2022-10-10,17.8919
2022-10-11,17.8919
2022-10-12,17.8919
2022-10-13,17.8919
2022-10-14,17.8919
2022-10-15,17.8919
2022-10-16,17.8919
2022-10-17,17.8919
2022-10-18,17.8919
2022-10-19,17.8919
2022-10-20,17.8919
2022-10-21,17.8919
2022-10-22,17.8919
2022-10-23,17.8919
2022-10-24,17.8919
2022-10-25,17.8919
2022-10-26,17.8919
2022-10-27,17.8919
2022-10-28,17.8919
2022-10-29,17.8919
2022-10-30,17.8919
2022-10-31,17.8919
2022-11-01,17.8919
2022-11-02,17.8919
2022-11-03,17.8919
2022-11-04,17.8919
2022-11-05,17.8919
2022-11-06,17.8919
2022-11-07,17.8919
2022-11-08,17.8919
2022-11-09,17.8919
2022-11-10,17.8919
2022-11-11,17.8919
2022-11-12,17.8919
2022-11-13,17.8919
2022-11-14,17.8919
2022-11-15,17.8919
2022-11-16,17.8919
2022-11-17,17.8919
2022-11-18,17.8919
2022-11-19,17.8919
2022-11-20,17.8919
2022-11-21,17.8919
2022-11-22,17.8919
2022-11-23,17.8919
2022-11-24,17.8919
2022-11-25,17.8919
2022-11-26,17.8919
2022-11-27,17.8919
2022-11-28,17.8919
2022-11-29,17.8919
2022-11-30,17.8919
2022-12-01,17.8919
2022-12-02,17.8919
2022-12-03,17.8919
2022-12-04,17.8919
2022-12-05,17.8919
2022-12-06,17.8919
2022-12-07,17.8919
2022-12-08,17.8919
2022-12-09,17.8919
2022-12-10,17.8919
2022-12-11,17.8919
2022-12-12,17.8919
2022-12-13,17.8919
2022-12-14,17.8919
2022-12-15,17.8919
2022-12-16,17.8919
2022-12-17,17.8919
2022-12-18,17.8919
2022-12-19,17.8919
2022-12-20,17.8919
2022-12-21,17.8919
2022-12-22,17.8919
2022-12-23,17.8919
2022-12-24,17.8919
2022-12-25,17.8919
2022-12-26,17.8919
2022-12-27,17.8919
2022-12-28,17.8919
2022-12-29,17.8919
2022-12-30,17.8919
2022-12-31,16.9079
2023-01-01,16.9079
2023-01-02,16.9079
2023-01-03,16.9079
2023-01-04,16.9079
2023-01-05,16.9079
2023-01-06,16.9079
2023-01-07,16.9079
2023-01-08,16.9079
2023-01-09,16.9079
2023-01-10,16.9079
2023-01-11,16.9079
2023-01-12,16.9079
2023-01-13,16.9079
2023-01-14,16.9079
2023-01-15,16.9079
2023-01-16,16.9079
2023-01-17,16.9079
2023-01-18,16.9079
2023-01-19,16.9079
2023-01-20,16.9079
2023-01-21,16.9079
2023-01-22,16.9079
2023-01-23,16.9079
2023-01-24,16.9079
2023-01-25,16.9079
2023-01-26,16.9079
2023-01-27,16.9079
2023-01-28,16.9079
2023-01-29,16.9079
2023-01-30,16.9079
2023-01-31,16.9079
2023-02-01,16.9079
2023-02-02,16.9079
2023-02-03,16.9079
2023-02-04,16.9079
2023-02-05,16.9079
2023-02-06,16.9079
2023-02-07,16.9079
2023-02-08,16.9079
2023-02-09,16.9079
2023-02-10,16.9079
2023-02-11,16.9079
2023-02-12,16.9079
2023-02-13,16.9079
2023-02-14,16.9079
2023-02-15,16.9079
2023-02-16,16.9079
2023-02-17,16.9079
2023-02-18,16.9079
2023-02-19,16.9079
2023-02-20,16.9079
2023-02-21,16.9079
2023-02-22,16.9079
2023-02-23,16.9079
2023-02-24,16.9079
2023-02-25,16.9079
2023-02-26,16.9079
2023-02-27,16.9079
2023-02-28,16.9079
2023-03-01,16.9079
2023-03-02,16.9079
2023-03-03,16.9079
2023-03-04,16.9079
2023-03-05,16.9079
2023-03-06,16.9079
2023-03-07,16.9079
2023-03-08,16.9079
