,USB US Equity
2020-10-20,9.824
2020-10-21,9.824
2020-10-22,9.824
2020-10-23,9.824
2020-10-24,9.824
2020-10-25,9.824
2020-10-26,9.824
2020-10-27,9.824
2020-10-28,9.824
2020-10-29,9.824
2020-10-30,9.824
2020-10-31,9.824
2020-11-01,9.824
2020-11-02,9.824
2020-11-03,9.824
2020-11-04,9.824
2020-11-05,9.824
2020-11-06,9.824
2020-11-07,9.824
2020-11-08,9.824
2020-11-09,9.824
2020-11-10,9.824
2020-11-11,9.824
2020-11-12,9.824
2020-11-13,9.824
2020-11-14,9.824
2020-11-15,9.824
2020-11-16,9.824
2020-11-17,9.824
2020-11-18,9.824
2020-11-19,9.824
2020-11-20,9.824
2020-11-21,9.824
2020-11-22,9.824
2020-11-23,9.824
2020-11-24,9.824
2020-11-25,9.824
2020-11-26,9.824
2020-11-27,9.824
2020-11-28,9.824
2020-11-29,9.824
2020-11-30,9.824
2020-12-01,9.824
2020-12-02,9.824
2020-12-03,9.824
2020-12-04,9.824
2020-12-05,9.824
2020-12-06,9.824
2020-12-07,9.824
2020-12-08,9.824
2020-12-09,9.824
2020-12-10,9.824
2020-12-11,9.824
2020-12-12,9.824
2020-12-13,9.824
2020-12-14,9.824
2020-12-15,9.824
2020-12-16,9.824
2020-12-17,9.824
2020-12-18,9.824
2020-12-19,9.824
2020-12-20,9.824
2020-12-21,9.824
2020-12-22,9.824
2020-12-23,9.824
2020-12-24,9.824
2020-12-25,9.824
2020-12-26,9.824
2020-12-27,9.824
2020-12-28,9.824
2020-12-29,9.824
2020-12-30,9.824
2020-12-31,9.981
2021-01-01,9.981
2021-01-02,9.981
2021-01-03,9.981
2021-01-04,9.981
2021-01-05,9.981
2021-01-06,9.981
2021-01-07,9.981
2021-01-08,9.981
2021-01-09,9.981
2021-01-10,9.981
2021-01-11,9.981
2021-01-12,9.981
2021-01-13,9.981
2021-01-14,9.981
2021-01-15,9.981
2021-01-16,9.981
2021-01-17,9.981
2021-01-18,9.981
2021-01-19,9.981
2021-01-20,9.981
2021-01-21,9.981
2021-01-22,9.981
2021-01-23,9.981
2021-01-24,9.981
2021-01-25,9.981
2021-01-26,9.981
2021-01-27,9.981
2021-01-28,9.981
2021-01-29,9.981
2021-01-30,9.981
2021-01-31,9.981
2021-02-01,9.981
2021-02-02,9.981
2021-02-03,9.981
2021-02-04,9.981
2021-02-05,9.981
2021-02-06,9.981
2021-02-07,9.981
2021-02-08,9.981
2021-02-09,9.981
2021-02-10,9.981
2021-02-11,9.981
2021-02-12,9.981
2021-02-13,9.981
2021-02-14,9.981
2021-02-15,9.981
2021-02-16,9.981
2021-02-17,9.981
2021-02-18,9.981
2021-02-19,9.981
2021-02-20,9.981
2021-02-21,9.981
2021-02-22,9.981
2021-02-23,9.981
2021-02-24,9.981
2021-02-25,9.981
2021-02-26,9.981
2021-02-27,9.981
2021-02-28,9.981
2021-03-01,9.981
2021-03-02,9.981
2021-03-03,9.981
2021-03-04,9.981
2021-03-05,9.981
2021-03-06,9.981
2021-03-07,9.981
2021-03-08,9.981
2021-03-09,9.981
2021-03-10,9.981
2021-03-11,9.981
2021-03-12,9.981
2021-03-13,9.981
2021-03-14,9.981
2021-03-15,9.981
2021-03-16,9.981
2021-03-17,9.981
2021-03-18,9.981
2021-03-19,9.981
2021-03-20,9.981
2021-03-21,9.981
2021-03-22,9.981
2021-03-23,9.981
2021-03-24,9.981
2021-03-25,9.981
2021-03-26,9.981
2021-03-27,9.981
2021-03-28,9.981
2021-03-29,9.981
2021-03-30,9.981
2021-03-31,12.5647
2021-04-01,12.5647
2021-04-02,12.5647
2021-04-03,12.5647
2021-04-04,12.5647
2021-04-05,12.5647
2021-04-06,12.5647
2021-04-07,12.5647
2021-04-08,12.5647
2021-04-09,12.5647
2021-04-10,12.5647
2021-04-11,12.5647
2021-04-12,12.5647
2021-04-13,12.5647
2021-04-14,12.5647
2021-04-15,12.5647
2021-04-16,12.5647
2021-04-17,12.5647
2021-04-18,12.5647
2021-04-19,12.5647
2021-04-20,12.5647
2021-04-21,12.5647
2021-04-22,12.5647
2021-04-23,12.5647
2021-04-24,12.5647
2021-04-25,12.5647
2021-04-26,12.5647
2021-04-27,12.5647
2021-04-28,12.5647
2021-04-29,12.5647
2021-04-30,12.5647
2021-05-01,12.5647
2021-05-02,12.5647
2021-05-03,12.5647
2021-05-04,12.5647
2021-05-05,12.5647
2021-05-06,12.5647
2021-05-07,12.5647
2021-05-08,12.5647
2021-05-09,12.5647
2021-05-10,12.5647
2021-05-11,12.5647
2021-05-12,12.5647
2021-05-13,12.5647
2021-05-14,12.5647
2021-05-15,12.5647
2021-05-16,12.5647
2021-05-17,12.5647
2021-05-18,12.5647
2021-05-19,12.5647
2021-05-20,12.5647
2021-05-21,12.5647
2021-05-22,12.5647
2021-05-23,12.5647
2021-05-24,12.5647
2021-05-25,12.5647
2021-05-26,12.5647
2021-05-27,12.5647
2021-05-28,12.5647
2021-05-29,12.5647
2021-05-30,12.5647
2021-05-31,12.5647
2021-06-01,12.5647
2021-06-02,12.5647
2021-06-03,12.5647
2021-06-04,12.5647
2021-06-05,12.5647
2021-06-06,12.5647
2021-06-07,12.5647
2021-06-08,12.5647
2021-06-09,12.5647
2021-06-10,12.5647
2021-06-11,12.5647
2021-06-12,12.5647
2021-06-13,12.5647
2021-06-14,12.5647
2021-06-15,12.5647
2021-06-16,12.5647
2021-06-17,12.5647
2021-06-18,12.5647
2021-06-19,12.5647
2021-06-20,12.5647
2021-06-21,12.5647
2021-06-22,12.5647
2021-06-23,12.5647
2021-06-24,12.5647
2021-06-25,12.5647
2021-06-26,12.5647
2021-06-27,12.5647
2021-06-28,12.5647
2021-06-29,12.5647
2021-06-30,15.1464
2021-07-01,15.1464
2021-07-02,15.1464
2021-07-03,15.1464
2021-07-04,15.1464
2021-07-05,15.1464
2021-07-06,15.1464
2021-07-07,15.1464
2021-07-08,15.1464
2021-07-09,15.1464
2021-07-10,15.1464
2021-07-11,15.1464
2021-07-12,15.1464
2021-07-13,15.1464
2021-07-14,15.1464
2021-07-15,15.1464
2021-07-16,15.1464
2021-07-17,15.1464
2021-07-18,15.1464
2021-07-19,15.1464
2021-07-20,15.1464
2021-07-21,15.1464
2021-07-22,15.1464
2021-07-23,15.1464
2021-07-24,15.1464
2021-07-25,15.1464
2021-07-26,15.1464
2021-07-27,15.1464
2021-07-28,15.1464
2021-07-29,15.1464
2021-07-30,15.1464
2021-07-31,15.1464
2021-08-01,15.1464
2021-08-02,15.1464
2021-08-03,15.1464
2021-08-04,15.1464
2021-08-05,15.1464
2021-08-06,15.1464
2021-08-07,15.1464
2021-08-08,15.1464
2021-08-09,15.1464
2021-08-10,15.1464
2021-08-11,15.1464
2021-08-12,15.1464
2021-08-13,15.1464
2021-08-14,15.1464
2021-08-15,15.1464
2021-08-16,15.1464
2021-08-17,15.1464
2021-08-18,15.1464
2021-08-19,15.1464
2021-08-20,15.1464
2021-08-21,15.1464
2021-08-22,15.1464
2021-08-23,15.1464
2021-08-24,15.1464
2021-08-25,15.1464
2021-08-26,15.1464
2021-08-27,15.1464
2021-08-28,15.1464
2021-08-29,15.1464
2021-08-30,15.1464
2021-08-31,15.1464
2021-09-01,15.1464
2021-09-02,15.1464
2021-09-03,15.1464
2021-09-04,15.1464
2021-09-05,15.1464
2021-09-06,15.1464
2021-09-07,15.1464
2021-09-08,15.1464
2021-09-09,15.1464
2021-09-10,15.1464
2021-09-11,15.1464
2021-09-12,15.1464
2021-09-13,15.1464
2021-09-14,15.1464
2021-09-15,15.1464
2021-09-16,15.1464
2021-09-17,15.1464
2021-09-18,15.1464
2021-09-19,15.1464
2021-09-20,15.1464
2021-09-21,15.1464
2021-09-22,15.1464
2021-09-23,15.1464
2021-09-24,15.1464
2021-09-25,15.1464
2021-09-26,15.1464
2021-09-27,15.1464
2021-09-28,15.1464
2021-09-29,15.1464
2021-09-30,15.8542
2021-10-01,15.8542
2021-10-02,15.8542
2021-10-03,15.8542
2021-10-04,15.8542
2021-10-05,15.8542
2021-10-06,15.8542
2021-10-07,15.8542
2021-10-08,15.8542
2021-10-09,15.8542
2021-10-10,15.8542
2021-10-11,15.8542
2021-10-12,15.8542
2021-10-13,15.8542
2021-10-14,15.8542
2021-10-15,15.8542
2021-10-16,15.8542
2021-10-17,15.8542
2021-10-18,15.8542
2021-10-19,15.8542
2021-10-20,15.8542
2021-10-21,15.8542
2021-10-22,15.8542
2021-10-23,15.8542
2021-10-24,15.8542
2021-10-25,15.8542
2021-10-26,15.8542
2021-10-27,15.8542
2021-10-28,15.8542
2021-10-29,15.8542
2021-10-30,15.8542
2021-10-31,15.8542
2021-11-01,15.8542
2021-11-02,15.8542
2021-11-03,15.8542
2021-11-04,15.8542
2021-11-05,15.8542
2021-11-06,15.8542
2021-11-07,15.8542
2021-11-08,15.8542
2021-11-09,15.8542
2021-11-10,15.8542
2021-11-11,15.8542
2021-11-12,15.8542
2021-11-13,15.8542
2021-11-14,15.8542
2021-11-15,15.8542
2021-11-16,15.8542
2021-11-17,15.8542
2021-11-18,15.8542
2021-11-19,15.8542
2021-11-20,15.8542
2021-11-21,15.8542
2021-11-22,15.8542
2021-11-23,15.8542
2021-11-24,15.8542
2021-11-25,15.8542
2021-11-26,15.8542
2021-11-27,15.8542
2021-11-28,15.8542
2021-11-29,15.8542
2021-11-30,15.8542
2021-12-01,15.8542
2021-12-02,15.8542
2021-12-03,15.8542
2021-12-04,15.8542
2021-12-05,15.8542
2021-12-06,15.8542
2021-12-07,15.8542
2021-12-08,15.8542
2021-12-09,15.8542
2021-12-10,15.8542
2021-12-11,15.8542
2021-12-12,15.8542
2021-12-13,15.8542
2021-12-14,15.8542
2021-12-15,15.8542
2021-12-16,15.8542
2021-12-17,15.8542
2021-12-18,15.8542
2021-12-19,15.8542
2021-12-20,15.8542
2021-12-21,15.8542
2021-12-22,15.8542
2021-12-23,15.8542
2021-12-24,15.8542
2021-12-25,15.8542
2021-12-26,15.8542
2021-12-27,15.8542
2021-12-28,15.8542
2021-12-29,15.8542
2021-12-30,15.8542
2021-12-31,15.9667
2022-01-01,15.9667
2022-01-02,15.9667
2022-01-03,15.9667
2022-01-04,15.9667
2022-01-05,15.9667
2022-01-06,15.9667
2022-01-07,15.9667
2022-01-08,15.9667
2022-01-09,15.9667
2022-01-10,15.9667
2022-01-11,15.9667
2022-01-12,15.9667
2022-01-13,15.9667
2022-01-14,15.9667
2022-01-15,15.9667
2022-01-16,15.9667
2022-01-17,15.9667
2022-01-18,15.9667
2022-01-19,15.9667
2022-01-20,15.9667
2022-01-21,15.9667
2022-01-22,15.9667
2022-01-23,15.9667
2022-01-24,15.9667
2022-01-25,15.9667
2022-01-26,15.9667
2022-01-27,15.9667
2022-01-28,15.9667
2022-01-29,15.9667
2022-01-30,15.9667
2022-01-31,15.9667
2022-02-01,15.9667
2022-02-02,15.9667
2022-02-03,15.9667
2022-02-04,15.9667
2022-02-05,15.9667
2022-02-06,15.9667
2022-02-07,15.9667
2022-02-08,15.9667
2022-02-09,15.9667
2022-02-10,15.9667
2022-02-11,15.9667
2022-02-12,15.9667
2022-02-13,15.9667
2022-02-14,15.9667
2022-02-15,15.9667
2022-02-16,15.9667
2022-02-17,15.9667
2022-02-18,15.9667
2022-02-19,15.9667
2022-02-20,15.9667
2022-02-21,15.9667
2022-02-22,15.9667
2022-02-23,15.9667
2022-02-24,15.9667
2022-02-25,15.9667
2022-02-26,15.9667
2022-02-27,15.9667
2022-02-28,15.9667
2022-03-01,15.9667
2022-03-02,15.9667
2022-03-03,15.9667
2022-03-04,15.9667
2022-03-05,15.9667
2022-03-06,15.9667
2022-03-07,15.9667
2022-03-08,15.9667
2022-03-09,15.9667
2022-03-10,15.9667
2022-03-11,15.9667
2022-03-12,15.9667
2022-03-13,15.9667
2022-03-14,15.9667
2022-03-15,15.9667
2022-03-16,15.9667
2022-03-17,15.9667
2022-03-18,15.9667
2022-03-19,15.9667
2022-03-20,15.9667
2022-03-21,15.9667
2022-03-22,15.9667
2022-03-23,15.9667
2022-03-24,15.9667
2022-03-25,15.9667
2022-03-26,15.9667
2022-03-27,15.9667
2022-03-28,15.9667
2022-03-29,15.9667
2022-03-30,15.9667
2022-03-31,15.3798
2022-04-01,15.3798
2022-04-02,15.3798
2022-04-03,15.3798
2022-04-04,15.3798
2022-04-05,15.3798
2022-04-06,15.3798
2022-04-07,15.3798
2022-04-08,15.3798
2022-04-09,15.3798
2022-04-10,15.3798
2022-04-11,15.3798
2022-04-12,15.3798
2022-04-13,15.3798
2022-04-14,15.3798
2022-04-15,15.3798
2022-04-16,15.3798
2022-04-17,15.3798
2022-04-18,15.3798
2022-04-19,15.3798
2022-04-20,15.3798
2022-04-21,15.3798
2022-04-22,15.3798
2022-04-23,15.3798
2022-04-24,15.3798
2022-04-25,15.3798
2022-04-26,15.3798
2022-04-27,15.3798
2022-04-28,15.3798
2022-04-29,15.3798
2022-04-30,15.3798
2022-05-01,15.3798
2022-05-02,15.3798
2022-05-03,15.3798
2022-05-04,15.3798
2022-05-05,15.3798
2022-05-06,15.3798
2022-05-07,15.3798
2022-05-08,15.3798
2022-05-09,15.3798
2022-05-10,15.3798
2022-05-11,15.3798
2022-05-12,15.3798
2022-05-13,15.3798
2022-05-14,15.3798
2022-05-15,15.3798
2022-05-16,15.3798
2022-05-17,15.3798
2022-05-18,15.3798
2022-05-19,15.3798
2022-05-20,15.3798
2022-05-21,15.3798
2022-05-22,15.3798
2022-05-23,15.3798
2022-05-24,15.3798
2022-05-25,15.3798
2022-05-26,15.3798
2022-05-27,15.3798
2022-05-28,15.3798
2022-05-29,15.3798
2022-05-30,15.3798
2022-05-31,15.3798
2022-06-01,15.3798
2022-06-02,15.3798
2022-06-03,15.3798
2022-06-04,15.3798
2022-06-05,15.3798
2022-06-06,15.3798
2022-06-07,15.3798
2022-06-08,15.3798
2022-06-09,15.3798
2022-06-10,15.3798
2022-06-11,15.3798
2022-06-12,15.3798
2022-06-13,15.3798
2022-06-14,15.3798
2022-06-15,15.3798
2022-06-16,15.3798
2022-06-17,15.3798
2022-06-18,15.3798
2022-06-19,15.3798
2022-06-20,15.3798
2022-06-21,15.3798
2022-06-22,15.3798
2022-06-23,15.3798
2022-06-24,15.3798
2022-06-25,15.3798
2022-06-26,15.3798
2022-06-27,15.3798
2022-06-28,15.3798
2022-06-29,15.3798
2022-06-30,14.5768
2022-07-01,14.5768
2022-07-02,14.5768
2022-07-03,14.5768
2022-07-04,14.5768
2022-07-05,14.5768
2022-07-06,14.5768
2022-07-07,14.5768
2022-07-08,14.5768
2022-07-09,14.5768
2022-07-10,14.5768
2022-07-11,14.5768
2022-07-12,14.5768
2022-07-13,14.5768
2022-07-14,14.5768
2022-07-15,14.5768
2022-07-16,14.5768
2022-07-17,14.5768
2022-07-18,14.5768
2022-07-19,14.5768
2022-07-20,14.5768
2022-07-21,14.5768
2022-07-22,14.5768
2022-07-23,14.5768
2022-07-24,14.5768
2022-07-25,14.5768
2022-07-26,14.5768
2022-07-27,14.5768
2022-07-28,14.5768
2022-07-29,14.5768
2022-07-30,14.5768
2022-07-31,14.5768
2022-08-01,14.5768
2022-08-02,14.5768
2022-08-03,14.5768
2022-08-04,14.5768
2022-08-05,14.5768
2022-08-06,14.5768
2022-08-07,14.5768
2022-08-08,14.5768
2022-08-09,14.5768
2022-08-10,14.5768
2022-08-11,14.5768
2022-08-12,14.5768
2022-08-13,14.5768
2022-08-14,14.5768
2022-08-15,14.5768
2022-08-16,14.5768
2022-08-17,14.5768
2022-08-18,14.5768
2022-08-19,14.5768
2022-08-20,14.5768
2022-08-21,14.5768
2022-08-22,14.5768
2022-08-23,14.5768
2022-08-24,14.5768
2022-08-25,14.5768
2022-08-26,14.5768
2022-08-27,14.5768
2022-08-28,14.5768
2022-08-29,14.5768
2022-08-30,14.5768
2022-08-31,14.5768
2022-09-01,14.5768
2022-09-02,14.5768
2022-09-03,14.5768
2022-09-04,14.5768
2022-09-05,14.5768
2022-09-06,14.5768
2022-09-07,14.5768
2022-09-08,14.5768
2022-09-09,14.5768
2022-09-10,14.5768
2022-09-11,14.5768
2022-09-12,14.5768
2022-09-13,14.5768
2022-09-14,14.5768
2022-09-15,14.5768
2022-09-16,14.5768
2022-09-17,14.5768
2022-09-18,14.5768
2022-09-19,14.5768
2022-09-20,14.5768
2022-09-21,14.5768
2022-09-22,14.5768
2022-09-23,14.5768
2022-09-24,14.5768
2022-09-25,14.5768
2022-09-26,14.5768
2022-09-27,14.5768
2022-09-28,14.5768
2022-09-29,14.5768
2022-09-30,14.1504
2022-10-01,14.1504
2022-10-02,14.1504
2022-10-03,14.1504
2022-10-04,14.1504
2022-10-05,14.1504
2022-10-06,14.1504
2022-10-07,14.1504
2022-10-08,14.1504
2022-10-09,14.1504
2022-10-10,14.1504
2022-10-11,14.1504
2022-10-12,14.1504
2022-10-13,14.1504
2022-10-14,14.1504
2022-10-15,14.1504
2022-10-16,14.1504
2022-10-17,14.1504
2022-10-18,14.1504
2022-10-19,14.1504
2022-10-20,14.1504
2022-10-21,14.1504
2022-10-22,14.1504
2022-10-23,14.1504
2022-10-24,14.1504
2022-10-25,14.1504
2022-10-26,14.1504
2022-10-27,14.1504
2022-10-28,14.1504
2022-10-29,14.1504
2022-10-30,14.1504
2022-10-31,14.1504
2022-11-01,14.1504
2022-11-02,14.1504
2022-11-03,14.1504
2022-11-04,14.1504
2022-11-05,14.1504
2022-11-06,14.1504
2022-11-07,14.1504
2022-11-08,14.1504
2022-11-09,14.1504
2022-11-10,14.1504
2022-11-11,14.1504
2022-11-12,14.1504
2022-11-13,14.1504
2022-11-14,14.1504
2022-11-15,14.1504
2022-11-16,14.1504
2022-11-17,14.1504
2022-11-18,14.1504
2022-11-19,14.1504
2022-11-20,14.1504
2022-11-21,14.1504
2022-11-22,14.1504
2022-11-23,14.1504
2022-11-24,14.1504
2022-11-25,14.1504
2022-11-26,14.1504
2022-11-27,14.1504
2022-11-28,14.1504
2022-11-29,14.1504
2022-11-30,14.1504
2022-12-01,14.1504
2022-12-02,14.1504
2022-12-03,14.1504
2022-12-04,14.1504
2022-12-05,14.1504
2022-12-06,14.1504
2022-12-07,14.1504
2022-12-08,14.1504
2022-12-09,14.1504
2022-12-10,14.1504
2022-12-11,14.1504
2022-12-12,14.1504
2022-12-13,14.1504
2022-12-14,14.1504
2022-12-15,14.1504
2022-12-16,14.1504
2022-12-17,14.1504
2022-12-18,14.1504
2022-12-19,14.1504
2022-12-20,14.1504
2022-12-21,14.1504
2022-12-22,14.1504
2022-12-23,14.1504
2022-12-24,14.1504
2022-12-25,14.1504
2022-12-26,14.1504
2022-12-27,14.1504
2022-12-28,14.1504
2022-12-29,14.1504
2022-12-30,14.1504
2022-12-31,11.948
2023-01-01,11.948
2023-01-02,11.948
2023-01-03,11.948
2023-01-04,11.948
2023-01-05,11.948
2023-01-06,11.948
2023-01-07,11.948
2023-01-08,11.948
2023-01-09,11.948
2023-01-10,11.948
2023-01-11,11.948
2023-01-12,11.948
2023-01-13,11.948
2023-01-14,11.948
2023-01-15,11.948
2023-01-16,11.948
2023-01-17,11.948
2023-01-18,11.948
2023-01-19,11.948
2023-01-20,11.948
2023-01-21,11.948
2023-01-22,11.948
2023-01-23,11.948
2023-01-24,11.948
2023-01-25,11.948
2023-01-26,11.948
2023-01-27,11.948
2023-01-28,11.948
2023-01-29,11.948
2023-01-30,11.948
2023-01-31,11.948
2023-02-01,11.948
2023-02-02,11.948
2023-02-03,11.948
2023-02-04,11.948
2023-02-05,11.948
2023-02-06,11.948
2023-02-07,11.948
2023-02-08,11.948
2023-02-09,11.948
2023-02-10,11.948
2023-02-11,11.948
2023-02-12,11.948
2023-02-13,11.948
2023-02-14,11.948
2023-02-15,11.948
2023-02-16,11.948
2023-02-17,11.948
2023-02-18,11.948
2023-02-19,11.948
2023-02-20,11.948
2023-02-21,11.948
2023-02-22,11.948
2023-02-23,11.948
2023-02-24,11.948
2023-02-25,11.948
2023-02-26,11.948
2023-02-27,11.948
2023-02-28,11.948
2023-03-01,11.948
2023-03-02,11.948
2023-03-03,11.948
2023-03-04,11.948
2023-03-05,11.948
2023-03-06,11.948
2023-03-07,11.948
2023-03-08,11.948
2023-03-09,11.948
2023-03-10,11.948
2023-03-11,11.948
2023-03-12,11.948
2023-03-13,11.948
2023-03-14,11.948
2023-03-15,11.948
2023-03-16,11.948
2023-03-17,11.948
2023-03-18,11.948
2023-03-19,11.948
2023-03-20,11.948
2023-03-21,11.948
2023-03-22,11.948
2023-03-23,11.948
2023-03-24,11.948
2023-03-25,11.948
2023-03-26,11.948
2023-03-27,11.948
2023-03-28,11.948
2023-03-29,11.948
2023-03-30,11.948
2023-03-31,12.4854
