,BFH US Equity
2020-04-01,7.6881
2020-04-02,7.6881
2020-04-03,7.6881
2020-04-04,7.6881
2020-04-05,7.6881
2020-04-06,7.6881
2020-04-07,7.6881
2020-04-08,7.6881
2020-04-09,7.6881
2020-04-10,7.6881
2020-04-11,7.6881
2020-04-12,7.6881
2020-04-13,7.6881
2020-04-14,7.6881
2020-04-15,7.6881
2020-04-16,7.6881
2020-04-17,7.6881
2020-04-18,7.6881
2020-04-19,7.6881
2020-04-20,7.6881
2020-04-21,7.6881
2020-04-22,7.6881
2020-04-23,7.6881
2020-04-24,7.6881
2020-04-25,7.6881
2020-04-26,7.6881
2020-04-27,7.6881
2020-04-28,7.6881
2020-04-29,7.6881
2020-04-30,7.6881
2020-05-01,7.6881
2020-05-02,7.6881
2020-05-03,7.6881
2020-05-04,7.6881
2020-05-05,7.6881
2020-05-06,7.6881
2020-05-07,7.6881
2020-05-08,7.6881
2020-05-09,7.6881
2020-05-10,7.6881
2020-05-11,7.6881
2020-05-12,7.6881
2020-05-13,7.6881
2020-05-14,7.6881
2020-05-15,7.6881
2020-05-16,7.6881
2020-05-17,7.6881
2020-05-18,7.6881
2020-05-19,7.6881
2020-05-20,7.6881
2020-05-21,7.6881
2020-05-22,7.6881
2020-05-23,7.6881
2020-05-24,7.6881
2020-05-25,7.6881
2020-05-26,7.6881
2020-05-27,7.6881
2020-05-28,7.6881
2020-05-29,7.6881
2020-05-30,7.6881
2020-05-31,7.6881
2020-06-01,7.6881
2020-06-02,7.6881
2020-06-03,7.6881
2020-06-04,7.6881
2020-06-05,7.6881
2020-06-06,7.6881
2020-06-07,7.6881
2020-06-08,7.6881
2020-06-09,7.6881
2020-06-10,7.6881
2020-06-11,7.6881
2020-06-12,7.6881
2020-06-13,7.6881
2020-06-14,7.6881
2020-06-15,7.6881
2020-06-16,7.6881
2020-06-17,7.6881
2020-06-18,7.6881
2020-06-19,7.6881
2020-06-20,7.6881
2020-06-21,7.6881
2020-06-22,7.6881
2020-06-23,7.6881
2020-06-24,7.6881
2020-06-25,7.6881
2020-06-26,7.6881
2020-06-27,7.6881
2020-06-28,7.6881
2020-06-29,7.6881
2020-06-30,0.5019
2020-07-01,0.5019
2020-07-02,0.5019
2020-07-03,0.5019
2020-07-04,0.5019
2020-07-05,0.5019
2020-07-06,0.5019
2020-07-07,0.5019
2020-07-08,0.5019
2020-07-09,0.5019
2020-07-10,0.5019
2020-07-11,0.5019
2020-07-12,0.5019
2020-07-13,0.5019
2020-07-14,0.5019
2020-07-15,0.5019
2020-07-16,0.5019
2020-07-17,0.5019
2020-07-18,0.5019
2020-07-19,0.5019
2020-07-20,0.5019
2020-07-21,0.5019
2020-07-22,0.5019
2020-07-23,0.5019
2020-07-24,0.5019
2020-07-25,0.5019
2020-07-26,0.5019
2020-07-27,0.5019
2020-07-28,0.5019
2020-07-29,0.5019
2020-07-30,0.5019
2020-07-31,0.5019
2020-08-01,0.5019
2020-08-02,0.5019
2020-08-03,0.5019
2020-08-04,0.5019
2020-08-05,0.5019
2020-08-06,0.5019
2020-08-07,0.5019
2020-08-08,0.5019
2020-08-09,0.5019
2020-08-10,0.5019
2020-08-11,0.5019
2020-08-12,0.5019
2020-08-13,0.5019
2020-08-14,0.5019
2020-08-15,0.5019
2020-08-16,0.5019
2020-08-17,0.5019
2020-08-18,0.5019
2020-08-19,0.5019
2020-08-20,0.5019
2020-08-21,0.5019
2020-08-22,0.5019
2020-08-23,0.5019
2020-08-24,0.5019
2020-08-25,0.5019
2020-08-26,0.5019
2020-08-27,0.5019
2020-08-28,0.5019
2020-08-29,0.5019
2020-08-30,0.5019
2020-08-31,0.5019
2020-09-01,0.5019
2020-09-02,0.5019
2020-09-03,0.5019
2020-09-04,0.5019
2020-09-05,0.5019
2020-09-06,0.5019
2020-09-07,0.5019
2020-09-08,0.5019
2020-09-09,0.5019
2020-09-10,0.5019
2020-09-11,0.5019
2020-09-12,0.5019
2020-09-13,0.5019
2020-09-14,0.5019
2020-09-15,0.5019
2020-09-16,0.5019
2020-09-17,0.5019
2020-09-18,0.5019
2020-09-19,0.5019
2020-09-20,0.5019
2020-09-21,0.5019
2020-09-22,0.5019
2020-09-23,0.5019
2020-09-24,0.5019
2020-09-25,0.5019
2020-09-26,0.5019
2020-09-27,0.5019
2020-09-28,0.5019
2020-09-29,0.5019
2020-09-30,16.4214
2020-10-01,16.4214
2020-10-02,16.4214
2020-10-03,16.4214
2020-10-04,16.4214
2020-10-05,16.4214
2020-10-06,16.4214
2020-10-07,16.4214
2020-10-08,16.4214
2020-10-09,16.4214
2020-10-10,16.4214
2020-10-11,16.4214
2020-10-12,16.4214
2020-10-13,16.4214
2020-10-14,16.4214
2020-10-15,16.4214
2020-10-16,16.4214
2020-10-17,16.4214
2020-10-18,16.4214
2020-10-19,16.4214
2020-10-20,16.4214
2020-10-21,16.4214
2020-10-22,16.4214
2020-10-23,16.4214
2020-10-24,16.4214
2020-10-25,16.4214
2020-10-26,16.4214
2020-10-27,16.4214
2020-10-28,16.4214
2020-10-29,16.4214
2020-10-30,16.4214
2020-10-31,16.4214
2020-11-01,16.4214
2020-11-02,16.4214
2020-11-03,16.4214
2020-11-04,16.4214
2020-11-05,16.4214
2020-11-06,16.4214
2020-11-07,16.4214
2020-11-08,16.4214
2020-11-09,16.4214
2020-11-10,16.4214
2020-11-11,16.4214
2020-11-12,16.4214
2020-11-13,16.4214
2020-11-14,16.4214
2020-11-15,16.4214
2020-11-16,16.4214
2020-11-17,16.4214
2020-11-18,16.4214
2020-11-19,16.4214
2020-11-20,16.4214
2020-11-21,16.4214
2020-11-22,16.4214
2020-11-23,16.4214
2020-11-24,16.4214
2020-11-25,16.4214
2020-11-26,16.4214
2020-11-27,16.4214
2020-11-28,16.4214
2020-11-29,16.4214
2020-11-30,16.4214
2020-12-01,16.4214
2020-12-02,16.4214
2020-12-03,16.4214
2020-12-04,16.4214
2020-12-05,16.4214
2020-12-06,16.4214
2020-12-07,16.4214
2020-12-08,16.4214
2020-12-09,16.4214
2020-12-10,16.4214
2020-12-11,16.4214
2020-12-12,16.4214
2020-12-13,16.4214
2020-12-14,16.4214
2020-12-15,16.4214
2020-12-16,16.4214
2020-12-17,16.4214
2020-12-18,16.4214
2020-12-19,16.4214
2020-12-20,16.4214
2020-12-21,16.4214
2020-12-22,16.4214
2020-12-23,16.4214
2020-12-24,16.4214
2020-12-25,16.4214
2020-12-26,16.4214
2020-12-27,16.4214
2020-12-28,16.4214
2020-12-29,16.4214
2020-12-30,16.4214
2020-12-31,9.3894
2021-01-01,9.3894
2021-01-02,9.3894
2021-01-03,9.3894
2021-01-04,9.3894
2021-01-05,9.3894
2021-01-06,9.3894
2021-01-07,9.3894
2021-01-08,9.3894
2021-01-09,9.3894
2021-01-10,9.3894
2021-01-11,9.3894
2021-01-12,9.3894
2021-01-13,9.3894
2021-01-14,9.3894
2021-01-15,9.3894
2021-01-16,9.3894
2021-01-17,9.3894
2021-01-18,9.3894
2021-01-19,9.3894
2021-01-20,9.3894
2021-01-21,9.3894
2021-01-22,9.3894
2021-01-23,9.3894
2021-01-24,9.3894
2021-01-25,9.3894
2021-01-26,9.3894
2021-01-27,9.3894
2021-01-28,9.3894
2021-01-29,9.3894
2021-01-30,9.3894
2021-01-31,9.3894
2021-02-01,9.3894
2021-02-02,9.3894
2021-02-03,9.3894
2021-02-04,9.3894
2021-02-05,9.3894
2021-02-06,9.3894
2021-02-07,9.3894
2021-02-08,9.3894
2021-02-09,9.3894
2021-02-10,9.3894
2021-02-11,9.3894
2021-02-12,9.3894
2021-02-13,9.3894
2021-02-14,9.3894
2021-02-15,9.3894
2021-02-16,9.3894
2021-02-17,9.3894
2021-02-18,9.3894
2021-02-19,9.3894
2021-02-20,9.3894
2021-02-21,9.3894
2021-02-22,9.3894
2021-02-23,9.3894
2021-02-24,9.3894
2021-02-25,9.3894
2021-02-26,9.3894
2021-02-27,9.3894
2021-02-28,9.3894
2021-03-01,9.3894
2021-03-02,9.3894
2021-03-03,9.3894
2021-03-04,9.3894
2021-03-05,9.3894
2021-03-06,9.3894
2021-03-07,9.3894
2021-03-08,9.3894
2021-03-09,9.3894
2021-03-10,9.3894
2021-03-11,9.3894
2021-03-12,9.3894
2021-03-13,9.3894
2021-03-14,9.3894
2021-03-15,9.3894
2021-03-16,9.3894
2021-03-17,9.3894
2021-03-18,9.3894
2021-03-19,9.3894
2021-03-20,9.3894
2021-03-21,9.3894
2021-03-22,9.3894
2021-03-23,9.3894
2021-03-24,9.3894
2021-03-25,9.3894
2021-03-26,9.3894
2021-03-27,9.3894
2021-03-28,9.3894
2021-03-29,9.3894
2021-03-30,9.3894
2021-03-31,29.0323
2021-04-01,29.0323
2021-04-02,29.0323
2021-04-03,29.0323
2021-04-04,29.0323
2021-04-05,29.0323
2021-04-06,29.0323
2021-04-07,29.0323
2021-04-08,29.0323
2021-04-09,29.0323
2021-04-10,29.0323
2021-04-11,29.0323
2021-04-12,29.0323
2021-04-13,29.0323
2021-04-14,29.0323
2021-04-15,29.0323
2021-04-16,29.0323
2021-04-17,29.0323
2021-04-18,29.0323
2021-04-19,29.0323
2021-04-20,29.0323
2021-04-21,29.0323
2021-04-22,29.0323
2021-04-23,29.0323
2021-04-24,29.0323
2021-04-25,29.0323
2021-04-26,29.0323
2021-04-27,29.0323
2021-04-28,29.0323
2021-04-29,29.0323
2021-04-30,29.0323
2021-05-01,29.0323
2021-05-02,29.0323
2021-05-03,29.0323
2021-05-04,29.0323
2021-05-05,29.0323
2021-05-06,29.0323
2021-05-07,29.0323
2021-05-08,29.0323
2021-05-09,29.0323
2021-05-10,29.0323
2021-05-11,29.0323
2021-05-12,29.0323
2021-05-13,29.0323
2021-05-14,29.0323
2021-05-15,29.0323
2021-05-16,29.0323
2021-05-17,29.0323
2021-05-18,29.0323
2021-05-19,29.0323
2021-05-20,29.0323
2021-05-21,29.0323
2021-05-22,29.0323
2021-05-23,29.0323
2021-05-24,29.0323
2021-05-25,29.0323
2021-05-26,29.0323
2021-05-27,29.0323
2021-05-28,29.0323
2021-05-29,29.0323
2021-05-30,29.0323
2021-05-31,29.0323
2021-06-01,29.0323
2021-06-02,29.0323
2021-06-03,29.0323
2021-06-04,29.0323
2021-06-05,29.0323
2021-06-06,29.0323
2021-06-07,29.0323
2021-06-08,29.0323
2021-06-09,29.0323
2021-06-10,29.0323
2021-06-11,29.0323
2021-06-12,29.0323
2021-06-13,29.0323
2021-06-14,29.0323
2021-06-15,29.0323
2021-06-16,29.0323
2021-06-17,29.0323
2021-06-18,29.0323
2021-06-19,29.0323
2021-06-20,29.0323
2021-06-21,29.0323
2021-06-22,29.0323
2021-06-23,29.0323
2021-06-24,29.0323
2021-06-25,29.0323
2021-06-26,29.0323
2021-06-27,29.0323
2021-06-28,29.0323
2021-06-29,29.0323
2021-06-30,41.0304
2021-07-01,41.0304
2021-07-02,41.0304
2021-07-03,41.0304
2021-07-04,41.0304
2021-07-05,41.0304
2021-07-06,41.0304
2021-07-07,41.0304
2021-07-08,41.0304
2021-07-09,41.0304
2021-07-10,41.0304
2021-07-11,41.0304
2021-07-12,41.0304
2021-07-13,41.0304
2021-07-14,41.0304
2021-07-15,41.0304
2021-07-16,41.0304
2021-07-17,41.0304
2021-07-18,41.0304
2021-07-19,41.0304
2021-07-20,41.0304
2021-07-21,41.0304
2021-07-22,41.0304
2021-07-23,41.0304
2021-07-24,41.0304
2021-07-25,41.0304
2021-07-26,41.0304
2021-07-27,41.0304
2021-07-28,41.0304
2021-07-29,41.0304
2021-07-30,41.0304
2021-07-31,41.0304
2021-08-01,41.0304
2021-08-02,41.0304
2021-08-03,41.0304
2021-08-04,41.0304
2021-08-05,41.0304
2021-08-06,41.0304
2021-08-07,41.0304
2021-08-08,41.0304
2021-08-09,41.0304
2021-08-10,41.0304
2021-08-11,41.0304
2021-08-12,41.0304
2021-08-13,41.0304
2021-08-14,41.0304
2021-08-15,41.0304
2021-08-16,41.0304
2021-08-17,41.0304
2021-08-18,41.0304
2021-08-19,41.0304
2021-08-20,41.0304
2021-08-21,41.0304
2021-08-22,41.0304
2021-08-23,41.0304
2021-08-24,41.0304
2021-08-25,41.0304
2021-08-26,41.0304
2021-08-27,41.0304
2021-08-28,41.0304
2021-08-29,41.0304
2021-08-30,41.0304
2021-08-31,41.0304
2021-09-01,41.0304
2021-09-02,41.0304
2021-09-03,41.0304
2021-09-04,41.0304
2021-09-05,41.0304
2021-09-06,41.0304
2021-09-07,41.0304
2021-09-08,41.0304
2021-09-09,41.0304
2021-09-10,41.0304
2021-09-11,41.0304
2021-09-12,41.0304
2021-09-13,41.0304
2021-09-14,41.0304
2021-09-15,41.0304
2021-09-16,41.0304
2021-09-17,41.0304
2021-09-18,41.0304
2021-09-19,41.0304
2021-09-20,41.0304
2021-09-21,41.0304
2021-09-22,41.0304
2021-09-23,41.0304
2021-09-24,41.0304
2021-09-25,41.0304
2021-09-26,41.0304
2021-09-27,41.0304
2021-09-28,41.0304
2021-09-29,41.0304
2021-09-30,41.9259
2021-10-01,41.9259
2021-10-02,41.9259
2021-10-03,41.9259
2021-10-04,41.9259
2021-10-05,41.9259
2021-10-06,41.9259
2021-10-07,41.9259
2021-10-08,41.9259
2021-10-09,41.9259
2021-10-10,41.9259
2021-10-11,41.9259
2021-10-12,41.9259
2021-10-13,41.9259
2021-10-14,41.9259
2021-10-15,41.9259
2021-10-16,41.9259
2021-10-17,41.9259
2021-10-18,41.9259
2021-10-19,41.9259
2021-10-20,41.9259
2021-10-21,41.9259
2021-10-22,41.9259
2021-10-23,41.9259
2021-10-24,41.9259
2021-10-25,41.9259
2021-10-26,41.9259
2021-10-27,41.9259
2021-10-28,41.9259
2021-10-29,41.9259
2021-10-30,41.9259
2021-10-31,41.9259
2021-11-01,41.9259
2021-11-02,41.9259
2021-11-03,41.9259
2021-11-04,41.9259
2021-11-05,41.9259
2021-11-06,41.9259
2021-11-07,41.9259
2021-11-08,41.9259
2021-11-09,41.9259
2021-11-10,41.9259
2021-11-11,41.9259
2021-11-12,41.9259
2021-11-13,41.9259
2021-11-14,41.9259
2021-11-15,41.9259
2021-11-16,41.9259
2021-11-17,41.9259
2021-11-18,41.9259
2021-11-19,41.9259
2021-11-20,41.9259
2021-11-21,41.9259
2021-11-22,41.9259
2021-11-23,41.9259
2021-11-24,41.9259
2021-11-25,41.9259
2021-11-26,41.9259
2021-11-27,41.9259
2021-11-28,41.9259
2021-11-29,41.9259
2021-11-30,41.9259
2021-12-01,41.9259
2021-12-02,41.9259
2021-12-03,41.9259
2021-12-04,41.9259
2021-12-05,41.9259
2021-12-06,41.9259
2021-12-07,41.9259
2021-12-08,41.9259
2021-12-09,41.9259
2021-12-10,41.9259
2021-12-11,41.9259
2021-12-12,41.9259
2021-12-13,41.9259
2021-12-14,41.9259
2021-12-15,41.9259
2021-12-16,41.9259
2021-12-17,41.9259
2021-12-18,41.9259
2021-12-19,41.9259
2021-12-20,41.9259
2021-12-21,41.9259
2021-12-22,41.9259
2021-12-23,41.9259
2021-12-24,41.9259
2021-12-25,41.9259
2021-12-26,41.9259
2021-12-27,41.9259
2021-12-28,41.9259
2021-12-29,41.9259
2021-12-30,41.9259
2021-12-31,41.7452
2022-01-01,41.7452
2022-01-02,41.7452
2022-01-03,41.7452
2022-01-04,41.7452
2022-01-05,41.7452
2022-01-06,41.7452
2022-01-07,41.7452
2022-01-08,41.7452
2022-01-09,41.7452
2022-01-10,41.7452
2022-01-11,41.7452
2022-01-12,41.7452
2022-01-13,41.7452
2022-01-14,41.7452
2022-01-15,41.7452
2022-01-16,41.7452
2022-01-17,41.7452
2022-01-18,41.7452
2022-01-19,41.7452
2022-01-20,41.7452
2022-01-21,41.7452
2022-01-22,41.7452
2022-01-23,41.7452
2022-01-24,41.7452
2022-01-25,41.7452
2022-01-26,41.7452
2022-01-27,41.7452
2022-01-28,41.7452
2022-01-29,41.7452
2022-01-30,41.7452
2022-01-31,41.7452
2022-02-01,41.7452
2022-02-02,41.7452
2022-02-03,41.7452
2022-02-04,41.7452
2022-02-05,41.7452
2022-02-06,41.7452
2022-02-07,41.7452
2022-02-08,41.7452
2022-02-09,41.7452
2022-02-10,41.7452
2022-02-11,41.7452
2022-02-12,41.7452
2022-02-13,41.7452
2022-02-14,41.7452
2022-02-15,41.7452
2022-02-16,41.7452
2022-02-17,41.7452
2022-02-18,41.7452
2022-02-19,41.7452
2022-02-20,41.7452
2022-02-21,41.7452
2022-02-22,41.7452
2022-02-23,41.7452
2022-02-24,41.7452
2022-02-25,41.7452
2022-02-26,41.7452
2022-02-27,41.7452
2022-02-28,41.7452
2022-03-01,41.7452
2022-03-02,41.7452
2022-03-03,41.7452
2022-03-04,41.7452
2022-03-05,41.7452
2022-03-06,41.7452
2022-03-07,41.7452
2022-03-08,41.7452
2022-03-09,41.7452
2022-03-10,41.7452
2022-03-11,41.7452
2022-03-12,41.7452
2022-03-13,41.7452
2022-03-14,41.7452
2022-03-15,41.7452
2022-03-16,41.7452
2022-03-17,41.7452
2022-03-18,41.7452
2022-03-19,41.7452
2022-03-20,41.7452
2022-03-21,41.7452
2022-03-22,41.7452
2022-03-23,41.7452
2022-03-24,41.7452
2022-03-25,41.7452
2022-03-26,41.7452
2022-03-27,41.7452
2022-03-28,41.7452
2022-03-29,41.7452
2022-03-30,41.7452
2022-03-31,34.5212
2022-04-01,34.5212
2022-04-02,34.5212
2022-04-03,34.5212
2022-04-04,34.5212
2022-04-05,34.5212
2022-04-06,34.5212
2022-04-07,34.5212
2022-04-08,34.5212
2022-04-09,34.5212
2022-04-10,34.5212
2022-04-11,34.5212
2022-04-12,34.5212
2022-04-13,34.5212
2022-04-14,34.5212
2022-04-15,34.5212
2022-04-16,34.5212
2022-04-17,34.5212
2022-04-18,34.5212
2022-04-19,34.5212
2022-04-20,34.5212
2022-04-21,34.5212
2022-04-22,34.5212
2022-04-23,34.5212
2022-04-24,34.5212
2022-04-25,34.5212
2022-04-26,34.5212
2022-04-27,34.5212
2022-04-28,34.5212
2022-04-29,34.5212
2022-04-30,34.5212
2022-05-01,34.5212
2022-05-02,34.5212
2022-05-03,34.5212
2022-05-04,34.5212
2022-05-05,34.5212
2022-05-06,34.5212
2022-05-07,34.5212
2022-05-08,34.5212
2022-05-09,34.5212
2022-05-10,34.5212
2022-05-11,34.5212
2022-05-12,34.5212
2022-05-13,34.5212
2022-05-14,34.5212
2022-05-15,34.5212
2022-05-16,34.5212
2022-05-17,34.5212
2022-05-18,34.5212
2022-05-19,34.5212
2022-05-20,34.5212
2022-05-21,34.5212
2022-05-22,34.5212
2022-05-23,34.5212
2022-05-24,34.5212
2022-05-25,34.5212
2022-05-26,34.5212
2022-05-27,34.5212
2022-05-28,34.5212
2022-05-29,34.5212
2022-05-30,34.5212
2022-05-31,34.5212
2022-06-01,34.5212
2022-06-02,34.5212
2022-06-03,34.5212
2022-06-04,34.5212
2022-06-05,34.5212
2022-06-06,34.5212
2022-06-07,34.5212
2022-06-08,34.5212
2022-06-09,34.5212
2022-06-10,34.5212
2022-06-11,34.5212
2022-06-12,34.5212
2022-06-13,34.5212
2022-06-14,34.5212
2022-06-15,34.5212
2022-06-16,34.5212
2022-06-17,34.5212
2022-06-18,34.5212
2022-06-19,34.5212
2022-06-20,34.5212
2022-06-21,34.5212
2022-06-22,34.5212
2022-06-23,34.5212
2022-06-24,34.5212
2022-06-25,34.5212
2022-06-26,34.5212
2022-06-27,34.5212
2022-06-28,34.5212
2022-06-29,34.5212
2022-06-30,20.588
2022-07-01,20.588
2022-07-02,20.588
2022-07-03,20.588
2022-07-04,20.588
2022-07-05,20.588
2022-07-06,20.588
2022-07-07,20.588
2022-07-08,20.588
2022-07-09,20.588
2022-07-10,20.588
2022-07-11,20.588
2022-07-12,20.588
2022-07-13,20.588
2022-07-14,20.588
2022-07-15,20.588
2022-07-16,20.588
2022-07-17,20.588
2022-07-18,20.588
2022-07-19,20.588
2022-07-20,20.588
2022-07-21,20.588
2022-07-22,20.588
2022-07-23,20.588
2022-07-24,20.588
2022-07-25,20.588
2022-07-26,20.588
2022-07-27,20.588
2022-07-28,20.588
2022-07-29,20.588
2022-07-30,20.588
2022-07-31,20.588
2022-08-01,20.588
2022-08-02,20.588
2022-08-03,20.588
2022-08-04,20.588
2022-08-05,20.588
2022-08-06,20.588
2022-08-07,20.588
2022-08-08,20.588
2022-08-09,20.588
2022-08-10,20.588
2022-08-11,20.588
2022-08-12,20.588
2022-08-13,20.588
2022-08-14,20.588
2022-08-15,20.588
2022-08-16,20.588
2022-08-17,20.588
2022-08-18,20.588
2022-08-19,20.588
2022-08-20,20.588
2022-08-21,20.588
2022-08-22,20.588
2022-08-23,20.588
2022-08-24,20.588
2022-08-25,20.588
2022-08-26,20.588
2022-08-27,20.588
2022-08-28,20.588
2022-08-29,20.588
2022-08-30,20.588
2022-08-31,20.588
2022-09-01,20.588
2022-09-02,20.588
2022-09-03,20.588
2022-09-04,20.588
2022-09-05,20.588
2022-09-06,20.588
2022-09-07,20.588
2022-09-08,20.588
2022-09-09,20.588
2022-09-10,20.588
2022-09-11,20.588
2022-09-12,20.588
2022-09-13,20.588
2022-09-14,20.588
2022-09-15,20.588
2022-09-16,20.588
2022-09-17,20.588
2022-09-18,20.588
2022-09-19,20.588
2022-09-20,20.588
2022-09-21,20.588
2022-09-22,20.588
2022-09-23,20.588
2022-09-24,20.588
2022-09-25,20.588
2022-09-26,20.588
2022-09-27,20.588
2022-09-28,20.588
2022-09-29,20.588
2022-09-30,16.0617
2022-10-01,16.0617
2022-10-02,16.0617
2022-10-03,16.0617
2022-10-04,16.0617
2022-10-05,16.0617
2022-10-06,16.0617
2022-10-07,16.0617
2022-10-08,16.0617
2022-10-09,16.0617
2022-10-10,16.0617
2022-10-11,16.0617
2022-10-12,16.0617
2022-10-13,16.0617
2022-10-14,16.0617
2022-10-15,16.0617
2022-10-16,16.0617
2022-10-17,16.0617
2022-10-18,16.0617
2022-10-19,16.0617
2022-10-20,16.0617
2022-10-21,16.0617
2022-10-22,16.0617
2022-10-23,16.0617
2022-10-24,16.0617
2022-10-25,16.0617
2022-10-26,16.0617
2022-10-27,16.0617
2022-10-28,16.0617
2022-10-29,16.0617
2022-10-30,16.0617
2022-10-31,16.0617
2022-11-01,16.0617
2022-11-02,16.0617
2022-11-03,16.0617
2022-11-04,16.0617
2022-11-05,16.0617
2022-11-06,16.0617
2022-11-07,16.0617
2022-11-08,16.0617
2022-11-09,16.0617
2022-11-10,16.0617
2022-11-11,16.0617
2022-11-12,16.0617
2022-11-13,16.0617
2022-11-14,16.0617
2022-11-15,16.0617
2022-11-16,16.0617
2022-11-17,16.0617
2022-11-18,16.0617
2022-11-19,16.0617
2022-11-20,16.0617
2022-11-21,16.0617
2022-11-22,16.0617
2022-11-23,16.0617
2022-11-24,16.0617
2022-11-25,16.0617
2022-11-26,16.0617
2022-11-27,16.0617
2022-11-28,16.0617
2022-11-29,16.0617
2022-11-30,16.0617
2022-12-01,16.0617
2022-12-02,16.0617
2022-12-03,16.0617
2022-12-04,16.0617
2022-12-05,16.0617
2022-12-06,16.0617
2022-12-07,16.0617
2022-12-08,16.0617
2022-12-09,16.0617
2022-12-10,16.0617
2022-12-11,16.0617
2022-12-12,16.0617
2022-12-13,16.0617
2022-12-14,16.0617
2022-12-15,16.0617
2022-12-16,16.0617
2022-12-17,16.0617
2022-12-18,16.0617
2022-12-19,16.0617
2022-12-20,16.0617
2022-12-21,16.0617
2022-12-22,16.0617
2022-12-23,16.0617
2022-12-24,16.0617
2022-12-25,16.0617
2022-12-26,16.0617
2022-12-27,16.0617
2022-12-28,16.0617
2022-12-29,16.0617
2022-12-30,16.0617
2022-12-31,10.2046
2023-01-01,10.2046
2023-01-02,10.2046
2023-01-03,10.2046
2023-01-04,10.2046
2023-01-05,10.2046
2023-01-06,10.2046
2023-01-07,10.2046
2023-01-08,10.2046
2023-01-09,10.2046
2023-01-10,10.2046
2023-01-11,10.2046
2023-01-12,10.2046
2023-01-13,10.2046
2023-01-14,10.2046
2023-01-15,10.2046
2023-01-16,10.2046
2023-01-17,10.2046
2023-01-18,10.2046
2023-01-19,10.2046
2023-01-20,10.2046
2023-01-21,10.2046
2023-01-22,10.2046
2023-01-23,10.2046
2023-01-24,10.2046
2023-01-25,10.2046
2023-01-26,10.2046
2023-01-27,10.2046
2023-01-28,10.2046
2023-01-29,10.2046
2023-01-30,10.2046
2023-01-31,10.2046
2023-02-01,10.2046
2023-02-02,10.2046
2023-02-03,10.2046
2023-02-04,10.2046
2023-02-05,10.2046
2023-02-06,10.2046
2023-02-07,10.2046
2023-02-08,10.2046
2023-02-09,10.2046
2023-02-10,10.2046
2023-02-11,10.2046
2023-02-12,10.2046
2023-02-13,10.2046
2023-02-14,10.2046
2023-02-15,10.2046
2023-02-16,10.2046
2023-02-17,10.2046
2023-02-18,10.2046
2023-02-19,10.2046
2023-02-20,10.2046
2023-02-21,10.2046
2023-02-22,10.2046
2023-02-23,10.2046
2023-02-24,10.2046
2023-02-25,10.2046
2023-02-26,10.2046
2023-02-27,10.2046
2023-02-28,10.2046
2023-03-01,10.2046
2023-03-02,10.2046
2023-03-03,10.2046
2023-03-04,10.2046
2023-03-05,10.2046
2023-03-06,10.2046
2023-03-07,10.2046
2023-03-08,10.2046
2023-03-09,10.2046
2023-03-10,10.2046
2023-03-11,10.2046
2023-03-12,10.2046
2023-03-13,10.2046
2023-03-14,10.2046
2023-03-15,10.2046
2023-03-16,10.2046
