,CDW US Equity
2021-07-30,89.1656
2021-07-31,89.1656
2021-08-01,89.1656
2021-08-02,89.1656
2021-08-03,89.1656
2021-08-04,89.1656
2021-08-05,89.1656
2021-08-06,89.1656
2021-08-07,89.1656
2021-08-08,89.1656
2021-08-09,89.1656
2021-08-10,89.1656
2021-08-11,89.1656
2021-08-12,89.1656
2021-08-13,89.1656
2021-08-14,89.1656
2021-08-15,89.1656
2021-08-16,89.1656
2021-08-17,89.1656
2021-08-18,89.1656
2021-08-19,89.1656
2021-08-20,89.1656
2021-08-21,89.1656
2021-08-22,89.1656
2021-08-23,89.1656
2021-08-24,89.1656
2021-08-25,89.1656
2021-08-26,89.1656
2021-08-27,89.1656
2021-08-28,89.1656
2021-08-29,89.1656
2021-08-30,89.1656
2021-08-31,89.1656
2021-09-01,89.1656
2021-09-02,89.1656
2021-09-03,89.1656
2021-09-04,89.1656
2021-09-05,89.1656
2021-09-06,89.1656
2021-09-07,89.1656
2021-09-08,89.1656
2021-09-09,89.1656
2021-09-10,89.1656
2021-09-11,89.1656
2021-09-12,89.1656
2021-09-13,89.1656
2021-09-14,89.1656
2021-09-15,89.1656
2021-09-16,89.1656
2021-09-17,89.1656
2021-09-18,89.1656
2021-09-19,89.1656
2021-09-20,89.1656
2021-09-21,89.1656
2021-09-22,89.1656
2021-09-23,89.1656
2021-09-24,89.1656
2021-09-25,89.1656
2021-09-26,89.1656
2021-09-27,89.1656
2021-09-28,89.1656
2021-09-29,89.1656
2021-09-30,97.4801
2021-10-01,97.4801
2021-10-02,97.4801
2021-10-03,97.4801
2021-10-04,97.4801
2021-10-05,97.4801
2021-10-06,97.4801
2021-10-07,97.4801
2021-10-08,97.4801
2021-10-09,97.4801
2021-10-10,97.4801
2021-10-11,97.4801
2021-10-12,97.4801
2021-10-13,97.4801
2021-10-14,97.4801
2021-10-15,97.4801
2021-10-16,97.4801
2021-10-17,97.4801
2021-10-18,97.4801
2021-10-19,97.4801
2021-10-20,97.4801
2021-10-21,97.4801
2021-10-22,97.4801
2021-10-23,97.4801
2021-10-24,97.4801
2021-10-25,97.4801
2021-10-26,97.4801
2021-10-27,97.4801
2021-10-28,97.4801
2021-10-29,97.4801
2021-10-30,97.4801
2021-10-31,97.4801
2021-11-01,97.4801
2021-11-02,97.4801
2021-11-03,97.4801
2021-11-04,97.4801
2021-11-05,97.4801
2021-11-06,97.4801
2021-11-07,97.4801
2021-11-08,97.4801
2021-11-09,97.4801
2021-11-10,97.4801
2021-11-11,97.4801
2021-11-12,97.4801
2021-11-13,97.4801
2021-11-14,97.4801
2021-11-15,97.4801
2021-11-16,97.4801
2021-11-17,97.4801
2021-11-18,97.4801
2021-11-19,97.4801
2021-11-20,97.4801
2021-11-21,97.4801
2021-11-22,97.4801
2021-11-23,97.4801
2021-11-24,97.4801
2021-11-25,97.4801
2021-11-26,97.4801
2021-11-27,97.4801
2021-11-28,97.4801
2021-11-29,97.4801
2021-11-30,97.4801
2021-12-01,97.4801
2021-12-02,97.4801
2021-12-03,97.4801
2021-12-04,97.4801
2021-12-05,97.4801
2021-12-06,97.4801
2021-12-07,97.4801
2021-12-08,97.4801
2021-12-09,97.4801
2021-12-10,97.4801
2021-12-11,97.4801
2021-12-12,97.4801
2021-12-13,97.4801
2021-12-14,97.4801
2021-12-15,97.4801
2021-12-16,97.4801
2021-12-17,97.4801
2021-12-18,97.4801
2021-12-19,97.4801
2021-12-20,97.4801
2021-12-21,97.4801
2021-12-22,97.4801
2021-12-23,97.4801
2021-12-24,97.4801
2021-12-25,97.4801
2021-12-26,97.4801
2021-12-27,97.4801
2021-12-28,97.4801
2021-12-29,97.4801
2021-12-30,97.4801
2021-12-31,98.7218
2022-01-01,98.7218
2022-01-02,98.7218
2022-01-03,98.7218
2022-01-04,98.7218
2022-01-05,98.7218
2022-01-06,98.7218
2022-01-07,98.7218
2022-01-08,98.7218
2022-01-09,98.7218
2022-01-10,98.7218
2022-01-11,98.7218
2022-01-12,98.7218
2022-01-13,98.7218
2022-01-14,98.7218
2022-01-15,98.7218
2022-01-16,98.7218
2022-01-17,98.7218
2022-01-18,98.7218
2022-01-19,98.7218
2022-01-20,98.7218
2022-01-21,98.7218
2022-01-22,98.7218
2022-01-23,98.7218
2022-01-24,98.7218
2022-01-25,98.7218
2022-01-26,98.7218
2022-01-27,98.7218
2022-01-28,98.7218
2022-01-29,98.7218
2022-01-30,98.7218
2022-01-31,98.7218
2022-02-01,98.7218
2022-02-02,98.7218
2022-02-03,98.7218
2022-02-04,98.7218
2022-02-05,98.7218
2022-02-06,98.7218
2022-02-07,98.7218
2022-02-08,98.7218
2022-02-09,98.7218
2022-02-10,98.7218
2022-02-11,98.7218
2022-02-12,98.7218
2022-02-13,98.7218
2022-02-14,98.7218
2022-02-15,98.7218
2022-02-16,98.7218
2022-02-17,98.7218
2022-02-18,98.7218
2022-02-19,98.7218
2022-02-20,98.7218
2022-02-21,98.7218
2022-02-22,98.7218
2022-02-23,98.7218
2022-02-24,98.7218
2022-02-25,98.7218
2022-02-26,98.7218
2022-02-27,98.7218
2022-02-28,98.7218
2022-03-01,98.7218
2022-03-02,98.7218
2022-03-03,98.7218
2022-03-04,98.7218
2022-03-05,98.7218
2022-03-06,98.7218
2022-03-07,98.7218
2022-03-08,98.7218
2022-03-09,98.7218
2022-03-10,98.7218
2022-03-11,98.7218
2022-03-12,98.7218
2022-03-13,98.7218
2022-03-14,98.7218
2022-03-15,98.7218
2022-03-16,98.7218
2022-03-17,98.7218
2022-03-18,98.7218
2022-03-19,98.7218
2022-03-20,98.7218
2022-03-21,98.7218
2022-03-22,98.7218
2022-03-23,98.7218
2022-03-24,98.7218
2022-03-25,98.7218
2022-03-26,98.7218
2022-03-27,98.7218
2022-03-28,98.7218
2022-03-29,98.7218
2022-03-30,98.7218
2022-03-31,97.5284
2022-04-01,97.5284
2022-04-02,97.5284
2022-04-03,97.5284
2022-04-04,97.5284
2022-04-05,97.5284
2022-04-06,97.5284
2022-04-07,97.5284
2022-04-08,97.5284
2022-04-09,97.5284
2022-04-10,97.5284
2022-04-11,97.5284
2022-04-12,97.5284
2022-04-13,97.5284
2022-04-14,97.5284
2022-04-15,97.5284
2022-04-16,97.5284
2022-04-17,97.5284
2022-04-18,97.5284
2022-04-19,97.5284
2022-04-20,97.5284
2022-04-21,97.5284
2022-04-22,97.5284
2022-04-23,97.5284
2022-04-24,97.5284
2022-04-25,97.5284
2022-04-26,97.5284
2022-04-27,97.5284
2022-04-28,97.5284
2022-04-29,97.5284
2022-04-30,97.5284
2022-05-01,97.5284
2022-05-02,97.5284
2022-05-03,97.5284
2022-05-04,97.5284
2022-05-05,97.5284
2022-05-06,97.5284
2022-05-07,97.5284
2022-05-08,97.5284
2022-05-09,97.5284
2022-05-10,97.5284
2022-05-11,97.5284
2022-05-12,97.5284
2022-05-13,97.5284
2022-05-14,97.5284
2022-05-15,97.5284
2022-05-16,97.5284
2022-05-17,97.5284
2022-05-18,97.5284
2022-05-19,97.5284
2022-05-20,97.5284
2022-05-21,97.5284
2022-05-22,97.5284
2022-05-23,97.5284
2022-05-24,97.5284
2022-05-25,97.5284
2022-05-26,97.5284
2022-05-27,97.5284
2022-05-28,97.5284
2022-05-29,97.5284
2022-05-30,97.5284
2022-05-31,97.5284
2022-06-01,97.5284
2022-06-02,97.5284
2022-06-03,97.5284
2022-06-04,97.5284
2022-06-05,97.5284
2022-06-06,97.5284
2022-06-07,97.5284
2022-06-08,97.5284
2022-06-09,97.5284
2022-06-10,97.5284
2022-06-11,97.5284
2022-06-12,97.5284
2022-06-13,97.5284
2022-06-14,97.5284
2022-06-15,97.5284
2022-06-16,97.5284
2022-06-17,97.5284
2022-06-18,97.5284
2022-06-19,97.5284
2022-06-20,97.5284
2022-06-21,97.5284
2022-06-22,97.5284
2022-06-23,97.5284
2022-06-24,97.5284
2022-06-25,97.5284
2022-06-26,97.5284
2022-06-27,97.5284
2022-06-28,97.5284
2022-06-29,97.5284
2022-06-30,93.8654
2022-07-01,93.8654
2022-07-02,93.8654
2022-07-03,93.8654
2022-07-04,93.8654
2022-07-05,93.8654
2022-07-06,93.8654
2022-07-07,93.8654
2022-07-08,93.8654
2022-07-09,93.8654
2022-07-10,93.8654
2022-07-11,93.8654
2022-07-12,93.8654
2022-07-13,93.8654
2022-07-14,93.8654
2022-07-15,93.8654
2022-07-16,93.8654
2022-07-17,93.8654
2022-07-18,93.8654
2022-07-19,93.8654
2022-07-20,93.8654
2022-07-21,93.8654
2022-07-22,93.8654
2022-07-23,93.8654
2022-07-24,93.8654
2022-07-25,93.8654
2022-07-26,93.8654
2022-07-27,93.8654
2022-07-28,93.8654
2022-07-29,93.8654
2022-07-30,93.8654
2022-07-31,93.8654
2022-08-01,93.8654
2022-08-02,93.8654
2022-08-03,93.8654
2022-08-04,93.8654
2022-08-05,93.8654
2022-08-06,93.8654
2022-08-07,93.8654
2022-08-08,93.8654
2022-08-09,93.8654
2022-08-10,93.8654
2022-08-11,93.8654
2022-08-12,93.8654
2022-08-13,93.8654
2022-08-14,93.8654
2022-08-15,93.8654
2022-08-16,93.8654
2022-08-17,93.8654
2022-08-18,93.8654
2022-08-19,93.8654
2022-08-20,93.8654
2022-08-21,93.8654
2022-08-22,93.8654
2022-08-23,93.8654
2022-08-24,93.8654
2022-08-25,93.8654
2022-08-26,93.8654
2022-08-27,93.8654
2022-08-28,93.8654
2022-08-29,93.8654
2022-08-30,93.8654
2022-08-31,93.8654
2022-09-01,93.8654
2022-09-02,93.8654
2022-09-03,93.8654
2022-09-04,93.8654
2022-09-05,93.8654
2022-09-06,93.8654
2022-09-07,93.8654
2022-09-08,93.8654
2022-09-09,93.8654
2022-09-10,93.8654
2022-09-11,93.8654
2022-09-12,93.8654
2022-09-13,93.8654
2022-09-14,93.8654
2022-09-15,93.8654
2022-09-16,93.8654
2022-09-17,93.8654
2022-09-18,93.8654
2022-09-19,93.8654
2022-09-20,93.8654
2022-09-21,93.8654
2022-09-22,93.8654
2022-09-23,93.8654
2022-09-24,93.8654
2022-09-25,93.8654
2022-09-26,93.8654
2022-09-27,93.8654
2022-09-28,93.8654
2022-09-29,93.8654
2022-09-30,96.4031
2022-10-01,96.4031
2022-10-02,96.4031
2022-10-03,96.4031
2022-10-04,96.4031
2022-10-05,96.4031
2022-10-06,96.4031
2022-10-07,96.4031
2022-10-08,96.4031
2022-10-09,96.4031
2022-10-10,96.4031
2022-10-11,96.4031
2022-10-12,96.4031
2022-10-13,96.4031
2022-10-14,96.4031
2022-10-15,96.4031
2022-10-16,96.4031
2022-10-17,96.4031
2022-10-18,96.4031
2022-10-19,96.4031
2022-10-20,96.4031
2022-10-21,96.4031
2022-10-22,96.4031
2022-10-23,96.4031
2022-10-24,96.4031
2022-10-25,96.4031
2022-10-26,96.4031
2022-10-27,96.4031
2022-10-28,96.4031
2022-10-29,96.4031
2022-10-30,96.4031
2022-10-31,96.4031
2022-11-01,96.4031
2022-11-02,96.4031
2022-11-03,96.4031
2022-11-04,96.4031
2022-11-05,96.4031
2022-11-06,96.4031
2022-11-07,96.4031
2022-11-08,96.4031
2022-11-09,96.4031
2022-11-10,96.4031
2022-11-11,96.4031
2022-11-12,96.4031
2022-11-13,96.4031
2022-11-14,96.4031
2022-11-15,96.4031
2022-11-16,96.4031
2022-11-17,96.4031
2022-11-18,96.4031
2022-11-19,96.4031
2022-11-20,96.4031
2022-11-21,96.4031
2022-11-22,96.4031
2022-11-23,96.4031
2022-11-24,96.4031
2022-11-25,96.4031
2022-11-26,96.4031
2022-11-27,96.4031
2022-11-28,96.4031
2022-11-29,96.4031
2022-11-30,96.4031
2022-12-01,96.4031
2022-12-02,96.4031
2022-12-03,96.4031
2022-12-04,96.4031
2022-12-05,96.4031
2022-12-06,96.4031
2022-12-07,96.4031
2022-12-08,96.4031
2022-12-09,96.4031
2022-12-10,96.4031
2022-12-11,96.4031
2022-12-12,96.4031
2022-12-13,96.4031
2022-12-14,96.4031
2022-12-15,96.4031
2022-12-16,96.4031
2022-12-17,96.4031
2022-12-18,96.4031
2022-12-19,96.4031
2022-12-20,96.4031
2022-12-21,96.4031
2022-12-22,96.4031
2022-12-23,96.4031
2022-12-24,96.4031
2022-12-25,96.4031
2022-12-26,96.4031
2022-12-27,96.4031
2022-12-28,96.4031
2022-12-29,96.4031
2022-12-30,96.4031
2022-12-31,96.5353
2023-01-01,96.5353
2023-01-02,96.5353
2023-01-03,96.5353
2023-01-04,96.5353
2023-01-05,96.5353
2023-01-06,96.5353
2023-01-07,96.5353
2023-01-08,96.5353
2023-01-09,96.5353
2023-01-10,96.5353
2023-01-11,96.5353
2023-01-12,96.5353
2023-01-13,96.5353
2023-01-14,96.5353
2023-01-15,96.5353
2023-01-16,96.5353
2023-01-17,96.5353
2023-01-18,96.5353
2023-01-19,96.5353
2023-01-20,96.5353
2023-01-21,96.5353
2023-01-22,96.5353
2023-01-23,96.5353
2023-01-24,96.5353
2023-01-25,96.5353
2023-01-26,96.5353
2023-01-27,96.5353
2023-01-28,96.5353
2023-01-29,96.5353
2023-01-30,96.5353
2023-01-31,96.5353
2023-02-01,96.5353
2023-02-02,96.5353
2023-02-03,96.5353
2023-02-04,96.5353
2023-02-05,96.5353
2023-02-06,96.5353
2023-02-07,96.5353
2023-02-08,96.5353
2023-02-09,96.5353
2023-02-10,96.5353
2023-02-11,96.5353
2023-02-12,96.5353
2023-02-13,96.5353
2023-02-14,96.5353
2023-02-15,96.5353
2023-02-16,96.5353
2023-02-17,96.5353
2023-02-18,96.5353
2023-02-19,96.5353
2023-02-20,96.5353
2023-02-21,96.5353
2023-02-22,96.5353
2023-02-23,96.5353
2023-02-24,96.5353
2023-02-25,96.5353
2023-02-26,96.5353
2023-02-27,96.5353
2023-02-28,96.5353
2023-03-01,96.5353
2023-03-02,96.5353
2023-03-03,96.5353
2023-03-04,96.5353
2023-03-05,96.5353
2023-03-06,96.5353
2023-03-07,96.5353
2023-03-08,96.5353
2023-03-09,96.5353
2023-03-10,96.5353
2023-03-11,96.5353
2023-03-12,96.5353
2023-03-13,96.5353
2023-03-14,96.5353
2023-03-15,96.5353
2023-03-16,96.5353
