,CDW US Equity
,RETURN_COM_EQY
2020-01-01,76.1354
2020-01-02,76.1354
2020-01-03,76.1354
2020-01-04,76.1354
2020-01-05,76.1354
2020-01-06,76.1354
2020-01-07,76.1354
2020-01-08,76.1354
2020-01-09,76.1354
2020-01-10,76.1354
2020-01-11,76.1354
2020-01-12,76.1354
2020-01-13,76.1354
2020-01-14,76.1354
2020-01-15,76.1354
2020-01-16,76.1354
2020-01-17,76.1354
2020-01-18,76.1354
2020-01-19,76.1354
2020-01-20,76.1354
2020-01-21,76.1354
2020-01-22,76.1354
2020-01-23,76.1354
2020-01-24,76.1354
2020-01-25,76.1354
2020-01-26,76.1354
2020-01-27,76.1354
2020-01-28,76.1354
2020-01-29,76.1354
2020-01-30,76.1354
2020-01-31,76.1354
2020-02-01,76.1354
2020-02-02,76.1354
2020-02-03,76.1354
2020-02-04,76.1354
2020-02-05,76.1354
2020-02-06,76.1354
2020-02-07,76.1354
2020-02-08,76.1354
2020-02-09,76.1354
2020-02-10,76.1354
2020-02-11,76.1354
2020-02-12,76.1354
2020-02-13,76.1354
2020-02-14,76.1354
2020-02-15,76.1354
2020-02-16,76.1354
2020-02-17,76.1354
2020-02-18,76.1354
2020-02-19,76.1354
2020-02-20,76.1354
2020-02-21,76.1354
2020-02-22,76.1354
2020-02-23,76.1354
2020-02-24,76.1354
2020-02-25,76.1354
2020-02-26,76.1354
2020-02-27,76.1354
2020-02-28,76.1354
2020-02-29,76.1354
2020-03-01,76.1354
2020-03-02,76.1354
2020-03-03,76.1354
2020-03-04,76.1354
2020-03-05,76.1354
2020-03-06,76.1354
2020-03-07,76.1354
2020-03-08,76.1354
2020-03-09,76.1354
2020-03-10,76.1354
2020-03-11,76.1354
2020-03-12,76.1354
2020-03-13,76.1354
2020-03-14,76.1354
2020-03-15,76.1354
2020-03-16,76.1354
2020-03-17,76.1354
2020-03-18,76.1354
2020-03-19,76.1354
2020-03-20,76.1354
2020-03-21,76.1354
2020-03-22,76.1354
2020-03-23,76.1354
2020-03-24,76.1354
2020-03-25,76.1354
2020-03-26,76.1354
2020-03-27,76.1354
2020-03-28,76.1354
2020-03-29,76.1354
2020-03-30,76.1354
2020-03-31,82.7518
2020-04-01,82.7518
2020-04-02,82.7518
2020-04-03,82.7518
2020-04-04,82.7518
2020-04-05,82.7518
2020-04-06,82.7518
2020-04-07,82.7518
2020-04-08,82.7518
2020-04-09,82.7518
2020-04-10,82.7518
2020-04-11,82.7518
2020-04-12,82.7518
2020-04-13,82.7518
2020-04-14,82.7518
2020-04-15,82.7518
2020-04-16,82.7518
2020-04-17,82.7518
2020-04-18,82.7518
2020-04-19,82.7518
2020-04-20,82.7518
2020-04-21,82.7518
2020-04-22,82.7518
2020-04-23,82.7518
2020-04-24,82.7518
2020-04-25,82.7518
2020-04-26,82.7518
2020-04-27,82.7518
2020-04-28,82.7518
2020-04-29,82.7518
2020-04-30,82.7518
2020-05-01,82.7518
2020-05-02,82.7518
2020-05-03,82.7518
2020-05-04,82.7518
2020-05-05,82.7518
2020-05-06,82.7518
2020-05-07,82.7518
2020-05-08,82.7518
2020-05-09,82.7518
2020-05-10,82.7518
2020-05-11,82.7518
2020-05-12,82.7518
2020-05-13,82.7518
2020-05-14,82.7518
2020-05-15,82.7518
2020-05-16,82.7518
2020-05-17,82.7518
2020-05-18,82.7518
2020-05-19,82.7518
2020-05-20,82.7518
2020-05-21,82.7518
2020-05-22,82.7518
2020-05-23,82.7518
2020-05-24,82.7518
2020-05-25,82.7518
2020-05-26,82.7518
2020-05-27,82.7518
2020-05-28,82.7518
2020-05-29,82.7518
2020-05-30,82.7518
2020-05-31,82.7518
2020-06-01,82.7518
2020-06-02,82.7518
2020-06-03,82.7518
2020-06-04,82.7518
2020-06-05,82.7518
2020-06-06,82.7518
2020-06-07,82.7518
2020-06-08,82.7518
2020-06-09,82.7518
2020-06-10,82.7518
2020-06-11,82.7518
2020-06-12,82.7518
2020-06-13,82.7518
2020-06-14,82.7518
2020-06-15,82.7518
2020-06-16,82.7518
2020-06-17,82.7518
2020-06-18,82.7518
2020-06-19,82.7518
2020-06-20,82.7518
2020-06-21,82.7518
2020-06-22,82.7518
2020-06-23,82.7518
2020-06-24,82.7518
2020-06-25,82.7518
2020-06-26,82.7518
2020-06-27,82.7518
2020-06-28,82.7518
2020-06-29,82.7518
2020-06-30,74.7402
2020-07-01,74.7402
2020-07-02,74.7402
2020-07-03,74.7402
2020-07-04,74.7402
2020-07-05,74.7402
2020-07-06,74.7402
2020-07-07,74.7402
2020-07-08,74.7402
2020-07-09,74.7402
2020-07-10,74.7402
2020-07-11,74.7402
2020-07-12,74.7402
2020-07-13,74.7402
2020-07-14,74.7402
2020-07-15,74.7402
2020-07-16,74.7402
2020-07-17,74.7402
2020-07-18,74.7402
2020-07-19,74.7402
2020-07-20,74.7402
2020-07-21,74.7402
2020-07-22,74.7402
2020-07-23,74.7402
2020-07-24,74.7402
2020-07-25,74.7402
2020-07-26,74.7402
2020-07-27,74.7402
2020-07-28,74.7402
2020-07-29,74.7402
2020-07-30,74.7402
2020-07-31,74.7402
2020-08-01,74.7402
2020-08-02,74.7402
2020-08-03,74.7402
2020-08-04,74.7402
2020-08-05,74.7402
2020-08-06,74.7402
2020-08-07,74.7402
2020-08-08,74.7402
2020-08-09,74.7402
2020-08-10,74.7402
2020-08-11,74.7402
2020-08-12,74.7402
2020-08-13,74.7402
2020-08-14,74.7402
2020-08-15,74.7402
2020-08-16,74.7402
2020-08-17,74.7402
2020-08-18,74.7402
2020-08-19,74.7402
2020-08-20,74.7402
2020-08-21,74.7402
2020-08-22,74.7402
2020-08-23,74.7402
2020-08-24,74.7402
2020-08-25,74.7402
2020-08-26,74.7402
2020-08-27,74.7402
2020-08-28,74.7402
2020-08-29,74.7402
2020-08-30,74.7402
2020-08-31,74.7402
2020-09-01,74.7402
2020-09-02,74.7402
2020-09-03,74.7402
2020-09-04,74.7402
2020-09-05,74.7402
2020-09-06,74.7402
2020-09-07,74.7402
2020-09-08,74.7402
2020-09-09,74.7402
2020-09-10,74.7402
2020-09-11,74.7402
2020-09-12,74.7402
2020-09-13,74.7402
2020-09-14,74.7402
2020-09-15,74.7402
2020-09-16,74.7402
2020-09-17,74.7402
2020-09-18,74.7402
2020-09-19,74.7402
2020-09-20,74.7402
2020-09-21,74.7402
2020-09-22,74.7402
2020-09-23,74.7402
2020-09-24,74.7402
2020-09-25,74.7402
2020-09-26,74.7402
2020-09-27,74.7402
2020-09-28,74.7402
2020-09-29,74.7402
2020-09-30,67.7033
2020-10-01,67.7033
2020-10-02,67.7033
2020-10-03,67.7033
2020-10-04,67.7033
2020-10-05,67.7033
2020-10-06,67.7033
2020-10-07,67.7033
2020-10-08,67.7033
2020-10-09,67.7033
2020-10-10,67.7033
2020-10-11,67.7033
2020-10-12,67.7033
2020-10-13,67.7033
2020-10-14,67.7033
2020-10-15,67.7033
2020-10-16,67.7033
2020-10-17,67.7033
2020-10-18,67.7033
2020-10-19,67.7033
2020-10-20,67.7033
2020-10-21,67.7033
2020-10-22,67.7033
2020-10-23,67.7033
2020-10-24,67.7033
2020-10-25,67.7033
2020-10-26,67.7033
2020-10-27,67.7033
2020-10-28,67.7033
2020-10-29,67.7033
2020-10-30,67.7033
2020-10-31,67.7033
2020-11-01,67.7033
2020-11-02,67.7033
2020-11-03,67.7033
2020-11-04,67.7033
2020-11-05,67.7033
2020-11-06,67.7033
2020-11-07,67.7033
2020-11-08,67.7033
2020-11-09,67.7033
2020-11-10,67.7033
2020-11-11,67.7033
2020-11-12,67.7033
2020-11-13,67.7033
2020-11-14,67.7033
2020-11-15,67.7033
2020-11-16,67.7033
2020-11-17,67.7033
2020-11-18,67.7033
2020-11-19,67.7033
2020-11-20,67.7033
2020-11-21,67.7033
2020-11-22,67.7033
2020-11-23,67.7033
2020-11-24,67.7033
2020-11-25,67.7033
2020-11-26,67.7033
2020-11-27,67.7033
2020-11-28,67.7033
2020-11-29,67.7033
2020-11-30,67.7033
2020-12-01,67.7033
2020-12-02,67.7033
2020-12-03,67.7033
2020-12-04,67.7033
2020-12-05,67.7033
2020-12-06,67.7033
2020-12-07,67.7033
2020-12-08,67.7033
2020-12-09,67.7033
2020-12-10,67.7033
2020-12-11,67.7033
2020-12-12,67.7033
2020-12-13,67.7033
2020-12-14,67.7033
2020-12-15,67.7033
2020-12-16,67.7033
2020-12-17,67.7033
2020-12-18,67.7033
2020-12-19,67.7033
2020-12-20,67.7033
2020-12-21,67.7033
2020-12-22,67.7033
2020-12-23,67.7033
2020-12-24,67.7033
2020-12-25,67.7033
2020-12-26,67.7033
2020-12-27,67.7033
2020-12-28,67.7033
2020-12-29,67.7033
2020-12-30,67.7033
2020-12-31,69.8591
2021-01-01,69.8591
2021-01-02,69.8591
2021-01-03,69.8591
2021-01-04,69.8591
2021-01-05,69.8591
2021-01-06,69.8591
2021-01-07,69.8591
2021-01-08,69.8591
2021-01-09,69.8591
2021-01-10,69.8591
2021-01-11,69.8591
2021-01-12,69.8591
2021-01-13,69.8591
2021-01-14,69.8591
2021-01-15,69.8591
2021-01-16,69.8591
2021-01-17,69.8591
2021-01-18,69.8591
2021-01-19,69.8591
2021-01-20,69.8591
2021-01-21,69.8591
2021-01-22,69.8591
2021-01-23,69.8591
2021-01-24,69.8591
2021-01-25,69.8591
2021-01-26,69.8591
2021-01-27,69.8591
2021-01-28,69.8591
2021-01-29,69.8591
2021-01-30,69.8591
2021-01-31,69.8591
2021-02-01,69.8591
2021-02-02,69.8591
2021-02-03,69.8591
2021-02-04,69.8591
2021-02-05,69.8591
2021-02-06,69.8591
2021-02-07,69.8591
2021-02-08,69.8591
2021-02-09,69.8591
2021-02-10,69.8591
2021-02-11,69.8591
2021-02-12,69.8591
2021-02-13,69.8591
2021-02-14,69.8591
2021-02-15,69.8591
2021-02-16,69.8591
2021-02-17,69.8591
2021-02-18,69.8591
2021-02-19,69.8591
2021-02-20,69.8591
2021-02-21,69.8591
2021-02-22,69.8591
2021-02-23,69.8591
2021-02-24,69.8591
2021-02-25,69.8591
2021-02-26,69.8591
2021-02-27,69.8591
2021-02-28,69.8591
2021-03-01,69.8591
2021-03-02,69.8591
2021-03-03,69.8591
2021-03-04,69.8591
2021-03-05,69.8591
2021-03-06,69.8591
2021-03-07,69.8591
2021-03-08,69.8591
2021-03-09,69.8591
2021-03-10,69.8591
2021-03-11,69.8591
2021-03-12,69.8591
2021-03-13,69.8591
2021-03-14,69.8591
2021-03-15,69.8591
2021-03-16,69.8591
2021-03-17,69.8591
2021-03-18,69.8591
2021-03-19,69.8591
2021-03-20,69.8591
2021-03-21,69.8591
2021-03-22,69.8591
2021-03-23,69.8591
2021-03-24,69.8591
2021-03-25,69.8591
2021-03-26,69.8591
2021-03-27,69.8591
2021-03-28,69.8591
2021-03-29,69.8591
2021-03-30,69.8591
2021-03-31,82.835
2021-04-01,82.835
2021-04-02,82.835
2021-04-03,82.835
2021-04-04,82.835
2021-04-05,82.835
2021-04-06,82.835
2021-04-07,82.835
2021-04-08,82.835
2021-04-09,82.835
2021-04-10,82.835
2021-04-11,82.835
2021-04-12,82.835
2021-04-13,82.835
2021-04-14,82.835
2021-04-15,82.835
2021-04-16,82.835
2021-04-17,82.835
2021-04-18,82.835
2021-04-19,82.835
2021-04-20,82.835
2021-04-21,82.835
2021-04-22,82.835
2021-04-23,82.835
2021-04-24,82.835
2021-04-25,82.835
2021-04-26,82.835
2021-04-27,82.835
2021-04-28,82.835
2021-04-29,82.835
2021-04-30,82.835
2021-05-01,82.835
2021-05-02,82.835
2021-05-03,82.835
2021-05-04,82.835
2021-05-05,82.835
2021-05-06,82.835
2021-05-07,82.835
2021-05-08,82.835
2021-05-09,82.835
2021-05-10,82.835
2021-05-11,82.835
2021-05-12,82.835
2021-05-13,82.835
2021-05-14,82.835
2021-05-15,82.835
2021-05-16,82.835
2021-05-17,82.835
2021-05-18,82.835
2021-05-19,82.835
2021-05-20,82.835
2021-05-21,82.835
2021-05-22,82.835
2021-05-23,82.835
2021-05-24,82.835
2021-05-25,82.835
2021-05-26,82.835
2021-05-27,82.835
2021-05-28,82.835
2021-05-29,82.835
2021-05-30,82.835
2021-05-31,82.835
2021-06-01,82.835
2021-06-02,82.835
2021-06-03,82.835
2021-06-04,82.835
2021-06-05,82.835
2021-06-06,82.835
2021-06-07,82.835
2021-06-08,82.835
2021-06-09,82.835
2021-06-10,82.835
2021-06-11,82.835
2021-06-12,82.835
2021-06-13,82.835
2021-06-14,82.835
2021-06-15,82.835
2021-06-16,82.835
2021-06-17,82.835
2021-06-18,82.835
2021-06-19,82.835
2021-06-20,82.835
2021-06-21,82.835
2021-06-22,82.835
2021-06-23,82.835
2021-06-24,82.835
2021-06-25,82.835
2021-06-26,82.835
2021-06-27,82.835
2021-06-28,82.835
2021-06-29,82.835
2021-06-30,89.1656
2021-07-01,89.1656
2021-07-02,89.1656
2021-07-03,89.1656
2021-07-04,89.1656
2021-07-05,89.1656
2021-07-06,89.1656
2021-07-07,89.1656
2021-07-08,89.1656
2021-07-09,89.1656
2021-07-10,89.1656
2021-07-11,89.1656
2021-07-12,89.1656
2021-07-13,89.1656
2021-07-14,89.1656
2021-07-15,89.1656
2021-07-16,89.1656
2021-07-17,89.1656
2021-07-18,89.1656
2021-07-19,89.1656
2021-07-20,89.1656
2021-07-21,89.1656
2021-07-22,89.1656
2021-07-23,89.1656
2021-07-24,89.1656
2021-07-25,89.1656
2021-07-26,89.1656
2021-07-27,89.1656
2021-07-28,89.1656
2021-07-29,89.1656
