,TNET US Equity
2020-09-26,60.6635
2020-09-27,60.6635
2020-09-28,60.6635
2020-09-29,60.6635
2020-09-30,54.33
2020-10-01,54.33
2020-10-02,54.33
2020-10-03,54.33
2020-10-04,54.33
2020-10-05,54.33
2020-10-06,54.33
2020-10-07,54.33
2020-10-08,54.33
2020-10-09,54.33
2020-10-10,54.33
2020-10-11,54.33
2020-10-12,54.33
2020-10-13,54.33
2020-10-14,54.33
2020-10-15,54.33
2020-10-16,54.33
2020-10-17,54.33
2020-10-18,54.33
2020-10-19,54.33
2020-10-20,54.33
2020-10-21,54.33
2020-10-22,54.33
2020-10-23,54.33
2020-10-24,54.33
2020-10-25,54.33
2020-10-26,54.33
2020-10-27,54.33
2020-10-28,54.33
2020-10-29,54.33
2020-10-30,54.33
2020-10-31,54.33
2020-11-01,54.33
2020-11-02,54.33
2020-11-03,54.33
2020-11-04,54.33
2020-11-05,54.33
2020-11-06,54.33
2020-11-07,54.33
2020-11-08,54.33
2020-11-09,54.33
2020-11-10,54.33
2020-11-11,54.33
2020-11-12,54.33
2020-11-13,54.33
2020-11-14,54.33
2020-11-15,54.33
2020-11-16,54.33
2020-11-17,54.33
2020-11-18,54.33
2020-11-19,54.33
2020-11-20,54.33
2020-11-21,54.33
2020-11-22,54.33
2020-11-23,54.33
2020-11-24,54.33
2020-11-25,54.33
2020-11-26,54.33
2020-11-27,54.33
2020-11-28,54.33
2020-11-29,54.33
2020-11-30,54.33
2020-12-01,54.33
2020-12-02,54.33
2020-12-03,54.33
2020-12-04,54.33
2020-12-05,54.33
2020-12-06,54.33
2020-12-07,54.33
2020-12-08,54.33
2020-12-09,54.33
2020-12-10,54.33
2020-12-11,54.33
2020-12-12,54.33
2020-12-13,54.33
2020-12-14,54.33
2020-12-15,54.33
2020-12-16,54.33
2020-12-17,54.33
2020-12-18,54.33
2020-12-19,54.33
2020-12-20,54.33
2020-12-21,54.33
2020-12-22,54.33
2020-12-23,54.33
2020-12-24,54.33
2020-12-25,54.33
2020-12-26,54.33
2020-12-27,54.33
2020-12-28,54.33
2020-12-29,54.33
2020-12-30,54.33
2020-12-31,50.2773
2021-01-01,50.2773
2021-01-02,50.2773
2021-01-03,50.2773
2021-01-04,50.2773
2021-01-05,50.2773
2021-01-06,50.2773
2021-01-07,50.2773
2021-01-08,50.2773
2021-01-09,50.2773
2021-01-10,50.2773
2021-01-11,50.2773
2021-01-12,50.2773
2021-01-13,50.2773
2021-01-14,50.2773
2021-01-15,50.2773
2021-01-16,50.2773
2021-01-17,50.2773
2021-01-18,50.2773
2021-01-19,50.2773
2021-01-20,50.2773
2021-01-21,50.2773
2021-01-22,50.2773
2021-01-23,50.2773
2021-01-24,50.2773
2021-01-25,50.2773
2021-01-26,50.2773
2021-01-27,50.2773
2021-01-28,50.2773
2021-01-29,50.2773
2021-01-30,50.2773
2021-01-31,50.2773
2021-02-01,50.2773
2021-02-02,50.2773
2021-02-03,50.2773
2021-02-04,50.2773
2021-02-05,50.2773
2021-02-06,50.2773
2021-02-07,50.2773
2021-02-08,50.2773
2021-02-09,50.2773
2021-02-10,50.2773
2021-02-11,50.2773
2021-02-12,50.2773
2021-02-13,50.2773
2021-02-14,50.2773
2021-02-15,50.2773
2021-02-16,50.2773
2021-02-17,50.2773
2021-02-18,50.2773
2021-02-19,50.2773
2021-02-20,50.2773
2021-02-21,50.2773
2021-02-22,50.2773
2021-02-23,50.2773
2021-02-24,50.2773
2021-02-25,50.2773
2021-02-26,50.2773
2021-02-27,50.2773
2021-02-28,50.2773
2021-03-01,50.2773
2021-03-02,50.2773
2021-03-03,50.2773
2021-03-04,50.2773
2021-03-05,50.2773
2021-03-06,50.2773
2021-03-07,50.2773
2021-03-08,50.2773
2021-03-09,50.2773
2021-03-10,50.2773
2021-03-11,50.2773
2021-03-12,50.2773
2021-03-13,50.2773
2021-03-14,50.2773
2021-03-15,50.2773
2021-03-16,50.2773
2021-03-17,50.2773
2021-03-18,50.2773
2021-03-19,50.2773
2021-03-20,50.2773
2021-03-21,50.2773
2021-03-22,50.2773
2021-03-23,50.2773
2021-03-24,50.2773
2021-03-25,50.2773
2021-03-26,50.2773
2021-03-27,50.2773
2021-03-28,50.2773
2021-03-29,50.2773
2021-03-30,50.2773
2021-03-31,47.5548
2021-04-01,47.5548
2021-04-02,47.5548
2021-04-03,47.5548
2021-04-04,47.5548
2021-04-05,47.5548
2021-04-06,47.5548
2021-04-07,47.5548
2021-04-08,47.5548
2021-04-09,47.5548
2021-04-10,47.5548
2021-04-11,47.5548
2021-04-12,47.5548
2021-04-13,47.5548
2021-04-14,47.5548
2021-04-15,47.5548
2021-04-16,47.5548
2021-04-17,47.5548
2021-04-18,47.5548
2021-04-19,47.5548
2021-04-20,47.5548
2021-04-21,47.5548
2021-04-22,47.5548
2021-04-23,47.5548
2021-04-24,47.5548
2021-04-25,47.5548
2021-04-26,47.5548
2021-04-27,47.5548
2021-04-28,47.5548
2021-04-29,47.5548
2021-04-30,47.5548
2021-05-01,47.5548
2021-05-02,47.5548
2021-05-03,47.5548
2021-05-04,47.5548
2021-05-05,47.5548
2021-05-06,47.5548
2021-05-07,47.5548
2021-05-08,47.5548
2021-05-09,47.5548
2021-05-10,47.5548
2021-05-11,47.5548
2021-05-12,47.5548
2021-05-13,47.5548
2021-05-14,47.5548
2021-05-15,47.5548
2021-05-16,47.5548
2021-05-17,47.5548
2021-05-18,47.5548
2021-05-19,47.5548
2021-05-20,47.5548
2021-05-21,47.5548
2021-05-22,47.5548
2021-05-23,47.5548
2021-05-24,47.5548
2021-05-25,47.5548
2021-05-26,47.5548
2021-05-27,47.5548
2021-05-28,47.5548
2021-05-29,47.5548
2021-05-30,47.5548
2021-05-31,47.5548
2021-06-01,47.5548
2021-06-02,47.5548
2021-06-03,47.5548
2021-06-04,47.5548
2021-06-05,47.5548
2021-06-06,47.5548
2021-06-07,47.5548
2021-06-08,47.5548
2021-06-09,47.5548
2021-06-10,47.5548
2021-06-11,47.5548
2021-06-12,47.5548
2021-06-13,47.5548
2021-06-14,47.5548
2021-06-15,47.5548
2021-06-16,47.5548
2021-06-17,47.5548
2021-06-18,47.5548
2021-06-19,47.5548
2021-06-20,47.5548
2021-06-21,47.5548
2021-06-22,47.5548
2021-06-23,47.5548
2021-06-24,47.5548
2021-06-25,47.5548
2021-06-26,47.5548
2021-06-27,47.5548
2021-06-28,47.5548
2021-06-29,47.5548
2021-06-30,36.3235
2021-07-01,36.3235
2021-07-02,36.3235
2021-07-03,36.3235
2021-07-04,36.3235
2021-07-05,36.3235
2021-07-06,36.3235
2021-07-07,36.3235
2021-07-08,36.3235
2021-07-09,36.3235
2021-07-10,36.3235
2021-07-11,36.3235
2021-07-12,36.3235
2021-07-13,36.3235
2021-07-14,36.3235
2021-07-15,36.3235
2021-07-16,36.3235
2021-07-17,36.3235
2021-07-18,36.3235
2021-07-19,36.3235
2021-07-20,36.3235
2021-07-21,36.3235
2021-07-22,36.3235
2021-07-23,36.3235
2021-07-24,36.3235
2021-07-25,36.3235
2021-07-26,36.3235
2021-07-27,36.3235
2021-07-28,36.3235
2021-07-29,36.3235
2021-07-30,36.3235
2021-07-31,36.3235
2021-08-01,36.3235
2021-08-02,36.3235
2021-08-03,36.3235
2021-08-04,36.3235
2021-08-05,36.3235
2021-08-06,36.3235
2021-08-07,36.3235
2021-08-08,36.3235
2021-08-09,36.3235
2021-08-10,36.3235
2021-08-11,36.3235
2021-08-12,36.3235
2021-08-13,36.3235
2021-08-14,36.3235
2021-08-15,36.3235
2021-08-16,36.3235
2021-08-17,36.3235
2021-08-18,36.3235
2021-08-19,36.3235
2021-08-20,36.3235
2021-08-21,36.3235
2021-08-22,36.3235
2021-08-23,36.3235
2021-08-24,36.3235
2021-08-25,36.3235
2021-08-26,36.3235
2021-08-27,36.3235
2021-08-28,36.3235
2021-08-29,36.3235
2021-08-30,36.3235
2021-08-31,36.3235
2021-09-01,36.3235
2021-09-02,36.3235
2021-09-03,36.3235
2021-09-04,36.3235
2021-09-05,36.3235
2021-09-06,36.3235
2021-09-07,36.3235
2021-09-08,36.3235
2021-09-09,36.3235
2021-09-10,36.3235
2021-09-11,36.3235
2021-09-12,36.3235
2021-09-13,36.3235
2021-09-14,36.3235
2021-09-15,36.3235
2021-09-16,36.3235
2021-09-17,36.3235
2021-09-18,36.3235
2021-09-19,36.3235
2021-09-20,36.3235
2021-09-21,36.3235
2021-09-22,36.3235
2021-09-23,36.3235
2021-09-24,36.3235
2021-09-25,36.3235
2021-09-26,36.3235
2021-09-27,36.3235
2021-09-28,36.3235
2021-09-29,36.3235
2021-09-30,40.7278
2021-10-01,40.7278
2021-10-02,40.7278
2021-10-03,40.7278
2021-10-04,40.7278
2021-10-05,40.7278
2021-10-06,40.7278
2021-10-07,40.7278
2021-10-08,40.7278
2021-10-09,40.7278
2021-10-10,40.7278
2021-10-11,40.7278
2021-10-12,40.7278
2021-10-13,40.7278
2021-10-14,40.7278
2021-10-15,40.7278
2021-10-16,40.7278
2021-10-17,40.7278
2021-10-18,40.7278
2021-10-19,40.7278
2021-10-20,40.7278
2021-10-21,40.7278
2021-10-22,40.7278
2021-10-23,40.7278
2021-10-24,40.7278
2021-10-25,40.7278
2021-10-26,40.7278
2021-10-27,40.7278
2021-10-28,40.7278
2021-10-29,40.7278
2021-10-30,40.7278
2021-10-31,40.7278
2021-11-01,40.7278
2021-11-02,40.7278
2021-11-03,40.7278
2021-11-04,40.7278
2021-11-05,40.7278
2021-11-06,40.7278
2021-11-07,40.7278
2021-11-08,40.7278
2021-11-09,40.7278
2021-11-10,40.7278
2021-11-11,40.7278
2021-11-12,40.7278
2021-11-13,40.7278
2021-11-14,40.7278
2021-11-15,40.7278
2021-11-16,40.7278
2021-11-17,40.7278
2021-11-18,40.7278
2021-11-19,40.7278
2021-11-20,40.7278
2021-11-21,40.7278
2021-11-22,40.7278
2021-11-23,40.7278
2021-11-24,40.7278
2021-11-25,40.7278
2021-11-26,40.7278
2021-11-27,40.7278
2021-11-28,40.7278
2021-11-29,40.7278
2021-11-30,40.7278
2021-12-01,40.7278
2021-12-02,40.7278
2021-12-03,40.7278
2021-12-04,40.7278
2021-12-05,40.7278
2021-12-06,40.7278
2021-12-07,40.7278
2021-12-08,40.7278
2021-12-09,40.7278
2021-12-10,40.7278
2021-12-11,40.7278
2021-12-12,40.7278
2021-12-13,40.7278
2021-12-14,40.7278
2021-12-15,40.7278
2021-12-16,40.7278
2021-12-17,40.7278
2021-12-18,40.7278
2021-12-19,40.7278
2021-12-20,40.7278
2021-12-21,40.7278
2021-12-22,40.7278
2021-12-23,40.7278
2021-12-24,40.7278
2021-12-25,40.7278
2021-12-26,40.7278
2021-12-27,40.7278
2021-12-28,40.7278
2021-12-29,40.7278
2021-12-30,40.7278
2021-12-31,45.4301
2022-01-01,45.4301
2022-01-02,45.4301
2022-01-03,45.4301
2022-01-04,45.4301
2022-01-05,45.4301
2022-01-06,45.4301
2022-01-07,45.4301
2022-01-08,45.4301
2022-01-09,45.4301
2022-01-10,45.4301
2022-01-11,45.4301
2022-01-12,45.4301
2022-01-13,45.4301
2022-01-14,45.4301
2022-01-15,45.4301
2022-01-16,45.4301
2022-01-17,45.4301
2022-01-18,45.4301
2022-01-19,45.4301
2022-01-20,45.4301
2022-01-21,45.4301
2022-01-22,45.4301
2022-01-23,45.4301
2022-01-24,45.4301
2022-01-25,45.4301
2022-01-26,45.4301
2022-01-27,45.4301
2022-01-28,45.4301
2022-01-29,45.4301
2022-01-30,45.4301
2022-01-31,45.4301
2022-02-01,45.4301
2022-02-02,45.4301
2022-02-03,45.4301
2022-02-04,45.4301
2022-02-05,45.4301
2022-02-06,45.4301
2022-02-07,45.4301
2022-02-08,45.4301
2022-02-09,45.4301
2022-02-10,45.4301
2022-02-11,45.4301
2022-02-12,45.4301
2022-02-13,45.4301
2022-02-14,45.4301
2022-02-15,45.4301
2022-02-16,45.4301
2022-02-17,45.4301
2022-02-18,45.4301
2022-02-19,45.4301
2022-02-20,45.4301
2022-02-21,45.4301
2022-02-22,45.4301
2022-02-23,45.4301
2022-02-24,45.4301
2022-02-25,45.4301
2022-02-26,45.4301
2022-02-27,45.4301
2022-02-28,45.4301
2022-03-01,45.4301
2022-03-02,45.4301
2022-03-03,45.4301
2022-03-04,45.4301
2022-03-05,45.4301
2022-03-06,45.4301
2022-03-07,45.4301
2022-03-08,45.4301
2022-03-09,45.4301
2022-03-10,45.4301
2022-03-11,45.4301
2022-03-12,45.4301
2022-03-13,45.4301
2022-03-14,45.4301
2022-03-15,45.4301
2022-03-16,45.4301
2022-03-17,45.4301
2022-03-18,45.4301
2022-03-19,45.4301
2022-03-20,45.4301
2022-03-21,45.4301
2022-03-22,45.4301
2022-03-23,45.4301
2022-03-24,45.4301
2022-03-25,45.4301
2022-03-26,45.4301
2022-03-27,45.4301
2022-03-28,45.4301
2022-03-29,45.4301
2022-03-30,45.4301
2022-03-31,56.8249
2022-04-01,56.8249
2022-04-02,56.8249
2022-04-03,56.8249
2022-04-04,56.8249
2022-04-05,56.8249
2022-04-06,56.8249
2022-04-07,56.8249
2022-04-08,56.8249
2022-04-09,56.8249
2022-04-10,56.8249
2022-04-11,56.8249
2022-04-12,56.8249
2022-04-13,56.8249
2022-04-14,56.8249
2022-04-15,56.8249
2022-04-16,56.8249
2022-04-17,56.8249
2022-04-18,56.8249
2022-04-19,56.8249
2022-04-20,56.8249
2022-04-21,56.8249
2022-04-22,56.8249
2022-04-23,56.8249
2022-04-24,56.8249
2022-04-25,56.8249
2022-04-26,56.8249
2022-04-27,56.8249
2022-04-28,56.8249
2022-04-29,56.8249
2022-04-30,56.8249
2022-05-01,56.8249
2022-05-02,56.8249
2022-05-03,56.8249
2022-05-04,56.8249
2022-05-05,56.8249
2022-05-06,56.8249
2022-05-07,56.8249
2022-05-08,56.8249
2022-05-09,56.8249
2022-05-10,56.8249
2022-05-11,56.8249
2022-05-12,56.8249
2022-05-13,56.8249
2022-05-14,56.8249
2022-05-15,56.8249
2022-05-16,56.8249
2022-05-17,56.8249
2022-05-18,56.8249
2022-05-19,56.8249
2022-05-20,56.8249
2022-05-21,56.8249
2022-05-22,56.8249
2022-05-23,56.8249
2022-05-24,56.8249
2022-05-25,56.8249
2022-05-26,56.8249
2022-05-27,56.8249
2022-05-28,56.8249
2022-05-29,56.8249
2022-05-30,56.8249
2022-05-31,56.8249
2022-06-01,56.8249
2022-06-02,56.8249
2022-06-03,56.8249
2022-06-04,56.8249
2022-06-05,56.8249
2022-06-06,56.8249
2022-06-07,56.8249
2022-06-08,56.8249
2022-06-09,56.8249
2022-06-10,56.8249
2022-06-11,56.8249
2022-06-12,56.8249
2022-06-13,56.8249
2022-06-14,56.8249
2022-06-15,56.8249
2022-06-16,56.8249
2022-06-17,56.8249
2022-06-18,56.8249
2022-06-19,56.8249
2022-06-20,56.8249
2022-06-21,56.8249
2022-06-22,56.8249
2022-06-23,56.8249
2022-06-24,56.8249
2022-06-25,56.8249
2022-06-26,56.8249
2022-06-27,56.8249
2022-06-28,56.8249
2022-06-29,56.8249
2022-06-30,50.0332
2022-07-01,50.0332
2022-07-02,50.0332
2022-07-03,50.0332
2022-07-04,50.0332
2022-07-05,50.0332
2022-07-06,50.0332
2022-07-07,50.0332
2022-07-08,50.0332
2022-07-09,50.0332
2022-07-10,50.0332
2022-07-11,50.0332
2022-07-12,50.0332
2022-07-13,50.0332
2022-07-14,50.0332
2022-07-15,50.0332
2022-07-16,50.0332
2022-07-17,50.0332
2022-07-18,50.0332
2022-07-19,50.0332
2022-07-20,50.0332
2022-07-21,50.0332
2022-07-22,50.0332
2022-07-23,50.0332
2022-07-24,50.0332
2022-07-25,50.0332
2022-07-26,50.0332
2022-07-27,50.0332
2022-07-28,50.0332
2022-07-29,50.0332
2022-07-30,50.0332
2022-07-31,50.0332
2022-08-01,50.0332
2022-08-02,50.0332
2022-08-03,50.0332
2022-08-04,50.0332
2022-08-05,50.0332
2022-08-06,50.0332
2022-08-07,50.0332
2022-08-08,50.0332
2022-08-09,50.0332
2022-08-10,50.0332
2022-08-11,50.0332
2022-08-12,50.0332
2022-08-13,50.0332
2022-08-14,50.0332
2022-08-15,50.0332
2022-08-16,50.0332
2022-08-17,50.0332
2022-08-18,50.0332
2022-08-19,50.0332
2022-08-20,50.0332
2022-08-21,50.0332
2022-08-22,50.0332
2022-08-23,50.0332
2022-08-24,50.0332
2022-08-25,50.0332
2022-08-26,50.0332
2022-08-27,50.0332
2022-08-28,50.0332
2022-08-29,50.0332
2022-08-30,50.0332
2022-08-31,50.0332
2022-09-01,50.0332
2022-09-02,50.0332
2022-09-03,50.0332
2022-09-04,50.0332
2022-09-05,50.0332
2022-09-06,50.0332
2022-09-07,50.0332
2022-09-08,50.0332
2022-09-09,50.0332
2022-09-10,50.0332
2022-09-11,50.0332
2022-09-12,50.0332
2022-09-13,50.0332
2022-09-14,50.0332
2022-09-15,50.0332
2022-09-16,50.0332
2022-09-17,50.0332
2022-09-18,50.0332
2022-09-19,50.0332
2022-09-20,50.0332
2022-09-21,50.0332
2022-09-22,50.0332
2022-09-23,50.0332
2022-09-24,50.0332
2022-09-25,50.0332
2022-09-26,50.0332
2022-09-27,50.0332
2022-09-28,50.0332
2022-09-29,50.0332
2022-09-30,45.2853
2022-10-01,45.2853
2022-10-02,45.2853
2022-10-03,45.2853
2022-10-04,45.2853
2022-10-05,45.2853
2022-10-06,45.2853
2022-10-07,45.2853
2022-10-08,45.2853
2022-10-09,45.2853
2022-10-10,45.2853
2022-10-11,45.2853
2022-10-12,45.2853
2022-10-13,45.2853
2022-10-14,45.2853
2022-10-15,45.2853
2022-10-16,45.2853
2022-10-17,45.2853
2022-10-18,45.2853
2022-10-19,45.2853
2022-10-20,45.2853
2022-10-21,45.2853
2022-10-22,45.2853
2022-10-23,45.2853
2022-10-24,45.2853
2022-10-25,45.2853
2022-10-26,45.2853
2022-10-27,45.2853
2022-10-28,45.2853
2022-10-29,45.2853
2022-10-30,45.2853
2022-10-31,45.2853
2022-11-01,45.2853
2022-11-02,45.2853
2022-11-03,45.2853
2022-11-04,45.2853
2022-11-05,45.2853
2022-11-06,45.2853
2022-11-07,45.2853
2022-11-08,45.2853
2022-11-09,45.2853
2022-11-10,45.2853
2022-11-11,45.2853
2022-11-12,45.2853
2022-11-13,45.2853
2022-11-14,45.2853
2022-11-15,45.2853
2022-11-16,45.2853
2022-11-17,45.2853
2022-11-18,45.2853
2022-11-19,45.2853
2022-11-20,45.2853
2022-11-21,45.2853
2022-11-22,45.2853
2022-11-23,45.2853
2022-11-24,45.2853
2022-11-25,45.2853
2022-11-26,45.2853
2022-11-27,45.2853
2022-11-28,45.2853
2022-11-29,45.2853
2022-11-30,45.2853
2022-12-01,45.2853
2022-12-02,45.2853
2022-12-03,45.2853
2022-12-04,45.2853
2022-12-05,45.2853
2022-12-06,45.2853
2022-12-07,45.2853
2022-12-08,45.2853
2022-12-09,45.2853
2022-12-10,45.2853
2022-12-11,45.2853
2022-12-12,45.2853
2022-12-13,45.2853
2022-12-14,45.2853
2022-12-15,45.2853
2022-12-16,45.2853
2022-12-17,45.2853
2022-12-18,45.2853
2022-12-19,45.2853
2022-12-20,45.2853
2022-12-21,45.2853
2022-12-22,45.2853
2022-12-23,45.2853
2022-12-24,45.2853
2022-12-25,45.2853
2022-12-26,45.2853
2022-12-27,45.2853
2022-12-28,45.2853
2022-12-29,45.2853
2022-12-30,45.2853
2022-12-31,43.1159
2023-01-01,43.1159
2023-01-02,43.1159
2023-01-03,43.1159
2023-01-04,43.1159
2023-01-05,43.1159
2023-01-06,43.1159
2023-01-07,43.1159
2023-01-08,43.1159
2023-01-09,43.1159
2023-01-10,43.1159
2023-01-11,43.1159
2023-01-12,43.1159
2023-01-13,43.1159
2023-01-14,43.1159
2023-01-15,43.1159
2023-01-16,43.1159
2023-01-17,43.1159
2023-01-18,43.1159
2023-01-19,43.1159
2023-01-20,43.1159
2023-01-21,43.1159
2023-01-22,43.1159
2023-01-23,43.1159
2023-01-24,43.1159
2023-01-25,43.1159
2023-01-26,43.1159
2023-01-27,43.1159
2023-01-28,43.1159
2023-01-29,43.1159
2023-01-30,43.1159
2023-01-31,43.1159
2023-02-01,43.1159
2023-02-02,43.1159
2023-02-03,43.1159
2023-02-04,43.1159
2023-02-05,43.1159
2023-02-06,43.1159
2023-02-07,43.1159
2023-02-08,43.1159
2023-02-09,43.1159
2023-02-10,43.1159
2023-02-11,43.1159
2023-02-12,43.1159
2023-02-13,43.1159
2023-02-14,43.1159
2023-02-15,43.1159
2023-02-16,43.1159
2023-02-17,43.1159
2023-02-18,43.1159
2023-02-19,43.1159
2023-02-20,43.1159
2023-02-21,43.1159
2023-02-22,43.1159
2023-02-23,43.1159
2023-02-24,43.1159
2023-02-25,43.1159
2023-02-26,43.1159
2023-02-27,43.1159
2023-02-28,43.1159
2023-03-01,43.1159
2023-03-02,43.1159
2023-03-03,43.1159
2023-03-04,43.1159
2023-03-05,43.1159
2023-03-06,43.1159
2023-03-07,43.1159
2023-03-08,43.1159
2023-03-09,43.1159
2023-03-10,43.1159
2023-03-11,43.1159
2023-03-12,43.1159
2023-03-13,43.1159
2023-03-14,43.1159
2023-03-15,43.1159
2023-03-16,43.1159
