,CSX US Equity
2021-02-09,22.1652
2021-02-10,22.1652
2021-02-11,22.1652
2021-02-12,22.1652
2021-02-13,22.1652
2021-02-14,22.1652
2021-02-15,22.1652
2021-02-16,22.1652
2021-02-17,22.1652
2021-02-18,22.1652
2021-02-19,22.1652
2021-02-20,22.1652
2021-02-21,22.1652
2021-02-22,22.1652
2021-02-23,22.1652
2021-02-24,22.1652
2021-02-25,22.1652
2021-02-26,22.1652
2021-02-27,22.1652
2021-02-28,22.1652
2021-03-01,22.1652
2021-03-02,22.1652
2021-03-03,22.1652
2021-03-04,22.1652
2021-03-05,22.1652
2021-03-06,22.1652
2021-03-07,22.1652
2021-03-08,22.1652
2021-03-09,22.1652
2021-03-10,22.1652
2021-03-11,22.1652
2021-03-12,22.1652
2021-03-13,22.1652
2021-03-14,22.1652
2021-03-15,22.1652
2021-03-16,22.1652
2021-03-17,22.1652
2021-03-18,22.1652
2021-03-19,22.1652
2021-03-20,22.1652
2021-03-21,22.1652
2021-03-22,22.1652
2021-03-23,22.1652
2021-03-24,22.1652
2021-03-25,22.1652
2021-03-26,22.1652
2021-03-27,22.1652
2021-03-28,22.1652
2021-03-29,22.1652
2021-03-30,22.1652
2021-03-31,21.589
2021-04-01,21.589
2021-04-02,21.589
2021-04-03,21.589
2021-04-04,21.589
2021-04-05,21.589
2021-04-06,21.589
2021-04-07,21.589
2021-04-08,21.589
2021-04-09,21.589
2021-04-10,21.589
2021-04-11,21.589
2021-04-12,21.589
2021-04-13,21.589
2021-04-14,21.589
2021-04-15,21.589
2021-04-16,21.589
2021-04-17,21.589
2021-04-18,21.589
2021-04-19,21.589
2021-04-20,21.589
2021-04-21,21.589
2021-04-22,21.589
2021-04-23,21.589
2021-04-24,21.589
2021-04-25,21.589
2021-04-26,21.589
2021-04-27,21.589
2021-04-28,21.589
2021-04-29,21.589
2021-04-30,21.589
2021-05-01,21.589
2021-05-02,21.589
2021-05-03,21.589
2021-05-04,21.589
2021-05-05,21.589
2021-05-06,21.589
2021-05-07,21.589
2021-05-08,21.589
2021-05-09,21.589
2021-05-10,21.589
2021-05-11,21.589
2021-05-12,21.589
2021-05-13,21.589
2021-05-14,21.589
2021-05-15,21.589
2021-05-16,21.589
2021-05-17,21.589
2021-05-18,21.589
2021-05-19,21.589
2021-05-20,21.589
2021-05-21,21.589
2021-05-22,21.589
2021-05-23,21.589
2021-05-24,21.589
2021-05-25,21.589
2021-05-26,21.589
2021-05-27,21.589
2021-05-28,21.589
2021-05-29,21.589
2021-05-30,21.589
2021-05-31,21.589
2021-06-01,21.589
2021-06-02,21.589
2021-06-03,21.589
2021-06-04,21.589
2021-06-05,21.589
2021-06-06,21.589
2021-06-07,21.589
2021-06-08,21.589
2021-06-09,21.589
2021-06-10,21.589
2021-06-11,21.589
2021-06-12,21.589
2021-06-13,21.589
2021-06-14,21.589
2021-06-15,21.589
2021-06-16,21.589
2021-06-17,21.589
2021-06-18,21.589
2021-06-19,21.589
2021-06-20,21.589
2021-06-21,21.589
2021-06-22,21.589
2021-06-23,21.589
2021-06-24,21.589
2021-06-25,21.589
2021-06-26,21.589
2021-06-27,21.589
2021-06-28,21.589
2021-06-29,21.589
2021-06-30,26.3919
2021-07-01,26.3919
2021-07-02,26.3919
2021-07-03,26.3919
2021-07-04,26.3919
2021-07-05,26.3919
2021-07-06,26.3919
2021-07-07,26.3919
2021-07-08,26.3919
2021-07-09,26.3919
2021-07-10,26.3919
2021-07-11,26.3919
2021-07-12,26.3919
2021-07-13,26.3919
2021-07-14,26.3919
2021-07-15,26.3919
2021-07-16,26.3919
2021-07-17,26.3919
2021-07-18,26.3919
2021-07-19,26.3919
2021-07-20,26.3919
2021-07-21,26.3919
2021-07-22,26.3919
2021-07-23,26.3919
2021-07-24,26.3919
2021-07-25,26.3919
2021-07-26,26.3919
2021-07-27,26.3919
2021-07-28,26.3919
2021-07-29,26.3919
2021-07-30,26.3919
2021-07-31,26.3919
2021-08-01,26.3919
2021-08-02,26.3919
2021-08-03,26.3919
2021-08-04,26.3919
2021-08-05,26.3919
2021-08-06,26.3919
2021-08-07,26.3919
2021-08-08,26.3919
2021-08-09,26.3919
2021-08-10,26.3919
2021-08-11,26.3919
2021-08-12,26.3919
2021-08-13,26.3919
2021-08-14,26.3919
2021-08-15,26.3919
2021-08-16,26.3919
2021-08-17,26.3919
2021-08-18,26.3919
2021-08-19,26.3919
2021-08-20,26.3919
2021-08-21,26.3919
2021-08-22,26.3919
2021-08-23,26.3919
2021-08-24,26.3919
2021-08-25,26.3919
2021-08-26,26.3919
2021-08-27,26.3919
2021-08-28,26.3919
2021-08-29,26.3919
2021-08-30,26.3919
2021-08-31,26.3919
2021-09-01,26.3919
2021-09-02,26.3919
2021-09-03,26.3919
2021-09-04,26.3919
2021-09-05,26.3919
2021-09-06,26.3919
2021-09-07,26.3919
2021-09-08,26.3919
2021-09-09,26.3919
2021-09-10,26.3919
2021-09-11,26.3919
2021-09-12,26.3919
2021-09-13,26.3919
2021-09-14,26.3919
2021-09-15,26.3919
2021-09-16,26.3919
2021-09-17,26.3919
2021-09-18,26.3919
2021-09-19,26.3919
2021-09-20,26.3919
2021-09-21,26.3919
2021-09-22,26.3919
2021-09-23,26.3919
2021-09-24,26.3919
2021-09-25,26.3919
2021-09-26,26.3919
2021-09-27,26.3919
2021-09-28,26.3919
2021-09-29,26.3919
2021-09-30,27.8791
2021-10-01,27.8791
2021-10-02,27.8791
2021-10-03,27.8791
2021-10-04,27.8791
2021-10-05,27.8791
2021-10-06,27.8791
2021-10-07,27.8791
2021-10-08,27.8791
2021-10-09,27.8791
2021-10-10,27.8791
2021-10-11,27.8791
2021-10-12,27.8791
2021-10-13,27.8791
2021-10-14,27.8791
2021-10-15,27.8791
2021-10-16,27.8791
2021-10-17,27.8791
2021-10-18,27.8791
2021-10-19,27.8791
2021-10-20,27.8791
2021-10-21,27.8791
2021-10-22,27.8791
2021-10-23,27.8791
2021-10-24,27.8791
2021-10-25,27.8791
2021-10-26,27.8791
2021-10-27,27.8791
2021-10-28,27.8791
2021-10-29,27.8791
2021-10-30,27.8791
2021-10-31,27.8791
2021-11-01,27.8791
2021-11-02,27.8791
2021-11-03,27.8791
2021-11-04,27.8791
2021-11-05,27.8791
2021-11-06,27.8791
2021-11-07,27.8791
2021-11-08,27.8791
2021-11-09,27.8791
2021-11-10,27.8791
2021-11-11,27.8791
2021-11-12,27.8791
2021-11-13,27.8791
2021-11-14,27.8791
2021-11-15,27.8791
2021-11-16,27.8791
2021-11-17,27.8791
2021-11-18,27.8791
2021-11-19,27.8791
2021-11-20,27.8791
2021-11-21,27.8791
2021-11-22,27.8791
2021-11-23,27.8791
2021-11-24,27.8791
2021-11-25,27.8791
2021-11-26,27.8791
2021-11-27,27.8791
2021-11-28,27.8791
2021-11-29,27.8791
2021-11-30,27.8791
2021-12-01,27.8791
2021-12-02,27.8791
2021-12-03,27.8791
2021-12-04,27.8791
2021-12-05,27.8791
2021-12-06,27.8791
2021-12-07,27.8791
2021-12-08,27.8791
2021-12-09,27.8791
2021-12-10,27.8791
2021-12-11,27.8791
2021-12-12,27.8791
2021-12-13,27.8791
2021-12-14,27.8791
2021-12-15,27.8791
2021-12-16,27.8791
2021-12-17,27.8791
2021-12-18,27.8791
2021-12-19,27.8791
2021-12-20,27.8791
2021-12-21,27.8791
2021-12-22,27.8791
2021-12-23,27.8791
2021-12-24,27.8791
2021-12-25,27.8791
2021-12-26,27.8791
2021-12-27,27.8791
2021-12-28,27.8791
2021-12-29,27.8791
2021-12-30,27.8791
2021-12-31,28.4382
2022-01-01,28.4382
2022-01-02,28.4382
2022-01-03,28.4382
2022-01-04,28.4382
2022-01-05,28.4382
2022-01-06,28.4382
2022-01-07,28.4382
2022-01-08,28.4382
2022-01-09,28.4382
2022-01-10,28.4382
2022-01-11,28.4382
2022-01-12,28.4382
2022-01-13,28.4382
2022-01-14,28.4382
2022-01-15,28.4382
2022-01-16,28.4382
2022-01-17,28.4382
2022-01-18,28.4382
2022-01-19,28.4382
2022-01-20,28.4382
2022-01-21,28.4382
2022-01-22,28.4382
2022-01-23,28.4382
2022-01-24,28.4382
2022-01-25,28.4382
2022-01-26,28.4382
2022-01-27,28.4382
2022-01-28,28.4382
2022-01-29,28.4382
2022-01-30,28.4382
2022-01-31,28.4382
2022-02-01,28.4382
2022-02-02,28.4382
2022-02-03,28.4382
2022-02-04,28.4382
2022-02-05,28.4382
2022-02-06,28.4382
2022-02-07,28.4382
2022-02-08,28.4382
2022-02-09,28.4382
2022-02-10,28.4382
2022-02-11,28.4382
2022-02-12,28.4382
2022-02-13,28.4382
2022-02-14,28.4382
2022-02-15,28.4382
2022-02-16,28.4382
2022-02-17,28.4382
2022-02-18,28.4382
2022-02-19,28.4382
2022-02-20,28.4382
2022-02-21,28.4382
2022-02-22,28.4382
2022-02-23,28.4382
2022-02-24,28.4382
2022-02-25,28.4382
2022-02-26,28.4382
2022-02-27,28.4382
2022-02-28,28.4382
2022-03-01,28.4382
2022-03-02,28.4382
2022-03-03,28.4382
2022-03-04,28.4382
2022-03-05,28.4382
2022-03-06,28.4382
2022-03-07,28.4382
2022-03-08,28.4382
2022-03-09,28.4382
2022-03-10,28.4382
2022-03-11,28.4382
2022-03-12,28.4382
2022-03-13,28.4382
2022-03-14,28.4382
2022-03-15,28.4382
2022-03-16,28.4382
2022-03-17,28.4382
2022-03-18,28.4382
2022-03-19,28.4382
2022-03-20,28.4382
2022-03-21,28.4382
2022-03-22,28.4382
2022-03-23,28.4382
2022-03-24,28.4382
2022-03-25,28.4382
2022-03-26,28.4382
2022-03-27,28.4382
2022-03-28,28.4382
2022-03-29,28.4382
2022-03-30,28.4382
2022-03-31,29.8766
2022-04-01,29.8766
2022-04-02,29.8766
2022-04-03,29.8766
2022-04-04,29.8766
2022-04-05,29.8766
2022-04-06,29.8766
2022-04-07,29.8766
2022-04-08,29.8766
2022-04-09,29.8766
2022-04-10,29.8766
2022-04-11,29.8766
2022-04-12,29.8766
2022-04-13,29.8766
2022-04-14,29.8766
2022-04-15,29.8766
2022-04-16,29.8766
2022-04-17,29.8766
2022-04-18,29.8766
2022-04-19,29.8766
2022-04-20,29.8766
2022-04-21,29.8766
2022-04-22,29.8766
2022-04-23,29.8766
2022-04-24,29.8766
2022-04-25,29.8766
2022-04-26,29.8766
2022-04-27,29.8766
2022-04-28,29.8766
2022-04-29,29.8766
2022-04-30,29.8766
2022-05-01,29.8766
2022-05-02,29.8766
2022-05-03,29.8766
2022-05-04,29.8766
2022-05-05,29.8766
2022-05-06,29.8766
2022-05-07,29.8766
2022-05-08,29.8766
2022-05-09,29.8766
2022-05-10,29.8766
2022-05-11,29.8766
2022-05-12,29.8766
2022-05-13,29.8766
2022-05-14,29.8766
2022-05-15,29.8766
2022-05-16,29.8766
2022-05-17,29.8766
2022-05-18,29.8766
2022-05-19,29.8766
2022-05-20,29.8766
2022-05-21,29.8766
2022-05-22,29.8766
2022-05-23,29.8766
2022-05-24,29.8766
2022-05-25,29.8766
2022-05-26,29.8766
2022-05-27,29.8766
2022-05-28,29.8766
2022-05-29,29.8766
2022-05-30,29.8766
2022-05-31,29.8766
2022-06-01,29.8766
2022-06-02,29.8766
2022-06-03,29.8766
2022-06-04,29.8766
2022-06-05,29.8766
2022-06-06,29.8766
2022-06-07,29.8766
2022-06-08,29.8766
2022-06-09,29.8766
2022-06-10,29.8766
2022-06-11,29.8766
2022-06-12,29.8766
2022-06-13,29.8766
2022-06-14,29.8766
2022-06-15,29.8766
2022-06-16,29.8766
2022-06-17,29.8766
2022-06-18,29.8766
2022-06-19,29.8766
2022-06-20,29.8766
2022-06-21,29.8766
2022-06-22,29.8766
2022-06-23,29.8766
2022-06-24,29.8766
2022-06-25,29.8766
2022-06-26,29.8766
2022-06-27,29.8766
2022-06-28,29.8766
2022-06-29,29.8766
2022-06-30,29.6645
2022-07-01,29.6645
2022-07-02,29.6645
2022-07-03,29.6645
2022-07-04,29.6645
2022-07-05,29.6645
2022-07-06,29.6645
2022-07-07,29.6645
2022-07-08,29.6645
2022-07-09,29.6645
2022-07-10,29.6645
2022-07-11,29.6645
2022-07-12,29.6645
2022-07-13,29.6645
2022-07-14,29.6645
2022-07-15,29.6645
2022-07-16,29.6645
2022-07-17,29.6645
2022-07-18,29.6645
2022-07-19,29.6645
2022-07-20,29.6645
2022-07-21,29.6645
2022-07-22,29.6645
2022-07-23,29.6645
2022-07-24,29.6645
2022-07-25,29.6645
2022-07-26,29.6645
2022-07-27,29.6645
2022-07-28,29.6645
2022-07-29,29.6645
2022-07-30,29.6645
2022-07-31,29.6645
2022-08-01,29.6645
2022-08-02,29.6645
2022-08-03,29.6645
2022-08-04,29.6645
2022-08-05,29.6645
2022-08-06,29.6645
2022-08-07,29.6645
2022-08-08,29.6645
2022-08-09,29.6645
2022-08-10,29.6645
2022-08-11,29.6645
2022-08-12,29.6645
2022-08-13,29.6645
2022-08-14,29.6645
2022-08-15,29.6645
2022-08-16,29.6645
2022-08-17,29.6645
2022-08-18,29.6645
2022-08-19,29.6645
2022-08-20,29.6645
2022-08-21,29.6645
2022-08-22,29.6645
2022-08-23,29.6645
2022-08-24,29.6645
2022-08-25,29.6645
2022-08-26,29.6645
2022-08-27,29.6645
2022-08-28,29.6645
2022-08-29,29.6645
2022-08-30,29.6645
2022-08-31,29.6645
2022-09-01,29.6645
2022-09-02,29.6645
2022-09-03,29.6645
2022-09-04,29.6645
2022-09-05,29.6645
2022-09-06,29.6645
2022-09-07,29.6645
2022-09-08,29.6645
2022-09-09,29.6645
2022-09-10,29.6645
2022-09-11,29.6645
2022-09-12,29.6645
2022-09-13,29.6645
2022-09-14,29.6645
2022-09-15,29.6645
2022-09-16,29.6645
2022-09-17,29.6645
2022-09-18,29.6645
2022-09-19,29.6645
2022-09-20,29.6645
2022-09-21,29.6645
2022-09-22,29.6645
2022-09-23,29.6645
2022-09-24,29.6645
2022-09-25,29.6645
2022-09-26,29.6645
2022-09-27,29.6645
2022-09-28,29.6645
2022-09-29,29.6645
2022-09-30,31.3554
2022-10-01,31.3554
2022-10-02,31.3554
2022-10-03,31.3554
2022-10-04,31.3554
2022-10-05,31.3554
2022-10-06,31.3554
2022-10-07,31.3554
2022-10-08,31.3554
2022-10-09,31.3554
2022-10-10,31.3554
2022-10-11,31.3554
2022-10-12,31.3554
2022-10-13,31.3554
2022-10-14,31.3554
2022-10-15,31.3554
2022-10-16,31.3554
2022-10-17,31.3554
2022-10-18,31.3554
2022-10-19,31.3554
2022-10-20,31.3554
2022-10-21,31.3554
2022-10-22,31.3554
2022-10-23,31.3554
2022-10-24,31.3554
2022-10-25,31.3554
2022-10-26,31.3554
2022-10-27,31.3554
2022-10-28,31.3554
2022-10-29,31.3554
2022-10-30,31.3554
2022-10-31,31.3554
2022-11-01,31.3554
2022-11-02,31.3554
2022-11-03,31.3554
2022-11-04,31.3554
2022-11-05,31.3554
2022-11-06,31.3554
2022-11-07,31.3554
2022-11-08,31.3554
2022-11-09,31.3554
2022-11-10,31.3554
2022-11-11,31.3554
2022-11-12,31.3554
2022-11-13,31.3554
2022-11-14,31.3554
2022-11-15,31.3554
2022-11-16,31.3554
2022-11-17,31.3554
2022-11-18,31.3554
2022-11-19,31.3554
2022-11-20,31.3554
2022-11-21,31.3554
2022-11-22,31.3554
2022-11-23,31.3554
2022-11-24,31.3554
2022-11-25,31.3554
2022-11-26,31.3554
2022-11-27,31.3554
2022-11-28,31.3554
2022-11-29,31.3554
2022-11-30,31.3554
2022-12-01,31.3554
2022-12-02,31.3554
2022-12-03,31.3554
2022-12-04,31.3554
2022-12-05,31.3554
2022-12-06,31.3554
2022-12-07,31.3554
2022-12-08,31.3554
2022-12-09,31.3554
2022-12-10,31.3554
2022-12-11,31.3554
2022-12-12,31.3554
2022-12-13,31.3554
2022-12-14,31.3554
2022-12-15,31.3554
2022-12-16,31.3554
2022-12-17,31.3554
2022-12-18,31.3554
2022-12-19,31.3554
2022-12-20,31.3554
2022-12-21,31.3554
2022-12-22,31.3554
2022-12-23,31.3554
2022-12-24,31.3554
2022-12-25,31.3554
2022-12-26,31.3554
2022-12-27,31.3554
2022-12-28,31.3554
2022-12-29,31.3554
2022-12-30,31.3554
2022-12-31,31.9173
2023-01-01,31.9173
2023-01-02,31.9173
2023-01-03,31.9173
2023-01-04,31.9173
2023-01-05,31.9173
2023-01-06,31.9173
2023-01-07,31.9173
2023-01-08,31.9173
2023-01-09,31.9173
2023-01-10,31.9173
2023-01-11,31.9173
2023-01-12,31.9173
2023-01-13,31.9173
2023-01-14,31.9173
2023-01-15,31.9173
2023-01-16,31.9173
2023-01-17,31.9173
2023-01-18,31.9173
2023-01-19,31.9173
2023-01-20,31.9173
2023-01-21,31.9173
2023-01-22,31.9173
2023-01-23,31.9173
2023-01-24,31.9173
2023-01-25,31.9173
2023-01-26,31.9173
2023-01-27,31.9173
2023-01-28,31.9173
2023-01-29,31.9173
2023-01-30,31.9173
2023-01-31,31.9173
2023-02-01,31.9173
2023-02-02,31.9173
2023-02-03,31.9173
2023-02-04,31.9173
2023-02-05,31.9173
2023-02-06,31.9173
2023-02-07,31.9173
2023-02-08,31.9173
2023-02-09,31.9173
2023-02-10,31.9173
2023-02-11,31.9173
2023-02-12,31.9173
2023-02-13,31.9173
2023-02-14,31.9173
2023-02-15,31.9173
2023-02-16,31.9173
2023-02-17,31.9173
2023-02-18,31.9173
2023-02-19,31.9173
2023-02-20,31.9173
2023-02-21,31.9173
2023-02-22,31.9173
2023-02-23,31.9173
2023-02-24,31.9173
2023-02-25,31.9173
2023-02-26,31.9173
2023-02-27,31.9173
2023-02-28,31.9173
2023-03-01,31.9173
2023-03-02,31.9173
2023-03-03,31.9173
2023-03-04,31.9173
2023-03-05,31.9173
2023-03-06,31.9173
2023-03-07,31.9173
2023-03-08,31.9173
2023-03-09,31.9173
2023-03-10,31.9173
2023-03-11,31.9173
2023-03-12,31.9173
2023-03-13,31.9173
2023-03-14,31.9173
2023-03-15,31.9173
2023-03-16,31.9173
2023-03-17,31.9173
2023-03-18,31.9173
2023-03-19,31.9173
2023-03-20,31.9173
2023-03-21,31.9173
2023-03-22,31.9173
2023-03-23,31.9173
2023-03-24,31.9173
2023-03-25,31.9173
2023-03-26,31.9173
2023-03-27,31.9173
2023-03-28,31.9173
2023-03-29,31.9173
2023-03-30,31.9173
2023-03-31,33.6652
