,PLCE US Equity
2020-11-08,-74.6745
2020-11-09,-74.6745
2020-11-10,-74.6745
2020-11-11,-74.6745
2020-11-12,-74.6745
2020-11-13,-74.6745
2020-11-14,-74.6745
2020-11-15,-74.6745
2020-11-16,-74.6745
2020-11-17,-74.6745
2020-11-18,-74.6745
2020-11-19,-74.6745
2020-11-20,-74.6745
2020-11-21,-74.6745
2020-11-22,-74.6745
2020-11-23,-74.6745
2020-11-24,-74.6745
2020-11-25,-74.6745
2020-11-26,-74.6745
2020-11-27,-74.6745
2020-11-28,-74.6745
2020-11-29,-74.6745
2020-11-30,-74.6745
2020-12-01,-74.6745
2020-12-02,-74.6745
2020-12-03,-74.6745
2020-12-04,-74.6745
2020-12-05,-74.6745
2020-12-06,-74.6745
2020-12-07,-74.6745
2020-12-08,-74.6745
2020-12-09,-74.6745
2020-12-10,-74.6745
2020-12-11,-74.6745
2020-12-12,-74.6745
2020-12-13,-74.6745
2020-12-14,-74.6745
2020-12-15,-74.6745
2020-12-16,-74.6745
2020-12-17,-74.6745
2020-12-18,-74.6745
2020-12-19,-74.6745
2020-12-20,-74.6745
2020-12-21,-74.6745
2020-12-22,-74.6745
2020-12-23,-74.6745
2020-12-24,-74.6745
2020-12-25,-74.6745
2020-12-26,-74.6745
2020-12-27,-74.6745
2020-12-28,-74.6745
2020-12-29,-74.6745
2020-12-30,-74.6745
2020-12-31,-74.6745
2021-01-01,-74.6745
2021-01-02,-74.6745
2021-01-03,-74.6745
2021-01-04,-74.6745
2021-01-05,-74.6745
2021-01-06,-74.6745
2021-01-07,-74.6745
2021-01-08,-74.6745
2021-01-09,-74.6745
2021-01-10,-74.6745
2021-01-11,-74.6745
2021-01-12,-74.6745
2021-01-13,-74.6745
2021-01-14,-74.6745
2021-01-15,-74.6745
2021-01-16,-74.6745
2021-01-17,-74.6745
2021-01-18,-74.6745
2021-01-19,-74.6745
2021-01-20,-74.6745
2021-01-21,-74.6745
2021-01-22,-74.6745
2021-01-23,-74.6745
2021-01-24,-74.6745
2021-01-25,-74.6745
2021-01-26,-74.6745
2021-01-27,-74.6745
2021-01-28,-74.6745
2021-01-29,-74.6745
2021-01-30,-85.4415
2021-01-31,-85.4415
2021-02-01,-85.4415
2021-02-02,-85.4415
2021-02-03,-85.4415
2021-02-04,-85.4415
2021-02-05,-85.4415
2021-02-06,-85.4415
2021-02-07,-85.4415
2021-02-08,-85.4415
2021-02-09,-85.4415
2021-02-10,-85.4415
2021-02-11,-85.4415
2021-02-12,-85.4415
2021-02-13,-85.4415
2021-02-14,-85.4415
2021-02-15,-85.4415
2021-02-16,-85.4415
2021-02-17,-85.4415
2021-02-18,-85.4415
2021-02-19,-85.4415
2021-02-20,-85.4415
2021-02-21,-85.4415
2021-02-22,-85.4415
2021-02-23,-85.4415
2021-02-24,-85.4415
2021-02-25,-85.4415
2021-02-26,-85.4415
2021-02-27,-85.4415
2021-02-28,-85.4415
2021-03-01,-85.4415
2021-03-02,-85.4415
2021-03-03,-85.4415
2021-03-04,-85.4415
2021-03-05,-85.4415
2021-03-06,-85.4415
2021-03-07,-85.4415
2021-03-08,-85.4415
2021-03-09,-85.4415
2021-03-10,-85.4415
2021-03-11,-85.4415
2021-03-12,-85.4415
2021-03-13,-85.4415
2021-03-14,-85.4415
2021-03-15,-85.4415
2021-03-16,-85.4415
2021-03-17,-85.4415
2021-03-18,-85.4415
2021-03-19,-85.4415
2021-03-20,-85.4415
2021-03-21,-85.4415
2021-03-22,-85.4415
2021-03-23,-85.4415
2021-03-24,-85.4415
2021-03-25,-85.4415
2021-03-26,-85.4415
2021-03-27,-85.4415
2021-03-28,-85.4415
2021-03-29,-85.4415
2021-03-30,-85.4415
2021-03-31,-85.4415
2021-04-01,-85.4415
2021-04-02,-85.4415
2021-04-03,-85.4415
2021-04-04,-85.4415
2021-04-05,-85.4415
2021-04-06,-85.4415
2021-04-07,-85.4415
2021-04-08,-85.4415
2021-04-09,-85.4415
2021-04-10,-85.4415
2021-04-11,-85.4415
2021-04-12,-85.4415
2021-04-13,-85.4415
2021-04-14,-85.4415
2021-04-15,-85.4415
2021-04-16,-85.4415
2021-04-17,-85.4415
2021-04-18,-85.4415
2021-04-19,-85.4415
2021-04-20,-85.4415
2021-04-21,-85.4415
2021-04-22,-85.4415
2021-04-23,-85.4415
2021-04-24,-85.4415
2021-04-25,-85.4415
2021-04-26,-85.4415
2021-04-27,-85.4415
2021-04-28,-85.4415
2021-04-29,-85.4415
2021-04-30,-85.4415
2021-05-01,15.7172
2021-05-02,15.7172
2021-05-03,15.7172
2021-05-04,15.7172
2021-05-05,15.7172
2021-05-06,15.7172
2021-05-07,15.7172
2021-05-08,15.7172
2021-05-09,15.7172
2021-05-10,15.7172
2021-05-11,15.7172
2021-05-12,15.7172
2021-05-13,15.7172
2021-05-14,15.7172
2021-05-15,15.7172
2021-05-16,15.7172
2021-05-17,15.7172
2021-05-18,15.7172
2021-05-19,15.7172
2021-05-20,15.7172
2021-05-21,15.7172
2021-05-22,15.7172
2021-05-23,15.7172
2021-05-24,15.7172
2021-05-25,15.7172
2021-05-26,15.7172
2021-05-27,15.7172
2021-05-28,15.7172
2021-05-29,15.7172
2021-05-30,15.7172
2021-05-31,15.7172
2021-06-01,15.7172
2021-06-02,15.7172
2021-06-03,15.7172
2021-06-04,15.7172
2021-06-05,15.7172
2021-06-06,15.7172
2021-06-07,15.7172
2021-06-08,15.7172
2021-06-09,15.7172
2021-06-10,15.7172
2021-06-11,15.7172
2021-06-12,15.7172
2021-06-13,15.7172
2021-06-14,15.7172
2021-06-15,15.7172
2021-06-16,15.7172
2021-06-17,15.7172
2021-06-18,15.7172
2021-06-19,15.7172
2021-06-20,15.7172
2021-06-21,15.7172
2021-06-22,15.7172
2021-06-23,15.7172
2021-06-24,15.7172
2021-06-25,15.7172
2021-06-26,15.7172
2021-06-27,15.7172
2021-06-28,15.7172
2021-06-29,15.7172
2021-06-30,15.7172
2021-07-01,15.7172
2021-07-02,15.7172
2021-07-03,15.7172
2021-07-04,15.7172
2021-07-05,15.7172
2021-07-06,15.7172
2021-07-07,15.7172
2021-07-08,15.7172
2021-07-09,15.7172
2021-07-10,15.7172
2021-07-11,15.7172
2021-07-12,15.7172
2021-07-13,15.7172
2021-07-14,15.7172
2021-07-15,15.7172
2021-07-16,15.7172
2021-07-17,15.7172
2021-07-18,15.7172
2021-07-19,15.7172
2021-07-20,15.7172
2021-07-21,15.7172
2021-07-22,15.7172
2021-07-23,15.7172
2021-07-24,15.7172
2021-07-25,15.7172
2021-07-26,15.7172
2021-07-27,15.7172
2021-07-28,15.7172
2021-07-29,15.7172
2021-07-30,15.7172
2021-07-31,78.6974
2021-08-01,78.6974
2021-08-02,78.6974
2021-08-03,78.6974
2021-08-04,78.6974
2021-08-05,78.6974
2021-08-06,78.6974
2021-08-07,78.6974
2021-08-08,78.6974
2021-08-09,78.6974
2021-08-10,78.6974
2021-08-11,78.6974
2021-08-12,78.6974
2021-08-13,78.6974
2021-08-14,78.6974
2021-08-15,78.6974
2021-08-16,78.6974
2021-08-17,78.6974
2021-08-18,78.6974
2021-08-19,78.6974
2021-08-20,78.6974
2021-08-21,78.6974
2021-08-22,78.6974
2021-08-23,78.6974
2021-08-24,78.6974
2021-08-25,78.6974
2021-08-26,78.6974
2021-08-27,78.6974
2021-08-28,78.6974
2021-08-29,78.6974
2021-08-30,78.6974
2021-08-31,78.6974
2021-09-01,78.6974
2021-09-02,78.6974
2021-09-03,78.6974
2021-09-04,78.6974
2021-09-05,78.6974
2021-09-06,78.6974
2021-09-07,78.6974
2021-09-08,78.6974
2021-09-09,78.6974
2021-09-10,78.6974
2021-09-11,78.6974
2021-09-12,78.6974
2021-09-13,78.6974
2021-09-14,78.6974
2021-09-15,78.6974
2021-09-16,78.6974
2021-09-17,78.6974
2021-09-18,78.6974
2021-09-19,78.6974
2021-09-20,78.6974
2021-09-21,78.6974
2021-09-22,78.6974
2021-09-23,78.6974
2021-09-24,78.6974
2021-09-25,78.6974
2021-09-26,78.6974
2021-09-27,78.6974
2021-09-28,78.6974
2021-09-29,78.6974
2021-09-30,78.6974
2021-10-01,78.6974
2021-10-02,78.6974
2021-10-03,78.6974
2021-10-04,78.6974
2021-10-05,78.6974
2021-10-06,78.6974
2021-10-07,78.6974
2021-10-08,78.6974
2021-10-09,78.6974
2021-10-10,78.6974
2021-10-11,78.6974
2021-10-12,78.6974
2021-10-13,78.6974
2021-10-14,78.6974
2021-10-15,78.6974
2021-10-16,78.6974
2021-10-17,78.6974
2021-10-18,78.6974
2021-10-19,78.6974
2021-10-20,78.6974
2021-10-21,78.6974
2021-10-22,78.6974
2021-10-23,78.6974
2021-10-24,78.6974
2021-10-25,78.6974
2021-10-26,78.6974
2021-10-27,78.6974
2021-10-28,78.6974
2021-10-29,78.6974
2021-10-30,104.0876
2021-10-31,104.0876
2021-11-01,104.0876
2021-11-02,104.0876
2021-11-03,104.0876
2021-11-04,104.0876
2021-11-05,104.0876
2021-11-06,104.0876
2021-11-07,104.0876
2021-11-08,104.0876
2021-11-09,104.0876
2021-11-10,104.0876
2021-11-11,104.0876
2021-11-12,104.0876
2021-11-13,104.0876
2021-11-14,104.0876
2021-11-15,104.0876
2021-11-16,104.0876
2021-11-17,104.0876
2021-11-18,104.0876
2021-11-19,104.0876
2021-11-20,104.0876
2021-11-21,104.0876
2021-11-22,104.0876
2021-11-23,104.0876
2021-11-24,104.0876
2021-11-25,104.0876
2021-11-26,104.0876
2021-11-27,104.0876
2021-11-28,104.0876
2021-11-29,104.0876
2021-11-30,104.0876
2021-12-01,104.0876
2021-12-02,104.0876
2021-12-03,104.0876
2021-12-04,104.0876
2021-12-05,104.0876
2021-12-06,104.0876
2021-12-07,104.0876
2021-12-08,104.0876
2021-12-09,104.0876
2021-12-10,104.0876
2021-12-11,104.0876
2021-12-12,104.0876
2021-12-13,104.0876
2021-12-14,104.0876
2021-12-15,104.0876
2021-12-16,104.0876
2021-12-17,104.0876
2021-12-18,104.0876
2021-12-19,104.0876
2021-12-20,104.0876
2021-12-21,104.0876
2021-12-22,104.0876
2021-12-23,104.0876
2021-12-24,104.0876
2021-12-25,104.0876
2021-12-26,104.0876
2021-12-27,104.0876
2021-12-28,104.0876
2021-12-29,104.0876
2021-12-30,104.0876
2021-12-31,104.0876
2022-01-01,104.0876
2022-01-02,104.0876
2022-01-03,104.0876
2022-01-04,104.0876
2022-01-05,104.0876
2022-01-06,104.0876
2022-01-07,104.0876
2022-01-08,104.0876
2022-01-09,104.0876
2022-01-10,104.0876
2022-01-11,104.0876
2022-01-12,104.0876
2022-01-13,104.0876
2022-01-14,104.0876
2022-01-15,104.0876
2022-01-16,104.0876
2022-01-17,104.0876
2022-01-18,104.0876
2022-01-19,104.0876
2022-01-20,104.0876
2022-01-21,104.0876
2022-01-22,104.0876
2022-01-23,104.0876
2022-01-24,104.0876
2022-01-25,104.0876
2022-01-26,104.0876
2022-01-27,104.0876
2022-01-28,104.0876
2022-01-29,117.4042
2022-01-30,117.4042
2022-01-31,117.4042
2022-02-01,117.4042
2022-02-02,117.4042
2022-02-03,117.4042
2022-02-04,117.4042
2022-02-05,117.4042
2022-02-06,117.4042
2022-02-07,117.4042
2022-02-08,117.4042
2022-02-09,117.4042
2022-02-10,117.4042
2022-02-11,117.4042
2022-02-12,117.4042
2022-02-13,117.4042
2022-02-14,117.4042
2022-02-15,117.4042
2022-02-16,117.4042
2022-02-17,117.4042
2022-02-18,117.4042
2022-02-19,117.4042
2022-02-20,117.4042
2022-02-21,117.4042
2022-02-22,117.4042
2022-02-23,117.4042
2022-02-24,117.4042
2022-02-25,117.4042
2022-02-26,117.4042
2022-02-27,117.4042
2022-02-28,117.4042
2022-03-01,117.4042
2022-03-02,117.4042
2022-03-03,117.4042
2022-03-04,117.4042
2022-03-05,117.4042
2022-03-06,117.4042
2022-03-07,117.4042
2022-03-08,117.4042
2022-03-09,117.4042
2022-03-10,117.4042
2022-03-11,117.4042
2022-03-12,117.4042
2022-03-13,117.4042
2022-03-14,117.4042
2022-03-15,117.4042
2022-03-16,117.4042
2022-03-17,117.4042
2022-03-18,117.4042
2022-03-19,117.4042
2022-03-20,117.4042
2022-03-21,117.4042
2022-03-22,117.4042
2022-03-23,117.4042
2022-03-24,117.4042
2022-03-25,117.4042
2022-03-26,117.4042
2022-03-27,117.4042
2022-03-28,117.4042
2022-03-29,117.4042
2022-03-30,117.4042
2022-03-31,117.4042
2022-04-01,117.4042
2022-04-02,117.4042
2022-04-03,117.4042
2022-04-04,117.4042
2022-04-05,117.4042
2022-04-06,117.4042
2022-04-07,117.4042
2022-04-08,117.4042
2022-04-09,117.4042
2022-04-10,117.4042
2022-04-11,117.4042
2022-04-12,117.4042
2022-04-13,117.4042
2022-04-14,117.4042
2022-04-15,117.4042
2022-04-16,117.4042
2022-04-17,117.4042
2022-04-18,117.4042
2022-04-19,117.4042
2022-04-20,117.4042
2022-04-21,117.4042
2022-04-22,117.4042
2022-04-23,117.4042
2022-04-24,117.4042
2022-04-25,117.4042
2022-04-26,117.4042
2022-04-27,117.4042
2022-04-28,117.4042
2022-04-29,117.4042
2022-04-30,90.2145
2022-05-01,90.2145
2022-05-02,90.2145
2022-05-03,90.2145
2022-05-04,90.2145
2022-05-05,90.2145
2022-05-06,90.2145
2022-05-07,90.2145
2022-05-08,90.2145
2022-05-09,90.2145
2022-05-10,90.2145
2022-05-11,90.2145
2022-05-12,90.2145
2022-05-13,90.2145
2022-05-14,90.2145
2022-05-15,90.2145
2022-05-16,90.2145
2022-05-17,90.2145
2022-05-18,90.2145
2022-05-19,90.2145
2022-05-20,90.2145
2022-05-21,90.2145
2022-05-22,90.2145
2022-05-23,90.2145
2022-05-24,90.2145
2022-05-25,90.2145
2022-05-26,90.2145
2022-05-27,90.2145
2022-05-28,90.2145
2022-05-29,90.2145
2022-05-30,90.2145
2022-05-31,90.2145
2022-06-01,90.2145
2022-06-02,90.2145
2022-06-03,90.2145
2022-06-04,90.2145
2022-06-05,90.2145
2022-06-06,90.2145
2022-06-07,90.2145
2022-06-08,90.2145
2022-06-09,90.2145
2022-06-10,90.2145
2022-06-11,90.2145
2022-06-12,90.2145
2022-06-13,90.2145
2022-06-14,90.2145
2022-06-15,90.2145
2022-06-16,90.2145
2022-06-17,90.2145
2022-06-18,90.2145
2022-06-19,90.2145
2022-06-20,90.2145
2022-06-21,90.2145
2022-06-22,90.2145
2022-06-23,90.2145
2022-06-24,90.2145
2022-06-25,90.2145
2022-06-26,90.2145
2022-06-27,90.2145
2022-06-28,90.2145
2022-06-29,90.2145
2022-06-30,90.2145
2022-07-01,90.2145
2022-07-02,90.2145
2022-07-03,90.2145
2022-07-04,90.2145
2022-07-05,90.2145
2022-07-06,90.2145
2022-07-07,90.2145
2022-07-08,90.2145
2022-07-09,90.2145
2022-07-10,90.2145
2022-07-11,90.2145
2022-07-12,90.2145
2022-07-13,90.2145
2022-07-14,90.2145
2022-07-15,90.2145
2022-07-16,90.2145
2022-07-17,90.2145
2022-07-18,90.2145
2022-07-19,90.2145
2022-07-20,90.2145
2022-07-21,90.2145
2022-07-22,90.2145
2022-07-23,90.2145
2022-07-24,90.2145
2022-07-25,90.2145
2022-07-26,90.2145
2022-07-27,90.2145
2022-07-28,90.2145
2022-07-29,90.2145
2022-07-30,70.6107
2022-07-31,70.6107
2022-08-01,70.6107
2022-08-02,70.6107
2022-08-03,70.6107
2022-08-04,70.6107
2022-08-05,70.6107
2022-08-06,70.6107
2022-08-07,70.6107
2022-08-08,70.6107
2022-08-09,70.6107
2022-08-10,70.6107
2022-08-11,70.6107
2022-08-12,70.6107
2022-08-13,70.6107
2022-08-14,70.6107
2022-08-15,70.6107
2022-08-16,70.6107
2022-08-17,70.6107
2022-08-18,70.6107
2022-08-19,70.6107
2022-08-20,70.6107
2022-08-21,70.6107
2022-08-22,70.6107
2022-08-23,70.6107
2022-08-24,70.6107
2022-08-25,70.6107
2022-08-26,70.6107
2022-08-27,70.6107
2022-08-28,70.6107
2022-08-29,70.6107
2022-08-30,70.6107
2022-08-31,70.6107
2022-09-01,70.6107
2022-09-02,70.6107
2022-09-03,70.6107
2022-09-04,70.6107
2022-09-05,70.6107
2022-09-06,70.6107
2022-09-07,70.6107
2022-09-08,70.6107
2022-09-09,70.6107
2022-09-10,70.6107
2022-09-11,70.6107
2022-09-12,70.6107
2022-09-13,70.6107
2022-09-14,70.6107
2022-09-15,70.6107
2022-09-16,70.6107
2022-09-17,70.6107
2022-09-18,70.6107
2022-09-19,70.6107
2022-09-20,70.6107
2022-09-21,70.6107
2022-09-22,70.6107
2022-09-23,70.6107
2022-09-24,70.6107
2022-09-25,70.6107
2022-09-26,70.6107
2022-09-27,70.6107
2022-09-28,70.6107
2022-09-29,70.6107
2022-09-30,70.6107
2022-10-01,70.6107
2022-10-02,70.6107
2022-10-03,70.6107
2022-10-04,70.6107
2022-10-05,70.6107
2022-10-06,70.6107
2022-10-07,70.6107
2022-10-08,70.6107
2022-10-09,70.6107
2022-10-10,70.6107
2022-10-11,70.6107
2022-10-12,70.6107
2022-10-13,70.6107
2022-10-14,70.6107
2022-10-15,70.6107
2022-10-16,70.6107
2022-10-17,70.6107
2022-10-18,70.6107
2022-10-19,70.6107
2022-10-20,70.6107
2022-10-21,70.6107
2022-10-22,70.6107
2022-10-23,70.6107
2022-10-24,70.6107
2022-10-25,70.6107
2022-10-26,70.6107
2022-10-27,70.6107
2022-10-28,70.6107
2022-10-29,40.6934
2022-10-30,40.6934
2022-10-31,40.6934
2022-11-01,40.6934
2022-11-02,40.6934
2022-11-03,40.6934
2022-11-04,40.6934
2022-11-05,40.6934
2022-11-06,40.6934
2022-11-07,40.6934
2022-11-08,40.6934
2022-11-09,40.6934
2022-11-10,40.6934
2022-11-11,40.6934
2022-11-12,40.6934
2022-11-13,40.6934
2022-11-14,40.6934
2022-11-15,40.6934
2022-11-16,40.6934
2022-11-17,40.6934
2022-11-18,40.6934
2022-11-19,40.6934
2022-11-20,40.6934
2022-11-21,40.6934
2022-11-22,40.6934
2022-11-23,40.6934
2022-11-24,40.6934
2022-11-25,40.6934
2022-11-26,40.6934
2022-11-27,40.6934
2022-11-28,40.6934
2022-11-29,40.6934
2022-11-30,40.6934
2022-12-01,40.6934
2022-12-02,40.6934
2022-12-03,40.6934
2022-12-04,40.6934
2022-12-05,40.6934
2022-12-06,40.6934
2022-12-07,40.6934
2022-12-08,40.6934
2022-12-09,40.6934
2022-12-10,40.6934
2022-12-11,40.6934
2022-12-12,40.6934
2022-12-13,40.6934
2022-12-14,40.6934
2022-12-15,40.6934
2022-12-16,40.6934
2022-12-17,40.6934
2022-12-18,40.6934
2022-12-19,40.6934
2022-12-20,40.6934
2022-12-21,40.6934
2022-12-22,40.6934
2022-12-23,40.6934
2022-12-24,40.6934
2022-12-25,40.6934
2022-12-26,40.6934
2022-12-27,40.6934
2022-12-28,40.6934
2022-12-29,40.6934
2022-12-30,40.6934
2022-12-31,40.6934
2023-01-01,40.6934
2023-01-02,40.6934
2023-01-03,40.6934
2023-01-04,40.6934
2023-01-05,40.6934
2023-01-06,40.6934
2023-01-07,40.6934
2023-01-08,40.6934
2023-01-09,40.6934
2023-01-10,40.6934
2023-01-11,40.6934
2023-01-12,40.6934
2023-01-13,40.6934
2023-01-14,40.6934
2023-01-15,40.6934
2023-01-16,40.6934
2023-01-17,40.6934
2023-01-18,40.6934
2023-01-19,40.6934
2023-01-20,40.6934
2023-01-21,40.6934
2023-01-22,40.6934
2023-01-23,40.6934
2023-01-24,40.6934
2023-01-25,40.6934
2023-01-26,40.6934
2023-01-27,40.6934
2023-01-28,-0.5923
2023-01-29,-0.5923
2023-01-30,-0.5923
2023-01-31,-0.5923
2023-02-01,-0.5923
2023-02-02,-0.5923
2023-02-03,-0.5923
2023-02-04,-0.5923
2023-02-05,-0.5923
2023-02-06,-0.5923
2023-02-07,-0.5923
2023-02-08,-0.5923
