,PAR US Equity
2022-12-17,-17.9511
2022-12-18,-17.9511
2022-12-19,-17.9511
2022-12-20,-17.9511
2022-12-21,-17.9511
2022-12-22,-17.9511
2022-12-23,-17.9511
2022-12-24,-17.9511
2022-12-25,-17.9511
2022-12-26,-17.9511
2022-12-27,-17.9511
2022-12-28,-17.9511
2022-12-29,-17.9511
2022-12-30,-17.9511
2022-12-31,-15.7626
2023-01-01,-15.7626
2023-01-02,-15.7626
2023-01-03,-15.7626
2023-01-04,-15.7626
2023-01-05,-15.7626
2023-01-06,-15.7626
2023-01-07,-15.7626
2023-01-08,-15.7626
2023-01-09,-15.7626
2023-01-10,-15.7626
2023-01-11,-15.7626
2023-01-12,-15.7626
2023-01-13,-15.7626
2023-01-14,-15.7626
2023-01-15,-15.7626
2023-01-16,-15.7626
2023-01-17,-15.7626
2023-01-18,-15.7626
2023-01-19,-15.7626
2023-01-20,-15.7626
2023-01-21,-15.7626
2023-01-22,-15.7626
2023-01-23,-15.7626
2023-01-24,-15.7626
2023-01-25,-15.7626
2023-01-26,-15.7626
2023-01-27,-15.7626
2023-01-28,-15.7626
2023-01-29,-15.7626
2023-01-30,-15.7626
2023-01-31,-15.7626
2023-02-01,-15.7626
2023-02-02,-15.7626
2023-02-03,-15.7626
2023-02-04,-15.7626
2023-02-05,-15.7626
2023-02-06,-15.7626
2023-02-07,-15.7626
2023-02-08,-15.7626
2023-02-09,-15.7626
2023-02-10,-15.7626
2023-02-11,-15.7626
2023-02-12,-15.7626
2023-02-13,-15.7626
2023-02-14,-15.7626
2023-02-15,-15.7626
2023-02-16,-15.7626
2023-02-17,-15.7626
2023-02-18,-15.7626
2023-02-19,-15.7626
2023-02-20,-15.7626
2023-02-21,-15.7626
2023-02-22,-15.7626
2023-02-23,-15.7626
2023-02-24,-15.7626
2023-02-25,-15.7626
2023-02-26,-15.7626
2023-02-27,-15.7626
2023-02-28,-15.7626
2023-03-01,-15.7626
2023-03-02,-15.7626
2023-03-03,-15.7626
2023-03-04,-15.7626
2023-03-05,-15.7626
2023-03-06,-15.7626
2023-03-07,-15.7626
2023-03-08,-15.7626
2023-03-09,-15.7626
2023-03-10,-15.7626
2023-03-11,-15.7626
2023-03-12,-15.7626
2023-03-13,-15.7626
2023-03-14,-15.7626
2023-03-15,-15.7626
2023-03-16,-15.7626
2023-03-17,-15.7626
2023-03-18,-15.7626
2023-03-19,-15.7626
2023-03-20,-15.7626
2023-03-21,-15.7626
2023-03-22,-15.7626
2023-03-23,-15.7626
2023-03-24,-15.7626
2023-03-25,-15.7626
2023-03-26,-15.7626
2023-03-27,-15.7626
2023-03-28,-15.7626
2023-03-29,-15.7626
2023-03-30,-15.7626
2023-03-31,-18.0396
2023-04-01,-18.0396
2023-04-02,-18.0396
2023-04-03,-18.0396
2023-04-04,-18.0396
2023-04-05,-18.0396
2023-04-06,-18.0396
2023-04-07,-18.0396
2023-04-08,-18.0396
2023-04-09,-18.0396
2023-04-10,-18.0396
2023-04-11,-18.0396
2023-04-12,-18.0396
2023-04-13,-18.0396
2023-04-14,-18.0396
2023-04-15,-18.0396
2023-04-16,-18.0396
2023-04-17,-18.0396
2023-04-18,-18.0396
2023-04-19,-18.0396
2023-04-20,-18.0396
2023-04-21,-18.0396
2023-04-22,-18.0396
2023-04-23,-18.0396
2023-04-24,-18.0396
2023-04-25,-18.0396
2023-04-26,-18.0396
2023-04-27,-18.0396
2023-04-28,-18.0396
2023-04-29,-18.0396
2023-04-30,-18.0396
2023-05-01,-18.0396
2023-05-02,-18.0396
2023-05-03,-18.0396
2023-05-04,-18.0396
2023-05-05,-18.0396
2023-05-06,-18.0396
2023-05-07,-18.0396
2023-05-08,-18.0396
2023-05-09,-18.0396
2023-05-10,-18.0396
2023-05-11,-18.0396
2023-05-12,-18.0396
2023-05-13,-18.0396
2023-05-14,-18.0396
2023-05-15,-18.0396
2023-05-16,-18.0396
2023-05-17,-18.0396
2023-05-18,-18.0396
2023-05-19,-18.0396
2023-05-20,-18.0396
2023-05-21,-18.0396
2023-05-22,-18.0396
2023-05-23,-18.0396
2023-05-24,-18.0396
2023-05-25,-18.0396
2023-05-26,-18.0396
2023-05-27,-18.0396
2023-05-28,-18.0396
2023-05-29,-18.0396
2023-05-30,-18.0396
2023-05-31,-18.0396
2023-06-01,-18.0396
2023-06-02,-18.0396
2023-06-03,-18.0396
2023-06-04,-18.0396
2023-06-05,-18.0396
2023-06-06,-18.0396
2023-06-07,-18.0396
2023-06-08,-18.0396
2023-06-09,-18.0396
2023-06-10,-18.0396
2023-06-11,-18.0396
2023-06-12,-18.0396
2023-06-13,-18.0396
2023-06-14,-18.0396
2023-06-15,-18.0396
2023-06-16,-18.0396
2023-06-17,-18.0396
2023-06-18,-18.0396
2023-06-19,-18.0396
2023-06-20,-18.0396
2023-06-21,-18.0396
2023-06-22,-18.0396
2023-06-23,-18.0396
2023-06-24,-18.0396
2023-06-25,-18.0396
2023-06-26,-18.0396
2023-06-27,-18.0396
2023-06-28,-18.0396
2023-06-29,-18.0396
2023-06-30,-19.0935
2023-07-01,-19.0935
2023-07-02,-19.0935
2023-07-03,-19.0935
2023-07-04,-19.0935
2023-07-05,-19.0935
2023-07-06,-19.0935
2023-07-07,-19.0935
2023-07-08,-19.0935
2023-07-09,-19.0935
2023-07-10,-19.0935
2023-07-11,-19.0935
2023-07-12,-19.0935
2023-07-13,-19.0935
2023-07-14,-19.0935
2023-07-15,-19.0935
2023-07-16,-19.0935
2023-07-17,-19.0935
2023-07-18,-19.0935
2023-07-19,-19.0935
2023-07-20,-19.0935
2023-07-21,-19.0935
2023-07-22,-19.0935
2023-07-23,-19.0935
2023-07-24,-19.0935
2023-07-25,-19.0935
2023-07-26,-19.0935
2023-07-27,-19.0935
2023-07-28,-19.0935
2023-07-29,-19.0935
2023-07-30,-19.0935
2023-07-31,-19.0935
2023-08-01,-19.0935
2023-08-02,-19.0935
2023-08-03,-19.0935
2023-08-04,-19.0935
2023-08-05,-19.0935
2023-08-06,-19.0935
2023-08-07,-19.0935
2023-08-08,-19.0935
2023-08-09,-19.0935
2023-08-10,-19.0935
2023-08-11,-19.0935
2023-08-12,-19.0935
2023-08-13,-19.0935
2023-08-14,-19.0935
2023-08-15,-19.0935
2023-08-16,-19.0935
2023-08-17,-19.0935
2023-08-18,-19.0935
2023-08-19,-19.0935
2023-08-20,-19.0935
2023-08-21,-19.0935
2023-08-22,-19.0935
2023-08-23,-19.0935
2023-08-24,-19.0935
2023-08-25,-19.0935
2023-08-26,-19.0935
2023-08-27,-19.0935
2023-08-28,-19.0935
2023-08-29,-19.0935
2023-08-30,-19.0935
2023-08-31,-19.0935
2023-09-01,-19.0935
2023-09-02,-19.0935
2023-09-03,-19.0935
2023-09-04,-19.0935
2023-09-05,-19.0935
2023-09-06,-19.0935
2023-09-07,-19.0935
2023-09-08,-19.0935
2023-09-09,-19.0935
2023-09-10,-19.0935
2023-09-11,-19.0935
2023-09-12,-19.0935
2023-09-13,-19.0935
2023-09-14,-19.0935
2023-09-15,-19.0935
2023-09-16,-19.0935
2023-09-17,-19.0935
2023-09-18,-19.0935
2023-09-19,-19.0935
2023-09-20,-19.0935
2023-09-21,-19.0935
2023-09-22,-19.0935
2023-09-23,-19.0935
2023-09-24,-19.0935
2023-09-25,-19.0935
2023-09-26,-19.0935
2023-09-27,-19.0935
2023-09-28,-19.0935
2023-09-29,-19.0935
2023-09-30,-18.0502
2023-10-01,-18.0502
2023-10-02,-18.0502
2023-10-03,-18.0502
2023-10-04,-18.0502
2023-10-05,-18.0502
2023-10-06,-18.0502
2023-10-07,-18.0502
2023-10-08,-18.0502
2023-10-09,-18.0502
2023-10-10,-18.0502
2023-10-11,-18.0502
2023-10-12,-18.0502
2023-10-13,-18.0502
2023-10-14,-18.0502
2023-10-15,-18.0502
2023-10-16,-18.0502
2023-10-17,-18.0502
2023-10-18,-18.0502
2023-10-19,-18.0502
2023-10-20,-18.0502
2023-10-21,-18.0502
2023-10-22,-18.0502
2023-10-23,-18.0502
2023-10-24,-18.0502
2023-10-25,-18.0502
2023-10-26,-18.0502
2023-10-27,-18.0502
2023-10-28,-18.0502
2023-10-29,-18.0502
2023-10-30,-18.0502
2023-10-31,-18.0502
2023-11-01,-18.0502
2023-11-02,-18.0502
2023-11-03,-18.0502
2023-11-04,-18.0502
2023-11-05,-18.0502
2023-11-06,-18.0502
2023-11-07,-18.0502
2023-11-08,-18.0502
2023-11-09,-18.0502
2023-11-10,-18.0502
2023-11-11,-18.0502
2023-11-12,-18.0502
2023-11-13,-18.0502
2023-11-14,-18.0502
2023-11-15,-18.0502
2023-11-16,-18.0502
2023-11-17,-18.0502
2023-11-18,-18.0502
2023-11-19,-18.0502
2023-11-20,-18.0502
2023-11-21,-18.0502
2023-11-22,-18.0502
2023-11-23,-18.0502
2023-11-24,-18.0502
2023-11-25,-18.0502
2023-11-26,-18.0502
2023-11-27,-18.0502
2023-11-28,-18.0502
2023-11-29,-18.0502
2023-11-30,-18.0502
2023-12-01,-18.0502
2023-12-02,-18.0502
2023-12-03,-18.0502
2023-12-04,-18.0502
2023-12-05,-18.0502
2023-12-06,-18.0502
2023-12-07,-18.0502
2023-12-08,-18.0502
2023-12-09,-18.0502
2023-12-10,-18.0502
2023-12-11,-18.0502
2023-12-12,-18.0502
2023-12-13,-18.0502
2023-12-14,-18.0502
2023-12-15,-18.0502
2023-12-16,-18.0502
2023-12-17,-18.0502
2023-12-18,-18.0502
2023-12-19,-18.0502
2023-12-20,-18.0502
2023-12-21,-18.0502
2023-12-22,-18.0502
2023-12-23,-18.0502
2023-12-24,-18.0502
2023-12-25,-18.0502
2023-12-26,-18.0502
2023-12-27,-18.0502
2023-12-28,-18.0502
2023-12-29,-18.0502
2023-12-30,-18.0502
2023-12-31,-19.6967
2024-01-01,-19.6967
2024-01-02,-19.6967
2024-01-03,-19.6967
2024-01-04,-19.6967
2024-01-05,-19.6967
2024-01-06,-19.6967
2024-01-07,-19.6967
2024-01-08,-19.6967
2024-01-09,-19.6967
2024-01-10,-19.6967
2024-01-11,-19.6967
2024-01-12,-19.6967
2024-01-13,-19.6967
2024-01-14,-19.6967
2024-01-15,-19.6967
2024-01-16,-19.6967
2024-01-17,-19.6967
2024-01-18,-19.6967
2024-01-19,-19.6967
2024-01-20,-19.6967
2024-01-21,-19.6967
2024-01-22,-19.6967
2024-01-23,-19.6967
2024-01-24,-19.6967
2024-01-25,-19.6967
2024-01-26,-19.6967
2024-01-27,-19.6967
2024-01-28,-19.6967
2024-01-29,-19.6967
2024-01-30,-19.6967
2024-01-31,-19.6967
2024-02-01,-19.6967
2024-02-02,-19.6967
2024-02-03,-19.6967
2024-02-04,-19.6967
2024-02-05,-19.6967
2024-02-06,-19.6967
2024-02-07,-19.6967
2024-02-08,-19.6967
2024-02-09,-19.6967
2024-02-10,-19.6967
2024-02-11,-19.6967
2024-02-12,-19.6967
2024-02-13,-19.6967
2024-02-14,-19.6967
2024-02-15,-19.6967
2024-02-16,-19.6967
2024-02-17,-19.6967
2024-02-18,-19.6967
2024-02-19,-19.6967
2024-02-20,-19.6967
2024-02-21,-19.6967
2024-02-22,-19.6967
2024-02-23,-19.6967
2024-02-24,-19.6967
2024-02-25,-19.6967
2024-02-26,-19.6967
2024-02-27,-19.6967
2024-02-28,-19.6967
2024-02-29,-19.6967
2024-03-01,-19.6967
2024-03-02,-19.6967
2024-03-03,-19.6967
2024-03-04,-19.6967
2024-03-05,-19.6967
2024-03-06,-19.6967
2024-03-07,-19.6967
2024-03-08,-19.6967
2024-03-09,-19.6967
2024-03-10,-19.6967
2024-03-11,-19.6967
2024-03-12,-19.6967
2024-03-13,-19.6967
2024-03-14,-19.6967
2024-03-15,-19.6967
2024-03-16,-19.6967
2024-03-17,-19.6967
2024-03-18,-19.6967
2024-03-19,-19.6967
2024-03-20,-19.6967
2024-03-21,-19.6967
2024-03-22,-19.6967
2024-03-23,-19.6967
2024-03-24,-19.6967
2024-03-25,-19.6967
2024-03-26,-19.6967
2024-03-27,-19.6967
2024-03-28,-19.6967
2024-03-29,-19.6967
2024-03-30,-19.6967
2024-03-31,-19.6967
2024-04-01,-19.6967
2024-04-02,-19.6967
2024-04-03,-19.6967
2024-04-04,-19.6967
2024-04-05,-19.6967
2024-04-06,-19.6967
2024-04-07,-19.6967
2024-04-08,-19.6967
