,CE US Equity
2020-08-27,23.5844
2020-08-28,23.5844
2020-08-29,23.5844
2020-08-30,23.5844
2020-08-31,23.5844
2020-09-01,23.5844
2020-09-02,23.5844
2020-09-03,23.5844
2020-09-04,23.5844
2020-09-05,23.5844
2020-09-06,23.5844
2020-09-07,23.5844
2020-09-08,23.5844
2020-09-09,23.5844
2020-09-10,23.5844
2020-09-11,23.5844
2020-09-12,23.5844
2020-09-13,23.5844
2020-09-14,23.5844
2020-09-15,23.5844
2020-09-16,23.5844
2020-09-17,23.5844
2020-09-18,23.5844
2020-09-19,23.5844
2020-09-20,23.5844
2020-09-21,23.5844
2020-09-22,23.5844
2020-09-23,23.5844
2020-09-24,23.5844
2020-09-25,23.5844
2020-09-26,23.5844
2020-09-27,23.5844
2020-09-28,23.5844
2020-09-29,23.5844
2020-09-30,21.8839
2020-10-01,21.8839
2020-10-02,21.8839
2020-10-03,21.8839
2020-10-04,21.8839
2020-10-05,21.8839
2020-10-06,21.8839
2020-10-07,21.8839
2020-10-08,21.8839
2020-10-09,21.8839
2020-10-10,21.8839
2020-10-11,21.8839
2020-10-12,21.8839
2020-10-13,21.8839
2020-10-14,21.8839
2020-10-15,21.8839
2020-10-16,21.8839
2020-10-17,21.8839
2020-10-18,21.8839
2020-10-19,21.8839
2020-10-20,21.8839
2020-10-21,21.8839
2020-10-22,21.8839
2020-10-23,21.8839
2020-10-24,21.8839
2020-10-25,21.8839
2020-10-26,21.8839
2020-10-27,21.8839
2020-10-28,21.8839
2020-10-29,21.8839
2020-10-30,21.8839
2020-10-31,21.8839
2020-11-01,21.8839
2020-11-02,21.8839
2020-11-03,21.8839
2020-11-04,21.8839
2020-11-05,21.8839
2020-11-06,21.8839
2020-11-07,21.8839
2020-11-08,21.8839
2020-11-09,21.8839
2020-11-10,21.8839
2020-11-11,21.8839
2020-11-12,21.8839
2020-11-13,21.8839
2020-11-14,21.8839
2020-11-15,21.8839
2020-11-16,21.8839
2020-11-17,21.8839
2020-11-18,21.8839
2020-11-19,21.8839
2020-11-20,21.8839
2020-11-21,21.8839
2020-11-22,21.8839
2020-11-23,21.8839
2020-11-24,21.8839
2020-11-25,21.8839
2020-11-26,21.8839
2020-11-27,21.8839
2020-11-28,21.8839
2020-11-29,21.8839
2020-11-30,21.8839
2020-12-01,21.8839
2020-12-02,21.8839
2020-12-03,21.8839
2020-12-04,21.8839
2020-12-05,21.8839
2020-12-06,21.8839
2020-12-07,21.8839
2020-12-08,21.8839
2020-12-09,21.8839
2020-12-10,21.8839
2020-12-11,21.8839
2020-12-12,21.8839
2020-12-13,21.8839
2020-12-14,21.8839
2020-12-15,21.8839
2020-12-16,21.8839
2020-12-17,21.8839
2020-12-18,21.8839
2020-12-19,21.8839
2020-12-20,21.8839
2020-12-21,21.8839
2020-12-22,21.8839
2020-12-23,21.8839
2020-12-24,21.8839
2020-12-25,21.8839
2020-12-26,21.8839
2020-12-27,21.8839
2020-12-28,21.8839
2020-12-29,21.8839
2020-12-30,21.8839
2020-12-31,65.8047
2021-01-01,65.8047
2021-01-02,65.8047
2021-01-03,65.8047
2021-01-04,65.8047
2021-01-05,65.8047
2021-01-06,65.8047
2021-01-07,65.8047
2021-01-08,65.8047
2021-01-09,65.8047
2021-01-10,65.8047
2021-01-11,65.8047
2021-01-12,65.8047
2021-01-13,65.8047
2021-01-14,65.8047
2021-01-15,65.8047
2021-01-16,65.8047
2021-01-17,65.8047
2021-01-18,65.8047
2021-01-19,65.8047
2021-01-20,65.8047
2021-01-21,65.8047
2021-01-22,65.8047
2021-01-23,65.8047
2021-01-24,65.8047
2021-01-25,65.8047
2021-01-26,65.8047
2021-01-27,65.8047
2021-01-28,65.8047
2021-01-29,65.8047
2021-01-30,65.8047
2021-01-31,65.8047
2021-02-01,65.8047
2021-02-02,65.8047
2021-02-03,65.8047
2021-02-04,65.8047
2021-02-05,65.8047
2021-02-06,65.8047
2021-02-07,65.8047
2021-02-08,65.8047
2021-02-09,65.8047
2021-02-10,65.8047
2021-02-11,65.8047
2021-02-12,65.8047
2021-02-13,65.8047
2021-02-14,65.8047
2021-02-15,65.8047
2021-02-16,65.8047
2021-02-17,65.8047
2021-02-18,65.8047
2021-02-19,65.8047
2021-02-20,65.8047
2021-02-21,65.8047
2021-02-22,65.8047
2021-02-23,65.8047
2021-02-24,65.8047
2021-02-25,65.8047
2021-02-26,65.8047
2021-02-27,65.8047
2021-02-28,65.8047
2021-03-01,65.8047
2021-03-02,65.8047
2021-03-03,65.8047
2021-03-04,65.8047
2021-03-05,65.8047
2021-03-06,65.8047
2021-03-07,65.8047
2021-03-08,65.8047
2021-03-09,65.8047
2021-03-10,65.8047
2021-03-11,65.8047
2021-03-12,65.8047
2021-03-13,65.8047
2021-03-14,65.8047
2021-03-15,65.8047
2021-03-16,65.8047
2021-03-17,65.8047
2021-03-18,65.8047
2021-03-19,65.8047
2021-03-20,65.8047
2021-03-21,65.8047
2021-03-22,65.8047
2021-03-23,65.8047
2021-03-24,65.8047
2021-03-25,65.8047
2021-03-26,65.8047
2021-03-27,65.8047
2021-03-28,65.8047
2021-03-29,65.8047
2021-03-30,65.8047
2021-03-31,69.7496
2021-04-01,69.7496
2021-04-02,69.7496
2021-04-03,69.7496
2021-04-04,69.7496
2021-04-05,69.7496
2021-04-06,69.7496
2021-04-07,69.7496
2021-04-08,69.7496
2021-04-09,69.7496
2021-04-10,69.7496
2021-04-11,69.7496
2021-04-12,69.7496
2021-04-13,69.7496
2021-04-14,69.7496
2021-04-15,69.7496
2021-04-16,69.7496
2021-04-17,69.7496
2021-04-18,69.7496
2021-04-19,69.7496
2021-04-20,69.7496
2021-04-21,69.7496
2021-04-22,69.7496
2021-04-23,69.7496
2021-04-24,69.7496
2021-04-25,69.7496
2021-04-26,69.7496
2021-04-27,69.7496
2021-04-28,69.7496
2021-04-29,69.7496
2021-04-30,69.7496
2021-05-01,69.7496
2021-05-02,69.7496
2021-05-03,69.7496
2021-05-04,69.7496
2021-05-05,69.7496
2021-05-06,69.7496
2021-05-07,69.7496
2021-05-08,69.7496
2021-05-09,69.7496
2021-05-10,69.7496
2021-05-11,69.7496
2021-05-12,69.7496
2021-05-13,69.7496
2021-05-14,69.7496
2021-05-15,69.7496
2021-05-16,69.7496
2021-05-17,69.7496
2021-05-18,69.7496
2021-05-19,69.7496
2021-05-20,69.7496
2021-05-21,69.7496
2021-05-22,69.7496
2021-05-23,69.7496
2021-05-24,69.7496
2021-05-25,69.7496
2021-05-26,69.7496
2021-05-27,69.7496
2021-05-28,69.7496
2021-05-29,69.7496
2021-05-30,69.7496
2021-05-31,69.7496
2021-06-01,69.7496
2021-06-02,69.7496
2021-06-03,69.7496
2021-06-04,69.7496
2021-06-05,69.7496
2021-06-06,69.7496
2021-06-07,69.7496
2021-06-08,69.7496
2021-06-09,69.7496
2021-06-10,69.7496
2021-06-11,69.7496
2021-06-12,69.7496
2021-06-13,69.7496
2021-06-14,69.7496
2021-06-15,69.7496
2021-06-16,69.7496
2021-06-17,69.7496
2021-06-18,69.7496
2021-06-19,69.7496
2021-06-20,69.7496
2021-06-21,69.7496
2021-06-22,69.7496
2021-06-23,69.7496
2021-06-24,69.7496
2021-06-25,69.7496
2021-06-26,69.7496
2021-06-27,69.7496
2021-06-28,69.7496
2021-06-29,69.7496
2021-06-30,80.1909
2021-07-01,80.1909
2021-07-02,80.1909
2021-07-03,80.1909
2021-07-04,80.1909
2021-07-05,80.1909
2021-07-06,80.1909
2021-07-07,80.1909
2021-07-08,80.1909
2021-07-09,80.1909
2021-07-10,80.1909
2021-07-11,80.1909
2021-07-12,80.1909
2021-07-13,80.1909
2021-07-14,80.1909
2021-07-15,80.1909
2021-07-16,80.1909
2021-07-17,80.1909
2021-07-18,80.1909
2021-07-19,80.1909
2021-07-20,80.1909
2021-07-21,80.1909
2021-07-22,80.1909
2021-07-23,80.1909
2021-07-24,80.1909
2021-07-25,80.1909
2021-07-26,80.1909
2021-07-27,80.1909
2021-07-28,80.1909
2021-07-29,80.1909
2021-07-30,80.1909
2021-07-31,80.1909
2021-08-01,80.1909
2021-08-02,80.1909
2021-08-03,80.1909
2021-08-04,80.1909
2021-08-05,80.1909
2021-08-06,80.1909
2021-08-07,80.1909
2021-08-08,80.1909
2021-08-09,80.1909
2021-08-10,80.1909
2021-08-11,80.1909
2021-08-12,80.1909
2021-08-13,80.1909
2021-08-14,80.1909
2021-08-15,80.1909
2021-08-16,80.1909
2021-08-17,80.1909
2021-08-18,80.1909
2021-08-19,80.1909
2021-08-20,80.1909
2021-08-21,80.1909
2021-08-22,80.1909
2021-08-23,80.1909
2021-08-24,80.1909
2021-08-25,80.1909
2021-08-26,80.1909
2021-08-27,80.1909
2021-08-28,80.1909
2021-08-29,80.1909
2021-08-30,80.1909
2021-08-31,80.1909
2021-09-01,80.1909
2021-09-02,80.1909
2021-09-03,80.1909
2021-09-04,80.1909
2021-09-05,80.1909
2021-09-06,80.1909
2021-09-07,80.1909
2021-09-08,80.1909
2021-09-09,80.1909
2021-09-10,80.1909
2021-09-11,80.1909
2021-09-12,80.1909
2021-09-13,80.1909
2021-09-14,80.1909
2021-09-15,80.1909
2021-09-16,80.1909
2021-09-17,80.1909
2021-09-18,80.1909
2021-09-19,80.1909
2021-09-20,80.1909
2021-09-21,80.1909
2021-09-22,80.1909
2021-09-23,80.1909
2021-09-24,80.1909
2021-09-25,80.1909
2021-09-26,80.1909
2021-09-27,80.1909
2021-09-28,80.1909
2021-09-29,80.1909
2021-09-30,87.7237
2021-10-01,87.7237
2021-10-02,87.7237
2021-10-03,87.7237
2021-10-04,87.7237
2021-10-05,87.7237
2021-10-06,87.7237
2021-10-07,87.7237
2021-10-08,87.7237
2021-10-09,87.7237
2021-10-10,87.7237
2021-10-11,87.7237
2021-10-12,87.7237
2021-10-13,87.7237
2021-10-14,87.7237
2021-10-15,87.7237
2021-10-16,87.7237
2021-10-17,87.7237
2021-10-18,87.7237
2021-10-19,87.7237
2021-10-20,87.7237
2021-10-21,87.7237
2021-10-22,87.7237
2021-10-23,87.7237
2021-10-24,87.7237
2021-10-25,87.7237
2021-10-26,87.7237
2021-10-27,87.7237
2021-10-28,87.7237
2021-10-29,87.7237
2021-10-30,87.7237
2021-10-31,87.7237
2021-11-01,87.7237
2021-11-02,87.7237
2021-11-03,87.7237
2021-11-04,87.7237
2021-11-05,87.7237
2021-11-06,87.7237
2021-11-07,87.7237
2021-11-08,87.7237
2021-11-09,87.7237
2021-11-10,87.7237
2021-11-11,87.7237
2021-11-12,87.7237
2021-11-13,87.7237
2021-11-14,87.7237
2021-11-15,87.7237
2021-11-16,87.7237
2021-11-17,87.7237
2021-11-18,87.7237
2021-11-19,87.7237
2021-11-20,87.7237
2021-11-21,87.7237
2021-11-22,87.7237
2021-11-23,87.7237
2021-11-24,87.7237
2021-11-25,87.7237
2021-11-26,87.7237
2021-11-27,87.7237
2021-11-28,87.7237
2021-11-29,87.7237
2021-11-30,87.7237
2021-12-01,87.7237
2021-12-02,87.7237
2021-12-03,87.7237
2021-12-04,87.7237
2021-12-05,87.7237
2021-12-06,87.7237
2021-12-07,87.7237
2021-12-08,87.7237
2021-12-09,87.7237
2021-12-10,87.7237
2021-12-11,87.7237
2021-12-12,87.7237
2021-12-13,87.7237
2021-12-14,87.7237
2021-12-15,87.7237
2021-12-16,87.7237
2021-12-17,87.7237
2021-12-18,87.7237
2021-12-19,87.7237
2021-12-20,87.7237
2021-12-21,87.7237
2021-12-22,87.7237
2021-12-23,87.7237
2021-12-24,87.7237
2021-12-25,87.7237
2021-12-26,87.7237
2021-12-27,87.7237
2021-12-28,87.7237
2021-12-29,87.7237
2021-12-30,87.7237
2021-12-31,48.9955
2022-01-01,48.9955
2022-01-02,48.9955
2022-01-03,48.9955
2022-01-04,48.9955
2022-01-05,48.9955
2022-01-06,48.9955
2022-01-07,48.9955
2022-01-08,48.9955
2022-01-09,48.9955
2022-01-10,48.9955
2022-01-11,48.9955
2022-01-12,48.9955
2022-01-13,48.9955
2022-01-14,48.9955
2022-01-15,48.9955
2022-01-16,48.9955
2022-01-17,48.9955
2022-01-18,48.9955
2022-01-19,48.9955
2022-01-20,48.9955
2022-01-21,48.9955
2022-01-22,48.9955
2022-01-23,48.9955
2022-01-24,48.9955
2022-01-25,48.9955
2022-01-26,48.9955
2022-01-27,48.9955
2022-01-28,48.9955
2022-01-29,48.9955
2022-01-30,48.9955
2022-01-31,48.9955
2022-02-01,48.9955
2022-02-02,48.9955
2022-02-03,48.9955
2022-02-04,48.9955
2022-02-05,48.9955
2022-02-06,48.9955
2022-02-07,48.9955
2022-02-08,48.9955
2022-02-09,48.9955
2022-02-10,48.9955
2022-02-11,48.9955
2022-02-12,48.9955
2022-02-13,48.9955
2022-02-14,48.9955
2022-02-15,48.9955
2022-02-16,48.9955
2022-02-17,48.9955
2022-02-18,48.9955
2022-02-19,48.9955
2022-02-20,48.9955
2022-02-21,48.9955
2022-02-22,48.9955
2022-02-23,48.9955
2022-02-24,48.9955
2022-02-25,48.9955
2022-02-26,48.9955
2022-02-27,48.9955
2022-02-28,48.9955
2022-03-01,48.9955
2022-03-02,48.9955
2022-03-03,48.9955
2022-03-04,48.9955
2022-03-05,48.9955
2022-03-06,48.9955
2022-03-07,48.9955
2022-03-08,48.9955
2022-03-09,48.9955
2022-03-10,48.9955
2022-03-11,48.9955
2022-03-12,48.9955
2022-03-13,48.9955
2022-03-14,48.9955
2022-03-15,48.9955
2022-03-16,48.9955
2022-03-17,48.9955
2022-03-18,48.9955
2022-03-19,48.9955
2022-03-20,48.9955
2022-03-21,48.9955
2022-03-22,48.9955
2022-03-23,48.9955
2022-03-24,48.9955
2022-03-25,48.9955
2022-03-26,48.9955
2022-03-27,48.9955
2022-03-28,48.9955
2022-03-29,48.9955
2022-03-30,48.9955
2022-03-31,50.8038
2022-04-01,50.8038
2022-04-02,50.8038
2022-04-03,50.8038
2022-04-04,50.8038
2022-04-05,50.8038
2022-04-06,50.8038
2022-04-07,50.8038
2022-04-08,50.8038
2022-04-09,50.8038
2022-04-10,50.8038
2022-04-11,50.8038
2022-04-12,50.8038
2022-04-13,50.8038
2022-04-14,50.8038
2022-04-15,50.8038
2022-04-16,50.8038
2022-04-17,50.8038
2022-04-18,50.8038
2022-04-19,50.8038
2022-04-20,50.8038
2022-04-21,50.8038
2022-04-22,50.8038
2022-04-23,50.8038
2022-04-24,50.8038
2022-04-25,50.8038
2022-04-26,50.8038
2022-04-27,50.8038
2022-04-28,50.8038
2022-04-29,50.8038
2022-04-30,50.8038
2022-05-01,50.8038
2022-05-02,50.8038
2022-05-03,50.8038
2022-05-04,50.8038
2022-05-05,50.8038
2022-05-06,50.8038
2022-05-07,50.8038
2022-05-08,50.8038
2022-05-09,50.8038
2022-05-10,50.8038
2022-05-11,50.8038
2022-05-12,50.8038
2022-05-13,50.8038
2022-05-14,50.8038
2022-05-15,50.8038
2022-05-16,50.8038
2022-05-17,50.8038
2022-05-18,50.8038
2022-05-19,50.8038
2022-05-20,50.8038
2022-05-21,50.8038
2022-05-22,50.8038
2022-05-23,50.8038
2022-05-24,50.8038
2022-05-25,50.8038
2022-05-26,50.8038
2022-05-27,50.8038
2022-05-28,50.8038
2022-05-29,50.8038
2022-05-30,50.8038
2022-05-31,50.8038
2022-06-01,50.8038
2022-06-02,50.8038
2022-06-03,50.8038
2022-06-04,50.8038
2022-06-05,50.8038
2022-06-06,50.8038
2022-06-07,50.8038
2022-06-08,50.8038
2022-06-09,50.8038
2022-06-10,50.8038
2022-06-11,50.8038
2022-06-12,50.8038
2022-06-13,50.8038
2022-06-14,50.8038
2022-06-15,50.8038
2022-06-16,50.8038
2022-06-17,50.8038
2022-06-18,50.8038
2022-06-19,50.8038
2022-06-20,50.8038
2022-06-21,50.8038
2022-06-22,50.8038
2022-06-23,50.8038
2022-06-24,50.8038
2022-06-25,50.8038
2022-06-26,50.8038
2022-06-27,50.8038
2022-06-28,50.8038
2022-06-29,50.8038
2022-06-30,45.31
2022-07-01,45.31
2022-07-02,45.31
2022-07-03,45.31
2022-07-04,45.31
2022-07-05,45.31
2022-07-06,45.31
2022-07-07,45.31
2022-07-08,45.31
2022-07-09,45.31
2022-07-10,45.31
2022-07-11,45.31
2022-07-12,45.31
2022-07-13,45.31
2022-07-14,45.31
2022-07-15,45.31
2022-07-16,45.31
2022-07-17,45.31
2022-07-18,45.31
2022-07-19,45.31
2022-07-20,45.31
2022-07-21,45.31
2022-07-22,45.31
2022-07-23,45.31
2022-07-24,45.31
2022-07-25,45.31
2022-07-26,45.31
2022-07-27,45.31
2022-07-28,45.31
2022-07-29,45.31
2022-07-30,45.31
2022-07-31,45.31
2022-08-01,45.31
2022-08-02,45.31
2022-08-03,45.31
2022-08-04,45.31
2022-08-05,45.31
2022-08-06,45.31
2022-08-07,45.31
2022-08-08,45.31
2022-08-09,45.31
2022-08-10,45.31
2022-08-11,45.31
2022-08-12,45.31
2022-08-13,45.31
2022-08-14,45.31
2022-08-15,45.31
2022-08-16,45.31
2022-08-17,45.31
2022-08-18,45.31
2022-08-19,45.31
2022-08-20,45.31
2022-08-21,45.31
2022-08-22,45.31
2022-08-23,45.31
2022-08-24,45.31
2022-08-25,45.31
2022-08-26,45.31
2022-08-27,45.31
2022-08-28,45.31
2022-08-29,45.31
2022-08-30,45.31
2022-08-31,45.31
2022-09-01,45.31
2022-09-02,45.31
2022-09-03,45.31
2022-09-04,45.31
2022-09-05,45.31
2022-09-06,45.31
2022-09-07,45.31
2022-09-08,45.31
2022-09-09,45.31
2022-09-10,45.31
2022-09-11,45.31
2022-09-12,45.31
2022-09-13,45.31
2022-09-14,45.31
2022-09-15,45.31
2022-09-16,45.31
2022-09-17,45.31
2022-09-18,45.31
2022-09-19,45.31
2022-09-20,45.31
2022-09-21,45.31
2022-09-22,45.31
2022-09-23,45.31
2022-09-24,45.31
2022-09-25,45.31
2022-09-26,45.31
2022-09-27,45.31
2022-09-28,45.31
2022-09-29,45.31
2022-09-30,37.2308
2022-10-01,37.2308
2022-10-02,37.2308
2022-10-03,37.2308
2022-10-04,37.2308
2022-10-05,37.2308
2022-10-06,37.2308
2022-10-07,37.2308
2022-10-08,37.2308
2022-10-09,37.2308
2022-10-10,37.2308
2022-10-11,37.2308
2022-10-12,37.2308
2022-10-13,37.2308
2022-10-14,37.2308
2022-10-15,37.2308
2022-10-16,37.2308
2022-10-17,37.2308
2022-10-18,37.2308
2022-10-19,37.2308
2022-10-20,37.2308
2022-10-21,37.2308
2022-10-22,37.2308
2022-10-23,37.2308
2022-10-24,37.2308
2022-10-25,37.2308
2022-10-26,37.2308
2022-10-27,37.2308
2022-10-28,37.2308
2022-10-29,37.2308
2022-10-30,37.2308
2022-10-31,37.2308
2022-11-01,37.2308
2022-11-02,37.2308
2022-11-03,37.2308
2022-11-04,37.2308
2022-11-05,37.2308
2022-11-06,37.2308
2022-11-07,37.2308
2022-11-08,37.2308
2022-11-09,37.2308
2022-11-10,37.2308
2022-11-11,37.2308
2022-11-12,37.2308
2022-11-13,37.2308
2022-11-14,37.2308
2022-11-15,37.2308
2022-11-16,37.2308
2022-11-17,37.2308
2022-11-18,37.2308
2022-11-19,37.2308
2022-11-20,37.2308
2022-11-21,37.2308
2022-11-22,37.2308
2022-11-23,37.2308
2022-11-24,37.2308
2022-11-25,37.2308
2022-11-26,37.2308
2022-11-27,37.2308
2022-11-28,37.2308
2022-11-29,37.2308
2022-11-30,37.2308
2022-12-01,37.2308
2022-12-02,37.2308
2022-12-03,37.2308
2022-12-04,37.2308
2022-12-05,37.2308
2022-12-06,37.2308
2022-12-07,37.2308
2022-12-08,37.2308
2022-12-09,37.2308
2022-12-10,37.2308
2022-12-11,37.2308
2022-12-12,37.2308
2022-12-13,37.2308
2022-12-14,37.2308
2022-12-15,37.2308
2022-12-16,37.2308
2022-12-17,37.2308
2022-12-18,37.2308
2022-12-19,37.2308
2022-12-20,37.2308
2022-12-21,37.2308
2022-12-22,37.2308
2022-12-23,37.2308
2022-12-24,37.2308
2022-12-25,37.2308
2022-12-26,37.2308
2022-12-27,37.2308
2022-12-28,37.2308
2022-12-29,37.2308
2022-12-30,37.2308
2022-12-31,38.5508
2023-01-01,38.5508
2023-01-02,38.5508
2023-01-03,38.5508
2023-01-04,38.5508
2023-01-05,38.5508
2023-01-06,38.5508
2023-01-07,38.5508
2023-01-08,38.5508
2023-01-09,38.5508
2023-01-10,38.5508
2023-01-11,38.5508
2023-01-12,38.5508
2023-01-13,38.5508
2023-01-14,38.5508
2023-01-15,38.5508
2023-01-16,38.5508
2023-01-17,38.5508
2023-01-18,38.5508
2023-01-19,38.5508
2023-01-20,38.5508
2023-01-21,38.5508
2023-01-22,38.5508
2023-01-23,38.5508
2023-01-24,38.5508
2023-01-25,38.5508
2023-01-26,38.5508
2023-01-27,38.5508
2023-01-28,38.5508
2023-01-29,38.5508
2023-01-30,38.5508
2023-01-31,38.5508
2023-02-01,38.5508
2023-02-02,38.5508
2023-02-03,38.5508
2023-02-04,38.5508
2023-02-05,38.5508
2023-02-06,38.5508
2023-02-07,38.5508
2023-02-08,38.5508
2023-02-09,38.5508
2023-02-10,38.5508
2023-02-11,38.5508
2023-02-12,38.5508
2023-02-13,38.5508
2023-02-14,38.5508
2023-02-15,38.5508
2023-02-16,38.5508
2023-02-17,38.5508
2023-02-18,38.5508
2023-02-19,38.5508
2023-02-20,38.5508
2023-02-21,38.5508
2023-02-22,38.5508
2023-02-23,38.5508
2023-02-24,38.5508
2023-02-25,38.5508
2023-02-26,38.5508
2023-02-27,38.5508
2023-02-28,38.5508
2023-03-01,38.5508
2023-03-02,38.5508
2023-03-03,38.5508
2023-03-04,38.5508
2023-03-05,38.5508
2023-03-06,38.5508
2023-03-07,38.5508
2023-03-08,38.5508
2023-03-09,38.5508
2023-03-10,38.5508
2023-03-11,38.5508
2023-03-12,38.5508
2023-03-13,38.5508
2023-03-14,38.5508
2023-03-15,38.5508
2023-03-16,38.5508
