,RS US Equity
2023-03-17,27.9355
2023-03-18,27.9355
2023-03-19,27.9355
2023-03-20,27.9355
2023-03-21,27.9355
2023-03-22,27.9355
2023-03-23,27.9355
2023-03-24,27.9355
2023-03-25,27.9355
2023-03-26,27.9355
2023-03-27,27.9355
2023-03-28,27.9355
2023-03-29,27.9355
2023-03-30,27.9355
2023-03-31,24.4995
2023-04-01,24.4995
2023-04-02,24.4995
2023-04-03,24.4995
2023-04-04,24.4995
2023-04-05,24.4995
2023-04-06,24.4995
2023-04-07,24.4995
2023-04-08,24.4995
2023-04-09,24.4995
2023-04-10,24.4995
2023-04-11,24.4995
2023-04-12,24.4995
2023-04-13,24.4995
2023-04-14,24.4995
2023-04-15,24.4995
2023-04-16,24.4995
2023-04-17,24.4995
2023-04-18,24.4995
2023-04-19,24.4995
2023-04-20,24.4995
2023-04-21,24.4995
2023-04-22,24.4995
2023-04-23,24.4995
2023-04-24,24.4995
2023-04-25,24.4995
2023-04-26,24.4995
2023-04-27,24.4995
2023-04-28,24.4995
2023-04-29,24.4995
2023-04-30,24.4995
2023-05-01,24.4995
2023-05-02,24.4995
2023-05-03,24.4995
2023-05-04,24.4995
2023-05-05,24.4995
2023-05-06,24.4995
2023-05-07,24.4995
2023-05-08,24.4995
2023-05-09,24.4995
2023-05-10,24.4995
2023-05-11,24.4995
2023-05-12,24.4995
2023-05-13,24.4995
2023-05-14,24.4995
2023-05-15,24.4995
2023-05-16,24.4995
2023-05-17,24.4995
2023-05-18,24.4995
2023-05-19,24.4995
2023-05-20,24.4995
2023-05-21,24.4995
2023-05-22,24.4995
2023-05-23,24.4995
2023-05-24,24.4995
2023-05-25,24.4995
2023-05-26,24.4995
2023-05-27,24.4995
2023-05-28,24.4995
2023-05-29,24.4995
2023-05-30,24.4995
2023-05-31,24.4995
2023-06-01,24.4995
2023-06-02,24.4995
2023-06-03,24.4995
2023-06-04,24.4995
2023-06-05,24.4995
2023-06-06,24.4995
2023-06-07,24.4995
2023-06-08,24.4995
2023-06-09,24.4995
2023-06-10,24.4995
2023-06-11,24.4995
2023-06-12,24.4995
2023-06-13,24.4995
2023-06-14,24.4995
2023-06-15,24.4995
2023-06-16,24.4995
2023-06-17,24.4995
2023-06-18,24.4995
2023-06-19,24.4995
2023-06-20,24.4995
2023-06-21,24.4995
2023-06-22,24.4995
2023-06-23,24.4995
2023-06-24,24.4995
2023-06-25,24.4995
2023-06-26,24.4995
2023-06-27,24.4995
2023-06-28,24.4995
2023-06-29,24.4995
2023-06-30,20.9013
2023-07-01,20.9013
2023-07-02,20.9013
2023-07-03,20.9013
2023-07-04,20.9013
2023-07-05,20.9013
2023-07-06,20.9013
2023-07-07,20.9013
2023-07-08,20.9013
2023-07-09,20.9013
2023-07-10,20.9013
2023-07-11,20.9013
2023-07-12,20.9013
2023-07-13,20.9013
2023-07-14,20.9013
2023-07-15,20.9013
2023-07-16,20.9013
2023-07-17,20.9013
2023-07-18,20.9013
2023-07-19,20.9013
2023-07-20,20.9013
2023-07-21,20.9013
2023-07-22,20.9013
2023-07-23,20.9013
2023-07-24,20.9013
2023-07-25,20.9013
2023-07-26,20.9013
2023-07-27,20.9013
2023-07-28,20.9013
2023-07-29,20.9013
2023-07-30,20.9013
2023-07-31,20.9013
2023-08-01,20.9013
2023-08-02,20.9013
2023-08-03,20.9013
2023-08-04,20.9013
2023-08-05,20.9013
2023-08-06,20.9013
2023-08-07,20.9013
2023-08-08,20.9013
2023-08-09,20.9013
2023-08-10,20.9013
2023-08-11,20.9013
2023-08-12,20.9013
2023-08-13,20.9013
2023-08-14,20.9013
2023-08-15,20.9013
2023-08-16,20.9013
2023-08-17,20.9013
2023-08-18,20.9013
2023-08-19,20.9013
2023-08-20,20.9013
2023-08-21,20.9013
2023-08-22,20.9013
2023-08-23,20.9013
2023-08-24,20.9013
2023-08-25,20.9013
2023-08-26,20.9013
2023-08-27,20.9013
2023-08-28,20.9013
2023-08-29,20.9013
2023-08-30,20.9013
2023-08-31,20.9013
2023-09-01,20.9013
2023-09-02,20.9013
2023-09-03,20.9013
2023-09-04,20.9013
2023-09-05,20.9013
2023-09-06,20.9013
2023-09-07,20.9013
2023-09-08,20.9013
2023-09-09,20.9013
2023-09-10,20.9013
2023-09-11,20.9013
2023-09-12,20.9013
2023-09-13,20.9013
2023-09-14,20.9013
2023-09-15,20.9013
2023-09-16,20.9013
2023-09-17,20.9013
2023-09-18,20.9013
2023-09-19,20.9013
2023-09-20,20.9013
2023-09-21,20.9013
2023-09-22,20.9013
2023-09-23,20.9013
2023-09-24,20.9013
2023-09-25,20.9013
2023-09-26,20.9013
2023-09-27,20.9013
2023-09-28,20.9013
2023-09-29,20.9013
2023-09-30,19.4043
2023-10-01,19.4043
2023-10-02,19.4043
2023-10-03,19.4043
2023-10-04,19.4043
2023-10-05,19.4043
2023-10-06,19.4043
2023-10-07,19.4043
2023-10-08,19.4043
2023-10-09,19.4043
2023-10-10,19.4043
2023-10-11,19.4043
2023-10-12,19.4043
2023-10-13,19.4043
2023-10-14,19.4043
2023-10-15,19.4043
2023-10-16,19.4043
2023-10-17,19.4043
2023-10-18,19.4043
2023-10-19,19.4043
2023-10-20,19.4043
2023-10-21,19.4043
2023-10-22,19.4043
2023-10-23,19.4043
2023-10-24,19.4043
2023-10-25,19.4043
2023-10-26,19.4043
2023-10-27,19.4043
2023-10-28,19.4043
2023-10-29,19.4043
2023-10-30,19.4043
2023-10-31,19.4043
2023-11-01,19.4043
2023-11-02,19.4043
2023-11-03,19.4043
2023-11-04,19.4043
2023-11-05,19.4043
2023-11-06,19.4043
2023-11-07,19.4043
2023-11-08,19.4043
2023-11-09,19.4043
2023-11-10,19.4043
2023-11-11,19.4043
2023-11-12,19.4043
2023-11-13,19.4043
2023-11-14,19.4043
2023-11-15,19.4043
2023-11-16,19.4043
2023-11-17,19.4043
2023-11-18,19.4043
2023-11-19,19.4043
2023-11-20,19.4043
2023-11-21,19.4043
2023-11-22,19.4043
2023-11-23,19.4043
2023-11-24,19.4043
2023-11-25,19.4043
2023-11-26,19.4043
2023-11-27,19.4043
2023-11-28,19.4043
2023-11-29,19.4043
2023-11-30,19.4043
2023-12-01,19.4043
2023-12-02,19.4043
2023-12-03,19.4043
2023-12-04,19.4043
2023-12-05,19.4043
2023-12-06,19.4043
2023-12-07,19.4043
2023-12-08,19.4043
2023-12-09,19.4043
2023-12-10,19.4043
2023-12-11,19.4043
2023-12-12,19.4043
2023-12-13,19.4043
2023-12-14,19.4043
2023-12-15,19.4043
2023-12-16,19.4043
2023-12-17,19.4043
2023-12-18,19.4043
2023-12-19,19.4043
2023-12-20,19.4043
2023-12-21,19.4043
2023-12-22,19.4043
2023-12-23,19.4043
2023-12-24,19.4043
2023-12-25,19.4043
2023-12-26,19.4043
2023-12-27,19.4043
2023-12-28,19.4043
2023-12-29,19.4043
2023-12-30,19.4043
2023-12-31,18.0409
2024-01-01,18.0409
2024-01-02,18.0409
2024-01-03,18.0409
2024-01-04,18.0409
2024-01-05,18.0409
2024-01-06,18.0409
2024-01-07,18.0409
2024-01-08,18.0409
2024-01-09,18.0409
2024-01-10,18.0409
2024-01-11,18.0409
2024-01-12,18.0409
2024-01-13,18.0409
2024-01-14,18.0409
2024-01-15,18.0409
2024-01-16,18.0409
2024-01-17,18.0409
2024-01-18,18.0409
2024-01-19,18.0409
2024-01-20,18.0409
2024-01-21,18.0409
2024-01-22,18.0409
2024-01-23,18.0409
2024-01-24,18.0409
2024-01-25,18.0409
2024-01-26,18.0409
2024-01-27,18.0409
2024-01-28,18.0409
2024-01-29,18.0409
2024-01-30,18.0409
2024-01-31,18.0409
2024-02-01,18.0409
2024-02-02,18.0409
2024-02-03,18.0409
2024-02-04,18.0409
2024-02-05,18.0409
2024-02-06,18.0409
2024-02-07,18.0409
2024-02-08,18.0409
2024-02-09,18.0409
2024-02-10,18.0409
2024-02-11,18.0409
2024-02-12,18.0409
2024-02-13,18.0409
2024-02-14,18.0409
2024-02-15,18.0409
2024-02-16,18.0409
2024-02-17,18.0409
2024-02-18,18.0409
2024-02-19,18.0409
2024-02-20,18.0409
2024-02-21,18.0409
2024-02-22,18.0409
2024-02-23,18.0409
2024-02-24,18.0409
2024-02-25,18.0409
2024-02-26,18.0409
2024-02-27,18.0409
2024-02-28,18.0409
2024-02-29,18.0409
2024-03-01,18.0409
2024-03-02,18.0409
2024-03-03,18.0409
2024-03-04,18.0409
2024-03-05,18.0409
2024-03-06,18.0409
2024-03-07,18.0409
2024-03-08,18.0409
2024-03-09,18.0409
2024-03-10,18.0409
2024-03-11,18.0409
2024-03-12,18.0409
2024-03-13,18.0409
2024-03-14,18.0409
2024-03-15,18.0409
2024-03-16,18.0409
2024-03-17,18.0409
2024-03-18,18.0409
2024-03-19,18.0409
2024-03-20,18.0409
2024-03-21,18.0409
2024-03-22,18.0409
2024-03-23,18.0409
2024-03-24,18.0409
2024-03-25,18.0409
2024-03-26,18.0409
2024-03-27,18.0409
2024-03-28,18.0409
2024-03-29,18.0409
2024-03-30,18.0409
2024-03-31,18.0409
2024-04-01,18.0409
2024-04-02,18.0409
2024-04-03,18.0409
2024-04-04,18.0409
2024-04-05,18.0409
2024-04-06,18.0409
2024-04-07,18.0409
2024-04-08,18.0409
