,TPX US Equity
,RETURN_COM_EQY
2020-01-01,66.0164
2020-01-02,66.0164
2020-01-03,66.0164
2020-01-04,66.0164
2020-01-05,66.0164
2020-01-06,66.0164
2020-01-07,66.0164
2020-01-08,66.0164
2020-01-09,66.0164
2020-01-10,66.0164
2020-01-11,66.0164
2020-01-12,66.0164
2020-01-13,66.0164
2020-01-14,66.0164
2020-01-15,66.0164
2020-01-16,66.0164
2020-01-17,66.0164
2020-01-18,66.0164
2020-01-19,66.0164
2020-01-20,66.0164
2020-01-21,66.0164
2020-01-22,66.0164
2020-01-23,66.0164
2020-01-24,66.0164
2020-01-25,66.0164
2020-01-26,66.0164
2020-01-27,66.0164
2020-01-28,66.0164
2020-01-29,66.0164
2020-01-30,66.0164
2020-01-31,66.0164
2020-02-01,66.0164
2020-02-02,66.0164
2020-02-03,66.0164
2020-02-04,66.0164
2020-02-05,66.0164
2020-02-06,66.0164
2020-02-07,66.0164
2020-02-08,66.0164
2020-02-09,66.0164
2020-02-10,66.0164
2020-02-11,66.0164
2020-02-12,66.0164
2020-02-13,66.0164
2020-02-14,66.0164
2020-02-15,66.0164
2020-02-16,66.0164
2020-02-17,66.0164
2020-02-18,66.0164
2020-02-19,66.0164
2020-02-20,66.0164
2020-02-21,66.0164
2020-02-22,66.0164
2020-02-23,66.0164
2020-02-24,66.0164
2020-02-25,66.0164
2020-02-26,66.0164
2020-02-27,66.0164
2020-02-28,66.0164
2020-02-29,66.0164
2020-03-01,66.0164
2020-03-02,66.0164
2020-03-03,66.0164
2020-03-04,66.0164
2020-03-05,66.0164
2020-03-06,66.0164
2020-03-07,66.0164
2020-03-08,66.0164
2020-03-09,66.0164
2020-03-10,66.0164
2020-03-11,66.0164
2020-03-12,66.0164
2020-03-13,66.0164
2020-03-14,66.0164
2020-03-15,66.0164
2020-03-16,66.0164
2020-03-17,66.0164
2020-03-18,66.0164
2020-03-19,66.0164
2020-03-20,66.0164
2020-03-21,66.0164
2020-03-22,66.0164
2020-03-23,66.0164
2020-03-24,66.0164
2020-03-25,66.0164
2020-03-26,66.0164
2020-03-27,66.0164
2020-03-28,66.0164
2020-03-29,66.0164
2020-03-30,66.0164
2020-03-31,97.8507
2020-04-01,97.8507
2020-04-02,97.8507
2020-04-03,97.8507
2020-04-04,97.8507
2020-04-05,97.8507
2020-04-06,97.8507
2020-04-07,97.8507
2020-04-08,97.8507
2020-04-09,97.8507
2020-04-10,97.8507
2020-04-11,97.8507
2020-04-12,97.8507
2020-04-13,97.8507
2020-04-14,97.8507
2020-04-15,97.8507
2020-04-16,97.8507
2020-04-17,97.8507
2020-04-18,97.8507
2020-04-19,97.8507
2020-04-20,97.8507
2020-04-21,97.8507
2020-04-22,97.8507
2020-04-23,97.8507
2020-04-24,97.8507
2020-04-25,97.8507
2020-04-26,97.8507
2020-04-27,97.8507
2020-04-28,97.8507
2020-04-29,97.8507
2020-04-30,97.8507
2020-05-01,97.8507
2020-05-02,97.8507
2020-05-03,97.8507
2020-05-04,97.8507
2020-05-05,97.8507
2020-05-06,97.8507
2020-05-07,97.8507
2020-05-08,97.8507
2020-05-09,97.8507
2020-05-10,97.8507
2020-05-11,97.8507
2020-05-12,97.8507
2020-05-13,97.8507
2020-05-14,97.8507
2020-05-15,97.8507
2020-05-16,97.8507
2020-05-17,97.8507
2020-05-18,97.8507
2020-05-19,97.8507
2020-05-20,97.8507
2020-05-21,97.8507
2020-05-22,97.8507
2020-05-23,97.8507
2020-05-24,97.8507
2020-05-25,97.8507
2020-05-26,97.8507
2020-05-27,97.8507
2020-05-28,97.8507
2020-05-29,97.8507
2020-05-30,97.8507
2020-05-31,97.8507
2020-06-01,97.8507
2020-06-02,97.8507
2020-06-03,97.8507
2020-06-04,97.8507
2020-06-05,97.8507
2020-06-06,97.8507
2020-06-07,97.8507
2020-06-08,97.8507
2020-06-09,97.8507
2020-06-10,97.8507
2020-06-11,97.8507
2020-06-12,97.8507
2020-06-13,97.8507
2020-06-14,97.8507
2020-06-15,97.8507
2020-06-16,97.8507
2020-06-17,97.8507
2020-06-18,97.8507
2020-06-19,97.8507
2020-06-20,97.8507
2020-06-21,97.8507
2020-06-22,97.8507
2020-06-23,97.8507
2020-06-24,97.8507
2020-06-25,97.8507
2020-06-26,97.8507
2020-06-27,97.8507
2020-06-28,97.8507
2020-06-29,97.8507
2020-06-30,74.2018
2020-07-01,74.2018
2020-07-02,74.2018
2020-07-03,74.2018
2020-07-04,74.2018
2020-07-05,74.2018
2020-07-06,74.2018
2020-07-07,74.2018
2020-07-08,74.2018
2020-07-09,74.2018
2020-07-10,74.2018
2020-07-11,74.2018
2020-07-12,74.2018
2020-07-13,74.2018
2020-07-14,74.2018
2020-07-15,74.2018
2020-07-16,74.2018
2020-07-17,74.2018
2020-07-18,74.2018
2020-07-19,74.2018
2020-07-20,74.2018
2020-07-21,74.2018
2020-07-22,74.2018
2020-07-23,74.2018
2020-07-24,74.2018
2020-07-25,74.2018
2020-07-26,74.2018
2020-07-27,74.2018
2020-07-28,74.2018
2020-07-29,74.2018
2020-07-30,74.2018
2020-07-31,74.2018
2020-08-01,74.2018
2020-08-02,74.2018
2020-08-03,74.2018
2020-08-04,74.2018
2020-08-05,74.2018
2020-08-06,74.2018
2020-08-07,74.2018
2020-08-08,74.2018
2020-08-09,74.2018
2020-08-10,74.2018
2020-08-11,74.2018
2020-08-12,74.2018
2020-08-13,74.2018
2020-08-14,74.2018
2020-08-15,74.2018
2020-08-16,74.2018
2020-08-17,74.2018
2020-08-18,74.2018
2020-08-19,74.2018
2020-08-20,74.2018
2020-08-21,74.2018
2020-08-22,74.2018
2020-08-23,74.2018
2020-08-24,74.2018
2020-08-25,74.2018
2020-08-26,74.2018
2020-08-27,74.2018
2020-08-28,74.2018
2020-08-29,74.2018
2020-08-30,74.2018
2020-08-31,74.2018
2020-09-01,74.2018
2020-09-02,74.2018
2020-09-03,74.2018
2020-09-04,74.2018
2020-09-05,74.2018
2020-09-06,74.2018
2020-09-07,74.2018
2020-09-08,74.2018
2020-09-09,74.2018
2020-09-10,74.2018
2020-09-11,74.2018
2020-09-12,74.2018
2020-09-13,74.2018
2020-09-14,74.2018
2020-09-15,74.2018
2020-09-16,74.2018
2020-09-17,74.2018
2020-09-18,74.2018
2020-09-19,74.2018
2020-09-20,74.2018
2020-09-21,74.2018
2020-09-22,74.2018
2020-09-23,74.2018
2020-09-24,74.2018
2020-09-25,74.2018
2020-09-26,74.2018
2020-09-27,74.2018
2020-09-28,74.2018
2020-09-29,74.2018
2020-09-30,64.0317
2020-10-01,64.0317
2020-10-02,64.0317
2020-10-03,64.0317
2020-10-04,64.0317
2020-10-05,64.0317
2020-10-06,64.0317
2020-10-07,64.0317
2020-10-08,64.0317
2020-10-09,64.0317
2020-10-10,64.0317
2020-10-11,64.0317
2020-10-12,64.0317
2020-10-13,64.0317
2020-10-14,64.0317
2020-10-15,64.0317
2020-10-16,64.0317
2020-10-17,64.0317
2020-10-18,64.0317
2020-10-19,64.0317
2020-10-20,64.0317
2020-10-21,64.0317
2020-10-22,64.0317
2020-10-23,64.0317
2020-10-24,64.0317
2020-10-25,64.0317
2020-10-26,64.0317
2020-10-27,64.0317
2020-10-28,64.0317
2020-10-29,64.0317
2020-10-30,64.0317
2020-10-31,64.0317
2020-11-01,64.0317
2020-11-02,64.0317
2020-11-03,64.0317
2020-11-04,64.0317
2020-11-05,64.0317
2020-11-06,64.0317
2020-11-07,64.0317
2020-11-08,64.0317
2020-11-09,64.0317
2020-11-10,64.0317
2020-11-11,64.0317
2020-11-12,64.0317
2020-11-13,64.0317
2020-11-14,64.0317
2020-11-15,64.0317
2020-11-16,64.0317
2020-11-17,64.0317
2020-11-18,64.0317
2020-11-19,64.0317
2020-11-20,64.0317
2020-11-21,64.0317
2020-11-22,64.0317
2020-11-23,64.0317
2020-11-24,64.0317
2020-11-25,64.0317
2020-11-26,64.0317
2020-11-27,64.0317
2020-11-28,64.0317
2020-11-29,64.0317
2020-11-30,64.0317
2020-12-01,64.0317
2020-12-02,64.0317
2020-12-03,64.0317
2020-12-04,64.0317
2020-12-05,64.0317
2020-12-06,64.0317
2020-12-07,64.0317
2020-12-08,64.0317
2020-12-09,64.0317
2020-12-10,64.0317
2020-12-11,64.0317
2020-12-12,64.0317
2020-12-13,64.0317
2020-12-14,64.0317
2020-12-15,64.0317
2020-12-16,64.0317
2020-12-17,64.0317
2020-12-18,64.0317
2020-12-19,64.0317
2020-12-20,64.0317
2020-12-21,64.0317
2020-12-22,64.0317
2020-12-23,64.0317
2020-12-24,64.0317
2020-12-25,64.0317
2020-12-26,64.0317
2020-12-27,64.0317
2020-12-28,64.0317
2020-12-29,64.0317
2020-12-30,64.0317
2020-12-31,80.8249
2021-01-01,80.8249
2021-01-02,80.8249
2021-01-03,80.8249
2021-01-04,80.8249
2021-01-05,80.8249
2021-01-06,80.8249
2021-01-07,80.8249
2021-01-08,80.8249
2021-01-09,80.8249
2021-01-10,80.8249
2021-01-11,80.8249
2021-01-12,80.8249
2021-01-13,80.8249
2021-01-14,80.8249
2021-01-15,80.8249
2021-01-16,80.8249
2021-01-17,80.8249
2021-01-18,80.8249
2021-01-19,80.8249
2021-01-20,80.8249
2021-01-21,80.8249
2021-01-22,80.8249
2021-01-23,80.8249
2021-01-24,80.8249
2021-01-25,80.8249
2021-01-26,80.8249
2021-01-27,80.8249
2021-01-28,80.8249
2021-01-29,80.8249
2021-01-30,80.8249
2021-01-31,80.8249
2021-02-01,80.8249
2021-02-02,80.8249
2021-02-03,80.8249
2021-02-04,80.8249
2021-02-05,80.8249
2021-02-06,80.8249
2021-02-07,80.8249
2021-02-08,80.8249
2021-02-09,80.8249
2021-02-10,80.8249
2021-02-11,80.8249
2021-02-12,80.8249
2021-02-13,80.8249
2021-02-14,80.8249
2021-02-15,80.8249
2021-02-16,80.8249
2021-02-17,80.8249
2021-02-18,80.8249
2021-02-19,80.8249
2021-02-20,80.8249
2021-02-21,80.8249
2021-02-22,80.8249
2021-02-23,80.8249
2021-02-24,80.8249
2021-02-25,80.8249
2021-02-26,80.8249
2021-02-27,80.8249
2021-02-28,80.8249
2021-03-01,80.8249
2021-03-02,80.8249
2021-03-03,80.8249
2021-03-04,80.8249
2021-03-05,80.8249
2021-03-06,80.8249
2021-03-07,80.8249
2021-03-08,80.8249
2021-03-09,80.8249
2021-03-10,80.8249
2021-03-11,80.8249
2021-03-12,80.8249
2021-03-13,80.8249
2021-03-14,80.8249
2021-03-15,80.8249
2021-03-16,80.8249
2021-03-17,80.8249
2021-03-18,80.8249
2021-03-19,80.8249
2021-03-20,80.8249
2021-03-21,80.8249
2021-03-22,80.8249
2021-03-23,80.8249
2021-03-24,80.8249
2021-03-25,80.8249
2021-03-26,80.8249
2021-03-27,80.8249
2021-03-28,80.8249
2021-03-29,80.8249
2021-03-30,80.8249
2021-03-31,162.6041
2021-04-01,162.6041
2021-04-02,162.6041
2021-04-03,162.6041
2021-04-04,162.6041
2021-04-05,162.6041
2021-04-06,162.6041
2021-04-07,162.6041
2021-04-08,162.6041
2021-04-09,162.6041
2021-04-10,162.6041
2021-04-11,162.6041
2021-04-12,162.6041
2021-04-13,162.6041
2021-04-14,162.6041
2021-04-15,162.6041
2021-04-16,162.6041
2021-04-17,162.6041
2021-04-18,162.6041
2021-04-19,162.6041
2021-04-20,162.6041
2021-04-21,162.6041
2021-04-22,162.6041
2021-04-23,162.6041
2021-04-24,162.6041
2021-04-25,162.6041
2021-04-26,162.6041
2021-04-27,162.6041
2021-04-28,162.6041
2021-04-29,162.6041
2021-04-30,162.6041
2021-05-01,162.6041
2021-05-02,162.6041
2021-05-03,162.6041
2021-05-04,162.6041
2021-05-05,162.6041
2021-05-06,162.6041
2021-05-07,162.6041
2021-05-08,162.6041
2021-05-09,162.6041
2021-05-10,162.6041
2021-05-11,162.6041
2021-05-12,162.6041
2021-05-13,162.6041
2021-05-14,162.6041
2021-05-15,162.6041
2021-05-16,162.6041
2021-05-17,162.6041
2021-05-18,162.6041
2021-05-19,162.6041
2021-05-20,162.6041
2021-05-21,162.6041
2021-05-22,162.6041
2021-05-23,162.6041
2021-05-24,162.6041
2021-05-25,162.6041
2021-05-26,162.6041
2021-05-27,162.6041
2021-05-28,162.6041
2021-05-29,162.6041
2021-05-30,162.6041
2021-05-31,162.6041
2021-06-01,162.6041
2021-06-02,162.6041
2021-06-03,162.6041
2021-06-04,162.6041
2021-06-05,162.6041
2021-06-06,162.6041
2021-06-07,162.6041
2021-06-08,162.6041
2021-06-09,162.6041
2021-06-10,162.6041
2021-06-11,162.6041
2021-06-12,162.6041
2021-06-13,162.6041
2021-06-14,162.6041
2021-06-15,162.6041
2021-06-16,162.6041
2021-06-17,162.6041
2021-06-18,162.6041
2021-06-19,162.6041
2021-06-20,162.6041
2021-06-21,162.6041
2021-06-22,162.6041
2021-06-23,162.6041
2021-06-24,162.6041
2021-06-25,162.6041
2021-06-26,162.6041
2021-06-27,162.6041
2021-06-28,162.6041
2021-06-29,162.6041
2021-06-30,167.4665
2021-07-01,167.4665
2021-07-02,167.4665
2021-07-03,167.4665
2021-07-04,167.4665
2021-07-05,167.4665
2021-07-06,167.4665
2021-07-07,167.4665
2021-07-08,167.4665
2021-07-09,167.4665
2021-07-10,167.4665
2021-07-11,167.4665
2021-07-12,167.4665
2021-07-13,167.4665
2021-07-14,167.4665
2021-07-15,167.4665
2021-07-16,167.4665
2021-07-17,167.4665
2021-07-18,167.4665
2021-07-19,167.4665
2021-07-20,167.4665
2021-07-21,167.4665
2021-07-22,167.4665
2021-07-23,167.4665
2021-07-24,167.4665
2021-07-25,167.4665
2021-07-26,167.4665
2021-07-27,167.4665
2021-07-28,167.4665
2021-07-29,167.4665
2021-07-30,167.4665
2021-07-31,167.4665
2021-08-01,167.4665
2021-08-02,167.4665
2021-08-03,167.4665
2021-08-04,167.4665
2021-08-05,167.4665
2021-08-06,167.4665
2021-08-07,167.4665
2021-08-08,167.4665
2021-08-09,167.4665
2021-08-10,167.4665
2021-08-11,167.4665
2021-08-12,167.4665
2021-08-13,167.4665
2021-08-14,167.4665
2021-08-15,167.4665
2021-08-16,167.4665
2021-08-17,167.4665
2021-08-18,167.4665
2021-08-19,167.4665
2021-08-20,167.4665
2021-08-21,167.4665
2021-08-22,167.4665
2021-08-23,167.4665
2021-08-24,167.4665
2021-08-25,167.4665
2021-08-26,167.4665
2021-08-27,167.4665
2021-08-28,167.4665
2021-08-29,167.4665
2021-08-30,167.4665
2021-08-31,167.4665
2021-09-01,167.4665
2021-09-02,167.4665
2021-09-03,167.4665
2021-09-04,167.4665
2021-09-05,167.4665
2021-09-06,167.4665
2021-09-07,167.4665
2021-09-08,167.4665
2021-09-09,167.4665
2021-09-10,167.4665
2021-09-11,167.4665
2021-09-12,167.4665
2021-09-13,167.4665
2021-09-14,167.4665
2021-09-15,167.4665
2021-09-16,167.4665
2021-09-17,167.4665
2021-09-18,167.4665
2021-09-19,167.4665
2021-09-20,167.4665
2021-09-21,167.4665
2021-09-22,167.4665
2021-09-23,167.4665
2021-09-24,167.4665
2021-09-25,167.4665
2021-09-26,167.4665
2021-09-27,167.4665
2021-09-28,167.4665
2021-09-29,167.4665
2021-09-30,146.7359
2021-10-01,146.7359
2021-10-02,146.7359
2021-10-03,146.7359
2021-10-04,146.7359
2021-10-05,146.7359
2021-10-06,146.7359
2021-10-07,146.7359
2021-10-08,146.7359
2021-10-09,146.7359
2021-10-10,146.7359
2021-10-11,146.7359
2021-10-12,146.7359
2021-10-13,146.7359
2021-10-14,146.7359
2021-10-15,146.7359
2021-10-16,146.7359
2021-10-17,146.7359
2021-10-18,146.7359
2021-10-19,146.7359
2021-10-20,146.7359
2021-10-21,146.7359
2021-10-22,146.7359
2021-10-23,146.7359
2021-10-24,146.7359
2021-10-25,146.7359
2021-10-26,146.7359
2021-10-27,146.7359
2021-10-28,146.7359
2021-10-29,146.7359
2021-10-30,146.7359
2021-10-31,146.7359
2021-11-01,146.7359
2021-11-02,146.7359
2021-11-03,146.7359
2021-11-04,146.7359
2021-11-05,146.7359
2021-11-06,146.7359
2021-11-07,146.7359
2021-11-08,146.7359
2021-11-09,146.7359
2021-11-10,146.7359
2021-11-11,146.7359
2021-11-12,146.7359
2021-11-13,146.7359
2021-11-14,146.7359
2021-11-15,146.7359
2021-11-16,146.7359
2021-11-17,146.7359
2021-11-18,146.7359
2021-11-19,146.7359
2021-11-20,146.7359
2021-11-21,146.7359
2021-11-22,146.7359
2021-11-23,146.7359
2021-11-24,146.7359
2021-11-25,146.7359
2021-11-26,146.7359
2021-11-27,146.7359
2021-11-28,146.7359
2021-11-29,146.7359
2021-11-30,146.7359
2021-12-01,146.7359
2021-12-02,146.7359
2021-12-03,146.7359
2021-12-04,146.7359
2021-12-05,146.7359
2021-12-06,146.7359
2021-12-07,146.7359
2021-12-08,146.7359
2021-12-09,146.7359
2021-12-10,146.7359
2021-12-11,146.7359
2021-12-12,146.7359
2021-12-13,146.7359
2021-12-14,146.7359
2021-12-15,146.7359
2021-12-16,146.7359
2021-12-17,146.7359
2021-12-18,146.7359
2021-12-19,146.7359
2021-12-20,146.7359
2021-12-21,146.7359
2021-12-22,146.7359
2021-12-23,146.7359
2021-12-24,146.7359
2021-12-25,146.7359
2021-12-26,146.7359
2021-12-27,146.7359
2021-12-28,146.7359
2021-12-29,146.7359
2021-12-30,146.7359
2021-12-31,158.2214
2022-01-01,158.2214
2022-01-02,158.2214
2022-01-03,158.2214
2022-01-04,158.2214
2022-01-05,158.2214
2022-01-06,158.2214
2022-01-07,158.2214
2022-01-08,158.2214
2022-01-09,158.2214
2022-01-10,158.2214
2022-01-11,158.2214
2022-01-12,158.2214
2022-01-13,158.2214
2022-01-14,158.2214
2022-01-15,158.2214
2022-01-16,158.2214
2022-01-17,158.2214
2022-01-18,158.2214
2022-01-19,158.2214
2022-01-20,158.2214
2022-01-21,158.2214
2022-01-22,158.2214
2022-01-23,158.2214
2022-01-24,158.2214
2022-01-25,158.2214
2022-01-26,158.2214
2022-01-27,158.2214
2022-01-28,158.2214
2022-01-29,158.2214
2022-01-30,158.2214
2022-01-31,158.2214
2022-02-01,158.2214
2022-02-02,158.2214
2022-02-03,158.2214
2022-02-04,158.2214
2022-02-05,158.2214
2022-02-06,158.2214
2022-02-07,158.2214
2022-02-08,158.2214
2022-02-09,158.2214
2022-02-10,158.2214
2022-02-11,158.2214
2022-02-12,158.2214
2022-02-13,158.2214
2022-02-14,158.2214
2022-02-15,158.2214
2022-02-16,158.2214
2022-02-17,158.2214
2022-02-18,158.2214
2022-02-19,158.2214
2022-02-20,158.2214
2022-02-21,158.2214
2022-02-22,158.2214
2022-02-23,158.2214
2022-02-24,158.2214
2022-02-25,158.2214
2022-02-26,158.2214
2022-02-27,158.2214
2022-02-28,158.2214
2022-03-01,158.2214
2022-03-02,158.2214
2022-03-03,158.2214
2022-03-04,158.2214
2022-03-05,158.2214
2022-03-06,158.2214
2022-03-07,158.2214
2022-03-08,158.2214
2022-03-09,158.2214
2022-03-10,158.2214
2022-03-11,158.2214
2022-03-12,158.2214
2022-03-13,158.2214
2022-03-14,158.2214
2022-03-15,158.2214
2022-03-16,158.2214
