,QTWO US Equity
2022-12-17,-20.1473
2022-12-18,-20.1473
2022-12-19,-20.1473
2022-12-20,-20.1473
2022-12-21,-20.1473
2022-12-22,-20.1473
2022-12-23,-20.1473
2022-12-24,-20.1473
2022-12-25,-20.1473
2022-12-26,-20.1473
2022-12-27,-20.1473
2022-12-28,-20.1473
2022-12-29,-20.1473
2022-12-30,-20.1473
2022-12-31,-22.0319
2023-01-01,-22.0319
2023-01-02,-22.0319
2023-01-03,-22.0319
2023-01-04,-22.0319
2023-01-05,-22.0319
2023-01-06,-22.0319
2023-01-07,-22.0319
2023-01-08,-22.0319
2023-01-09,-22.0319
2023-01-10,-22.0319
2023-01-11,-22.0319
2023-01-12,-22.0319
2023-01-13,-22.0319
2023-01-14,-22.0319
2023-01-15,-22.0319
2023-01-16,-22.0319
2023-01-17,-22.0319
2023-01-18,-22.0319
2023-01-19,-22.0319
2023-01-20,-22.0319
2023-01-21,-22.0319
2023-01-22,-22.0319
2023-01-23,-22.0319
2023-01-24,-22.0319
2023-01-25,-22.0319
2023-01-26,-22.0319
2023-01-27,-22.0319
2023-01-28,-22.0319
2023-01-29,-22.0319
2023-01-30,-22.0319
2023-01-31,-22.0319
2023-02-01,-22.0319
2023-02-02,-22.0319
2023-02-03,-22.0319
2023-02-04,-22.0319
2023-02-05,-22.0319
2023-02-06,-22.0319
2023-02-07,-22.0319
2023-02-08,-22.0319
2023-02-09,-22.0319
2023-02-10,-22.0319
2023-02-11,-22.0319
2023-02-12,-22.0319
2023-02-13,-22.0319
2023-02-14,-22.0319
2023-02-15,-22.0319
2023-02-16,-22.0319
2023-02-17,-22.0319
2023-02-18,-22.0319
2023-02-19,-22.0319
2023-02-20,-22.0319
2023-02-21,-22.0319
2023-02-22,-22.0319
2023-02-23,-22.0319
2023-02-24,-22.0319
2023-02-25,-22.0319
2023-02-26,-22.0319
2023-02-27,-22.0319
2023-02-28,-22.0319
2023-03-01,-22.0319
2023-03-02,-22.0319
2023-03-03,-22.0319
2023-03-04,-22.0319
2023-03-05,-22.0319
2023-03-06,-22.0319
2023-03-07,-22.0319
2023-03-08,-22.0319
2023-03-09,-22.0319
2023-03-10,-22.0319
2023-03-11,-22.0319
2023-03-12,-22.0319
2023-03-13,-22.0319
2023-03-14,-22.0319
2023-03-15,-22.0319
2023-03-16,-22.0319
2023-03-17,-22.0319
2023-03-18,-22.0319
2023-03-19,-22.0319
2023-03-20,-22.0319
2023-03-21,-22.0319
2023-03-22,-22.0319
2023-03-23,-22.0319
2023-03-24,-22.0319
2023-03-25,-22.0319
2023-03-26,-22.0319
2023-03-27,-22.0319
2023-03-28,-22.0319
2023-03-29,-22.0319
2023-03-30,-22.0319
2023-03-31,-19.4152
2023-04-01,-19.4152
2023-04-02,-19.4152
2023-04-03,-19.4152
2023-04-04,-19.4152
2023-04-05,-19.4152
2023-04-06,-19.4152
2023-04-07,-19.4152
2023-04-08,-19.4152
2023-04-09,-19.4152
2023-04-10,-19.4152
2023-04-11,-19.4152
2023-04-12,-19.4152
2023-04-13,-19.4152
2023-04-14,-19.4152
2023-04-15,-19.4152
2023-04-16,-19.4152
2023-04-17,-19.4152
2023-04-18,-19.4152
2023-04-19,-19.4152
2023-04-20,-19.4152
2023-04-21,-19.4152
2023-04-22,-19.4152
2023-04-23,-19.4152
2023-04-24,-19.4152
2023-04-25,-19.4152
2023-04-26,-19.4152
2023-04-27,-19.4152
2023-04-28,-19.4152
2023-04-29,-19.4152
2023-04-30,-19.4152
2023-05-01,-19.4152
2023-05-02,-19.4152
2023-05-03,-19.4152
2023-05-04,-19.4152
2023-05-05,-19.4152
2023-05-06,-19.4152
2023-05-07,-19.4152
2023-05-08,-19.4152
2023-05-09,-19.4152
2023-05-10,-19.4152
2023-05-11,-19.4152
2023-05-12,-19.4152
2023-05-13,-19.4152
2023-05-14,-19.4152
2023-05-15,-19.4152
2023-05-16,-19.4152
2023-05-17,-19.4152
2023-05-18,-19.4152
2023-05-19,-19.4152
2023-05-20,-19.4152
2023-05-21,-19.4152
2023-05-22,-19.4152
2023-05-23,-19.4152
2023-05-24,-19.4152
2023-05-25,-19.4152
2023-05-26,-19.4152
2023-05-27,-19.4152
2023-05-28,-19.4152
2023-05-29,-19.4152
2023-05-30,-19.4152
2023-05-31,-19.4152
2023-06-01,-19.4152
2023-06-02,-19.4152
2023-06-03,-19.4152
2023-06-04,-19.4152
2023-06-05,-19.4152
2023-06-06,-19.4152
2023-06-07,-19.4152
2023-06-08,-19.4152
2023-06-09,-19.4152
2023-06-10,-19.4152
2023-06-11,-19.4152
2023-06-12,-19.4152
2023-06-13,-19.4152
2023-06-14,-19.4152
2023-06-15,-19.4152
2023-06-16,-19.4152
2023-06-17,-19.4152
2023-06-18,-19.4152
2023-06-19,-19.4152
2023-06-20,-19.4152
2023-06-21,-19.4152
2023-06-22,-19.4152
2023-06-23,-19.4152
2023-06-24,-19.4152
2023-06-25,-19.4152
2023-06-26,-19.4152
2023-06-27,-19.4152
2023-06-28,-19.4152
2023-06-29,-19.4152
2023-06-30,-19.1172
2023-07-01,-19.1172
2023-07-02,-19.1172
2023-07-03,-19.1172
2023-07-04,-19.1172
2023-07-05,-19.1172
2023-07-06,-19.1172
2023-07-07,-19.1172
2023-07-08,-19.1172
2023-07-09,-19.1172
2023-07-10,-19.1172
2023-07-11,-19.1172
2023-07-12,-19.1172
2023-07-13,-19.1172
2023-07-14,-19.1172
2023-07-15,-19.1172
2023-07-16,-19.1172
2023-07-17,-19.1172
2023-07-18,-19.1172
2023-07-19,-19.1172
2023-07-20,-19.1172
2023-07-21,-19.1172
2023-07-22,-19.1172
2023-07-23,-19.1172
2023-07-24,-19.1172
2023-07-25,-19.1172
2023-07-26,-19.1172
2023-07-27,-19.1172
2023-07-28,-19.1172
2023-07-29,-19.1172
2023-07-30,-19.1172
2023-07-31,-19.1172
2023-08-01,-19.1172
2023-08-02,-19.1172
2023-08-03,-19.1172
2023-08-04,-19.1172
2023-08-05,-19.1172
2023-08-06,-19.1172
2023-08-07,-19.1172
2023-08-08,-19.1172
2023-08-09,-19.1172
2023-08-10,-19.1172
2023-08-11,-19.1172
2023-08-12,-19.1172
2023-08-13,-19.1172
2023-08-14,-19.1172
2023-08-15,-19.1172
2023-08-16,-19.1172
2023-08-17,-19.1172
2023-08-18,-19.1172
2023-08-19,-19.1172
2023-08-20,-19.1172
2023-08-21,-19.1172
2023-08-22,-19.1172
2023-08-23,-19.1172
2023-08-24,-19.1172
2023-08-25,-19.1172
2023-08-26,-19.1172
2023-08-27,-19.1172
2023-08-28,-19.1172
2023-08-29,-19.1172
2023-08-30,-19.1172
2023-08-31,-19.1172
2023-09-01,-19.1172
2023-09-02,-19.1172
2023-09-03,-19.1172
2023-09-04,-19.1172
2023-09-05,-19.1172
2023-09-06,-19.1172
2023-09-07,-19.1172
2023-09-08,-19.1172
2023-09-09,-19.1172
2023-09-10,-19.1172
2023-09-11,-19.1172
2023-09-12,-19.1172
2023-09-13,-19.1172
2023-09-14,-19.1172
2023-09-15,-19.1172
2023-09-16,-19.1172
2023-09-17,-19.1172
2023-09-18,-19.1172
2023-09-19,-19.1172
2023-09-20,-19.1172
2023-09-21,-19.1172
2023-09-22,-19.1172
2023-09-23,-19.1172
2023-09-24,-19.1172
2023-09-25,-19.1172
2023-09-26,-19.1172
2023-09-27,-19.1172
2023-09-28,-19.1172
2023-09-29,-19.1172
2023-09-30,-18.2967
2023-10-01,-18.2967
2023-10-02,-18.2967
2023-10-03,-18.2967
2023-10-04,-18.2967
2023-10-05,-18.2967
2023-10-06,-18.2967
2023-10-07,-18.2967
2023-10-08,-18.2967
2023-10-09,-18.2967
2023-10-10,-18.2967
2023-10-11,-18.2967
2023-10-12,-18.2967
2023-10-13,-18.2967
2023-10-14,-18.2967
2023-10-15,-18.2967
2023-10-16,-18.2967
2023-10-17,-18.2967
2023-10-18,-18.2967
2023-10-19,-18.2967
2023-10-20,-18.2967
2023-10-21,-18.2967
2023-10-22,-18.2967
2023-10-23,-18.2967
2023-10-24,-18.2967
2023-10-25,-18.2967
2023-10-26,-18.2967
2023-10-27,-18.2967
2023-10-28,-18.2967
2023-10-29,-18.2967
2023-10-30,-18.2967
2023-10-31,-18.2967
2023-11-01,-18.2967
2023-11-02,-18.2967
2023-11-03,-18.2967
2023-11-04,-18.2967
2023-11-05,-18.2967
2023-11-06,-18.2967
2023-11-07,-18.2967
2023-11-08,-18.2967
2023-11-09,-18.2967
2023-11-10,-18.2967
2023-11-11,-18.2967
2023-11-12,-18.2967
2023-11-13,-18.2967
2023-11-14,-18.2967
2023-11-15,-18.2967
2023-11-16,-18.2967
2023-11-17,-18.2967
2023-11-18,-18.2967
2023-11-19,-18.2967
2023-11-20,-18.2967
2023-11-21,-18.2967
2023-11-22,-18.2967
2023-11-23,-18.2967
2023-11-24,-18.2967
2023-11-25,-18.2967
2023-11-26,-18.2967
2023-11-27,-18.2967
2023-11-28,-18.2967
2023-11-29,-18.2967
2023-11-30,-18.2967
2023-12-01,-18.2967
2023-12-02,-18.2967
2023-12-03,-18.2967
2023-12-04,-18.2967
2023-12-05,-18.2967
2023-12-06,-18.2967
2023-12-07,-18.2967
2023-12-08,-18.2967
2023-12-09,-18.2967
2023-12-10,-18.2967
2023-12-11,-18.2967
2023-12-12,-18.2967
2023-12-13,-18.2967
2023-12-14,-18.2967
2023-12-15,-18.2967
2023-12-16,-18.2967
2023-12-17,-18.2967
2023-12-18,-18.2967
2023-12-19,-18.2967
2023-12-20,-18.2967
2023-12-21,-18.2967
2023-12-22,-18.2967
2023-12-23,-18.2967
2023-12-24,-18.2967
2023-12-25,-18.2967
2023-12-26,-18.2967
2023-12-27,-18.2967
2023-12-28,-18.2967
2023-12-29,-18.2967
2023-12-30,-18.2967
2023-12-31,-15.0741
2024-01-01,-15.0741
2024-01-02,-15.0741
2024-01-03,-15.0741
2024-01-04,-15.0741
2024-01-05,-15.0741
2024-01-06,-15.0741
2024-01-07,-15.0741
2024-01-08,-15.0741
2024-01-09,-15.0741
2024-01-10,-15.0741
2024-01-11,-15.0741
2024-01-12,-15.0741
2024-01-13,-15.0741
2024-01-14,-15.0741
2024-01-15,-15.0741
2024-01-16,-15.0741
2024-01-17,-15.0741
2024-01-18,-15.0741
2024-01-19,-15.0741
2024-01-20,-15.0741
2024-01-21,-15.0741
2024-01-22,-15.0741
2024-01-23,-15.0741
2024-01-24,-15.0741
2024-01-25,-15.0741
2024-01-26,-15.0741
2024-01-27,-15.0741
2024-01-28,-15.0741
2024-01-29,-15.0741
2024-01-30,-15.0741
2024-01-31,-15.0741
2024-02-01,-15.0741
2024-02-02,-15.0741
2024-02-03,-15.0741
2024-02-04,-15.0741
2024-02-05,-15.0741
2024-02-06,-15.0741
2024-02-07,-15.0741
2024-02-08,-15.0741
2024-02-09,-15.0741
2024-02-10,-15.0741
2024-02-11,-15.0741
2024-02-12,-15.0741
2024-02-13,-15.0741
2024-02-14,-15.0741
2024-02-15,-15.0741
2024-02-16,-15.0741
2024-02-17,-15.0741
2024-02-18,-15.0741
2024-02-19,-15.0741
2024-02-20,-15.0741
2024-02-21,-15.0741
2024-02-22,-15.0741
2024-02-23,-15.0741
2024-02-24,-15.0741
2024-02-25,-15.0741
2024-02-26,-15.0741
2024-02-27,-15.0741
2024-02-28,-15.0741
2024-02-29,-15.0741
2024-03-01,-15.0741
2024-03-02,-15.0741
2024-03-03,-15.0741
2024-03-04,-15.0741
2024-03-05,-15.0741
2024-03-06,-15.0741
2024-03-07,-15.0741
2024-03-08,-15.0741
2024-03-09,-15.0741
2024-03-10,-15.0741
2024-03-11,-15.0741
2024-03-12,-15.0741
2024-03-13,-15.0741
2024-03-14,-15.0741
2024-03-15,-15.0741
2024-03-16,-15.0741
2024-03-17,-15.0741
2024-03-18,-15.0741
2024-03-19,-15.0741
2024-03-20,-15.0741
2024-03-21,-15.0741
2024-03-22,-15.0741
2024-03-23,-15.0741
2024-03-24,-15.0741
2024-03-25,-15.0741
2024-03-26,-15.0741
2024-03-27,-15.0741
2024-03-28,-15.0741
2024-03-29,-15.0741
2024-03-30,-15.0741
2024-03-31,-15.0741
2024-04-01,-15.0741
2024-04-02,-15.0741
2024-04-03,-15.0741
2024-04-04,-15.0741
2024-04-05,-15.0741
2024-04-06,-15.0741
2024-04-07,-15.0741
2024-04-08,-15.0741
