,CNS US Equity
2020-05-17,56.9584
2020-05-18,56.9584
2020-05-19,56.9584
2020-05-20,56.9584
2020-05-21,56.9584
2020-05-22,56.9584
2020-05-23,56.9584
2020-05-24,56.9584
2020-05-25,56.9584
2020-05-26,56.9584
2020-05-27,56.9584
2020-05-28,56.9584
2020-05-29,56.9584
2020-05-30,56.9584
2020-05-31,56.9584
2020-06-01,56.9584
2020-06-02,56.9584
2020-06-03,56.9584
2020-06-04,56.9584
2020-06-05,56.9584
2020-06-06,56.9584
2020-06-07,56.9584
2020-06-08,56.9584
2020-06-09,56.9584
2020-06-10,56.9584
2020-06-11,56.9584
2020-06-12,56.9584
2020-06-13,56.9584
2020-06-14,56.9584
2020-06-15,56.9584
2020-06-16,56.9584
2020-06-17,56.9584
2020-06-18,56.9584
2020-06-19,56.9584
2020-06-20,56.9584
2020-06-21,56.9584
2020-06-22,56.9584
2020-06-23,56.9584
2020-06-24,56.9584
2020-06-25,56.9584
2020-06-26,56.9584
2020-06-27,56.9584
2020-06-28,56.9584
2020-06-29,56.9584
2020-06-30,51.0034
2020-07-01,51.0034
2020-07-02,51.0034
2020-07-03,51.0034
2020-07-04,51.0034
2020-07-05,51.0034
2020-07-06,51.0034
2020-07-07,51.0034
2020-07-08,51.0034
2020-07-09,51.0034
2020-07-10,51.0034
2020-07-11,51.0034
2020-07-12,51.0034
2020-07-13,51.0034
2020-07-14,51.0034
2020-07-15,51.0034
2020-07-16,51.0034
2020-07-17,51.0034
2020-07-18,51.0034
2020-07-19,51.0034
2020-07-20,51.0034
2020-07-21,51.0034
2020-07-22,51.0034
2020-07-23,51.0034
2020-07-24,51.0034
2020-07-25,51.0034
2020-07-26,51.0034
2020-07-27,51.0034
2020-07-28,51.0034
2020-07-29,51.0034
2020-07-30,51.0034
2020-07-31,51.0034
2020-08-01,51.0034
2020-08-02,51.0034
2020-08-03,51.0034
2020-08-04,51.0034
2020-08-05,51.0034
2020-08-06,51.0034
2020-08-07,51.0034
2020-08-08,51.0034
2020-08-09,51.0034
2020-08-10,51.0034
2020-08-11,51.0034
2020-08-12,51.0034
2020-08-13,51.0034
2020-08-14,51.0034
2020-08-15,51.0034
2020-08-16,51.0034
2020-08-17,51.0034
2020-08-18,51.0034
2020-08-19,51.0034
2020-08-20,51.0034
2020-08-21,51.0034
2020-08-22,51.0034
2020-08-23,51.0034
2020-08-24,51.0034
2020-08-25,51.0034
2020-08-26,51.0034
2020-08-27,51.0034
2020-08-28,51.0034
2020-08-29,51.0034
2020-08-30,51.0034
2020-08-31,51.0034
2020-09-01,51.0034
2020-09-02,51.0034
2020-09-03,51.0034
2020-09-04,51.0034
2020-09-05,51.0034
2020-09-06,51.0034
2020-09-07,51.0034
2020-09-08,51.0034
2020-09-09,51.0034
2020-09-10,51.0034
2020-09-11,51.0034
2020-09-12,51.0034
2020-09-13,51.0034
2020-09-14,51.0034
2020-09-15,51.0034
2020-09-16,51.0034
2020-09-17,51.0034
2020-09-18,51.0034
2020-09-19,51.0034
2020-09-20,51.0034
2020-09-21,51.0034
2020-09-22,51.0034
2020-09-23,51.0034
2020-09-24,51.0034
2020-09-25,51.0034
2020-09-26,51.0034
2020-09-27,51.0034
2020-09-28,51.0034
2020-09-29,51.0034
2020-09-30,45.7487
2020-10-01,45.7487
2020-10-02,45.7487
2020-10-03,45.7487
2020-10-04,45.7487
2020-10-05,45.7487
2020-10-06,45.7487
2020-10-07,45.7487
2020-10-08,45.7487
2020-10-09,45.7487
2020-10-10,45.7487
2020-10-11,45.7487
2020-10-12,45.7487
2020-10-13,45.7487
2020-10-14,45.7487
2020-10-15,45.7487
2020-10-16,45.7487
2020-10-17,45.7487
2020-10-18,45.7487
2020-10-19,45.7487
2020-10-20,45.7487
2020-10-21,45.7487
2020-10-22,45.7487
2020-10-23,45.7487
2020-10-24,45.7487
2020-10-25,45.7487
2020-10-26,45.7487
2020-10-27,45.7487
2020-10-28,45.7487
2020-10-29,45.7487
2020-10-30,45.7487
2020-10-31,45.7487
2020-11-01,45.7487
2020-11-02,45.7487
2020-11-03,45.7487
2020-11-04,45.7487
2020-11-05,45.7487
2020-11-06,45.7487
2020-11-07,45.7487
2020-11-08,45.7487
2020-11-09,45.7487
2020-11-10,45.7487
2020-11-11,45.7487
2020-11-12,45.7487
2020-11-13,45.7487
2020-11-14,45.7487
2020-11-15,45.7487
2020-11-16,45.7487
2020-11-17,45.7487
2020-11-18,45.7487
2020-11-19,45.7487
2020-11-20,45.7487
2020-11-21,45.7487
2020-11-22,45.7487
2020-11-23,45.7487
2020-11-24,45.7487
2020-11-25,45.7487
2020-11-26,45.7487
2020-11-27,45.7487
2020-11-28,45.7487
2020-11-29,45.7487
2020-11-30,45.7487
2020-12-01,45.7487
2020-12-02,45.7487
2020-12-03,45.7487
2020-12-04,45.7487
2020-12-05,45.7487
2020-12-06,45.7487
2020-12-07,45.7487
2020-12-08,45.7487
2020-12-09,45.7487
2020-12-10,45.7487
2020-12-11,45.7487
2020-12-12,45.7487
2020-12-13,45.7487
2020-12-14,45.7487
2020-12-15,45.7487
2020-12-16,45.7487
2020-12-17,45.7487
2020-12-18,45.7487
2020-12-19,45.7487
2020-12-20,45.7487
2020-12-21,45.7487
2020-12-22,45.7487
2020-12-23,45.7487
2020-12-24,45.7487
2020-12-25,45.7487
2020-12-26,45.7487
2020-12-27,45.7487
2020-12-28,45.7487
2020-12-29,45.7487
2020-12-30,45.7487
2020-12-31,39.4822
2021-01-01,39.4822
2021-01-02,39.4822
2021-01-03,39.4822
2021-01-04,39.4822
2021-01-05,39.4822
2021-01-06,39.4822
2021-01-07,39.4822
2021-01-08,39.4822
2021-01-09,39.4822
2021-01-10,39.4822
2021-01-11,39.4822
2021-01-12,39.4822
2021-01-13,39.4822
2021-01-14,39.4822
2021-01-15,39.4822
2021-01-16,39.4822
2021-01-17,39.4822
2021-01-18,39.4822
2021-01-19,39.4822
2021-01-20,39.4822
2021-01-21,39.4822
2021-01-22,39.4822
2021-01-23,39.4822
2021-01-24,39.4822
2021-01-25,39.4822
2021-01-26,39.4822
2021-01-27,39.4822
2021-01-28,39.4822
2021-01-29,39.4822
2021-01-30,39.4822
2021-01-31,39.4822
2021-02-01,39.4822
2021-02-02,39.4822
2021-02-03,39.4822
2021-02-04,39.4822
2021-02-05,39.4822
2021-02-06,39.4822
2021-02-07,39.4822
2021-02-08,39.4822
2021-02-09,39.4822
2021-02-10,39.4822
2021-02-11,39.4822
2021-02-12,39.4822
2021-02-13,39.4822
2021-02-14,39.4822
2021-02-15,39.4822
2021-02-16,39.4822
2021-02-17,39.4822
2021-02-18,39.4822
2021-02-19,39.4822
2021-02-20,39.4822
2021-02-21,39.4822
2021-02-22,39.4822
2021-02-23,39.4822
2021-02-24,39.4822
2021-02-25,39.4822
2021-02-26,39.4822
2021-02-27,39.4822
2021-02-28,39.4822
2021-03-01,39.4822
2021-03-02,39.4822
2021-03-03,39.4822
2021-03-04,39.4822
2021-03-05,39.4822
2021-03-06,39.4822
2021-03-07,39.4822
2021-03-08,39.4822
2021-03-09,39.4822
2021-03-10,39.4822
2021-03-11,39.4822
2021-03-12,39.4822
2021-03-13,39.4822
2021-03-14,39.4822
2021-03-15,39.4822
2021-03-16,39.4822
2021-03-17,39.4822
2021-03-18,39.4822
2021-03-19,39.4822
2021-03-20,39.4822
2021-03-21,39.4822
2021-03-22,39.4822
2021-03-23,39.4822
2021-03-24,39.4822
2021-03-25,39.4822
2021-03-26,39.4822
2021-03-27,39.4822
2021-03-28,39.4822
2021-03-29,39.4822
2021-03-30,39.4822
2021-03-31,54.5129
2021-04-01,54.5129
2021-04-02,54.5129
2021-04-03,54.5129
2021-04-04,54.5129
2021-04-05,54.5129
2021-04-06,54.5129
2021-04-07,54.5129
2021-04-08,54.5129
2021-04-09,54.5129
2021-04-10,54.5129
2021-04-11,54.5129
2021-04-12,54.5129
2021-04-13,54.5129
2021-04-14,54.5129
2021-04-15,54.5129
2021-04-16,54.5129
2021-04-17,54.5129
2021-04-18,54.5129
2021-04-19,54.5129
2021-04-20,54.5129
2021-04-21,54.5129
2021-04-22,54.5129
2021-04-23,54.5129
2021-04-24,54.5129
2021-04-25,54.5129
2021-04-26,54.5129
2021-04-27,54.5129
2021-04-28,54.5129
2021-04-29,54.5129
2021-04-30,54.5129
2021-05-01,54.5129
2021-05-02,54.5129
2021-05-03,54.5129
2021-05-04,54.5129
2021-05-05,54.5129
2021-05-06,54.5129
2021-05-07,54.5129
2021-05-08,54.5129
2021-05-09,54.5129
2021-05-10,54.5129
2021-05-11,54.5129
2021-05-12,54.5129
2021-05-13,54.5129
2021-05-14,54.5129
2021-05-15,54.5129
2021-05-16,54.5129
2021-05-17,54.5129
2021-05-18,54.5129
2021-05-19,54.5129
2021-05-20,54.5129
2021-05-21,54.5129
2021-05-22,54.5129
2021-05-23,54.5129
2021-05-24,54.5129
2021-05-25,54.5129
2021-05-26,54.5129
2021-05-27,54.5129
2021-05-28,54.5129
2021-05-29,54.5129
2021-05-30,54.5129
2021-05-31,54.5129
2021-06-01,54.5129
2021-06-02,54.5129
2021-06-03,54.5129
2021-06-04,54.5129
2021-06-05,54.5129
2021-06-06,54.5129
2021-06-07,54.5129
2021-06-08,54.5129
2021-06-09,54.5129
2021-06-10,54.5129
2021-06-11,54.5129
2021-06-12,54.5129
2021-06-13,54.5129
2021-06-14,54.5129
2021-06-15,54.5129
2021-06-16,54.5129
2021-06-17,54.5129
2021-06-18,54.5129
2021-06-19,54.5129
2021-06-20,54.5129
2021-06-21,54.5129
2021-06-22,54.5129
2021-06-23,54.5129
2021-06-24,54.5129
2021-06-25,54.5129
2021-06-26,54.5129
2021-06-27,54.5129
2021-06-28,54.5129
2021-06-29,54.5129
2021-06-30,55.9464
2021-07-01,55.9464
2021-07-02,55.9464
2021-07-03,55.9464
2021-07-04,55.9464
2021-07-05,55.9464
2021-07-06,55.9464
2021-07-07,55.9464
2021-07-08,55.9464
2021-07-09,55.9464
2021-07-10,55.9464
2021-07-11,55.9464
2021-07-12,55.9464
2021-07-13,55.9464
2021-07-14,55.9464
2021-07-15,55.9464
2021-07-16,55.9464
2021-07-17,55.9464
2021-07-18,55.9464
2021-07-19,55.9464
2021-07-20,55.9464
2021-07-21,55.9464
2021-07-22,55.9464
2021-07-23,55.9464
2021-07-24,55.9464
2021-07-25,55.9464
2021-07-26,55.9464
2021-07-27,55.9464
2021-07-28,55.9464
2021-07-29,55.9464
2021-07-30,55.9464
2021-07-31,55.9464
2021-08-01,55.9464
2021-08-02,55.9464
2021-08-03,55.9464
2021-08-04,55.9464
2021-08-05,55.9464
2021-08-06,55.9464
2021-08-07,55.9464
2021-08-08,55.9464
2021-08-09,55.9464
2021-08-10,55.9464
2021-08-11,55.9464
2021-08-12,55.9464
2021-08-13,55.9464
2021-08-14,55.9464
2021-08-15,55.9464
2021-08-16,55.9464
2021-08-17,55.9464
2021-08-18,55.9464
2021-08-19,55.9464
2021-08-20,55.9464
2021-08-21,55.9464
2021-08-22,55.9464
2021-08-23,55.9464
2021-08-24,55.9464
2021-08-25,55.9464
2021-08-26,55.9464
2021-08-27,55.9464
2021-08-28,55.9464
2021-08-29,55.9464
2021-08-30,55.9464
2021-08-31,55.9464
2021-09-01,55.9464
2021-09-02,55.9464
2021-09-03,55.9464
2021-09-04,55.9464
2021-09-05,55.9464
2021-09-06,55.9464
2021-09-07,55.9464
2021-09-08,55.9464
2021-09-09,55.9464
2021-09-10,55.9464
2021-09-11,55.9464
2021-09-12,55.9464
2021-09-13,55.9464
2021-09-14,55.9464
2021-09-15,55.9464
2021-09-16,55.9464
2021-09-17,55.9464
2021-09-18,55.9464
2021-09-19,55.9464
2021-09-20,55.9464
2021-09-21,55.9464
2021-09-22,55.9464
2021-09-23,55.9464
2021-09-24,55.9464
2021-09-25,55.9464
2021-09-26,55.9464
2021-09-27,55.9464
2021-09-28,55.9464
2021-09-29,55.9464
2021-09-30,56.9672
2021-10-01,56.9672
2021-10-02,56.9672
2021-10-03,56.9672
2021-10-04,56.9672
2021-10-05,56.9672
2021-10-06,56.9672
2021-10-07,56.9672
2021-10-08,56.9672
2021-10-09,56.9672
2021-10-10,56.9672
2021-10-11,56.9672
2021-10-12,56.9672
2021-10-13,56.9672
2021-10-14,56.9672
2021-10-15,56.9672
2021-10-16,56.9672
2021-10-17,56.9672
2021-10-18,56.9672
2021-10-19,56.9672
2021-10-20,56.9672
2021-10-21,56.9672
2021-10-22,56.9672
2021-10-23,56.9672
2021-10-24,56.9672
2021-10-25,56.9672
2021-10-26,56.9672
2021-10-27,56.9672
2021-10-28,56.9672
2021-10-29,56.9672
2021-10-30,56.9672
2021-10-31,56.9672
2021-11-01,56.9672
2021-11-02,56.9672
2021-11-03,56.9672
2021-11-04,56.9672
2021-11-05,56.9672
2021-11-06,56.9672
2021-11-07,56.9672
2021-11-08,56.9672
2021-11-09,56.9672
2021-11-10,56.9672
2021-11-11,56.9672
2021-11-12,56.9672
2021-11-13,56.9672
2021-11-14,56.9672
2021-11-15,56.9672
2021-11-16,56.9672
2021-11-17,56.9672
2021-11-18,56.9672
2021-11-19,56.9672
2021-11-20,56.9672
2021-11-21,56.9672
2021-11-22,56.9672
2021-11-23,56.9672
2021-11-24,56.9672
2021-11-25,56.9672
2021-11-26,56.9672
2021-11-27,56.9672
2021-11-28,56.9672
2021-11-29,56.9672
2021-11-30,56.9672
2021-12-01,56.9672
2021-12-02,56.9672
2021-12-03,56.9672
2021-12-04,56.9672
2021-12-05,56.9672
2021-12-06,56.9672
2021-12-07,56.9672
2021-12-08,56.9672
2021-12-09,56.9672
2021-12-10,56.9672
2021-12-11,56.9672
2021-12-12,56.9672
2021-12-13,56.9672
2021-12-14,56.9672
2021-12-15,56.9672
2021-12-16,56.9672
2021-12-17,56.9672
2021-12-18,56.9672
2021-12-19,56.9672
2021-12-20,56.9672
2021-12-21,56.9672
2021-12-22,56.9672
2021-12-23,56.9672
2021-12-24,56.9672
2021-12-25,56.9672
2021-12-26,56.9672
2021-12-27,56.9672
2021-12-28,56.9672
2021-12-29,56.9672
2021-12-30,56.9672
2021-12-31,98.4561
2022-01-01,98.4561
2022-01-02,98.4561
2022-01-03,98.4561
2022-01-04,98.4561
2022-01-05,98.4561
2022-01-06,98.4561
2022-01-07,98.4561
2022-01-08,98.4561
2022-01-09,98.4561
2022-01-10,98.4561
2022-01-11,98.4561
2022-01-12,98.4561
2022-01-13,98.4561
2022-01-14,98.4561
2022-01-15,98.4561
2022-01-16,98.4561
2022-01-17,98.4561
2022-01-18,98.4561
2022-01-19,98.4561
2022-01-20,98.4561
2022-01-21,98.4561
2022-01-22,98.4561
2022-01-23,98.4561
2022-01-24,98.4561
2022-01-25,98.4561
2022-01-26,98.4561
2022-01-27,98.4561
2022-01-28,98.4561
2022-01-29,98.4561
2022-01-30,98.4561
2022-01-31,98.4561
2022-02-01,98.4561
2022-02-02,98.4561
2022-02-03,98.4561
2022-02-04,98.4561
2022-02-05,98.4561
2022-02-06,98.4561
2022-02-07,98.4561
2022-02-08,98.4561
2022-02-09,98.4561
2022-02-10,98.4561
2022-02-11,98.4561
2022-02-12,98.4561
2022-02-13,98.4561
2022-02-14,98.4561
2022-02-15,98.4561
2022-02-16,98.4561
2022-02-17,98.4561
2022-02-18,98.4561
2022-02-19,98.4561
2022-02-20,98.4561
2022-02-21,98.4561
2022-02-22,98.4561
2022-02-23,98.4561
2022-02-24,98.4561
2022-02-25,98.4561
2022-02-26,98.4561
2022-02-27,98.4561
2022-02-28,98.4561
2022-03-01,98.4561
2022-03-02,98.4561
2022-03-03,98.4561
2022-03-04,98.4561
2022-03-05,98.4561
2022-03-06,98.4561
2022-03-07,98.4561
2022-03-08,98.4561
2022-03-09,98.4561
2022-03-10,98.4561
2022-03-11,98.4561
2022-03-12,98.4561
2022-03-13,98.4561
2022-03-14,98.4561
2022-03-15,98.4561
2022-03-16,98.4561
2022-03-17,98.4561
2022-03-18,98.4561
2022-03-19,98.4561
2022-03-20,98.4561
2022-03-21,98.4561
2022-03-22,98.4561
2022-03-23,98.4561
2022-03-24,98.4561
2022-03-25,98.4561
2022-03-26,98.4561
2022-03-27,98.4561
2022-03-28,98.4561
2022-03-29,98.4561
2022-03-30,98.4561
2022-03-31,92.0223
2022-04-01,92.0223
2022-04-02,92.0223
2022-04-03,92.0223
2022-04-04,92.0223
2022-04-05,92.0223
2022-04-06,92.0223
2022-04-07,92.0223
2022-04-08,92.0223
2022-04-09,92.0223
2022-04-10,92.0223
2022-04-11,92.0223
2022-04-12,92.0223
2022-04-13,92.0223
2022-04-14,92.0223
2022-04-15,92.0223
2022-04-16,92.0223
2022-04-17,92.0223
2022-04-18,92.0223
2022-04-19,92.0223
2022-04-20,92.0223
2022-04-21,92.0223
2022-04-22,92.0223
2022-04-23,92.0223
2022-04-24,92.0223
2022-04-25,92.0223
2022-04-26,92.0223
2022-04-27,92.0223
2022-04-28,92.0223
2022-04-29,92.0223
2022-04-30,92.0223
2022-05-01,92.0223
2022-05-02,92.0223
2022-05-03,92.0223
2022-05-04,92.0223
2022-05-05,92.0223
2022-05-06,92.0223
2022-05-07,92.0223
2022-05-08,92.0223
2022-05-09,92.0223
2022-05-10,92.0223
2022-05-11,92.0223
2022-05-12,92.0223
2022-05-13,92.0223
2022-05-14,92.0223
2022-05-15,92.0223
2022-05-16,92.0223
2022-05-17,92.0223
2022-05-18,92.0223
2022-05-19,92.0223
2022-05-20,92.0223
2022-05-21,92.0223
2022-05-22,92.0223
2022-05-23,92.0223
2022-05-24,92.0223
2022-05-25,92.0223
2022-05-26,92.0223
2022-05-27,92.0223
2022-05-28,92.0223
2022-05-29,92.0223
2022-05-30,92.0223
2022-05-31,92.0223
2022-06-01,92.0223
2022-06-02,92.0223
2022-06-03,92.0223
2022-06-04,92.0223
2022-06-05,92.0223
2022-06-06,92.0223
2022-06-07,92.0223
2022-06-08,92.0223
2022-06-09,92.0223
2022-06-10,92.0223
2022-06-11,92.0223
2022-06-12,92.0223
2022-06-13,92.0223
2022-06-14,92.0223
2022-06-15,92.0223
2022-06-16,92.0223
2022-06-17,92.0223
2022-06-18,92.0223
2022-06-19,92.0223
2022-06-20,92.0223
2022-06-21,92.0223
2022-06-22,92.0223
2022-06-23,92.0223
2022-06-24,92.0223
2022-06-25,92.0223
2022-06-26,92.0223
2022-06-27,92.0223
2022-06-28,92.0223
2022-06-29,92.0223
2022-06-30,81.4865
2022-07-01,81.4865
2022-07-02,81.4865
2022-07-03,81.4865
2022-07-04,81.4865
2022-07-05,81.4865
2022-07-06,81.4865
2022-07-07,81.4865
2022-07-08,81.4865
2022-07-09,81.4865
2022-07-10,81.4865
2022-07-11,81.4865
2022-07-12,81.4865
2022-07-13,81.4865
2022-07-14,81.4865
2022-07-15,81.4865
2022-07-16,81.4865
2022-07-17,81.4865
2022-07-18,81.4865
2022-07-19,81.4865
2022-07-20,81.4865
2022-07-21,81.4865
2022-07-22,81.4865
2022-07-23,81.4865
2022-07-24,81.4865
2022-07-25,81.4865
2022-07-26,81.4865
2022-07-27,81.4865
2022-07-28,81.4865
2022-07-29,81.4865
2022-07-30,81.4865
2022-07-31,81.4865
2022-08-01,81.4865
2022-08-02,81.4865
2022-08-03,81.4865
2022-08-04,81.4865
2022-08-05,81.4865
2022-08-06,81.4865
2022-08-07,81.4865
2022-08-08,81.4865
2022-08-09,81.4865
2022-08-10,81.4865
2022-08-11,81.4865
2022-08-12,81.4865
2022-08-13,81.4865
2022-08-14,81.4865
2022-08-15,81.4865
2022-08-16,81.4865
2022-08-17,81.4865
2022-08-18,81.4865
2022-08-19,81.4865
2022-08-20,81.4865
2022-08-21,81.4865
2022-08-22,81.4865
2022-08-23,81.4865
2022-08-24,81.4865
2022-08-25,81.4865
2022-08-26,81.4865
2022-08-27,81.4865
2022-08-28,81.4865
2022-08-29,81.4865
2022-08-30,81.4865
2022-08-31,81.4865
2022-09-01,81.4865
2022-09-02,81.4865
2022-09-03,81.4865
2022-09-04,81.4865
2022-09-05,81.4865
2022-09-06,81.4865
2022-09-07,81.4865
2022-09-08,81.4865
2022-09-09,81.4865
2022-09-10,81.4865
2022-09-11,81.4865
2022-09-12,81.4865
2022-09-13,81.4865
2022-09-14,81.4865
2022-09-15,81.4865
2022-09-16,81.4865
2022-09-17,81.4865
2022-09-18,81.4865
2022-09-19,81.4865
2022-09-20,81.4865
2022-09-21,81.4865
2022-09-22,81.4865
2022-09-23,81.4865
2022-09-24,81.4865
2022-09-25,81.4865
2022-09-26,81.4865
2022-09-27,81.4865
2022-09-28,81.4865
2022-09-29,81.4865
2022-09-30,69.9883
2022-10-01,69.9883
2022-10-02,69.9883
2022-10-03,69.9883
2022-10-04,69.9883
2022-10-05,69.9883
2022-10-06,69.9883
2022-10-07,69.9883
2022-10-08,69.9883
2022-10-09,69.9883
2022-10-10,69.9883
2022-10-11,69.9883
2022-10-12,69.9883
2022-10-13,69.9883
2022-10-14,69.9883
2022-10-15,69.9883
2022-10-16,69.9883
2022-10-17,69.9883
2022-10-18,69.9883
2022-10-19,69.9883
2022-10-20,69.9883
2022-10-21,69.9883
2022-10-22,69.9883
2022-10-23,69.9883
2022-10-24,69.9883
2022-10-25,69.9883
2022-10-26,69.9883
2022-10-27,69.9883
2022-10-28,69.9883
2022-10-29,69.9883
2022-10-30,69.9883
2022-10-31,69.9883
2022-11-01,69.9883
2022-11-02,69.9883
2022-11-03,69.9883
2022-11-04,69.9883
2022-11-05,69.9883
2022-11-06,69.9883
2022-11-07,69.9883
2022-11-08,69.9883
2022-11-09,69.9883
2022-11-10,69.9883
2022-11-11,69.9883
2022-11-12,69.9883
2022-11-13,69.9883
2022-11-14,69.9883
2022-11-15,69.9883
2022-11-16,69.9883
2022-11-17,69.9883
2022-11-18,69.9883
2022-11-19,69.9883
2022-11-20,69.9883
2022-11-21,69.9883
2022-11-22,69.9883
2022-11-23,69.9883
2022-11-24,69.9883
2022-11-25,69.9883
2022-11-26,69.9883
2022-11-27,69.9883
2022-11-28,69.9883
2022-11-29,69.9883
2022-11-30,69.9883
2022-12-01,69.9883
2022-12-02,69.9883
2022-12-03,69.9883
2022-12-04,69.9883
2022-12-05,69.9883
2022-12-06,69.9883
2022-12-07,69.9883
2022-12-08,69.9883
2022-12-09,69.9883
2022-12-10,69.9883
2022-12-11,69.9883
2022-12-12,69.9883
2022-12-13,69.9883
2022-12-14,69.9883
2022-12-15,69.9883
2022-12-16,69.9883
2022-12-17,69.9883
2022-12-18,69.9883
2022-12-19,69.9883
2022-12-20,69.9883
2022-12-21,69.9883
2022-12-22,69.9883
2022-12-23,69.9883
2022-12-24,69.9883
2022-12-25,69.9883
2022-12-26,69.9883
2022-12-27,69.9883
2022-12-28,69.9883
2022-12-29,69.9883
2022-12-30,69.9883
2022-12-31,57.7126
2023-01-01,57.7126
2023-01-02,57.7126
2023-01-03,57.7126
2023-01-04,57.7126
2023-01-05,57.7126
2023-01-06,57.7126
2023-01-07,57.7126
2023-01-08,57.7126
2023-01-09,57.7126
2023-01-10,57.7126
2023-01-11,57.7126
2023-01-12,57.7126
2023-01-13,57.7126
2023-01-14,57.7126
2023-01-15,57.7126
2023-01-16,57.7126
2023-01-17,57.7126
2023-01-18,57.7126
2023-01-19,57.7126
2023-01-20,57.7126
2023-01-21,57.7126
2023-01-22,57.7126
2023-01-23,57.7126
2023-01-24,57.7126
2023-01-25,57.7126
2023-01-26,57.7126
2023-01-27,57.7126
2023-01-28,57.7126
2023-01-29,57.7126
2023-01-30,57.7126
2023-01-31,57.7126
2023-02-01,57.7126
2023-02-02,57.7126
2023-02-03,57.7126
2023-02-04,57.7126
2023-02-05,57.7126
2023-02-06,57.7126
2023-02-07,57.7126
2023-02-08,57.7126
2023-02-09,57.7126
2023-02-10,57.7126
2023-02-11,57.7126
2023-02-12,57.7126
2023-02-13,57.7126
2023-02-14,57.7126
2023-02-15,57.7126
2023-02-16,57.7126
2023-02-17,57.7126
2023-02-18,57.7126
2023-02-19,57.7126
2023-02-20,57.7126
2023-02-21,57.7126
2023-02-22,57.7126
2023-02-23,57.7126
2023-02-24,57.7126
2023-02-25,57.7126
2023-02-26,57.7126
2023-02-27,57.7126
2023-02-28,57.7126
2023-03-01,57.7126
2023-03-02,57.7126
2023-03-03,57.7126
2023-03-04,57.7126
2023-03-05,57.7126
2023-03-06,57.7126
2023-03-07,57.7126
2023-03-08,57.7126
2023-03-09,57.7126
