,LAD US Equity
,RETURN_COM_EQY
2020-01-01,20.376
2020-01-02,20.376
2020-01-03,20.376
2020-01-04,20.376
2020-01-05,20.376
2020-01-06,20.376
2020-01-07,20.376
2020-01-08,20.376
2020-01-09,20.376
2020-01-10,20.376
2020-01-11,20.376
2020-01-12,20.376
2020-01-13,20.376
2020-01-14,20.376
2020-01-15,20.376
2020-01-16,20.376
2020-01-17,20.376
2020-01-18,20.376
2020-01-19,20.376
2020-01-20,20.376
2020-01-21,20.376
2020-01-22,20.376
2020-01-23,20.376
2020-01-24,20.376
2020-01-25,20.376
2020-01-26,20.376
2020-01-27,20.376
2020-01-28,20.376
2020-01-29,20.376
2020-01-30,20.376
2020-01-31,20.376
2020-02-01,20.376
2020-02-02,20.376
2020-02-03,20.376
2020-02-04,20.376
2020-02-05,20.376
2020-02-06,20.376
2020-02-07,20.376
2020-02-08,20.376
2020-02-09,20.376
2020-02-10,20.376
2020-02-11,20.376
2020-02-12,20.376
2020-02-13,20.376
2020-02-14,20.376
2020-02-15,20.376
2020-02-16,20.376
2020-02-17,20.376
2020-02-18,20.376
2020-02-19,20.376
2020-02-20,20.376
2020-02-21,20.376
2020-02-22,20.376
2020-02-23,20.376
2020-02-24,20.376
2020-02-25,20.376
2020-02-26,20.376
2020-02-27,20.376
2020-02-28,20.376
2020-02-29,20.376
2020-03-01,20.376
2020-03-02,20.376
2020-03-03,20.376
2020-03-04,20.376
2020-03-05,20.376
2020-03-06,20.376
2020-03-07,20.376
2020-03-08,20.376
2020-03-09,20.376
2020-03-10,20.376
2020-03-11,20.376
2020-03-12,20.376
2020-03-13,20.376
2020-03-14,20.376
2020-03-15,20.376
2020-03-16,20.376
2020-03-17,20.376
2020-03-18,20.376
2020-03-19,20.376
2020-03-20,20.376
2020-03-21,20.376
2020-03-22,20.376
2020-03-23,20.376
2020-03-24,20.376
2020-03-25,20.376
2020-03-26,20.376
2020-03-27,20.376
2020-03-28,20.376
2020-03-29,20.376
2020-03-30,20.376
2020-03-31,19.3055
2020-04-01,19.3055
2020-04-02,19.3055
2020-04-03,19.3055
2020-04-04,19.3055
2020-04-05,19.3055
2020-04-06,19.3055
2020-04-07,19.3055
2020-04-08,19.3055
2020-04-09,19.3055
2020-04-10,19.3055
2020-04-11,19.3055
2020-04-12,19.3055
2020-04-13,19.3055
2020-04-14,19.3055
2020-04-15,19.3055
2020-04-16,19.3055
2020-04-17,19.3055
2020-04-18,19.3055
2020-04-19,19.3055
2020-04-20,19.3055
2020-04-21,19.3055
2020-04-22,19.3055
2020-04-23,19.3055
2020-04-24,19.3055
2020-04-25,19.3055
2020-04-26,19.3055
2020-04-27,19.3055
2020-04-28,19.3055
2020-04-29,19.3055
2020-04-30,19.3055
2020-05-01,19.3055
2020-05-02,19.3055
2020-05-03,19.3055
2020-05-04,19.3055
2020-05-05,19.3055
2020-05-06,19.3055
2020-05-07,19.3055
2020-05-08,19.3055
2020-05-09,19.3055
2020-05-10,19.3055
2020-05-11,19.3055
2020-05-12,19.3055
2020-05-13,19.3055
2020-05-14,19.3055
2020-05-15,19.3055
2020-05-16,19.3055
2020-05-17,19.3055
2020-05-18,19.3055
2020-05-19,19.3055
2020-05-20,19.3055
2020-05-21,19.3055
2020-05-22,19.3055
2020-05-23,19.3055
2020-05-24,19.3055
2020-05-25,19.3055
2020-05-26,19.3055
2020-05-27,19.3055
2020-05-28,19.3055
2020-05-29,19.3055
2020-05-30,19.3055
2020-05-31,19.3055
2020-06-01,19.3055
2020-06-02,19.3055
2020-06-03,19.3055
2020-06-04,19.3055
2020-06-05,19.3055
2020-06-06,19.3055
2020-06-07,19.3055
2020-06-08,19.3055
2020-06-09,19.3055
2020-06-10,19.3055
