,OXM US Equity
2023-02-07,31.1551
2023-02-08,31.1551
2023-02-09,31.1551
2023-02-10,31.1551
2023-02-11,31.1551
2023-02-12,31.1551
2023-02-13,31.1551
2023-02-14,31.1551
2023-02-15,31.1551
2023-02-16,31.1551
2023-02-17,31.1551
2023-02-18,31.1551
2023-02-19,31.1551
2023-02-20,31.1551
2023-02-21,31.1551
2023-02-22,31.1551
2023-02-23,31.1551
2023-02-24,31.1551
2023-02-25,31.1551
2023-02-26,31.1551
2023-02-27,31.1551
2023-02-28,31.1551
2023-03-01,31.1551
2023-03-02,31.1551
2023-03-03,31.1551
2023-03-04,31.1551
2023-03-05,31.1551
2023-03-06,31.1551
2023-03-07,31.1551
2023-03-08,31.1551
2023-03-09,31.1551
2023-03-10,31.1551
2023-03-11,31.1551
2023-03-12,31.1551
2023-03-13,31.1551
2023-03-14,31.1551
2023-03-15,31.1551
2023-03-16,31.1551
2023-03-17,31.1551
2023-03-18,31.1551
2023-03-19,31.1551
2023-03-20,31.1551
2023-03-21,31.1551
2023-03-22,31.1551
2023-03-23,31.1551
2023-03-24,31.1551
2023-03-25,31.1551
2023-03-26,31.1551
2023-03-27,31.1551
2023-03-28,31.1551
2023-03-29,31.1551
2023-03-30,31.1551
2023-03-31,31.1551
2023-04-01,31.1551
2023-04-02,31.1551
2023-04-03,31.1551
2023-04-04,31.1551
2023-04-05,31.1551
2023-04-06,31.1551
2023-04-07,31.1551
2023-04-08,31.1551
2023-04-09,31.1551
2023-04-10,31.1551
2023-04-11,31.1551
2023-04-12,31.1551
2023-04-13,31.1551
2023-04-14,31.1551
2023-04-15,31.1551
2023-04-16,31.1551
2023-04-17,31.1551
2023-04-18,31.1551
2023-04-19,31.1551
2023-04-20,31.1551
2023-04-21,31.1551
2023-04-22,31.1551
2023-04-23,31.1551
2023-04-24,31.1551
2023-04-25,31.1551
2023-04-26,31.1551
2023-04-27,31.1551
2023-04-28,31.1551
2023-04-29,29.7749
2023-04-30,29.7749
2023-05-01,29.7749
2023-05-02,29.7749
2023-05-03,29.7749
2023-05-04,29.7749
2023-05-05,29.7749
2023-05-06,29.7749
2023-05-07,29.7749
2023-05-08,29.7749
2023-05-09,29.7749
2023-05-10,29.7749
2023-05-11,29.7749
2023-05-12,29.7749
2023-05-13,29.7749
2023-05-14,29.7749
2023-05-15,29.7749
2023-05-16,29.7749
2023-05-17,29.7749
2023-05-18,29.7749
2023-05-19,29.7749
2023-05-20,29.7749
2023-05-21,29.7749
2023-05-22,29.7749
2023-05-23,29.7749
2023-05-24,29.7749
2023-05-25,29.7749
2023-05-26,29.7749
2023-05-27,29.7749
2023-05-28,29.7749
2023-05-29,29.7749
2023-05-30,29.7749
2023-05-31,29.7749
2023-06-01,29.7749
2023-06-02,29.7749
2023-06-03,29.7749
2023-06-04,29.7749
2023-06-05,29.7749
2023-06-06,29.7749
2023-06-07,29.7749
2023-06-08,29.7749
2023-06-09,29.7749
2023-06-10,29.7749
2023-06-11,29.7749
2023-06-12,29.7749
2023-06-13,29.7749
2023-06-14,29.7749
2023-06-15,29.7749
2023-06-16,29.7749
2023-06-17,29.7749
2023-06-18,29.7749
2023-06-19,29.7749
2023-06-20,29.7749
2023-06-21,29.7749
2023-06-22,29.7749
2023-06-23,29.7749
2023-06-24,29.7749
2023-06-25,29.7749
2023-06-26,29.7749
2023-06-27,29.7749
2023-06-28,29.7749
2023-06-29,29.7749
2023-06-30,29.7749
2023-07-01,29.7749
2023-07-02,29.7749
2023-07-03,29.7749
2023-07-04,29.7749
2023-07-05,29.7749
2023-07-06,29.7749
2023-07-07,29.7749
2023-07-08,29.7749
2023-07-09,29.7749
2023-07-10,29.7749
2023-07-11,29.7749
2023-07-12,29.7749
2023-07-13,29.7749
2023-07-14,29.7749
2023-07-15,29.7749
2023-07-16,29.7749
2023-07-17,29.7749
2023-07-18,29.7749
2023-07-19,29.7749
2023-07-20,29.7749
2023-07-21,29.7749
2023-07-22,29.7749
2023-07-23,29.7749
2023-07-24,29.7749
2023-07-25,29.7749
2023-07-26,29.7749
2023-07-27,29.7749
2023-07-28,29.7749
2023-07-29,27.913
2023-07-30,27.913
2023-07-31,27.913
2023-08-01,27.913
2023-08-02,27.913
2023-08-03,27.913
2023-08-04,27.913
2023-08-05,27.913
2023-08-06,27.913
2023-08-07,27.913
2023-08-08,27.913
2023-08-09,27.913
2023-08-10,27.913
2023-08-11,27.913
2023-08-12,27.913
2023-08-13,27.913
2023-08-14,27.913
2023-08-15,27.913
2023-08-16,27.913
2023-08-17,27.913
2023-08-18,27.913
2023-08-19,27.913
2023-08-20,27.913
2023-08-21,27.913
2023-08-22,27.913
2023-08-23,27.913
2023-08-24,27.913
2023-08-25,27.913
2023-08-26,27.913
2023-08-27,27.913
2023-08-28,27.913
2023-08-29,27.913
2023-08-30,27.913
2023-08-31,27.913
2023-09-01,27.913
2023-09-02,27.913
2023-09-03,27.913
2023-09-04,27.913
2023-09-05,27.913
2023-09-06,27.913
2023-09-07,27.913
2023-09-08,27.913
2023-09-09,27.913
2023-09-10,27.913
2023-09-11,27.913
2023-09-12,27.913
2023-09-13,27.913
2023-09-14,27.913
2023-09-15,27.913
2023-09-16,27.913
2023-09-17,27.913
2023-09-18,27.913
2023-09-19,27.913
2023-09-20,27.913
2023-09-21,27.913
2023-09-22,27.913
2023-09-23,27.913
2023-09-24,27.913
2023-09-25,27.913
2023-09-26,27.913
2023-09-27,27.913
2023-09-28,27.913
2023-09-29,27.913
2023-09-30,27.913
2023-10-01,27.913
2023-10-02,27.913
2023-10-03,27.913
2023-10-04,27.913
2023-10-05,27.913
2023-10-06,27.913
2023-10-07,27.913
2023-10-08,27.913
2023-10-09,27.913
2023-10-10,27.913
2023-10-11,27.913
2023-10-12,27.913
2023-10-13,27.913
2023-10-14,27.913
2023-10-15,27.913
2023-10-16,27.913
2023-10-17,27.913
2023-10-18,27.913
2023-10-19,27.913
2023-10-20,27.913
2023-10-21,27.913
2023-10-22,27.913
2023-10-23,27.913
2023-10-24,27.913
2023-10-25,27.913
2023-10-26,27.913
2023-10-27,27.913
2023-10-28,26.3452
2023-10-29,26.3452
2023-10-30,26.3452
2023-10-31,26.3452
2023-11-01,26.3452
2023-11-02,26.3452
2023-11-03,26.3452
2023-11-04,26.3452
2023-11-05,26.3452
2023-11-06,26.3452
2023-11-07,26.3452
2023-11-08,26.3452
2023-11-09,26.3452
2023-11-10,26.3452
2023-11-11,26.3452
2023-11-12,26.3452
2023-11-13,26.3452
2023-11-14,26.3452
2023-11-15,26.3452
2023-11-16,26.3452
2023-11-17,26.3452
2023-11-18,26.3452
2023-11-19,26.3452
2023-11-20,26.3452
2023-11-21,26.3452
2023-11-22,26.3452
2023-11-23,26.3452
2023-11-24,26.3452
2023-11-25,26.3452
2023-11-26,26.3452
2023-11-27,26.3452
2023-11-28,26.3452
2023-11-29,26.3452
2023-11-30,26.3452
2023-12-01,26.3452
2023-12-02,26.3452
2023-12-03,26.3452
2023-12-04,26.3452
2023-12-05,26.3452
2023-12-06,26.3452
2023-12-07,26.3452
2023-12-08,26.3452
2023-12-09,26.3452
2023-12-10,26.3452
2023-12-11,26.3452
2023-12-12,26.3452
2023-12-13,26.3452
2023-12-14,26.3452
2023-12-15,26.3452
2023-12-16,26.3452
2023-12-17,26.3452
2023-12-18,26.3452
2023-12-19,26.3452
2023-12-20,26.3452
2023-12-21,26.3452
2023-12-22,26.3452
2023-12-23,26.3452
2023-12-24,26.3452
2023-12-25,26.3452
2023-12-26,26.3452
2023-12-27,26.3452
2023-12-28,26.3452
2023-12-29,26.3452
2023-12-30,26.3452
2023-12-31,26.3452
2024-01-01,26.3452
2024-01-02,26.3452
2024-01-03,26.3452
2024-01-04,26.3452
2024-01-05,26.3452
2024-01-06,26.3452
2024-01-07,26.3452
2024-01-08,26.3452
2024-01-09,26.3452
2024-01-10,26.3452
2024-01-11,26.3452
2024-01-12,26.3452
2024-01-13,26.3452
2024-01-14,26.3452
2024-01-15,26.3452
2024-01-16,26.3452
2024-01-17,26.3452
2024-01-18,26.3452
2024-01-19,26.3452
2024-01-20,26.3452
2024-01-21,26.3452
2024-01-22,26.3452
2024-01-23,26.3452
2024-01-24,26.3452
2024-01-25,26.3452
2024-01-26,26.3452
2024-01-27,26.3452
2024-01-28,26.3452
2024-01-29,26.3452
2024-01-30,26.3452
2024-01-31,26.3452
2024-02-01,26.3452
2024-02-02,26.3452
2024-02-03,10.8671
2024-02-04,10.8671
2024-02-05,10.8671
2024-02-06,10.8671
2024-02-07,10.8671
2024-02-08,10.8671
2024-02-09,10.8671
2024-02-10,10.8671
2024-02-11,10.8671
2024-02-12,10.8671
2024-02-13,10.8671
2024-02-14,10.8671
2024-02-15,10.8671
2024-02-16,10.8671
2024-02-17,10.8671
2024-02-18,10.8671
2024-02-19,10.8671
2024-02-20,10.8671
2024-02-21,10.8671
2024-02-22,10.8671
2024-02-23,10.8671
2024-02-24,10.8671
2024-02-25,10.8671
2024-02-26,10.8671
2024-02-27,10.8671
2024-02-28,10.8671
2024-02-29,10.8671
2024-03-01,10.8671
2024-03-02,10.8671
2024-03-03,10.8671
2024-03-04,10.8671
2024-03-05,10.8671
2024-03-06,10.8671
2024-03-07,10.8671
2024-03-08,10.8671
2024-03-09,10.8671
2024-03-10,10.8671
2024-03-11,10.8671
2024-03-12,10.8671
2024-03-13,10.8671
2024-03-14,10.8671
2024-03-15,10.8671
2024-03-16,10.8671
2024-03-17,10.8671
2024-03-18,10.8671
2024-03-19,10.8671
2024-03-20,10.8671
2024-03-21,10.8671
2024-03-22,10.8671
2024-03-23,10.8671
2024-03-24,10.8671
2024-03-25,10.8671
2024-03-26,10.8671
2024-03-27,10.8671
2024-03-28,10.8671
2024-03-29,10.8671
2024-03-30,10.8671
2024-03-31,10.8671
2024-04-01,10.8671
2024-04-02,10.8671
2024-04-03,10.8671
2024-04-04,10.8671
2024-04-05,10.8671
2024-04-06,10.8671
2024-04-07,10.8671
2024-04-08,10.8671
