,MAIN US Equity
2020-05-15,-5.8257
2020-05-16,-5.8257
2020-05-17,-5.8257
2020-05-18,-5.8257
2020-05-19,-5.8257
2020-05-20,-5.8257
2020-05-21,-5.8257
2020-05-22,-5.8257
2020-05-23,-5.8257
2020-05-24,-5.8257
2020-05-25,-5.8257
2020-05-26,-5.8257
2020-05-27,-5.8257
2020-05-28,-5.8257
2020-05-29,-5.8257
2020-05-30,-5.8257
2020-05-31,-5.8257
2020-06-01,-5.8257
2020-06-02,-5.8257
2020-06-03,-5.8257
2020-06-04,-5.8257
2020-06-05,-5.8257
2020-06-06,-5.8257
2020-06-07,-5.8257
2020-06-08,-5.8257
2020-06-09,-5.8257
2020-06-10,-5.8257
2020-06-11,-5.8257
2020-06-12,-5.8257
2020-06-13,-5.8257
2020-06-14,-5.8257
2020-06-15,-5.8257
2020-06-16,-5.8257
2020-06-17,-5.8257
2020-06-18,-5.8257
2020-06-19,-5.8257
2020-06-20,-5.8257
2020-06-21,-5.8257
2020-06-22,-5.8257
2020-06-23,-5.8257
2020-06-24,-5.8257
2020-06-25,-5.8257
2020-06-26,-5.8257
2020-06-27,-5.8257
2020-06-28,-5.8257
2020-06-29,-5.8257
2020-06-30,-5.3998
2020-07-01,-5.3998
2020-07-02,-5.3998
2020-07-03,-5.3998
2020-07-04,-5.3998
2020-07-05,-5.3998
2020-07-06,-5.3998
2020-07-07,-5.3998
2020-07-08,-5.3998
2020-07-09,-5.3998
2020-07-10,-5.3998
2020-07-11,-5.3998
2020-07-12,-5.3998
2020-07-13,-5.3998
2020-07-14,-5.3998
2020-07-15,-5.3998
2020-07-16,-5.3998
2020-07-17,-5.3998
2020-07-18,-5.3998
2020-07-19,-5.3998
2020-07-20,-5.3998
2020-07-21,-5.3998
2020-07-22,-5.3998
2020-07-23,-5.3998
2020-07-24,-5.3998
2020-07-25,-5.3998
2020-07-26,-5.3998
2020-07-27,-5.3998
2020-07-28,-5.3998
2020-07-29,-5.3998
2020-07-30,-5.3998
2020-07-31,-5.3998
2020-08-01,-5.3998
2020-08-02,-5.3998
2020-08-03,-5.3998
2020-08-04,-5.3998
2020-08-05,-5.3998
2020-08-06,-5.3998
2020-08-07,-5.3998
2020-08-08,-5.3998
2020-08-09,-5.3998
2020-08-10,-5.3998
2020-08-11,-5.3998
2020-08-12,-5.3998
2020-08-13,-5.3998
2020-08-14,-5.3998
2020-08-15,-5.3998
2020-08-16,-5.3998
2020-08-17,-5.3998
2020-08-18,-5.3998
2020-08-19,-5.3998
2020-08-20,-5.3998
2020-08-21,-5.3998
2020-08-22,-5.3998
2020-08-23,-5.3998
2020-08-24,-5.3998
2020-08-25,-5.3998
2020-08-26,-5.3998
2020-08-27,-5.3998
2020-08-28,-5.3998
2020-08-29,-5.3998
2020-08-30,-5.3998
2020-08-31,-5.3998
2020-09-01,-5.3998
2020-09-02,-5.3998
2020-09-03,-5.3998
2020-09-04,-5.3998
2020-09-05,-5.3998
2020-09-06,-5.3998
2020-09-07,-5.3998
2020-09-08,-5.3998
2020-09-09,-5.3998
2020-09-10,-5.3998
2020-09-11,-5.3998
2020-09-12,-5.3998
2020-09-13,-5.3998
2020-09-14,-5.3998
2020-09-15,-5.3998
2020-09-16,-5.3998
2020-09-17,-5.3998
2020-09-18,-5.3998
2020-09-19,-5.3998
2020-09-20,-5.3998
2020-09-21,-5.3998
2020-09-22,-5.3998
2020-09-23,-5.3998
2020-09-24,-5.3998
2020-09-25,-5.3998
2020-09-26,-5.3998
2020-09-27,-5.3998
2020-09-28,-5.3998
2020-09-29,-5.3998
2020-09-30,-2.2915
2020-10-01,-2.2915
2020-10-02,-2.2915
2020-10-03,-2.2915
2020-10-04,-2.2915
2020-10-05,-2.2915
2020-10-06,-2.2915
2020-10-07,-2.2915
2020-10-08,-2.2915
2020-10-09,-2.2915
2020-10-10,-2.2915
2020-10-11,-2.2915
2020-10-12,-2.2915
2020-10-13,-2.2915
2020-10-14,-2.2915
2020-10-15,-2.2915
2020-10-16,-2.2915
2020-10-17,-2.2915
2020-10-18,-2.2915
2020-10-19,-2.2915
2020-10-20,-2.2915
2020-10-21,-2.2915
2020-10-22,-2.2915
2020-10-23,-2.2915
2020-10-24,-2.2915
2020-10-25,-2.2915
2020-10-26,-2.2915
2020-10-27,-2.2915
2020-10-28,-2.2915
2020-10-29,-2.2915
2020-10-30,-2.2915
2020-10-31,-2.2915
2020-11-01,-2.2915
2020-11-02,-2.2915
2020-11-03,-2.2915
2020-11-04,-2.2915
2020-11-05,-2.2915
2020-11-06,-2.2915
2020-11-07,-2.2915
2020-11-08,-2.2915
2020-11-09,-2.2915
2020-11-10,-2.2915
2020-11-11,-2.2915
2020-11-12,-2.2915
2020-11-13,-2.2915
2020-11-14,-2.2915
2020-11-15,-2.2915
2020-11-16,-2.2915
2020-11-17,-2.2915
2020-11-18,-2.2915
2020-11-19,-2.2915
2020-11-20,-2.2915
2020-11-21,-2.2915
2020-11-22,-2.2915
2020-11-23,-2.2915
2020-11-24,-2.2915
2020-11-25,-2.2915
2020-11-26,-2.2915
2020-11-27,-2.2915
2020-11-28,-2.2915
2020-11-29,-2.2915
2020-11-30,-2.2915
2020-12-01,-2.2915
2020-12-02,-2.2915
2020-12-03,-2.2915
2020-12-04,-2.2915
2020-12-05,-2.2915
2020-12-06,-2.2915
2020-12-07,-2.2915
2020-12-08,-2.2915
2020-12-09,-2.2915
2020-12-10,-2.2915
2020-12-11,-2.2915
2020-12-12,-2.2915
2020-12-13,-2.2915
2020-12-14,-2.2915
2020-12-15,-2.2915
2020-12-16,-2.2915
2020-12-17,-2.2915
2020-12-18,-2.2915
2020-12-19,-2.2915
2020-12-20,-2.2915
2020-12-21,-2.2915
2020-12-22,-2.2915
2020-12-23,-2.2915
2020-12-24,-2.2915
2020-12-25,-2.2915
2020-12-26,-2.2915
2020-12-27,-2.2915
2020-12-28,-2.2915
2020-12-29,-2.2915
2020-12-30,-2.2915
2020-12-31,1.926
2021-01-01,1.926
2021-01-02,1.926
2021-01-03,1.926
2021-01-04,1.926
2021-01-05,1.926
2021-01-06,1.926
2021-01-07,1.926
2021-01-08,1.926
2021-01-09,1.926
2021-01-10,1.926
2021-01-11,1.926
2021-01-12,1.926
2021-01-13,1.926
2021-01-14,1.926
2021-01-15,1.926
2021-01-16,1.926
2021-01-17,1.926
2021-01-18,1.926
2021-01-19,1.926
2021-01-20,1.926
2021-01-21,1.926
2021-01-22,1.926
2021-01-23,1.926
2021-01-24,1.926
2021-01-25,1.926
2021-01-26,1.926
2021-01-27,1.926
2021-01-28,1.926
2021-01-29,1.926
2021-01-30,1.926
2021-01-31,1.926
2021-02-01,1.926
2021-02-02,1.926
2021-02-03,1.926
2021-02-04,1.926
2021-02-05,1.926
2021-02-06,1.926
2021-02-07,1.926
2021-02-08,1.926
2021-02-09,1.926
2021-02-10,1.926
2021-02-11,1.926
2021-02-12,1.926
2021-02-13,1.926
2021-02-14,1.926
2021-02-15,1.926
2021-02-16,1.926
2021-02-17,1.926
2021-02-18,1.926
2021-02-19,1.926
2021-02-20,1.926
2021-02-21,1.926
2021-02-22,1.926
2021-02-23,1.926
2021-02-24,1.926
2021-02-25,1.926
2021-02-26,1.926
2021-02-27,1.926
2021-02-28,1.926
2021-03-01,1.926
2021-03-02,1.926
2021-03-03,1.926
2021-03-04,1.926
2021-03-05,1.926
2021-03-06,1.926
2021-03-07,1.926
2021-03-08,1.926
2021-03-09,1.926
2021-03-10,1.926
2021-03-11,1.926
2021-03-12,1.926
2021-03-13,1.926
2021-03-14,1.926
2021-03-15,1.926
2021-03-16,1.926
2021-03-17,1.926
2021-03-18,1.926
2021-03-19,1.926
2021-03-20,1.926
2021-03-21,1.926
2021-03-22,1.926
2021-03-23,1.926
2021-03-24,1.926
2021-03-25,1.926
2021-03-26,1.926
2021-03-27,1.926
2021-03-28,1.926
2021-03-29,1.926
2021-03-30,1.926
2021-03-31,17.951
2021-04-01,17.951
2021-04-02,17.951
2021-04-03,17.951
2021-04-04,17.951
2021-04-05,17.951
2021-04-06,17.951
2021-04-07,17.951
2021-04-08,17.951
2021-04-09,17.951
2021-04-10,17.951
2021-04-11,17.951
2021-04-12,17.951
2021-04-13,17.951
2021-04-14,17.951
2021-04-15,17.951
2021-04-16,17.951
2021-04-17,17.951
2021-04-18,17.951
2021-04-19,17.951
2021-04-20,17.951
2021-04-21,17.951
2021-04-22,17.951
2021-04-23,17.951
2021-04-24,17.951
2021-04-25,17.951
2021-04-26,17.951
2021-04-27,17.951
2021-04-28,17.951
2021-04-29,17.951
2021-04-30,17.951
2021-05-01,17.951
2021-05-02,17.951
2021-05-03,17.951
2021-05-04,17.951
2021-05-05,17.951
2021-05-06,17.951
2021-05-07,17.951
2021-05-08,17.951
2021-05-09,17.951
2021-05-10,17.951
2021-05-11,17.951
2021-05-12,17.951
2021-05-13,17.951
2021-05-14,17.951
2021-05-15,17.951
2021-05-16,17.951
2021-05-17,17.951
2021-05-18,17.951
2021-05-19,17.951
2021-05-20,17.951
2021-05-21,17.951
2021-05-22,17.951
2021-05-23,17.951
2021-05-24,17.951
2021-05-25,17.951
2021-05-26,17.951
2021-05-27,17.951
2021-05-28,17.951
2021-05-29,17.951
2021-05-30,17.951
2021-05-31,17.951
2021-06-01,17.951
2021-06-02,17.951
2021-06-03,17.951
2021-06-04,17.951
2021-06-05,17.951
2021-06-06,17.951
2021-06-07,17.951
2021-06-08,17.951
2021-06-09,17.951
2021-06-10,17.951
2021-06-11,17.951
2021-06-12,17.951
2021-06-13,17.951
2021-06-14,17.951
2021-06-15,17.951
2021-06-16,17.951
2021-06-17,17.951
2021-06-18,17.951
2021-06-19,17.951
2021-06-20,17.951
2021-06-21,17.951
2021-06-22,17.951
2021-06-23,17.951
2021-06-24,17.951
2021-06-25,17.951
2021-06-26,17.951
2021-06-27,17.951
2021-06-28,17.951
2021-06-29,17.951
2021-06-30,20.8102
2021-07-01,20.8102
2021-07-02,20.8102
2021-07-03,20.8102
2021-07-04,20.8102
2021-07-05,20.8102
2021-07-06,20.8102
2021-07-07,20.8102
2021-07-08,20.8102
2021-07-09,20.8102
2021-07-10,20.8102
2021-07-11,20.8102
2021-07-12,20.8102
2021-07-13,20.8102
2021-07-14,20.8102
2021-07-15,20.8102
2021-07-16,20.8102
2021-07-17,20.8102
2021-07-18,20.8102
2021-07-19,20.8102
2021-07-20,20.8102
2021-07-21,20.8102
2021-07-22,20.8102
2021-07-23,20.8102
2021-07-24,20.8102
2021-07-25,20.8102
2021-07-26,20.8102
2021-07-27,20.8102
2021-07-28,20.8102
2021-07-29,20.8102
2021-07-30,20.8102
2021-07-31,20.8102
2021-08-01,20.8102
2021-08-02,20.8102
2021-08-03,20.8102
2021-08-04,20.8102
2021-08-05,20.8102
2021-08-06,20.8102
2021-08-07,20.8102
2021-08-08,20.8102
2021-08-09,20.8102
2021-08-10,20.8102
2021-08-11,20.8102
2021-08-12,20.8102
2021-08-13,20.8102
2021-08-14,20.8102
2021-08-15,20.8102
2021-08-16,20.8102
2021-08-17,20.8102
2021-08-18,20.8102
2021-08-19,20.8102
2021-08-20,20.8102
2021-08-21,20.8102
2021-08-22,20.8102
2021-08-23,20.8102
2021-08-24,20.8102
2021-08-25,20.8102
2021-08-26,20.8102
2021-08-27,20.8102
2021-08-28,20.8102
2021-08-29,20.8102
2021-08-30,20.8102
2021-08-31,20.8102
2021-09-01,20.8102
2021-09-02,20.8102
2021-09-03,20.8102
2021-09-04,20.8102
2021-09-05,20.8102
2021-09-06,20.8102
2021-09-07,20.8102
2021-09-08,20.8102
2021-09-09,20.8102
2021-09-10,20.8102
2021-09-11,20.8102
2021-09-12,20.8102
2021-09-13,20.8102
2021-09-14,20.8102
2021-09-15,20.8102
2021-09-16,20.8102
2021-09-17,20.8102
2021-09-18,20.8102
2021-09-19,20.8102
2021-09-20,20.8102
2021-09-21,20.8102
2021-09-22,20.8102
2021-09-23,20.8102
2021-09-24,20.8102
2021-09-25,20.8102
2021-09-26,20.8102
2021-09-27,20.8102
2021-09-28,20.8102
2021-09-29,20.8102
2021-09-30,20.3166
2021-10-01,20.3166
2021-10-02,20.3166
2021-10-03,20.3166
2021-10-04,20.3166
2021-10-05,20.3166
2021-10-06,20.3166
2021-10-07,20.3166
2021-10-08,20.3166
2021-10-09,20.3166
2021-10-10,20.3166
2021-10-11,20.3166
2021-10-12,20.3166
2021-10-13,20.3166
2021-10-14,20.3166
2021-10-15,20.3166
2021-10-16,20.3166
2021-10-17,20.3166
2021-10-18,20.3166
2021-10-19,20.3166
2021-10-20,20.3166
2021-10-21,20.3166
2021-10-22,20.3166
2021-10-23,20.3166
2021-10-24,20.3166
2021-10-25,20.3166
2021-10-26,20.3166
2021-10-27,20.3166
2021-10-28,20.3166
2021-10-29,20.3166
2021-10-30,20.3166
2021-10-31,20.3166
2021-11-01,20.3166
2021-11-02,20.3166
2021-11-03,20.3166
2021-11-04,20.3166
2021-11-05,20.3166
2021-11-06,20.3166
2021-11-07,20.3166
2021-11-08,20.3166
2021-11-09,20.3166
2021-11-10,20.3166
2021-11-11,20.3166
2021-11-12,20.3166
2021-11-13,20.3166
2021-11-14,20.3166
2021-11-15,20.3166
2021-11-16,20.3166
2021-11-17,20.3166
2021-11-18,20.3166
2021-11-19,20.3166
2021-11-20,20.3166
2021-11-21,20.3166
2021-11-22,20.3166
2021-11-23,20.3166
2021-11-24,20.3166
2021-11-25,20.3166
2021-11-26,20.3166
2021-11-27,20.3166
2021-11-28,20.3166
2021-11-29,20.3166
2021-11-30,20.3166
2021-12-01,20.3166
2021-12-02,20.3166
2021-12-03,20.3166
2021-12-04,20.3166
2021-12-05,20.3166
2021-12-06,20.3166
2021-12-07,20.3166
2021-12-08,20.3166
2021-12-09,20.3166
2021-12-10,20.3166
2021-12-11,20.3166
2021-12-12,20.3166
2021-12-13,20.3166
2021-12-14,20.3166
2021-12-15,20.3166
2021-12-16,20.3166
2021-12-17,20.3166
2021-12-18,20.3166
2021-12-19,20.3166
2021-12-20,20.3166
2021-12-21,20.3166
2021-12-22,20.3166
2021-12-23,20.3166
2021-12-24,20.3166
2021-12-25,20.3166
2021-12-26,20.3166
2021-12-27,20.3166
2021-12-28,20.3166
2021-12-29,20.3166
2021-12-30,20.3166
2021-12-31,20.0242
2022-01-01,20.0242
2022-01-02,20.0242
2022-01-03,20.0242
2022-01-04,20.0242
2022-01-05,20.0242
2022-01-06,20.0242
2022-01-07,20.0242
2022-01-08,20.0242
2022-01-09,20.0242
2022-01-10,20.0242
2022-01-11,20.0242
2022-01-12,20.0242
2022-01-13,20.0242
2022-01-14,20.0242
2022-01-15,20.0242
2022-01-16,20.0242
2022-01-17,20.0242
2022-01-18,20.0242
2022-01-19,20.0242
2022-01-20,20.0242
2022-01-21,20.0242
2022-01-22,20.0242
2022-01-23,20.0242
2022-01-24,20.0242
2022-01-25,20.0242
2022-01-26,20.0242
2022-01-27,20.0242
2022-01-28,20.0242
2022-01-29,20.0242
2022-01-30,20.0242
2022-01-31,20.0242
2022-02-01,20.0242
2022-02-02,20.0242
2022-02-03,20.0242
2022-02-04,20.0242
2022-02-05,20.0242
2022-02-06,20.0242
2022-02-07,20.0242
2022-02-08,20.0242
2022-02-09,20.0242
2022-02-10,20.0242
2022-02-11,20.0242
2022-02-12,20.0242
2022-02-13,20.0242
2022-02-14,20.0242
2022-02-15,20.0242
2022-02-16,20.0242
2022-02-17,20.0242
2022-02-18,20.0242
2022-02-19,20.0242
2022-02-20,20.0242
2022-02-21,20.0242
2022-02-22,20.0242
2022-02-23,20.0242
2022-02-24,20.0242
2022-02-25,20.0242
2022-02-26,20.0242
2022-02-27,20.0242
2022-02-28,20.0242
2022-03-01,20.0242
2022-03-02,20.0242
2022-03-03,20.0242
2022-03-04,20.0242
2022-03-05,20.0242
2022-03-06,20.0242
2022-03-07,20.0242
2022-03-08,20.0242
2022-03-09,20.0242
2022-03-10,20.0242
2022-03-11,20.0242
2022-03-12,20.0242
2022-03-13,20.0242
2022-03-14,20.0242
2022-03-15,20.0242
2022-03-16,20.0242
2022-03-17,20.0242
2022-03-18,20.0242
2022-03-19,20.0242
2022-03-20,20.0242
2022-03-21,20.0242
2022-03-22,20.0242
2022-03-23,20.0242
2022-03-24,20.0242
2022-03-25,20.0242
2022-03-26,20.0242
2022-03-27,20.0242
2022-03-28,20.0242
2022-03-29,20.0242
2022-03-30,20.0242
2022-03-31,19.8381
2022-04-01,19.8381
2022-04-02,19.8381
2022-04-03,19.8381
2022-04-04,19.8381
2022-04-05,19.8381
2022-04-06,19.8381
2022-04-07,19.8381
2022-04-08,19.8381
2022-04-09,19.8381
2022-04-10,19.8381
2022-04-11,19.8381
2022-04-12,19.8381
2022-04-13,19.8381
2022-04-14,19.8381
2022-04-15,19.8381
2022-04-16,19.8381
2022-04-17,19.8381
2022-04-18,19.8381
2022-04-19,19.8381
2022-04-20,19.8381
2022-04-21,19.8381
2022-04-22,19.8381
2022-04-23,19.8381
2022-04-24,19.8381
2022-04-25,19.8381
2022-04-26,19.8381
2022-04-27,19.8381
2022-04-28,19.8381
2022-04-29,19.8381
2022-04-30,19.8381
2022-05-01,19.8381
2022-05-02,19.8381
2022-05-03,19.8381
2022-05-04,19.8381
2022-05-05,19.8381
2022-05-06,19.8381
2022-05-07,19.8381
2022-05-08,19.8381
2022-05-09,19.8381
2022-05-10,19.8381
2022-05-11,19.8381
2022-05-12,19.8381
2022-05-13,19.8381
2022-05-14,19.8381
2022-05-15,19.8381
2022-05-16,19.8381
2022-05-17,19.8381
2022-05-18,19.8381
2022-05-19,19.8381
2022-05-20,19.8381
2022-05-21,19.8381
2022-05-22,19.8381
2022-05-23,19.8381
2022-05-24,19.8381
2022-05-25,19.8381
2022-05-26,19.8381
2022-05-27,19.8381
2022-05-28,19.8381
2022-05-29,19.8381
2022-05-30,19.8381
2022-05-31,19.8381
2022-06-01,19.8381
2022-06-02,19.8381
2022-06-03,19.8381
2022-06-04,19.8381
2022-06-05,19.8381
2022-06-06,19.8381
2022-06-07,19.8381
2022-06-08,19.8381
2022-06-09,19.8381
2022-06-10,19.8381
2022-06-11,19.8381
2022-06-12,19.8381
2022-06-13,19.8381
2022-06-14,19.8381
2022-06-15,19.8381
2022-06-16,19.8381
2022-06-17,19.8381
2022-06-18,19.8381
2022-06-19,19.8381
2022-06-20,19.8381
2022-06-21,19.8381
2022-06-22,19.8381
2022-06-23,19.8381
2022-06-24,19.8381
2022-06-25,19.8381
2022-06-26,19.8381
2022-06-27,19.8381
2022-06-28,19.8381
2022-06-29,19.8381
2022-06-30,14.8851
2022-07-01,14.8851
2022-07-02,14.8851
2022-07-03,14.8851
2022-07-04,14.8851
2022-07-05,14.8851
2022-07-06,14.8851
2022-07-07,14.8851
2022-07-08,14.8851
2022-07-09,14.8851
2022-07-10,14.8851
2022-07-11,14.8851
2022-07-12,14.8851
2022-07-13,14.8851
2022-07-14,14.8851
2022-07-15,14.8851
2022-07-16,14.8851
2022-07-17,14.8851
2022-07-18,14.8851
2022-07-19,14.8851
2022-07-20,14.8851
2022-07-21,14.8851
2022-07-22,14.8851
2022-07-23,14.8851
2022-07-24,14.8851
2022-07-25,14.8851
2022-07-26,14.8851
2022-07-27,14.8851
2022-07-28,14.8851
2022-07-29,14.8851
2022-07-30,14.8851
2022-07-31,14.8851
2022-08-01,14.8851
2022-08-02,14.8851
2022-08-03,14.8851
2022-08-04,14.8851
2022-08-05,14.8851
2022-08-06,14.8851
2022-08-07,14.8851
2022-08-08,14.8851
2022-08-09,14.8851
2022-08-10,14.8851
2022-08-11,14.8851
2022-08-12,14.8851
2022-08-13,14.8851
2022-08-14,14.8851
2022-08-15,14.8851
2022-08-16,14.8851
2022-08-17,14.8851
2022-08-18,14.8851
2022-08-19,14.8851
2022-08-20,14.8851
2022-08-21,14.8851
2022-08-22,14.8851
2022-08-23,14.8851
2022-08-24,14.8851
2022-08-25,14.8851
2022-08-26,14.8851
2022-08-27,14.8851
2022-08-28,14.8851
2022-08-29,14.8851
2022-08-30,14.8851
2022-08-31,14.8851
2022-09-01,14.8851
2022-09-02,14.8851
2022-09-03,14.8851
2022-09-04,14.8851
2022-09-05,14.8851
2022-09-06,14.8851
2022-09-07,14.8851
2022-09-08,14.8851
2022-09-09,14.8851
2022-09-10,14.8851
2022-09-11,14.8851
2022-09-12,14.8851
2022-09-13,14.8851
2022-09-14,14.8851
2022-09-15,14.8851
2022-09-16,14.8851
2022-09-17,14.8851
2022-09-18,14.8851
2022-09-19,14.8851
2022-09-20,14.8851
2022-09-21,14.8851
2022-09-22,14.8851
2022-09-23,14.8851
2022-09-24,14.8851
2022-09-25,14.8851
2022-09-26,14.8851
2022-09-27,14.8851
2022-09-28,14.8851
2022-09-29,14.8851
2022-09-30,12.5358
2022-10-01,12.5358
2022-10-02,12.5358
2022-10-03,12.5358
2022-10-04,12.5358
2022-10-05,12.5358
2022-10-06,12.5358
2022-10-07,12.5358
2022-10-08,12.5358
2022-10-09,12.5358
2022-10-10,12.5358
2022-10-11,12.5358
2022-10-12,12.5358
2022-10-13,12.5358
2022-10-14,12.5358
2022-10-15,12.5358
2022-10-16,12.5358
2022-10-17,12.5358
2022-10-18,12.5358
2022-10-19,12.5358
2022-10-20,12.5358
2022-10-21,12.5358
2022-10-22,12.5358
2022-10-23,12.5358
2022-10-24,12.5358
2022-10-25,12.5358
2022-10-26,12.5358
2022-10-27,12.5358
2022-10-28,12.5358
2022-10-29,12.5358
2022-10-30,12.5358
2022-10-31,12.5358
2022-11-01,12.5358
2022-11-02,12.5358
2022-11-03,12.5358
2022-11-04,12.5358
2022-11-05,12.5358
2022-11-06,12.5358
2022-11-07,12.5358
2022-11-08,12.5358
2022-11-09,12.5358
2022-11-10,12.5358
2022-11-11,12.5358
2022-11-12,12.5358
2022-11-13,12.5358
2022-11-14,12.5358
2022-11-15,12.5358
2022-11-16,12.5358
2022-11-17,12.5358
2022-11-18,12.5358
2022-11-19,12.5358
2022-11-20,12.5358
2022-11-21,12.5358
2022-11-22,12.5358
2022-11-23,12.5358
2022-11-24,12.5358
2022-11-25,12.5358
2022-11-26,12.5358
2022-11-27,12.5358
2022-11-28,12.5358
2022-11-29,12.5358
2022-11-30,12.5358
2022-12-01,12.5358
2022-12-02,12.5358
2022-12-03,12.5358
2022-12-04,12.5358
2022-12-05,12.5358
2022-12-06,12.5358
2022-12-07,12.5358
2022-12-08,12.5358
2022-12-09,12.5358
2022-12-10,12.5358
2022-12-11,12.5358
2022-12-12,12.5358
2022-12-13,12.5358
2022-12-14,12.5358
2022-12-15,12.5358
2022-12-16,12.5358
2022-12-17,12.5358
2022-12-18,12.5358
2022-12-19,12.5358
2022-12-20,12.5358
2022-12-21,12.5358
2022-12-22,12.5358
2022-12-23,12.5358
2022-12-24,12.5358
2022-12-25,12.5358
2022-12-26,12.5358
2022-12-27,12.5358
2022-12-28,12.5358
2022-12-29,12.5358
2022-12-30,12.5358
2022-12-31,12.3982
2023-01-01,12.3982
2023-01-02,12.3982
2023-01-03,12.3982
2023-01-04,12.3982
2023-01-05,12.3982
2023-01-06,12.3982
2023-01-07,12.3982
2023-01-08,12.3982
2023-01-09,12.3982
2023-01-10,12.3982
2023-01-11,12.3982
2023-01-12,12.3982
2023-01-13,12.3982
2023-01-14,12.3982
2023-01-15,12.3982
2023-01-16,12.3982
2023-01-17,12.3982
2023-01-18,12.3982
2023-01-19,12.3982
2023-01-20,12.3982
2023-01-21,12.3982
2023-01-22,12.3982
2023-01-23,12.3982
2023-01-24,12.3982
2023-01-25,12.3982
2023-01-26,12.3982
2023-01-27,12.3982
2023-01-28,12.3982
2023-01-29,12.3982
2023-01-30,12.3982
2023-01-31,12.3982
2023-02-01,12.3982
2023-02-02,12.3982
2023-02-03,12.3982
2023-02-04,12.3982
2023-02-05,12.3982
2023-02-06,12.3982
2023-02-07,12.3982
2023-02-08,12.3982
2023-02-09,12.3982
2023-02-10,12.3982
2023-02-11,12.3982
2023-02-12,12.3982
2023-02-13,12.3982
2023-02-14,12.3982
2023-02-15,12.3982
2023-02-16,12.3982
2023-02-17,12.3982
2023-02-18,12.3982
2023-02-19,12.3982
2023-02-20,12.3982
2023-02-21,12.3982
2023-02-22,12.3982
2023-02-23,12.3982
2023-02-24,12.3982
2023-02-25,12.3982
2023-02-26,12.3982
2023-02-27,12.3982
2023-02-28,12.3982
2023-03-01,12.3982
