,DRI US Equity
2020-09-10,-7.8591
2020-09-11,-7.8591
2020-09-12,-7.8591
2020-09-13,-7.8591
2020-09-14,-7.8591
2020-09-15,-7.8591
2020-09-16,-7.8591
2020-09-17,-7.8591
2020-09-18,-7.8591
2020-09-19,-7.8591
2020-09-20,-7.8591
2020-09-21,-7.8591
2020-09-22,-7.8591
2020-09-23,-7.8591
2020-09-24,-7.8591
2020-09-25,-7.8591
2020-09-26,-7.8591
2020-09-27,-7.8591
2020-09-28,-7.8591
2020-09-29,-7.8591
2020-09-30,-7.8591
2020-10-01,-7.8591
2020-10-02,-7.8591
2020-10-03,-7.8591
2020-10-04,-7.8591
2020-10-05,-7.8591
2020-10-06,-7.8591
2020-10-07,-7.8591
2020-10-08,-7.8591
2020-10-09,-7.8591
2020-10-10,-7.8591
2020-10-11,-7.8591
2020-10-12,-7.8591
2020-10-13,-7.8591
2020-10-14,-7.8591
2020-10-15,-7.8591
2020-10-16,-7.8591
2020-10-17,-7.8591
2020-10-18,-7.8591
2020-10-19,-7.8591
2020-10-20,-7.8591
2020-10-21,-7.8591
2020-10-22,-7.8591
2020-10-23,-7.8591
2020-10-24,-7.8591
2020-10-25,-7.8591
2020-10-26,-7.8591
2020-10-27,-7.8591
2020-10-28,-7.8591
2020-10-29,-7.8591
2020-10-30,-7.8591
2020-10-31,-7.8591
2020-11-01,-7.8591
2020-11-02,-7.8591
2020-11-03,-7.8591
2020-11-04,-7.8591
2020-11-05,-7.8591
2020-11-06,-7.8591
2020-11-07,-7.8591
2020-11-08,-7.8591
2020-11-09,-7.8591
2020-11-10,-7.8591
2020-11-11,-7.8591
2020-11-12,-7.8591
2020-11-13,-7.8591
2020-11-14,-7.8591
2020-11-15,-7.8591
2020-11-16,-7.8591
2020-11-17,-7.8591
2020-11-18,-7.8591
2020-11-19,-7.8591
2020-11-20,-7.8591
2020-11-21,-7.8591
2020-11-22,-7.8591
2020-11-23,-7.8591
2020-11-24,-7.8591
2020-11-25,-7.8591
2020-11-26,-7.8591
2020-11-27,-7.8591
2020-11-28,-7.8591
2020-11-29,-4.8892
2020-11-30,-4.8892
2020-12-01,-4.8892
2020-12-02,-4.8892
2020-12-03,-4.8892
2020-12-04,-4.8892
2020-12-05,-4.8892
2020-12-06,-4.8892
2020-12-07,-4.8892
2020-12-08,-4.8892
2020-12-09,-4.8892
2020-12-10,-4.8892
2020-12-11,-4.8892
2020-12-12,-4.8892
2020-12-13,-4.8892
2020-12-14,-4.8892
2020-12-15,-4.8892
2020-12-16,-4.8892
2020-12-17,-4.8892
2020-12-18,-4.8892
2020-12-19,-4.8892
2020-12-20,-4.8892
2020-12-21,-4.8892
2020-12-22,-4.8892
2020-12-23,-4.8892
2020-12-24,-4.8892
2020-12-25,-4.8892
2020-12-26,-4.8892
2020-12-27,-4.8892
2020-12-28,-4.8892
2020-12-29,-4.8892
2020-12-30,-4.8892
2020-12-31,-4.8892
2021-01-01,-4.8892
2021-01-02,-4.8892
2021-01-03,-4.8892
2021-01-04,-4.8892
2021-01-05,-4.8892
2021-01-06,-4.8892
2021-01-07,-4.8892
2021-01-08,-4.8892
2021-01-09,-4.8892
2021-01-10,-4.8892
2021-01-11,-4.8892
2021-01-12,-4.8892
2021-01-13,-4.8892
2021-01-14,-4.8892
2021-01-15,-4.8892
2021-01-16,-4.8892
2021-01-17,-4.8892
2021-01-18,-4.8892
2021-01-19,-4.8892
2021-01-20,-4.8892
2021-01-21,-4.8892
2021-01-22,-4.8892
2021-01-23,-4.8892
2021-01-24,-4.8892
2021-01-25,-4.8892
2021-01-26,-4.8892
2021-01-27,-4.8892
2021-01-28,-4.8892
2021-01-29,-4.8892
2021-01-30,-4.8892
2021-01-31,-4.8892
2021-02-01,-4.8892
2021-02-02,-4.8892
2021-02-03,-4.8892
2021-02-04,-4.8892
2021-02-05,-4.8892
2021-02-06,-4.8892
2021-02-07,-4.8892
2021-02-08,-4.8892
2021-02-09,-4.8892
2021-02-10,-4.8892
2021-02-11,-4.8892
2021-02-12,-4.8892
2021-02-13,-4.8892
2021-02-14,-4.8892
2021-02-15,-4.8892
2021-02-16,-4.8892
2021-02-17,-4.8892
2021-02-18,-4.8892
2021-02-19,-4.8892
2021-02-20,-4.8892
2021-02-21,-4.8892
2021-02-22,-4.8892
2021-02-23,-4.8892
2021-02-24,-4.8892
2021-02-25,-4.8892
2021-02-26,-4.8892
2021-02-27,-4.8892
2021-02-28,-8.9165
2021-03-01,-8.9165
2021-03-02,-8.9165
2021-03-03,-8.9165
2021-03-04,-8.9165
2021-03-05,-8.9165
2021-03-06,-8.9165
2021-03-07,-8.9165
2021-03-08,-8.9165
2021-03-09,-8.9165
2021-03-10,-8.9165
2021-03-11,-8.9165
2021-03-12,-8.9165
2021-03-13,-8.9165
2021-03-14,-8.9165
2021-03-15,-8.9165
2021-03-16,-8.9165
2021-03-17,-8.9165
2021-03-18,-8.9165
2021-03-19,-8.9165
2021-03-20,-8.9165
2021-03-21,-8.9165
2021-03-22,-8.9165
2021-03-23,-8.9165
2021-03-24,-8.9165
2021-03-25,-8.9165
2021-03-26,-8.9165
2021-03-27,-8.9165
2021-03-28,-8.9165
2021-03-29,-8.9165
2021-03-30,-8.9165
2021-03-31,-8.9165
2021-04-01,-8.9165
2021-04-02,-8.9165
2021-04-03,-8.9165
2021-04-04,-8.9165
2021-04-05,-8.9165
2021-04-06,-8.9165
2021-04-07,-8.9165
2021-04-08,-8.9165
2021-04-09,-8.9165
2021-04-10,-8.9165
2021-04-11,-8.9165
2021-04-12,-8.9165
2021-04-13,-8.9165
2021-04-14,-8.9165
2021-04-15,-8.9165
2021-04-16,-8.9165
2021-04-17,-8.9165
2021-04-18,-8.9165
2021-04-19,-8.9165
2021-04-20,-8.9165
2021-04-21,-8.9165
2021-04-22,-8.9165
2021-04-23,-8.9165
2021-04-24,-8.9165
2021-04-25,-8.9165
2021-04-26,-8.9165
2021-04-27,-8.9165
2021-04-28,-8.9165
2021-04-29,-8.9165
2021-04-30,-8.9165
2021-05-01,-8.9165
2021-05-02,-8.9165
2021-05-03,-8.9165
2021-05-04,-8.9165
2021-05-05,-8.9165
2021-05-06,-8.9165
2021-05-07,-8.9165
2021-05-08,-8.9165
2021-05-09,-8.9165
2021-05-10,-8.9165
2021-05-11,-8.9165
2021-05-12,-8.9165
2021-05-13,-8.9165
2021-05-14,-8.9165
2021-05-15,-8.9165
2021-05-16,-8.9165
2021-05-17,-8.9165
2021-05-18,-8.9165
2021-05-19,-8.9165
2021-05-20,-8.9165
2021-05-21,-8.9165
2021-05-22,-8.9165
2021-05-23,-8.9165
2021-05-24,-8.9165
2021-05-25,-8.9165
2021-05-26,-8.9165
2021-05-27,-8.9165
2021-05-28,-8.9165
2021-05-29,-8.9165
2021-05-30,24.4659
2021-05-31,24.4659
2021-06-01,24.4659
2021-06-02,24.4659
2021-06-03,24.4659
2021-06-04,24.4659
2021-06-05,24.4659
2021-06-06,24.4659
2021-06-07,24.4659
2021-06-08,24.4659
2021-06-09,24.4659
2021-06-10,24.4659
2021-06-11,24.4659
2021-06-12,24.4659
2021-06-13,24.4659
2021-06-14,24.4659
2021-06-15,24.4659
2021-06-16,24.4659
2021-06-17,24.4659
2021-06-18,24.4659
2021-06-19,24.4659
2021-06-20,24.4659
2021-06-21,24.4659
2021-06-22,24.4659
2021-06-23,24.4659
2021-06-24,24.4659
2021-06-25,24.4659
2021-06-26,24.4659
2021-06-27,24.4659
2021-06-28,24.4659
2021-06-29,24.4659
2021-06-30,24.4659
2021-07-01,24.4659
2021-07-02,24.4659
2021-07-03,24.4659
2021-07-04,24.4659
2021-07-05,24.4659
2021-07-06,24.4659
2021-07-07,24.4659
2021-07-08,24.4659
2021-07-09,24.4659
2021-07-10,24.4659
2021-07-11,24.4659
2021-07-12,24.4659
2021-07-13,24.4659
2021-07-14,24.4659
2021-07-15,24.4659
2021-07-16,24.4659
2021-07-17,24.4659
2021-07-18,24.4659
2021-07-19,24.4659
2021-07-20,24.4659
2021-07-21,24.4659
2021-07-22,24.4659
2021-07-23,24.4659
2021-07-24,24.4659
2021-07-25,24.4659
2021-07-26,24.4659
2021-07-27,24.4659
2021-07-28,24.4659
2021-07-29,24.4659
2021-07-30,24.4659
2021-07-31,24.4659
2021-08-01,24.4659
2021-08-02,24.4659
2021-08-03,24.4659
2021-08-04,24.4659
2021-08-05,24.4659
2021-08-06,24.4659
2021-08-07,24.4659
2021-08-08,24.4659
2021-08-09,24.4659
2021-08-10,24.4659
2021-08-11,24.4659
2021-08-12,24.4659
2021-08-13,24.4659
2021-08-14,24.4659
2021-08-15,24.4659
2021-08-16,24.4659
2021-08-17,24.4659
2021-08-18,24.4659
2021-08-19,24.4659
2021-08-20,24.4659
2021-08-21,24.4659
2021-08-22,24.4659
2021-08-23,24.4659
2021-08-24,24.4659
2021-08-25,24.4659
2021-08-26,24.4659
2021-08-27,24.4659
2021-08-28,24.4659
2021-08-29,32.1449
2021-08-30,32.1449
2021-08-31,32.1449
2021-09-01,32.1449
2021-09-02,32.1449
2021-09-03,32.1449
2021-09-04,32.1449
2021-09-05,32.1449
2021-09-06,32.1449
2021-09-07,32.1449
2021-09-08,32.1449
2021-09-09,32.1449
2021-09-10,32.1449
2021-09-11,32.1449
2021-09-12,32.1449
2021-09-13,32.1449
2021-09-14,32.1449
2021-09-15,32.1449
2021-09-16,32.1449
2021-09-17,32.1449
2021-09-18,32.1449
2021-09-19,32.1449
2021-09-20,32.1449
2021-09-21,32.1449
2021-09-22,32.1449
2021-09-23,32.1449
2021-09-24,32.1449
2021-09-25,32.1449
2021-09-26,32.1449
2021-09-27,32.1449
2021-09-28,32.1449
2021-09-29,32.1449
2021-09-30,32.1449
2021-10-01,32.1449
2021-10-02,32.1449
2021-10-03,32.1449
2021-10-04,32.1449
2021-10-05,32.1449
2021-10-06,32.1449
2021-10-07,32.1449
2021-10-08,32.1449
2021-10-09,32.1449
2021-10-10,32.1449
2021-10-11,32.1449
2021-10-12,32.1449
2021-10-13,32.1449
2021-10-14,32.1449
2021-10-15,32.1449
2021-10-16,32.1449
2021-10-17,32.1449
2021-10-18,32.1449
2021-10-19,32.1449
2021-10-20,32.1449
2021-10-21,32.1449
2021-10-22,32.1449
2021-10-23,32.1449
2021-10-24,32.1449
2021-10-25,32.1449
2021-10-26,32.1449
2021-10-27,32.1449
2021-10-28,32.1449
2021-10-29,32.1449
2021-10-30,32.1449
2021-10-31,32.1449
2021-11-01,32.1449
2021-11-02,32.1449
2021-11-03,32.1449
2021-11-04,32.1449
2021-11-05,32.1449
2021-11-06,32.1449
2021-11-07,32.1449
2021-11-08,32.1449
2021-11-09,32.1449
2021-11-10,32.1449
2021-11-11,32.1449
2021-11-12,32.1449
2021-11-13,32.1449
2021-11-14,32.1449
2021-11-15,32.1449
2021-11-16,32.1449
2021-11-17,32.1449
2021-11-18,32.1449
2021-11-19,32.1449
2021-11-20,32.1449
2021-11-21,32.1449
2021-11-22,32.1449
2021-11-23,32.1449
2021-11-24,32.1449
2021-11-25,32.1449
2021-11-26,32.1449
2021-11-27,32.1449
2021-11-28,36.866
2021-11-29,36.866
2021-11-30,36.866
2021-12-01,36.866
2021-12-02,36.866
2021-12-03,36.866
2021-12-04,36.866
2021-12-05,36.866
2021-12-06,36.866
2021-12-07,36.866
2021-12-08,36.866
2021-12-09,36.866
2021-12-10,36.866
2021-12-11,36.866
2021-12-12,36.866
2021-12-13,36.866
2021-12-14,36.866
2021-12-15,36.866
2021-12-16,36.866
2021-12-17,36.866
2021-12-18,36.866
2021-12-19,36.866
2021-12-20,36.866
2021-12-21,36.866
2021-12-22,36.866
2021-12-23,36.866
2021-12-24,36.866
2021-12-25,36.866
2021-12-26,36.866
2021-12-27,36.866
2021-12-28,36.866
2021-12-29,36.866
2021-12-30,36.866
2021-12-31,36.866
2022-01-01,36.866
2022-01-02,36.866
2022-01-03,36.866
2022-01-04,36.866
2022-01-05,36.866
2022-01-06,36.866
2022-01-07,36.866
2022-01-08,36.866
2022-01-09,36.866
2022-01-10,36.866
2022-01-11,36.866
2022-01-12,36.866
2022-01-13,36.866
2022-01-14,36.866
2022-01-15,36.866
2022-01-16,36.866
2022-01-17,36.866
2022-01-18,36.866
2022-01-19,36.866
2022-01-20,36.866
2022-01-21,36.866
2022-01-22,36.866
2022-01-23,36.866
2022-01-24,36.866
2022-01-25,36.866
2022-01-26,36.866
2022-01-27,36.866
2022-01-28,36.866
2022-01-29,36.866
2022-01-30,36.866
2022-01-31,36.866
2022-02-01,36.866
2022-02-02,36.866
2022-02-03,36.866
2022-02-04,36.866
2022-02-05,36.866
2022-02-06,36.866
2022-02-07,36.866
2022-02-08,36.866
2022-02-09,36.866
2022-02-10,36.866
2022-02-11,36.866
2022-02-12,36.866
2022-02-13,36.866
2022-02-14,36.866
2022-02-15,36.866
2022-02-16,36.866
2022-02-17,36.866
2022-02-18,36.866
2022-02-19,36.866
2022-02-20,36.866
2022-02-21,36.866
2022-02-22,36.866
2022-02-23,36.866
2022-02-24,36.866
2022-02-25,36.866
2022-02-26,36.866
2022-02-27,42.7705
2022-02-28,42.7705
2022-03-01,42.7705
2022-03-02,42.7705
2022-03-03,42.7705
2022-03-04,42.7705
2022-03-05,42.7705
2022-03-06,42.7705
2022-03-07,42.7705
2022-03-08,42.7705
2022-03-09,42.7705
2022-03-10,42.7705
2022-03-11,42.7705
2022-03-12,42.7705
2022-03-13,42.7705
2022-03-14,42.7705
2022-03-15,42.7705
2022-03-16,42.7705
2022-03-17,42.7705
2022-03-18,42.7705
2022-03-19,42.7705
2022-03-20,42.7705
2022-03-21,42.7705
2022-03-22,42.7705
2022-03-23,42.7705
2022-03-24,42.7705
2022-03-25,42.7705
2022-03-26,42.7705
2022-03-27,42.7705
2022-03-28,42.7705
2022-03-29,42.7705
2022-03-30,42.7705
2022-03-31,42.7705
2022-04-01,42.7705
2022-04-02,42.7705
2022-04-03,42.7705
2022-04-04,42.7705
2022-04-05,42.7705
2022-04-06,42.7705
2022-04-07,42.7705
2022-04-08,42.7705
2022-04-09,42.7705
2022-04-10,42.7705
2022-04-11,42.7705
2022-04-12,42.7705
2022-04-13,42.7705
2022-04-14,42.7705
2022-04-15,42.7705
2022-04-16,42.7705
2022-04-17,42.7705
2022-04-18,42.7705
2022-04-19,42.7705
2022-04-20,42.7705
2022-04-21,42.7705
2022-04-22,42.7705
2022-04-23,42.7705
2022-04-24,42.7705
2022-04-25,42.7705
2022-04-26,42.7705
2022-04-27,42.7705
2022-04-28,42.7705
2022-04-29,42.7705
2022-04-30,42.7705
2022-05-01,42.7705
2022-05-02,42.7705
2022-05-03,42.7705
2022-05-04,42.7705
2022-05-05,42.7705
2022-05-06,42.7705
2022-05-07,42.7705
2022-05-08,42.7705
2022-05-09,42.7705
2022-05-10,42.7705
2022-05-11,42.7705
2022-05-12,42.7705
2022-05-13,42.7705
2022-05-14,42.7705
2022-05-15,42.7705
2022-05-16,42.7705
2022-05-17,42.7705
2022-05-18,42.7705
2022-05-19,42.7705
2022-05-20,42.7705
2022-05-21,42.7705
2022-05-22,42.7705
2022-05-23,42.7705
2022-05-24,42.7705
2022-05-25,42.7705
2022-05-26,42.7705
2022-05-27,42.7705
2022-05-28,42.7705
2022-05-29,38.0261
2022-05-30,38.0261
2022-05-31,38.0261
2022-06-01,38.0261
2022-06-02,38.0261
2022-06-03,38.0261
2022-06-04,38.0261
2022-06-05,38.0261
2022-06-06,38.0261
2022-06-07,38.0261
2022-06-08,38.0261
2022-06-09,38.0261
2022-06-10,38.0261
2022-06-11,38.0261
2022-06-12,38.0261
2022-06-13,38.0261
2022-06-14,38.0261
2022-06-15,38.0261
2022-06-16,38.0261
2022-06-17,38.0261
2022-06-18,38.0261
2022-06-19,38.0261
2022-06-20,38.0261
2022-06-21,38.0261
2022-06-22,38.0261
2022-06-23,38.0261
2022-06-24,38.0261
2022-06-25,38.0261
2022-06-26,38.0261
2022-06-27,38.0261
2022-06-28,38.0261
2022-06-29,38.0261
2022-06-30,38.0261
2022-07-01,38.0261
2022-07-02,38.0261
2022-07-03,38.0261
2022-07-04,38.0261
2022-07-05,38.0261
2022-07-06,38.0261
2022-07-07,38.0261
2022-07-08,38.0261
2022-07-09,38.0261
2022-07-10,38.0261
2022-07-11,38.0261
2022-07-12,38.0261
2022-07-13,38.0261
2022-07-14,38.0261
2022-07-15,38.0261
2022-07-16,38.0261
2022-07-17,38.0261
2022-07-18,38.0261
2022-07-19,38.0261
2022-07-20,38.0261
2022-07-21,38.0261
2022-07-22,38.0261
2022-07-23,38.0261
2022-07-24,38.0261
2022-07-25,38.0261
2022-07-26,38.0261
2022-07-27,38.0261
2022-07-28,38.0261
2022-07-29,38.0261
2022-07-30,38.0261
2022-07-31,38.0261
2022-08-01,38.0261
2022-08-02,38.0261
2022-08-03,38.0261
2022-08-04,38.0261
2022-08-05,38.0261
2022-08-06,38.0261
2022-08-07,38.0261
2022-08-08,38.0261
2022-08-09,38.0261
2022-08-10,38.0261
2022-08-11,38.0261
2022-08-12,38.0261
2022-08-13,38.0261
2022-08-14,38.0261
2022-08-15,38.0261
2022-08-16,38.0261
2022-08-17,38.0261
2022-08-18,38.0261
2022-08-19,38.0261
2022-08-20,38.0261
2022-08-21,38.0261
2022-08-22,38.0261
2022-08-23,38.0261
2022-08-24,38.0261
2022-08-25,38.0261
2022-08-26,38.0261
2022-08-27,38.0261
2022-08-28,37.9902
2022-08-29,37.9902
2022-08-30,37.9902
2022-08-31,37.9902
2022-09-01,37.9902
2022-09-02,37.9902
2022-09-03,37.9902
2022-09-04,37.9902
2022-09-05,37.9902
2022-09-06,37.9902
2022-09-07,37.9902
2022-09-08,37.9902
2022-09-09,37.9902
2022-09-10,37.9902
2022-09-11,37.9902
2022-09-12,37.9902
2022-09-13,37.9902
2022-09-14,37.9902
2022-09-15,37.9902
2022-09-16,37.9902
2022-09-17,37.9902
2022-09-18,37.9902
2022-09-19,37.9902
2022-09-20,37.9902
2022-09-21,37.9902
2022-09-22,37.9902
2022-09-23,37.9902
2022-09-24,37.9902
2022-09-25,37.9902
2022-09-26,37.9902
2022-09-27,37.9902
2022-09-28,37.9902
2022-09-29,37.9902
2022-09-30,37.9902
2022-10-01,37.9902
2022-10-02,37.9902
2022-10-03,37.9902
2022-10-04,37.9902
2022-10-05,37.9902
2022-10-06,37.9902
2022-10-07,37.9902
2022-10-08,37.9902
2022-10-09,37.9902
2022-10-10,37.9902
2022-10-11,37.9902
2022-10-12,37.9902
2022-10-13,37.9902
2022-10-14,37.9902
2022-10-15,37.9902
2022-10-16,37.9902
2022-10-17,37.9902
2022-10-18,37.9902
2022-10-19,37.9902
2022-10-20,37.9902
2022-10-21,37.9902
2022-10-22,37.9902
2022-10-23,37.9902
2022-10-24,37.9902
2022-10-25,37.9902
2022-10-26,37.9902
2022-10-27,37.9902
2022-10-28,37.9902
2022-10-29,37.9902
2022-10-30,37.9902
2022-10-31,37.9902
2022-11-01,37.9902
2022-11-02,37.9902
2022-11-03,37.9902
2022-11-04,37.9902
2022-11-05,37.9902
2022-11-06,37.9902
2022-11-07,37.9902
2022-11-08,37.9902
2022-11-09,37.9902
2022-11-10,37.9902
2022-11-11,37.9902
2022-11-12,37.9902
2022-11-13,37.9902
2022-11-14,37.9902
2022-11-15,37.9902
2022-11-16,37.9902
2022-11-17,37.9902
2022-11-18,37.9902
2022-11-19,37.9902
2022-11-20,37.9902
2022-11-21,37.9902
2022-11-22,37.9902
2022-11-23,37.9902
2022-11-24,37.9902
2022-11-25,37.9902
2022-11-26,37.9902
2022-11-27,39.83
2022-11-28,39.83
2022-11-29,39.83
2022-11-30,39.83
2022-12-01,39.83
2022-12-02,39.83
2022-12-03,39.83
2022-12-04,39.83
2022-12-05,39.83
2022-12-06,39.83
2022-12-07,39.83
2022-12-08,39.83
2022-12-09,39.83
2022-12-10,39.83
2022-12-11,39.83
2022-12-12,39.83
2022-12-13,39.83
2022-12-14,39.83
2022-12-15,39.83
2022-12-16,39.83
2022-12-17,39.83
2022-12-18,39.83
2022-12-19,39.83
2022-12-20,39.83
2022-12-21,39.83
2022-12-22,39.83
2022-12-23,39.83
2022-12-24,39.83
2022-12-25,39.83
2022-12-26,39.83
2022-12-27,39.83
2022-12-28,39.83
2022-12-29,39.83
2022-12-30,39.83
2022-12-31,39.83
2023-01-01,39.83
2023-01-02,39.83
2023-01-03,39.83
2023-01-04,39.83
2023-01-05,39.83
2023-01-06,39.83
2023-01-07,39.83
2023-01-08,39.83
2023-01-09,39.83
2023-01-10,39.83
2023-01-11,39.83
2023-01-12,39.83
2023-01-13,39.83
2023-01-14,39.83
2023-01-15,39.83
2023-01-16,39.83
2023-01-17,39.83
2023-01-18,39.83
2023-01-19,39.83
2023-01-20,39.83
2023-01-21,39.83
2023-01-22,39.83
2023-01-23,39.83
2023-01-24,39.83
2023-01-25,39.83
2023-01-26,39.83
2023-01-27,39.83
2023-01-28,39.83
2023-01-29,39.83
2023-01-30,39.83
2023-01-31,39.83
2023-02-01,39.83
2023-02-02,39.83
2023-02-03,39.83
2023-02-04,39.83
2023-02-05,39.83
2023-02-06,39.83
2023-02-07,39.83
2023-02-08,39.83
2023-02-09,39.83
2023-02-10,39.83
2023-02-11,39.83
2023-02-12,39.83
2023-02-13,39.83
2023-02-14,39.83
2023-02-15,39.83
2023-02-16,39.83
2023-02-17,39.83
2023-02-18,39.83
2023-02-19,39.83
2023-02-20,39.83
2023-02-21,39.83
