,LOW US Equity
2021-05-28,628.8755
2021-05-29,628.8755
2021-05-30,628.8755
2021-05-31,628.8755
2021-06-01,628.8755
2021-06-02,628.8755
2021-06-03,628.8755
2021-06-04,628.8755
2021-06-05,628.8755
2021-06-06,628.8755
2021-06-07,628.8755
2021-06-08,628.8755
2021-06-09,628.8755
2021-06-10,628.8755
2021-06-11,628.8755
2021-06-12,628.8755
2021-06-13,628.8755
2021-06-14,628.8755
2021-06-15,628.8755
2021-06-16,628.8755
2021-06-17,628.8755
2021-06-18,628.8755
2021-06-19,628.8755
2021-06-20,628.8755
2021-06-21,628.8755
2021-06-22,628.8755
2021-06-23,628.8755
2021-06-24,628.8755
2021-06-25,628.8755
2021-06-26,628.8755
2021-06-27,628.8755
2021-06-28,628.8755
2021-06-29,628.8755
2021-06-30,628.8755
2021-07-01,628.8755
2021-07-02,628.8755
2021-07-03,628.8755
2021-07-04,628.8755
2021-07-05,628.8755
2021-07-06,628.8755
2021-07-07,628.8755
2021-07-08,628.8755
2021-07-09,628.8755
2021-07-10,628.8755
2021-07-11,628.8755
2021-07-12,628.8755
2021-07-13,628.8755
2021-07-14,628.8755
2021-07-15,628.8755
2021-07-16,628.8755
2021-07-17,628.8755
2021-07-18,628.8755
2021-07-19,628.8755
2021-07-20,628.8755
2021-07-21,628.8755
2021-07-22,628.8755
2021-07-23,628.8755
2021-07-24,628.8755
2021-07-25,628.8755
2021-07-26,628.8755
2021-07-27,628.8755
2021-07-28,628.8755
2021-07-29,628.8755
2021-07-30,628.8755
2021-07-31,628.8755
2021-08-01,628.8755
2021-08-02,628.8755
2021-08-03,628.8755
2021-08-04,628.8755
2021-08-05,628.8755
2021-08-06,628.8755
2021-08-07,628.8755
2021-08-08,628.8755
2021-08-09,628.8755
2021-08-10,628.8755
2021-08-11,628.8755
2021-08-12,628.8755
2021-08-13,628.8755
2021-08-14,628.8755
2021-08-15,628.8755
2021-08-16,628.8755
2021-08-17,628.8755
2021-08-18,628.8755
2021-08-19,628.8755
2021-08-20,628.8755
2021-08-21,628.8755
2021-08-22,628.8755
2021-08-23,628.8755
2021-08-24,628.8755
2021-08-25,628.8755
2021-08-26,628.8755
2021-08-27,628.8755
2021-08-28,628.8755
2021-08-29,628.8755
2021-08-30,628.8755
2021-08-31,628.8755
2021-09-01,628.8755
2021-09-02,628.8755
2021-09-03,628.8755
2021-09-04,628.8755
2021-09-05,628.8755
2021-09-06,628.8755
2021-09-07,628.8755
2021-09-08,628.8755
2021-09-09,628.8755
2021-09-10,628.8755
2021-09-11,628.8755
2021-09-12,628.8755
2021-09-13,628.8755
2021-09-14,628.8755
2021-09-15,628.8755
2021-09-16,628.8755
2021-09-17,628.8755
2021-09-18,628.8755
2021-09-19,628.8755
2021-09-20,628.8755
2021-09-21,628.8755
2021-09-22,628.8755
2021-09-23,628.8755
2021-09-24,628.8755
2021-09-25,628.8755
2021-09-26,628.8755
2021-09-27,628.8755
2021-09-28,628.8755
2021-09-29,628.8755
2021-09-30,628.8755
2021-10-01,628.8755
2021-10-02,628.8755
2021-10-03,628.8755
2021-10-04,628.8755
2021-10-05,628.8755
2021-10-06,628.8755
2021-10-07,628.8755
2021-10-08,628.8755
2021-10-09,628.8755
2021-10-10,628.8755
2021-10-11,628.8755
2021-10-12,628.8755
2021-10-13,628.8755
2021-10-14,628.8755
2021-10-15,628.8755
2021-10-16,628.8755
2021-10-17,628.8755
2021-10-18,628.8755
2021-10-19,628.8755
2021-10-20,628.8755
2021-10-21,628.8755
2021-10-22,628.8755
2021-10-23,628.8755
2021-10-24,628.8755
2021-10-25,628.8755
2021-10-26,628.8755
2021-10-27,628.8755
2021-10-28,628.8755
2021-10-29,628.8755
2021-10-30,628.8755
2021-10-31,628.8755
2021-11-01,628.8755
2021-11-02,628.8755
2021-11-03,628.8755
2021-11-04,628.8755
2021-11-05,628.8755
2021-11-06,628.8755
2021-11-07,628.8755
2021-11-08,628.8755
2021-11-09,628.8755
2021-11-10,628.8755
2021-11-11,628.8755
2021-11-12,628.8755
2021-11-13,628.8755
2021-11-14,628.8755
2021-11-15,628.8755
2021-11-16,628.8755
2021-11-17,628.8755
2021-11-18,628.8755
2021-11-19,628.8755
2021-11-20,628.8755
2021-11-21,628.8755
2021-11-22,628.8755
2021-11-23,628.8755
2021-11-24,628.8755
2021-11-25,628.8755
2021-11-26,628.8755
2021-11-27,628.8755
2021-11-28,628.8755
2021-11-29,628.8755
2021-11-30,628.8755
2021-12-01,628.8755
2021-12-02,628.8755
2021-12-03,628.8755
2021-12-04,628.8755
2021-12-05,628.8755
2021-12-06,628.8755
2021-12-07,628.8755
2021-12-08,628.8755
2021-12-09,628.8755
2021-12-10,628.8755
2021-12-11,628.8755
2021-12-12,628.8755
2021-12-13,628.8755
2021-12-14,628.8755
2021-12-15,628.8755
2021-12-16,628.8755
2021-12-17,628.8755
2021-12-18,628.8755
2021-12-19,628.8755
2021-12-20,628.8755
2021-12-21,628.8755
2021-12-22,628.8755
2021-12-23,628.8755
2021-12-24,628.8755
2021-12-25,628.8755
2021-12-26,628.8755
2021-12-27,628.8755
2021-12-28,628.8755
2021-12-29,628.8755
2021-12-30,628.8755
2021-12-31,628.8755
2022-01-01,628.8755
2022-01-02,628.8755
2022-01-03,628.8755
2022-01-04,628.8755
2022-01-05,628.8755
2022-01-06,628.8755
2022-01-07,628.8755
2022-01-08,628.8755
2022-01-09,628.8755
2022-01-10,628.8755
2022-01-11,628.8755
2022-01-12,628.8755
2022-01-13,628.8755
2022-01-14,628.8755
2022-01-15,628.8755
2022-01-16,628.8755
2022-01-17,628.8755
2022-01-18,628.8755
2022-01-19,628.8755
2022-01-20,628.8755
2022-01-21,628.8755
2022-01-22,628.8755
2022-01-23,628.8755
2022-01-24,628.8755
2022-01-25,628.8755
2022-01-26,628.8755
2022-01-27,628.8755
2022-01-28,628.8755
2022-01-29,628.8755
2022-01-30,628.8755
2022-01-31,628.8755
2022-02-01,628.8755
2022-02-02,628.8755
2022-02-03,628.8755
2022-02-04,628.8755
2022-02-05,628.8755
2022-02-06,628.8755
2022-02-07,628.8755
2022-02-08,628.8755
2022-02-09,628.8755
2022-02-10,628.8755
2022-02-11,628.8755
2022-02-12,628.8755
2022-02-13,628.8755
2022-02-14,628.8755
2022-02-15,628.8755
2022-02-16,628.8755
2022-02-17,628.8755
2022-02-18,628.8755
2022-02-19,628.8755
2022-02-20,628.8755
2022-02-21,628.8755
2022-02-22,628.8755
2022-02-23,628.8755
2022-02-24,628.8755
2022-02-25,628.8755
2022-02-26,628.8755
2022-02-27,628.8755
2022-02-28,628.8755
2022-03-01,628.8755
2022-03-02,628.8755
2022-03-03,628.8755
2022-03-04,628.8755
2022-03-05,628.8755
2022-03-06,628.8755
2022-03-07,628.8755
2022-03-08,628.8755
2022-03-09,628.8755
2022-03-10,628.8755
2022-03-11,628.8755
2022-03-12,628.8755
2022-03-13,628.8755
2022-03-14,628.8755
2022-03-15,628.8755
2022-03-16,628.8755
2022-03-17,628.8755
2022-03-18,628.8755
2022-03-19,628.8755
2022-03-20,628.8755
2022-03-21,628.8755
2022-03-22,628.8755
2022-03-23,628.8755
2022-03-24,628.8755
2022-03-25,628.8755
2022-03-26,628.8755
2022-03-27,628.8755
2022-03-28,628.8755
2022-03-29,628.8755
2022-03-30,628.8755
2022-03-31,628.8755
2022-04-01,628.8755
2022-04-02,628.8755
2022-04-03,628.8755
2022-04-04,628.8755
2022-04-05,628.8755
2022-04-06,628.8755
2022-04-07,628.8755
2022-04-08,628.8755
2022-04-09,628.8755
2022-04-10,628.8755
2022-04-11,628.8755
2022-04-12,628.8755
2022-04-13,628.8755
2022-04-14,628.8755
2022-04-15,628.8755
2022-04-16,628.8755
2022-04-17,628.8755
2022-04-18,628.8755
2022-04-19,628.8755
2022-04-20,628.8755
2022-04-21,628.8755
2022-04-22,628.8755
2022-04-23,628.8755
2022-04-24,628.8755
2022-04-25,628.8755
2022-04-26,628.8755
2022-04-27,628.8755
2022-04-28,628.8755
2022-04-29,628.8755
2022-04-30,628.8755
2022-05-01,628.8755
2022-05-02,628.8755
2022-05-03,628.8755
2022-05-04,628.8755
2022-05-05,628.8755
2022-05-06,628.8755
2022-05-07,628.8755
2022-05-08,628.8755
2022-05-09,628.8755
2022-05-10,628.8755
2022-05-11,628.8755
2022-05-12,628.8755
2022-05-13,628.8755
2022-05-14,628.8755
2022-05-15,628.8755
2022-05-16,628.8755
2022-05-17,628.8755
2022-05-18,628.8755
2022-05-19,628.8755
2022-05-20,628.8755
2022-05-21,628.8755
2022-05-22,628.8755
2022-05-23,628.8755
2022-05-24,628.8755
2022-05-25,628.8755
2022-05-26,628.8755
2022-05-27,628.8755
2022-05-28,628.8755
2022-05-29,628.8755
2022-05-30,628.8755
2022-05-31,628.8755
2022-06-01,628.8755
2022-06-02,628.8755
2022-06-03,628.8755
2022-06-04,628.8755
2022-06-05,628.8755
2022-06-06,628.8755
2022-06-07,628.8755
2022-06-08,628.8755
2022-06-09,628.8755
2022-06-10,628.8755
2022-06-11,628.8755
2022-06-12,628.8755
2022-06-13,628.8755
2022-06-14,628.8755
2022-06-15,628.8755
2022-06-16,628.8755
2022-06-17,628.8755
2022-06-18,628.8755
2022-06-19,628.8755
2022-06-20,628.8755
2022-06-21,628.8755
2022-06-22,628.8755
2022-06-23,628.8755
2022-06-24,628.8755
2022-06-25,628.8755
2022-06-26,628.8755
2022-06-27,628.8755
2022-06-28,628.8755
2022-06-29,628.8755
2022-06-30,628.8755
2022-07-01,628.8755
2022-07-02,628.8755
2022-07-03,628.8755
2022-07-04,628.8755
2022-07-05,628.8755
2022-07-06,628.8755
2022-07-07,628.8755
2022-07-08,628.8755
2022-07-09,628.8755
2022-07-10,628.8755
2022-07-11,628.8755
2022-07-12,628.8755
2022-07-13,628.8755
2022-07-14,628.8755
2022-07-15,628.8755
2022-07-16,628.8755
2022-07-17,628.8755
2022-07-18,628.8755
2022-07-19,628.8755
2022-07-20,628.8755
2022-07-21,628.8755
2022-07-22,628.8755
2022-07-23,628.8755
2022-07-24,628.8755
2022-07-25,628.8755
2022-07-26,628.8755
2022-07-27,628.8755
2022-07-28,628.8755
2022-07-29,628.8755
2022-07-30,628.8755
2022-07-31,628.8755
2022-08-01,628.8755
2022-08-02,628.8755
2022-08-03,628.8755
2022-08-04,628.8755
2022-08-05,628.8755
2022-08-06,628.8755
2022-08-07,628.8755
2022-08-08,628.8755
2022-08-09,628.8755
2022-08-10,628.8755
2022-08-11,628.8755
2022-08-12,628.8755
2022-08-13,628.8755
2022-08-14,628.8755
2022-08-15,628.8755
2022-08-16,628.8755
2022-08-17,628.8755
2022-08-18,628.8755
2022-08-19,628.8755
2022-08-20,628.8755
2022-08-21,628.8755
2022-08-22,628.8755
2022-08-23,628.8755
2022-08-24,628.8755
2022-08-25,628.8755
2022-08-26,628.8755
2022-08-27,628.8755
2022-08-28,628.8755
2022-08-29,628.8755
2022-08-30,628.8755
2022-08-31,628.8755
2022-09-01,628.8755
2022-09-02,628.8755
2022-09-03,628.8755
2022-09-04,628.8755
2022-09-05,628.8755
2022-09-06,628.8755
2022-09-07,628.8755
2022-09-08,628.8755
2022-09-09,628.8755
2022-09-10,628.8755
2022-09-11,628.8755
2022-09-12,628.8755
2022-09-13,628.8755
2022-09-14,628.8755
2022-09-15,628.8755
2022-09-16,628.8755
2022-09-17,628.8755
2022-09-18,628.8755
2022-09-19,628.8755
2022-09-20,628.8755
2022-09-21,628.8755
2022-09-22,628.8755
2022-09-23,628.8755
2022-09-24,628.8755
2022-09-25,628.8755
2022-09-26,628.8755
2022-09-27,628.8755
2022-09-28,628.8755
2022-09-29,628.8755
2022-09-30,628.8755
2022-10-01,628.8755
2022-10-02,628.8755
2022-10-03,628.8755
2022-10-04,628.8755
2022-10-05,628.8755
2022-10-06,628.8755
2022-10-07,628.8755
2022-10-08,628.8755
2022-10-09,628.8755
2022-10-10,628.8755
2022-10-11,628.8755
2022-10-12,628.8755
2022-10-13,628.8755
2022-10-14,628.8755
2022-10-15,628.8755
2022-10-16,628.8755
2022-10-17,628.8755
2022-10-18,628.8755
2022-10-19,628.8755
2022-10-20,628.8755
2022-10-21,628.8755
2022-10-22,628.8755
2022-10-23,628.8755
2022-10-24,628.8755
2022-10-25,628.8755
2022-10-26,628.8755
2022-10-27,628.8755
2022-10-28,628.8755
2022-10-29,628.8755
2022-10-30,628.8755
2022-10-31,628.8755
2022-11-01,628.8755
2022-11-02,628.8755
2022-11-03,628.8755
2022-11-04,628.8755
2022-11-05,628.8755
2022-11-06,628.8755
2022-11-07,628.8755
2022-11-08,628.8755
2022-11-09,628.8755
2022-11-10,628.8755
2022-11-11,628.8755
2022-11-12,628.8755
2022-11-13,628.8755
2022-11-14,628.8755
2022-11-15,628.8755
2022-11-16,628.8755
2022-11-17,628.8755
2022-11-18,628.8755
2022-11-19,628.8755
2022-11-20,628.8755
2022-11-21,628.8755
2022-11-22,628.8755
2022-11-23,628.8755
2022-11-24,628.8755
2022-11-25,628.8755
2022-11-26,628.8755
2022-11-27,628.8755
2022-11-28,628.8755
2022-11-29,628.8755
2022-11-30,628.8755
2022-12-01,628.8755
2022-12-02,628.8755
2022-12-03,628.8755
2022-12-04,628.8755
2022-12-05,628.8755
2022-12-06,628.8755
2022-12-07,628.8755
2022-12-08,628.8755
2022-12-09,628.8755
2022-12-10,628.8755
2022-12-11,628.8755
2022-12-12,628.8755
2022-12-13,628.8755
2022-12-14,628.8755
2022-12-15,628.8755
2022-12-16,628.8755
2022-12-17,628.8755
2022-12-18,628.8755
2022-12-19,628.8755
2022-12-20,628.8755
2022-12-21,628.8755
2022-12-22,628.8755
2022-12-23,628.8755
2022-12-24,628.8755
2022-12-25,628.8755
2022-12-26,628.8755
2022-12-27,628.8755
2022-12-28,628.8755
2022-12-29,628.8755
2022-12-30,628.8755
2022-12-31,628.8755
2023-01-01,628.8755
2023-01-02,628.8755
2023-01-03,628.8755
2023-01-04,628.8755
2023-01-05,628.8755
2023-01-06,628.8755
2023-01-07,628.8755
2023-01-08,628.8755
2023-01-09,628.8755
2023-01-10,628.8755
2023-01-11,628.8755
2023-01-12,628.8755
2023-01-13,628.8755
2023-01-14,628.8755
2023-01-15,628.8755
2023-01-16,628.8755
2023-01-17,628.8755
2023-01-18,628.8755
2023-01-19,628.8755
2023-01-20,628.8755
2023-01-21,628.8755
2023-01-22,628.8755
2023-01-23,628.8755
2023-01-24,628.8755
2023-01-25,628.8755
2023-01-26,628.8755
2023-01-27,628.8755
2023-01-28,628.8755
2023-01-29,628.8755
2023-01-30,628.8755
2023-01-31,628.8755
2023-02-01,628.8755
2023-02-02,628.8755
2023-02-03,628.8755
2023-02-04,628.8755
2023-02-05,628.8755
2023-02-06,628.8755
2023-02-07,628.8755
2023-02-08,628.8755
2023-02-09,628.8755
2023-02-10,628.8755
2023-02-11,628.8755
2023-02-12,628.8755
2023-02-13,628.8755
2023-02-14,628.8755
2023-02-15,628.8755
2023-02-16,628.8755
2023-02-17,628.8755
2023-02-18,628.8755
2023-02-19,628.8755
2023-02-20,628.8755
2023-02-21,628.8755
2023-02-22,628.8755
2023-02-23,628.8755
2023-02-24,628.8755
2023-02-25,628.8755
2023-02-26,628.8755
2023-02-27,628.8755
2023-02-28,628.8755
2023-03-01,628.8755
2023-03-02,628.8755
2023-03-03,628.8755
2023-03-04,628.8755
2023-03-05,628.8755
2023-03-06,628.8755
2023-03-07,628.8755
2023-03-08,628.8755
2023-03-09,628.8755
2023-03-10,628.8755
2023-03-11,628.8755
