,BLMN US Equity
2020-03-29,16.7588
2020-03-30,16.7588
2020-03-31,16.7588
2020-04-01,16.7588
2020-04-02,16.7588
2020-04-03,16.7588
2020-04-04,16.7588
2020-04-05,16.7588
2020-04-06,16.7588
2020-04-07,16.7588
2020-04-08,16.7588
2020-04-09,16.7588
2020-04-10,16.7588
2020-04-11,16.7588
2020-04-12,16.7588
2020-04-13,16.7588
2020-04-14,16.7588
2020-04-15,16.7588
2020-04-16,16.7588
2020-04-17,16.7588
2020-04-18,16.7588
2020-04-19,16.7588
2020-04-20,16.7588
2020-04-21,16.7588
2020-04-22,16.7588
2020-04-23,16.7588
2020-04-24,16.7588
2020-04-25,16.7588
2020-04-26,16.7588
2020-04-27,16.7588
2020-04-28,16.7588
2020-04-29,16.7588
2020-04-30,16.7588
2020-05-01,16.7588
2020-05-02,16.7588
2020-05-03,16.7588
2020-05-04,16.7588
2020-05-05,16.7588
2020-05-06,16.7588
2020-05-07,16.7588
2020-05-08,16.7588
2020-05-09,16.7588
2020-05-10,16.7588
2020-05-11,16.7588
2020-05-12,16.7588
2020-05-13,16.7588
2020-05-14,16.7588
2020-05-15,16.7588
2020-05-16,16.7588
2020-05-17,16.7588
2020-05-18,16.7588
2020-05-19,16.7588
2020-05-20,16.7588
2020-05-21,16.7588
2020-05-22,16.7588
2020-05-23,16.7588
2020-05-24,16.7588
2020-05-25,16.7588
2020-05-26,16.7588
2020-05-27,16.7588
2020-05-28,16.7588
2020-05-29,16.7588
2020-05-30,16.7588
2020-05-31,16.7588
2020-06-01,16.7588
2020-06-02,16.7588
2020-06-03,16.7588
2020-06-04,16.7588
2020-06-05,16.7588
2020-06-06,16.7588
2020-06-07,16.7588
2020-06-08,16.7588
2020-06-09,16.7588
2020-06-10,16.7588
2020-06-11,16.7588
2020-06-12,16.7588
2020-06-13,16.7588
2020-06-14,16.7588
2020-06-15,16.7588
2020-06-16,16.7588
2020-06-17,16.7588
2020-06-18,16.7588
2020-06-19,16.7588
2020-06-20,16.7588
2020-06-21,16.7588
2020-06-22,16.7588
2020-06-23,16.7588
2020-06-24,16.7588
2020-06-25,16.7588
2020-06-26,16.7588
2020-06-27,16.7588
2020-06-28,-108.3385
2020-06-29,-108.3385
2020-06-30,-108.3385
2020-07-01,-108.3385
2020-07-02,-108.3385
2020-07-03,-108.3385
2020-07-04,-108.3385
2020-07-05,-108.3385
2020-07-06,-108.3385
2020-07-07,-108.3385
2020-07-08,-108.3385
2020-07-09,-108.3385
2020-07-10,-108.3385
2020-07-11,-108.3385
2020-07-12,-108.3385
2020-07-13,-108.3385
2020-07-14,-108.3385
2020-07-15,-108.3385
2020-07-16,-108.3385
2020-07-17,-108.3385
2020-07-18,-108.3385
2020-07-19,-108.3385
2020-07-20,-108.3385
2020-07-21,-108.3385
2020-07-22,-108.3385
2020-07-23,-108.3385
2020-07-24,-108.3385
2020-07-25,-108.3385
2020-07-26,-108.3385
2020-07-27,-108.3385
2020-07-28,-108.3385
2020-07-29,-108.3385
2020-07-30,-108.3385
2020-07-31,-108.3385
2020-08-01,-108.3385
2020-08-02,-108.3385
2020-08-03,-108.3385
2020-08-04,-108.3385
2020-08-05,-108.3385
2020-08-06,-108.3385
2020-08-07,-108.3385
2020-08-08,-108.3385
2020-08-09,-108.3385
2020-08-10,-108.3385
2020-08-11,-108.3385
2020-08-12,-108.3385
2020-08-13,-108.3385
2020-08-14,-108.3385
2020-08-15,-108.3385
2020-08-16,-108.3385
2020-08-17,-108.3385
2020-08-18,-108.3385
2020-08-19,-108.3385
2020-08-20,-108.3385
2020-08-21,-108.3385
2020-08-22,-108.3385
2020-08-23,-108.3385
2020-08-24,-108.3385
2020-08-25,-108.3385
2020-08-26,-108.3385
2020-08-27,-108.3385
2020-08-28,-108.3385
2020-08-29,-108.3385
2020-08-30,-108.3385
2020-08-31,-108.3385
2020-09-01,-108.3385
2020-09-02,-108.3385
2020-09-03,-108.3385
2020-09-04,-108.3385
2020-09-05,-108.3385
2020-09-06,-108.3385
2020-09-07,-108.3385
2020-09-08,-108.3385
2020-09-09,-108.3385
2020-09-10,-108.3385
2020-09-11,-108.3385
2020-09-12,-108.3385
2020-09-13,-108.3385
2020-09-14,-108.3385
2020-09-15,-108.3385
2020-09-16,-108.3385
2020-09-17,-108.3385
2020-09-18,-108.3385
2020-09-19,-108.3385
2020-09-20,-108.3385
2020-09-21,-108.3385
2020-09-22,-108.3385
2020-09-23,-108.3385
2020-09-24,-108.3385
2020-09-25,-108.3385
2020-09-26,-108.3385
2020-09-27,-160.6189
2020-09-28,-160.6189
2020-09-29,-160.6189
2020-09-30,-160.6189
2020-10-01,-160.6189
2020-10-02,-160.6189
2020-10-03,-160.6189
2020-10-04,-160.6189
2020-10-05,-160.6189
2020-10-06,-160.6189
2020-10-07,-160.6189
2020-10-08,-160.6189
2020-10-09,-160.6189
2020-10-10,-160.6189
2020-10-11,-160.6189
2020-10-12,-160.6189
2020-10-13,-160.6189
2020-10-14,-160.6189
2020-10-15,-160.6189
2020-10-16,-160.6189
2020-10-17,-160.6189
2020-10-18,-160.6189
2020-10-19,-160.6189
2020-10-20,-160.6189
2020-10-21,-160.6189
2020-10-22,-160.6189
2020-10-23,-160.6189
2020-10-24,-160.6189
2020-10-25,-160.6189
2020-10-26,-160.6189
2020-10-27,-160.6189
2020-10-28,-160.6189
2020-10-29,-160.6189
2020-10-30,-160.6189
2020-10-31,-160.6189
2020-11-01,-160.6189
2020-11-02,-160.6189
2020-11-03,-160.6189
2020-11-04,-160.6189
2020-11-05,-160.6189
2020-11-06,-160.6189
2020-11-07,-160.6189
2020-11-08,-160.6189
2020-11-09,-160.6189
2020-11-10,-160.6189
2020-11-11,-160.6189
2020-11-12,-160.6189
2020-11-13,-160.6189
2020-11-14,-160.6189
2020-11-15,-160.6189
2020-11-16,-160.6189
2020-11-17,-160.6189
2020-11-18,-160.6189
2020-11-19,-160.6189
2020-11-20,-160.6189
2020-11-21,-160.6189
2020-11-22,-160.6189
2020-11-23,-160.6189
2020-11-24,-160.6189
2020-11-25,-160.6189
2020-11-26,-160.6189
2020-11-27,-160.6189
2020-11-28,-160.6189
2020-11-29,-160.6189
2020-11-30,-160.6189
2020-12-01,-160.6189
2020-12-02,-160.6189
2020-12-03,-160.6189
2020-12-04,-160.6189
2020-12-05,-160.6189
2020-12-06,-160.6189
2020-12-07,-160.6189
2020-12-08,-160.6189
2020-12-09,-160.6189
2020-12-10,-160.6189
2020-12-11,-160.6189
2020-12-12,-160.6189
2020-12-13,-160.6189
2020-12-14,-160.6189
2020-12-15,-160.6189
2020-12-16,-160.6189
2020-12-17,-160.6189
2020-12-18,-160.6189
2020-12-19,-160.6189
2020-12-20,-160.6189
2020-12-21,-160.6189
2020-12-22,-160.6189
2020-12-23,-160.6189
2020-12-24,-160.6189
2020-12-25,-160.6189
2020-12-26,-160.6189
2020-12-27,-185.929
2020-12-28,-185.929
2020-12-29,-185.929
2020-12-30,-185.929
2020-12-31,-185.929
2021-01-01,-185.929
2021-01-02,-185.929
2021-01-03,-185.929
2021-01-04,-185.929
2021-01-05,-185.929
2021-01-06,-185.929
2021-01-07,-185.929
2021-01-08,-185.929
2021-01-09,-185.929
2021-01-10,-185.929
2021-01-11,-185.929
2021-01-12,-185.929
2021-01-13,-185.929
2021-01-14,-185.929
2021-01-15,-185.929
2021-01-16,-185.929
2021-01-17,-185.929
2021-01-18,-185.929
2021-01-19,-185.929
2021-01-20,-185.929
2021-01-21,-185.929
2021-01-22,-185.929
2021-01-23,-185.929
2021-01-24,-185.929
2021-01-25,-185.929
2021-01-26,-185.929
2021-01-27,-185.929
2021-01-28,-185.929
2021-01-29,-185.929
2021-01-30,-185.929
2021-01-31,-185.929
2021-02-01,-185.929
2021-02-02,-185.929
2021-02-03,-185.929
2021-02-04,-185.929
2021-02-05,-185.929
2021-02-06,-185.929
2021-02-07,-185.929
2021-02-08,-185.929
2021-02-09,-185.929
2021-02-10,-185.929
2021-02-11,-185.929
2021-02-12,-185.929
2021-02-13,-185.929
2021-02-14,-185.929
2021-02-15,-185.929
2021-02-16,-185.929
2021-02-17,-185.929
2021-02-18,-185.929
2021-02-19,-185.929
2021-02-20,-185.929
2021-02-21,-185.929
2021-02-22,-185.929
2021-02-23,-185.929
2021-02-24,-185.929
2021-02-25,-185.929
2021-02-26,-185.929
2021-02-27,-185.929
2021-02-28,-185.929
2021-03-01,-185.929
2021-03-02,-185.929
2021-03-03,-185.929
2021-03-04,-185.929
2021-03-05,-185.929
2021-03-06,-185.929
2021-03-07,-185.929
2021-03-08,-185.929
2021-03-09,-185.929
2021-03-10,-185.929
2021-03-11,-185.929
2021-03-12,-185.929
2021-03-13,-185.929
2021-03-14,-185.929
2021-03-15,-185.929
2021-03-16,-185.929
2021-03-17,-185.929
2021-03-18,-185.929
2021-03-19,-185.929
2021-03-20,-185.929
2021-03-21,-185.929
2021-03-22,-185.929
2021-03-23,-185.929
2021-03-24,-185.929
2021-03-25,-185.929
2021-03-26,-185.929
2021-03-27,-185.929
2021-03-28,-84.6271
2021-03-29,-84.6271
2021-03-30,-84.6271
2021-03-31,-84.6271
2021-04-01,-84.6271
2021-04-02,-84.6271
2021-04-03,-84.6271
2021-04-04,-84.6271
2021-04-05,-84.6271
2021-04-06,-84.6271
2021-04-07,-84.6271
2021-04-08,-84.6271
2021-04-09,-84.6271
2021-04-10,-84.6271
2021-04-11,-84.6271
2021-04-12,-84.6271
2021-04-13,-84.6271
2021-04-14,-84.6271
2021-04-15,-84.6271
2021-04-16,-84.6271
2021-04-17,-84.6271
2021-04-18,-84.6271
2021-04-19,-84.6271
2021-04-20,-84.6271
2021-04-21,-84.6271
2021-04-22,-84.6271
2021-04-23,-84.6271
2021-04-24,-84.6271
2021-04-25,-84.6271
2021-04-26,-84.6271
2021-04-27,-84.6271
2021-04-28,-84.6271
2021-04-29,-84.6271
2021-04-30,-84.6271
2021-05-01,-84.6271
2021-05-02,-84.6271
2021-05-03,-84.6271
2021-05-04,-84.6271
2021-05-05,-84.6271
2021-05-06,-84.6271
2021-05-07,-84.6271
2021-05-08,-84.6271
2021-05-09,-84.6271
2021-05-10,-84.6271
2021-05-11,-84.6271
2021-05-12,-84.6271
2021-05-13,-84.6271
2021-05-14,-84.6271
2021-05-15,-84.6271
2021-05-16,-84.6271
2021-05-17,-84.6271
2021-05-18,-84.6271
2021-05-19,-84.6271
2021-05-20,-84.6271
2021-05-21,-84.6271
2021-05-22,-84.6271
2021-05-23,-84.6271
2021-05-24,-84.6271
2021-05-25,-84.6271
2021-05-26,-84.6271
2021-05-27,-84.6271
2021-05-28,-84.6271
2021-05-29,-84.6271
2021-05-30,-84.6271
2021-05-31,-84.6271
2021-06-01,-84.6271
2021-06-02,-84.6271
2021-06-03,-84.6271
2021-06-04,-84.6271
2021-06-05,-84.6271
2021-06-06,-84.6271
2021-06-07,-84.6271
2021-06-08,-84.6271
2021-06-09,-84.6271
2021-06-10,-84.6271
2021-06-11,-84.6271
2021-06-12,-84.6271
2021-06-13,-84.6271
2021-06-14,-84.6271
2021-06-15,-84.6271
2021-06-16,-84.6271
2021-06-17,-84.6271
2021-06-18,-84.6271
2021-06-19,-84.6271
2021-06-20,-84.6271
2021-06-21,-84.6271
2021-06-22,-84.6271
2021-06-23,-84.6271
2021-06-24,-84.6271
2021-06-25,-84.6271
2021-06-26,-84.6271
2021-06-27,142.8431
2021-06-28,142.8431
2021-06-29,142.8431
2021-06-30,142.8431
2021-07-01,142.8431
2021-07-02,142.8431
2021-07-03,142.8431
2021-07-04,142.8431
2021-07-05,142.8431
2021-07-06,142.8431
2021-07-07,142.8431
2021-07-08,142.8431
2021-07-09,142.8431
2021-07-10,142.8431
2021-07-11,142.8431
2021-07-12,142.8431
2021-07-13,142.8431
2021-07-14,142.8431
2021-07-15,142.8431
2021-07-16,142.8431
2021-07-17,142.8431
2021-07-18,142.8431
2021-07-19,142.8431
2021-07-20,142.8431
2021-07-21,142.8431
2021-07-22,142.8431
2021-07-23,142.8431
2021-07-24,142.8431
2021-07-25,142.8431
2021-07-26,142.8431
2021-07-27,142.8431
2021-07-28,142.8431
2021-07-29,142.8431
2021-07-30,142.8431
2021-07-31,142.8431
2021-08-01,142.8431
2021-08-02,142.8431
2021-08-03,142.8431
2021-08-04,142.8431
2021-08-05,142.8431
2021-08-06,142.8431
2021-08-07,142.8431
2021-08-08,142.8431
2021-08-09,142.8431
2021-08-10,142.8431
2021-08-11,142.8431
2021-08-12,142.8431
2021-08-13,142.8431
2021-08-14,142.8431
2021-08-15,142.8431
2021-08-16,142.8431
2021-08-17,142.8431
2021-08-18,142.8431
2021-08-19,142.8431
2021-08-20,142.8431
2021-08-21,142.8431
2021-08-22,142.8431
2021-08-23,142.8431
2021-08-24,142.8431
2021-08-25,142.8431
2021-08-26,142.8431
2021-08-27,142.8431
2021-08-28,142.8431
2021-08-29,142.8431
2021-08-30,142.8431
2021-08-31,142.8431
2021-09-01,142.8431
2021-09-02,142.8431
2021-09-03,142.8431
2021-09-04,142.8431
2021-09-05,142.8431
2021-09-06,142.8431
2021-09-07,142.8431
2021-09-08,142.8431
2021-09-09,142.8431
2021-09-10,142.8431
2021-09-11,142.8431
2021-09-12,142.8431
2021-09-13,142.8431
2021-09-14,142.8431
2021-09-15,142.8431
2021-09-16,142.8431
2021-09-17,142.8431
2021-09-18,142.8431
2021-09-19,142.8431
2021-09-20,142.8431
2021-09-21,142.8431
2021-09-22,142.8431
2021-09-23,142.8431
2021-09-24,142.8431
2021-09-25,142.8431
2021-09-26,170.5305
2021-09-27,170.5305
2021-09-28,170.5305
2021-09-29,170.5305
2021-09-30,170.5305
2021-10-01,170.5305
2021-10-02,170.5305
2021-10-03,170.5305
2021-10-04,170.5305
2021-10-05,170.5305
2021-10-06,170.5305
2021-10-07,170.5305
2021-10-08,170.5305
2021-10-09,170.5305
2021-10-10,170.5305
2021-10-11,170.5305
2021-10-12,170.5305
2021-10-13,170.5305
2021-10-14,170.5305
2021-10-15,170.5305
2021-10-16,170.5305
2021-10-17,170.5305
2021-10-18,170.5305
2021-10-19,170.5305
2021-10-20,170.5305
2021-10-21,170.5305
2021-10-22,170.5305
2021-10-23,170.5305
2021-10-24,170.5305
2021-10-25,170.5305
2021-10-26,170.5305
2021-10-27,170.5305
2021-10-28,170.5305
2021-10-29,170.5305
2021-10-30,170.5305
2021-10-31,170.5305
2021-11-01,170.5305
2021-11-02,170.5305
2021-11-03,170.5305
2021-11-04,170.5305
2021-11-05,170.5305
2021-11-06,170.5305
2021-11-07,170.5305
2021-11-08,170.5305
2021-11-09,170.5305
2021-11-10,170.5305
2021-11-11,170.5305
2021-11-12,170.5305
2021-11-13,170.5305
2021-11-14,170.5305
2021-11-15,170.5305
2021-11-16,170.5305
2021-11-17,170.5305
2021-11-18,170.5305
2021-11-19,170.5305
2021-11-20,170.5305
2021-11-21,170.5305
2021-11-22,170.5305
2021-11-23,170.5305
2021-11-24,170.5305
2021-11-25,170.5305
2021-11-26,170.5305
2021-11-27,170.5305
2021-11-28,170.5305
2021-11-29,170.5305
2021-11-30,170.5305
2021-12-01,170.5305
2021-12-02,170.5305
2021-12-03,170.5305
2021-12-04,170.5305
2021-12-05,170.5305
2021-12-06,170.5305
2021-12-07,170.5305
2021-12-08,170.5305
2021-12-09,170.5305
2021-12-10,170.5305
2021-12-11,170.5305
2021-12-12,170.5305
2021-12-13,170.5305
2021-12-14,170.5305
2021-12-15,170.5305
2021-12-16,170.5305
2021-12-17,170.5305
2021-12-18,170.5305
2021-12-19,170.5305
2021-12-20,170.5305
2021-12-21,170.5305
2021-12-22,170.5305
2021-12-23,170.5305
2021-12-24,170.5305
2021-12-25,170.5305
2021-12-26,195.4208
2021-12-27,195.4208
2021-12-28,195.4208
2021-12-29,195.4208
2021-12-30,195.4208
2021-12-31,195.4208
2022-01-01,195.4208
2022-01-02,195.4208
2022-01-03,195.4208
2022-01-04,195.4208
2022-01-05,195.4208
2022-01-06,195.4208
2022-01-07,195.4208
2022-01-08,195.4208
2022-01-09,195.4208
2022-01-10,195.4208
2022-01-11,195.4208
2022-01-12,195.4208
2022-01-13,195.4208
2022-01-14,195.4208
2022-01-15,195.4208
2022-01-16,195.4208
2022-01-17,195.4208
2022-01-18,195.4208
2022-01-19,195.4208
2022-01-20,195.4208
2022-01-21,195.4208
2022-01-22,195.4208
2022-01-23,195.4208
2022-01-24,195.4208
2022-01-25,195.4208
2022-01-26,195.4208
2022-01-27,195.4208
2022-01-28,195.4208
2022-01-29,195.4208
2022-01-30,195.4208
2022-01-31,195.4208
2022-02-01,195.4208
2022-02-02,195.4208
2022-02-03,195.4208
2022-02-04,195.4208
2022-02-05,195.4208
2022-02-06,195.4208
2022-02-07,195.4208
2022-02-08,195.4208
2022-02-09,195.4208
2022-02-10,195.4208
2022-02-11,195.4208
2022-02-12,195.4208
2022-02-13,195.4208
2022-02-14,195.4208
2022-02-15,195.4208
2022-02-16,195.4208
2022-02-17,195.4208
2022-02-18,195.4208
2022-02-19,195.4208
2022-02-20,195.4208
2022-02-21,195.4208
2022-02-22,195.4208
2022-02-23,195.4208
2022-02-24,195.4208
2022-02-25,195.4208
2022-02-26,195.4208
2022-02-27,195.4208
2022-02-28,195.4208
2022-03-01,195.4208
2022-03-02,195.4208
2022-03-03,195.4208
2022-03-04,195.4208
2022-03-05,195.4208
2022-03-06,195.4208
2022-03-07,195.4208
2022-03-08,195.4208
2022-03-09,195.4208
2022-03-10,195.4208
2022-03-11,195.4208
2022-03-12,195.4208
2022-03-13,195.4208
2022-03-14,195.4208
2022-03-15,195.4208
2022-03-16,195.4208
2022-03-17,195.4208
2022-03-18,195.4208
2022-03-19,195.4208
2022-03-20,195.4208
2022-03-21,195.4208
2022-03-22,195.4208
2022-03-23,195.4208
2022-03-24,195.4208
2022-03-25,195.4208
2022-03-26,195.4208
2022-03-27,134.601
2022-03-28,134.601
2022-03-29,134.601
2022-03-30,134.601
2022-03-31,134.601
2022-04-01,134.601
2022-04-02,134.601
2022-04-03,134.601
2022-04-04,134.601
2022-04-05,134.601
2022-04-06,134.601
2022-04-07,134.601
2022-04-08,134.601
2022-04-09,134.601
2022-04-10,134.601
2022-04-11,134.601
2022-04-12,134.601
2022-04-13,134.601
2022-04-14,134.601
2022-04-15,134.601
2022-04-16,134.601
2022-04-17,134.601
2022-04-18,134.601
2022-04-19,134.601
2022-04-20,134.601
2022-04-21,134.601
2022-04-22,134.601
2022-04-23,134.601
2022-04-24,134.601
2022-04-25,134.601
2022-04-26,134.601
2022-04-27,134.601
2022-04-28,134.601
2022-04-29,134.601
2022-04-30,134.601
2022-05-01,134.601
2022-05-02,134.601
2022-05-03,134.601
2022-05-04,134.601
2022-05-05,134.601
2022-05-06,134.601
2022-05-07,134.601
2022-05-08,134.601
2022-05-09,134.601
2022-05-10,134.601
2022-05-11,134.601
2022-05-12,134.601
2022-05-13,134.601
2022-05-14,134.601
2022-05-15,134.601
2022-05-16,134.601
2022-05-17,134.601
2022-05-18,134.601
2022-05-19,134.601
2022-05-20,134.601
2022-05-21,134.601
2022-05-22,134.601
2022-05-23,134.601
2022-05-24,134.601
2022-05-25,134.601
2022-05-26,134.601
2022-05-27,134.601
2022-05-28,134.601
2022-05-29,134.601
2022-05-30,134.601
2022-05-31,134.601
2022-06-01,134.601
2022-06-02,134.601
2022-06-03,134.601
2022-06-04,134.601
2022-06-05,134.601
2022-06-06,134.601
2022-06-07,134.601
2022-06-08,134.601
2022-06-09,134.601
2022-06-10,134.601
2022-06-11,134.601
2022-06-12,134.601
2022-06-13,134.601
2022-06-14,134.601
2022-06-15,134.601
2022-06-16,134.601
2022-06-17,134.601
2022-06-18,134.601
2022-06-19,134.601
2022-06-20,134.601
2022-06-21,134.601
2022-06-22,134.601
2022-06-23,134.601
2022-06-24,134.601
2022-06-25,134.601
2022-06-26,37.348
2022-06-27,37.348
2022-06-28,37.348
2022-06-29,37.348
2022-06-30,37.348
2022-07-01,37.348
2022-07-02,37.348
2022-07-03,37.348
2022-07-04,37.348
2022-07-05,37.348
2022-07-06,37.348
2022-07-07,37.348
2022-07-08,37.348
2022-07-09,37.348
2022-07-10,37.348
2022-07-11,37.348
2022-07-12,37.348
2022-07-13,37.348
2022-07-14,37.348
2022-07-15,37.348
2022-07-16,37.348
2022-07-17,37.348
2022-07-18,37.348
2022-07-19,37.348
2022-07-20,37.348
2022-07-21,37.348
2022-07-22,37.348
2022-07-23,37.348
2022-07-24,37.348
2022-07-25,37.348
2022-07-26,37.348
2022-07-27,37.348
2022-07-28,37.348
2022-07-29,37.348
2022-07-30,37.348
2022-07-31,37.348
2022-08-01,37.348
2022-08-02,37.348
2022-08-03,37.348
2022-08-04,37.348
2022-08-05,37.348
2022-08-06,37.348
2022-08-07,37.348
2022-08-08,37.348
2022-08-09,37.348
2022-08-10,37.348
2022-08-11,37.348
2022-08-12,37.348
2022-08-13,37.348
2022-08-14,37.348
2022-08-15,37.348
2022-08-16,37.348
2022-08-17,37.348
2022-08-18,37.348
2022-08-19,37.348
2022-08-20,37.348
2022-08-21,37.348
2022-08-22,37.348
2022-08-23,37.348
2022-08-24,37.348
2022-08-25,37.348
2022-08-26,37.348
2022-08-27,37.348
2022-08-28,37.348
2022-08-29,37.348
2022-08-30,37.348
2022-08-31,37.348
2022-09-01,37.348
2022-09-02,37.348
2022-09-03,37.348
2022-09-04,37.348
2022-09-05,37.348
2022-09-06,37.348
2022-09-07,37.348
2022-09-08,37.348
2022-09-09,37.348
2022-09-10,37.348
2022-09-11,37.348
2022-09-12,37.348
2022-09-13,37.348
2022-09-14,37.348
2022-09-15,37.348
2022-09-16,37.348
2022-09-17,37.348
2022-09-18,37.348
2022-09-19,37.348
2022-09-20,37.348
2022-09-21,37.348
2022-09-22,37.348
2022-09-23,37.348
2022-09-24,37.348
2022-09-25,52.5018
2022-09-26,52.5018
2022-09-27,52.5018
2022-09-28,52.5018
2022-09-29,52.5018
2022-09-30,52.5018
2022-10-01,52.5018
2022-10-02,52.5018
2022-10-03,52.5018
2022-10-04,52.5018
2022-10-05,52.5018
2022-10-06,52.5018
2022-10-07,52.5018
2022-10-08,52.5018
2022-10-09,52.5018
2022-10-10,52.5018
2022-10-11,52.5018
2022-10-12,52.5018
2022-10-13,52.5018
2022-10-14,52.5018
2022-10-15,52.5018
2022-10-16,52.5018
2022-10-17,52.5018
2022-10-18,52.5018
2022-10-19,52.5018
2022-10-20,52.5018
2022-10-21,52.5018
2022-10-22,52.5018
2022-10-23,52.5018
2022-10-24,52.5018
2022-10-25,52.5018
2022-10-26,52.5018
2022-10-27,52.5018
2022-10-28,52.5018
2022-10-29,52.5018
2022-10-30,52.5018
2022-10-31,52.5018
2022-11-01,52.5018
2022-11-02,52.5018
2022-11-03,52.5018
2022-11-04,52.5018
2022-11-05,52.5018
2022-11-06,52.5018
2022-11-07,52.5018
2022-11-08,52.5018
2022-11-09,52.5018
2022-11-10,52.5018
2022-11-11,52.5018
2022-11-12,52.5018
2022-11-13,52.5018
2022-11-14,52.5018
2022-11-15,52.5018
2022-11-16,52.5018
2022-11-17,52.5018
2022-11-18,52.5018
2022-11-19,52.5018
2022-11-20,52.5018
2022-11-21,52.5018
2022-11-22,52.5018
2022-11-23,52.5018
2022-11-24,52.5018
2022-11-25,52.5018
2022-11-26,52.5018
2022-11-27,52.5018
2022-11-28,52.5018
2022-11-29,52.5018
2022-11-30,52.5018
2022-12-01,52.5018
2022-12-02,52.5018
2022-12-03,52.5018
2022-12-04,52.5018
2022-12-05,52.5018
2022-12-06,52.5018
2022-12-07,52.5018
2022-12-08,52.5018
2022-12-09,52.5018
2022-12-10,52.5018
2022-12-11,52.5018
2022-12-12,52.5018
2022-12-13,52.5018
2022-12-14,52.5018
2022-12-15,52.5018
2022-12-16,52.5018
2022-12-17,52.5018
2022-12-18,52.5018
2022-12-19,52.5018
2022-12-20,52.5018
2022-12-21,52.5018
2022-12-22,52.5018
2022-12-23,52.5018
2022-12-24,52.5018
2022-12-25,41.7797
2022-12-26,41.7797
2022-12-27,41.7797
2022-12-28,41.7797
2022-12-29,41.7797
2022-12-30,41.7797
2022-12-31,41.7797
2023-01-01,41.7797
2023-01-02,41.7797
2023-01-03,41.7797
2023-01-04,41.7797
2023-01-05,41.7797
2023-01-06,41.7797
2023-01-07,41.7797
2023-01-08,41.7797
2023-01-09,41.7797
2023-01-10,41.7797
2023-01-11,41.7797
2023-01-12,41.7797
2023-01-13,41.7797
2023-01-14,41.7797
2023-01-15,41.7797
2023-01-16,41.7797
2023-01-17,41.7797
2023-01-18,41.7797
2023-01-19,41.7797
2023-01-20,41.7797
2023-01-21,41.7797
2023-01-22,41.7797
2023-01-23,41.7797
2023-01-24,41.7797
2023-01-25,41.7797
2023-01-26,41.7797
2023-01-27,41.7797
2023-01-28,41.7797
2023-01-29,41.7797
2023-01-30,41.7797
2023-01-31,41.7797
2023-02-01,41.7797
2023-02-02,41.7797
2023-02-03,41.7797
2023-02-04,41.7797
2023-02-05,41.7797
2023-02-06,41.7797
2023-02-07,41.7797
2023-02-08,41.7797
2023-02-09,41.7797
2023-02-10,41.7797
2023-02-11,41.7797
2023-02-12,41.7797
2023-02-13,41.7797
2023-02-14,41.7797
2023-02-15,41.7797
2023-02-16,41.7797
2023-02-17,41.7797
2023-02-18,41.7797
2023-02-19,41.7797
2023-02-20,41.7797
2023-02-21,41.7797
2023-02-22,41.7797
2023-02-23,41.7797
2023-02-24,41.7797
2023-02-25,41.7797
2023-02-26,41.7797
2023-02-27,41.7797
2023-02-28,41.7797
2023-03-01,41.7797
