,HOG US Equity
2021-01-30,0.0736
2021-01-31,0.0736
2021-02-01,0.0736
2021-02-02,0.0736
2021-02-03,0.0736
2021-02-04,0.0736
2021-02-05,0.0736
2021-02-06,0.0736
2021-02-07,0.0736
2021-02-08,0.0736
2021-02-09,0.0736
2021-02-10,0.0736
2021-02-11,0.0736
2021-02-12,0.0736
2021-02-13,0.0736
2021-02-14,0.0736
2021-02-15,0.0736
2021-02-16,0.0736
2021-02-17,0.0736
2021-02-18,0.0736
2021-02-19,0.0736
2021-02-20,0.0736
2021-02-21,0.0736
2021-02-22,0.0736
2021-02-23,0.0736
2021-02-24,0.0736
2021-02-25,0.0736
2021-02-26,0.0736
2021-02-27,0.0736
2021-02-28,0.0736
2021-03-01,0.0736
2021-03-02,0.0736
2021-03-03,0.0736
2021-03-04,0.0736
2021-03-05,0.0736
2021-03-06,0.0736
2021-03-07,0.0736
2021-03-08,0.0736
2021-03-09,0.0736
2021-03-10,0.0736
2021-03-11,0.0736
2021-03-12,0.0736
2021-03-13,0.0736
2021-03-14,0.0736
2021-03-15,0.0736
2021-03-16,0.0736
2021-03-17,0.0736
2021-03-18,0.0736
2021-03-19,0.0736
2021-03-20,0.0736
2021-03-21,0.0736
2021-03-22,0.0736
2021-03-23,0.0736
2021-03-24,0.0736
2021-03-25,0.0736
2021-03-26,0.0736
2021-03-27,0.0736
2021-03-28,10.3996
2021-03-29,10.3996
2021-03-30,10.3996
2021-03-31,10.3996
2021-04-01,10.3996
2021-04-02,10.3996
2021-04-03,10.3996
2021-04-04,10.3996
2021-04-05,10.3996
2021-04-06,10.3996
2021-04-07,10.3996
2021-04-08,10.3996
2021-04-09,10.3996
2021-04-10,10.3996
2021-04-11,10.3996
2021-04-12,10.3996
2021-04-13,10.3996
2021-04-14,10.3996
2021-04-15,10.3996
2021-04-16,10.3996
2021-04-17,10.3996
2021-04-18,10.3996
2021-04-19,10.3996
2021-04-20,10.3996
2021-04-21,10.3996
2021-04-22,10.3996
2021-04-23,10.3996
2021-04-24,10.3996
2021-04-25,10.3996
2021-04-26,10.3996
2021-04-27,10.3996
2021-04-28,10.3996
2021-04-29,10.3996
2021-04-30,10.3996
2021-05-01,10.3996
2021-05-02,10.3996
2021-05-03,10.3996
2021-05-04,10.3996
2021-05-05,10.3996
2021-05-06,10.3996
2021-05-07,10.3996
2021-05-08,10.3996
2021-05-09,10.3996
2021-05-10,10.3996
2021-05-11,10.3996
2021-05-12,10.3996
2021-05-13,10.3996
2021-05-14,10.3996
2021-05-15,10.3996
2021-05-16,10.3996
2021-05-17,10.3996
2021-05-18,10.3996
2021-05-19,10.3996
2021-05-20,10.3996
2021-05-21,10.3996
2021-05-22,10.3996
2021-05-23,10.3996
2021-05-24,10.3996
2021-05-25,10.3996
2021-05-26,10.3996
2021-05-27,10.3996
2021-05-28,10.3996
2021-05-29,10.3996
2021-05-30,10.3996
2021-05-31,10.3996
2021-06-01,10.3996
2021-06-02,10.3996
2021-06-03,10.3996
2021-06-04,10.3996
2021-06-05,10.3996
2021-06-06,10.3996
2021-06-07,10.3996
2021-06-08,10.3996
2021-06-09,10.3996
2021-06-10,10.3996
2021-06-11,10.3996
2021-06-12,10.3996
2021-06-13,10.3996
2021-06-14,10.3996
2021-06-15,10.3996
2021-06-16,10.3996
2021-06-17,10.3996
2021-06-18,10.3996
2021-06-19,10.3996
2021-06-20,10.3996
2021-06-21,10.3996
2021-06-22,10.3996
2021-06-23,10.3996
2021-06-24,10.3996
2021-06-25,10.3996
2021-06-26,10.3996
2021-06-27,25.6989
2021-06-28,25.6989
2021-06-29,25.6989
2021-06-30,25.6989
2021-07-01,25.6989
2021-07-02,25.6989
2021-07-03,25.6989
2021-07-04,25.6989
2021-07-05,25.6989
2021-07-06,25.6989
2021-07-07,25.6989
2021-07-08,25.6989
2021-07-09,25.6989
2021-07-10,25.6989
2021-07-11,25.6989
2021-07-12,25.6989
2021-07-13,25.6989
2021-07-14,25.6989
2021-07-15,25.6989
2021-07-16,25.6989
2021-07-17,25.6989
2021-07-18,25.6989
2021-07-19,25.6989
2021-07-20,25.6989
2021-07-21,25.6989
2021-07-22,25.6989
2021-07-23,25.6989
2021-07-24,25.6989
2021-07-25,25.6989
2021-07-26,25.6989
2021-07-27,25.6989
2021-07-28,25.6989
2021-07-29,25.6989
2021-07-30,25.6989
2021-07-31,25.6989
2021-08-01,25.6989
2021-08-02,25.6989
2021-08-03,25.6989
2021-08-04,25.6989
2021-08-05,25.6989
2021-08-06,25.6989
2021-08-07,25.6989
2021-08-08,25.6989
2021-08-09,25.6989
2021-08-10,25.6989
2021-08-11,25.6989
2021-08-12,25.6989
2021-08-13,25.6989
2021-08-14,25.6989
2021-08-15,25.6989
2021-08-16,25.6989
2021-08-17,25.6989
2021-08-18,25.6989
2021-08-19,25.6989
2021-08-20,25.6989
2021-08-21,25.6989
2021-08-22,25.6989
2021-08-23,25.6989
2021-08-24,25.6989
2021-08-25,25.6989
2021-08-26,25.6989
2021-08-27,25.6989
2021-08-28,25.6989
2021-08-29,25.6989
2021-08-30,25.6989
2021-08-31,25.6989
2021-09-01,25.6989
2021-09-02,25.6989
2021-09-03,25.6989
2021-09-04,25.6989
2021-09-05,25.6989
2021-09-06,25.6989
2021-09-07,25.6989
2021-09-08,25.6989
2021-09-09,25.6989
2021-09-10,25.6989
2021-09-11,25.6989
2021-09-12,25.6989
2021-09-13,25.6989
2021-09-14,25.6989
2021-09-15,25.6989
2021-09-16,25.6989
2021-09-17,25.6989
2021-09-18,25.6989
2021-09-19,25.6989
2021-09-20,25.6989
2021-09-21,25.6989
2021-09-22,25.6989
2021-09-23,25.6989
2021-09-24,25.6989
2021-09-25,25.6989
2021-09-26,25.9301
2021-09-27,25.9301
2021-09-28,25.9301
2021-09-29,25.9301
2021-09-30,25.9301
2021-10-01,25.9301
2021-10-02,25.9301
2021-10-03,25.9301
2021-10-04,25.9301
2021-10-05,25.9301
2021-10-06,25.9301
2021-10-07,25.9301
2021-10-08,25.9301
2021-10-09,25.9301
2021-10-10,25.9301
2021-10-11,25.9301
2021-10-12,25.9301
2021-10-13,25.9301
2021-10-14,25.9301
2021-10-15,25.9301
2021-10-16,25.9301
2021-10-17,25.9301
2021-10-18,25.9301
2021-10-19,25.9301
2021-10-20,25.9301
2021-10-21,25.9301
2021-10-22,25.9301
2021-10-23,25.9301
2021-10-24,25.9301
2021-10-25,25.9301
2021-10-26,25.9301
2021-10-27,25.9301
2021-10-28,25.9301
2021-10-29,25.9301
2021-10-30,25.9301
2021-10-31,25.9301
2021-11-01,25.9301
2021-11-02,25.9301
2021-11-03,25.9301
2021-11-04,25.9301
2021-11-05,25.9301
2021-11-06,25.9301
2021-11-07,25.9301
2021-11-08,25.9301
2021-11-09,25.9301
2021-11-10,25.9301
2021-11-11,25.9301
2021-11-12,25.9301
2021-11-13,25.9301
2021-11-14,25.9301
2021-11-15,25.9301
2021-11-16,25.9301
2021-11-17,25.9301
2021-11-18,25.9301
2021-11-19,25.9301
2021-11-20,25.9301
2021-11-21,25.9301
2021-11-22,25.9301
2021-11-23,25.9301
2021-11-24,25.9301
2021-11-25,25.9301
2021-11-26,25.9301
2021-11-27,25.9301
2021-11-28,25.9301
2021-11-29,25.9301
2021-11-30,25.9301
2021-12-01,25.9301
2021-12-02,25.9301
2021-12-03,25.9301
2021-12-04,25.9301
2021-12-05,25.9301
2021-12-06,25.9301
2021-12-07,25.9301
2021-12-08,25.9301
2021-12-09,25.9301
2021-12-10,25.9301
2021-12-11,25.9301
2021-12-12,25.9301
2021-12-13,25.9301
2021-12-14,25.9301
2021-12-15,25.9301
2021-12-16,25.9301
2021-12-17,25.9301
2021-12-18,25.9301
2021-12-19,25.9301
2021-12-20,25.9301
2021-12-21,25.9301
2021-12-22,25.9301
2021-12-23,25.9301
2021-12-24,25.9301
2021-12-25,25.9301
2021-12-26,25.9301
2021-12-27,25.9301
2021-12-28,25.9301
2021-12-29,25.9301
2021-12-30,25.9301
2021-12-31,30.4032
2022-01-01,30.4032
2022-01-02,30.4032
2022-01-03,30.4032
2022-01-04,30.4032
2022-01-05,30.4032
2022-01-06,30.4032
2022-01-07,30.4032
2022-01-08,30.4032
2022-01-09,30.4032
2022-01-10,30.4032
2022-01-11,30.4032
2022-01-12,30.4032
2022-01-13,30.4032
2022-01-14,30.4032
2022-01-15,30.4032
2022-01-16,30.4032
2022-01-17,30.4032
2022-01-18,30.4032
2022-01-19,30.4032
2022-01-20,30.4032
2022-01-21,30.4032
2022-01-22,30.4032
2022-01-23,30.4032
2022-01-24,30.4032
2022-01-25,30.4032
2022-01-26,30.4032
2022-01-27,30.4032
2022-01-28,30.4032
2022-01-29,30.4032
2022-01-30,30.4032
2022-01-31,30.4032
2022-02-01,30.4032
2022-02-02,30.4032
2022-02-03,30.4032
2022-02-04,30.4032
2022-02-05,30.4032
2022-02-06,30.4032
2022-02-07,30.4032
2022-02-08,30.4032
2022-02-09,30.4032
2022-02-10,30.4032
2022-02-11,30.4032
2022-02-12,30.4032
2022-02-13,30.4032
2022-02-14,30.4032
2022-02-15,30.4032
2022-02-16,30.4032
2022-02-17,30.4032
2022-02-18,30.4032
2022-02-19,30.4032
2022-02-20,30.4032
2022-02-21,30.4032
2022-02-22,30.4032
2022-02-23,30.4032
2022-02-24,30.4032
2022-02-25,30.4032
2022-02-26,30.4032
2022-02-27,30.4032
2022-02-28,30.4032
2022-03-01,30.4032
2022-03-02,30.4032
2022-03-03,30.4032
2022-03-04,30.4032
2022-03-05,30.4032
2022-03-06,30.4032
2022-03-07,30.4032
2022-03-08,30.4032
2022-03-09,30.4032
2022-03-10,30.4032
2022-03-11,30.4032
2022-03-12,30.4032
2022-03-13,30.4032
2022-03-14,30.4032
2022-03-15,30.4032
2022-03-16,30.4032
2022-03-17,30.4032
2022-03-18,30.4032
2022-03-19,30.4032
2022-03-20,30.4032
2022-03-21,30.4032
2022-03-22,30.4032
2022-03-23,30.4032
2022-03-24,30.4032
2022-03-25,30.4032
2022-03-26,30.4032
2022-03-27,27.3496
2022-03-28,27.3496
2022-03-29,27.3496
2022-03-30,27.3496
2022-03-31,27.3496
2022-04-01,27.3496
2022-04-02,27.3496
2022-04-03,27.3496
2022-04-04,27.3496
2022-04-05,27.3496
2022-04-06,27.3496
2022-04-07,27.3496
2022-04-08,27.3496
2022-04-09,27.3496
2022-04-10,27.3496
2022-04-11,27.3496
2022-04-12,27.3496
2022-04-13,27.3496
2022-04-14,27.3496
2022-04-15,27.3496
2022-04-16,27.3496
2022-04-17,27.3496
2022-04-18,27.3496
2022-04-19,27.3496
2022-04-20,27.3496
2022-04-21,27.3496
2022-04-22,27.3496
2022-04-23,27.3496
2022-04-24,27.3496
2022-04-25,27.3496
2022-04-26,27.3496
2022-04-27,27.3496
2022-04-28,27.3496
2022-04-29,27.3496
2022-04-30,27.3496
2022-05-01,27.3496
2022-05-02,27.3496
2022-05-03,27.3496
2022-05-04,27.3496
2022-05-05,27.3496
2022-05-06,27.3496
2022-05-07,27.3496
2022-05-08,27.3496
2022-05-09,27.3496
2022-05-10,27.3496
2022-05-11,27.3496
2022-05-12,27.3496
2022-05-13,27.3496
2022-05-14,27.3496
2022-05-15,27.3496
2022-05-16,27.3496
2022-05-17,27.3496
2022-05-18,27.3496
2022-05-19,27.3496
2022-05-20,27.3496
2022-05-21,27.3496
2022-05-22,27.3496
2022-05-23,27.3496
2022-05-24,27.3496
2022-05-25,27.3496
2022-05-26,27.3496
2022-05-27,27.3496
2022-05-28,27.3496
2022-05-29,27.3496
2022-05-30,27.3496
2022-05-31,27.3496
2022-06-01,27.3496
2022-06-02,27.3496
2022-06-03,27.3496
2022-06-04,27.3496
2022-06-05,27.3496
2022-06-06,27.3496
2022-06-07,27.3496
2022-06-08,27.3496
2022-06-09,27.3496
2022-06-10,27.3496
2022-06-11,27.3496
2022-06-12,27.3496
2022-06-13,27.3496
2022-06-14,27.3496
2022-06-15,27.3496
2022-06-16,27.3496
2022-06-17,27.3496
2022-06-18,27.3496
2022-06-19,27.3496
2022-06-20,27.3496
2022-06-21,27.3496
2022-06-22,27.3496
2022-06-23,27.3496
2022-06-24,27.3496
2022-06-25,27.3496
2022-06-26,25.8492
2022-06-27,25.8492
2022-06-28,25.8492
2022-06-29,25.8492
2022-06-30,25.8492
2022-07-01,25.8492
2022-07-02,25.8492
2022-07-03,25.8492
2022-07-04,25.8492
2022-07-05,25.8492
2022-07-06,25.8492
2022-07-07,25.8492
2022-07-08,25.8492
2022-07-09,25.8492
2022-07-10,25.8492
2022-07-11,25.8492
2022-07-12,25.8492
2022-07-13,25.8492
2022-07-14,25.8492
2022-07-15,25.8492
2022-07-16,25.8492
2022-07-17,25.8492
2022-07-18,25.8492
2022-07-19,25.8492
2022-07-20,25.8492
2022-07-21,25.8492
2022-07-22,25.8492
2022-07-23,25.8492
2022-07-24,25.8492
2022-07-25,25.8492
2022-07-26,25.8492
2022-07-27,25.8492
2022-07-28,25.8492
2022-07-29,25.8492
2022-07-30,25.8492
2022-07-31,25.8492
2022-08-01,25.8492
2022-08-02,25.8492
2022-08-03,25.8492
2022-08-04,25.8492
2022-08-05,25.8492
2022-08-06,25.8492
2022-08-07,25.8492
2022-08-08,25.8492
2022-08-09,25.8492
2022-08-10,25.8492
2022-08-11,25.8492
2022-08-12,25.8492
2022-08-13,25.8492
2022-08-14,25.8492
2022-08-15,25.8492
2022-08-16,25.8492
2022-08-17,25.8492
2022-08-18,25.8492
2022-08-19,25.8492
2022-08-20,25.8492
2022-08-21,25.8492
2022-08-22,25.8492
2022-08-23,25.8492
2022-08-24,25.8492
2022-08-25,25.8492
2022-08-26,25.8492
2022-08-27,25.8492
2022-08-28,25.8492
2022-08-29,25.8492
2022-08-30,25.8492
2022-08-31,25.8492
2022-09-01,25.8492
2022-09-02,25.8492
2022-09-03,25.8492
2022-09-04,25.8492
2022-09-05,25.8492
2022-09-06,25.8492
2022-09-07,25.8492
2022-09-08,25.8492
2022-09-09,25.8492
2022-09-10,25.8492
2022-09-11,25.8492
2022-09-12,25.8492
2022-09-13,25.8492
2022-09-14,25.8492
2022-09-15,25.8492
2022-09-16,25.8492
2022-09-17,25.8492
2022-09-18,25.8492
2022-09-19,25.8492
2022-09-20,25.8492
2022-09-21,25.8492
2022-09-22,25.8492
2022-09-23,25.8492
2022-09-24,25.8492
2022-09-25,27.8736
2022-09-26,27.8736
2022-09-27,27.8736
2022-09-28,27.8736
2022-09-29,27.8736
2022-09-30,27.8736
2022-10-01,27.8736
2022-10-02,27.8736
2022-10-03,27.8736
2022-10-04,27.8736
2022-10-05,27.8736
2022-10-06,27.8736
2022-10-07,27.8736
2022-10-08,27.8736
2022-10-09,27.8736
2022-10-10,27.8736
2022-10-11,27.8736
2022-10-12,27.8736
2022-10-13,27.8736
2022-10-14,27.8736
2022-10-15,27.8736
2022-10-16,27.8736
2022-10-17,27.8736
2022-10-18,27.8736
2022-10-19,27.8736
2022-10-20,27.8736
2022-10-21,27.8736
2022-10-22,27.8736
2022-10-23,27.8736
2022-10-24,27.8736
2022-10-25,27.8736
2022-10-26,27.8736
2022-10-27,27.8736
2022-10-28,27.8736
2022-10-29,27.8736
2022-10-30,27.8736
2022-10-31,27.8736
2022-11-01,27.8736
2022-11-02,27.8736
2022-11-03,27.8736
2022-11-04,27.8736
2022-11-05,27.8736
2022-11-06,27.8736
2022-11-07,27.8736
2022-11-08,27.8736
2022-11-09,27.8736
2022-11-10,27.8736
2022-11-11,27.8736
2022-11-12,27.8736
2022-11-13,27.8736
2022-11-14,27.8736
2022-11-15,27.8736
2022-11-16,27.8736
2022-11-17,27.8736
2022-11-18,27.8736
2022-11-19,27.8736
2022-11-20,27.8736
2022-11-21,27.8736
2022-11-22,27.8736
2022-11-23,27.8736
2022-11-24,27.8736
2022-11-25,27.8736
2022-11-26,27.8736
2022-11-27,27.8736
2022-11-28,27.8736
2022-11-29,27.8736
2022-11-30,27.8736
2022-12-01,27.8736
2022-12-02,27.8736
2022-12-03,27.8736
2022-12-04,27.8736
2022-12-05,27.8736
2022-12-06,27.8736
2022-12-07,27.8736
2022-12-08,27.8736
2022-12-09,27.8736
2022-12-10,27.8736
2022-12-11,27.8736
2022-12-12,27.8736
2022-12-13,27.8736
2022-12-14,27.8736
2022-12-15,27.8736
2022-12-16,27.8736
2022-12-17,27.8736
2022-12-18,27.8736
2022-12-19,27.8736
2022-12-20,27.8736
2022-12-21,27.8736
2022-12-22,27.8736
2022-12-23,27.8736
2022-12-24,27.8736
2022-12-25,27.8736
2022-12-26,27.8736
2022-12-27,27.8736
2022-12-28,27.8736
2022-12-29,27.8736
2022-12-30,27.8736
2022-12-31,27.1739
2023-01-01,27.1739
2023-01-02,27.1739
2023-01-03,27.1739
2023-01-04,27.1739
2023-01-05,27.1739
2023-01-06,27.1739
2023-01-07,27.1739
2023-01-08,27.1739
2023-01-09,27.1739
2023-01-10,27.1739
2023-01-11,27.1739
2023-01-12,27.1739
2023-01-13,27.1739
2023-01-14,27.1739
2023-01-15,27.1739
2023-01-16,27.1739
2023-01-17,27.1739
2023-01-18,27.1739
2023-01-19,27.1739
2023-01-20,27.1739
2023-01-21,27.1739
2023-01-22,27.1739
2023-01-23,27.1739
2023-01-24,27.1739
2023-01-25,27.1739
2023-01-26,27.1739
2023-01-27,27.1739
2023-01-28,27.1739
2023-01-29,27.1739
2023-01-30,27.1739
2023-01-31,27.1739
2023-02-01,27.1739
2023-02-02,27.1739
2023-02-03,27.1739
2023-02-04,27.1739
2023-02-05,27.1739
2023-02-06,27.1739
2023-02-07,27.1739
2023-02-08,27.1739
2023-02-09,27.1739
2023-02-10,27.1739
2023-02-11,27.1739
2023-02-12,27.1739
2023-02-13,27.1739
2023-02-14,27.1739
2023-02-15,27.1739
2023-02-16,27.1739
2023-02-17,27.1739
2023-02-18,27.1739
2023-02-19,27.1739
2023-02-20,27.1739
2023-02-21,27.1739
2023-02-22,27.1739
2023-02-23,27.1739
2023-02-24,27.1739
2023-02-25,27.1739
2023-02-26,27.1739
2023-02-27,27.1739
2023-02-28,27.1739
2023-03-01,27.1739
2023-03-02,27.1739
2023-03-03,27.1739
2023-03-04,27.1739
2023-03-05,27.1739
2023-03-06,27.1739
2023-03-07,27.1739
2023-03-08,27.1739
2023-03-09,27.1739
