,MPC US Equity
2020-06-15,-22.7089
2020-06-16,-22.7089
2020-06-17,-22.7089
2020-06-18,-22.7089
2020-06-19,-22.7089
2020-06-20,-22.7089
2020-06-21,-22.7089
2020-06-22,-22.7089
2020-06-23,-22.7089
2020-06-24,-22.7089
2020-06-25,-22.7089
2020-06-26,-22.7089
2020-06-27,-22.7089
2020-06-28,-22.7089
2020-06-29,-22.7089
2020-06-30,-26.5307
2020-07-01,-26.5307
2020-07-02,-26.5307
2020-07-03,-26.5307
2020-07-04,-26.5307
2020-07-05,-26.5307
2020-07-06,-26.5307
2020-07-07,-26.5307
2020-07-08,-26.5307
2020-07-09,-26.5307
2020-07-10,-26.5307
2020-07-11,-26.5307
2020-07-12,-26.5307
2020-07-13,-26.5307
2020-07-14,-26.5307
2020-07-15,-26.5307
2020-07-16,-26.5307
2020-07-17,-26.5307
2020-07-18,-26.5307
2020-07-19,-26.5307
2020-07-20,-26.5307
2020-07-21,-26.5307
2020-07-22,-26.5307
2020-07-23,-26.5307
2020-07-24,-26.5307
2020-07-25,-26.5307
2020-07-26,-26.5307
2020-07-27,-26.5307
2020-07-28,-26.5307
2020-07-29,-26.5307
2020-07-30,-26.5307
2020-07-31,-26.5307
2020-08-01,-26.5307
2020-08-02,-26.5307
2020-08-03,-26.5307
2020-08-04,-26.5307
2020-08-05,-26.5307
2020-08-06,-26.5307
2020-08-07,-26.5307
2020-08-08,-26.5307
2020-08-09,-26.5307
2020-08-10,-26.5307
2020-08-11,-26.5307
2020-08-12,-26.5307
2020-08-13,-26.5307
2020-08-14,-26.5307
2020-08-15,-26.5307
2020-08-16,-26.5307
2020-08-17,-26.5307
2020-08-18,-26.5307
2020-08-19,-26.5307
2020-08-20,-26.5307
2020-08-21,-26.5307
2020-08-22,-26.5307
2020-08-23,-26.5307
2020-08-24,-26.5307
2020-08-25,-26.5307
2020-08-26,-26.5307
2020-08-27,-26.5307
2020-08-28,-26.5307
2020-08-29,-26.5307
2020-08-30,-26.5307
2020-08-31,-26.5307
2020-09-01,-26.5307
2020-09-02,-26.5307
2020-09-03,-26.5307
2020-09-04,-26.5307
2020-09-05,-26.5307
2020-09-06,-26.5307
2020-09-07,-26.5307
2020-09-08,-26.5307
2020-09-09,-26.5307
2020-09-10,-26.5307
2020-09-11,-26.5307
2020-09-12,-26.5307
2020-09-13,-26.5307
2020-09-14,-26.5307
2020-09-15,-26.5307
2020-09-16,-26.5307
2020-09-17,-26.5307
2020-09-18,-26.5307
2020-09-19,-26.5307
2020-09-20,-26.5307
2020-09-21,-26.5307
2020-09-22,-26.5307
2020-09-23,-26.5307
2020-09-24,-26.5307
2020-09-25,-26.5307
2020-09-26,-26.5307
2020-09-27,-26.5307
2020-09-28,-26.5307
2020-09-29,-26.5307
2020-09-30,-34.4112
2020-10-01,-34.4112
2020-10-02,-34.4112
2020-10-03,-34.4112
2020-10-04,-34.4112
2020-10-05,-34.4112
2020-10-06,-34.4112
2020-10-07,-34.4112
2020-10-08,-34.4112
2020-10-09,-34.4112
2020-10-10,-34.4112
2020-10-11,-34.4112
2020-10-12,-34.4112
2020-10-13,-34.4112
2020-10-14,-34.4112
2020-10-15,-34.4112
2020-10-16,-34.4112
2020-10-17,-34.4112
2020-10-18,-34.4112
2020-10-19,-34.4112
2020-10-20,-34.4112
2020-10-21,-34.4112
2020-10-22,-34.4112
2020-10-23,-34.4112
2020-10-24,-34.4112
2020-10-25,-34.4112
2020-10-26,-34.4112
2020-10-27,-34.4112
2020-10-28,-34.4112
2020-10-29,-34.4112
2020-10-30,-34.4112
2020-10-31,-34.4112
2020-11-01,-34.4112
2020-11-02,-34.4112
2020-11-03,-34.4112
2020-11-04,-34.4112
2020-11-05,-34.4112
2020-11-06,-34.4112
2020-11-07,-34.4112
2020-11-08,-34.4112
2020-11-09,-34.4112
2020-11-10,-34.4112
2020-11-11,-34.4112
2020-11-12,-34.4112
2020-11-13,-34.4112
2020-11-14,-34.4112
2020-11-15,-34.4112
2020-11-16,-34.4112
2020-11-17,-34.4112
2020-11-18,-34.4112
2020-11-19,-34.4112
2020-11-20,-34.4112
2020-11-21,-34.4112
2020-11-22,-34.4112
2020-11-23,-34.4112
2020-11-24,-34.4112
2020-11-25,-34.4112
2020-11-26,-34.4112
2020-11-27,-34.4112
2020-11-28,-34.4112
2020-11-29,-34.4112
2020-11-30,-34.4112
2020-12-01,-34.4112
2020-12-02,-34.4112
2020-12-03,-34.4112
2020-12-04,-34.4112
2020-12-05,-34.4112
2020-12-06,-34.4112
2020-12-07,-34.4112
2020-12-08,-34.4112
2020-12-09,-34.4112
2020-12-10,-34.4112
2020-12-11,-34.4112
2020-12-12,-34.4112
2020-12-13,-34.4112
2020-12-14,-34.4112
2020-12-15,-34.4112
2020-12-16,-34.4112
2020-12-17,-34.4112
2020-12-18,-34.4112
2020-12-19,-34.4112
2020-12-20,-34.4112
2020-12-21,-34.4112
2020-12-22,-34.4112
2020-12-23,-34.4112
2020-12-24,-34.4112
2020-12-25,-34.4112
2020-12-26,-34.4112
2020-12-27,-34.4112
2020-12-28,-34.4112
2020-12-29,-34.4112
2020-12-30,-34.4112
2020-12-31,-35.16
2021-01-01,-35.16
2021-01-02,-35.16
2021-01-03,-35.16
2021-01-04,-35.16
2021-01-05,-35.16
2021-01-06,-35.16
2021-01-07,-35.16
2021-01-08,-35.16
2021-01-09,-35.16
2021-01-10,-35.16
2021-01-11,-35.16
2021-01-12,-35.16
2021-01-13,-35.16
2021-01-14,-35.16
2021-01-15,-35.16
2021-01-16,-35.16
2021-01-17,-35.16
2021-01-18,-35.16
2021-01-19,-35.16
2021-01-20,-35.16
2021-01-21,-35.16
2021-01-22,-35.16
2021-01-23,-35.16
2021-01-24,-35.16
2021-01-25,-35.16
2021-01-26,-35.16
2021-01-27,-35.16
2021-01-28,-35.16
2021-01-29,-35.16
2021-01-30,-35.16
2021-01-31,-35.16
2021-02-01,-35.16
2021-02-02,-35.16
2021-02-03,-35.16
2021-02-04,-35.16
2021-02-05,-35.16
2021-02-06,-35.16
2021-02-07,-35.16
2021-02-08,-35.16
2021-02-09,-35.16
2021-02-10,-35.16
2021-02-11,-35.16
2021-02-12,-35.16
2021-02-13,-35.16
2021-02-14,-35.16
2021-02-15,-35.16
2021-02-16,-35.16
2021-02-17,-35.16
2021-02-18,-35.16
2021-02-19,-35.16
2021-02-20,-35.16
2021-02-21,-35.16
2021-02-22,-35.16
2021-02-23,-35.16
2021-02-24,-35.16
2021-02-25,-35.16
2021-02-26,-35.16
2021-02-27,-35.16
2021-02-28,-35.16
2021-03-01,-35.16
2021-03-02,-35.16
2021-03-03,-35.16
2021-03-04,-35.16
2021-03-05,-35.16
2021-03-06,-35.16
2021-03-07,-35.16
2021-03-08,-35.16
2021-03-09,-35.16
2021-03-10,-35.16
2021-03-11,-35.16
2021-03-12,-35.16
2021-03-13,-35.16
2021-03-14,-35.16
2021-03-15,-35.16
2021-03-16,-35.16
2021-03-17,-35.16
2021-03-18,-35.16
2021-03-19,-35.16
2021-03-20,-35.16
2021-03-21,-35.16
2021-03-22,-35.16
2021-03-23,-35.16
2021-03-24,-35.16
2021-03-25,-35.16
2021-03-26,-35.16
2021-03-27,-35.16
2021-03-28,-35.16
2021-03-29,-35.16
2021-03-30,-35.16
2021-03-31,-3.6515
2021-04-01,-3.6515
2021-04-02,-3.6515
2021-04-03,-3.6515
2021-04-04,-3.6515
2021-04-05,-3.6515
2021-04-06,-3.6515
2021-04-07,-3.6515
2021-04-08,-3.6515
2021-04-09,-3.6515
2021-04-10,-3.6515
2021-04-11,-3.6515
2021-04-12,-3.6515
2021-04-13,-3.6515
2021-04-14,-3.6515
2021-04-15,-3.6515
2021-04-16,-3.6515
2021-04-17,-3.6515
2021-04-18,-3.6515
2021-04-19,-3.6515
2021-04-20,-3.6515
2021-04-21,-3.6515
2021-04-22,-3.6515
2021-04-23,-3.6515
2021-04-24,-3.6515
2021-04-25,-3.6515
2021-04-26,-3.6515
2021-04-27,-3.6515
2021-04-28,-3.6515
2021-04-29,-3.6515
2021-04-30,-3.6515
2021-05-01,-3.6515
2021-05-02,-3.6515
2021-05-03,-3.6515
2021-05-04,-3.6515
2021-05-05,-3.6515
2021-05-06,-3.6515
2021-05-07,-3.6515
2021-05-08,-3.6515
2021-05-09,-3.6515
2021-05-10,-3.6515
2021-05-11,-3.6515
2021-05-12,-3.6515
2021-05-13,-3.6515
2021-05-14,-3.6515
2021-05-15,-3.6515
2021-05-16,-3.6515
2021-05-17,-3.6515
2021-05-18,-3.6515
2021-05-19,-3.6515
2021-05-20,-3.6515
2021-05-21,-3.6515
2021-05-22,-3.6515
2021-05-23,-3.6515
2021-05-24,-3.6515
2021-05-25,-3.6515
2021-05-26,-3.6515
2021-05-27,-3.6515
2021-05-28,-3.6515
2021-05-29,-3.6515
2021-05-30,-3.6515
2021-05-31,-3.6515
2021-06-01,-3.6515
2021-06-02,-3.6515
2021-06-03,-3.6515
2021-06-04,-3.6515
2021-06-05,-3.6515
2021-06-06,-3.6515
2021-06-07,-3.6515
2021-06-08,-3.6515
2021-06-09,-3.6515
2021-06-10,-3.6515
2021-06-11,-3.6515
2021-06-12,-3.6515
2021-06-13,-3.6515
2021-06-14,-3.6515
2021-06-15,-3.6515
2021-06-16,-3.6515
2021-06-17,-3.6515
2021-06-18,-3.6515
2021-06-19,-3.6515
2021-06-20,-3.6515
2021-06-21,-3.6515
2021-06-22,-3.6515
2021-06-23,-3.6515
2021-06-24,-3.6515
2021-06-25,-3.6515
2021-06-26,-3.6515
2021-06-27,-3.6515
2021-06-28,-3.6515
2021-06-29,-3.6515
2021-06-30,29.1254
2021-07-01,29.1254
2021-07-02,29.1254
2021-07-03,29.1254
2021-07-04,29.1254
2021-07-05,29.1254
2021-07-06,29.1254
2021-07-07,29.1254
2021-07-08,29.1254
2021-07-09,29.1254
2021-07-10,29.1254
2021-07-11,29.1254
2021-07-12,29.1254
2021-07-13,29.1254
2021-07-14,29.1254
2021-07-15,29.1254
2021-07-16,29.1254
2021-07-17,29.1254
2021-07-18,29.1254
2021-07-19,29.1254
2021-07-20,29.1254
2021-07-21,29.1254
2021-07-22,29.1254
2021-07-23,29.1254
2021-07-24,29.1254
2021-07-25,29.1254
2021-07-26,29.1254
2021-07-27,29.1254
2021-07-28,29.1254
2021-07-29,29.1254
2021-07-30,29.1254
2021-07-31,29.1254
2021-08-01,29.1254
2021-08-02,29.1254
2021-08-03,29.1254
2021-08-04,29.1254
2021-08-05,29.1254
2021-08-06,29.1254
2021-08-07,29.1254
2021-08-08,29.1254
2021-08-09,29.1254
2021-08-10,29.1254
2021-08-11,29.1254
2021-08-12,29.1254
2021-08-13,29.1254
2021-08-14,29.1254
2021-08-15,29.1254
2021-08-16,29.1254
2021-08-17,29.1254
2021-08-18,29.1254
2021-08-19,29.1254
2021-08-20,29.1254
2021-08-21,29.1254
2021-08-22,29.1254
2021-08-23,29.1254
2021-08-24,29.1254
2021-08-25,29.1254
2021-08-26,29.1254
2021-08-27,29.1254
2021-08-28,29.1254
2021-08-29,29.1254
2021-08-30,29.1254
2021-08-31,29.1254
2021-09-01,29.1254
2021-09-02,29.1254
2021-09-03,29.1254
2021-09-04,29.1254
2021-09-05,29.1254
2021-09-06,29.1254
2021-09-07,29.1254
2021-09-08,29.1254
2021-09-09,29.1254
2021-09-10,29.1254
2021-09-11,29.1254
2021-09-12,29.1254
2021-09-13,29.1254
2021-09-14,29.1254
2021-09-15,29.1254
2021-09-16,29.1254
2021-09-17,29.1254
2021-09-18,29.1254
2021-09-19,29.1254
2021-09-20,29.1254
2021-09-21,29.1254
2021-09-22,29.1254
2021-09-23,29.1254
2021-09-24,29.1254
2021-09-25,29.1254
2021-09-26,29.1254
2021-09-27,29.1254
2021-09-28,29.1254
2021-09-29,29.1254
2021-09-30,36.4615
2021-10-01,36.4615
2021-10-02,36.4615
2021-10-03,36.4615
2021-10-04,36.4615
2021-10-05,36.4615
2021-10-06,36.4615
2021-10-07,36.4615
2021-10-08,36.4615
2021-10-09,36.4615
2021-10-10,36.4615
2021-10-11,36.4615
2021-10-12,36.4615
2021-10-13,36.4615
2021-10-14,36.4615
2021-10-15,36.4615
2021-10-16,36.4615
2021-10-17,36.4615
2021-10-18,36.4615
2021-10-19,36.4615
2021-10-20,36.4615
2021-10-21,36.4615
2021-10-22,36.4615
2021-10-23,36.4615
2021-10-24,36.4615
2021-10-25,36.4615
2021-10-26,36.4615
2021-10-27,36.4615
2021-10-28,36.4615
2021-10-29,36.4615
2021-10-30,36.4615
2021-10-31,36.4615
2021-11-01,36.4615
2021-11-02,36.4615
2021-11-03,36.4615
2021-11-04,36.4615
2021-11-05,36.4615
2021-11-06,36.4615
2021-11-07,36.4615
2021-11-08,36.4615
2021-11-09,36.4615
2021-11-10,36.4615
2021-11-11,36.4615
2021-11-12,36.4615
2021-11-13,36.4615
2021-11-14,36.4615
2021-11-15,36.4615
2021-11-16,36.4615
2021-11-17,36.4615
2021-11-18,36.4615
2021-11-19,36.4615
2021-11-20,36.4615
2021-11-21,36.4615
2021-11-22,36.4615
2021-11-23,36.4615
2021-11-24,36.4615
2021-11-25,36.4615
2021-11-26,36.4615
2021-11-27,36.4615
2021-11-28,36.4615
2021-11-29,36.4615
2021-11-30,36.4615
2021-12-01,36.4615
2021-12-02,36.4615
2021-12-03,36.4615
2021-12-04,36.4615
2021-12-05,36.4615
2021-12-06,36.4615
2021-12-07,36.4615
2021-12-08,36.4615
2021-12-09,36.4615
2021-12-10,36.4615
2021-12-11,36.4615
2021-12-12,36.4615
2021-12-13,36.4615
2021-12-14,36.4615
2021-12-15,36.4615
2021-12-16,36.4615
2021-12-17,36.4615
2021-12-18,36.4615
2021-12-19,36.4615
2021-12-20,36.4615
2021-12-21,36.4615
2021-12-22,36.4615
2021-12-23,36.4615
2021-12-24,36.4615
2021-12-25,36.4615
2021-12-26,36.4615
2021-12-27,36.4615
2021-12-28,36.4615
2021-12-29,36.4615
2021-12-30,36.4615
2021-12-31,40.2355
2022-01-01,40.2355
2022-01-02,40.2355
2022-01-03,40.2355
2022-01-04,40.2355
2022-01-05,40.2355
2022-01-06,40.2355
2022-01-07,40.2355
2022-01-08,40.2355
2022-01-09,40.2355
2022-01-10,40.2355
2022-01-11,40.2355
2022-01-12,40.2355
2022-01-13,40.2355
2022-01-14,40.2355
2022-01-15,40.2355
2022-01-16,40.2355
2022-01-17,40.2355
2022-01-18,40.2355
2022-01-19,40.2355
2022-01-20,40.2355
2022-01-21,40.2355
2022-01-22,40.2355
2022-01-23,40.2355
2022-01-24,40.2355
2022-01-25,40.2355
2022-01-26,40.2355
2022-01-27,40.2355
2022-01-28,40.2355
2022-01-29,40.2355
2022-01-30,40.2355
2022-01-31,40.2355
2022-02-01,40.2355
2022-02-02,40.2355
2022-02-03,40.2355
2022-02-04,40.2355
2022-02-05,40.2355
2022-02-06,40.2355
2022-02-07,40.2355
2022-02-08,40.2355
2022-02-09,40.2355
2022-02-10,40.2355
2022-02-11,40.2355
2022-02-12,40.2355
2022-02-13,40.2355
2022-02-14,40.2355
2022-02-15,40.2355
2022-02-16,40.2355
2022-02-17,40.2355
2022-02-18,40.2355
2022-02-19,40.2355
2022-02-20,40.2355
2022-02-21,40.2355
2022-02-22,40.2355
2022-02-23,40.2355
2022-02-24,40.2355
2022-02-25,40.2355
2022-02-26,40.2355
2022-02-27,40.2355
2022-02-28,40.2355
2022-03-01,40.2355
2022-03-02,40.2355
2022-03-03,40.2355
2022-03-04,40.2355
2022-03-05,40.2355
2022-03-06,40.2355
2022-03-07,40.2355
2022-03-08,40.2355
2022-03-09,40.2355
2022-03-10,40.2355
2022-03-11,40.2355
2022-03-12,40.2355
2022-03-13,40.2355
2022-03-14,40.2355
2022-03-15,40.2355
2022-03-16,40.2355
2022-03-17,40.2355
2022-03-18,40.2355
2022-03-19,40.2355
2022-03-20,40.2355
2022-03-21,40.2355
2022-03-22,40.2355
2022-03-23,40.2355
2022-03-24,40.2355
2022-03-25,40.2355
2022-03-26,40.2355
2022-03-27,40.2355
2022-03-28,40.2355
2022-03-29,40.2355
2022-03-30,40.2355
2022-03-31,47.5156
2022-04-01,47.5156
2022-04-02,47.5156
2022-04-03,47.5156
2022-04-04,47.5156
2022-04-05,47.5156
2022-04-06,47.5156
2022-04-07,47.5156
2022-04-08,47.5156
2022-04-09,47.5156
2022-04-10,47.5156
2022-04-11,47.5156
2022-04-12,47.5156
2022-04-13,47.5156
2022-04-14,47.5156
2022-04-15,47.5156
2022-04-16,47.5156
2022-04-17,47.5156
2022-04-18,47.5156
2022-04-19,47.5156
2022-04-20,47.5156
2022-04-21,47.5156
2022-04-22,47.5156
2022-04-23,47.5156
2022-04-24,47.5156
2022-04-25,47.5156
2022-04-26,47.5156
2022-04-27,47.5156
2022-04-28,47.5156
2022-04-29,47.5156
2022-04-30,47.5156
2022-05-01,47.5156
2022-05-02,47.5156
2022-05-03,47.5156
2022-05-04,47.5156
2022-05-05,47.5156
2022-05-06,47.5156
2022-05-07,47.5156
2022-05-08,47.5156
2022-05-09,47.5156
2022-05-10,47.5156
2022-05-11,47.5156
2022-05-12,47.5156
2022-05-13,47.5156
2022-05-14,47.5156
2022-05-15,47.5156
2022-05-16,47.5156
2022-05-17,47.5156
2022-05-18,47.5156
2022-05-19,47.5156
2022-05-20,47.5156
2022-05-21,47.5156
2022-05-22,47.5156
2022-05-23,47.5156
2022-05-24,47.5156
2022-05-25,47.5156
2022-05-26,47.5156
2022-05-27,47.5156
2022-05-28,47.5156
2022-05-29,47.5156
2022-05-30,47.5156
2022-05-31,47.5156
2022-06-01,47.5156
2022-06-02,47.5156
2022-06-03,47.5156
2022-06-04,47.5156
2022-06-05,47.5156
2022-06-06,47.5156
2022-06-07,47.5156
2022-06-08,47.5156
2022-06-09,47.5156
2022-06-10,47.5156
2022-06-11,47.5156
2022-06-12,47.5156
2022-06-13,47.5156
2022-06-14,47.5156
2022-06-15,47.5156
2022-06-16,47.5156
2022-06-17,47.5156
2022-06-18,47.5156
2022-06-19,47.5156
2022-06-20,47.5156
2022-06-21,47.5156
2022-06-22,47.5156
2022-06-23,47.5156
2022-06-24,47.5156
2022-06-25,47.5156
2022-06-26,47.5156
2022-06-27,47.5156
2022-06-28,47.5156
2022-06-29,47.5156
2022-06-30,29.6449
2022-07-01,29.6449
2022-07-02,29.6449
2022-07-03,29.6449
2022-07-04,29.6449
2022-07-05,29.6449
2022-07-06,29.6449
2022-07-07,29.6449
2022-07-08,29.6449
2022-07-09,29.6449
2022-07-10,29.6449
2022-07-11,29.6449
2022-07-12,29.6449
2022-07-13,29.6449
2022-07-14,29.6449
2022-07-15,29.6449
2022-07-16,29.6449
2022-07-17,29.6449
2022-07-18,29.6449
2022-07-19,29.6449
2022-07-20,29.6449
2022-07-21,29.6449
2022-07-22,29.6449
2022-07-23,29.6449
2022-07-24,29.6449
2022-07-25,29.6449
2022-07-26,29.6449
2022-07-27,29.6449
2022-07-28,29.6449
2022-07-29,29.6449
2022-07-30,29.6449
2022-07-31,29.6449
2022-08-01,29.6449
2022-08-02,29.6449
2022-08-03,29.6449
2022-08-04,29.6449
2022-08-05,29.6449
2022-08-06,29.6449
2022-08-07,29.6449
2022-08-08,29.6449
2022-08-09,29.6449
2022-08-10,29.6449
2022-08-11,29.6449
2022-08-12,29.6449
2022-08-13,29.6449
2022-08-14,29.6449
2022-08-15,29.6449
2022-08-16,29.6449
2022-08-17,29.6449
2022-08-18,29.6449
2022-08-19,29.6449
2022-08-20,29.6449
2022-08-21,29.6449
2022-08-22,29.6449
2022-08-23,29.6449
2022-08-24,29.6449
2022-08-25,29.6449
2022-08-26,29.6449
2022-08-27,29.6449
2022-08-28,29.6449
2022-08-29,29.6449
2022-08-30,29.6449
2022-08-31,29.6449
2022-09-01,29.6449
2022-09-02,29.6449
2022-09-03,29.6449
2022-09-04,29.6449
2022-09-05,29.6449
2022-09-06,29.6449
2022-09-07,29.6449
2022-09-08,29.6449
2022-09-09,29.6449
2022-09-10,29.6449
2022-09-11,29.6449
2022-09-12,29.6449
2022-09-13,29.6449
2022-09-14,29.6449
2022-09-15,29.6449
2022-09-16,29.6449
2022-09-17,29.6449
2022-09-18,29.6449
2022-09-19,29.6449
2022-09-20,29.6449
2022-09-21,29.6449
2022-09-22,29.6449
2022-09-23,29.6449
2022-09-24,29.6449
2022-09-25,29.6449
2022-09-26,29.6449
2022-09-27,29.6449
2022-09-28,29.6449
2022-09-29,29.6449
2022-09-30,43.8553
2022-10-01,43.8553
2022-10-02,43.8553
2022-10-03,43.8553
2022-10-04,43.8553
2022-10-05,43.8553
2022-10-06,43.8553
2022-10-07,43.8553
2022-10-08,43.8553
2022-10-09,43.8553
2022-10-10,43.8553
2022-10-11,43.8553
2022-10-12,43.8553
2022-10-13,43.8553
2022-10-14,43.8553
2022-10-15,43.8553
2022-10-16,43.8553
2022-10-17,43.8553
2022-10-18,43.8553
2022-10-19,43.8553
2022-10-20,43.8553
2022-10-21,43.8553
2022-10-22,43.8553
2022-10-23,43.8553
2022-10-24,43.8553
2022-10-25,43.8553
2022-10-26,43.8553
2022-10-27,43.8553
2022-10-28,43.8553
2022-10-29,43.8553
2022-10-30,43.8553
2022-10-31,43.8553
2022-11-01,43.8553
2022-11-02,43.8553
2022-11-03,43.8553
2022-11-04,43.8553
2022-11-05,43.8553
2022-11-06,43.8553
2022-11-07,43.8553
2022-11-08,43.8553
2022-11-09,43.8553
2022-11-10,43.8553
2022-11-11,43.8553
2022-11-12,43.8553
2022-11-13,43.8553
2022-11-14,43.8553
2022-11-15,43.8553
2022-11-16,43.8553
2022-11-17,43.8553
2022-11-18,43.8553
2022-11-19,43.8553
2022-11-20,43.8553
2022-11-21,43.8553
2022-11-22,43.8553
2022-11-23,43.8553
2022-11-24,43.8553
2022-11-25,43.8553
2022-11-26,43.8553
2022-11-27,43.8553
2022-11-28,43.8553
2022-11-29,43.8553
2022-11-30,43.8553
2022-12-01,43.8553
2022-12-02,43.8553
2022-12-03,43.8553
2022-12-04,43.8553
2022-12-05,43.8553
2022-12-06,43.8553
2022-12-07,43.8553
2022-12-08,43.8553
2022-12-09,43.8553
2022-12-10,43.8553
2022-12-11,43.8553
2022-12-12,43.8553
2022-12-13,43.8553
2022-12-14,43.8553
2022-12-15,43.8553
2022-12-16,43.8553
2022-12-17,43.8553
2022-12-18,43.8553
2022-12-19,43.8553
2022-12-20,43.8553
2022-12-21,43.8553
2022-12-22,43.8553
2022-12-23,43.8553
2022-12-24,43.8553
2022-12-25,43.8553
2022-12-26,43.8553
2022-12-27,43.8553
2022-12-28,43.8553
2022-12-29,43.8553
2022-12-30,43.8553
2022-12-31,53.8417
2023-01-01,53.8417
2023-01-02,53.8417
2023-01-03,53.8417
2023-01-04,53.8417
2023-01-05,53.8417
2023-01-06,53.8417
2023-01-07,53.8417
2023-01-08,53.8417
2023-01-09,53.8417
2023-01-10,53.8417
2023-01-11,53.8417
2023-01-12,53.8417
2023-01-13,53.8417
2023-01-14,53.8417
2023-01-15,53.8417
2023-01-16,53.8417
2023-01-17,53.8417
2023-01-18,53.8417
2023-01-19,53.8417
2023-01-20,53.8417
2023-01-21,53.8417
2023-01-22,53.8417
2023-01-23,53.8417
2023-01-24,53.8417
2023-01-25,53.8417
2023-01-26,53.8417
2023-01-27,53.8417
2023-01-28,53.8417
2023-01-29,53.8417
2023-01-30,53.8417
2023-01-31,53.8417
2023-02-01,53.8417
2023-02-02,53.8417
2023-02-03,53.8417
2023-02-04,53.8417
2023-02-05,53.8417
2023-02-06,53.8417
2023-02-07,53.8417
2023-02-08,53.8417
2023-02-09,53.8417
2023-02-10,53.8417
2023-02-11,53.8417
2023-02-12,53.8417
2023-02-13,53.8417
2023-02-14,53.8417
