,ZUMZ US Equity
2020-03-26,15.4365
2020-03-27,15.4365
2020-03-28,15.4365
2020-03-29,15.4365
2020-03-30,15.4365
2020-03-31,15.4365
2020-04-01,15.4365
2020-04-02,15.4365
2020-04-03,15.4365
2020-04-04,15.4365
2020-04-05,15.4365
2020-04-06,15.4365
2020-04-07,15.4365
2020-04-08,15.4365
2020-04-09,15.4365
2020-04-10,15.4365
2020-04-11,15.4365
2020-04-12,15.4365
2020-04-13,15.4365
2020-04-14,15.4365
2020-04-15,15.4365
2020-04-16,15.4365
2020-04-17,15.4365
2020-04-18,15.4365
2020-04-19,15.4365
2020-04-20,15.4365
2020-04-21,15.4365
2020-04-22,15.4365
2020-04-23,15.4365
2020-04-24,15.4365
2020-04-25,15.4365
2020-04-26,15.4365
2020-04-27,15.4365
2020-04-28,15.4365
2020-04-29,15.4365
2020-04-30,15.4365
2020-05-01,15.4365
2020-05-02,10.9047
2020-05-03,10.9047
2020-05-04,10.9047
2020-05-05,10.9047
2020-05-06,10.9047
2020-05-07,10.9047
2020-05-08,10.9047
2020-05-09,10.9047
2020-05-10,10.9047
2020-05-11,10.9047
2020-05-12,10.9047
2020-05-13,10.9047
2020-05-14,10.9047
2020-05-15,10.9047
2020-05-16,10.9047
2020-05-17,10.9047
2020-05-18,10.9047
2020-05-19,10.9047
2020-05-20,10.9047
2020-05-21,10.9047
2020-05-22,10.9047
2020-05-23,10.9047
2020-05-24,10.9047
2020-05-25,10.9047
2020-05-26,10.9047
2020-05-27,10.9047
2020-05-28,10.9047
2020-05-29,10.9047
2020-05-30,10.9047
2020-05-31,10.9047
2020-06-01,10.9047
2020-06-02,10.9047
2020-06-03,10.9047
2020-06-04,10.9047
2020-06-05,10.9047
2020-06-06,10.9047
2020-06-07,10.9047
2020-06-08,10.9047
2020-06-09,10.9047
2020-06-10,10.9047
2020-06-11,10.9047
2020-06-12,10.9047
2020-06-13,10.9047
2020-06-14,10.9047
2020-06-15,10.9047
2020-06-16,10.9047
2020-06-17,10.9047
2020-06-18,10.9047
2020-06-19,10.9047
2020-06-20,10.9047
2020-06-21,10.9047
2020-06-22,10.9047
2020-06-23,10.9047
2020-06-24,10.9047
2020-06-25,10.9047
2020-06-26,10.9047
2020-06-27,10.9047
2020-06-28,10.9047
2020-06-29,10.9047
2020-06-30,10.9047
2020-07-01,10.9047
2020-07-02,10.9047
2020-07-03,10.9047
2020-07-04,10.9047
2020-07-05,10.9047
2020-07-06,10.9047
2020-07-07,10.9047
2020-07-08,10.9047
2020-07-09,10.9047
2020-07-10,10.9047
2020-07-11,10.9047
2020-07-12,10.9047
2020-07-13,10.9047
2020-07-14,10.9047
2020-07-15,10.9047
2020-07-16,10.9047
2020-07-17,10.9047
2020-07-18,10.9047
2020-07-19,10.9047
2020-07-20,10.9047
2020-07-21,10.9047
2020-07-22,10.9047
2020-07-23,10.9047
2020-07-24,10.9047
2020-07-25,10.9047
2020-07-26,10.9047
2020-07-27,10.9047
2020-07-28,10.9047
2020-07-29,10.9047
2020-07-30,10.9047
2020-07-31,10.9047
2020-08-01,14.0363
2020-08-02,14.0363
2020-08-03,14.0363
2020-08-04,14.0363
2020-08-05,14.0363
2020-08-06,14.0363
2020-08-07,14.0363
2020-08-08,14.0363
2020-08-09,14.0363
2020-08-10,14.0363
2020-08-11,14.0363
2020-08-12,14.0363
2020-08-13,14.0363
2020-08-14,14.0363
2020-08-15,14.0363
2020-08-16,14.0363
2020-08-17,14.0363
2020-08-18,14.0363
2020-08-19,14.0363
2020-08-20,14.0363
2020-08-21,14.0363
2020-08-22,14.0363
2020-08-23,14.0363
2020-08-24,14.0363
2020-08-25,14.0363
2020-08-26,14.0363
2020-08-27,14.0363
2020-08-28,14.0363
2020-08-29,14.0363
2020-08-30,14.0363
2020-08-31,14.0363
2020-09-01,14.0363
2020-09-02,14.0363
2020-09-03,14.0363
2020-09-04,14.0363
2020-09-05,14.0363
2020-09-06,14.0363
2020-09-07,14.0363
2020-09-08,14.0363
2020-09-09,14.0363
2020-09-10,14.0363
2020-09-11,14.0363
2020-09-12,14.0363
2020-09-13,14.0363
2020-09-14,14.0363
2020-09-15,14.0363
2020-09-16,14.0363
2020-09-17,14.0363
2020-09-18,14.0363
2020-09-19,14.0363
2020-09-20,14.0363
2020-09-21,14.0363
2020-09-22,14.0363
2020-09-23,14.0363
2020-09-24,14.0363
2020-09-25,14.0363
2020-09-26,14.0363
2020-09-27,14.0363
2020-09-28,14.0363
2020-09-29,14.0363
2020-09-30,14.0363
2020-10-01,14.0363
2020-10-02,14.0363
2020-10-03,14.0363
2020-10-04,14.0363
2020-10-05,14.0363
2020-10-06,14.0363
2020-10-07,14.0363
2020-10-08,14.0363
2020-10-09,14.0363
2020-10-10,14.0363
2020-10-11,14.0363
2020-10-12,14.0363
2020-10-13,14.0363
2020-10-14,14.0363
2020-10-15,14.0363
2020-10-16,14.0363
2020-10-17,14.0363
2020-10-18,14.0363
2020-10-19,14.0363
2020-10-20,14.0363
2020-10-21,14.0363
2020-10-22,14.0363
2020-10-23,14.0363
2020-10-24,14.0363
2020-10-25,14.0363
2020-10-26,14.0363
2020-10-27,14.0363
2020-10-28,14.0363
2020-10-29,14.0363
2020-10-30,14.0363
2020-10-31,15.4024
2020-11-01,15.4024
2020-11-02,15.4024
2020-11-03,15.4024
2020-11-04,15.4024
2020-11-05,15.4024
2020-11-06,15.4024
2020-11-07,15.4024
2020-11-08,15.4024
2020-11-09,15.4024
2020-11-10,15.4024
2020-11-11,15.4024
2020-11-12,15.4024
2020-11-13,15.4024
2020-11-14,15.4024
2020-11-15,15.4024
2020-11-16,15.4024
2020-11-17,15.4024
2020-11-18,15.4024
2020-11-19,15.4024
2020-11-20,15.4024
2020-11-21,15.4024
2020-11-22,15.4024
2020-11-23,15.4024
2020-11-24,15.4024
2020-11-25,15.4024
2020-11-26,15.4024
2020-11-27,15.4024
2020-11-28,15.4024
2020-11-29,15.4024
2020-11-30,15.4024
2020-12-01,15.4024
2020-12-02,15.4024
2020-12-03,15.4024
2020-12-04,15.4024
2020-12-05,15.4024
2020-12-06,15.4024
2020-12-07,15.4024
2020-12-08,15.4024
2020-12-09,15.4024
2020-12-10,15.4024
2020-12-11,15.4024
2020-12-12,15.4024
2020-12-13,15.4024
2020-12-14,15.4024
2020-12-15,15.4024
2020-12-16,15.4024
2020-12-17,15.4024
2020-12-18,15.4024
2020-12-19,15.4024
2020-12-20,15.4024
2020-12-21,15.4024
2020-12-22,15.4024
2020-12-23,15.4024
2020-12-24,15.4024
2020-12-25,15.4024
2020-12-26,15.4024
2020-12-27,15.4024
2020-12-28,15.4024
2020-12-29,15.4024
2020-12-30,15.4024
2020-12-31,15.4024
2021-01-01,15.4024
2021-01-02,15.4024
2021-01-03,15.4024
2021-01-04,15.4024
2021-01-05,15.4024
2021-01-06,15.4024
2021-01-07,15.4024
2021-01-08,15.4024
2021-01-09,15.4024
2021-01-10,15.4024
2021-01-11,15.4024
2021-01-12,15.4024
2021-01-13,15.4024
2021-01-14,15.4024
2021-01-15,15.4024
2021-01-16,15.4024
2021-01-17,15.4024
2021-01-18,15.4024
2021-01-19,15.4024
2021-01-20,15.4024
2021-01-21,15.4024
2021-01-22,15.4024
2021-01-23,15.4024
2021-01-24,15.4024
2021-01-25,15.4024
2021-01-26,15.4024
2021-01-27,15.4024
2021-01-28,15.4024
2021-01-29,15.4024
2021-01-30,14.9658
2021-01-31,14.9658
2021-02-01,14.9658
2021-02-02,14.9658
2021-02-03,14.9658
2021-02-04,14.9658
2021-02-05,14.9658
2021-02-06,14.9658
2021-02-07,14.9658
2021-02-08,14.9658
2021-02-09,14.9658
2021-02-10,14.9658
2021-02-11,14.9658
2021-02-12,14.9658
2021-02-13,14.9658
2021-02-14,14.9658
2021-02-15,14.9658
2021-02-16,14.9658
2021-02-17,14.9658
2021-02-18,14.9658
2021-02-19,14.9658
2021-02-20,14.9658
2021-02-21,14.9658
2021-02-22,14.9658
2021-02-23,14.9658
2021-02-24,14.9658
2021-02-25,14.9658
2021-02-26,14.9658
2021-02-27,14.9658
2021-02-28,14.9658
2021-03-01,14.9658
2021-03-02,14.9658
2021-03-03,14.9658
2021-03-04,14.9658
2021-03-05,14.9658
2021-03-06,14.9658
2021-03-07,14.9658
2021-03-08,14.9658
2021-03-09,14.9658
2021-03-10,14.9658
2021-03-11,14.9658
2021-03-12,14.9658
2021-03-13,14.9658
2021-03-14,14.9658
2021-03-15,14.9658
2021-03-16,14.9658
2021-03-17,14.9658
2021-03-18,14.9658
2021-03-19,14.9658
2021-03-20,14.9658
2021-03-21,14.9658
2021-03-22,14.9658
2021-03-23,14.9658
2021-03-24,14.9658
2021-03-25,14.9658
2021-03-26,14.9658
2021-03-27,14.9658
2021-03-28,14.9658
2021-03-29,14.9658
2021-03-30,14.9658
2021-03-31,14.9658
2021-04-01,14.9658
2021-04-02,14.9658
2021-04-03,14.9658
2021-04-04,14.9658
2021-04-05,14.9658
2021-04-06,14.9658
2021-04-07,14.9658
2021-04-08,14.9658
2021-04-09,14.9658
2021-04-10,14.9658
2021-04-11,14.9658
2021-04-12,14.9658
2021-04-13,14.9658
2021-04-14,14.9658
2021-04-15,14.9658
2021-04-16,14.9658
2021-04-17,14.9658
2021-04-18,14.9658
2021-04-19,14.9658
2021-04-20,14.9658
2021-04-21,14.9658
2021-04-22,14.9658
2021-04-23,14.9658
2021-04-24,14.9658
2021-04-25,14.9658
2021-04-26,14.9658
2021-04-27,14.9658
2021-04-28,14.9658
2021-04-29,14.9658
2021-04-30,14.9658
2021-05-01,24.4266
2021-05-02,24.4266
2021-05-03,24.4266
2021-05-04,24.4266
2021-05-05,24.4266
2021-05-06,24.4266
2021-05-07,24.4266
2021-05-08,24.4266
2021-05-09,24.4266
2021-05-10,24.4266
2021-05-11,24.4266
2021-05-12,24.4266
2021-05-13,24.4266
2021-05-14,24.4266
2021-05-15,24.4266
2021-05-16,24.4266
2021-05-17,24.4266
2021-05-18,24.4266
2021-05-19,24.4266
2021-05-20,24.4266
2021-05-21,24.4266
2021-05-22,24.4266
2021-05-23,24.4266
2021-05-24,24.4266
2021-05-25,24.4266
2021-05-26,24.4266
2021-05-27,24.4266
2021-05-28,24.4266
2021-05-29,24.4266
2021-05-30,24.4266
2021-05-31,24.4266
2021-06-01,24.4266
2021-06-02,24.4266
2021-06-03,24.4266
2021-06-04,24.4266
2021-06-05,24.4266
2021-06-06,24.4266
2021-06-07,24.4266
2021-06-08,24.4266
2021-06-09,24.4266
2021-06-10,24.4266
2021-06-11,24.4266
2021-06-12,24.4266
2021-06-13,24.4266
2021-06-14,24.4266
2021-06-15,24.4266
2021-06-16,24.4266
2021-06-17,24.4266
2021-06-18,24.4266
2021-06-19,24.4266
2021-06-20,24.4266
2021-06-21,24.4266
2021-06-22,24.4266
2021-06-23,24.4266
2021-06-24,24.4266
2021-06-25,24.4266
2021-06-26,24.4266
2021-06-27,24.4266
2021-06-28,24.4266
2021-06-29,24.4266
2021-06-30,24.4266
2021-07-01,24.4266
2021-07-02,24.4266
2021-07-03,24.4266
2021-07-04,24.4266
2021-07-05,24.4266
2021-07-06,24.4266
2021-07-07,24.4266
2021-07-08,24.4266
2021-07-09,24.4266
2021-07-10,24.4266
2021-07-11,24.4266
2021-07-12,24.4266
2021-07-13,24.4266
2021-07-14,24.4266
2021-07-15,24.4266
2021-07-16,24.4266
2021-07-17,24.4266
2021-07-18,24.4266
2021-07-19,24.4266
2021-07-20,24.4266
2021-07-21,24.4266
2021-07-22,24.4266
2021-07-23,24.4266
2021-07-24,24.4266
2021-07-25,24.4266
2021-07-26,24.4266
2021-07-27,24.4266
2021-07-28,24.4266
2021-07-29,24.4266
2021-07-30,24.4266
2021-07-31,22.9853
2021-08-01,22.9853
2021-08-02,22.9853
2021-08-03,22.9853
2021-08-04,22.9853
2021-08-05,22.9853
2021-08-06,22.9853
2021-08-07,22.9853
2021-08-08,22.9853
2021-08-09,22.9853
2021-08-10,22.9853
2021-08-11,22.9853
2021-08-12,22.9853
2021-08-13,22.9853
2021-08-14,22.9853
2021-08-15,22.9853
2021-08-16,22.9853
2021-08-17,22.9853
2021-08-18,22.9853
2021-08-19,22.9853
2021-08-20,22.9853
2021-08-21,22.9853
2021-08-22,22.9853
2021-08-23,22.9853
2021-08-24,22.9853
2021-08-25,22.9853
2021-08-26,22.9853
2021-08-27,22.9853
2021-08-28,22.9853
2021-08-29,22.9853
2021-08-30,22.9853
2021-08-31,22.9853
2021-09-01,22.9853
2021-09-02,22.9853
2021-09-03,22.9853
2021-09-04,22.9853
2021-09-05,22.9853
2021-09-06,22.9853
2021-09-07,22.9853
2021-09-08,22.9853
2021-09-09,22.9853
2021-09-10,22.9853
2021-09-11,22.9853
2021-09-12,22.9853
2021-09-13,22.9853
2021-09-14,22.9853
2021-09-15,22.9853
2021-09-16,22.9853
2021-09-17,22.9853
2021-09-18,22.9853
2021-09-19,22.9853
2021-09-20,22.9853
2021-09-21,22.9853
2021-09-22,22.9853
2021-09-23,22.9853
2021-09-24,22.9853
2021-09-25,22.9853
2021-09-26,22.9853
2021-09-27,22.9853
2021-09-28,22.9853
2021-09-29,22.9853
2021-09-30,22.9853
2021-10-01,22.9853
2021-10-02,22.9853
2021-10-03,22.9853
2021-10-04,22.9853
2021-10-05,22.9853
2021-10-06,22.9853
2021-10-07,22.9853
2021-10-08,22.9853
2021-10-09,22.9853
2021-10-10,22.9853
2021-10-11,22.9853
2021-10-12,22.9853
2021-10-13,22.9853
2021-10-14,22.9853
2021-10-15,22.9853
2021-10-16,22.9853
2021-10-17,22.9853
2021-10-18,22.9853
2021-10-19,22.9853
2021-10-20,22.9853
2021-10-21,22.9853
2021-10-22,22.9853
2021-10-23,22.9853
2021-10-24,22.9853
2021-10-25,22.9853
2021-10-26,22.9853
2021-10-27,22.9853
2021-10-28,22.9853
2021-10-29,22.9853
2021-10-30,24.0331
2021-10-31,24.0331
2021-11-01,24.0331
2021-11-02,24.0331
2021-11-03,24.0331
2021-11-04,24.0331
2021-11-05,24.0331
2021-11-06,24.0331
2021-11-07,24.0331
2021-11-08,24.0331
2021-11-09,24.0331
2021-11-10,24.0331
2021-11-11,24.0331
2021-11-12,24.0331
2021-11-13,24.0331
2021-11-14,24.0331
2021-11-15,24.0331
2021-11-16,24.0331
2021-11-17,24.0331
2021-11-18,24.0331
2021-11-19,24.0331
2021-11-20,24.0331
2021-11-21,24.0331
2021-11-22,24.0331
2021-11-23,24.0331
2021-11-24,24.0331
2021-11-25,24.0331
2021-11-26,24.0331
2021-11-27,24.0331
2021-11-28,24.0331
2021-11-29,24.0331
2021-11-30,24.0331
2021-12-01,24.0331
2021-12-02,24.0331
2021-12-03,24.0331
2021-12-04,24.0331
2021-12-05,24.0331
2021-12-06,24.0331
2021-12-07,24.0331
2021-12-08,24.0331
2021-12-09,24.0331
2021-12-10,24.0331
2021-12-11,24.0331
2021-12-12,24.0331
2021-12-13,24.0331
2021-12-14,24.0331
2021-12-15,24.0331
2021-12-16,24.0331
2021-12-17,24.0331
2021-12-18,24.0331
2021-12-19,24.0331
2021-12-20,24.0331
2021-12-21,24.0331
2021-12-22,24.0331
2021-12-23,24.0331
2021-12-24,24.0331
2021-12-25,24.0331
2021-12-26,24.0331
2021-12-27,24.0331
2021-12-28,24.0331
2021-12-29,24.0331
2021-12-30,24.0331
2021-12-31,24.0331
2022-01-01,24.0331
2022-01-02,24.0331
2022-01-03,24.0331
2022-01-04,24.0331
2022-01-05,24.0331
2022-01-06,24.0331
2022-01-07,24.0331
2022-01-08,24.0331
2022-01-09,24.0331
2022-01-10,24.0331
2022-01-11,24.0331
2022-01-12,24.0331
2022-01-13,24.0331
2022-01-14,24.0331
2022-01-15,24.0331
2022-01-16,24.0331
2022-01-17,24.0331
2022-01-18,24.0331
2022-01-19,24.0331
2022-01-20,24.0331
2022-01-21,24.0331
2022-01-22,24.0331
2022-01-23,24.0331
2022-01-24,24.0331
2022-01-25,24.0331
2022-01-26,24.0331
2022-01-27,24.0331
2022-01-28,24.0331
2022-01-29,23.3691
2022-01-30,23.3691
2022-01-31,23.3691
2022-02-01,23.3691
2022-02-02,23.3691
2022-02-03,23.3691
2022-02-04,23.3691
2022-02-05,23.3691
2022-02-06,23.3691
2022-02-07,23.3691
2022-02-08,23.3691
2022-02-09,23.3691
2022-02-10,23.3691
2022-02-11,23.3691
2022-02-12,23.3691
2022-02-13,23.3691
2022-02-14,23.3691
2022-02-15,23.3691
2022-02-16,23.3691
2022-02-17,23.3691
2022-02-18,23.3691
2022-02-19,23.3691
2022-02-20,23.3691
2022-02-21,23.3691
2022-02-22,23.3691
2022-02-23,23.3691
2022-02-24,23.3691
2022-02-25,23.3691
2022-02-26,23.3691
2022-02-27,23.3691
2022-02-28,23.3691
2022-03-01,23.3691
2022-03-02,23.3691
2022-03-03,23.3691
2022-03-04,23.3691
2022-03-05,23.3691
2022-03-06,23.3691
2022-03-07,23.3691
2022-03-08,23.3691
2022-03-09,23.3691
2022-03-10,23.3691
2022-03-11,23.3691
2022-03-12,23.3691
2022-03-13,23.3691
2022-03-14,23.3691
2022-03-15,23.3691
2022-03-16,23.3691
2022-03-17,23.3691
2022-03-18,23.3691
2022-03-19,23.3691
2022-03-20,23.3691
2022-03-21,23.3691
2022-03-22,23.3691
2022-03-23,23.3691
2022-03-24,23.3691
2022-03-25,23.3691
2022-03-26,23.3691
2022-03-27,23.3691
2022-03-28,23.3691
2022-03-29,23.3691
2022-03-30,23.3691
2022-03-31,23.3691
2022-04-01,23.3691
2022-04-02,23.3691
2022-04-03,23.3691
2022-04-04,23.3691
2022-04-05,23.3691
2022-04-06,23.3691
2022-04-07,23.3691
2022-04-08,23.3691
2022-04-09,23.3691
2022-04-10,23.3691
2022-04-11,23.3691
2022-04-12,23.3691
2022-04-13,23.3691
2022-04-14,23.3691
2022-04-15,23.3691
2022-04-16,23.3691
2022-04-17,23.3691
2022-04-18,23.3691
2022-04-19,23.3691
2022-04-20,23.3691
2022-04-21,23.3691
2022-04-22,23.3691
2022-04-23,23.3691
2022-04-24,23.3691
2022-04-25,23.3691
2022-04-26,23.3691
2022-04-27,23.3691
2022-04-28,23.3691
2022-04-29,23.3691
2022-04-30,19.2989
2022-05-01,19.2989
2022-05-02,19.2989
2022-05-03,19.2989
2022-05-04,19.2989
2022-05-05,19.2989
2022-05-06,19.2989
2022-05-07,19.2989
2022-05-08,19.2989
2022-05-09,19.2989
2022-05-10,19.2989
2022-05-11,19.2989
2022-05-12,19.2989
2022-05-13,19.2989
2022-05-14,19.2989
2022-05-15,19.2989
2022-05-16,19.2989
2022-05-17,19.2989
2022-05-18,19.2989
2022-05-19,19.2989
2022-05-20,19.2989
2022-05-21,19.2989
2022-05-22,19.2989
2022-05-23,19.2989
2022-05-24,19.2989
2022-05-25,19.2989
2022-05-26,19.2989
2022-05-27,19.2989
2022-05-28,19.2989
2022-05-29,19.2989
2022-05-30,19.2989
2022-05-31,19.2989
2022-06-01,19.2989
2022-06-02,19.2989
2022-06-03,19.2989
2022-06-04,19.2989
2022-06-05,19.2989
2022-06-06,19.2989
2022-06-07,19.2989
2022-06-08,19.2989
2022-06-09,19.2989
2022-06-10,19.2989
2022-06-11,19.2989
2022-06-12,19.2989
2022-06-13,19.2989
2022-06-14,19.2989
2022-06-15,19.2989
2022-06-16,19.2989
2022-06-17,19.2989
2022-06-18,19.2989
2022-06-19,19.2989
2022-06-20,19.2989
2022-06-21,19.2989
2022-06-22,19.2989
2022-06-23,19.2989
2022-06-24,19.2989
2022-06-25,19.2989
2022-06-26,19.2989
2022-06-27,19.2989
2022-06-28,19.2989
2022-06-29,19.2989
2022-06-30,19.2989
2022-07-01,19.2989
2022-07-02,19.2989
2022-07-03,19.2989
2022-07-04,19.2989
2022-07-05,19.2989
2022-07-06,19.2989
2022-07-07,19.2989
2022-07-08,19.2989
2022-07-09,19.2989
2022-07-10,19.2989
2022-07-11,19.2989
2022-07-12,19.2989
2022-07-13,19.2989
2022-07-14,19.2989
2022-07-15,19.2989
2022-07-16,19.2989
2022-07-17,19.2989
2022-07-18,19.2989
2022-07-19,19.2989
2022-07-20,19.2989
2022-07-21,19.2989
2022-07-22,19.2989
2022-07-23,19.2989
2022-07-24,19.2989
2022-07-25,19.2989
2022-07-26,19.2989
2022-07-27,19.2989
2022-07-28,19.2989
2022-07-29,19.2989
2022-07-30,14.7186
2022-07-31,14.7186
2022-08-01,14.7186
2022-08-02,14.7186
2022-08-03,14.7186
2022-08-04,14.7186
2022-08-05,14.7186
2022-08-06,14.7186
2022-08-07,14.7186
2022-08-08,14.7186
2022-08-09,14.7186
2022-08-10,14.7186
2022-08-11,14.7186
2022-08-12,14.7186
2022-08-13,14.7186
2022-08-14,14.7186
2022-08-15,14.7186
2022-08-16,14.7186
2022-08-17,14.7186
2022-08-18,14.7186
2022-08-19,14.7186
2022-08-20,14.7186
2022-08-21,14.7186
2022-08-22,14.7186
2022-08-23,14.7186
2022-08-24,14.7186
2022-08-25,14.7186
2022-08-26,14.7186
2022-08-27,14.7186
2022-08-28,14.7186
2022-08-29,14.7186
2022-08-30,14.7186
2022-08-31,14.7186
2022-09-01,14.7186
2022-09-02,14.7186
2022-09-03,14.7186
2022-09-04,14.7186
2022-09-05,14.7186
2022-09-06,14.7186
2022-09-07,14.7186
2022-09-08,14.7186
2022-09-09,14.7186
2022-09-10,14.7186
2022-09-11,14.7186
2022-09-12,14.7186
2022-09-13,14.7186
2022-09-14,14.7186
2022-09-15,14.7186
2022-09-16,14.7186
2022-09-17,14.7186
2022-09-18,14.7186
2022-09-19,14.7186
2022-09-20,14.7186
2022-09-21,14.7186
2022-09-22,14.7186
2022-09-23,14.7186
2022-09-24,14.7186
2022-09-25,14.7186
2022-09-26,14.7186
2022-09-27,14.7186
2022-09-28,14.7186
2022-09-29,14.7186
2022-09-30,14.7186
2022-10-01,14.7186
2022-10-02,14.7186
2022-10-03,14.7186
2022-10-04,14.7186
2022-10-05,14.7186
2022-10-06,14.7186
2022-10-07,14.7186
2022-10-08,14.7186
2022-10-09,14.7186
2022-10-10,14.7186
2022-10-11,14.7186
2022-10-12,14.7186
2022-10-13,14.7186
2022-10-14,14.7186
2022-10-15,14.7186
2022-10-16,14.7186
2022-10-17,14.7186
2022-10-18,14.7186
2022-10-19,14.7186
2022-10-20,14.7186
2022-10-21,14.7186
2022-10-22,14.7186
2022-10-23,14.7186
2022-10-24,14.7186
2022-10-25,14.7186
2022-10-26,14.7186
2022-10-27,14.7186
2022-10-28,14.7186
2022-10-29,10.479
2022-10-30,10.479
2022-10-31,10.479
2022-11-01,10.479
2022-11-02,10.479
2022-11-03,10.479
2022-11-04,10.479
2022-11-05,10.479
2022-11-06,10.479
2022-11-07,10.479
2022-11-08,10.479
2022-11-09,10.479
2022-11-10,10.479
2022-11-11,10.479
2022-11-12,10.479
2022-11-13,10.479
2022-11-14,10.479
2022-11-15,10.479
2022-11-16,10.479
2022-11-17,10.479
2022-11-18,10.479
2022-11-19,10.479
2022-11-20,10.479
2022-11-21,10.479
2022-11-22,10.479
2022-11-23,10.479
2022-11-24,10.479
2022-11-25,10.479
2022-11-26,10.479
2022-11-27,10.479
2022-11-28,10.479
2022-11-29,10.479
2022-11-30,10.479
2022-12-01,10.479
2022-12-02,10.479
2022-12-03,10.479
2022-12-04,10.479
2022-12-05,10.479
2022-12-06,10.479
2022-12-07,10.479
2022-12-08,10.479
2022-12-09,10.479
2022-12-10,10.479
2022-12-11,10.479
2022-12-12,10.479
2022-12-13,10.479
2022-12-14,10.479
2022-12-15,10.479
2022-12-16,10.479
2022-12-17,10.479
2022-12-18,10.479
2022-12-19,10.479
2022-12-20,10.479
2022-12-21,10.479
2022-12-22,10.479
2022-12-23,10.479
2022-12-24,10.479
2022-12-25,10.479
2022-12-26,10.479
2022-12-27,10.479
2022-12-28,10.479
2022-12-29,10.479
2022-12-30,10.479
2022-12-31,10.479
2023-01-01,10.479
2023-01-02,10.479
2023-01-03,10.479
2023-01-04,10.479
2023-01-05,10.479
2023-01-06,10.479
2023-01-07,10.479
2023-01-08,10.479
2023-01-09,10.479
2023-01-10,10.479
2023-01-11,10.479
2023-01-12,10.479
2023-01-13,10.479
2023-01-14,10.479
2023-01-15,10.479
2023-01-16,10.479
2023-01-17,10.479
2023-01-18,10.479
2023-01-19,10.479
2023-01-20,10.479
2023-01-21,10.479
2023-01-22,10.479
2023-01-23,10.479
2023-01-24,10.479
2023-01-25,10.479
2023-01-26,10.479
2023-01-27,10.479
2023-01-28,4.8042
2023-01-29,4.8042
2023-01-30,4.8042
2023-01-31,4.8042
2023-02-01,4.8042
2023-02-02,4.8042
2023-02-03,4.8042
2023-02-04,4.8042
2023-02-05,4.8042
2023-02-06,4.8042
2023-02-07,4.8042
2023-02-08,4.8042
2023-02-09,4.8042
2023-02-10,4.8042
2023-02-11,4.8042
2023-02-12,4.8042
2023-02-13,4.8042
2023-02-14,4.8042
2023-02-15,4.8042
2023-02-16,4.8042
2023-02-17,4.8042
2023-02-18,4.8042
2023-02-19,4.8042
2023-02-20,4.8042
2023-02-21,4.8042
2023-02-22,4.8042
2023-02-23,4.8042
2023-02-24,4.8042
2023-02-25,4.8042
2023-02-26,4.8042
2023-02-27,4.8042
2023-02-28,4.8042
2023-03-01,4.8042
2023-03-02,4.8042
2023-03-03,4.8042
2023-03-04,4.8042
2023-03-05,4.8042
2023-03-06,4.8042
2023-03-07,4.8042
2023-03-08,4.8042
2023-03-09,4.8042
2023-03-10,4.8042
2023-03-11,4.8042
2023-03-12,4.8042
2023-03-13,4.8042
2023-03-14,4.8042
2023-03-15,4.8042
2023-03-16,4.8042
