,AAWW US Equity
2021-06-17,20.2501
2021-06-18,20.2501
2021-06-19,20.2501
2021-06-20,20.2501
2021-06-21,20.2501
2021-06-22,20.2501
2021-06-23,20.2501
2021-06-24,20.2501
2021-06-25,20.2501
2021-06-26,20.2501
2021-06-27,20.2501
2021-06-28,20.2501
2021-06-29,20.2501
2021-06-30,20.5566
2021-07-01,20.5566
2021-07-02,20.5566
2021-07-03,20.5566
2021-07-04,20.5566
2021-07-05,20.5566
2021-07-06,20.5566
2021-07-07,20.5566
2021-07-08,20.5566
2021-07-09,20.5566
2021-07-10,20.5566
2021-07-11,20.5566
2021-07-12,20.5566
2021-07-13,20.5566
2021-07-14,20.5566
2021-07-15,20.5566
2021-07-16,20.5566
2021-07-17,20.5566
2021-07-18,20.5566
2021-07-19,20.5566
2021-07-20,20.5566
2021-07-21,20.5566
2021-07-22,20.5566
2021-07-23,20.5566
2021-07-24,20.5566
2021-07-25,20.5566
2021-07-26,20.5566
2021-07-27,20.5566
2021-07-28,20.5566
2021-07-29,20.5566
2021-07-30,20.5566
2021-07-31,20.5566
2021-08-01,20.5566
2021-08-02,20.5566
2021-08-03,20.5566
2021-08-04,20.5566
2021-08-05,20.5566
2021-08-06,20.5566
2021-08-07,20.5566
2021-08-08,20.5566
2021-08-09,20.5566
2021-08-10,20.5566
2021-08-11,20.5566
2021-08-12,20.5566
2021-08-13,20.5566
2021-08-14,20.5566
2021-08-15,20.5566
2021-08-16,20.5566
2021-08-17,20.5566
2021-08-18,20.5566
2021-08-19,20.5566
2021-08-20,20.5566
2021-08-21,20.5566
2021-08-22,20.5566
2021-08-23,20.5566
2021-08-24,20.5566
2021-08-25,20.5566
2021-08-26,20.5566
2021-08-27,20.5566
2021-08-28,20.5566
2021-08-29,20.5566
2021-08-30,20.5566
2021-08-31,20.5566
2021-09-01,20.5566
2021-09-02,20.5566
2021-09-03,20.5566
2021-09-04,20.5566
2021-09-05,20.5566
2021-09-06,20.5566
2021-09-07,20.5566
2021-09-08,20.5566
2021-09-09,20.5566
2021-09-10,20.5566
2021-09-11,20.5566
2021-09-12,20.5566
2021-09-13,20.5566
2021-09-14,20.5566
2021-09-15,20.5566
2021-09-16,20.5566
2021-09-17,20.5566
2021-09-18,20.5566
2021-09-19,20.5566
2021-09-20,20.5566
2021-09-21,20.5566
2021-09-22,20.5566
2021-09-23,20.5566
2021-09-24,20.5566
2021-09-25,20.5566
2021-09-26,20.5566
2021-09-27,20.5566
2021-09-28,20.5566
2021-09-29,20.5566
2021-09-30,21.5674
2021-10-01,21.5674
2021-10-02,21.5674
2021-10-03,21.5674
2021-10-04,21.5674
2021-10-05,21.5674
2021-10-06,21.5674
2021-10-07,21.5674
2021-10-08,21.5674
2021-10-09,21.5674
2021-10-10,21.5674
2021-10-11,21.5674
2021-10-12,21.5674
2021-10-13,21.5674
2021-10-14,21.5674
2021-10-15,21.5674
2021-10-16,21.5674
2021-10-17,21.5674
2021-10-18,21.5674
2021-10-19,21.5674
2021-10-20,21.5674
2021-10-21,21.5674
2021-10-22,21.5674
2021-10-23,21.5674
2021-10-24,21.5674
2021-10-25,21.5674
2021-10-26,21.5674
2021-10-27,21.5674
2021-10-28,21.5674
2021-10-29,21.5674
2021-10-30,21.5674
2021-10-31,21.5674
2021-11-01,21.5674
2021-11-02,21.5674
2021-11-03,21.5674
2021-11-04,21.5674
2021-11-05,21.5674
2021-11-06,21.5674
2021-11-07,21.5674
2021-11-08,21.5674
2021-11-09,21.5674
2021-11-10,21.5674
2021-11-11,21.5674
2021-11-12,21.5674
2021-11-13,21.5674
2021-11-14,21.5674
2021-11-15,21.5674
2021-11-16,21.5674
2021-11-17,21.5674
2021-11-18,21.5674
2021-11-19,21.5674
2021-11-20,21.5674
2021-11-21,21.5674
2021-11-22,21.5674
2021-11-23,21.5674
2021-11-24,21.5674
2021-11-25,21.5674
2021-11-26,21.5674
2021-11-27,21.5674
2021-11-28,21.5674
2021-11-29,21.5674
2021-11-30,21.5674
2021-12-01,21.5674
2021-12-02,21.5674
2021-12-03,21.5674
2021-12-04,21.5674
2021-12-05,21.5674
2021-12-06,21.5674
2021-12-07,21.5674
2021-12-08,21.5674
2021-12-09,21.5674
2021-12-10,21.5674
2021-12-11,21.5674
2021-12-12,21.5674
2021-12-13,21.5674
2021-12-14,21.5674
2021-12-15,21.5674
2021-12-16,21.5674
2021-12-17,21.5674
2021-12-18,21.5674
2021-12-19,21.5674
2021-12-20,21.5674
2021-12-21,21.5674
2021-12-22,21.5674
2021-12-23,21.5674
2021-12-24,21.5674
2021-12-25,21.5674
2021-12-26,21.5674
2021-12-27,21.5674
2021-12-28,21.5674
2021-12-29,21.5674
2021-12-30,21.5674
2021-12-31,19.4569
2022-01-01,19.4569
2022-01-02,19.4569
2022-01-03,19.4569
2022-01-04,19.4569
2022-01-05,19.4569
2022-01-06,19.4569
2022-01-07,19.4569
2022-01-08,19.4569
2022-01-09,19.4569
2022-01-10,19.4569
2022-01-11,19.4569
2022-01-12,19.4569
2022-01-13,19.4569
2022-01-14,19.4569
2022-01-15,19.4569
2022-01-16,19.4569
2022-01-17,19.4569
2022-01-18,19.4569
2022-01-19,19.4569
2022-01-20,19.4569
2022-01-21,19.4569
2022-01-22,19.4569
2022-01-23,19.4569
2022-01-24,19.4569
2022-01-25,19.4569
2022-01-26,19.4569
2022-01-27,19.4569
2022-01-28,19.4569
2022-01-29,19.4569
2022-01-30,19.4569
2022-01-31,19.4569
2022-02-01,19.4569
2022-02-02,19.4569
2022-02-03,19.4569
2022-02-04,19.4569
2022-02-05,19.4569
2022-02-06,19.4569
2022-02-07,19.4569
2022-02-08,19.4569
2022-02-09,19.4569
2022-02-10,19.4569
2022-02-11,19.4569
2022-02-12,19.4569
2022-02-13,19.4569
2022-02-14,19.4569
2022-02-15,19.4569
2022-02-16,19.4569
2022-02-17,19.4569
2022-02-18,19.4569
2022-02-19,19.4569
2022-02-20,19.4569
2022-02-21,19.4569
2022-02-22,19.4569
2022-02-23,19.4569
2022-02-24,19.4569
2022-02-25,19.4569
2022-02-26,19.4569
2022-02-27,19.4569
2022-02-28,19.4569
2022-03-01,19.4569
2022-03-02,19.4569
2022-03-03,19.4569
2022-03-04,19.4569
2022-03-05,19.4569
2022-03-06,19.4569
2022-03-07,19.4569
2022-03-08,19.4569
2022-03-09,19.4569
2022-03-10,19.4569
2022-03-11,19.4569
2022-03-12,19.4569
2022-03-13,19.4569
2022-03-14,19.4569
2022-03-15,19.4569
2022-03-16,19.4569
2022-03-17,19.4569
2022-03-18,19.4569
2022-03-19,19.4569
2022-03-20,19.4569
2022-03-21,19.4569
2022-03-22,19.4569
2022-03-23,19.4569
2022-03-24,19.4569
2022-03-25,19.4569
2022-03-26,19.4569
2022-03-27,19.4569
2022-03-28,19.4569
2022-03-29,19.4569
2022-03-30,19.4569
2022-03-31,18.8509
2022-04-01,18.8509
2022-04-02,18.8509
2022-04-03,18.8509
2022-04-04,18.8509
2022-04-05,18.8509
2022-04-06,18.8509
2022-04-07,18.8509
2022-04-08,18.8509
2022-04-09,18.8509
2022-04-10,18.8509
2022-04-11,18.8509
2022-04-12,18.8509
2022-04-13,18.8509
2022-04-14,18.8509
2022-04-15,18.8509
2022-04-16,18.8509
2022-04-17,18.8509
2022-04-18,18.8509
2022-04-19,18.8509
2022-04-20,18.8509
2022-04-21,18.8509
2022-04-22,18.8509
2022-04-23,18.8509
2022-04-24,18.8509
2022-04-25,18.8509
2022-04-26,18.8509
2022-04-27,18.8509
2022-04-28,18.8509
2022-04-29,18.8509
2022-04-30,18.8509
2022-05-01,18.8509
2022-05-02,18.8509
2022-05-03,18.8509
2022-05-04,18.8509
2022-05-05,18.8509
2022-05-06,18.8509
2022-05-07,18.8509
2022-05-08,18.8509
2022-05-09,18.8509
2022-05-10,18.8509
2022-05-11,18.8509
2022-05-12,18.8509
2022-05-13,18.8509
2022-05-14,18.8509
2022-05-15,18.8509
2022-05-16,18.8509
2022-05-17,18.8509
2022-05-18,18.8509
2022-05-19,18.8509
2022-05-20,18.8509
2022-05-21,18.8509
2022-05-22,18.8509
2022-05-23,18.8509
2022-05-24,18.8509
2022-05-25,18.8509
2022-05-26,18.8509
2022-05-27,18.8509
2022-05-28,18.8509
2022-05-29,18.8509
2022-05-30,18.8509
2022-05-31,18.8509
2022-06-01,18.8509
2022-06-02,18.8509
2022-06-03,18.8509
2022-06-04,18.8509
2022-06-05,18.8509
2022-06-06,18.8509
2022-06-07,18.8509
2022-06-08,18.8509
2022-06-09,18.8509
2022-06-10,18.8509
2022-06-11,18.8509
2022-06-12,18.8509
2022-06-13,18.8509
2022-06-14,18.8509
2022-06-15,18.8509
2022-06-16,18.8509
2022-06-17,18.8509
2022-06-18,18.8509
2022-06-19,18.8509
2022-06-20,18.8509
2022-06-21,18.8509
2022-06-22,18.8509
2022-06-23,18.8509
2022-06-24,18.8509
2022-06-25,18.8509
2022-06-26,18.8509
2022-06-27,18.8509
2022-06-28,18.8509
2022-06-29,18.8509
2022-06-30,17.3844
2022-07-01,17.3844
2022-07-02,17.3844
2022-07-03,17.3844
2022-07-04,17.3844
2022-07-05,17.3844
2022-07-06,17.3844
2022-07-07,17.3844
2022-07-08,17.3844
2022-07-09,17.3844
2022-07-10,17.3844
2022-07-11,17.3844
2022-07-12,17.3844
2022-07-13,17.3844
2022-07-14,17.3844
2022-07-15,17.3844
2022-07-16,17.3844
2022-07-17,17.3844
2022-07-18,17.3844
2022-07-19,17.3844
2022-07-20,17.3844
2022-07-21,17.3844
2022-07-22,17.3844
2022-07-23,17.3844
2022-07-24,17.3844
2022-07-25,17.3844
2022-07-26,17.3844
2022-07-27,17.3844
2022-07-28,17.3844
2022-07-29,17.3844
2022-07-30,17.3844
2022-07-31,17.3844
2022-08-01,17.3844
2022-08-02,17.3844
2022-08-03,17.3844
2022-08-04,17.3844
2022-08-05,17.3844
2022-08-06,17.3844
2022-08-07,17.3844
2022-08-08,17.3844
2022-08-09,17.3844
2022-08-10,17.3844
2022-08-11,17.3844
2022-08-12,17.3844
2022-08-13,17.3844
2022-08-14,17.3844
2022-08-15,17.3844
2022-08-16,17.3844
2022-08-17,17.3844
2022-08-18,17.3844
2022-08-19,17.3844
2022-08-20,17.3844
2022-08-21,17.3844
2022-08-22,17.3844
2022-08-23,17.3844
2022-08-24,17.3844
2022-08-25,17.3844
2022-08-26,17.3844
2022-08-27,17.3844
2022-08-28,17.3844
2022-08-29,17.3844
2022-08-30,17.3844
2022-08-31,17.3844
2022-09-01,17.3844
2022-09-02,17.3844
2022-09-03,17.3844
2022-09-04,17.3844
2022-09-05,17.3844
2022-09-06,17.3844
2022-09-07,17.3844
2022-09-08,17.3844
2022-09-09,17.3844
2022-09-10,17.3844
2022-09-11,17.3844
2022-09-12,17.3844
2022-09-13,17.3844
2022-09-14,17.3844
2022-09-15,17.3844
2022-09-16,17.3844
2022-09-17,17.3844
2022-09-18,17.3844
2022-09-19,17.3844
2022-09-20,17.3844
2022-09-21,17.3844
2022-09-22,17.3844
2022-09-23,17.3844
2022-09-24,17.3844
2022-09-25,17.3844
2022-09-26,17.3844
2022-09-27,17.3844
2022-09-28,17.3844
2022-09-29,17.3844
2022-09-30,14.6341
2022-10-01,14.6341
2022-10-02,14.6341
2022-10-03,14.6341
2022-10-04,14.6341
2022-10-05,14.6341
2022-10-06,14.6341
2022-10-07,14.6341
2022-10-08,14.6341
2022-10-09,14.6341
2022-10-10,14.6341
2022-10-11,14.6341
2022-10-12,14.6341
2022-10-13,14.6341
2022-10-14,14.6341
2022-10-15,14.6341
2022-10-16,14.6341
2022-10-17,14.6341
2022-10-18,14.6341
2022-10-19,14.6341
2022-10-20,14.6341
2022-10-21,14.6341
2022-10-22,14.6341
2022-10-23,14.6341
2022-10-24,14.6341
2022-10-25,14.6341
2022-10-26,14.6341
2022-10-27,14.6341
2022-10-28,14.6341
2022-10-29,14.6341
2022-10-30,14.6341
2022-10-31,14.6341
2022-11-01,14.6341
2022-11-02,14.6341
2022-11-03,14.6341
2022-11-04,14.6341
2022-11-05,14.6341
2022-11-06,14.6341
2022-11-07,14.6341
2022-11-08,14.6341
2022-11-09,14.6341
2022-11-10,14.6341
2022-11-11,14.6341
2022-11-12,14.6341
2022-11-13,14.6341
2022-11-14,14.6341
2022-11-15,14.6341
2022-11-16,14.6341
2022-11-17,14.6341
2022-11-18,14.6341
2022-11-19,14.6341
2022-11-20,14.6341
2022-11-21,14.6341
2022-11-22,14.6341
2022-11-23,14.6341
2022-11-24,14.6341
2022-11-25,14.6341
2022-11-26,14.6341
2022-11-27,14.6341
2022-11-28,14.6341
2022-11-29,14.6341
2022-11-30,14.6341
2022-12-01,14.6341
2022-12-02,14.6341
2022-12-03,14.6341
2022-12-04,14.6341
2022-12-05,14.6341
2022-12-06,14.6341
2022-12-07,14.6341
2022-12-08,14.6341
2022-12-09,14.6341
2022-12-10,14.6341
2022-12-11,14.6341
2022-12-12,14.6341
2022-12-13,14.6341
2022-12-14,14.6341
2022-12-15,14.6341
2022-12-16,14.6341
2022-12-17,14.6341
2022-12-18,14.6341
2022-12-19,14.6341
2022-12-20,14.6341
2022-12-21,14.6341
2022-12-22,14.6341
2022-12-23,14.6341
2022-12-24,14.6341
2022-12-25,14.6341
2022-12-26,14.6341
2022-12-27,14.6341
2022-12-28,14.6341
2022-12-29,14.6341
2022-12-30,14.6341
2022-12-31,12.1169
2023-01-01,12.1169
2023-01-02,12.1169
2023-01-03,12.1169
2023-01-04,12.1169
2023-01-05,12.1169
2023-01-06,12.1169
2023-01-07,12.1169
2023-01-08,12.1169
2023-01-09,12.1169
2023-01-10,12.1169
2023-01-11,12.1169
2023-01-12,12.1169
2023-01-13,12.1169
2023-01-14,12.1169
2023-01-15,12.1169
2023-01-16,12.1169
2023-01-17,12.1169
2023-01-18,12.1169
2023-01-19,12.1169
2023-01-20,12.1169
2023-01-21,12.1169
2023-01-22,12.1169
2023-01-23,12.1169
2023-01-24,12.1169
2023-01-25,12.1169
2023-01-26,12.1169
2023-01-27,12.1169
2023-01-28,12.1169
2023-01-29,12.1169
2023-01-30,12.1169
2023-01-31,12.1169
2023-02-01,12.1169
2023-02-02,12.1169
2023-02-03,12.1169
2023-02-04,12.1169
2023-02-05,12.1169
2023-02-06,12.1169
2023-02-07,12.1169
2023-02-08,12.1169
2023-02-09,12.1169
2023-02-10,12.1169
2023-02-11,12.1169
2023-02-12,12.1169
2023-02-13,12.1169
2023-02-14,12.1169
