,WAL US Equity
2020-04-21,16.165
2020-04-22,16.165
2020-04-23,16.165
2020-04-24,16.165
2020-04-25,16.165
2020-04-26,16.165
2020-04-27,16.165
2020-04-28,16.165
2020-04-29,16.165
2020-04-30,16.165
2020-05-01,16.165
2020-05-02,16.165
2020-05-03,16.165
2020-05-04,16.165
2020-05-05,16.165
2020-05-06,16.165
2020-05-07,16.165
2020-05-08,16.165
2020-05-09,16.165
2020-05-10,16.165
2020-05-11,16.165
2020-05-12,16.165
2020-05-13,16.165
2020-05-14,16.165
2020-05-15,16.165
2020-05-16,16.165
2020-05-17,16.165
2020-05-18,16.165
2020-05-19,16.165
2020-05-20,16.165
2020-05-21,16.165
2020-05-22,16.165
2020-05-23,16.165
2020-05-24,16.165
2020-05-25,16.165
2020-05-26,16.165
2020-05-27,16.165
2020-05-28,16.165
2020-05-29,16.165
2020-05-30,16.165
2020-05-31,16.165
2020-06-01,16.165
2020-06-02,16.165
2020-06-03,16.165
2020-06-04,16.165
2020-06-05,16.165
2020-06-06,16.165
2020-06-07,16.165
2020-06-08,16.165
2020-06-09,16.165
2020-06-10,16.165
2020-06-11,16.165
2020-06-12,16.165
2020-06-13,16.165
2020-06-14,16.165
2020-06-15,16.165
2020-06-16,16.165
2020-06-17,16.165
2020-06-18,16.165
2020-06-19,16.165
2020-06-20,16.165
2020-06-21,16.165
2020-06-22,16.165
2020-06-23,16.165
2020-06-24,16.165
2020-06-25,16.165
2020-06-26,16.165
2020-06-27,16.165
2020-06-28,16.165
2020-06-29,16.165
2020-06-30,14.5347
2020-07-01,14.5347
2020-07-02,14.5347
2020-07-03,14.5347
2020-07-04,14.5347
2020-07-05,14.5347
2020-07-06,14.5347
2020-07-07,14.5347
2020-07-08,14.5347
2020-07-09,14.5347
2020-07-10,14.5347
2020-07-11,14.5347
2020-07-12,14.5347
2020-07-13,14.5347
2020-07-14,14.5347
2020-07-15,14.5347
2020-07-16,14.5347
2020-07-17,14.5347
2020-07-18,14.5347
2020-07-19,14.5347
2020-07-20,14.5347
2020-07-21,14.5347
2020-07-22,14.5347
2020-07-23,14.5347
2020-07-24,14.5347
2020-07-25,14.5347
2020-07-26,14.5347
2020-07-27,14.5347
2020-07-28,14.5347
2020-07-29,14.5347
2020-07-30,14.5347
2020-07-31,14.5347
2020-08-01,14.5347
2020-08-02,14.5347
2020-08-03,14.5347
2020-08-04,14.5347
2020-08-05,14.5347
2020-08-06,14.5347
2020-08-07,14.5347
2020-08-08,14.5347
2020-08-09,14.5347
2020-08-10,14.5347
2020-08-11,14.5347
2020-08-12,14.5347
2020-08-13,14.5347
2020-08-14,14.5347
2020-08-15,14.5347
2020-08-16,14.5347
2020-08-17,14.5347
2020-08-18,14.5347
2020-08-19,14.5347
2020-08-20,14.5347
2020-08-21,14.5347
2020-08-22,14.5347
2020-08-23,14.5347
2020-08-24,14.5347
2020-08-25,14.5347
2020-08-26,14.5347
2020-08-27,14.5347
2020-08-28,14.5347
2020-08-29,14.5347
2020-08-30,14.5347
2020-08-31,14.5347
2020-09-01,14.5347
2020-09-02,14.5347
2020-09-03,14.5347
2020-09-04,14.5347
2020-09-05,14.5347
2020-09-06,14.5347
2020-09-07,14.5347
2020-09-08,14.5347
2020-09-09,14.5347
2020-09-10,14.5347
2020-09-11,14.5347
2020-09-12,14.5347
2020-09-13,14.5347
2020-09-14,14.5347
2020-09-15,14.5347
2020-09-16,14.5347
2020-09-17,14.5347
2020-09-18,14.5347
2020-09-19,14.5347
2020-09-20,14.5347
2020-09-21,14.5347
2020-09-22,14.5347
2020-09-23,14.5347
2020-09-24,14.5347
2020-09-25,14.5347
2020-09-26,14.5347
2020-09-27,14.5347
2020-09-28,14.5347
2020-09-29,14.5347
2020-09-30,14.3505
2020-10-01,14.3505
2020-10-02,14.3505
2020-10-03,14.3505
2020-10-04,14.3505
2020-10-05,14.3505
2020-10-06,14.3505
2020-10-07,14.3505
2020-10-08,14.3505
2020-10-09,14.3505
2020-10-10,14.3505
2020-10-11,14.3505
2020-10-12,14.3505
2020-10-13,14.3505
2020-10-14,14.3505
2020-10-15,14.3505
2020-10-16,14.3505
2020-10-17,14.3505
2020-10-18,14.3505
2020-10-19,14.3505
2020-10-20,14.3505
2020-10-21,14.3505
2020-10-22,14.3505
2020-10-23,14.3505
2020-10-24,14.3505
2020-10-25,14.3505
2020-10-26,14.3505
2020-10-27,14.3505
2020-10-28,14.3505
2020-10-29,14.3505
2020-10-30,14.3505
2020-10-31,14.3505
2020-11-01,14.3505
2020-11-02,14.3505
2020-11-03,14.3505
2020-11-04,14.3505
2020-11-05,14.3505
2020-11-06,14.3505
2020-11-07,14.3505
2020-11-08,14.3505
2020-11-09,14.3505
2020-11-10,14.3505
2020-11-11,14.3505
2020-11-12,14.3505
2020-11-13,14.3505
2020-11-14,14.3505
2020-11-15,14.3505
2020-11-16,14.3505
2020-11-17,14.3505
2020-11-18,14.3505
2020-11-19,14.3505
2020-11-20,14.3505
2020-11-21,14.3505
2020-11-22,14.3505
2020-11-23,14.3505
2020-11-24,14.3505
2020-11-25,14.3505
2020-11-26,14.3505
2020-11-27,14.3505
2020-11-28,14.3505
2020-11-29,14.3505
2020-11-30,14.3505
2020-12-01,14.3505
2020-12-02,14.3505
2020-12-03,14.3505
2020-12-04,14.3505
2020-12-05,14.3505
2020-12-06,14.3505
2020-12-07,14.3505
2020-12-08,14.3505
2020-12-09,14.3505
2020-12-10,14.3505
2020-12-11,14.3505
2020-12-12,14.3505
2020-12-13,14.3505
2020-12-14,14.3505
2020-12-15,14.3505
2020-12-16,14.3505
2020-12-17,14.3505
2020-12-18,14.3505
2020-12-19,14.3505
2020-12-20,14.3505
2020-12-21,14.3505
2020-12-22,14.3505
2020-12-23,14.3505
2020-12-24,14.3505
2020-12-25,14.3505
2020-12-26,14.3505
2020-12-27,14.3505
2020-12-28,14.3505
2020-12-29,14.3505
2020-12-30,14.3505
2020-12-31,15.6947
2021-01-01,15.6947
2021-01-02,15.6947
2021-01-03,15.6947
2021-01-04,15.6947
2021-01-05,15.6947
2021-01-06,15.6947
2021-01-07,15.6947
2021-01-08,15.6947
2021-01-09,15.6947
2021-01-10,15.6947
2021-01-11,15.6947
2021-01-12,15.6947
2021-01-13,15.6947
2021-01-14,15.6947
2021-01-15,15.6947
2021-01-16,15.6947
2021-01-17,15.6947
2021-01-18,15.6947
2021-01-19,15.6947
2021-01-20,15.6947
2021-01-21,15.6947
2021-01-22,15.6947
2021-01-23,15.6947
2021-01-24,15.6947
2021-01-25,15.6947
2021-01-26,15.6947
2021-01-27,15.6947
2021-01-28,15.6947
2021-01-29,15.6947
2021-01-30,15.6947
2021-01-31,15.6947
2021-02-01,15.6947
2021-02-02,15.6947
2021-02-03,15.6947
2021-02-04,15.6947
2021-02-05,15.6947
2021-02-06,15.6947
2021-02-07,15.6947
2021-02-08,15.6947
2021-02-09,15.6947
2021-02-10,15.6947
2021-02-11,15.6947
2021-02-12,15.6947
2021-02-13,15.6947
2021-02-14,15.6947
2021-02-15,15.6947
2021-02-16,15.6947
2021-02-17,15.6947
2021-02-18,15.6947
2021-02-19,15.6947
2021-02-20,15.6947
2021-02-21,15.6947
2021-02-22,15.6947
2021-02-23,15.6947
2021-02-24,15.6947
2021-02-25,15.6947
2021-02-26,15.6947
2021-02-27,15.6947
2021-02-28,15.6947
2021-03-01,15.6947
2021-03-02,15.6947
2021-03-03,15.6947
2021-03-04,15.6947
2021-03-05,15.6947
2021-03-06,15.6947
2021-03-07,15.6947
2021-03-08,15.6947
2021-03-09,15.6947
2021-03-10,15.6947
2021-03-11,15.6947
2021-03-12,15.6947
2021-03-13,15.6947
2021-03-14,15.6947
2021-03-15,15.6947
2021-03-16,15.6947
2021-03-17,15.6947
2021-03-18,15.6947
2021-03-19,15.6947
2021-03-20,15.6947
2021-03-21,15.6947
2021-03-22,15.6947
2021-03-23,15.6947
2021-03-24,15.6947
2021-03-25,15.6947
2021-03-26,15.6947
2021-03-27,15.6947
2021-03-28,15.6947
2021-03-29,15.6947
2021-03-30,15.6947
2021-03-31,18.2691
2021-04-01,18.2691
2021-04-02,18.2691
2021-04-03,18.2691
2021-04-04,18.2691
2021-04-05,18.2691
2021-04-06,18.2691
2021-04-07,18.2691
2021-04-08,18.2691
2021-04-09,18.2691
2021-04-10,18.2691
2021-04-11,18.2691
2021-04-12,18.2691
2021-04-13,18.2691
2021-04-14,18.2691
2021-04-15,18.2691
2021-04-16,18.2691
2021-04-17,18.2691
2021-04-18,18.2691
2021-04-19,18.2691
2021-04-20,18.2691
2021-04-21,18.2691
2021-04-22,18.2691
2021-04-23,18.2691
2021-04-24,18.2691
2021-04-25,18.2691
2021-04-26,18.2691
2021-04-27,18.2691
2021-04-28,18.2691
2021-04-29,18.2691
2021-04-30,18.2691
2021-05-01,18.2691
2021-05-02,18.2691
2021-05-03,18.2691
2021-05-04,18.2691
2021-05-05,18.2691
2021-05-06,18.2691
2021-05-07,18.2691
2021-05-08,18.2691
2021-05-09,18.2691
2021-05-10,18.2691
2021-05-11,18.2691
2021-05-12,18.2691
2021-05-13,18.2691
2021-05-14,18.2691
2021-05-15,18.2691
2021-05-16,18.2691
2021-05-17,18.2691
2021-05-18,18.2691
2021-05-19,18.2691
2021-05-20,18.2691
2021-05-21,18.2691
2021-05-22,18.2691
2021-05-23,18.2691
2021-05-24,18.2691
2021-05-25,18.2691
2021-05-26,18.2691
2021-05-27,18.2691
2021-05-28,18.2691
2021-05-29,18.2691
2021-05-30,18.2691
2021-05-31,18.2691
2021-06-01,18.2691
2021-06-02,18.2691
2021-06-03,18.2691
2021-06-04,18.2691
2021-06-05,18.2691
2021-06-06,18.2691
2021-06-07,18.2691
2021-06-08,18.2691
2021-06-09,18.2691
2021-06-10,18.2691
2021-06-11,18.2691
2021-06-12,18.2691
2021-06-13,18.2691
2021-06-14,18.2691
2021-06-15,18.2691
2021-06-16,18.2691
2021-06-17,18.2691
2021-06-18,18.2691
2021-06-19,18.2691
2021-06-20,18.2691
2021-06-21,18.2691
2021-06-22,18.2691
2021-06-23,18.2691
2021-06-24,18.2691
2021-06-25,18.2691
2021-06-26,18.2691
2021-06-27,18.2691
2021-06-28,18.2691
2021-06-29,18.2691
2021-06-30,20.8401
2021-07-01,20.8401
2021-07-02,20.8401
2021-07-03,20.8401
2021-07-04,20.8401
2021-07-05,20.8401
2021-07-06,20.8401
2021-07-07,20.8401
2021-07-08,20.8401
2021-07-09,20.8401
2021-07-10,20.8401
2021-07-11,20.8401
2021-07-12,20.8401
2021-07-13,20.8401
2021-07-14,20.8401
2021-07-15,20.8401
2021-07-16,20.8401
2021-07-17,20.8401
2021-07-18,20.8401
2021-07-19,20.8401
2021-07-20,20.8401
2021-07-21,20.8401
2021-07-22,20.8401
2021-07-23,20.8401
2021-07-24,20.8401
2021-07-25,20.8401
2021-07-26,20.8401
2021-07-27,20.8401
2021-07-28,20.8401
2021-07-29,20.8401
2021-07-30,20.8401
2021-07-31,20.8401
2021-08-01,20.8401
2021-08-02,20.8401
2021-08-03,20.8401
2021-08-04,20.8401
2021-08-05,20.8401
2021-08-06,20.8401
2021-08-07,20.8401
2021-08-08,20.8401
2021-08-09,20.8401
2021-08-10,20.8401
2021-08-11,20.8401
2021-08-12,20.8401
2021-08-13,20.8401
2021-08-14,20.8401
2021-08-15,20.8401
2021-08-16,20.8401
2021-08-17,20.8401
2021-08-18,20.8401
2021-08-19,20.8401
2021-08-20,20.8401
2021-08-21,20.8401
2021-08-22,20.8401
2021-08-23,20.8401
2021-08-24,20.8401
2021-08-25,20.8401
2021-08-26,20.8401
2021-08-27,20.8401
2021-08-28,20.8401
2021-08-29,20.8401
2021-08-30,20.8401
2021-08-31,20.8401
2021-09-01,20.8401
2021-09-02,20.8401
2021-09-03,20.8401
2021-09-04,20.8401
2021-09-05,20.8401
2021-09-06,20.8401
2021-09-07,20.8401
2021-09-08,20.8401
2021-09-09,20.8401
2021-09-10,20.8401
2021-09-11,20.8401
2021-09-12,20.8401
2021-09-13,20.8401
2021-09-14,20.8401
2021-09-15,20.8401
2021-09-16,20.8401
2021-09-17,20.8401
2021-09-18,20.8401
2021-09-19,20.8401
2021-09-20,20.8401
2021-09-21,20.8401
2021-09-22,20.8401
2021-09-23,20.8401
2021-09-24,20.8401
2021-09-25,20.8401
2021-09-26,20.8401
2021-09-27,20.8401
2021-09-28,20.8401
2021-09-29,20.8401
2021-09-30,22.7156
2021-10-01,22.7156
2021-10-02,22.7156
2021-10-03,22.7156
2021-10-04,22.7156
2021-10-05,22.7156
2021-10-06,22.7156
2021-10-07,22.7156
2021-10-08,22.7156
2021-10-09,22.7156
2021-10-10,22.7156
2021-10-11,22.7156
2021-10-12,22.7156
2021-10-13,22.7156
2021-10-14,22.7156
2021-10-15,22.7156
2021-10-16,22.7156
2021-10-17,22.7156
2021-10-18,22.7156
2021-10-19,22.7156
2021-10-20,22.7156
2021-10-21,22.7156
2021-10-22,22.7156
2021-10-23,22.7156
2021-10-24,22.7156
2021-10-25,22.7156
2021-10-26,22.7156
2021-10-27,22.7156
2021-10-28,22.7156
2021-10-29,22.7156
2021-10-30,22.7156
2021-10-31,22.7156
2021-11-01,22.7156
2021-11-02,22.7156
2021-11-03,22.7156
2021-11-04,22.7156
2021-11-05,22.7156
2021-11-06,22.7156
2021-11-07,22.7156
2021-11-08,22.7156
2021-11-09,22.7156
2021-11-10,22.7156
2021-11-11,22.7156
2021-11-12,22.7156
2021-11-13,22.7156
2021-11-14,22.7156
2021-11-15,22.7156
2021-11-16,22.7156
2021-11-17,22.7156
2021-11-18,22.7156
2021-11-19,22.7156
2021-11-20,22.7156
2021-11-21,22.7156
2021-11-22,22.7156
2021-11-23,22.7156
2021-11-24,22.7156
2021-11-25,22.7156
2021-11-26,22.7156
2021-11-27,22.7156
2021-11-28,22.7156
2021-11-29,22.7156
2021-11-30,22.7156
2021-12-01,22.7156
2021-12-02,22.7156
2021-12-03,22.7156
2021-12-04,22.7156
2021-12-05,22.7156
2021-12-06,22.7156
2021-12-07,22.7156
2021-12-08,22.7156
2021-12-09,22.7156
2021-12-10,22.7156
2021-12-11,22.7156
2021-12-12,22.7156
2021-12-13,22.7156
2021-12-14,22.7156
2021-12-15,22.7156
2021-12-16,22.7156
2021-12-17,22.7156
2021-12-18,22.7156
2021-12-19,22.7156
2021-12-20,22.7156
2021-12-21,22.7156
2021-12-22,22.7156
2021-12-23,22.7156
2021-12-24,22.7156
2021-12-25,22.7156
2021-12-26,22.7156
2021-12-27,22.7156
2021-12-28,22.7156
2021-12-29,22.7156
2021-12-30,22.7156
2021-12-31,22.1815
2022-01-01,22.1815
2022-01-02,22.1815
2022-01-03,22.1815
2022-01-04,22.1815
2022-01-05,22.1815
2022-01-06,22.1815
2022-01-07,22.1815
2022-01-08,22.1815
2022-01-09,22.1815
2022-01-10,22.1815
2022-01-11,22.1815
2022-01-12,22.1815
2022-01-13,22.1815
2022-01-14,22.1815
2022-01-15,22.1815
2022-01-16,22.1815
2022-01-17,22.1815
2022-01-18,22.1815
2022-01-19,22.1815
2022-01-20,22.1815
2022-01-21,22.1815
2022-01-22,22.1815
2022-01-23,22.1815
2022-01-24,22.1815
2022-01-25,22.1815
2022-01-26,22.1815
2022-01-27,22.1815
2022-01-28,22.1815
2022-01-29,22.1815
2022-01-30,22.1815
2022-01-31,22.1815
2022-02-01,22.1815
2022-02-02,22.1815
2022-02-03,22.1815
2022-02-04,22.1815
2022-02-05,22.1815
2022-02-06,22.1815
2022-02-07,22.1815
2022-02-08,22.1815
2022-02-09,22.1815
2022-02-10,22.1815
2022-02-11,22.1815
2022-02-12,22.1815
2022-02-13,22.1815
2022-02-14,22.1815
2022-02-15,22.1815
2022-02-16,22.1815
2022-02-17,22.1815
2022-02-18,22.1815
2022-02-19,22.1815
2022-02-20,22.1815
2022-02-21,22.1815
2022-02-22,22.1815
2022-02-23,22.1815
2022-02-24,22.1815
2022-02-25,22.1815
2022-02-26,22.1815
2022-02-27,22.1815
2022-02-28,22.1815
2022-03-01,22.1815
2022-03-02,22.1815
2022-03-03,22.1815
2022-03-04,22.1815
2022-03-05,22.1815
2022-03-06,22.1815
2022-03-07,22.1815
2022-03-08,22.1815
2022-03-09,22.1815
2022-03-10,22.1815
2022-03-11,22.1815
2022-03-12,22.1815
2022-03-13,22.1815
2022-03-14,22.1815
2022-03-15,22.1815
2022-03-16,22.1815
2022-03-17,22.1815
2022-03-18,22.1815
2022-03-19,22.1815
2022-03-20,22.1815
2022-03-21,22.1815
2022-03-22,22.1815
2022-03-23,22.1815
2022-03-24,22.1815
2022-03-25,22.1815
2022-03-26,22.1815
2022-03-27,22.1815
2022-03-28,22.1815
2022-03-29,22.1815
2022-03-30,22.1815
2022-03-31,22.3042
2022-04-01,22.3042
2022-04-02,22.3042
2022-04-03,22.3042
2022-04-04,22.3042
2022-04-05,22.3042
2022-04-06,22.3042
2022-04-07,22.3042
2022-04-08,22.3042
2022-04-09,22.3042
2022-04-10,22.3042
2022-04-11,22.3042
2022-04-12,22.3042
2022-04-13,22.3042
2022-04-14,22.3042
2022-04-15,22.3042
2022-04-16,22.3042
2022-04-17,22.3042
2022-04-18,22.3042
2022-04-19,22.3042
2022-04-20,22.3042
2022-04-21,22.3042
2022-04-22,22.3042
2022-04-23,22.3042
2022-04-24,22.3042
2022-04-25,22.3042
2022-04-26,22.3042
2022-04-27,22.3042
2022-04-28,22.3042
2022-04-29,22.3042
2022-04-30,22.3042
2022-05-01,22.3042
2022-05-02,22.3042
2022-05-03,22.3042
2022-05-04,22.3042
2022-05-05,22.3042
2022-05-06,22.3042
2022-05-07,22.3042
2022-05-08,22.3042
2022-05-09,22.3042
2022-05-10,22.3042
2022-05-11,22.3042
2022-05-12,22.3042
2022-05-13,22.3042
2022-05-14,22.3042
2022-05-15,22.3042
2022-05-16,22.3042
2022-05-17,22.3042
2022-05-18,22.3042
2022-05-19,22.3042
2022-05-20,22.3042
2022-05-21,22.3042
2022-05-22,22.3042
2022-05-23,22.3042
2022-05-24,22.3042
2022-05-25,22.3042
2022-05-26,22.3042
2022-05-27,22.3042
2022-05-28,22.3042
2022-05-29,22.3042
2022-05-30,22.3042
2022-05-31,22.3042
2022-06-01,22.3042
2022-06-02,22.3042
2022-06-03,22.3042
2022-06-04,22.3042
2022-06-05,22.3042
2022-06-06,22.3042
2022-06-07,22.3042
2022-06-08,22.3042
2022-06-09,22.3042
2022-06-10,22.3042
2022-06-11,22.3042
2022-06-12,22.3042
2022-06-13,22.3042
2022-06-14,22.3042
2022-06-15,22.3042
2022-06-16,22.3042
2022-06-17,22.3042
2022-06-18,22.3042
2022-06-19,22.3042
2022-06-20,22.3042
2022-06-21,22.3042
2022-06-22,22.3042
2022-06-23,22.3042
2022-06-24,22.3042
2022-06-25,22.3042
2022-06-26,22.3042
2022-06-27,22.3042
2022-06-28,22.3042
2022-06-29,22.3042
2022-06-30,22.3914
2022-07-01,22.3914
2022-07-02,22.3914
2022-07-03,22.3914
2022-07-04,22.3914
2022-07-05,22.3914
2022-07-06,22.3914
2022-07-07,22.3914
2022-07-08,22.3914
2022-07-09,22.3914
2022-07-10,22.3914
2022-07-11,22.3914
2022-07-12,22.3914
2022-07-13,22.3914
2022-07-14,22.3914
2022-07-15,22.3914
2022-07-16,22.3914
2022-07-17,22.3914
2022-07-18,22.3914
2022-07-19,22.3914
2022-07-20,22.3914
2022-07-21,22.3914
2022-07-22,22.3914
2022-07-23,22.3914
2022-07-24,22.3914
2022-07-25,22.3914
2022-07-26,22.3914
2022-07-27,22.3914
2022-07-28,22.3914
2022-07-29,22.3914
2022-07-30,22.3914
2022-07-31,22.3914
2022-08-01,22.3914
2022-08-02,22.3914
2022-08-03,22.3914
2022-08-04,22.3914
2022-08-05,22.3914
2022-08-06,22.3914
2022-08-07,22.3914
2022-08-08,22.3914
2022-08-09,22.3914
2022-08-10,22.3914
2022-08-11,22.3914
2022-08-12,22.3914
2022-08-13,22.3914
2022-08-14,22.3914
2022-08-15,22.3914
2022-08-16,22.3914
2022-08-17,22.3914
2022-08-18,22.3914
2022-08-19,22.3914
2022-08-20,22.3914
2022-08-21,22.3914
2022-08-22,22.3914
2022-08-23,22.3914
2022-08-24,22.3914
2022-08-25,22.3914
2022-08-26,22.3914
2022-08-27,22.3914
2022-08-28,22.3914
2022-08-29,22.3914
2022-08-30,22.3914
2022-08-31,22.3914
2022-09-01,22.3914
2022-09-02,22.3914
2022-09-03,22.3914
2022-09-04,22.3914
2022-09-05,22.3914
2022-09-06,22.3914
2022-09-07,22.3914
2022-09-08,22.3914
2022-09-09,22.3914
2022-09-10,22.3914
2022-09-11,22.3914
2022-09-12,22.3914
2022-09-13,22.3914
2022-09-14,22.3914
2022-09-15,22.3914
2022-09-16,22.3914
2022-09-17,22.3914
2022-09-18,22.3914
2022-09-19,22.3914
2022-09-20,22.3914
2022-09-21,22.3914
2022-09-22,22.3914
2022-09-23,22.3914
2022-09-24,22.3914
2022-09-25,22.3914
2022-09-26,22.3914
2022-09-27,22.3914
2022-09-28,22.3914
2022-09-29,22.3914
2022-09-30,22.3212
2022-10-01,22.3212
2022-10-02,22.3212
2022-10-03,22.3212
2022-10-04,22.3212
2022-10-05,22.3212
2022-10-06,22.3212
2022-10-07,22.3212
2022-10-08,22.3212
2022-10-09,22.3212
2022-10-10,22.3212
2022-10-11,22.3212
2022-10-12,22.3212
2022-10-13,22.3212
2022-10-14,22.3212
2022-10-15,22.3212
2022-10-16,22.3212
2022-10-17,22.3212
2022-10-18,22.3212
2022-10-19,22.3212
2022-10-20,22.3212
2022-10-21,22.3212
2022-10-22,22.3212
2022-10-23,22.3212
2022-10-24,22.3212
2022-10-25,22.3212
2022-10-26,22.3212
2022-10-27,22.3212
2022-10-28,22.3212
2022-10-29,22.3212
2022-10-30,22.3212
2022-10-31,22.3212
2022-11-01,22.3212
2022-11-02,22.3212
2022-11-03,22.3212
2022-11-04,22.3212
2022-11-05,22.3212
2022-11-06,22.3212
2022-11-07,22.3212
2022-11-08,22.3212
2022-11-09,22.3212
2022-11-10,22.3212
2022-11-11,22.3212
2022-11-12,22.3212
2022-11-13,22.3212
2022-11-14,22.3212
2022-11-15,22.3212
2022-11-16,22.3212
2022-11-17,22.3212
2022-11-18,22.3212
2022-11-19,22.3212
2022-11-20,22.3212
2022-11-21,22.3212
2022-11-22,22.3212
2022-11-23,22.3212
2022-11-24,22.3212
2022-11-25,22.3212
2022-11-26,22.3212
2022-11-27,22.3212
2022-11-28,22.3212
2022-11-29,22.3212
2022-11-30,22.3212
2022-12-01,22.3212
2022-12-02,22.3212
2022-12-03,22.3212
2022-12-04,22.3212
2022-12-05,22.3212
2022-12-06,22.3212
2022-12-07,22.3212
2022-12-08,22.3212
2022-12-09,22.3212
2022-12-10,22.3212
2022-12-11,22.3212
2022-12-12,22.3212
2022-12-13,22.3212
2022-12-14,22.3212
2022-12-15,22.3212
2022-12-16,22.3212
2022-12-17,22.3212
2022-12-18,22.3212
2022-12-19,22.3212
2022-12-20,22.3212
2022-12-21,22.3212
2022-12-22,22.3212
2022-12-23,22.3212
2022-12-24,22.3212
2022-12-25,22.3212
2022-12-26,22.3212
2022-12-27,22.3212
2022-12-28,22.3212
2022-12-29,22.3212
2022-12-30,22.3212
2022-12-31,21.4949
2023-01-01,21.4949
2023-01-02,21.4949
2023-01-03,21.4949
2023-01-04,21.4949
2023-01-05,21.4949
2023-01-06,21.4949
2023-01-07,21.4949
2023-01-08,21.4949
2023-01-09,21.4949
2023-01-10,21.4949
2023-01-11,21.4949
2023-01-12,21.4949
2023-01-13,21.4949
2023-01-14,21.4949
2023-01-15,21.4949
2023-01-16,21.4949
2023-01-17,21.4949
2023-01-18,21.4949
2023-01-19,21.4949
2023-01-20,21.4949
2023-01-21,21.4949
2023-01-22,21.4949
2023-01-23,21.4949
2023-01-24,21.4949
2023-01-25,21.4949
2023-01-26,21.4949
2023-01-27,21.4949
2023-01-28,21.4949
2023-01-29,21.4949
2023-01-30,21.4949
2023-01-31,21.4949
2023-02-01,21.4949
2023-02-02,21.4949
2023-02-03,21.4949
2023-02-04,21.4949
2023-02-05,21.4949
2023-02-06,21.4949
2023-02-07,21.4949
2023-02-08,21.4949
2023-02-09,21.4949
2023-02-10,21.4949
2023-02-11,21.4949
2023-02-12,21.4949
2023-02-13,21.4949
2023-02-14,21.4949
2023-02-15,21.4949
2023-02-16,21.4949
2023-02-17,21.4949
2023-02-18,21.4949
2023-02-19,21.4949
2023-02-20,21.4949
2023-02-21,21.4949
2023-02-22,21.4949
2023-02-23,21.4949
2023-02-24,21.4949
2023-02-25,21.4949
2023-02-26,21.4949
2023-02-27,21.4949
2023-02-28,21.4949
2023-03-01,21.4949
2023-03-02,21.4949
2023-03-03,21.4949
2023-03-04,21.4949
2023-03-05,21.4949
2023-03-06,21.4949
2023-03-07,21.4949
2023-03-08,21.4949
2023-03-09,21.4949
2023-03-10,21.4949
2023-03-11,21.4949
2023-03-12,21.4949
2023-03-13,21.4949
2023-03-14,21.4949
2023-03-15,21.4949
2023-03-16,21.4949
